Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/27/1992,1278.199951,-946.700012,331.499939,-218.199997,113.300003,-52.599998,,2.6,63.300004,-16.700001,46.599998,0.0,,46.599998,-0.1,46.499998,46.500004,,0.315,0.315,147.600006,,,,,
09/26/1992,1289.800049,-980.299988,309.500061,-220.0,89.5,-50.200001,,1.1,40.399999,-9.8,30.6,0.0,,30.6,-0.1,30.5,30.499999,,0.205,0.205,147.800003,,,,,
12/26/1992,1278.199951,-963.900024,314.299927,-218.399994,95.900002,-49.099998,0.0,9.1,55.900004,-11.1,44.799999,0.0,0.0,44.799999,0.0,44.799999,44.800004,0.305,0.305,0.305,147.800004,0.305,0.305,0.305,147.800004,
03/27/1993,868.299988,-632.299988,236.0,-186.25,49.75,-46.799999,0.0,24.950001,27.900002,-10.7,17.200001,28.0,0.0,45.200001,-0.1,45.100001,17.100002,,0.115,0.305,147.800003,,,,,
06/26/1993,927.5,-670.099976,257.400024,-186.25,71.150002,-45.5,0.0,11.15,36.800001,-13.1,23.700001,-0.2,0.0,23.5,0.0,23.5,23.700001,,0.16,0.16,148.0,,,,,
09/25/1993,884.299988,-627.599976,256.700012,-186.25,70.449997,-46.5,0.0,27.549999,51.499996,-29.9,21.6,3.0,0.0,24.6,-0.1,24.5,21.499997,,0.145,0.165,148.0,,,,,
12/31/1993,904.799988,-646.400024,258.399964,-186.25,72.150002,-43.200001,0.0,-446.950012,-418.000011,117.699997,-300.299988,-70.0,0.0,-370.299988,-0.1,-370.399988,-300.400014,-2.03,-2.03,-2.505,148.0,-2.03,-2.03,-2.505,148.0,
03/26/1994,828.700012,-596.799988,231.900024,-166.699997,65.199997,-29.4,0.0,6.1,41.899997,-13.4,28.5,-3.3,0.0,25.200001,-0.1,25.100001,28.399998,,0.19,0.17,148.600006,,,,,
06/30/1994,914.299988,-629.299988,285.0,-186.100006,98.900002,-31.0,0.0,8.2,76.100001,-25.799999,50.299999,-10.1,0.0,40.200001,0.0,40.200001,50.300002,,0.34,0.27,148.800003,,,,,
09/24/1994,877.200012,-609.200012,268.0,-161.600006,106.400002,-31.9,0.0,9.0,83.500002,-29.0,54.5,6.1,0.0,60.599998,-0.1,60.499998,54.400002,,0.37,0.41,149.600006,,,,,
12/31/1994,960.799988,-675.400024,285.399963,-167.300003,118.099998,-30.0,0.0,118.699997,206.799995,-76.0,130.800003,-47.0,0.0,83.800003,-0.1,83.700003,130.699995,,0.88,0.565,149.600006,,,,,
04/01/1995,1003.299988,-688.799988,314.5,-162.800003,151.699997,-24.4,0.0,19.799999,147.099997,-50.200001,96.900002,0.0,0.0,96.900002,-0.1,96.800002,96.799996,,0.64,0.64,151.5,,,,,
07/01/1995,1057.5,-707.599976,349.900024,-174.600006,175.300003,-23.6,0.0,58.599998,210.300001,-64.800003,145.5,0.0,0.0,145.5,-0.1,145.4,145.399998,,0.96,0.96,151.399994,,,,,
09/30/1995,119.942001,-724.0,-604.057999,-161.800003,207.600006,-23.0,0.0,31.9,216.500006,-61.099998,155.399994,0.0,0.0,6.72,0.0,6.72,155.400007,0.44,0.44,0.44,151.800003,,,,,
