Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1994,500.721985,-394.080994,106.640991,-63.582001,43.058998,-15.526,0.0,0.866,28.398998,-11.798,16.601,0.0,-0.224,16.377001,0.0,16.377001,,,16.376998,,0.35,0.35,46.807999,0.35,0.35,0.35,46.807999,
06/30/1994,555.567017,-435.225006,120.34201,-74.320999,46.021,-15.478,0.0,1.06,31.603,-13.294,18.309,0.0,-0.097,18.212,0.0,18.212,,,18.212,,0.39,0.39,46.82,0.39,0.39,0.39,46.82,
09/30/1994,559.867981,-433.743988,126.123993,-72.828003,53.296001,-16.382999,0.0,0.0,36.913002,-15.316,21.597,0.0,-0.021,21.576,0.0,21.576,,,21.576002,,0.46,0.46,47.063,0.46,0.46,0.46,47.063,
12/31/1994,549.525024,-423.934998,125.590026,-78.157997,47.431999,-12.655,0.0,1.934,36.710999,-15.135,21.576,0.0,0.0,21.576,0.0,21.576,,,21.575999,0.4,0.4,0.4,53.764999,0.4,0.4,0.4,53.764999,
03/31/1995,505.890015,-391.013,114.877014,-71.179001,43.698002,-12.426,0.0,0.978,32.250002,-13.061,19.188999,0.0,0.0,19.188999,0.0,19.188999,,,19.189002,,0.36,0.36,53.703999,0.36,0.36,0.36,53.703999,
06/30/1995,565.968018,-441.945007,124.02301,-72.390999,51.632,-11.457,0.0,0.62,40.795,-16.521999,24.273001,0.0,0.0,24.273001,0.0,24.273001,,,24.273001,,0.45,0.45,53.888,0.45,0.45,0.45,53.888,
09/30/1995,569.432983,-439.186005,130.246979,-71.577003,58.669998,-10.993,0.0,1.322,48.998998,-19.844999,29.153999,0.0,0.0,29.153999,0.0,29.153999,,,29.153999,,0.54,0.54,53.950001,0.54,0.54,0.54,53.950001,
12/31/1995,584.487976,-458.919006,125.56897,-70.730003,54.839001,-10.837,0.0,1.751,45.753001,-18.530001,27.223,0.0,0.0,27.223,0.0,27.223,,,27.223,0.5,0.5,0.5,54.034,0.5,0.5,0.5,54.034,
03/31/1996,309.039001,-256.617004,52.421997,-26.096001,26.326,-8.042,0.0,0.645,18.929,-7.571,11.358,11.326,0.0,22.684,0.0,22.684,,,11.358,0.22,0.22,0.43,54.244999,0.21,0.21,0.42,54.244999,
06/30/1996,362.437012,-296.273987,66.163025,-28.66,37.502998,-8.424,0.0,0.256,29.334999,-11.72,17.615,12.238,0.0,29.853001,0.0,29.853001,,,17.614998,0.33,0.33,0.56,54.414001,0.33,0.33,0.56,54.414001,
09/30/1996,362.571014,-286.877014,75.694,-31.087,44.606998,-7.915,0.0,0.198,36.889998,-14.77,22.120001,14.39,0.0,36.509998,0.0,36.509998,,,22.119998,0.41,0.41,0.68,54.469002,0.41,0.41,0.67,54.469002,
12/31/1996,384.061005,-304.079987,79.981018,-40.971001,39.009998,-8.005,0.0,0.378,31.382998,-12.554,18.829,17.789,0.0,36.618,0.0,36.618,,,18.828998,0.34,0.34,0.67,54.674999,0.34,0.34,0.67,54.674999,
03/31/1997,379.946014,-312.940002,67.006012,-32.035,34.971001,-8.669,0.0,0.506,26.808001,-10.724,16.084,14.718,0.0,30.802,0.0,30.802,,,16.084001,0.3,0.3,0.58,53.743,0.29,0.29,0.57,54.734001,
06/30/1997,418.505005,-337.690002,80.815002,-33.301998,47.513,-11.948,0.0,-7.866,27.699,-11.079,16.620001,-186.598007,0.0,-169.977997,0.0,-169.977997,8.35,-3.35,21.62,0.59,0.31,-3.15,54.945,0.58,0.3,-3.07,54.945,
09/30/1997,420.213989,-334.106995,86.106995,-28.76,57.347,-12.231,0.0,0.376,45.492,-18.197001,27.295,14.13,0.0,41.424999,0.0,41.424999,,,27.295,0.5,0.5,0.77,55.325001,0.49,0.49,0.75,55.325001,
12/31/1997,439.484985,-346.321991,93.162994,-32.375,60.787998,-10.008,0.0,0.466,51.245998,-19.434,31.812,2.823,0.0,34.634998,0.0,34.634998,,,31.811998,0.58,0.58,0.64,54.433998,0.57,0.57,0.62,56.155998,
03/31/1998,490.744995,-392.368011,98.376984,-31.386999,66.989998,-13.382,0.0,0.594,54.201998,-20.597,33.605,0.0,0.0,33.605,0.0,33.605,,,33.604998,0.61,0.61,0.61,54.688999,0.6,0.6,0.6,56.075001,
06/30/1998,546.666016,,,,,,,,,,,,,36.248001,,36.248001,,,,0.66,0.66,0.66,54.888,0.64,0.64,0.64,56.456001,
