Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Source: Bloomberg
12/31/2014,11.98,,12.0,13.13,10.35,530.080282,44.247101,38.75154,
03/31/2015,9.95,-16.944908,12.06,12.64,8.95,442.547762,44.247101,37.7794,
06/30/2015,10.83,8.844221,9.87,11.41,9.11,481.807098,44.247101,35.14676,
09/30/2015,9.35,-13.665743,10.88,10.94,8.25,415.964577,44.247101,35.14676,
12/31/2015,9.81,4.919786,9.73,10.48,8.33,418.882586,44.247101,35.14676,
03/31/2016,12.6,28.440367,9.75,13.26,9.054,538.079371,44.247101,35.14676,
06/30/2016,10.53,-16.428571,12.63,12.830813,9.91,446.303457,42.704712,31.25487,
09/30/2016,11.12,5.603039,10.5,11.38,9.9,469.227115,42.336372,30.88653,
12/31/2016,13.86,24.640288,11.07,14.45,10.09,581.072738,41.924438,30.47459,
03/31/2017,14.4,3.896104,13.92,14.64,12.0,607.299278,41.924438,30.47459,
06/30/2017,18.38,27.638889,14.35,18.5502,14.11,775.150051,42.173561,30.375669,
09/30/2017,20.99,14.200218,18.41,21.51,17.38,885.223045,42.173561,29.677612,
