Date,P/E,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,Average,High,Low,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
12/31/1982,,,,,,,,,,,,4.125,,
03/31/1983,,,,,,,,,,,,5.40625,,
06/30/1983,,,,,,,,,,,,6.75,,
09/30/1983,,,,,,,,,,,,6.703125,,
12/31/1983,,,,,,,,,,,,7.265625,,
03/31/1984,,,,,,,,,,,,5.703125,,
06/30/1984,,,,,,,,,,,,6.5625,,
09/30/1984,,,,,,,,,,,,7.5,,
12/31/1984,,,,,,,,,,,,8.6875,,
03/31/1985,,,,,,,,,,,,9.125,,
06/30/1985,,,,,,,,,,,,9.296875,,
09/30/1985,,,,,,,,,,,,8.703125,,
12/31/1985,,,,,,,,,,,,8.59375,,
03/31/1986,,,,,,,,,,,,10.625,,
06/30/1986,,,,,,,,,,,,9.5625,,
09/30/1986,,,,,,,,,,,,8.921875,,
12/31/1986,,,,,,,,,,,,8.46875,,
03/31/1987,,,,,,,,,,,,8.984375,,
06/30/1987,,,,,,,,,,,,8.34375,,
09/30/1987,,,,,,,,,,,,8.6875,,
12/31/1987,,,,,,,,,,,,6.09375,,
03/31/1988,,,,,,,,,,,,6.625,,
06/30/1988,,,,,,,,,,,,6.625,,
09/30/1988,,,,,,,,,,,,6.3125,,
12/31/1988,,,,,,,,,,,,6.34375,,
03/31/1989,,,,,,,,,,,,6.78125,,
06/30/1989,,,,,,,,,,,,7.28125,,
09/30/1989,,,,,,,,,,,,7.265625,,
12/31/1989,,,,,,,,,,,,5.609375,,
04/01/1990,,,,,,2574.112455,2574.112455,2574.112455,,,,4.6875,2580.450047,
07/01/1990,,,,,,2478.93849,2600.099329,2170.527954,,,,4.0,2173.663936,
10/01/1990,,,,,,1997.943681,2217.684036,1826.296526,0.190531,,,2.875,1846.817002,
12/31/1990,,,,,,1863.06347,1977.011555,1690.482193,0.200086,,,3.15625,1892.218025,
04/01/1991,,,,,,1951.562759,2476.715654,1699.629393,0.314755,,,4.296875,2483.418784,
07/01/1991,,,,,,2619.827735,2789.015037,2341.041028,0.396553,,,5.34375,2497.096707,
09/30/1991,,,,,,2512.16081,2778.763027,2307.906775,0.481181,,,5.796875,2309.668954,
12/31/1991,,,,,,2466.725122,2634.486932,2051.769933,0.617663,8.046579,17.842414,6.71875,2051.877554,
03/30/1992,,,,,,2283.816641,2497.213844,1968.496094,0.586339,10.341435,17.981054,8.0,1995.89696,
06/29/1992,,,,,,2085.526648,2324.045548,1931.821342,0.575972,9.940629,14.72409,8.9375,1958.303991,
09/28/1992,,,,,,2211.962254,2797.697765,1950.167262,0.496979,10.939832,11.600628,10.375,1728.493526,
12/31/1992,,,,,,2419.057401,3285.089624,2086.178065,0.757888,7.833938,9.585053,12.953125,2444.188625,
04/03/1993,,,,,,2660.423691,2904.257105,864.951837,0.27163,2.440901,2.862294,12.296875,878.72425,
06/30/1993,,,,,,751.209524,1218.104274,335.139272,0.386178,3.174908,3.694438,11.046875,1219.164662,
09/30/1993,,,,,,1380.823148,1930.692195,1202.573274,0.628861,4.799944,5.511046,11.515625,1934.37725,
12/31/1993,,,,,,1991.682477,2486.26653,1837.146029,0.78499,6.854149,8.096325,11.53125,2501.7645,
03/31/1994,,,,,,2471.903831,2575.71928,2129.800777,0.69675,6.211201,7.29141,10.609375,2180.13171,
06/30/1994,,,,,,2139.102189,2342.630066,1795.04731,0.561005,4.77531,5.636679,10.21875,1781.190666,
