Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2009,187,-205,321,69,,59,10,2,34,,46.0,-78,,-292,-269,0,0,0,-269,-269,0,0,0,0,0,0,0,0,-23,-19,0,-17,,,-17,0,0,0,-2,0,-124,,221,
06/30/2009,438,-112,329,51,,57,-6,170,-27,0.0,163.0,34,0.0,-267,-271,0,0,0,-271,-271,0,0,0,0,0,0,0,0,4,-15,0,-17,0.0,0.0,-17,0,0,0,2,0,156,,310,
09/30/2009,383,-1035,327,934,,-567,1501,157,4,,146.0,7,0.0,-282,-279,0,0,0,-279,-279,0,0,0,0,0,0,0,0,-3,-18,0,-18,,0.0,-18,0,0,0,0,0,83,,177,
12/31/2009,-414,12718,339,-12754,,100,-12854,-717,-37,0.0,-683.0,3,0.0,-463,-465,0,0,0,-465,-315,-150,0,0,0,0,0,0,0,2,556,0,595,0.0,1614.0,-1019,0,0,0,-39,0,-321,,415,
03/31/2010,530,24,369,41,,16,25,96,25,0.0,71.0,0,0.0,-330,-310,0,0,0,-310,-310,0,0,0,0,0,0,0,0,-20,-700,0,-667,0.0,0.0,-667,0,0,0,-33,0,-500,,152,
06/30/2010,451,-81,380,136,,82,54,16,-26,0.0,30.0,12,0.0,-323,-339,0,0,0,-339,-339,0,0,0,0,0,0,0,0,16,-315,0,-148,0.0,1625.0,-1773,-138,0,-138,-29,0,-187,,185,
09/30/2010,441,-95,385,136,,106,30,15,8,0.0,4.0,3,0.0,-309,-299,0,0,0,-299,-299,0,0,0,0,0,0,0,0,-10,483,0,502,0.0,1132.0,-630,0,0,0,-19,0,615,,224,
12/31/2010,489,-85,390,163,,83,80,21,-7,0.0,21.0,7,0.0,-208,-261,0,0,0,-261,-261,0,0,0,0,0,0,0,0,53,-931,0,-924,0.0,358.0,-1282,-6,0,-6,-1,0,-650,,174,
03/31/2011,447,-110,383,163,,77,86,11,24,0.0,-4.0,-9,0.0,-381,-356,0,0,0,-356,-356,0,0,0,0,0,0,0,0,-25,-44,0,180,0.0,1846.0,-1666,-207,0,-207,-17,0,22,,202,
06/30/2011,460,-107,393,148,,78,70,26,-19,,42.0,3,0.0,-313,-324,0,0,0,-324,-324,0,0,0,0,0,0,0,0,11,-7,0,15,0.0,1715.0,-1700,0,0,0,-22,0,140,,200,
09/30/2011,405,-85,405,91,,70,21,-6,-10,0.0,2.0,2,0.0,-410,-393,0,0,0,-393,-304,-89,0,0,0,0,0,0,0,-17,-157,0,-39,0.0,240.0,-279,-116,0,-116,-2,0,-162,,247,
12/31/2011,425,-67,411,98,,65,33,-17,-19,0.0,,2,0.0,-263,-327,0,0,0,-327,-327,0,0,0,0,0,0,0,0,64,-165,0,261,0.0,1688.0,-1427,-410,0,-410,-16,0,-3,,250,
03/31/2012,454,-94,408,110,,70,40,30,40,0.0,-2.0,-8,0.0,-365,-340,0,0,0,-340,-340,0,0,0,0,0,0,0,0,-25,-87,0,-70,,1469.0,-1539,-3,0,-3,-14,0,2,,216,
06/30/2012,469,-83,415,135,13.0,66,56,2,-24,0.0,29.0,-3,0.0,-420,-468,0,0,0,-468,-468,0,0,0,0,0,0,0,0,48,-48,0,-32,,1348.0,-1380,-1,0,-1,-15,0,1,,232,
09/30/2012,468,-87,424,90,13.0,67,10,41,2,0.0,40.0,-1,0.0,-494,-490,0,0,0,-490,-488,-2,0,0,0,0,0,0,0,-4,889,0,901,0.0,1536.0,-635,10,10,0,-22,0,863,,199,
12/31/2012,485,-40,466,60,,47,13,-1,16,,,-17,0.0,-458,-449,0,0,0,-449,-449,0,0,0,0,0,0,0,0,-9,-888,0,-870,0.0,1477.0,-2347,-7,0,-7,-11,0,-861,,257,
03/31/2013,541,-42,425,72,,2,70,86,26,0.0,76.0,-16,0.0,-432,-412,0,0,0,-412,-412,0,0,0,0,0,0,0,0,-20,-51,0,-40,0.0,1315.0,-1355,0,5,-5,-11,0,58,,120,
06/30/2013,484,-96,436,166,15.0,54,97,-22,-15,0.0,-17.0,10,0.0,-414,-422,0,0,0,-422,-422,0,0,0,0,0,0,0,0,8,-91,0,-75,0.0,3395.0,-3470,5,10,-5,-21,0,-21,,250,
09/30/2013,538,-70,493,90,11.0,56,23,25,-1,0.0,33.0,-7,0.0,-1080,-1098,0,0,0,-1098,-425,-673,0,0,0,0,0,0,0,18,539,0,507,0.0,1859.0,-1352,51,52,-1,-19,0,-3,,214,
12/31/2013,595,39,500,21,11.0,0,10,35,0,,,35,0.0,-517,-569,0,0,0,-569,-566,-3,0,0,0,0,0,0,0,52,-98,0,-130,0.0,213.0,-343,33,37,-4,-1,0,-20,,179,
03/31/2014,577,-37,505,89,,62,27,20,18,0.0,19.0,-17,0.0,-499,-539,0,0,0,-539,-539,0,0,0,0,0,0,0,0,40,-95,0,-95,0.0,293.0,-388,-5,6,-11,5,0,-17,,225,
06/30/2014,632,-45,528,92,15.0,62,15,57,-36,0.0,87.0,6,0.0,-567,-570,0,0,0,-570,-570,0,0,0,0,0,0,0,0,3,-60,0,-76,0.0,337.0,-413,17,23,-6,-1,0,5,,176,
09/30/2014,520,-53,535,71,14.0,53,4,-33,-18,0.0,-5.0,-10,0.0,-4099,-569,0,0,0,-569,-569,0,0,0,0,0,0,0,0,-3530,3580,0,3571,0.0,4284.0,-713,13,14,-1,-4,0,1,,223,
12/31/2014,630,-48,534,90,14.0,56,20,54,-15,0.0,,69,0.0,-4139,-532,11,0,11,-543,-543,0,0,0,0,0,0,0,0,-3607,3502,0,3426,0.0,3892.0,-466,79,80,-1,-3,0,-7,,226,
03/31/2015,528,-81,514,70,,34,36,25,21,0.0,30.0,-26,0.0,-441,-351,0,0,0,-351,-351,0,0,0,0,0,0,0,0,-90,-70,0,-60,0.0,332.0,-392,-10,6,-16,0,0,17,,255,
06/30/2015,531,-122,528,188,19.0,32,137,-63,-58,0.0,,-5,0.0,6683,-432,0,0,0,-432,-432,0,0,0,0,0,0,0,0,7115,-7204,0,-7172,0.0,2981.0,-10153,-7,0,-7,-25,0,10,,290,
09/30/2015,689,54,538,-108,20.0,-142,14,205,30,0.0,,175,0.0,-20107,-509,0,0,0,-509,-509,0,0,0,0,0,0,0,0,-19598,19388,0,19383,0.0,19749.0,-366,15,16,-1,-10,0,-30,,202,
12/31/2015,611,-122,545,35,20.0,11,4,153,12,0.0,,141,0.0,-3167,-548,0,0,0,-548,-548,0,0,0,0,0,0,0,0,-2619,2561,0,2568,0.0,2983.0,-415,-6,8,-14,-1,0,5,,304,
03/31/2016,424,-188,539,67,24.0,28,15,6,24,0.0,,-18,0.0,-536,-429,0,0,0,-429,-429,0,0,0,0,0,0,0,0,-107,1385,0,1412,0.0,2139.0,-727,-11,5,-16,-16,0,1273,0.0,470,
06/30/2016,1590,3067,1436,-3348,63.0,-3192,-219,435,-124,0.0,,559,0.0,-7567,-1260,0,0,0,-1260,-1260,0,0,0,0,-28810,0,-28810,0,22503,5254,0,515,0.0,3858.0,-3343,4935,5019,-84,-196,0,-723,4.0,544,
09/30/2016,2801,189,2437,2,81.0,-6,-73,173,98,0.0,,75,0.0,-1802,-1748,0,0,0,-1748,-1748,0,0,0,0,0,0,0,0,-54,-389,0,-50,0.0,0.0,-50,-302,47,-349,-37,0,610,44.0,950,
12/31/2016,3226,454,2495,22,76.0,212,-266,255,-158,0.0,,413,0.0,-23649,-1888,0,0,0,-1888,-1888,0,0,0,0,0,0,0,0,-21761,-1471,0,-54,0.0,6347.0,-6401,-1098,15,-1113,-319,0,-21894,15.0,721,
03/31/2017,2843,155,2550,39,69.0,16,-46,99,236,0.0,,-137,0.0,-1712,-1555,0,0,0,-1555,-1555,0,0,0,0,0,0,0,0,-157,254,0,1165,0.0,4640.0,-3475,-823,72,-895,-88,0,1385,1.0,892,
06/30/2017,2945,139,2595,139,65.0,26,48,72,-175,0.0,,247,0.0,-1843,-2148,0,0,0,-2148,-2148,0,0,0,0,0,0,0,0,305,-3328,0,452,0.0,2506.0,-2054,-3314,14,-3328,-466,0,-2226,32.0,761,
09/30/2017,2908,48,2701,123,64.0,11,48,36,-162,0.0,,198,0.0,-2328,-2393,0,0,0,-2393,-2393,0,0,0,0,0,0,0,0,65,890,0,4964,0.0,5014.0,-50,-3500,25,-3525,-574,0,1470,5.0,891,
12/31/2017,3258,9553,2742,-9271,63.0,-9169,-165,234,17,0.0,,217,0.0,-2215,-2585,0,0,0,-2585,-2585,0,0,0,0,0,0,0,0,370,-2586,0,2188,0.0,13116.0,-10928,-3962,5,-3967,-812,0,-1543,3.0,877,
03/31/2018,2699,168,2710,26,72.0,28,-74,-205,226,0.0,,-431,0.0,-2738,-2183,0,0,0,-2183,-2183,0,0,0,0,0,0,0,0,-555,-6,0,744,0.0,2929.0,-2185,-581,36,-617,-169,0,-45,1.0,1007,
06/30/2018,3096,273,2592,170,70.0,29,71,61,-210,0.0,,271,0.0,-2369,-2391,0,0,0,-2391,-2391,0,0,0,0,0,0,0,0,22,-530,0,1384,0.0,2699.0,-1315,-1657,7,-1664,-257,0,197,21.0,882,
09/30/2018,2804,493,2482,-37,71.0,80,-188,-134,-117,0.0,,-17,0.0,-2323,-2118,0,0,0,-2118,-2118,0,0,0,0,0,0,0,0,-205,-594,0,460,0.0,5924.0,-5464,-920,13,-933,-134,0,-113,5.0,1031,
12/31/2018,3168,296,2534,303,72.0,-27,258,35,3,0.0,,32,0.0,-2306,-2433,0,0,0,-2433,-2433,0,0,0,0,0,0,0,0,127,-757,0,463,0.0,2268.0,-1805,-1172,13,-1185,-48,0,105,18.0,945,
03/31/2019,2686,253,2550,227,85.0,81,61,-344,155,0.0,,-499,0.0,-2080,-1665,0,0,0,-1665,-1665,0,0,0,0,0,0,0,0,-415,255,0,1312,0.0,6884.0,-5572,-896,44,-940,-161,0,861,4.0,966,
06/30/2019,2761,314,2500,356,82.0,56,218,-409,-492,0.0,,83,0.0,-1666,-1597,0,0,0,-1597,-1597,0,0,0,0,0,0,0,0,-69,-1875,0,-721,0.0,3830.0,-4551,-824,37,-861,-330,0,-780,39.0,1051,
09/30/2019,2943,387,2415,252,71.0,96,85,-111,-227,0.0,,116,0.0,-1731,-1651,0,0,0,-1651,-1651,0,0,0,0,0,0,0,0,-80,-1461,0,1680,0.0,2443.0,-763,-2742,25,-2767,-399,0,-249,12.0,1048,
12/31/2019,3358,714,2461,324,77.0,87,160,-141,59,0.0,,-200,0.0,-1854,-2282,0,0,0,-2282,-2282,0,0,0,0,0,0,0,0,428,1448,0,4105,0.0,6528.0,-2423,-2293,12,-2305,-364,0,2952,16.0,898,
03/31/2020,3220,396,2497,450,90.0,-14,374,-123,136,0.0,,-259,0.0,-1850,-1461,0,0,0,-1461,-1461,0,0,0,0,0,0,0,0,-389,-1983,0,750,0.0,4339.0,-3589,-2236,116,-2352,-497,0,-613,19.0,1050,
06/30/2020,3529,766,2428,270,90.0,115,65,65,97,0.0,,-32,0.0,-1751,-1877,0,0,0,-1877,-1877,0,0,0,0,0,0,0,0,126,-2612,0,-1320,0.0,2983.0,-4303,-1127,28,-1155,-165,0,-834,31.0,935,
