Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Trading Account Liabilities,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2012,2181449.0,128792.0,246263.0,225784.0,20479.0,541020.0,209775.0,297040.0,34205.0,0.0,312878.0,59605.0,253273.0,589416.0,110347.0,121246.0,266884.0,5700.0,85239.0,12973.0,915267.0,-32211.0,883056.0,13104.0,13104.0,77672.0,69976.0,7696.0,,59051.0,0.0,232491.0,,345455.0,695856.0,,,0.0,1041311.0,443003.0,,,,,74844.0,368159.0,280068.0,,,,280068.0,,,,,49172.0,135396.0,1948950.0,18788.0,157973.0,107.756043,157865.243957,0.0,60734.0,-4996.0,232499.0,0.0,232499.0,2181449.0,
06/30/2012,2160854.0,123717.0,248466.0,226116.0,22350.0,539942.0,204725.0,300049.0,35168.0,0.0,316984.0,58227.0,258757.0,575331.0,107722.0,118011.0,262694.0,5400.0,81504.0,13289.0,905604.0,-30288.0,875316.0,12653.0,12653.0,77311.0,69976.0,7335.0,,59939.0,0.0,223510.0,,350179.0,685046.0,,,0.0,1035225.0,431511.0,,,,,29120.0,402391.0,272728.0,,,,272728.0,,,,,51515.0,133900.0,1924879.0,18762.0,158001.0,107.768693,157893.231307,0.0,62712.0,-3500.0,235975.0,0.0,235975.0,2160854.0,
09/30/2012,2166162.0,106415.0,249984.0,234034.0,15950.0,556937.0,211090.0,305949.0,39898.0,0.0,330757.0,60434.0,270323.0,562278.0,106482.0,112260.0,257216.0,5000.0,81320.0,16436.0,909471.0,-26233.0,883238.0,12436.0,12436.0,77006.0,69976.0,7030.0,,57865.0,0.0,222281.0,,369313.0,693994.0,,,0.0,1063307.0,393514.0,,,,,12144.0,381370.0,274390.0,,,,274390.0,,,,,51369.0,144976.0,1927556.0,18768.0,158066.0,107.772675,157958.227325,0.0,62583.0,-811.0,238606.0,0.0,238606.0,2166162.0,
12/31/2012,2209974.0,110752.0,238618.0,219924.0,18694.0,573613.0,237226.0,286906.0,49481.0,0.0,354380.0,62480.0,291900.0,553439.0,106532.0,107996.0,253073.0,4800.0,81038.0,19413.0,927232.0,-24179.0,903053.0,11858.0,11858.0,76660.0,69976.0,6684.0,48558.0,53497.0,0.0,193365.0,,380119.0,725142.0,598162.0,126980.0,0.0,1105261.0,397577.0,,0.0,0.0,,55197.0,397577.0,275585.0,0.0,0.0,,275585.0,23023.0,18115.0,4908.0,15520.0,46016.0,110036.0,1973018.0,18768.0,158142.0,107.782636,158034.217364,0.0,62843.0,-2797.0,236956.0,0.0,236956.0,2209974.0,
03/31/2013,2174819.0,100980.0,233363.0,220623.0,12740.0,577737.0,223028.0,305132.0,49577.0,0.0,366528.0,62527.0,304001.0,545064.0,100667.0,103218.0,256924.0,5700.0,78555.0,19278.0,930870.0,-22441.0,908429.0,11085.0,11085.0,76309.0,69930.0,6379.0,,52247.0,0.0,214669.0,,364800.0,730383.0,,,0.0,1095183.0,380844.0,,,,,,380844.0,279641.0,,,,279641.0,,,,,47825.0,134033.0,1937526.0,18780.0,158157.0,108.223799,158048.776201,0.0,63844.0,-3488.0,237293.0,0.0,237293.0,2174819.0,
06/30/2013,2123320.0,98828.0,237084.0,224168.0,12916.0,527637.0,191234.0,281481.0,54922.0,0.0,380524.0,66038.0,314486.0,541046.0,100863.0,100011.0,253959.0,4400.0,81813.0,14549.0,936119.0,-21235.0,914884.0,10836.0,10836.0,76034.0,69930.0,6104.0,,56772.0,0.0,201245.0,,359367.0,721416.0,,,0.0,1080783.0,361460.0,,,,,22567.0,361460.0,262480.0,,,,262480.0,,,,,48532.0,139033.0,1892288.0,14241.0,157192.0,107.43098,157084.56902,0.0,67308.0,-7709.0,231032.0,0.0,231032.0,2123320.0,
09/30/2013,2126653.0,121233.0,226456.0,212007.0,14449.0,522204.0,201206.0,266349.0,54649.0,0.0,394746.0,69529.0,325217.0,539646.0,101363.0,96653.0,253496.0,4300.0,83834.0,15001.0,949393.0,-19432.0,929961.0,10703.0,10703.0,75734.0,69891.0,5843.0,,53161.0,0.0,187201.0,,381678.0,728440.0,,,0.0,1110118.0,349756.0,,,,,11838.0,349756.0,255331.0,,,,255331.0,,,,,44568.0,134598.0,1894371.0,13315.0,156371.0,106.832821,156264.167179,0.0,69419.0,-6823.0,232282.0,0.0,232282.0,2126653.0,
12/31/2013,2102273.0,131322.0,201868.0,190328.0,11540.0,524938.0,200993.0,268795.0,55150.0,0.0,396283.0,73092.0,323191.0,531950.0,103879.0,93672.0,248066.0,4100.0,82233.0,11362.0,939595.0,-17428.0,922167.0,10475.0,10475.0,75418.0,69844.0,5574.0,43841.0,47495.0,0.0,144749.0,,381325.0,737946.0,626711.0,111235.0,0.0,1119271.0,373650.0,,0.0,0.0,,46076.0,327574.0,203598.0,0.0,0.0,,203598.0,1634.0,350.0,1284.0,11485.0,37407.0,122543.0,1869588.0,13352.0,155293.0,105.918083,155187.081917,0.0,72497.0,-8457.0,232685.0,0.0,232685.0,2102273.0,
03/31/2014,2149851.0,151645.0,228092.0,215299.0,12793.0,536645.0,195949.0,285576.0,55120.0,0.0,396828.0,73489.0,323339.0,519389.0,93115.0,91476.0,242977.0,3900.0,87921.0,12317.0,928534.0,-16618.0,911916.0,10351.0,10351.0,75179.0,69842.0,5337.0,,45302.0,0.0,190721.0,,384246.0,749404.0,,,0.0,1133650.0,343593.0,,,,,,343593.0,254785.0,,,,254785.0,,,,,36911.0,149024.0,1917963.0,13352.0,153696.0,105.300455,153590.699545,0.0,71877.0,-7037.0,231888.0,0.0,231888.0,2149851.0,
06/30/2014,2170557.0,152899.0,238095.0,229449.0,8646.0,549835.0,196952.0,292861.0,60022.0,0.0,397426.0,71380.0,326046.0,514473.0,94585.0,89499.0,237136.0,3800.0,89453.0,9200.0,921099.0,-15811.0,905288.0,10145.0,10145.0,74909.0,69810.0,5099.0,,47892.0,0.0,191494.0,,398200.0,736129.0,,,0.0,1134329.0,352044.0,,,,,,352044.0,257071.0,,,,257071.0,,,,,38647.0,151055.0,1933146.0,14846.0,153468.0,105.158246,153362.841754,0.0,73808.0,-4711.0,237411.0,0.0,237411.0,2170557.0,
09/30/2014,2123613.0,128659.0,231169.0,223310.0,7859.0,556613.0,188489.0,307949.0,60175.0,0.0,391221.0,71521.0,319700.0,500094.0,100459.0,87508.0,224728.0,3600.0,83799.0,7909.0,899224.0,-15106.0,884118.0,9987.0,9987.0,74633.0,69784.0,4849.0,,49093.0,0.0,189341.0,,393914.0,718067.0,,,0.0,1111981.0,328067.0,,,,,,328067.0,250115.0,,,,250115.0,,,,,44238.0,150531.0,1884932.0,17913.0,153472.0,105.158939,153366.841061,0.0,72811.0,-5515.0,238681.0,0.0,238681.0,2123613.0,
12/31/2014,2104534.0,138589.0,199333.0,191823.0,7510.0,572246.0,191785.0,320695.0,59766.0,0.0,392821.0,72548.0,320273.0,488570.0,102344.0,85725.0,216197.0,632.0,83672.0,12836.0,894227.0,-14419.0,879808.0,10049.0,10049.0,74389.0,69777.0,4612.0,37830.0,52682.0,0.0,139608.0,,400332.0,718604.0,633761.0,84843.0,0.0,1118936.0,337365.0,,0.0,0.0,,30724.0,306641.0,212415.0,0.0,0.0,,212415.0,4950.0,3632.0,1318.0,9576.0,46909.0,130912.0,1861063.0,19309.0,153458.0,105.165425,153352.834575,0.0,75024.0,-4320.0,243471.0,0.0,243471.0,2104534.0,
03/31/2015,2143545.0,162543.0,214126.0,206708.0,7418.0,570849.0,186860.0,324174.0,59815.0,0.0,403474.0,73914.0,329560.0,474482.0,96948.0,83571.0,207925.0,611.0,85427.0,9732.0,887688.0,-13676.0,874012.0,9833.0,9833.0,74167.0,69776.0,4391.0,,61331.0,0.0,176684.0,,421375.0,731793.0,,,0.0,1153168.0,311819.0,,,,,,311819.0,237858.0,,,,237858.0,,,,,52234.0,138278.0,1893357.0,22273.0,153410.0,105.204005,153304.795995,0.0,77472.0,-2967.0,250188.0,0.0,250188.0,2143545.0,
06/30/2015,2149034.0,163514.0,207899.0,199903.0,7996.0,581485.0,189106.0,332307.0,60072.0,0.0,419214.0,77686.0,341528.0,467235.0,98679.0,81006.0,198825.0,596.0,88129.0,6914.0,893363.0,-13068.0,880295.0,9700.0,9700.0,73963.0,69775.0,4188.0,,50977.0,0.0,181201.0,,420156.0,729404.0,,,0.0,1149560.0,341490.0,,,,,15967.0,325523.0,227447.0,,,,227447.0,,,,,43583.0,135295.0,1897375.0,22273.0,152638.0,104.718366,152533.281634,0.0,81938.0,-5190.0,251659.0,0.0,251659.0,2149034.0,
09/30/2015,2153006.0,170426.0,213166.0,206681.0,6485.0,571669.0,180018.0,325078.0,66573.0,0.0,432045.0,81309.0,350736.0,455644.0,98405.0,78030.0,187939.0,581.0,90689.0,8842.0,896531.0,-12657.0,883874.0,9554.0,9554.0,73734.0,69761.0,3973.0,,55226.0,0.0,175357.0,,426356.0,735653.0,,,0.0,1162009.0,313240.0,,,,,5232.0,308008.0,232056.0,,,,232056.0,,,,,45862.0,143934.0,1897101.0,22273.0,151841.0,104.27305,151736.72695,0.0,85485.0,-3694.0,255905.0,0.0,255905.0,2153006.0,
12/31/2015,2144287.0,159353.0,200226.0,192482.0,7744.0,583415.0,176527.0,322380.0,84508.0,0.0,440814.0,78551.0,362263.0,456169.0,99577.0,75948.0,187911.0,564.0,92169.0,7453.0,904436.0,-12234.0,892202.0,9485.0,9485.0,73529.0,69761.0,3768.0,33841.0,49990.0,0.0,142246.0,,432153.0,765106.0,691132.0,73974.0,0.0,1197259.0,269352.0,66963.0,0.0,0.0,,,202389.0,236764.0,0.0,0.0,,236764.0,5059.0,3907.0,1152.0,8059.0,38450.0,133168.0,1888111.0,22273.0,151042.0,103.802651,150938.197349,0.0,88219.0,-5358.0,256176.0,0.0,256176.0,2144287.0,
03/31/2016,2185498.0,179610.0,227020.0,221129.0,5891.0,579298.0,178987.0,302333.0,97978.0,0.0,451791.0,79017.0,372774.0,449322.0,96380.0,73771.0,184440.0,547.0,94184.0,6192.0,907305.0,-12069.0,895236.0,9358.0,9358.0,73339.0,69761.0,3578.0,,52255.0,0.0,169382.0,,435549.0,781712.0,,,0.0,1217261.0,293844.0,,,,,,293844.0,232849.0,,,,232849.0,,,,,41063.0,137705.0,1922722.0,24342.0,150774.0,103.126603,150670.873397,0.0,90270.0,-2610.0,262776.0,0.0,262776.0,2185498.0,
06/30/2016,2186609.0,171207.0,221295.0,213737.0,7558.0,587314.0,175365.0,309670.0,102279.0,0.0,451266.0,78815.0,372451.0,451887.0,97483.0,71587.0,185943.0,531.0,96343.0,8848.0,912001.0,-11837.0,900164.0,9150.0,9150.0,73096.0,69744.0,3352.0,,55264.0,0.0,169119.0,,436170.0,779921.0,,,0.0,1216091.0,285395.0,,,,,,285395.0,229617.0,,,,229617.0,,,,,47561.0,140876.0,1919540.0,25220.0,149554.0,102.167806,149451.832194,0.0,93623.0,-1328.0,267069.0,0.0,267069.0,2186609.0,
09/30/2016,2195314.0,143434.0,227316.0,218810.0,8506.0,622763.0,187849.0,322505.0,112409.0,0.0,452545.0,78612.0,373933.0,452463.0,98047.0,68997.0,187968.0,514.0,96937.0,10586.0,915594.0,-11692.0,903902.0,9133.0,9133.0,72912.0,69744.0,3168.0,,47896.0,0.0,167958.0,,443014.0,789881.0,,,0.0,1232895.0,282082.0,,,,,,282082.0,225136.0,,,,225136.0,,,,,43484.0,141634.0,1925231.0,25220.0,148261.0,101.238451,148159.761549,0.0,98303.0,-1701.0,270083.0,0.0,270083.0,2195314.0,
12/31/2016,2188067.0,147738.0,208085.0,198224.0,9861.0,610940.0,180209.0,313660.0,117071.0,0.0,458526.0,79730.0,378796.0,457371.0,101492.0,66443.0,191797.0,497.0,97142.0,-148.0,915749.0,-11237.0,904512.0,9139.0,9139.0,71958.0,68969.0,2989.0,28736.0,42512.0,0.0,164447.0,,450164.0,810770.0,735826.0,74944.0,0.0,1260934.0,257266.0,63031.0,0.0,0.0,,,194235.0,216823.0,0.0,0.0,,216823.0,4711.0,3586.0,1125.0,9145.0,39480.0,133513.0,1921872.0,25220.0,147038.0,100.526256,146937.473744,0.0,101225.0,-7288.0,266195.0,0.0,266195.0,2188067.0,
03/31/2017,2247701.0,168025.0,222700.0,210733.0,11967.0,637089.0,209044.0,312012.0,116033.0,0.0,463567.0,79722.0,383845.0,452180.0,98057.0,63915.0,193843.0,479.0,95886.0,5246.0,920993.0,-11112.0,909881.0,9319.0,9319.0,71735.0,68969.0,2766.0,,40078.0,0.0,188874.0,,450195.0,821946.0,,,0.0,1272141.0,307543.0,77283.0,,,,,230260.0,221385.0,,,,221385.0,,,,,36428.0,142051.0,1979548.0,25220.0,144782.0,99.741899,144682.258101,0.0,105467.0,-7316.0,268153.0,0.0,268153.0,2247701.0,
06/30/2017,2254529.0,158704.0,227353.0,217201.0,10152.0,650886.0,216369.0,315509.0,119008.0,0.0,469316.0,81005.0,388311.0,447350.0,90776.0,61942.0,197446.0,463.0,96723.0,5882.0,922548.0,-10875.0,911673.0,8904.0,8904.0,71579.0,68969.0,2610.0,,39190.0,0.0,186240.0,,441161.0,821819.0,,,0.0,1262980.0,310834.0,77933.0,,,,,232901.0,223923.0,,,,223923.0,,,,,34880.0,150925.0,1983542.0,25220.0,142744.0,98.781183,142645.218817,0.0,109628.0,-6605.0,270987.0,0.0,270987.0,2254529.0,
09/30/2017,2283896.0,172381.0,226707.0,217214.0,9493.0,649528.0,210319.0,316864.0,122345.0,0.0,478524.0,81041.0,397483.0,448593.0,92602.0,59752.0,199446.0,0.0,96793.0,13243.0,940360.0,-10693.0,929667.0,8971.0,8971.0,71427.0,68968.0,2459.0,,38384.0,0.0,186831.0,,443987.0,840430.0,,,0.0,1284417.0,308903.0,86434.0,,,,,222469.0,228666.0,,,,228666.0,,,,,31781.0,157670.0,2011437.0,22323.0,142818.0,104.574737,142713.425263,0.0,113486.0,-6168.0,272459.0,0.0,272459.0,2283896.0,
12/31/2017,2281234.0,157434.0,223900.0,212747.0,11153.0,649488.0,209358.0,315117.0,125013.0,0.0,481473.0,80414.0,401059.0,455276.0,96285.0,57744.0,203811.0,,97436.0,11430.0,948179.0,-10393.0,937786.0,9247.0,9247.0,71263.0,68951.0,2312.0,19462.0,37762.0,0.0,174892.0,,444674.0,864871.0,797027.0,67844.0,0.0,1309545.0,290718.0,81187.0,0.0,0.0,,,209531.0,227402.0,0.0,0.0,,227402.0,5510.0,4454.0,1056.0,6837.0,34300.0,139776.0,2014088.0,22323.0,138089.0,102.873024,137986.126976,0.0,113816.0,-7082.0,267146.0,0.0,267146.0,2281234.0,
03/31/2018,2328478.0,204241.0,252699.0,244630.0,8069.0,625314.0,198477.0,303298.0,123539.0,0.0,486677.0,81849.0,404828.0,447401.0,93014.0,55308.0,204112.0,,94967.0,9227.0,943305.0,-10260.0,933045.0,9399.0,9399.0,71128.0,68951.0,2177.0,,47869.0,0.0,184783.0,,448477.0,880187.0,,,0.0,1328664.0,316819.0,100218.0,,,,,216601.0,232256.0,,,,232256.0,,,,,33900.0,150615.0,2062254.0,24672.0,133532.0,203.518217,133328.481783,0.0,120298.0,-12278.0,266224.0,0.0,266224.0,2328478.0,
06/30/2018,2291670.0,171199.0,234698.0,226486.0,8212.0,641689.0,203420.0,275256.0,163013.0,0.0,486247.0,82472.0,403775.0,449577.0,94790.0,53587.0,207564.0,,93636.0,6511.0,942335.0,-10050.0,932285.0,9537.0,9537.0,70993.0,68951.0,2042.0,,45210.0,0.0,186059.0,,435242.0,874449.0,,,0.0,1309691.0,305553.0,87028.0,,,,,218525.0,226595.0,,,,226595.0,,,,,33605.0,152010.0,2027454.0,23181.0,128822.0,100.127192,128721.872808,0.0,125546.0,-13333.0,264216.0,0.0,264216.0,2291670.0,
09/30/2018,2338833.0,184858.0,256102.0,248237.0,7865.0,665225.0,219118.0,251635.0,194472.0,,483255.0,82381.0,400874.0,446546.0,94829.0,51235.0,208186.0,,92296.0,5576.0,935377.0,-9734.0,925643.0,9680.0,9680.0,70943.0,68951.0,1992.0,,45617.0,0.0,180765.0,,427749.0,917900.0,,,0.0,1345649.0,290599.0,89964.0,,,,,200635.0,234100.0,,,,234100.0,,,,,36189.0,170138.0,2076675.0,22326.0,123921.0,98.582526,123822.417474,0.0,130747.0,-14836.0,262158.0,0.0,262158.0,2338833.0,
12/31/2018,2354507.0,177404.0,268625.0,261131.0,7494.0,656101.0,214348.0,238101.0,203652.0,0.0,499664.0,83379.0,416285.0,447231.0,98338.0,48286.0,208557.0,,92050.0,10367.0,957262.0,-9601.0,947661.0,9906.0,9906.0,70725.0,68951.0,1774.0,17595.0,43725.0,0.0,162765.0,,426647.0,954829.0,893790.0,61039.0,0.0,1381476.0,275397.0,68220.0,0.0,0.0,,,207177.0,229340.0,0.0,0.0,,229340.0,5033.0,4357.0,676.0,6854.0,37891.0,153191.0,2089182.0,22326.0,118896.0,96.692864,118799.307136,0.0,136314.0,-12211.0,265325.0,0.0,265325.0,2354507.0,
03/31/2019,2377164.0,171623.0,276497.0,267017.0,9480.0,679736.0,239062.0,241956.0,198718.0,,503974.0,82411.0,421563.0,441641.0,93009.0,46241.0,212023.0,,90368.0,6297.0,951912.0,-9577.0,942335.0,10251.0,10251.0,70698.0,68951.0,1747.0,,42391.0,0.0,183633.0,,407416.0,971921.0,,,0.0,1379337.0,288352.0,84410.0,1483.0,,1483.0,,202459.0,242375.0,8446.0,,8446.0,233929.0,,,,,36338.0,163752.0,2110154.0,22326.0,112838.0,95.683893,112742.316107,0.0,141888.0,-10042.0,267010.0,0.0,267010.0,2377164.0,
06/30/2019,2395892.0,171394.0,256769.0,248077.0,8692.0,698062.0,251987.0,246094.0,199981.0,0.0,514066.0,82043.0,432023.0,449734.0,93989.0,44134.0,219929.0,,91682.0,5416.0,969216.0,-9527.0,959689.0,10426.0,10426.0,70687.0,68951.0,1736.0,,44912.0,0.0,183953.0,,406431.0,968662.0,,,0.0,1375093.0,305344.0,82150.0,1002.0,,1002.0,,222192.0,247248.0,9237.0,,9237.0,238011.0,,,,,38380.0,158419.0,2124484.0,24689.0,106619.0,93.426018,106525.573983,0.0,147577.0,-7477.0,271408.0,0.0,271408.0,2395892.0,
09/30/2019,2426330.0,157094.0,279152.0,271595.0,7557.0,708278.0,263684.0,254342.0,190252.0,0.0,517234.0,82905.0,434329.0,455676.0,94946.0,41574.0,227472.0,,91684.0,9811.0,982721.0,-9433.0,973288.0,10493.0,10493.0,70641.0,68951.0,1690.0,,45123.0,0.0,182261.0,,407517.0,985319.0,,,0.0,1392836.0,311894.0,78642.0,503.0,,503.0,,232749.0,253032.0,9627.0,,9627.0,243405.0,,,,,38025.0,162156.0,2157943.0,23606.0,99215.0,90.792645,99124.207355,0.0,151183.0,-5617.0,268387.0,0.0,268387.0,2426330.0,
12/31/2019,2434079.0,161560.0,281704.0,274597.0,7107.0,702023.0,229826.0,256467.0,215730.0,0.0,517657.0,82569.0,435088.0,465769.0,97608.0,40208.0,236169.0,,91784.0,9158.0,992584.0,-9416.0,983168.0,10561.0,10561.0,70612.0,68951.0,1661.0,16690.0,40485.0,0.0,167276.0,,417024.0,1017779.0,943106.0,74673.0,0.0,1434803.0,274549.0,83270.0,1966.0,,1966.0,,189313.0,248990.0,8134.0,,8134.0,240856.0,6148.0,5358.0,790.0,10246.0,38229.0,156304.0,2169269.0,23401.0,91723.0,88.36149,91634.63851,0.0,156319.0,-6633.0,264810.0,0.0,264810.0,2434079.0,
03/31/2020,2619954.0,250390.0,314252.0,301969.0,12283.0,669175.0,193323.0,221104.0,254748.0,0.0,584831.0,85834.0,498997.0,465954.0,91890.0,39567.0,243545.0,,90952.0,7862.0,1058647.0,-15766.0,1042881.0,10792.0,10792.0,70597.0,68951.0,1646.0,,57654.0,0.0,204213.0,,498037.0,1085288.0,,,0.0,1583325.0,277312.0,77151.0,,,,,200161.0,256712.0,,,,256712.0,,,,,54658.0,183029.0,2355036.0,23427.0,85745.0,86.754874,85658.245126,0.0,155866.0,-120.0,264918.0,0.0,264918.0,2619954.0,
06/30/2020,2741688.0,289346.0,457250.0,451179.0,6071.0,698326.0,226465.0,202912.0,268949.0,0.0,547372.0,82295.0,465077.0,451572.0,84244.0,38396.0,239500.0,,89432.0,7381.0,1006325.0,-19389.0,986936.0,10790.0,10790.0,70581.0,68951.0,1630.0,,45184.0,0.0,183275.0,,595749.0,1122917.0,,,0.0,1718666.0,277934.0,80912.0,,,,,197022.0,261638.0,,,,261638.0,,,,,42511.0,175302.0,2476051.0,23427.0,85794.0,86.640816,85707.359184,0.0,157578.0,-1162.0,265637.0,0.0,265637.0,2741688.0,
