Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/28/1990,828.638977,2.122,2.122,0.0,121.366997,,,207.535995,,,,,47.015999,,,378.040985,329.44101,,,0.0,,121.156998,,,,,121.156998,450.598008,,64.175003,64.175003,,,,68.031998,,,,,,88.259994,,,88.259994,220.466995,213.248001,,,,,63.506001,,,,63.506001,276.754002,497.220997,0.262,66.274002,,,,264.881989,331.417991,0.0,331.417991,828.638988,
05/31/1990,845.159973,9.139,9.139,0.0,113.509003,,,212.423004,,,,,40.549,,,375.619995,334.895996,,,0.0,,134.643997,,,,,134.643997,469.539993,,70.599998,70.599998,,,,72.252998,,,,,,97.874009,,,97.874009,240.727005,211.332993,,,,,61.240002,,,,61.240002,272.572995,513.3,0.262,66.524002,,,,265.074005,331.860007,0.0,331.860007,845.160007,
08/31/1990,905.778015,7.486,7.486,0.0,133.095001,,,225.845001,,,,,43.916,,,410.34201,345.368988,,,0.0,,150.067001,,,,,150.067001,495.435989,,73.907997,73.907997,,,,110.236,,,,,,106.608994,,,106.608994,290.752991,213.018997,,,,,59.928001,,,,59.928001,272.946998,563.699989,0.262,70.083,,,,271.733002,342.078002,0.0,342.078002,905.777991,
11/30/1990,946.937988,5.347,5.347,0.0,144.261002,,,238.770996,,,,,20.487,,,408.865997,353.983002,556.375,-202.391998,0.0,,184.089005,,,,,184.089005,538.072007,,127.931,127.931,,,,30.393,,,,,,147.560003,,,147.560003,305.884003,211.466995,,,,,65.220001,,,,65.220001,276.686996,582.570999,,75.316002,,0.0,,289.050995,364.366997,0.0,364.366997,946.937996,
02/28/1991,939.289001,2.254,2.254,0.0,126.426003,,,242.901993,,,,,14.667,,,386.248993,359.623993,,,,,193.416,,,,,193.416,553.039993,,70.085999,70.085999,,,,104.860001,,,,,,117.059005,,,117.059005,292.005005,209.953995,,,,,66.009003,,,,66.009003,275.962998,567.968003,0.0,79.334999,,0.0,,291.985992,371.320991,0.0,371.320991,939.288994,
05/31/1991,934.950012,6.912,6.912,0.0,124.977997,,,228.548996,,,,,8.827,,,369.265991,368.080994,,,0.0,,197.602997,,,,,197.602997,565.683991,,71.373001,71.373001,,,,120.983002,,,,,,104.435989,,,104.435989,296.791992,207.143997,,,,,68.110001,,,,68.110001,275.253998,572.04599,0.0,90.527,,0.0,,272.377014,362.904014,0.0,362.904014,934.950004,
08/31/1991,998.612976,7.685,7.685,0.0,139.733002,,,258.815002,,,,,5.379,,,411.612,377.346008,,,,,209.654999,,,,,209.654999,587.001007,,80.094002,80.094002,,,,145.363007,,,,,,114.683982,,,114.683982,340.140991,215.117004,,,,,67.066002,,,,67.066002,282.183006,622.323997,0.0,97.984001,,0.0,,278.304993,376.288994,0.0,376.288994,998.612991,
11/30/1991,1032.046997,6.024,6.024,0.0,149.716003,,,268.619995,,,,,20.794001,,,445.153992,378.524994,605.307007,-226.781998,,,208.367996,,,,,208.367996,586.89299,,129.207001,129.207001,,,,78.188004,,,,,,152.792007,,,152.792007,360.187012,207.626999,,,,,75.029999,,,,75.029999,282.656998,642.84401,0.0,100.257004,,0.0,,288.946014,389.203018,0.0,389.203018,1032.047028,
02/29/1992,1075.38501,6.864,6.864,0.0,129.091003,,,275.516998,,,,,16.252001,,,427.723999,407.807007,,,,,239.854004,,,,,239.854004,647.661011,,90.808998,90.808998,,,,183.753998,,,,,,117.711998,,,117.711998,392.274994,207.479004,,,,,76.413002,,,,76.413002,283.892006,676.167,0.0,109.564003,,0.0,,289.653992,399.217995,0.0,399.217995,1075.384995,
05/31/1992,1094.034058,12.111,12.111,0.0,136.171997,,,276.325012,,,,,9.361,,,433.968994,406.984985,,,,,253.080002,,,,,253.080002,660.064987,,100.973999,100.973999,,,,195.322998,,,,,,112.449005,,,112.449005,408.746002,205.723999,,,,,77.199997,,,,77.199997,282.923996,691.669998,0.0,112.564003,,0.0,,289.799988,402.363991,0.0,402.363991,1094.033989,
08/31/1992,1145.623047,4.669,4.669,0.0,153.365005,,,301.997986,,,,,8.756,,,468.787994,416.223999,,,,,260.610992,,,,,260.610992,676.834991,,101.134003,101.134003,,,,227.841003,,,,,,125.713989,,,125.713989,454.688995,200.787994,,,,,67.647003,,,,67.647003,268.434997,723.123992,0.0,118.195,,0.0,,304.303986,422.498986,0.0,422.498986,1145.622978,
11/30/1992,1130.879028,1.806,1.806,0.0,157.973999,,,282.182007,,,,,26.129999,,,468.09201,418.520996,669.971008,-251.449997,,,244.266006,,,,,244.266006,662.787002,,132.686005,132.686005,,,,122.473,,,,,,164.407005,,,164.407005,419.56601,201.080002,,,,,72.294998,,,,72.294998,273.375,692.94101,,122.742996,,0.0,,315.195007,437.938003,0.0,437.938003,1130.879013,
02/28/1993,1182.511963,5.647,5.647,0.0,140.160995,,,277.687988,,,,,22.973,,,446.468994,429.937988,,,40.328999,,265.776001,,,,,265.776001,736.042988,,79.917999,79.917999,,,,245.873993,,,,,,144.977997,,,144.977997,470.769989,198.809998,,,,,68.435997,,,,68.435997,267.245995,738.015984,0.0,131.516006,,0.0,,311.794006,443.310012,1.186,444.496012,1182.511996,
05/31/1993,1232.232056,5.915,5.915,0.0,154.737,,,283.563995,,,,,16.120001,,,460.335999,457.123993,,,,,314.772003,,,,,314.772003,771.895996,,106.075996,106.075996,,,,275.519012,,,,,,130.808007,,,130.808007,512.403015,194.345993,,,,,67.634003,,,,67.634003,261.979996,774.383011,0.0,138.442993,,0.0,,318.239014,456.682007,1.167,457.849007,1232.232018,
08/31/1993,1288.853027,10.881,10.881,0.0,180.837997,,,309.489014,,,,,10.25,,,511.458008,460.355011,,,,,317.040009,,,,,317.040009,777.39502,,108.777,108.777,,,,166.936996,,,,,,135.115991,,,135.115991,410.829987,340.606995,,,,,67.099998,,,,67.099998,407.706993,818.53698,0.0,144.630005,,0.0,,324.53299,469.162995,1.153,470.315995,1288.852975,
11/30/1993,1313.235962,12.838,12.838,0.0,175.100998,,,321.251007,,,,,30.962999,,,540.153015,465.609985,754.822021,-289.212006,,,307.472992,,,,,307.472992,773.082977,,139.285004,139.285004,,,,84.688004,,,,,,168.893996,,,168.893996,392.867004,346.436005,,,,,107.112,,,,107.112,453.548005,846.415009,0.0,146.516998,,0.0,,320.303986,466.820984,0.0,466.820984,1313.235993,
02/28/1994,1361.761963,18.201,18.201,0.0,159.968002,,,331.075989,,,,,26.372,,,535.617004,474.247009,,,,,351.89801,,,,,351.89801,826.145019,,107.682999,107.682999,,,,179.625,,,,,,140.935012,,,140.935012,428.243011,343.562012,,,,,112.587997,,,,112.587997,456.150009,884.39302,0.0,149.863007,,0.0,,327.506012,477.369019,0.0,477.369019,1361.762039,
05/31/1994,1369.755005,19.061001,19.061001,0.0,169.199005,,,338.932007,,,,,19.063999,,,546.255981,485.544006,,,,,337.954987,,,,,337.954987,823.498993,,111.815002,111.815002,,,,189.990005,,,,,,141.10399,,,141.10399,442.908997,340.243988,,,,,103.722,,,,103.722,443.965988,886.874985,0.0,150.113998,,0.0,,332.765991,482.879989,0.0,482.879989,1369.754974,
08/31/1994,1507.28894,14.137,14.137,0.0,200.475998,,,366.39801,,,,,19.388,,,600.398987,497.997009,,,51.019001,,357.873993,,,,,357.873993,906.890003,,113.874001,113.874001,,,,283.763,,,,,,163.556969,,,163.556969,561.19397,355.303009,,,,,95.554001,,,,95.554001,450.85701,1012.05098,0.0,150.617004,,0.0,,344.621002,495.238006,0.0,495.238006,1507.288986,
11/30/1994,1568.70105,15.566,15.566,0.0,208.811005,,,374.46701,,,,,58.813,,,657.656982,504.598999,837.057007,-332.458008,,,406.445007,,,,,406.445007,911.044006,,128.235992,128.235992,,,,214.074005,,,,,,258.518006,,,258.518006,600.828003,374.287994,,,,,103.621002,,,,103.621002,477.908996,1078.736999,0.0,151.703003,,0.0,,338.260986,489.963989,0.0,489.963989,1568.700988,
