Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/28/1995,1619.421021,11.46,11.46,0.0,185.425995,,,401.79599,,,,,59.486,,,658.16803,505.506012,,,,,455.747009,,,,,455.747009,961.253021,,113.617996,113.617996,,,,339.194,,,,,,215.446976,,,215.446976,668.258972,368.265015,,,,,107.876999,,,,107.876999,476.142014,1144.400986,0.0,155.518005,,0.0,,319.502014,475.020019,0.0,475.020019,1619.421005,
05/31/1995,1634.748047,18.607,18.607,0.0,201.106003,,,389.429993,,,,,61.523998,,,670.666992,512.77002,,,,,451.311005,,,,,451.311005,964.081025,,140.623001,140.623001,,,,335.940002,,,,,,202.543015,,,202.543015,679.106018,362.951996,,,,,114.861,,,,114.861,477.812996,1156.919014,0.0,156.869003,,0.0,,320.959991,477.828994,0.0,477.828994,1634.748008,
08/31/1995,1661.373047,30.528,30.528,0.0,191.934998,,,407.574005,,,,,64.876999,,,694.914001,514.023987,,,,,452.434998,,,,,452.434998,966.458985,,140.080994,140.080994,,,,383.321991,,,,,,178.831024,,,178.831024,702.234009,349.945007,,,,,123.523003,,,,123.523003,473.46801,1175.702019,0.0,158.781006,,0.0,,326.890015,485.671021,0.0,485.671021,1661.37304,
11/30/1995,1614.340942,12.465,12.465,0.0,223.957993,,,383.221985,,,,,51.073002,,,670.718018,524.807007,897.393005,-372.585999,,,418.81601,,,,,418.81601,943.623017,,146.673996,146.673996,,,,297.312988,,,,,,202.88002,,,202.88002,646.867004,349.110992,,,,,99.110001,,,,99.110001,448.220993,1095.087997,0.0,160.654999,,0.0,,358.597992,519.252991,0.0,519.252991,1614.340988,
02/29/1996,1587.524048,22.398001,22.398001,0.0,201.936996,,,368.511993,,,,,54.861,,,647.708008,527.90802,,,,,411.90799,,,,,411.90799,939.81601,,132.867004,132.867004,,,,319.507996,,,,,,171.304993,,,171.304993,623.679993,345.804993,,,,,102.056,,,,102.056,447.860993,1071.540986,0.0,163.701004,,0.0,,352.282013,515.983017,0.0,515.983017,1587.524003,
05/31/1996,1551.213013,20.787001,20.787001,0.0,185.330002,,,353.265991,,,,,51.59,,,610.973022,528.434021,,,,,411.806,,,,,411.806,940.240021,,134.082001,134.082001,,,,294.347992,,,,,,165.025024,,,165.025024,593.455017,337.804993,,,,,111.578003,,,,111.578003,449.382996,1042.838013,0.0,166.145004,,0.0,,342.230011,508.375015,0.0,508.375015,1551.213028,
08/31/1996,1340.359985,36.745998,36.745998,0.0,194.927002,,,264.705994,,,,,44.147999,,,540.526978,400.321991,,,,,399.510986,,,,,399.510986,799.832977,,118.890999,118.890999,,,,157.509995,,,,,,230.476997,,,230.476997,506.877991,289.664001,,,,,79.709999,,,,79.709999,369.374,876.251991,0.0,165.164001,,0.0,,298.944,464.108001,0.0,464.108001,1340.359992,
11/30/1996,1326.609009,22.417999,22.417999,0.0,217.494995,,,245.089005,,,,,49.41,,,534.411987,400.394012,693.794006,-293.399994,,,391.803009,,,,,391.803009,792.197021,,153.584,153.584,,,,108.927002,,,,,,236.791,,,236.791,499.302002,291.194,,,,,86.07,,,,86.07,377.264,876.566002,0.0,161.029999,,0.0,,289.013,450.042999,0.0,450.042999,1326.609001,
02/28/1997,1300.125977,23.475,23.475,0.0,196.080994,,,249.684998,,,,,47.089001,,,516.330017,394.820007,,,,,388.976013,,,,,388.976013,783.79602,,122.745003,122.745003,,,,188.225998,,,,,,216.804023,,,216.804023,527.775024,286.338013,,,,,85.914001,,,,85.914001,372.252014,900.027038,0.0,157.667007,,0.0,,242.432007,400.099014,0.0,400.099014,1300.126052,
05/31/1997,1269.275024,10.955,10.955,0.0,180.929001,,,253.442993,,,,,48.348,,,493.674988,388.355988,,,,,387.243988,,,,,387.243988,775.599976,,128.977997,128.977997,,,,188.024002,,,,,,206.46199,,,206.46199,523.463989,277.817993,,,,,85.683998,,,,85.683998,363.501991,886.96598,0.0,159.285995,,0.0,,223.022995,382.30899,0.0,382.30899,1269.27497,
08/31/1997,1275.66394,10.588,10.588,0.0,189.570007,,,262.162994,,,,,47.144001,,,509.464996,383.889008,,,,,382.309998,,,,,382.309998,766.199006,,127.055,127.055,,,,224.199997,,,,,,188.531014,,,188.531014,539.786011,275.779999,,,,,85.973,,,,85.973,361.752999,901.53901,0.0,160.606003,,0.0,,213.518997,374.125,0.0,374.125,1275.66401,
11/30/1997,1256.232056,13.5,13.5,0.0,217.197998,,,252.084,,,,,23.736,,,506.518005,380.015015,693.515991,-313.501007,,,369.699005,,,,,369.699005,749.71402,,150.330002,150.330002,,,,121.302002,,,,,,226.616989,,,226.616989,498.248993,276.489014,,,,,88.384003,,,,88.384003,364.873017,863.12201,0.0,159.449997,,0.0,,233.660004,393.110001,0.0,393.110001,1256.232011,
02/28/1998,1237.522949,8.36,8.36,0.0,171.214005,,,268.132996,,,,,24.926001,,,472.632996,380.23999,700.367004,-320.127014,,,384.649994,154.658005,,,,229.991989,764.889984,,128.998001,128.998001,,,,193.990997,,,,,,181.509995,,,181.509995,504.498993,266.526001,,,,,88.668999,,,,88.668999,355.195,859.693993,0.0,165.410004,,0.0,,212.419006,377.82901,0.0,377.82901,1237.523003,
05/31/1998,1252.064941,12.689,12.689,0.0,173.906006,,,275.049988,,,,,25.118999,,,486.764008,380.02301,710.271973,-330.248993,,,385.278015,151.156998,,,,234.121017,765.301025,,121.917999,121.917999,,,,231.649994,,,,,,178.046997,,,178.046997,531.61499,258.971008,,,,,88.942001,,,,88.942001,347.913009,879.527999,0.0,169.632996,,0.0,,202.904007,372.537003,0.0,372.537003,1252.065002,
08/31/1998,1273.909058,8.934,8.934,0.0,179.647003,,,278.821991,,,,,25.112,,,492.515015,384.269989,722.007019,-337.737,,,397.123993,158.264008,,,,238.859985,781.393982,,137.987,137.987,,,,254.082993,,,,,,169.162978,,,169.162978,561.232971,262.015991,,,,,90.023003,,,,90.023003,352.038994,913.271965,0.0,169.169998,,0.0,,191.466995,360.636993,0.0,360.636993,1273.908958,
11/30/1998,1259.099976,17.700001,17.700001,0.0,212.800003,,,250.899994,,,,,22.4,,,503.799988,377.0,723.299988,-346.299988,,,378.299988,160.899994,,,,217.399994,755.299988,,145.899994,145.899994,,,,163.600006,,,,,,208.5,,,208.5,518.0,250.399994,,,,,102.599998,,,,102.599998,352.999992,870.999992,0.0,169.0,,0.0,,219.100006,388.100006,0.0,388.100006,1259.099998,
02/28/1999,1217.166016,16.070999,16.070999,0.0,176.367004,176.367004,,246.391998,108.678001,,137.714005,0.0,21.518,,,460.347992,372.209015,725.325989,-353.117004,,,384.609009,156.761002,,,,227.848007,756.818024,,140.020004,140.020004,,,,190.764008,,,,,,171.614975,,,171.614975,502.398987,247.955994,,,,,99.224998,,,,99.224998,347.180992,849.579979,0.0,169.714005,,0.0,245.744003,-47.872009,367.585999,0.0,367.585999,1217.165977,
05/31/1999,1222.56604,13.51,13.51,0.0,182.865997,182.865997,,262.200989,114.690002,,147.511002,0.0,22.687,,,481.264008,366.592987,718.164978,-351.571991,,,374.709015,147.304993,,,,227.404022,741.302002,,146.166,146.166,,,,206.677994,,,,,,174.599976,,,174.599976,527.44397,243.401001,,,,,100.675003,,,,100.675003,344.076004,871.519974,0.0,173.468002,,0.0,219.367004,-41.789001,351.046005,0.0,351.046005,1222.565979,
08/31/1999,1233.942993,13.864,13.864,0.0,183.294006,183.294006,,271.407013,111.228996,,160.177994,0.0,37.835999,,,506.401001,364.458008,726.78302,-362.325012,,,363.084015,145.363998,,,,217.720016,727.542023,,134.373001,134.373001,,,,213.020004,,,,,,186.393005,,,186.393005,533.786011,242.197006,,,,,101.68,,,,101.68,343.877007,877.663017,0.0,175.324005,,0.0,221.240005,-40.284012,356.279999,0.0,356.279999,1233.943016,
11/30/1999,1188.800049,12.0,12.0,0.0,213.899994,213.899994,,234.199997,101.599998,,132.600006,0.0,30.5,,,490.600006,363.299988,735.0,-371.700012,,,334.899994,142.800003,,,,192.099991,698.199982,,148.800003,148.800003,,,,100.599998,,,,,,221.200005,,,221.200005,470.600006,241.399994,,,,,94.400002,,,,94.400002,335.799995,806.400002,0.0,173.800003,,0.0,242.800003,-34.199997,382.400009,0.0,382.400009,1188.800011,
02/29/2000,1200.295044,24.009001,24.009001,0.0,180.621994,180.621994,,247.315994,99.844002,0.0,147.472,0.0,31.041,,,482.988007,362.355988,746.426025,-384.070007,,,354.950989,144.188995,,,,210.761993,717.306976,,142.365005,142.365005,,,,188.171997,,,,,,179.516006,,,179.516006,510.053009,239.871002,,,,,96.991997,,,,96.991997,336.862999,846.916008,0.0,171.895996,,0.0,215.501007,-34.018005,353.378998,0.0,353.378998,1200.295006,
05/31/2000,1195.317017,28.451,28.451,0.0,175.195007,175.195007,,252.033005,100.301003,0.0,151.731995,0.0,19.212999,,,474.891998,356.446991,750.627014,-394.179993,,,363.977997,138.059006,,,,225.918991,720.424988,,143.505005,143.505005,,,,202.233002,,,,,,181.029022,,,181.029022,526.767029,235.084,,,,,99.046997,,,,99.046997,334.130997,860.898026,0.0,173.854004,,0.0,202.863007,-42.298004,334.419006,0.0,334.419006,1195.317032,
08/31/2000,1610.53894,35.922001,35.922001,0.0,186.455994,186.455994,,274.170013,109.003998,0.0,165.166,0.0,17.372999,,,513.921021,354.846985,757.448975,-402.60199,,,741.770996,136.942001,,,,604.828995,1096.617981,,141.718002,141.718002,,,,606.83197,,,,,,179.86702,,,179.86702,928.416992,233.334,,,,,101.289001,,,,101.289001,334.623001,1263.039993,0.0,174.751007,,0.0,220.378998,-47.630997,347.499008,0.0,347.499008,1610.539001,
11/30/2000,1659.900024,23.9,23.9,0.0,303.299988,303.299988,,274.0,120.5,,153.5,0.0,18.799999,,,620.0,373.0,780.0,-407.0,,,666.900024,453.0,,,,213.900024,1039.900024,,185.300003,185.300003,,,,551.900024,,,,,,289.999924,,,289.999924,1027.199951,160.199997,,,,,113.199997,,,,113.199997,273.399994,1300.599945,0.0,175.300003,,0.0,263.299988,-79.299988,359.300003,0.0,359.300003,1659.899948,
02/28/2001,1689.125977,31.292,31.292,0.0,264.118011,264.118011,,284.955994,126.396004,0.0,158.559998,0.0,20.672001,,,601.038025,381.765991,802.265991,-420.5,0.0,,706.322021,473.438995,,,,232.883026,1088.088013,,162.242004,162.242004,,,,335.933014,335.933014,0.0,0.0,,,236.667999,,,236.667999,734.843018,454.022003,454.022003,0.0,0.0,,102.114998,,,,102.114998,556.137001,1290.980019,0.0,183.824997,,0.0,270.903992,-69.062988,385.666,12.48,398.146,1689.126019,
05/31/2001,1651.141968,47.484001,47.484001,0.0,248.641006,248.641006,,285.170013,127.769997,,157.399994,0.0,20.158001,,,601.453003,394.658997,825.39801,-430.739014,0.0,,655.030029,441.213989,,,,213.81604,1049.689026,,169.929993,169.929993,,,,303.140015,303.140015,0.0,0.0,,,236.351013,,,236.351013,709.421021,454.298004,454.298004,0.0,0.0,,117.176003,,,,117.176003,571.474007,1280.895027,0.0,193.240005,,0.0,280.729004,-103.722,370.247009,0.0,370.247009,1651.142036,
08/31/2001,1730.118042,32.133999,32.133999,0.0,271.404999,271.404999,,295.088013,123.439003,,171.649002,0.0,21.246,,,619.872986,408.686005,862.432983,-453.747009,0.0,,701.559021,467.287994,,,,234.271027,1110.245026,,160.5,160.5,,,,328.877991,328.877991,0.0,0.0,,,248.617981,,,248.617981,737.995972,454.212006,454.212006,0.0,0.0,,112.611,,,,112.611,566.823006,1304.818977,0.0,200.046005,,0.0,300.114014,-74.861008,425.299011,0.0,425.299011,1730.117989,
11/30/2001,1772.0,31.299999,31.299999,0.0,295.5,295.5,,278.100006,118.0,,160.100006,0.0,30.9,,,635.799988,424.5,887.299988,-462.799988,0.0,,711.700012,464.600006,,,,247.100006,1136.200012,,184.0,184.0,,,,210.800003,210.800003,0.0,0.0,,,318.900009,,,318.900009,713.700012,454.100006,454.100006,0.0,0.0,,141.100006,,,,141.100006,595.200012,1308.900024,0.0,202.899994,,0.0,344.100006,-83.899994,463.100006,0.0,463.100006,1772.000031,
02/28/2002,1818.685059,62.181,62.181,0.0,269.894012,269.894012,,281.881989,116.207001,0.0,165.675003,0.0,31.282,,,645.239014,442.554993,917.309021,-474.753998,0.0,,730.890991,456.451996,450.658997,5.792999,,274.438995,1173.445984,,184.268997,184.268997,,,,296.135986,296.135986,0.0,0.0,,,259.579025,,,259.579025,739.984009,454.13501,454.13501,0.0,0.0,,147.578003,,,,147.578003,601.713013,1341.697021,0.0,217.093994,,0.0,358.872986,-98.978973,476.988007,0.0,476.988007,1818.685028,
05/31/2002,1850.303955,40.158001,40.158001,0.0,277.433014,277.433014,,289.72699,118.732002,0.0,170.994995,0.0,31.49,,,638.807983,467.921997,961.762024,-493.839996,0.0,,743.573975,482.140015,475.812988,6.327026,,261.43396,1211.495972,,165.539001,165.539001,,,,271.77301,271.77301,0.0,0.0,,,275.122986,,,275.122986,712.434998,453.989014,453.989014,0.0,0.0,,141.472,,,,141.472,595.461014,1307.896011,0.0,228.110001,,0.0,375.851013,-61.553009,542.408005,0.0,542.408005,1850.304016,
08/31/2002,1905.192017,23.329,23.329,0.0,293.348999,293.348999,,316.492004,144.386002,,172.106003,0.0,30.389,,,663.559021,472.524994,982.583008,-510.058014,0.0,,769.107971,502.658997,496.528015,6.130981,,266.448975,1241.632965,,176.468994,176.468994,,,,260.47699,260.47699,0.0,0.0,,,285.337036,,,285.337036,722.28302,453.960999,453.960999,0.0,0.0,,144.065002,,,,144.065002,598.026001,1320.309021,0.0,229.294006,,0.0,395.723999,-40.13501,584.882996,0.0,584.882996,1905.192017,
11/30/2002,1930.8,47.3,47.3,,341.8,341.8,,306.3,126.3,,180.0,,29.2,,,724.6,468.3,972.8,-504.5,,,737.9,506.0,499.5,6.5,,231.9,1206.2,,202.3,202.3,,,,137.3,,,,,,333.8,,,333.8,673.4,453.9,,,,,211.2,,,,211.2,665.1,1338.5,,230.7,,0.0,458.9,-97.3,592.3,,592.3,1930.8,
02/28/2003,1984.021,21.002,21.002,0.0,304.532,304.532,,346.805,150.73,0.0,196.075,0.0,38.857,,,711.196,489.597,1016.36,-526.763,0.0,,783.228,541.023,534.027,6.996,,242.205,1272.825,,187.033,187.033,,,,207.966,207.966,0.0,0.0,,,274.321,,,274.321,669.32,454.113,454.113,0.0,0.0,,220.964,,,,220.964,675.077,1344.397,0.0,236.22,,0.0,470.279,-66.875,639.624,0.0,639.624,1984.021,
05/31/2003,2035.89502,24.993999,24.993999,0.0,325.709991,325.709991,,384.600006,181.408997,,203.190994,0.0,37.820999,,,773.125,499.778992,1049.984009,-550.205017,0.0,,762.991028,529.637024,522.174988,7.462036,,233.354004,1262.77002,,201.873993,201.873993,,,,153.238007,153.238007,0.0,0.0,,,276.484985,,,276.484985,631.596985,451.528992,451.528992,0.0,0.0,,231.557007,,,,231.557007,683.085999,1314.682983,0.0,246.723007,,0.0,470.278992,4.210022,721.212021,0.0,721.212021,2035.895004,
08/31/2003,2019.079956,12.184,12.184,0.0,283.695007,283.695007,,387.718994,182.791,,204.927994,0.0,29.591,,,713.189026,419.84201,836.682983,-416.841003,0.0,,886.049011,673.320984,665.939026,7.381958,,212.728027,1305.891022,,167.925995,167.925995,,,,204.223007,204.223007,0.0,0.0,,,276.937973,,,276.937973,649.086975,450.010986,450.010986,0.0,0.0,,200.544998,,,,200.544998,650.555984,1299.64296,0.0,252.964005,,0.0,501.389008,-34.916016,719.436996,0.0,719.436996,2019.079956,
11/30/2003,2148.199951,25.1,25.1,0.0,347.5,347.5,,362.799988,172.199997,,190.600006,0.0,26.700001,,,762.099976,458.299988,912.400024,-454.100006,0.0,,927.799988,716.900024,708.700012,8.200012,,210.899963,1386.099976,,178.800003,178.800003,,,,171.0,171.0,0.0,0.0,,,362.900009,,,362.900009,712.700012,448.600006,448.600006,0.0,0.0,,209.5,,,,209.5,658.100006,1370.800018,0.0,262.600006,,0.0,472.600006,20.0,755.200012,22.200001,777.400013,2148.200031,
02/29/2004,2164.405,17.735,17.735,,325.387,325.387,,366.337,175.085,,191.252,,30.093,,,739.552,464.592,939.31,-474.718,,,960.261,741.005,732.292,8.713,,219.256,1424.853,,153.577,153.577,,,,179.686,,,,,,299.675,,,299.675,632.938,450.024,,,,,219.842,,,,219.842,669.866,1302.804,,278.36,,0.0,495.824,64.094,838.278,23.323,861.601,2164.405,
05/31/2004,2134.180908,16.125,16.125,0.0,313.606995,313.606995,,373.973999,172.067001,,201.906998,0.0,37.416,,,741.122009,456.556,941.963989,-485.40799,0.0,,936.502991,727.505005,612.950989,114.554016,,208.997986,1393.05899,,166.188004,166.188004,,,,142.809998,142.809998,0.0,0.0,,,299.382004,,,299.382004,608.380005,495.884003,495.884003,0.0,0.0,,204.904007,,,,204.904007,700.78801,1309.168015,0.0,312.191986,,0.0,448.459015,40.58197,801.232971,23.780001,825.012972,2134.180986,
08/31/2004,2157.897949,25.909,25.909,0.0,325.674988,325.674988,,377.187012,168.582001,,208.604996,0.0,45.728001,,,774.499023,454.756012,945.463989,-490.708008,0.0,,928.643005,725.93988,611.487,114.452881,,202.703125,1383.399017,,161.171997,161.171997,,,,167.766006,167.766006,0.0,0.0,,,289.522018,,,289.522018,618.460022,496.273987,496.273987,0.0,0.0,,211.511993,,,,211.511993,707.78598,1326.246002,0.0,320.040985,,0.0,449.191986,36.413025,805.645996,26.006001,831.651997,2157.897999,
