Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2004,2572.345947,338.654,234.431,104.223,529.630005,529.630005,,265.343994,39.743,91.167999,134.432999,0.0,35.015999,,,,,1168.644043,1022.377991,2782.522949,-1760.14502,0.0,381.324005,164.914993,164.914993,0.0,,216.409012,1403.701996,,234.822998,234.822998,,,,3.694,0.904,2.79,2.79,,189.946991,,,189.946991,428.463989,14.039,10.243,3.796,3.796,62.638,,,62.638,76.677,505.140989,0.0,380.394012,,,-509.161011,2160.36792,34.393067,2065.993988,1.211,2067.204988,2572.345977,
09/30/2004,2568.687012,331.445007,238.292007,93.153,544.736023,544.736023,,283.416992,39.762001,95.028999,148.626007,0.0,40.027,,,,,1199.625,1009.163025,,,0.0,359.898987,164.968994,164.968994,0.0,,194.929993,1369.062012,,225.731003,225.731003,,,,0.0,,,,,180.133011,,,180.133011,405.864014,13.218,10.075,3.143,3.143,60.796001,,,60.796001,74.014001,479.878015,0.0,387.265015,,,-532.216003,2209.210938,21.166076,2085.426026,3.383,2088.809026,2568.687041,
12/31/2004,2714.392,412.009,297.644,114.365,550.278,550.278,,288.158,48.936,91.065,148.157,0.0,42.843,,,,,1293.288,1047.896,,,0.0,373.208,164.953,164.953,0.0,,208.255,1421.104,,224.682,224.682,,,,0.0,,,,,195.045,,,195.045,419.727,13.469,9.843,3.626,3.626,68.323,,,68.323,81.792,501.519,0.0,392.145,,,-534.033,2251.289,99.969,2209.37,3.503,2212.873,2714.392,
03/31/2005,2732.188,447.235,323.786,123.449,553.472,553.472,,294.014,45.299,92.095,156.62,0.0,40.637,,,,,1335.358,1015.736,,,0.0,381.094,167.355,167.355,0.0,,213.739,1396.83,,219.137,219.137,,,,0.0,,,,,207.167,,,207.167,426.304,12.794,9.676,3.118,3.118,65.449,,,65.449,78.243,504.547,0.0,395.029,,,-534.207,2289.03,74.715,2224.567,3.074,2227.641,2732.188,
06/30/2005,2727.672,497.591,309.756,187.835,539.533,539.533,,290.1,43.423,94.695,151.982,0.0,46.839,,,,,1374.063,984.237,2673.708,-1689.471,0.0,369.372,150.198,143.872,6.326,,219.174,1353.609,,252.37,252.37,,,,5.771,3.036,2.735,2.735,,211.363,,,211.363,469.504,9.975,8.043,1.932,1.932,77.851,,,77.851,87.826,557.33,0.0,410.969,,,-568.917,2286.826,39.386,2168.264,2.078,2170.342,2727.672,
12/31/2005,2730.895996,419.849007,327.69101,92.157997,585.676025,585.676025,,312.518005,49.687,100.475998,162.354996,0.0,40.368999,,,,,1358.411987,991.989014,,,0.0,380.494995,154.199997,154.199997,0.0,,226.294998,1372.484009,,256.756012,256.756012,,,,0.0,,,,,215.565002,,,215.565002,472.321014,8.925,,,,81.471001,,,81.471001,90.396001,562.717015,0.0,406.80899,,,-669.551025,2373.071045,55.480957,2165.809967,2.369,2168.178967,2730.895982,
03/31/2006,2797.270996,401.449997,288.507996,112.942001,632.421997,632.421997,,327.446014,56.532001,109.413002,161.501007,0.0,46.705002,,,,,1408.022949,1008.258972,,,0.0,380.989014,148.106995,148.106995,0.0,,232.882019,1389.247986,,260.763,260.763,,,,0.0,,,,,232.411987,,,232.411987,493.174988,8.643,,,,84.598,,,84.598,93.240999,586.415987,0.0,418.645996,,,-709.921997,2425.38501,74.223022,2208.332031,2.523,2210.855031,2797.271018,
06/30/2006,2974.42,485.543,332.815,152.728,660.665,660.665,,347.312,62.288,107.533,177.491,0.0,54.713,,,,,1548.233,1025.852,2762.26,-1736.408,0.0,400.335,149.458,149.458,0.0,,250.877,1426.187,,305.876,305.876,,,,0.968,,,,,287.968,,,287.968,594.812,7.093,,,,90.646,,,90.646,97.739,692.551,0.0,453.486,,,-743.219,2464.889,106.713,2281.869,,2281.869,2974.42,
09/30/2006,3256.741943,351.916014,334.321014,17.594999,731.718994,731.718994,,408.220001,86.204002,118.611,203.404999,0.0,82.052002,,,,,1573.906982,1090.285034,,,0.0,592.549988,301.928986,301.928986,0.0,,290.621002,1682.835022,,324.872986,324.872986,,,,0.0,,,,,340.085999,,,340.085999,664.958984,134.503006,,,,95.496002,,,95.496002,229.999008,894.957993,0.0,465.993011,,,-755.596985,2544.893066,105.628967,2360.91806,0.866,2361.78406,3256.742053,
12/31/2006,3260.947998,343.509995,299.412994,44.097,705.497009,705.497009,,423.639008,88.563004,125.745003,209.330994,0.0,80.337997,,,,,1552.984009,1122.759033,,,0.0,585.205017,304.035004,304.035004,0.0,,281.170013,1707.96405,,305.980988,305.980988,,,,0.0,,,,,277.941986,,,277.941986,583.922974,132.764008,,,,97.626999,,,97.626999,230.391006,814.31398,0.0,496.718994,,,-768.882019,2579.773926,138.078064,2445.688965,0.945,2446.633965,3260.947945,
03/31/2007,3277.262939,373.079006,319.574005,53.505001,692.903992,692.903992,,415.334015,87.702003,119.041,208.591003,0.0,68.115997,,,,,1549.432983,1131.536987,,,0.0,596.29303,322.237,322.237,0.0,,274.05603,1727.830017,,283.446014,283.446014,,,,0.0,,,,,244.192963,,,244.192963,527.638977,134.600998,,,,98.696999,,,98.696999,233.297997,760.936974,0.0,502.277008,,,-778.104004,2631.656006,159.394043,2515.223053,1.103,2516.326053,3277.263027,
06/30/2007,3316.108,460.91,378.361,82.549,685.666,685.666,,392.68,85.32,107.394,199.966,,51.571,,,,,1590.827,1121.369,2945.424,-1824.055,,603.912,334.791,334.791,0.0,,269.121,1725.281,,279.847,279.847,,,,1.537,-1.393,2.93,2.93,,249.567,,,249.567,530.951,127.821,124.797,3.024,3.024,134.305,,,134.305,262.126,793.077,,531.057,,,-799.894,2650.47,141.398,2523.031,,2523.031,3316.108,
09/30/2007,3386.044,447.294,395.381,51.913,692.523,692.523,,396.093,85.053,107.719,203.321,0.0,57.479,,,,,1593.389,1135.333,,,0.0,657.322,365.286,365.286,0.0,,292.036,1792.655,,277.197,277.197,,,,0.0,,,,,289.909,,,289.909,567.106,135.581,,,,136.854,,,136.854,272.435,839.541,0.0,540.212,,,-862.026,2682.928,185.389,2546.503,,2546.503,3386.044,
12/31/2007,3440.613,442.583,399.038,43.545,725.091,725.091,,411.291,79.321,121.356,210.614,0.0,57.994,,,,,1636.959,1138.919,,,0.0,664.735,369.381,369.381,0.0,,295.354,1803.654,,289.898,289.898,,,,0.0,,,,,284.246,,,284.246,574.144,137.493,,,,137.029,,,137.029,274.522,848.666,0.0,554.697,,,-916.617,2722.183,231.684,2591.947,,2591.947,3440.613,
03/31/2008,3635.23,492.215,453.854,38.361,746.705,746.705,,457.974,71.503,144.433,242.038,0.0,57.766,,,,,1754.66,1191.337,,,0.0,689.233,373.451,373.451,0.0,,315.782,1880.57,,309.634,309.634,,,,0.0,,,,,359.583,,,359.583,669.217,155.689,,,,144.995,,,144.995,300.684,969.901,0.0,564.463,,,-973.968,2752.45,322.384,2665.329,,2665.329,3635.23,
06/30/2008,3599.537,509.805,475.507,34.298,740.827,740.827,,458.295,81.407,144.683,232.205,,74.033,,,,,1782.96,1172.395,3244.09,-2071.695,,644.182,373.623,373.623,0.0,,270.559,1816.577,,350.413,350.413,,,,66.687,63.829,2.858,2.858,,232.338,,,232.338,649.438,146.333,144.073,2.26,2.26,126.92,,,126.92,273.253,922.691,,580.153,,,-1009.021,2785.099,320.615,2676.846,,2676.846,3599.537,
09/30/2008,3563.788,472.241,439.021,33.22,744.129,744.129,0.0,468.181,74.551,148.607,245.023,0.0,72.6,,,,72.6,1757.151,1134.293,,,0.0,672.344,401.054,401.054,0.0,,271.29,1806.637,,532.487,322.828,,,209.659,250.937,250.937,,,,66.433,,,66.433,849.857,5.194,5.194,,,123.589,,104.338,19.251,128.783,978.64,0.0,588.613,11.122,577.491,-1049.652,2804.215,241.972,2585.148,0.0,2585.148,3563.788,
12/31/2008,3325.884,457.733,418.573,39.16,600.93,600.93,0.0,448.147,69.417,138.691,240.039,0.0,84.31,,,,84.31,1591.12,1161.186,,,0.0,573.578,295.321,295.321,0.0,,278.257,1734.764,,457.873,253.875,,,203.998,297.091,297.091,,,,35.058,,,35.058,790.022,4.829,4.829,,,117.862,,100.915,16.947,122.691,912.713,0.0,596.359,11.126,585.233,-1087.488,2687.49,216.81,2413.171,0.0,2413.171,3325.884,
03/31/2009,3073.141,505.932,457.548,48.384,444.617,444.617,0.0,360.776,57.402,118.466,184.908,0.0,110.795,,,,110.795,1422.12,1081.469,,,0.0,569.552,294.359,294.359,0.0,,275.193,1651.021,,387.789,182.363,,,205.426,280.897,280.897,,,,4.285,,,4.285,672.971,5.167,5.167,,,122.26,,98.376,23.884,127.427,800.398,0.0,603.805,11.13,592.675,-1088.258,2602.472,154.724,2272.743,0.0,2272.743,3073.141,
06/30/2009,3011.586,467.941,424.707,43.234,528.907,528.907,0.0,354.337,58.72,113.782,181.835,0.0,155.873,0.0,99.276,,68.449,1507.058,1080.417,3214.679,-2134.262,0.0,424.111,170.31,128.494,41.816,6.959,147.566,1504.528,,660.553,266.633,0.687,0.0,393.233,224.34,224.34,,,,0.0,0.0,,0.0,884.893,30.311,30.311,,,135.13,0.0,113.268,21.862,165.441,1050.334,0.0,612.597,11.138,601.459,-1089.322,2261.594,176.383,1961.252,0.0,1961.252,3011.586,
09/30/2009,3127.449,530.131,520.999,9.132,614.9,614.9,0.0,350.22,65.186,115.689,169.345,0.0,113.747,,105.094,,88.679,1608.998,1093.78,,,0.0,424.671,127.372,127.372,0.0,,192.205,1518.451,,600.555,308.514,14.642,,277.399,16.777,16.777,,,,0.0,,,0.0,617.332,303.19,303.19,,,138.475,,118.143,20.332,441.665,1058.997,0.0,621.64,11.164,610.476,-1091.755,2317.91,220.657,2068.452,0.0,2068.452,3127.449,
12/31/2009,3046.2,495.963,486.318,9.645,626.449,626.449,0.0,372.166,73.903,118.161,180.102,0.0,88.159,,79.396,,63.091,1582.737,1064.197,,,0.0,399.266,129.306,129.306,0.0,,190.564,1463.463,,542.751,285.904,17.492,,239.355,3.821,3.821,,,,0.0,,,0.0,546.572,287.232,287.232,,,136.695,,116.342,20.353,423.927,970.499,0.0,631.262,11.17,620.092,-1092.414,2315.918,220.935,2075.701,0.0,2075.701,3046.2,
03/31/2010,3085.806,443.39,431.754,11.636,657.28,657.28,0.0,419.864,79.524,134.493,205.847,0.0,112.886,,78.163,,70.093,1633.42,1054.575,,,0.0,397.811,130.099,130.099,0.0,,189.549,1452.386,,586.012,325.398,7.493,,253.121,103.048,103.048,,,,0.0,,,0.0,689.06,182.459,182.459,,,134.279,,114.949,19.33,316.738,1005.798,0.0,643.041,11.193,631.848,-1097.518,2307.993,226.492,2080.008,0.0,2080.008,3085.806,
06/30/2010,3236.578,394.86,376.352,18.508,734.932,734.932,0.0,469.369,86.338,139.922,243.109,0.0,176.66,,94.191,,64.129,1775.821,1055.144,3233.022,-2177.878,0.0,405.613,170.347,131.91,38.437,,141.075,1460.757,,802.626,395.474,21.505,0.0,385.647,110.07,110.07,,,,0.0,0.0,,0.0,912.696,183.434,183.434,,,155.317,0.0,135.448,19.869,338.751,1251.447,0.0,650.003,11.207,638.796,-1098.087,2232.445,200.77,1985.131,0.0,1985.131,3236.578,
09/30/2010,3367.521,358.905,340.644,18.261,790.101,790.101,0.0,546.808,99.418,157.299,290.091,0.0,155.418,,90.318,,41.963,1851.232,1111.292,,,0.0,404.997,132.848,132.848,0.0,,181.831,1516.289,,597.721,385.271,37.374,,175.076,116.2,0.0,,,116.2,214.599,,,214.599,928.52,171.907,171.907,,,159.561,,140.889,18.672,331.468,1259.988,0.0,656.176,11.232,644.944,-1100.402,2280.685,271.074,2107.533,0.0,2107.533,3367.521,
12/31/2010,3430.049,410.629,392.39,18.239,759.814,759.814,0.0,559.637,104.867,154.517,300.253,0.0,170.657,,85.222,,55.713,1900.737,1129.141,,,0.0,400.171,134.218,134.218,0.0,,180.731,1529.312,,576.508,377.592,18.842,,180.074,107.668,0.0,,,107.668,207.267,,,207.267,891.443,198.639,198.639,,,148.523,,129.42,19.103,347.162,1238.605,0.0,665.553,11.246,654.307,-1101.878,2328.374,299.395,2191.444,0.0,2191.444,3430.049,
03/31/2011,3506.971,468.196,447.796,20.4,780.761,780.761,0.0,546.08,92.146,147.777,306.157,0.0,152.256,0.5,81.767,,36.478,1947.293,1139.918,,,0.0,419.76,148.422,148.422,0.0,,189.571,1559.678,,552.433,353.188,20.906,,178.339,116.724,116.724,,,,214.809,,,214.809,883.966,202.549,202.549,,,152.277,,130.033,22.244,354.826,1238.792,0.0,677.209,11.268,665.941,-1103.952,2365.875,329.047,2268.179,0.0,2268.179,3506.971,
06/30/2011,3597.852,546.546,532.599,13.947,811.449,811.449,0.0,535.953,91.362,143.888,300.703,0.0,161.397,2.7,38.178,,29.539,2055.345,1168.448,3588.079,-2419.631,0.0,374.059,225.084,149.452,75.632,,110.797,1542.507,,762.283,359.812,2.383,0.0,400.088,119.764,53.076,,,66.688,0.0,0.0,,0.0,882.047,222.794,222.794,,,124.745,0.0,100.866,23.879,347.539,1229.586,0.0,685.779,11.285,674.494,-1106.039,2408.083,380.443,2368.266,0.0,2368.266,3597.852,
09/30/2011,3580.578,568.526,557.376,11.15,782.833,782.833,0.0,547.209,96.839,151.132,299.238,0.0,172.736,,39.404,,40.917,2071.304,1144.023,,,0.0,365.251,148.349,148.349,0.0,,177.498,1509.274,,573.879,349.657,32.349,,191.873,129.781,61.104,,,68.677,222.93,,5.0,217.93,926.59,176.925,176.925,,,118.485,,96.232,22.253,295.41,1222.0,0.0,692.171,11.302,680.869,-1107.67,2453.482,320.595,2358.578,0.0,2358.578,3580.578,
12/31/2011,3570.118,618.566,607.336,11.23,708.197,708.197,0.0,552.264,98.076,152.185,302.003,0.0,169.843,0.9,37.273,,38.184,2048.87,1135.735,,,0.0,385.513,166.409,166.409,0.0,,181.831,1521.248,,748.609,317.103,27.672,,403.834,127.631,67.577,,,60.054,0.0,,,0.0,876.24,196.671,196.671,,,113.594,,93.056,20.538,310.265,1186.505,0.0,701.891,11.319,690.572,-1110.147,2482.317,309.552,2383.613,0.0,2383.613,3570.118,
03/31/2012,3563.613,622.463,608.809,13.654,724.141,724.141,0.0,546.909,91.996,149.216,305.697,0.0,165.261,0.2,41.434,,39.254,2058.774,1126.467,,,0.0,378.372,161.143,161.143,0.0,,175.795,1504.839,,752.189,314.999,49.737,,387.453,100.976,63.767,,,37.209,0.0,,,0.0,853.165,155.128,155.128,,,112.154,,91.284,20.87,267.282,1120.447,0.0,715.132,11.351,703.781,-1112.567,2511.045,329.556,2443.166,0.0,2443.166,3563.613,
06/30/2012,3611.503,652.247,637.417,14.83,751.279,751.279,0.0,531.825,84.536,145.61,301.679,0.0,143.887,2.6,50.038,,30.498,2079.238,1150.549,3616.826,-2466.277,0.0,381.716,232.692,160.986,71.706,,98.986,1532.265,,787.063,355.491,35.36,0.0,396.212,104.933,66.318,,,38.615,0.0,0.0,,0.0,891.996,150.032,150.032,,,133.35,0.0,115.176,18.174,283.382,1175.378,0.0,722.755,11.361,711.394,-1112.956,2539.931,286.395,2436.125,0.0,2436.125,3611.503,
09/30/2012,3745.878,702.083,685.972,16.111,770.976,770.976,0.0,564.377,85.566,168.04,310.771,0.0,147.442,1.2,52.653,,37.141,2184.878,1178.875,,,0.0,382.125,161.163,161.163,0.0,,168.309,1561.0,,879.395,412.429,49.828,,417.138,75.074,67.706,,,7.368,0.0,,,0.0,954.469,150.0,150.0,,,133.168,,113.847,19.321,283.168,1237.637,0.0,730.572,11.377,719.195,-1114.218,2572.359,319.528,2508.241,0.0,2508.241,3745.878,
12/31/2012,3764.597,716.785,705.047,11.738,745.851,745.851,0.0,566.889,90.711,168.35,307.828,0.0,134.507,0.9,48.063,,32.209,2164.032,1177.342,,,0.0,423.223,195.03,195.03,0.0,,180.13,1600.565,,756.622,344.997,40.876,,370.749,115.869,109.313,,,6.556,0.0,,,0.0,872.491,230.0,230.0,,,115.124,,95.424,19.7,345.124,1217.615,0.0,742.526,11.411,731.115,-1117.193,2603.761,317.888,2546.982,0.0,2546.982,3764.597,
03/31/2013,3561.826,712.931,702.786,10.145,657.447,657.447,0.0,544.633,84.617,160.646,299.37,0.0,87.244,0.2,49.095,18.628,29.815,2002.255,1135.637,,,0.0,423.934,191.551,191.551,0.0,,183.288,1559.571,,527.128,301.536,0.0,,225.592,88.725,88.108,,,0.617,0.0,,,0.0,615.853,315.0,315.0,,,109.401,,92.02,17.381,424.401,1040.254,0.0,753.442,11.434,742.008,-1119.249,2609.443,277.936,2521.572,0.0,2521.572,3561.826,
06/30/2013,3586.854,721.939,711.561,10.378,703.434,703.434,0.0,531.81,77.202,153.581,301.027,0.0,86.701,0.8,52.543,,31.738,2043.884,1114.092,3501.723,-2387.631,0.0,428.878,235.633,191.053,44.58,,140.702,1542.97,,604.751,347.7,15.966,0.0,241.085,54.283,53.868,,,0.415,0.0,0.0,,0.0,659.034,310.0,310.0,,,94.657,0.0,76.275,18.382,404.657,1063.691,0.0,765.405,11.451,753.954,-1119.358,2623.868,253.248,2523.163,0.0,2523.163,3586.854,
09/30/2013,3686.017,676.239,665.156,11.083,736.983,736.983,0.0,580.481,91.771,174.146,314.564,0.0,94.001,,51.735,,39.901,2087.704,1128.494,,,0.0,469.819,231.05,231.05,0.0,,187.034,1598.313,,499.127,354.565,20.833,,123.729,42.458,42.458,,,,144.866,,1.1,143.766,686.451,315.0,315.0,,,95.133,,74.431,20.702,410.133,1096.584,0.0,770.525,11.482,759.043,-1122.464,2665.101,276.271,2589.433,0.0,2589.433,3686.017,
