Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2017,4.621,25.686,0,30.307,4.621,60.106,0.0,64.727,1.62896,9.054632,0,10.683592,0.107152,0.595608,0,0.70276,
06/30/2017,4.9,12.9,0,17.8,4.9,61.9,0.0,66.8,0.405294,1.066998,0,1.472291,0.110787,0.291664,0,0.402451,
09/30/2017,5.3,0.8,0,6.1,5.3,57.7,,63.0,0.416732,0.062903,0,0.479635,0.116417,0.017572,0,0.133989,
12/31/2017,5.8,0.0,0,5.8,5.8,47.9,0.0,53.7,0.392741,0.0,0,0.392741,0.125509,0.0,0,0.125509,
03/31/2018,6.0,0.1,0,6.1,6.0,31.9,0.0,37.9,0.382726,0.006379,0,0.389105,0.125644,0.002094,0,0.127738,
06/30/2018,5.9,0.2,0,6.1,5.9,26.0,0.0,31.9,0.376012,0.012746,0,0.388758,0.128133,0.004343,0,0.132476,
09/30/2018,6.3,0.0,0,6.3,6.3,17.9,0.0,24.2,0.388074,0.0,0,0.388074,0.139492,0.0,0,0.139492,
12/31/2018,5.8,1.3,0,7.1,5.8,20.0,0.0,25.8,0.346062,0.077566,0,0.423628,0.129259,0.028972,0,0.158231,
03/31/2019,6.5,0.2,0,6.7,6.5,22.5,0.0,29.0,0.374058,0.011509,0,0.385567,0.142332,0.004379,0,0.146711,
06/30/2019,6.5,0.8,0,7.3,6.5,22.1,0.0,28.6,0.364084,0.04481,0,0.408895,0.14148,0.017413,0,0.158893,
09/30/2019,6.7,0.1,0,6.8,6.7,22.3,0.0,29.0,0.374197,0.005585,0,0.379782,0.14713,0.002196,0,0.149326,
12/31/2019,7.3,0.5,0,7.8,7.3,13.6,0.0,20.9,0.390395,0.026739,0,0.417135,0.157722,0.010803,0,0.168525,
03/31/2020,6.3,3.0,0,9.3,17.7,13.2,0.0,30.9,0.071955,0.034264,0,0.106219,0.04102,0.019533,0,0.060554,
06/30/2020,7.0,0.4,0,7.4,19.2,0.1,0.0,19.3,0.081002,0.004629,0,0.08563,0.045356,0.002592,0,0.047948,
