Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/2008,,,,,5.6,5.6,,,,,,,,,,,
06/30/2008,,,,,2.3,2.3,,,,,,,,,,,
09/30/2008,,,,,-17.3,-17.3,,,,,,,,,,,
12/31/2008,,,,,-428.2,-428.2,,,,,,,,,,,
03/31/2009,,,,,-9.1,-10.92,,,,,,,,,,,
06/30/2009,,,,,1.6,-1.04,,,,,,,,,,,
09/30/2009,,6.4,-3.315,-3.51449710144928,-3.9,-3.78,,,,,,,,,,,
12/31/2009,,,19.495001,,42.5,21.58,,,,,,,,,,,
03/31/2010,,-6.2,10.4,5.80644705882352,11.7,11.18,,,,,,,,,,,
06/30/2010,,6.2,15.9,2.71011801029159,15.9,18.76,,158.108108108108,,,,,,,,156.451612903226,
09/30/2010,,10.2,13.5,11.1872949832776,13.5,20.715,,31.7073170731707,,,,,,,,32.3529411764706,
12/31/2010,,35.3,45.970001,5.63414780487805,38.4,45.03,,30.0236406619385,,,,,,,,30.2266317280453,
03/31/2011,,12.9,23.799999,4.12011173184358,62.8,29.26,,83.7662337662338,,,,,,,,84.4961162790698,
06/30/2011,,20.0,19.200001,,19.2,20.045,,-4.20168067226891,,,,,,,,-3.999995,
09/30/2011,,20.5,25.764999,2.79650736579276,25.7,8.265,,25.4098360655738,,,,,,,,25.6829219512195,
12/31/2011,,,54.4,,54.4,26.52,,,,,,,,,,,
03/31/2012,,16.6,25.2,-0.839506172839501,25.25,4.8875,,51.5151515151515,,34.0425531914894,,,,58.6173913043478,,51.8072289156626,
06/30/2012,,,,,21.712,1.89535,,,,,,,,,,,
09/30/2012,,,,,38.104,8.3558,,,,,,,,,,,
12/31/2012,,,,,23.632,22.4919,,,,,,,,,,,
03/31/2013,,,,,4.422,4.6469,,,,,,,,,,,
06/30/2013,,,,,5.147,5.147,,,,,,,,,,,
09/30/2013,,,,,12.325,12.2938,,,,,,,,,,,
12/31/2013,,,,,22.556,24.5502,,,,,,,,,,,
03/31/2014,,,,,-1.524,-1.4941,,,,,,,,,,,
06/30/2014,,,,,-3.624,-3.624,,,,,,,,,,,
09/30/2014,,,,,7.699,7.699,,,,,,,,,,,
12/31/2014,,,,,-40.669,23.1974,,,,,,,,,,,
03/31/2015,,,,,1.027,1.027,,,,,,,,,,,
06/30/2015,,,,,-0.275,-0.275,,,,,,,,,,,
09/30/2015,,,,,3.141,8.341,,,,,,,,,,,
12/31/2015,,,,,18.091,17.5008,,,,,,,,,,,
03/31/2016,,,,,2.802,2.802,,,,,,,,,,,
06/30/2016,,,,,3.116,3.116,,,,,,,,,,,
09/30/2016,,,,,-0.441,9.53225,,,,,,,,,,,
12/31/2016,,,,,24.131,-5.4311,,,,,,,,,,,
03/31/2017,,,,,4.978,4.71605,,,,,,,,,,,
06/30/2017,,,,,6.788,5.52575,,,,,,,,,,,
09/30/2017,,,,,8.398,3.02225,,,,,,,,,,,
12/31/2017,,,,,10.172,4.7578,,,,,,,,,,,
03/31/2018,,,,,8.176,8.13413,,,,,,,,,,,
06/30/2018,,,,,6.393,6.2271,,,,,,,,,,,
09/30/2018,,,,,9.2,9.15497,,,,,,,,,,,
12/31/2018,,,,,11.016,10.56412,,,,,,,,,,,
03/31/2019,,,,,15.018,15.00378,,,,,,,,,,,
06/30/2019,,,,,7.975,7.95999,,,,,,,,,,,
09/30/2019,,,,,10.264,10.18974,,,,,,,,,,,
12/31/2019,,,,,6.375,6.31575,,,,,,,,,,,
03/31/2020,,,,,6.166,6.166,,,,,,,,,,,
06/30/2020,,,,,6.05,5.85487,,,,,,,,,,,
