Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
12/31/1989,,,,,18.923998,18.923998,,,,,,,,,,,
03/31/1990,,,,,12.733,12.733,,,,,,,,,,,
06/30/1990,,,,,9.913,9.913,,,,,,,,,,,
09/30/1990,,,,,8.977,8.977,,,,,,,,,,,
12/31/1990,,,,,-0.676,-0.676,,,,,,,,,,,
03/31/1991,,,,,1.735,1.735,,,,,,,,,,,
06/30/1991,,,,,4.676,4.676,,,,,,,,,,,
09/30/1991,,,,,3.949,3.949,,,,,,,,,,,
12/31/1991,,,,,10.157,10.157,,,,,,,,,,,
03/31/1992,,,,,0.698,0.698,,,,,,,,,,,
06/30/1992,,,,,1.021,1.021,,,,,,,,,,,
09/30/1992,,,,,9.308,9.308,,,,,,,,,,,
12/31/1992,,,,,-98.158997,-98.158997,,,,,,,,,,,
03/31/1993,,,,,-0.006,-0.006,,,,,,,,,,,
06/30/1993,,,,,-3.493,-3.493,,,,,,,,,,,
09/30/1993,,,,,2.049,2.049,,,,,,,,,,,
12/31/1993,,,,,9.751,9.751,,,,,,,,,,,
03/31/1994,,,,,2.77,2.77,,,,,,,,,,,
06/30/1994,,,,,5.973,5.973,,,,,,,,,,,
09/30/1994,,,,,11.014,11.014,,,,,,,,,,,
12/31/1994,,,,,22.297001,22.297001,,,,,,,,,,,
03/19/1995,,,,,11.525,11.525,,,,,,,,,,,
06/30/1995,,,,,14.732,14.732,,,,,,,,,,,
09/30/1995,,,,,11.556,11.556,,,,,,,,,,,
12/31/1995,,,,,56.626999,56.626999,,,,,,,,,,,
03/31/1996,,,,,12.919,12.919,,,,,,,,,,,
06/30/1996,,,,,14.012,14.012,,,,,,,,,,,
09/30/1996,,,,,7.608,7.608,,,,,,,,,,,
12/31/1996,,,,,16.061001,16.061001,,,,,,,,,,,
03/31/1997,,,,,2.8,2.8,,,,,,,,,,,
06/30/1997,,,,,14.9,14.9,,,,,,,,,,,
09/30/1997,,,,,14.5,14.5,,,,,,,,,,,
12/31/1997,,,,,29.6,29.6,,,,,,,,,,,
03/31/1998,,,,,24.1,24.1,,,,,,,,,,,
06/30/1998,,,,,26.299999,26.299999,,,,,,,,,,,
09/30/1998,,,,,20.4,20.4,,,,,,,,,,,
12/31/1998,,,,,31.5,31.5,,,,,,,,,,,
03/31/1999,,,,,11.7,11.7,,,,,,,,,,,
06/30/1999,,,,,16.299999,16.299999,,,,,,,,,,,
09/30/1999,,,,,7.0,7.0,,,,,,,,,,,
12/31/1999,,,,,18.1,18.1,,,,,,,,,,,
03/31/2000,,,,,9.2,9.2,,,,,,,,,,,
06/30/2000,,,,,13.6,13.6,,,,,,,,,,,
09/30/2000,,,,,8.9,8.9,,,,,,,,,,,
12/31/2000,,,,,36.0,36.0,,,,,,,,,,,
03/31/2001,,,,,13.1,13.1,,,,,,,,,,,
06/30/2001,,,,,6.1,6.1,,,,,,,,,,,
09/30/2001,,,,,-27.5,-27.5,,,,,,,,,,,
12/31/2001,,,,,-27.700001,-27.700001,,,,,,,,,,,
03/31/2002,,,,,6.3,6.3,,,,,,,,,,,
06/30/2002,,,,,2.8,2.8,,,,,,,,,,,
09/30/2002,,,,,8.0,8.0,,,,,,,,,,,
12/31/2002,,,,,25.3,25.3,,,,,,,,,,,
03/31/2003,,,,,4.1,4.1,,,,,,,,,,,
06/30/2003,,,,,9.6,9.6,,,,,,,,,,,
09/30/2003,,,,,11.7,11.7,,,,,,,,,,,
12/31/2003,,,,,27.4,27.4,,,,,,,,,,,
03/31/2004,,,,,-4.5,-4.5,,,,,,,,,,,
06/30/2004,,,,,6.4,6.4,,,,,,,,,,,
09/30/2004,,,,,13.4,13.4,,,,,,,,,,,
12/31/2004,,,,,32.6,32.6,,,,,,,,,,,
03/31/2005,,,,,5.2,5.2,,,,,,,,,,,
06/30/2005,,,,,11.3,11.3,,,,,,,,,,,
09/30/2005,,,,,13.6,13.6,,,,,,,,,,,
12/31/2005,,,,,32.4,32.4,,,,,,,,,,,
03/31/2006,,,,,12.7,12.7,,,,,,,,,,,
06/30/2006,,,,,4.7,4.7,,,,,,,,,,,
09/30/2006,,,,,18.799999,18.799999,,,,,,,,,,,
12/31/2006,,,,,70.0,70.0,,,,,,,,,,,
03/31/2007,,,,,6.6,6.6,,,,,,,,,,,
06/30/2007,,,,,9.9,9.9,,,,,,,,,,,
09/30/2007,,,,,21.1,21.1,,,,,,,,,,,
12/31/2007,,29.6,53.0,10.3737324242424,52.8,52.8,,78.2729805013928,,,,,,,,79.054054054054,
