Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1993,165.759003,2.894,2.894,0.0,22.33,,,0.0,,,,,6.917,,,,32.140999,102.489998,,,0.0,31.128,,,,31.128,133.617998,,9.153,9.153,,,7.732,,,,,,8.817,,,8.817,25.702,17.677,,,,,24.438999,,,,,,24.438999,42.115999,67.817999,0.0,104.737999,,,0.0,,-6.797,97.940999,0.0,97.940999,165.758998,
09/30/1993,177.906006,4.537,4.537,0.0,22.903,,,0.0,,,,,7.122,,,,34.562,111.181,,,0.0,32.162998,,,,32.162998,143.343998,,10.593,10.593,,,4.338,,,,,,9.211,,,9.211,24.142,27.724001,,,,,26.497,,,,,,26.497,54.221001,78.363001,0.0,104.737999,,,0.0,,-5.195,99.542999,0.0,99.542999,177.906,
12/31/1993,121.236,3.279,3.279,0.0,5.579,,,0.0,,,,,4.041,,,,12.899,83.160004,91.153999,-7.994,0.0,25.177,,,,25.177,108.337004,,2.565,2.565,,,1.776,,,,,,4.980999,,,4.980999,9.322,14.193,,,,,20.101,,,,,,20.101,34.294,43.615999,0.0,105.122002,,,0.0,,-27.502001,77.620001,0.0,77.620001,121.236,
03/31/1994,153.076004,6.009,6.009,0.0,15.812,,,0.0,,,,,4.243,,,,26.063999,100.864998,,,0.0,26.146999,,,,26.146999,127.011997,,5.098,5.098,,,2.88,,,,,,13.224999,,,13.224999,21.202999,25.337999,,,,,27.434,,,,,,27.434,52.771999,73.974998,0.0,105.135002,,,-0.153,,-25.881,79.101002,0.0,79.101002,153.076,
06/30/1994,155.233002,5.951,5.951,0.0,16.002001,,,0.0,,,,,5.917,,,,27.870001,101.151001,,,0.0,26.212,,,,26.212,127.363001,,6.84,6.84,,,4.498,,,,,,12.666999,,,12.666999,24.004999,22.658001,,,,,26.527,,,,,,26.527,49.185001,73.190001,0.0,105.137001,,,-0.45,,-22.644,82.043001,0.0,82.043001,155.233002,
09/30/1994,155.548004,5.505,5.505,0.0,16.063,,,0.0,,,,,5.548,,,,27.115999,102.025002,,,0.0,26.407,,,,26.407,128.432001,,6.932,6.932,,,4.206,,,,,,11.883999,,,11.883999,23.021999,21.549999,,,,,26.041,,,,,,26.041,47.591,70.612999,0.0,105.137001,,,-0.856,,-19.346,84.935001,0.0,84.935001,155.548,
12/31/1994,242.365005,10.031,10.031,0.0,21.610001,,,0.0,,,,,7.602,,,,39.243,134.505997,203.294006,-68.788002,0.0,68.615997,,,,68.615997,203.121994,,11.777,11.777,,,10.035,,,,,,24.614998,,,24.614998,46.426998,37.994999,,,,,48.112999,,,,,,48.112999,86.107998,132.534996,0.0,106.039001,,,0.0,,3.791,109.830001,0.0,109.830001,242.364997,
03/31/1995,136.572998,2.203,2.203,0.0,8.294,,,0.0,,,,,4.461,,,,14.958,86.403,,,0.0,35.212002,,,,35.212002,121.615002,,2.534,2.534,,,1.103,,,,,,5.199,,,5.199,8.836,17.750999,,,,,19.257999,,,,,,19.257999,37.008999,45.844999,0.0,104.126999,,,0.0,,-13.399,90.727999,0.0,90.727999,136.572998,
06/30/1995,116.931999,2.948,2.948,0.0,8.776,,,0.0,,,,,4.089,,,,15.813,87.014999,,,0.0,14.104,,,,14.104,101.118999,,4.343,4.343,,,1.254,,,,,,4.941,,,4.941,10.538,17.995001,,,,,18.811001,,,,,,18.811001,36.806002,47.344002,0.0,67.962997,,,0.0,,1.625,69.587997,0.0,69.587997,116.931999,
09/30/1995,428.626007,208.026001,208.026001,0.0,15.973,,,0.0,,,,,5.683,,,,229.682007,110.940002,,,0.0,88.003998,,,,88.003998,198.944,,7.779,7.779,,,0.0,,,,,,14.036001,,,14.036001,21.815001,0.0,,,,,19.931999,,,,,,19.931999,19.931999,41.747,0.0,382.114014,,,0.0,,4.765,386.879014,0.0,386.879014,428.626013,
12/31/1995,2829.794922,183.395004,183.395004,0.0,227.360992,,,14.924,,,,,1602.845947,,,,2028.526001,607.762024,832.898987,-225.136993,0.0,193.507004,,,,193.507004,801.269028,,139.199997,139.199997,,,1588.006958,,,,,,201.579056,,,201.579056,1928.786011,149.580002,,,,,108.93,,,,,,108.93,258.510002,2187.296013,0.0,578.333008,,,0.0,,64.166,642.499008,0.0,642.499008,2829.795021,
03/31/1996,636.374023,137.746994,137.746994,0.0,47.509998,,,0.0,,,,,15.944,,,,201.201004,229.365005,,,0.0,205.807999,,,,205.807999,435.173004,,18.218,18.218,,,0.0,,,,,,64.828997,,,64.828997,83.046997,0.0,,,,,49.146,,,,,,49.146,49.146,132.192997,0.0,466.032013,,,0.0,,38.148998,504.181011,0.0,504.181011,636.374008,
06/30/1996,896.718994,259.851013,259.851013,0.0,58.388,,,0.0,,,,,59.764,,,,378.002991,257.989014,,,0.0,260.72699,,,,260.72699,518.716004,,18.788,18.788,,,0.0,,,,,,78.434,,,78.434,97.222,0.0,,,,,52.626999,,,,,,52.626999,52.626999,149.848999,0.0,691.346985,,,0.0,,55.522999,746.869984,0.0,746.869984,896.718983,
09/30/1996,986.86499,154.826004,154.826004,0.0,62.424,,,27.954,,,,,135.695007,,,,380.898987,331.591003,,,0.0,274.375,,,,274.375,605.966003,,24.0,24.0,,,18.805,,,,,,91.965004,,,91.965004,134.770004,0.0,,,,,60.191002,,,,,,60.191002,60.191002,194.961006,0.0,730.38501,,,0.0,,61.519001,791.904011,0.0,791.904011,986.865017,
12/31/1996,6735.0,341.100006,341.100006,0.0,576.0,,,338.5,,,,,4028.699951,,,,5284.299805,1146.400024,1624.400024,-478.0,0.0,304.299988,,,,304.299988,1450.700012,,216.399994,216.399994,,,334.0,,,,,,3294.600006,,,3294.600006,3845.0,1238.400024,,,,,238.600006,,,,,,238.600006,1477.000031,5322.000031,0.0,1380.699951,,,0.0,,32.299999,1412.99995,0.0,1412.99995,6734.999981,
03/31/1997,8032.799805,574.199997,199.199997,375.0,522.0,,,493.700012,,,,,4073.0,,,,5662.899902,1496.5,1921.0,-424.5,0.0,873.400024,,,,873.400024,2369.900024,,273.0,273.0,,,3377.600098,,,,,,592.0,,,592.0,4242.600098,1120.099976,,,,,203.300003,,,,,,203.300003,1323.399979,5566.000077,0.0,2397.300049,,,0.0,,69.5,2466.800049,0.0,2466.800049,8032.800126,
06/30/1997,8924.900391,130.100006,130.100006,0.0,616.099976,,,758.200012,,,,,4649.799805,,,,6154.200195,1758.0,2170.199951,-412.200012,0.0,1012.700012,,,,1012.700012,2770.700012,,241.300003,241.300003,,,3556.600098,,,,,,984.499801,,,984.499801,4782.399902,1040.400024,,,,,434.0,,,,,,434.0,1474.400024,6256.799926,0.0,2586.899902,,,0.0,,81.199997,2668.099899,0.0,2668.099899,8924.899825,
09/30/1997,9737.599609,206.199997,206.199997,0.0,819.200012,,,5248.799805,,,,,245.600006,,,,6519.799805,1934.0,,,0.0,1283.800049,,,,1283.800049,3217.800049,,261.100006,261.100006,,,555.900024,,,,,,4200.299775,,,4200.299775,5017.299805,1270.599976,,,,,387.100006,,,,,,387.100006,1657.699982,6674.999787,0.0,2831.5,,,0.0,,231.100006,3062.600006,0.0,3062.600006,9737.599793,
12/31/1997,10527.299805,148.0,148.0,0.0,977.299988,,,1094.800049,,,,,4605.700195,,,,6825.799805,2096.899902,2742.199951,-645.299988,0.0,1604.599976,,,,1604.599976,3701.499878,,260.799988,260.799988,,,2741.399902,,,,,,1260.400208,,,1260.400208,4262.600098,2333.600098,,,,,446.799988,,,,,,446.799988,2780.400086,7043.000184,0.0,3052.399902,,,0.0,,431.899994,3484.299896,0.0,3484.299896,10527.30008,
03/31/1998,11995.299805,273.5,273.5,0.0,1137.099976,,,1384.300049,0.0,0.0,1384.300049,0.0,4566.700195,,,,7361.600098,2338.699951,3014.300049,-675.599976,0.0,2295.0,,,,2295.0,4633.699951,,303.700012,303.700012,,,3555.300049,,,,,,1326.299744,,,1326.299744,5185.299805,2429.800049,,,,,437.799988,,,,,,437.799988,2867.600037,8052.899842,0.0,3434.300049,,,0.0,,508.100006,3942.400055,0.0,3942.400055,11995.299897,
06/30/1998,13369.700195,233.899994,233.899994,0.0,1358.800049,,,1518.400024,0.0,0.0,1518.400024,0.0,5246.100098,,,,8357.200195,2534.100098,3226.100098,-692.0,0.0,2478.399902,,,,2478.399902,5012.5,,429.100006,429.100006,,,3734.399902,,,,,,1331.700287,,,1331.700287,5495.200195,3186.5,,,,,488.700012,,,,,,488.700012,3675.200012,9170.400207,0.0,3565.899902,,,0.0,,633.400024,4199.299926,0.0,4199.299926,13369.700133,
09/30/1998,14099.400391,325.100006,325.100006,0.0,1588.300049,,,1490.800049,116.800003,0.0,1374.0,0.0,4961.899902,,,,8366.099609,2811.300049,3533.199951,-721.900024,0.0,2922.0,0.0,,,2922.0,5733.300049,,361.200012,361.200012,,,3421.199951,,,,,,1340.800232,,,1340.800232,5123.200195,2448.600098,,,,,654.700012,,,,,,654.700012,3103.30011,8226.500305,0.0,4627.5,,,-24.299999,,817.899975,5421.099976,451.799988,5872.899964,14099.400269,
12/31/1998,8412.200195,183.800003,183.800003,0.0,966.400024,,,1849.5,117.900002,0.0,1731.599976,0.0,61.5,,,,3061.199951,1216.400024,1309.699951,-93.300003,167.699005,3966.899902,2080.899902,,,1886.0,5350.998931,,117.599998,117.599998,,,1344.800049,,,,,,534.900002,,,534.900002,1997.300049,520.900024,,,,,469.799988,,,,,,469.799988,990.700012,2988.000061,0.0,4633.600098,,,-136.0,,926.599976,5424.200074,0.0,5424.200074,8412.200135,
03/31/1999,15168.900391,361.700012,361.700012,0.0,1732.400024,,,2130.600098,0.0,0.0,2130.600098,0.0,4869.200195,,,,9093.900391,2187.699951,2501.800049,-314.100006,,3887.300049,2864.899902,,,1022.400146,6075.0,,315.700012,315.700012,,,1853.400024,,,,,,3301.563049,,,3301.563049,5470.663086,3593.0,,,,,711.437012,,,,,,711.437012,4304.437012,9775.100098,0.0,4635.0,,,-249.300003,,1008.099991,5393.799988,0.0,5393.799988,15168.900085,
06/30/1999,9409.299805,640.099976,640.099976,0.0,1240.5,,,2193.199951,136.699997,0.0,2056.5,0.0,68.599998,,,,4142.399902,1663.900024,1793.699951,-129.800003,195.699997,3407.300049,2568.800049,,,838.5,5266.90007,,193.800003,193.800003,,,1751.199951,,,,,,585.000046,,,585.000046,2530.0,44.400002,,,,,1098.099976,,,,,,1098.099976,1142.499978,3672.499978,0.0,4635.5,,,-442.200012,,1543.500061,5736.800049,0.0,5736.800049,9409.300027,
09/30/1999,9504.599609,398.899994,398.899994,0.0,1263.099976,,,2221.0,149.800003,0.0,2071.199951,0.0,98.5,,,,3981.5,1694.699951,1848.300049,-153.600006,185.399994,3643.0,2842.300049,,,800.699951,5523.099945,,162.199997,162.199997,,,1743.300049,,,,,,830.300003,,,830.300003,2735.800049,362.5,,,,,1119.599976,,,,,,1119.599976,1482.099976,4217.900024,0.0,4666.0,,,-992.900024,,1613.600037,5286.700012,0.0,5286.700012,9504.600037,
12/31/1999,9583.099609,218.600006,218.600006,0.0,1179.5,,,2706.800049,151.699997,0.0,2555.100098,0.0,165.600006,,,,4270.5,1360.400024,1511.099976,-150.699997,175.800003,3776.399902,2831.0,,,945.399902,5312.599929,,163.100006,163.100006,,,2218.300049,,,,,,752.799896,,,752.799896,3134.199951,836.099976,,,,,1011.599976,,,,,,1011.599976,1847.699952,4981.899903,0.0,4666.200195,,,-1285.400024,,1220.400024,4601.200195,0.0,4601.200195,9583.100098,
03/31/2000,9727.900391,413.399994,413.399994,0.0,1118.5,,,2658.800049,0.0,0.0,2658.800049,0.0,74.5,,,,4265.200195,1339.400024,1496.800049,-157.399994,157.800003,3965.5,2897.5,,,1068.0,5462.700027,,150.300003,150.300003,,,2252.5,,,,,,729.300095,,,729.300095,3132.100098,1031.599976,,,,,1013.799988,,,,,,1013.799988,2045.399963,5177.500061,0.0,4666.899902,,,-1395.300049,,1278.800049,4550.399902,0.0,4550.399902,9727.899963,
06/30/2000,8916.299805,154.800003,154.800003,0.0,1191.699951,,,2799.100098,151.100006,0.0,2648.0,0.0,173.199997,,,,4318.799805,1404.699951,1570.300049,-165.600006,99.900002,3092.899902,2923.5,,,169.399902,4597.499855,,138.800003,138.800003,,,2380.100098,,,,,,720.899948,,,720.899948,3239.800049,984.900024,,,,,926.799988,,,,,,926.799988,1911.700012,5151.500061,0.0,4666.899902,,,-1395.300049,,493.200073,3764.799926,0.0,3764.799926,8916.299987,
09/30/2000,8509.200195,133.5,133.5,0.0,1102.300049,,,2403.300049,149.800003,0.0,2253.5,0.0,188.800003,,,,3827.899902,1485.0,1645.300049,-160.300003,81.800003,3114.5,,,,3114.5,4681.300003,,136.0,136.0,,,2004.599976,,,,,,629.299927,,,629.299927,2769.899902,926.700012,,,,,956.599976,,,,,,956.599976,1883.299988,4653.19989,0.0,4668.0,,,-1399.099976,,587.099976,3856.0,0.0,3856.0,8509.19989,
12/31/2000,8867.299805,84.599998,84.599998,0.0,957.900024,,,2774.399902,0.0,0.0,2774.399902,0.0,62.5,,,,3879.399902,1528.599976,1696.400024,-167.800003,0.0,3459.300049,378.299988,,,3081.000061,4987.900025,,143.199997,143.199997,,,2460.800049,,,,,,574.600052,,,574.600052,3178.600098,850.400024,,,,,995.799988,,,,,,995.799988,1846.200012,5024.80011,0.0,4669.5,,,-1477.300049,,650.300049,3842.5,0.0,3842.5,8867.30011,
03/31/2001,8680.200195,83.0,83.0,0.0,1146.199951,,,2597.399902,153.699997,0.0,2443.699951,0.0,229.0,,,,4055.600098,1548.800049,,,32.900002,3042.899902,2902.5,,,140.399902,4624.599953,,139.5,139.5,,,2301.5,,,,,,593.199951,,,593.199951,3034.199951,825.299988,,,,,1017.299988,,,,,,1017.299988,1842.599976,4876.799927,0.0,4669.299805,,,-1575.5,,709.599976,3803.39978,0.0,3803.39978,8680.199707,
06/30/2001,8345.799805,26.1,26.1,0.0,1071.400024,,,2439.300049,149.800003,0.0,2289.5,0.0,238.300003,,,,3775.100098,1523.699951,,,31.6,3015.399902,2866.899902,,,148.5,4570.699853,,141.699997,141.699997,,,2117.5,,,,,,509.400101,,,509.400101,2768.600098,690.700012,,,,,1028.0,,,,,,1028.0,1718.700012,4487.30011,0.0,4669.299805,,,-1606.5,,795.700012,3858.499817,0.0,3858.499817,8345.799927,
09/30/2001,8153.1,89.1,89.1,0.0,980.2,980.2,,2248.8,,0.0,2248.8,0.0,64.6,,,,3382.7,1545.3,,,226.8,2998.3,2881.1,,,117.2,4770.4,,141.2,141.2,,,1929.5,,,,,,572.3,,,572.3,2643.0,611.3,,,,,1020.3,,,,,,1020.3,1631.6,4274.6,0.0,4671.3,,,-1669.5,874.7,2.0,3878.5,0.0,3878.5,8153.1,
12/31/2001,8065.399902,128.100006,128.100006,0.0,802.200012,,,2178.5,0.0,0.0,2178.5,0.0,43.700001,,,,3152.5,1583.300049,1792.900024,-209.600006,0.0,3329.600098,2865.199951,,,464.400147,4912.900147,,149.699997,149.699997,,,1908.599976,,,,,,519.800125,,,519.800125,2578.100098,647.299988,,,,,1012.099976,,,,,,1012.099976,1659.399964,4237.500062,0.0,4678.799805,,,-1734.099976,,883.199952,3827.899781,0.0,3827.899781,8065.399843,
03/31/2002,8345.599609,105.5,105.5,0.0,808.299988,,,2363.100098,0.0,0.0,2363.100098,0.0,44.299999,,,,3321.199951,1606.300049,,,0.0,3418.100098,2949.800049,,,468.300049,5024.400146,,162.399994,162.399994,,,2040.199951,,,,,,579.299957,,,579.299957,2781.899902,644.299988,,,,,1016.400024,,,,,,1016.400024,1660.700012,4442.599915,0.0,4699.0,,,-1770.0,,974.0,3903.0,0.0,3903.0,8345.599915,
06/30/2002,8503.5,100.199997,100.199997,0.0,795.099976,,,2507.300049,0.0,0.0,2507.300049,0.0,97.699997,,,,3500.300049,1612.800049,,,0.0,3390.399902,2954.0,3100.199951,-146.199951,436.399902,5003.199951,,152.399994,152.399994,,,2151.100098,,,,,,519.999908,,,519.999908,2823.5,640.599976,,,,,1080.5,,,,,,1080.5,1721.099976,4544.599976,0.0,4762.600098,,,-1885.199951,,1081.499939,3958.900085,0.0,3958.900085,8503.500061,
09/30/2002,8199.299805,169.699997,169.699997,0.0,723.799988,,,2251.699951,0.0,0.0,2251.699951,0.0,100.0,,,,3245.199951,1633.699951,,,0.0,3320.399902,2980.300049,3104.0,-123.699951,340.099854,4954.099854,,147.899994,147.899994,,,1827.099976,,,,,,517.000031,,,517.000031,2492.0,637.900024,,,,,1049.300049,,,,,,1049.300049,1687.200073,4179.200073,0.0,4763.799805,,,-1933.099976,,1189.399963,4020.099792,0.0,4020.099792,8199.299866,
03/31/2003,8818.400391,185.699997,185.699997,0.0,715.400024,,,2803.5,0.0,0.0,2803.5,0.0,144.399994,,,,3849.0,1703.699951,,,0.0,3265.699951,2987.300049,3086.399902,-99.099854,278.399902,4969.399902,,159.699997,159.699997,,,2577.100098,,,,,,904.099808,,,904.099808,3640.899902,698.099976,,,,,578.0,,,,,,578.0,1276.099976,4916.999878,0.0,3060.300049,,,-609.200012,,1450.299988,3901.400024,0.0,3901.400024,8818.399902,
06/30/2003,8931.296875,235.399902,235.399902,0.0,844.899902,,,2809.298828,0.0,0.0,2809.298828,0.0,138.699951,,,,4028.298828,1704.399414,,,0.0,3198.599609,2985.298828,3088.0,-102.701172,213.300781,4902.999023,,174.799927,174.799927,,,2614.298828,,,,,,931.401245,,,931.401245,3720.5,729.799805,,,,,595.5,,,,,,595.5,1325.299805,5045.799805,0.0,3091.398438,,,-758.0,1554.5,-2.400391,3885.498047,0.0,3885.498047,8931.297852,
09/30/2003,8223.0,33.700001,33.700001,0.0,750.299988,,,2373.899902,0.0,0.0,2373.899902,0.0,113.300003,,,,3271.199951,1709.0,,,0.0,3242.800049,2988.100098,3087.300049,-99.199951,254.699951,4951.800049,,165.699997,165.699997,,,2247.399902,,,,,,534.600052,,,534.600052,2947.699951,725.700012,,,,,590.900024,,,,,,590.900024,1316.600037,4264.299988,0.0,3170.0,,,-869.799988,1663.300049,-4.800049,3958.700012,0.0,3958.700012,8223.0,
12/31/2003,8823.1,173.4,173.4,0.0,754.8,754.8,,2849.2,137.4,0.0,2711.8,0.0,260.7,,,,4038.1,1666.4,2003.8,-337.4,0.0,3118.6,3148.3,2994.8,153.5,-29.7,4785.0,,173.9,173.9,,,2757.8,,,,,,877.6,,,877.6,3809.3,808.5,,,,,255.6,,,,,,255.6,1064.1,4873.4,0.0,2583.9,,,-373.4,1742.4,-3.2,3949.7,0.0,3949.7,8823.1,
03/31/2004,9027.599609,31.1,31.1,0.0,736.799988,,,3140.800049,0.0,0.0,3140.800049,0.0,127.099998,,,,4035.800049,1793.099976,,,0.0,3198.699951,2956.5,3035.600098,-79.100098,242.199951,4991.799927,,174.699997,174.699997,,,2981.100098,,,,,,852.300003,,,852.300003,4008.100098,807.700012,,,,,221.399994,,,,,,221.399994,1029.100006,5037.200104,0.0,2581.300049,,,-413.799988,1829.699951,-6.799987,3990.400025,0.0,3990.400025,9027.600129,
06/30/2004,9318.900391,56.799999,56.799999,0.0,726.200012,,,3357.600098,0.0,0.0,3357.600098,0.0,133.300003,,,,4273.899902,1809.300049,,,0.0,3235.699951,3010.300049,3067.5,-57.199951,225.399902,5045.0,,165.899994,165.899994,,,3188.899902,,,,,,848.300202,,,848.300202,4203.100098,806.700012,,,,,226.100006,,,,,,226.100006,1032.800018,5235.900116,0.0,2573.100098,,,-410.700012,1921.800049,-1.200013,4083.000122,0.0,4083.000122,9318.900238,
09/30/2004,8594.0,90.800003,90.800003,0.0,694.700012,,,2647.100098,0.0,0.0,2647.100098,0.0,143.100006,,,,3575.699951,1803.199951,,,0.0,3215.100098,3003.600098,,,211.5,5018.300049,,165.199997,165.199997,,,2472.100098,,,,,,786.999954,,,786.999954,3424.300049,802.700012,,,,,254.0,,,,,,254.0,1056.700012,4481.000061,0.0,2566.399902,,,-463.899994,2014.199951,-3.699981,4112.999878,0.0,4112.999878,8593.999939,
12/31/2004,8698.9,108.2,108.2,0.0,760.0,760.0,,2576.0,0.0,0.0,2576.0,0.0,304.2,,,,3748.4,1796.2,2202.3,-406.1,0.0,3154.3,3218.8,2986.7,232.1,-64.5,4950.5,,176.9,176.9,,,2472.9,,,,,,761.2,,,761.2,3411.0,797.7,,,,,227.1,,,,,,227.1,1024.8,4435.8,0.0,2242.7,,,-154.1,2176.0,-1.5,4263.1,0.0,4263.1,8698.9,
03/31/2005,8741.0,28.7,28.7,0.0,711.8,705.1,,2856.5,0.0,0.0,2856.5,0.0,154.3,,,,3751.3,1819.0,,,0.0,3170.7,3240.3,3007.7,232.6,-69.6,4989.7,,182.0,182.0,,,2670.0,,,,,,650.2,,,650.2,3502.2,672.1,,,,,244.3,,,,,,244.3,916.4,4418.6,0.0,2232.7,,,-184.5,2273.0,1.2,4322.4,0.0,4322.4,8741.0,
06/30/2005,8599.0,47.8,47.8,0.0,775.1,775.1,,2623.6,0.0,0.0,2623.6,0.0,199.0,,,,3645.5,1830.1,2273.8,-443.7,0.0,3123.4,5959.8,2994.2,2965.6,-2836.4,4953.5,,248.3,248.3,,,2397.1,,,,,,549.4,,,549.4,3194.8,662.8,,,,,264.9,,,,,,264.9,927.7,4122.5,0.0,2225.0,,,-217.1,2467.8,0.8,4476.5,0.0,4476.5,8599.0,
