Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2013,9024,3252.0,2425.0,827.0,0.0,5024.0,748.0,680.0,68.0,-5226.0,1582.0,3644.0,,,-2341.0,929.0,619.0,310.0,1394.0,368.0,1026.0,18.0,-369.0,1088.0,-107.0,-1418.0,-437.0,197.0,-240.0,1.0,1.0,0.0,-241.0,0.0,-241.0,-10.0,0.0,-251.0,616.0,866.0,436.3,-0.58,-0.57,1.411873,436.3,-0.58,-0.57,1.411873,
06/30/2013,4734,3294.0,2453.0,841.0,0.0,862.0,578.0,513.0,65.0,-2922.0,1883.0,1039.0,,,-1475.0,948.0,629.0,319.0,508.0,436.0,72.0,19.0,0.0,337.0,-100.0,0.0,237.0,-4.0,233.0,423.0,423.0,0.0,-190.0,0.0,-190.0,0.0,0.0,-190.0,276.0,43.0,451.4,-0.42,0.52,0.611431,489.0,-0.42,0.48,0.47,
09/30/2013,4862,3338.0,2488.0,850.0,0.0,918.0,606.0,538.0,68.0,-2764.0,1690.0,1074.0,,,-1543.0,699.0,391.0,308.0,601.0,326.0,275.0,243.0,-15.0,540.0,-94.0,0.0,446.0,-81.0,365.0,72.0,72.0,0.0,293.0,0.0,293.0,0.0,0.0,293.0,542.0,177.0,452.1,0.65,0.81,1.19885,490.6,0.6,0.74,1.100783,
12/31/2013,4777,3346.0,2498.0,848.0,0.0,813.0,618.0,545.0,73.0,-2703.0,1658.0,1045.0,,,-1481.0,830.0,520.0,310.0,651.0,581.0,70.0,0.0,-15.0,578.0,-96.0,0.0,482.0,-98.0,384.0,70.0,70.0,0.0,314.0,0.0,314.0,0.0,0.0,314.0,358.0,-26.0,451.1,0.7,0.851252,0.793616,486.1,0.65,0.794003,0.740516,
03/31/2014,4612,3302.0,2469.0,833.0,0.0,789.0,521.0,496.0,25.0,-2576.0,1570.0,1006.0,,,-1332.0,707.0,396.0,311.0,605.0,520.0,85.0,20.0,0.0,704.0,-95.0,0.0,609.0,-143.0,466.0,-29.0,-29.0,0.0,495.0,0.0,495.0,0.0,0.0,495.0,395.0,-71.0,449.8,1.1,1.04,0.878168,478.6,1.03,0.97,0.821651,
06/30/2014,4616,3319.0,2505.0,814.0,0.0,764.0,533.0,502.0,31.0,-3023.0,2008.0,1015.0,,0.0,-1349.0,952.0,629.0,323.0,389.0,340.0,49.0,8.0,0.0,244.0,-94.0,0.0,150.0,,150.0,617.0,617.0,0.0,-467.0,,-467.0,0.0,0.0,-467.0,136.0,-14.0,450.6,-1.04,0.33,0.30182,467.9,-1.04,0.32,0.290079,
09/30/2014,4769,3337.0,2542.0,795.0,0.0,879.0,553.0,524.0,29.0,-2624.0,1600.0,1024.0,,0.0,-1556.0,720.0,402.0,318.0,595.0,339.0,256.0,241.0,,589.0,-93.0,0.0,496.0,-108.0,388.0,0.0,0.0,0.0,388.0,0.0,388.0,0.0,0.0,388.0,531.0,143.0,437.2,0.89,0.89,1.214547,450.8,0.86,0.86,1.177214,
12/31/2014,4617,3378.0,2580.0,798.0,0.0,738.0,501.0,473.0,28.0,-2582.0,1622.0,960.0,,0.0,-1366.0,813.0,491.0,322.0,553.0,494.0,59.0,0.0,-26.0,643.0,-94.0,-105.0,444.0,-99.0,345.0,-37.0,-37.0,0.0,382.0,0.0,382.0,0.0,0.0,382.0,340.0,-5.0,429.6,0.89,0.803073,0.791434,442.6,0.86,0.776403,0.765106,
03/31/2015,4617,3322.0,2535.0,787.0,0.0,814.0,481.0,459.0,22.0,-2563.0,1627.0,936.0,,0.0,-1335.0,851.0,527.0,324.0,531.0,468.0,63.0,-47.0,0.0,719.0,-94.0,0.0,625.0,-158.0,467.0,0.0,0.0,0.0,467.0,0.0,467.0,0.0,0.0,467.0,456.0,-11.0,422.6,1.11,1.11,1.079035,433.7,1.08,1.08,1.054637,
06/30/2015,4685,3391.0,2589.0,802.0,0.0,805.0,489.0,469.0,20.0,-2812.0,1884.0,928.0,,0.0,-1301.0,770.0,443.0,327.0,529.0,465.0,64.0,2.0,-13.0,559.0,-89.0,0.0,470.0,-57.0,413.0,0.0,0.0,0.0,413.0,0.0,413.0,0.0,0.0,413.0,397.0,-16.0,418.7,0.99,0.99,0.948173,428.1,0.96,0.96,0.922626,
09/30/2015,4562,3404.0,2624.0,778.0,2.0,686.0,472.0,448.0,24.0,-2710.0,1747.0,963.0,,0.0,-1405.0,329.0,,329.0,582.0,477.0,105.0,494.0,20.0,467.0,-88.0,0.0,379.0,-7.0,372.0,-9.0,-9.0,0.0,381.0,0.0,381.0,0.0,0.0,381.0,326.85,-45.15,413.8,0.92,0.9,0.789874,423.0,0.9,0.88,0.773262,
12/31/2015,4513,3460.0,2636.0,793.0,31.0,569.0,484.0,463.0,21.0,-2690.0,3239.0,1051.0,,-1600.0,-1233.0,817.0,487.0,330.0,412.0,452.0,-40.0,4.0,0.0,590.0,-86.0,0.0,504.0,-83.0,421.0,0.0,0.0,0.0,421.0,0.0,421.0,0.0,0.0,421.0,477.95,56.95,406.9,1.03,1.03,1.174613,415.9,1.01,1.01,1.146932,
03/31/2016,4410,3404.0,2598.0,806.0,0.0,541.0,465.0,445.0,20.0,-2641.0,1669.0,972.0,,,-1302.0,806.0,475.0,331.0,482.0,436.0,46.0,14.0,0.0,467.0,-86.0,0.0,381.0,-58.0,323.0,0.0,0.0,0.0,323.0,0.0,323.0,0.0,0.0,323.0,432.2,109.2,398.5,0.81,0.81,1.084567,406.3,0.79,0.79,1.058767,
06/30/2016,4696,3444.0,2626.0,818.0,0.0,788.0,464.0,441.0,23.0,-3142.0,2162.0,980.0,,,-1299.0,798.0,467.0,331.0,501.0,464.0,37.0,0.0,,255.0,-85.0,0.0,170.0,46.0,216.0,0.0,0.0,0.0,216.0,0.0,216.0,0.0,0.0,216.0,193.25,-22.75,391.8,0.55,0.55,0.493236,398.6,0.54,0.54,0.482925,
09/30/2016,4715,3484.0,2657.0,812.0,15.0,755.0,476.0,452.0,24.0,-2780.0,1793.0,987.0,,0.0,-1321.0,786.0,457.0,329.0,919.0,442.0,477.0,-384.0,,614.0,-86.0,0.0,528.0,-90.0,438.0,0.0,0.0,0.0,438.0,0.0,438.0,0.0,0.0,438.0,417.000012,-20.999988,383.8,1.14,1.14,1.086503,390.5,1.12,1.12,1.066223,
12/31/2016,2470,3365.0,2668.0,739.0,-42.0,-617.0,-278.0,-297.0,19.0,-1398.0,8992.0,-425.0,,-7169.0,-980.0,1510.0,1180.0,330.0,-1233.0,10.0,-1243.0,703.0,,-562.0,-70.0,0.0,-632.0,268.0,-364.0,-283.0,-283.0,0.0,-81.0,0.0,-81.0,0.0,0.0,-81.0,-17.0,347.0,376.6,-0.215082,-0.966543,-0.045141,383.7,-0.215082,-0.966543,-0.062191,
03/31/2017,4169,3438.0,2622.0,805.0,11.0,434.0,297.0,278.0,19.0,-2424.0,1774.0,650.0,,,-1263.0,813.0,483.0,330.0,450.0,436.0,14.0,0.0,-1.0,481.0,-80.0,0.0,401.0,-98.0,303.0,-75.0,-75.0,0.0,378.0,0.0,378.0,0.0,0.0,378.0,287.0,-16.0,371.4,1.02,0.82,0.772752,378.6,1.0,0.8,0.757739,
06/30/2017,4769,3490.0,2650.0,840.0,0.0,790.0,489.0,466.0,23.0,-3517.0,2541.0,976.0,,,-1310.0,821.0,490.0,331.0,489.0,452.0,37.0,0.0,,-58.0,-81.0,0.0,-139.0,99.0,-40.0,0.0,0.0,0.0,-40.0,0.0,-40.0,0.0,0.0,-40.0,411.75,451.75,366.0,-0.11,-0.11,1.125,372.3,-0.11,-0.11,1.103403,
09/30/2017,4192,3447.0,1723.0,803.0,921.0,430.0,315.0,291.0,24.0,-2638.0,3299.0,614.0,,-1275.0,-1293.0,306.0,230.0,76.0,238.0,230.0,8.0,749.0,-1.0,260.0,-79.0,0.0,181.0,-36.0,145.0,-89.0,-89.0,0.0,234.0,0.0,234.0,0.0,0.0,234.0,130.0,-15.0,360.2,0.65,0.402554,0.360911,367.0,0.64,0.397493,0.356621,
12/31/2017,4587,3801.0,2639.0,1162.0,0.0,454.0,332.0,313.0,19.0,-2692.0,3487.0,940.0,,-1735.0,-1384.0,1203.0,547.0,656.0,509.0,495.0,14.0,-328.0,-11.0,500.0,-78.0,0.0,422.0,-980.0,-558.0,3145.0,3145.0,0.0,-3703.0,0.0,-3703.0,0.0,0.0,-3703.0,293.0,851.0,357.0,-10.37,-1.56,0.820728,363.9,-10.37,-1.56,0.778555,
03/31/2018,4691,3927.0,2570.0,1357.0,0.0,421.0,343.0,323.0,20.0,-2695.0,1608.0,1087.0,0.0,0.0,-1379.0,817.0,489.0,328.0,562.0,548.0,14.0,0.0,-18.0,599.0,-80.0,0.0,519.0,-91.0,428.0,-169.0,-169.0,0.0,597.0,0.0,597.0,0.0,0.0,597.0,461.0,33.0,357.5,1.67,1.2,1.28951,363.9,1.64,1.18,1.270684,
06/30/2018,4789,3958.0,2601.0,1357.0,0.0,480.0,351.0,327.0,24.0,-2738.0,3334.0,1063.0,,-1659.0,-1411.0,1178.0,520.0,658.0,562.0,547.0,15.0,-329.0,-24.0,616.0,-79.0,0.0,537.0,-103.0,434.0,-148.0,-148.0,0.0,582.0,0.0,582.0,0.0,0.0,582.0,409.999989,-24.000011,358.3,1.62,1.211275,1.144292,364.2,1.6,1.19363,1.127732,
09/30/2018,4842,3987.0,2634.0,1353.0,0.0,482.0,373.0,344.0,29.0,-2786.0,1740.0,1054.0,,-8.0,-1439.0,1142.0,810.0,332.0,331.0,319.0,12.0,-34.0,-18.0,599.0,-69.0,0.0,530.0,-103.0,427.0,-5.0,-5.0,0.0,432.0,0.0,432.0,0.0,0.0,432.0,417.0,-10.0,358.6,1.2,1.19,1.162856,364.1,1.19,1.17,1.142535,
12/31/2018,4633,3997.0,2641.0,1356.0,0.0,285.0,351.0,319.0,32.0,-2946.0,3818.0,1018.0,,-1890.0,-1436.0,1209.0,541.0,668.0,561.0,545.0,16.0,-334.0,-14.0,237.0,-70.0,0.0,167.0,29.0,196.0,0.0,0.0,0.0,196.0,0.0,196.0,-6.0,0.0,190.0,281.0,91.0,359.1,0.53,0.53,0.782512,364.0,0.52,0.52,0.52,
03/31/2019,4940,3940.0,2576.0,1364.0,0.0,633.0,367.0,314.0,53.0,-2685.0,2870.0,1055.0,,-1240.0,-1403.0,1196.0,518.0,678.0,699.0,328.0,371.0,-492.0,-13.0,839.0,-64.0,0.0,775.0,-145.0,630.0,0.0,0.0,0.0,630.0,0.0,630.0,-5.0,0.0,625.0,507.0,-118.0,360.0,1.74,1.74,1.408333,365.1,1.71,1.71,1.386801,
06/30/2019,5092,4166.0,2788.0,1377.0,1.0,568.0,358.0,326.0,32.0,-2934.0,3729.0,1065.0,,-1860.0,-1533.0,1331.0,581.0,750.0,577.0,560.0,17.0,-375.0,-106.0,519.0,-63.0,0.0,456.0,-84.0,372.0,0.0,0.0,0.0,372.0,0.0,372.0,0.0,0.0,372.0,404.407986,32.407986,361.4,1.03,1.03,1.119004,365.1,1.02,1.02,1.108765,
09/30/2019,5347,4394.0,3053.0,1337.0,4.0,579.0,374.0,330.0,44.0,-2914.0,1926.0,983.0,,5.0,-1604.0,1297.0,877.0,420.0,343.0,329.0,14.0,-36.0,-109.0,720.0,-67.0,0.0,653.0,-118.0,535.0,0.0,0.0,0.0,535.0,0.0,535.0,-11.0,0.0,524.0,547.000001,23.000001,361.4,1.45,1.45,1.513558,365.4,1.43,1.43,1.492945,
12/31/2019,5361,4423.0,3071.0,1345.0,7.0,566.0,372.0,331.0,41.0,-2939.0,4322.0,966.0,,-2349.0,-1662.0,1501.0,659.0,842.0,582.0,565.0,17.0,-421.0,-19.0,741.0,-65.0,0.0,676.0,-128.0,548.0,0.0,0.0,0.0,548.0,0.0,548.0,-5.0,0.0,543.0,509.64,-33.36,360.5,1.51,1.51,1.413703,364.3,1.49,1.49,1.398427,
03/31/2020,4956,4391.0,3039.0,1348.0,4.0,228.0,337.0,320.0,17.0,-2916.0,3478.0,1013.0,,-1575.0,-1613.0,1260.0,420.0,840.0,814.0,360.0,454.0,-461.0,-19.0,408.0,-64.0,0.0,344.0,-71.0,273.0,0.0,0.0,0.0,273.0,0.0,273.0,-5.0,0.0,268.0,462.29562,194.29562,358.5,0.75,0.75,1.289528,360.5,0.74,0.74,1.278961,
06/30/2020,5068,4234.0,2856.0,1378.0,0.0,448.0,386.0,298.0,88.0,-2847.0,1814.0,1033.0,,0.0,-1554.0,1201.0,785.0,416.0,353.0,340.0,13.0,0.0,-18.0,649.0,-57.0,0.0,592.0,-124.0,468.0,0.0,0.0,0.0,468.0,0.0,468.0,-5.0,0.0,463.0,385.125,-77.875,358.1,1.29,1.29,1.075468,359.3,1.29,1.29,1.073259,
09/30/2020,4996,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,,291.5,,,,,,291.5,,,291.5,391.5,,,0.962,0.962,0.995,,0.962,0.962,0.995,
12/31/2020,5099,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,418.0,,,,,,418.0,,,418.0,436.333,,,1.198,1.198,1.201,,1.198,1.198,1.201,
