Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Unregulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2005,2712.0,1028.0,,,809.0,,,0.0,875.0,,-1084.0,1084.0,1084.0,,,,,1628.0,-1224.0,,206.0,28.0,990.0,404.0,64.0,,,0.0,15.0,133.0,133.0,0.0,0.0,-182.0,468.0,-152.0,316.0,6.0,,,310.0,72.0,382.0,0.0,0.0,382.0,382.0,,176.0,2.14,2.18,2.14,177.4,2.14,2.18,2.14,
03/31/2006,2635.0,1050.0,,,877.0,,,,708.0,,-879.0,309.0,309.0,,635.0,,-65.0,1756.0,-1519.0,,225.0,92.0,1202.0,237.0,-114.0,,,,12.0,133.0,133.0,,,-7.0,123.0,-58.0,65.0,0.0,,,65.0,71.0,136.0,,,136.0,136.0,,177.0,0.77,0.76,0.96,178.0,0.76,0.76,0.96,
06/30/2006,1895.0,1175.0,,,234.0,,,,486.0,,-441.0,409.0,409.0,,93.0,,-61.0,1454.0,-1357.0,,221.0,83.0,1053.0,97.0,-246.0,,,,13.0,134.0,134.0,,,125.0,-149.0,8.0,-141.0,1.0,,,-142.0,109.0,-33.0,,,-33.0,-33.0,,177.0,-0.19,-0.18,-0.01,177.0,-0.19,-0.18,-0.01,
09/30/2006,2196.0,1460.0,,,172.0,,,,564.0,,-517.0,539.0,539.0,,58.0,,-80.0,1679.0,-1312.0,,355.0,74.0,883.0,367.0,-129.0,,,,9.0,123.0,123.0,,,15.0,238.0,-59.0,179.0,1.0,,,178.0,10.0,188.0,,,188.0,188.0,,177.0,1.06,1.07,1.44,178.0,1.06,1.07,1.44,
12/31/2006,2038.0,1052.0,,,566.0,,,0.0,420.0,,-602.0,309.0,309.0,,371.0,,-78.0,1436.0,-964.0,,212.0,68.0,155.0,295.0,-139.0,,,0.0,,135.0,135.0,0.0,0.0,4.0,156.0,-30.0,126.0,44.0,,,82.0,60.0,142.0,0.0,0.0,142.0,142.0,,177.0,0.8,0.71,0.77,178.0,0.8,0.71,0.77,
03/31/2007,2463.0,1094.0,,,874.0,,,0.0,495.0,,-942.0,354.0,354.0,,623.0,,-35.0,1521.0,-1241.0,,224.0,90.0,927.0,280.0,-132.0,,,0.0,6.0,137.0,137.0,0.0,0.0,1.0,148.0,-51.0,97.0,-38.0,,,135.0,-1.0,134.0,0.0,0.0,134.0,134.0,,176.0,0.76,0.54,0.63,177.0,0.76,0.54,0.63,
06/30/2007,1677.0,1210.0,,,311.0,,,0.0,156.0,,-495.0,402.0,402.0,,162.0,,-69.0,1182.0,-1349.0,,240.0,110.0,999.0,-167.0,759.0,,,0.0,9.0,134.0,134.0,0.0,0.0,-884.0,592.0,-243.0,349.0,-37.0,,,386.0,-1.0,385.0,0.0,0.0,385.0,385.0,,174.0,2.21,2.0,0.39,175.0,2.2,1.99,0.38,
09/30/2007,2128.0,1403.0,,,173.0,,,0.0,552.0,,-560.0,518.0,518.0,,59.0,,-17.0,1568.0,-1279.0,,248.0,76.0,955.0,289.0,-102.0,,,0.0,10.0,131.0,131.0,0.0,0.0,-19.0,187.0,-34.0,153.0,-45.0,,,198.0,-1.0,197.0,0.0,0.0,197.0,197.0,,165.0,1.2,0.93,0.83,166.0,1.19,0.92,0.82,
12/31/2007,2207.0,1193.0,,,517.0,,,0.0,497.0,,-747.0,412.0,412.0,,320.0,,15.0,1460.0,-911.0,,220.0,81.0,817.0,340.0,-112.0,,,0.0,0.0,131.0,131.0,0.0,0.0,-19.0,228.0,-36.0,192.0,-64.0,,,256.0,-1.0,255.0,0.0,0.0,255.0,255.0,,162.0,1.57,1.17,1.01,163.0,1.56,1.17,1.01,
03/31/2008,2570.0,1153.0,,,915.0,,,0.0,502.0,,-1266.0,1266.0,1266.0,,,,,1304.0,-875.0,,226.0,80.0,569.0,429.0,-112.0,,,0.0,4.0,124.0,124.0,0.0,0.0,-8.0,317.0,-116.0,201.0,-12.0,,,213.0,-1.0,212.0,0.0,0.0,212.0,212.0,,162.0,1.31,1.23,0.78,163.0,1.3,1.23,0.78,
06/30/2008,2251.0,1173.0,,,397.0,,,0.0,681.0,,-602.0,415.0,415.0,,216.0,,-29.0,1649.0,-1478.0,,216.0,78.0,1184.0,171.0,-123.0,,,0.0,4.0,122.0,122.0,0.0,0.0,5.0,48.0,-18.0,30.0,0.0,,,30.0,-2.0,28.0,0.0,0.0,28.0,28.0,,162.0,0.17,0.17,0.16,163.0,0.17,0.17,0.16,
09/30/2008,2338.0,1440.0,,,225.0,,,0.0,673.0,,-679.0,586.0,586.0,,105.0,,-12.0,1659.0,-1289.0,,235.0,71.0,983.0,370.0,-87.0,,,0.0,5.0,125.0,125.0,0.0,0.0,-33.0,283.0,-97.0,186.0,8.0,,,178.0,-1.0,177.0,0.0,0.0,177.0,177.0,,162.0,1.09,1.04,1.07,163.0,1.08,1.03,1.06,
12/31/2008,2170.0,1108.0,,,615.0,,,0.0,447.0,,-743.0,375.0,375.0,,403.0,,-35.0,1427.0,-912.0,,224.0,75.0,844.0,284.0,-113.0,,,0.0,6.0,132.0,132.0,0.0,0.0,-13.0,171.0,-57.0,114.0,-16.0,,,130.0,-1.0,129.0,0.0,0.0,129.0,129.0,,162.0,0.8,0.8,0.88,162.0,0.8,0.8,0.88,
03/31/2009,2255.0,1118.0,,,793.0,771.0,22.0,,344.0,,-844.0,853.0,853.0,,,,-9.0,1411.0,-1016.0,,232.0,80.0,704.0,395.0,-119.0,129.0,-3.0,,3.0,132.0,132.0,,,-10.0,276.0,-97.0,179.0,0.0,0.0,0.0,179.0,-1.0,178.0,0.0,0.0,178.0,175.0,-3.0,163.0,1.09,1.09,1.08362,163.0,1.09,1.09,1.081595,
06/30/2009,1688.0,1108.0,,,312.0,292.0,20.0,0.0,268.0,,-577.0,577.0,577.0,,,0.0,,1111.0,-896.0,,240.0,61.0,595.0,215.0,-104.0,131.0,-3.0,,3.0,134.0,134.0,,,-27.0,111.0,-27.0,84.0,0.0,0.0,0.0,84.0,-1.0,83.0,,0.0,83.0,83.0,0.0,164.0,0.51,0.51,0.51,164.0,0.51,0.51,0.51,
09/30/2009,1950.0,1289.0,,,209.0,190.0,19.0,0.0,452.0,,-461.0,469.0,469.0,,,0.0,-8.0,1489.0,-1157.0,,266.0,63.0,828.0,332.0,-112.0,132.0,-11.0,,11.0,143.0,143.0,,,-20.0,220.0,-69.0,151.0,0.0,0.0,0.0,151.0,,151.0,0.0,0.0,151.0,151.0,0.0,165.0,0.92,0.92,0.92,165.0,0.92,0.92,0.92,
12/31/2009,2121.0,1188.0,,,556.0,535.0,21.0,0.0,377.0,,-846.0,846.0,846.0,,,0.0,,1275.0,-968.0,,282.0,71.0,615.0,307.0,-132.0,134.0,-2.0,,2.0,136.0,136.0,,,-2.0,175.0,-54.0,121.0,0.0,0.0,0.0,121.0,-1.0,120.0,0.0,0.0,120.0,119.999987,-1.3e-05,165.0,0.72,0.72,0.727273,165.0,0.72,0.72,0.72,
03/31/2010,2453.0,1146.0,,,776.0,755.0,21.0,0.0,531.0,,-995.0,995.0,995.0,,,0.0,,1458.0,-986.0,,251.0,82.0,653.0,472.0,-126.0,137.0,-3.0,,3.0,140.0,140.0,,,-11.0,346.0,-116.0,230.0,0.0,0.0,0.0,230.0,-1.0,229.0,0.0,0.0,229.0,230.0,1.0,166.0,1.38,1.38,1.385542,166.0,1.38,1.38,1.385542,
06/30/2010,1792.0,1208.0,,,253.0,232.0,21.0,0.0,331.0,,-466.0,473.0,473.0,,,0.0,-7.0,1326.0,-1070.0,,253.0,80.0,737.0,256.0,-125.0,133.0,-3.0,,3.0,136.0,136.0,,,-8.0,131.0,-44.0,87.0,0.0,0.0,0.0,87.0,-1.0,86.0,0.0,0.0,86.0,64.0,-22.0,169.0,0.51,0.51,0.378698,169.0,0.51,0.51,0.378698,
09/30/2010,2139.0,1444.0,,,190.0,170.0,20.0,0.0,505.0,,-505.0,523.0,523.0,,,0.0,-18.0,1634.0,-1248.0,,271.0,69.0,908.0,386.0,-128.0,139.0,-3.0,,3.0,142.0,142.0,,,-11.0,258.0,-92.0,166.0,0.0,0.0,0.0,166.0,-3.0,163.0,0.0,0.0,163.0,164.0,1.0,169.0,0.97,0.97,0.970414,170.0,0.96,0.96,0.965882,
12/31/2010,2173.0,1195.0,,,512.0,491.0,21.0,0.0,466.0,,-824.0,824.0,824.0,,,0.0,,1349.0,-999.0,,252.0,77.0,670.0,350.0,-135.0,128.0,-3.0,,3.0,131.0,131.0,,,7.0,215.0,-59.0,156.0,0.0,0.0,0.0,156.0,-4.0,152.0,0.0,0.0,152.0,142.0,-10.0,169.0,0.9,0.9,0.840237,170.0,0.9,0.9,0.840237,
03/31/2011,2431.0,1193.0,,,714.0,689.0,25.0,0.0,524.0,,-1071.0,1071.0,1071.0,,,0.0,,1360.0,-970.0,,245.0,83.0,642.0,390.0,-109.0,123.0,-3.0,,3.0,126.0,126.0,,,-14.0,281.0,-103.0,178.0,0.0,0.0,0.0,178.0,-2.0,176.0,0.0,0.0,176.0,187.0,11.0,169.0,1.04,1.04,1.106509,170.0,1.04,1.04,1.104706,
06/30/2011,2028.0,1240.0,,,265.0,242.0,23.0,0.0,523.0,,-771.0,771.0,771.0,,,0.0,,1257.0,-969.0,,248.0,77.0,644.0,288.0,-112.0,122.0,-2.0,,2.0,124.0,124.0,,,-10.0,176.0,24.0,200.0,0.0,0.0,0.0,200.0,2.0,202.0,0.0,0.0,202.0,117.0,-85.0,169.0,1.19,1.19,0.692308,170.0,1.19,1.19,0.69,
09/30/2011,2265.0,1517.0,,,180.0,159.0,21.0,0.0,568.0,,-866.0,866.0,866.0,,,0.0,,1399.0,-1000.0,,259.0,79.0,662.0,399.0,-113.0,117.0,-3.0,,3.0,120.0,120.0,,,-4.0,286.0,-101.0,185.0,0.0,0.0,0.0,185.0,-2.0,183.0,0.0,0.0,183.0,175.0,-8.0,169.0,1.08,1.08,1.035503,170.0,1.07,1.07,1.022941,
12/31/2011,2163.0,1204.0,,,437.0,415.0,22.0,0.0,522.0,,-829.0,829.0,829.0,,,0.0,,1334.0,-988.0,,238.0,73.0,677.0,346.0,-101.0,121.0,-2.0,,2.0,123.0,123.0,,,-20.0,245.0,-87.0,158.0,1.0,1.0,0.0,157.0,-7.0,150.0,0.0,0.0,150.0,153.0,2.0,169.0,0.88,0.88,0.905325,170.0,0.88,0.88,0.891765,
03/31/2012,2239.0,1198.0,,,534.0,509.0,25.0,0.0,507.0,,-889.0,889.0,889.0,,,0.0,,1350.0,-1038.0,,227.0,95.0,716.0,312.0,-81.0,111.0,-2.0,,2.0,113.0,113.0,,,-30.0,231.0,-73.0,158.0,0.0,0.0,0.0,158.0,-2.0,156.0,0.0,0.0,156.0,151.0,-5.0,170.0,0.91,0.91,0.888235,170.0,0.91,0.91,0.880588,
06/30/2012,2013.0,1290.0,,,241.0,214.0,27.0,0.0,482.0,,-697.0,697.0,697.0,,,0.0,,1316.0,-1022.0,,244.0,79.0,699.0,294.0,-76.0,106.0,-3.0,,3.0,109.0,109.0,,,-30.0,218.0,-70.0,148.0,1.0,1.0,0.0,147.0,-1.0,146.0,0.0,0.0,146.0,143.0,-4.0,170.0,0.86,0.87,0.841176,171.0,0.86,0.87,0.841176,
09/30/2012,2190.0,1543.0,,,181.0,160.0,21.0,0.0,466.0,,-761.0,761.0,761.0,,,0.0,,1429.0,-1023.0,,259.0,78.0,686.0,406.0,-69.0,107.0,-2.0,,2.0,109.0,109.0,,,-38.0,337.0,-108.0,229.0,-1.0,-1.0,0.0,230.0,-3.0,227.0,,0.0,227.0,225.0,-1.0,172.0,1.32,1.31,1.30814,172.0,1.31,1.3,1.294186,
12/31/2012,2349.0,1262.0,,,417.0,432.0,-15.0,0.0,670.0,,-949.0,949.0,949.0,,,0.0,,1400.0,-1133.0,,265.0,80.0,788.0,267.0,-93.0,107.0,-3.0,,3.0,110.0,110.0,,,-14.0,174.0,-35.0,139.0,56.0,56.0,0.0,83.0,-2.0,81.0,0.0,0.0,81.0,147.0,10.0,172.0,0.47,0.79,0.854651,173.0,0.47,0.79,0.847803,
03/31/2013,2516.0,1219.0,,,631.0,604.0,27.0,0.0,666.0,,-1024.0,1024.0,1024.0,,,0.0,,1492.0,-1082.0,,259.0,94.0,729.0,410.0,-70.0,107.0,-2.0,,2.0,109.0,109.0,,,-37.0,340.0,-105.0,235.0,0.0,0.0,0.0,235.0,-1.0,234.0,0.0,0.0,234.0,228.0,-6.0,173.0,1.35,1.35,1.317919,173.0,1.34,1.34,1.305318,
06/30/2013,2225.0,1265.0,,,279.0,248.0,31.0,0.0,681.0,,-940.0,940.0,940.0,,,0.0,,1285.0,-1062.0,,268.0,84.0,710.0,223.0,-72.0,109.0,-3.0,,3.0,112.0,112.0,,,-37.0,151.0,-44.0,107.0,0.0,0.0,0.0,107.0,-2.0,105.0,0.0,0.0,105.0,114.0,9.0,174.0,0.6,0.6,0.655172,175.0,0.6,0.6,0.651429,
09/30/2013,2387.0,1458.0,,,195.0,161.0,34.0,0.0,734.0,,-967.0,967.0,967.0,,,0.0,,1420.0,-1091.0,,284.0,84.0,723.0,329.0,-53.0,104.0,-2.0,,2.0,106.0,106.0,,,-51.0,276.0,-76.0,200.0,0.0,0.0,0.0,200.0,-2.0,198.0,0.0,0.0,198.0,193.0,-5.0,175.0,1.13,1.13,1.102857,176.0,1.13,1.13,1.101591,
12/31/2013,2533.0,1257.0,,,501.0,461.0,40.0,0.0,775.0,,-1124.0,1124.0,1124.0,,,0.0,,1409.0,-1168.0,,283.0,78.0,807.0,241.0,-86.0,107.0,-2.0,,2.0,109.0,109.0,,,-21.0,155.0,-29.0,126.0,0.0,0.0,0.0,126.0,-2.0,124.0,0.0,0.0,124.0,176.0,52.0,177.0,0.7,0.7,0.99435,177.0,0.7,0.7,0.993785,
03/31/2014,3930.0,1412.0,,,856.0,804.0,52.0,0.0,1889.0,-227.0,-2155.0,2155.0,2155.0,,,0.0,,1775.0,-1215.0,,280.0,95.0,840.0,560.0,-75.0,108.0,-2.0,,2.0,110.0,110.0,,,-33.0,485.0,-158.0,327.0,0.0,0.0,0.0,327.0,-1.0,326.0,0.0,0.0,326.0,325.0,-1.0,177.0,1.84,1.84,1.836158,177.0,1.84,1.84,1.83435,
06/30/2014,2698.0,1279.0,,,274.0,229.0,45.0,0.0,1343.0,-198.0,-1276.0,1276.0,1276.0,,,0.0,,1422.0,-1173.0,,282.0,87.0,804.0,249.0,-73.0,103.0,-3.0,,3.0,106.0,106.0,,,-30.0,176.0,-50.0,126.0,0.0,0.0,0.0,126.0,-2.0,124.0,0.0,0.0,124.0,117.0,-7.0,177.0,0.7,0.7,0.661017,177.0,0.7,0.7,0.660452,
09/30/2014,2595.0,1358.0,,,198.0,149.0,49.0,0.0,1039.0,,-1119.0,1119.0,1119.0,,,0.0,,1476.0,-1237.0,,293.0,86.0,858.0,239.0,-61.0,105.0,-2.0,,2.0,107.0,107.0,,,-44.0,178.0,-21.0,157.0,0.0,0.0,0.0,157.0,-1.0,156.0,0.0,0.0,156.0,154.0,-2.0,177.0,0.88,0.88,0.870056,177.0,0.88,0.88,0.868701,
12/31/2014,3078.0,1152.91,,,411.153,349.768,61.385,0.0,1513.937,,-1329.0,1329.0,1329.0,,,0.0,,1749.0,-1207.0,,290.0,84.0,833.0,542.0,-106.0,103.0,-3.0,,3.0,106.0,106.0,,,3.0,436.0,-135.0,301.0,0.0,0.0,0.0,301.0,-2.0,299.0,0.0,0.0,299.0,297.0,-2.0,177.0,1.68,1.68,1.677966,177.0,1.68,1.68,1.668701,
03/31/2015,2984.0,1136.01,,,618.287,528.904,89.383,0.0,1229.703,,-1398.0,1398.0,1398.0,,,0.0,,1586.0,-1125.0,,209.0,100.0,816.0,461.0,-65.0,106.0,-4.0,,4.0,110.0,110.0,,,-41.0,396.0,-122.0,274.0,0.0,0.0,0.0,274.0,-1.0,273.0,0.0,0.0,273.0,297.5,24.5,178.0,1.53,1.53,1.671348,178.0,1.53,1.53,1.66764,
06/30/2015,2268.0,1085.964,,,184.895,145.103,39.792,0.0,997.141,,-942.0,942.0,942.0,,,0.0,,1326.0,-1122.0,,220.0,91.0,811.0,204.0,-73.0,113.0,-2.0,,2.0,115.0,115.0,,,-40.0,131.0,-26.0,105.0,0.0,0.0,0.0,105.0,4.0,109.0,0.0,0.0,109.0,155.0,46.0,179.0,0.61,0.61,0.865922,179.0,0.61,0.61,0.865922,
09/30/2015,2598.0,1386.0,,,214.0,153.0,61.0,0.0,998.0,,-1328.0,1328.0,1328.0,,,0.0,,1270.0,-830.0,,196.0,91.0,543.0,440.0,-74.0,112.0,-4.0,,4.0,116.0,116.0,,,-38.0,366.0,-102.0,264.0,0.0,0.0,0.0,264.0,1.0,265.0,0.0,0.0,265.0,253.0,-12.0,179.0,1.47,1.47,1.413408,180.0,1.47,1.47,1.403333,
12/31/2015,2487.0,1164.0,,,426.0,358.0,68.0,0.0,897.0,,-1329.0,1329.0,1329.0,,,0.0,,1158.0,-1024.0,,227.0,82.0,715.0,134.0,-77.0,106.0,-3.0,,3.0,109.0,109.0,,,-29.0,57.0,20.0,77.0,0.0,0.0,0.0,77.0,3.0,80.0,0.0,0.0,80.0,180.0,100.0,179.0,0.45,0.45,1.005587,180.0,0.45,0.45,1.005556,
03/31/2016,2566.0,1153.0,,,587.0,520.0,67.0,0.0,826.0,,-1341.0,1341.0,1341.0,,,0.0,,1225.0,-844.0,,229.0,99.0,516.0,381.0,-58.0,102.0,-11.0,,11.0,113.0,113.0,,,-44.0,323.0,-83.0,240.0,0.0,0.0,0.0,240.0,7.0,247.0,0.0,0.0,247.0,274.0,27.0,179.0,1.38,1.38,1.530726,180.0,1.37,1.37,1.52,
06/30/2016,2262.0,1215.0,,,300.0,231.0,69.0,0.0,747.0,,-1131.0,1131.0,1131.0,,,0.0,,1131.0,-875.0,,243.0,91.0,541.0,256.0,-61.0,111.0,-3.0,,3.0,114.0,114.0,,,-50.0,195.0,-50.0,145.0,0.0,0.0,0.0,145.0,7.0,152.0,0.0,0.0,152.0,176.35,24.35,179.0,0.84,0.84,0.98,180.0,0.84,0.84,0.98,
09/30/2016,2928.0,1608.0,,,223.0,160.0,63.0,0.0,1097.0,,-1537.0,1537.0,1537.0,,,0.0,,1391.0,-884.0,,230.0,92.0,562.0,507.0,-72.0,111.0,-3.0,,3.0,114.0,114.0,,,-39.0,435.0,-110.0,325.0,0.0,0.0,0.0,325.0,13.0,338.0,0.0,0.0,338.0,353.0,15.0,179.0,1.88,1.88,1.972067,180.0,1.88,1.88,1.963333,
12/31/2016,2874.0,1249.0,,,516.0,413.0,103.0,0.0,1109.0,,-1521.0,1067.0,1067.0,,,0.0,,1353.0,-1052.0,,274.0,88.0,690.0,301.0,-149.0,128.0,-3.0,,3.0,131.0,131.0,,,21.0,152.0,-28.0,124.0,0.0,0.0,0.0,124.0,7.0,131.0,0.0,0.0,131.0,152.0,21.0,179.0,0.731844,0.731844,0.849162,179.0,0.731844,0.731844,0.849162,
03/31/2017,3236.0,1175.0,,,662.0,557.0,105.0,0.0,1399.0,,-1709.0,1709.0,1709.0,,,0.0,,1527.0,-958.0,,249.0,109.0,600.0,569.0,-65.0,122.0,-3.0,,3.0,125.0,125.0,,,-57.0,504.0,-110.0,394.0,0.0,0.0,0.0,394.0,6.0,400.0,0.0,0.0,400.0,322.0,-78.0,179.0,2.23,2.23,1.798883,179.0,2.23,2.23,1.794246,
06/30/2017,2855.0,1218.0,,,333.0,220.0,113.0,0.0,1304.0,,-1644.0,1644.0,1644.0,,,0.0,,1211.0,-891.0,,249.0,97.0,545.0,320.0,-88.0,131.0,-2.0,,2.0,133.0,133.0,,,-43.0,232.0,-57.0,175.0,0.0,0.0,0.0,175.0,2.0,177.0,0.0,0.0,177.0,194.0,17.0,179.0,0.99,0.99,1.083799,179.0,0.99,0.99,1.083799,
09/30/2017,3245.0,1434.0,,,267.0,152.0,115.0,0.0,1544.0,,-1906.0,1906.0,1906.0,,,0.0,,1339.0,-905.0,,258.0,91.0,556.0,434.0,-97.0,142.0,-4.0,,4.0,146.0,146.0,,,-45.0,337.0,-74.0,263.0,0.0,0.0,0.0,263.0,7.0,270.0,0.0,0.0,270.0,265.0,-5.0,179.0,1.51,1.51,1.480447,179.0,1.51,1.51,1.480447,
12/31/2017,3271.0,1275.0,,,579.0,459.0,120.0,0.0,1417.0,,-1905.0,1462.0,1462.0,,,0.0,,1366.0,-1059.0,,274.0,94.0,691.0,307.0,-93.0,129.0,-3.0,,3.0,132.0,132.0,,,-36.0,214.0,66.0,280.0,0.0,0.0,0.0,280.0,7.0,287.0,0.0,0.0,287.0,271.0,-16.0,179.0,1.603352,1.603352,1.513966,179.0,1.603352,1.603352,1.513966,
03/31/2018,3753.0,1205.0,,,669.0,550.0,119.0,0.0,1879.0,,-2326.0,2326.0,2326.0,,,0.0,,1427.0,-923.0,,281.0,111.0,531.0,504.0,-85.0,132.0,-3.0,,3.0,135.0,135.0,,,-47.0,419.0,-68.0,351.0,0.0,0.0,0.0,351.0,10.0,361.0,0.0,0.0,361.0,328.63,-32.37,180.0,2.01,2.01,1.825722,180.0,2.0,2.0,1.820167,
06/30/2018,3159.0,1276.0,,,377.0,255.0,122.0,0.0,1506.0,,-1877.0,1877.0,1877.0,,,0.0,,1282.0,-953.0,,272.0,97.0,584.0,329.0,-74.0,132.0,-3.0,,3.0,135.0,135.0,,,-58.0,255.0,-19.0,236.0,0.0,0.0,0.0,236.0,-2.0,234.0,0.0,0.0,234.0,247.79,13.79,181.0,1.29,1.29,1.369006,181.0,1.29,1.29,1.366188,
09/30/2018,3550.0,1521.0,,,286.0,164.0,122.0,0.0,1743.0,,-2135.0,2135.0,2135.0,,,0.0,,1415.0,-986.0,,273.0,99.0,614.0,429.0,-60.0,139.0,-3.0,,3.0,142.0,142.0,,,-79.0,369.0,-34.0,335.0,0.0,0.0,0.0,335.0,-1.0,334.0,0.0,0.0,334.0,391.58,57.58,182.0,1.84,1.84,2.151538,182.0,1.84,1.84,2.151538,
12/31/2018,3750.0,1296.0,,,589.0,467.0,122.0,0.0,1865.0,,-2273.0,1827.0,1827.0,,,0.0,,1477.0,-1145.0,,298.0,98.0,749.0,332.0,-159.0,144.0,-3.0,,3.0,147.0,147.0,,,15.0,173.0,23.0,196.0,0.0,0.0,0.0,196.0,-5.0,191.0,0.0,0.0,191.0,180.01,-10.99,181.0,1.055249,1.055249,0.99453,181.0,1.055249,1.055249,0.99453,
03/31/2019,3514.0,1235.0,1235.0,,761.0,645.0,116.0,0.0,1518.0,,-1967.0,1967.0,1967.0,,,0.0,,1547.0,-1005.0,,296.0,118.0,591.0,542.0,-80.0,148.0,-4.0,,4.0,152.0,152.0,,,-68.0,462.0,-54.0,408.0,0.0,0.0,0.0,408.0,-7.0,401.0,0.0,0.0,401.0,374.0,-27.0,182.0,2.2,2.2,2.054945,183.0,2.19,2.19,2.042459,
06/30/2019,2888.0,1190.0,,,364.0,243.0,121.0,0.0,1334.0,,-1618.0,1618.0,1618.0,,,0.0,,1270.0,-970.0,,305.0,92.0,573.0,300.0,-100.0,151.0,-3.0,,3.0,154.0,154.0,,,-51.0,200.0,-21.0,179.0,0.0,0.0,0.0,179.0,3.0,182.0,0.0,0.0,182.0,193.27,11.27,183.0,0.99,0.99,1.05612,184.0,0.99,0.99,1.05125,
09/30/2019,3119.0,1520.0,,,281.0,155.0,126.0,0.0,1318.0,,-1657.0,1657.0,1657.0,,,0.0,,1462.0,-1012.0,,322.0,101.0,589.0,450.0,-86.0,158.0,-4.0,,4.0,162.0,162.0,,,-72.0,364.0,-47.0,317.0,0.0,0.0,0.0,317.0,2.0,319.0,0.0,0.0,319.0,351.79,32.79,183.0,1.74,1.74,1.92235,184.0,1.73,1.73,1.908207,
12/31/2019,3148.0,1284.0,,,577.0,439.0,138.0,0.0,1287.0,,-1609.0,1182.0,1182.0,,,0.0,,1539.0,-1124.0,,340.0,103.0,681.0,415.0,-117.0,167.0,-6.0,,6.0,173.0,173.0,,,-50.0,298.0,-30.0,268.0,0.0,0.0,0.0,268.0,-1.0,267.0,0.0,0.0,267.0,246.94,-20.06,191.0,1.397906,1.397906,1.29288,191.0,1.397906,1.397906,1.291204,
03/31/2020,3022.0,1216.0,1212.0,4.0,710.0,540.0,170.0,0.0,1096.0,,-1435.0,1435.0,1435.0,,,0.0,,1587.0,-1041.0,,353.0,119.0,569.0,546.0,-155.0,165.0,-10.0,,10.0,175.0,175.0,,,-10.0,391.0,-49.0,342.0,0.0,0.0,0.0,342.0,-2.0,340.0,0.0,0.0,340.0,312.1,-27.9,192.0,1.77,1.77,1.625521,192.0,1.76,1.76,1.614688,
06/30/2020,2583.0,1312.0,1309.0,3.0,423.0,251.0,172.0,0.0,848.0,,-1163.0,1163.0,1163.0,,,0.0,,1420.0,-1053.0,,350.0,84.0,619.0,367.0,-84.0,173.0,-6.0,,6.0,179.0,179.0,,,-89.0,283.0,-6.0,277.0,0.0,0.0,0.0,277.0,0.0,277.0,0.0,0.0,277.0,326.45,49.45,192.0,1.44,1.44,1.70026,193.0,1.44,1.44,1.696218,
