Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1994,1157.099976,,,-1093.863037,,63.236938,,-41.298,,,,21.938999,-17.323,,17.323,,0.0,0.0,4.615999,-3.73,0.886,11.749,,,-10.863,0.0,-10.863,0.0,,-10.863,-10.863,,118.0,-0.0925,0.007203,,118.0,-0.0925,0.007203,0.007203,
03/31/1995,1206.26001,,,-1140.621948,,65.638062,,-40.271999,,,,25.365999,-14.666,,14.666,,0.0,0.0,10.699999,-4.027,6.673,0.126,,,6.546999,0.0,6.547,0.0,,6.547,6.547,,118.0,0.056271,0.057203,,118.0,0.056271,0.057203,0.057203,
06/30/1995,1186.697021,,,-1121.187988,,65.509033,,-41.825001,,,,23.684,-10.581,,10.581,,0.0,0.0,13.103,-3.223,9.88,6.162,,,3.717999,0.0,3.718,0.0,,3.718,3.718,,172.080002,0.02125,0.0575,,172.080002,0.02125,0.0575,0.0575,
09/30/1995,1118.890991,,,-1046.920044,,71.970947,,-45.125,,,,26.846001,-9.718,,9.718,,0.0,0.0,17.128001,-6.349,10.779,0.0,,,10.779001,0.0,10.779,0.0,,10.779,10.779,,178.976,0.06,0.06,0.06,178.976,0.06,0.06,0.06,
12/31/1995,1282.512939,,,-1212.787964,,69.724976,,-45.334,,,,24.391001,-9.132,,9.132,,0.0,0.0,15.259001,-6.409,8.85,0.0,,,8.850001,0.0,8.85,0.0,,8.85,8.85,,177.367996,0.04875,0.04875,0.04875,177.367996,0.04875,0.04875,0.04875,
03/31/1996,1362.05603,,,-1283.897949,,78.158081,,-50.875,,,,27.283001,-9.87,,9.87,,0.0,0.0,17.413001,-7.313,10.1,0.0,,,10.100001,0.0,10.1,0.0,,10.1,10.1,,180.080002,0.05625,0.05625,0.05625,180.080002,0.05625,0.05625,0.05625,
06/30/1996,1420.005981,,,-1339.474976,,80.531006,,-53.806999,,,,26.724001,-9.088,,9.088,,0.0,0.0,17.636001,-7.231,10.405,7.242,,,3.163001,0.0,3.163,0.0,,3.163,3.163,,181.863998,0.0175,0.05625,0.05625,181.863998,0.0175,0.05625,0.05625,
09/30/1996,1487.095947,,,-1413.077026,,74.018921,,-54.528,,,,19.490999,-7.89,,7.89,,0.0,0.0,11.600999,1.694,13.295,0.0,,,13.294999,0.0,13.295,0.0,,13.295,13.295,,193.960008,0.06875,0.06875,0.06875,193.960008,0.06875,0.06875,0.06875,
12/31/1996,1746.935059,,,-1660.782959,,86.1521,,-57.161999,,,,28.99,-9.295,,9.295,,0.0,0.0,19.695,-7.878,11.817,0.0,,,11.817,0.0,11.817,0.0,,11.817,11.817,,189.384,0.0625,0.0625,0.0625,192.88,0.06125,0.06125,0.06125,
03/31/1997,1785.469,,,-1692.568,,92.901,,-60.314,,,,32.587,-11.06,11.06,11.06,,0.0,0.0,21.527,-8.395,13.132,1.982,,,11.15,0.0,11.15,0.0,,11.15,11.15,,189.52008,0.05875,0.06875,0.06875,192.488008,0.0575,0.06875,0.06875,
