Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Net Income,Net Income Surprise %,Source: Bloomberg
12/31/2010,,6.341,7.209,1.27249134948097,7.209,5.043,,80.0,,,,2.12352941176471,,,,13.688692635231,
03/31/2011,,14.505,88.432,42.3858603066439,80.887,65.226,,880.582524271845,,,,42.1959731543624,,,,509.665632540503,
06/30/2011,,24.593,4.711,14.0283008491772,526.458,2.624,,-58.041958041958,,,,28.6775032509753,,,,-80.8441426422153,
09/30/2011,,9.365,11.659,9.61776198934281,7.079,5.031,,-13.7931034482759,,,,27.6021540225873,,,,24.4954618259477,
12/31/2011,,9.918,1.694,12.7069910897875,2.809,-6.612,,-48.1787878787879,,,,34.4595410628019,,,,-82.9199435370034,
03/31/2012,,10.37,18.707,9.49518687576264,25.256,18.79,,266.666666666667,,,,26.2765598650927,,,,80.3953712632594,
06/30/2012,,20.843,103.04,13.8942463017534,103.04,102.141,,461.576354679803,,,,33.8186372353333,,,,394.362615746294,
09/30/2012,,22.888,25.657,6.94146743610882,7.732,6.781,,-60.5263157894737,,,,31.3580579905597,,,,12.0980426424327,
12/31/2012,,19.884,26.938,-5.37339449541285,19.96,17.202,,39.4230769230769,,,,25.031809401159,,,,35.4757594045464,
03/31/2013,,10.586,-1.25,13.0915226674574,18.909,35.513,,,,,,35.1089962540031,,,,,
06/30/2013,,36.029,8.286,-0.233606557377054,8.276,6.753,,-67.8571428571429,,,,28.3872549019608,,,,-77.0018596130895,
09/30/2013,,19.6,25.57,0.858964085985137,37.025,15.803,,41.1764705882353,,,,28.2072538860104,,,,30.4591836734694,
12/31/2013,,25.257,37.12,5.94655424452946,37.12,31.279,,47.1698113207547,,,,31.1179313507602,,,,46.969157065368,
03/31/2014,,31.788,145.961,8.84178120725255,146.09,140.318,,366.463414634146,,,,31.3484555984556,,,,359.170127091984,
06/30/2014,,30.583,121.183,2.35083907562913,235.541,116.189,,413.272177419355,,,,32.4350364963504,,,,296.243010823006,
09/30/2014,,32.917,89.163,10.0249778694949,64.688,55.621,,228.621908127209,,,,23.9467073674839,,,,170.872193699304,
12/31/2014,,45.444,41.14901,-1.32031648800408,56.785,41.207,,14.3667567567568,,,,19.2023832490612,,,,-9.45117067159582,
03/31/2015,,46.05,56.736,0.328860759493665,43.277,29.916,,30.1369863013699,,146.203143893591,,-4.08339350180505,,,,23.2052117263844,
06/30/2015,,38.875,-39.106,1.88642590286426,-39.106,-39.106,,,,,,15.5490039840638,,,,,
09/30/2015,,-18.514,163.658,1.90235849056603,163.658,3.954,,,,,,26.5432020518281,,,,,
12/31/2015,,35.074,100.164,-0.609813084112153,101.303,83.894,,2277.70476190476,,,,1.17220338983052,,,,185.579061413013,
03/31/2016,,53.656,9.448,5.24413633737724,23.221,9.448,,-75.2404371584699,,,,7.4279605263158,,,,-82.3915312360221,
06/30/2016,,223.5,-63.123,18.7719230769231,133.457,-63.123,,,,,,65.2996610169492,,,,,
09/30/2016,,33.5,33.855,3.30942422266464,34.252,33.855,,28.796,,,,9.50189393939393,,,,1.0597014925373,
12/31/2016,,23.529,16.65,0.692824490740379,44.016,16.65,,-25.3216981132076,,,,10.4628691983122,,,,-29.2362616345786,
03/31/2017,,38.083,10.784,-0.863221660926742,11.351,10.784,,-67.1298461538461,,,,3.27061068702291,,,,-71.6829031326314,
06/30/2017,,52.686,12.045,3.86530770896321,8.222,12.045,,-77.9365137614679,,,,10.893962264151,,,,-77.1381391641043,
09/30/2017,,2.367,38.869,-0.812091074941668,38.869,38.869,,,,,,1.07380497131931,,,,1542.12082805239,
12/31/2017,,47.7,-48.515,-3.72762320392826,27.982,-48.515,,,,,,1.20222634508349,,,,,
03/31/2018,,41.14,78.245,-12.8049132947977,101.766,78.245,,89.0347921225383,,,,,,,,90.1920272241128,
06/30/2018,,36.925,118.346,1.04563758389261,103.556,118.346,,251.8,,,,,,,,220.503723764387,
09/30/2018,,33.66,92.907,3.08782467913372,88.209,92.907,,172.11608040201,,,,,,,,176.016042780749,
12/31/2018,,25.483,-9.346,2.8225976460515,-61.219,-9.346,,,,,,,,,,,
03/31/2019,,35.1,44.841,-1.37601296596434,43.792,44.841,,2.51259541984733,,,,,,,,27.7521367521368,
06/30/2019,,36.3,161.103,2.18422435715381,161.103,161.103,,373.170731707317,,,,,,,,343.809917355372,
09/30/2019,,30.52,29.616,3.39593779773384,33.157,29.616,,-7.66760925449871,,,,,,,,-2.96199213630406,
12/31/2019,,29.78,36.673,0.570947302445367,17.432,36.673,,29.0174647887324,,,,,,,,23.1464069845534,
03/31/2020,,43.36,42.165,20.9788298691301,114.801,42.165,,-5.5819298245614,,,,,,,,-2.7559963099631,
06/30/2020,,5.586,-8.44,-2.61074856046065,56.444,-8.44,,,,,,,,,,,
09/30/2020,,-6.546,,,,,,,,,,,,,,,
12/31/2020,,-10.011,,,,,,,,,,,,,,,
