Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1997,,,3.327,,3.327,3.327,,,,,,,,,,,
06/30/1997,,,4.17,,4.17,4.17,,,,,,,,,,,
09/30/1997,,,2.056,,0.182,0.182,,,,,,,,,,,
12/31/1997,,,3.503,,3.503,3.503,,,,,,,,,,,
03/31/1998,,,4.089,,4.089,4.089,,,,,,,,,,,
06/30/1998,,,5.181,,4.659,4.659,,,,,,,,,,,
09/30/1998,,,7.823,,7.823,7.823,,,,,,,,,,,
12/31/1998,,,6.911,,6.91,6.91,,,,,,,,,,,
03/31/1999,,,8.313,,8.214,8.214,,,,,,,,,,,
06/30/1999,,,9.005,,8.377,8.377,,,,,,,,,,,
09/30/1999,,,8.073,,8.073,8.073,,,,,,,,,,,
12/31/1999,,,8.955,,8.594,8.594,,,,,,,,,,,
03/31/2000,,,21.74,,21.633,21.633,,,,,,,,,,,
06/30/2000,,,13.418,,12.988,12.988,,,,,,,,,,,
09/30/2000,,,15.991,,15.991,15.991,,-7.32436472346787,,,,,,,,,
12/31/2000,,,26.363001,,25.872001,25.872001,,29.4117647058823,,,,,,,,,
03/31/2001,,,12.042,,11.298,11.298,,-34.3575418994413,,,,,,,,,
06/30/2001,,,15.645,,15.53,15.53,,-20.1065246338216,,,,,,,,,
09/30/2001,,,13.265,,12.933,12.933,,-43.9124487004104,,,,,,,,,
12/31/2001,,,,,13.582,13.582,,,,,,,,,,,
03/31/2002,,,14.66,,15.213,15.213,,-38.382541720154,,,,,,,,,
06/30/2002,,,14.05,,15.921,15.921,,-42.643391521197,,,,,,,,,
09/30/2002,,,15.228,,17.013,17.013,,-38.5342789598109,,,,,,,,,
12/31/2002,,,,,16.74,16.74,,,,,,,,,,,
03/31/2003,,,15.222,,34.178,34.178,,-42.080378250591,,,,,,,,,
06/30/2003,,,14.884,,15.542,15.542,,-45.4123112659698,,,,,,,,,
09/30/2003,,,15.19,,19.41712,19.41712,,-47.3081328751432,,,,,,,,,
12/31/2003,,,18.570999,,21.667,21.667,,-43.1171786120592,,,,,,,,,
03/31/2004,,,14.443,,15.955,15.955,,-56.4691656590085,,,,,,,,,
06/30/2004,,,43.791,,45.385,45.385,,13.5416666666667,,,,,,,,,
09/30/2004,,,18.254999,,20.307,20.307,,-53.5864978902954,,,,,,,,,
12/31/2004,,,19.84,,111.525,111.525,,-50.2118644067797,,,,,,,,,
03/31/2005,,,22.531,,22.91,22.91,,-46.0834181078332,,,,,,,,,
06/30/2005,,,22.511,,56.47,56.47,,-51.048951048951,,,,,,,,,
09/30/2005,,,25.780001,,37.33,37.33,,-46.1467038068709,,,,,,,,,
12/31/2005,,,20.836,,20.834,20.834,,-52.4281466798811,,,,,,,,,
03/31/2006,,9.0,23.732,34.356224248927,23.732,23.732,,,,,,,,,,163.688888888889,
06/30/2006,,28.75,27.274,46.5158609655172,29.06,29.06,,7.01754385964913,,,,,,,,-5.13391304347826,
09/30/2006,,18.675,22.462999,36.1712657480315,118.689,118.689,,-55.9633027522936,,,,,,,,20.283796519411,
12/31/2006,,21.277,19.924999,45.1118746589049,29.359,29.359,,-59.0766002098636,,,,,,,,-6.3542839686046,
03/31/2007,,103.755,70.178001,35.8823321863213,147.427,147.427,,42.2222222222222,,,,,,,,-32.3618129246783,
06/30/2007,,20.0,21.469999,74.1256716216216,265.881,265.881,,17.6470588235294,,,,,,,,7.34999500000001,
09/30/2007,,20.8,18.086,11.7267215517241,98.568,98.568,,-38.7755102040816,,,,,,,,-13.0480769230769,
12/31/2007,,17.567,7.339,5.0599402789904,128.666,128.666,,-26.6992167101828,,,,,,,,-58.2228041213639,
03/31/2008,,24.24,19.829,12.9738580912863,121.094,121.094,,-32.0,,,,,,,,-18.1971947194719,
06/30/2008,,37.06,45.389,16.5179945813916,134.191,134.191,,26.8292682926829,,,,,,,,22.4743658931462,
09/30/2008,,18.767,23.742001,18.2425134890107,28.827,28.827,,2.94117647058824,,,,,,,,26.5093035647679,
12/31/2008,,20.0,3.01,21.7503448306273,76.64,76.64,,-73.621103117506,,,,,,,,-84.95,
03/31/2009,,12.2,-16.481,22.017371163868,32.768,-21.23,,,,,,-6.77990275526742,,,,,
06/30/2009,,13.158,47.371,14.724716553288,12.543,14.637,,408.333333333333,,,,3.6374531835206,,,,260.016719866241,
09/30/2009,,9.438,0.881,19.2133731343284,-2.52,-0.922,,-90.0,,,,8.99999999999999,,,,-90.6653952108498,
12/31/2009,,25.246,0.981,14.1135805211211,-5.123,-5.581,,,,,,-10.0228536547237,,,,-96.1142359185613,
03/31/2010,,12.915,15.192,18.4580434473946,15.079,13.275,,65.2173913043478,,,,5.04865601042682,,,,17.6306620209059,
06/30/2010,,13.969,138.314,12.7261284722222,137.038,135.911,,1164.28571428571,,,,1.13790613718411,,,,890.149617009092,
09/30/2010,,57.143,72.997,38.4763658949262,111.5,74.315,,61.1785095320624,,,,19.1024583208983,,,,27.7444306389234,
