Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
02/28/1990,431.399994,,-291.200012,,140.199982,,-98.900002,,,,,41.299999,-8.1,,8.1,,0.0,,0.0,33.199999,-12.8,20.4,0.0,,,20.399999,0.0,20.4,0.0,,20.4,20.4,,88.599998,0.23,0.23,,88.599998,0.23,0.23,0.23,
05/31/1990,469.899994,,-318.5,,151.399994,,-110.099998,,,,,41.299999,-7.2,,7.2,,0.0,,0.0,34.099999,-13.0,21.1,0.0,,,21.099999,0.0,21.1,0.0,,21.1,21.1,,88.599998,0.24,0.24,,88.599998,0.24,0.24,0.24,
08/31/1990,448.600006,,-307.5,,141.100006,,-110.099998,,,,,31.0,-9.1,,5.4,,0.0,,3.7,21.9,-8.6,13.3,0.0,,,13.299999,0.0,13.3,0.0,,13.3,13.3,,88.599998,0.15,0.15,,88.599998,0.15,0.15,0.15,
12/31/1990,1375.800049,,-956.200012,,419.600037,,-370.5,,,,,49.099998,-117.200003,,21.9,,0.0,,95.300003,-68.100005,22.6,-45.5,0.0,,,-45.500005,0.0,-45.5,0.0,,-45.5,-45.5,,106.349998,-0.43,-0.43,-0.43,106.349998,-0.43,-0.43,-0.43,
03/31/1991,659.900024,,-455.5,,204.400024,,-166.300003,,,,,38.099998,-9.9,,9.9,,0.0,,0.0,28.199999,-11.1,17.1,0.0,,,17.099998,0.0,17.1,0.0,,17.1,17.1,,124.0,0.14,0.14,,124.0,0.14,0.14,0.14,
06/30/1991,626.599976,,-429.600006,,196.999969,,-161.899994,,,,,35.099998,-9.3,,9.3,,0.0,,0.0,25.799998,-10.2,15.6,0.0,,,15.599998,0.0,15.6,0.0,,15.6,15.6,,124.0,0.125,0.125,,124.0,0.125,0.125,0.125,
09/30/1991,609.200012,,-422.799988,,186.400024,,-156.0,,,,,30.4,-9.5,,9.5,,0.0,,0.0,20.9,-8.3,12.6,0.0,,,12.599999,0.0,12.6,0.0,,12.6,12.6,,124.0,0.1,0.1,,124.0,0.1,0.1,0.1,
12/31/1991,649.400024,,-441.0,,208.400024,,-169.699997,,,,,38.700001,-8.8,,8.8,,0.0,,0.0,29.900001,-12.2,17.700001,0.0,,,17.700001,0.0,17.700001,0.0,,17.700001,17.700001,,123.265998,0.145,0.145,0.145,123.265998,0.145,0.145,0.145,
03/31/1992,669.799988,,-459.600006,,210.199982,,-166.600006,,,,,43.599998,-10.3,,10.3,,0.0,,0.0,33.299998,-13.0,20.299999,0.0,,,20.299998,0.0,20.299999,0.0,,20.299999,20.299999,,122.0,0.165,0.165,,122.0,0.165,0.165,0.165,
06/30/1992,667.5,,-448.399994,,219.100006,,-171.100006,,,,,48.0,-11.5,,11.5,,0.0,,0.0,36.5,-14.2,22.299999,0.0,,,22.3,0.0,22.299999,0.0,,22.299999,22.299999,,121.599998,0.185,0.185,,121.599998,0.185,0.185,0.185,
