Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,17.872,-9.21,8.661999,0.0,1.623,0.233,10.517999,-0.378,10.139999,-8.169,1.971,0.0,1.971,-0.421,1.55,0.0,0.0,1.55,-0.347,,1.203,,,1.203,,0.038063,0.038063,31.812311,0.038063,0.038063,0.038063,31.812311,
06/30/1990,18.631,-9.616,9.015,0.0,1.967,0.223,11.205,-0.715,10.49,-8.284,2.206,0.0,2.206,-0.461,1.745,0.0,0.0,1.745,-0.396,,1.349,,,1.349,,0.041746,0.041746,33.392549,0.041746,0.041746,0.041746,33.392549,
09/30/1990,19.687,-10.58,9.107,0.0,2.086,0.359,11.552,-1.245,10.307,-8.949,1.358,0.0,1.358,-0.346,1.012,0.0,0.0,1.012,-0.394,,0.618,,,0.618,,0.019645,0.019645,33.402844,0.019645,0.019645,0.019645,33.402844,
12/31/1990,19.748,-10.548,9.2,0.552,2.06,0.127,11.939,-2.757,9.182,-9.378,-0.196,0.0,-0.196,0.233,0.037,0.0,0.0,0.037,-0.391,,-0.354,,,-0.354,-0.01105,-0.01105,-0.01105,33.371343,-0.01105,-0.01105,-0.01105,33.371343,
03/31/1991,19.3,-10.492,8.808001,0.0,2.042,0.277,11.127001,-1.665,9.462001,-9.384,0.078,0.0,0.078,0.062,0.14,0.0,0.0,0.14,-0.394,,-0.254,,,-0.254,,-0.007735,-0.007735,31.779459,-0.007735,-0.007735,-0.007735,31.779459,
06/30/1991,19.821,-10.626,9.195,0.81,2.283,0.315,12.603,-1.046,11.557,-9.575,1.982,0.0,1.982,-0.459,1.523,0.0,0.0,1.523,-0.394,,1.129,,,1.129,,0.036098,0.036098,31.789915,0.036098,0.036098,0.036098,31.789915,
09/30/1991,21.167,-11.114,10.052999,0.278,2.034,0.355,12.719999,-0.615,12.104999,-9.74,2.365,0.0,2.365,-0.784,1.581,0.0,0.0,1.581,-0.393,,1.188,,,1.188,,0.036098,0.036098,31.810372,0.036098,0.036098,0.036098,31.810372,
12/31/1991,21.164,-10.829,10.335,2.212,1.83,0.827,15.204,-2.215,12.989,-10.2,2.789,0.81,3.599,-0.816,2.783,0.0,0.0,2.783,-0.393,,2.39,,,2.39,0.072196,0.072196,0.072196,32.234041,0.072196,0.072196,0.072196,32.234041,
03/31/1992,21.236001,-10.189,11.047,0.0,2.351,0.475,13.873,-0.869,13.004,-10.041,2.963,0.0,2.963,-0.855,2.108,0.0,0.0,2.108,-0.394,,1.714,,,1.714,,0.052793,0.052793,32.843835,0.052793,0.052793,0.052793,32.843835,
06/30/1992,22.764,-10.393,12.371,0.0,2.356,0.427,15.154,-1.474,13.68,-10.613,3.067,0.0,3.067,-0.92,2.147,0.0,0.0,2.147,-0.393,,1.754,,,1.754,,0.052793,0.052793,33.363919,0.052793,0.052793,0.052793,33.363919,
09/30/1992,24.036,-9.9,14.136001,0.249,2.488,0.548,17.421001,-2.643,14.778001,-10.839,3.939,0.0,3.939,-1.226,2.713,0.0,0.0,2.713,-0.394,,2.319,,,2.319,,0.050086,0.050086,45.485407,0.050086,0.050086,0.050086,45.485407,
12/31/1992,23.845,-9.9,13.945,0.0,2.705,0.53,17.18,-1.3,15.88,-11.396,4.484,0.0,4.484,-1.435,3.049,0.0,0.0,3.049,-0.393,,2.656,,,2.656,0.056855,0.056855,0.056855,46.030279,0.056855,0.056855,0.056855,46.030279,
03/31/1993,24.707,-9.584,15.123,0.501,2.576,0.585,18.785,-1.483,17.302,-12.435,4.867,0.0,4.867,-1.708,3.159,0.0,0.0,3.159,-0.394,,2.765,,,2.765,,0.059697,0.059697,46.667243,0.059697,0.059697,0.059697,46.667243,
06/30/1993,27.789001,-10.66,17.129001,0.618,2.92,0.511,21.178001,-1.81,19.368001,-13.748,5.62,0.0,5.62,-2.062,3.558,0.0,0.0,3.558,-0.393,,3.165,,,3.165,,0.066804,0.066804,46.865622,0.066804,0.066804,0.066804,46.865622,
09/30/1993,29.276999,-11.669,17.608,1.346,3.073,0.592,22.619,-1.378,21.241,-15.252,5.989,0.0,5.989,-2.246,3.743,0.0,0.0,3.743,-0.394,,3.349,,,3.349,,0.071068,0.071068,47.291921,0.071068,0.071068,0.071068,47.291921,
12/31/1993,32.218001,-12.353,19.865001,0.491,3.493,0.638,24.487001,-1.31,23.177001,-16.438,6.739,0.0,6.739,-2.584,4.155,0.0,0.0,4.155,-0.393,,3.762,,,3.762,0.075332,0.075332,0.075332,50.199715,0.075332,0.075332,0.075332,50.199715,
03/31/1994,33.507,-12.775,20.732,0.0,3.462,0.767,24.961,-1.05,23.911,-16.632999,7.278,0.0,7.278,-2.641,4.637,0.0,0.0,4.637,-0.393,,4.244,,,4.244,,0.082084,0.082084,50.640164,0.082084,0.082084,0.082084,50.640164,
06/30/1994,36.555001,-13.932,22.623001,0.0,3.433,0.79,26.846001,-1.06,25.786001,-17.452,8.334,0.0,8.334,-3.045,5.289,0.0,0.0,5.289,-0.393,,4.896,,,4.896,,0.092531,0.092531,51.00404,0.092531,0.092531,0.092531,51.00404,
09/30/1994,38.504,-14.856,23.648,0.641,3.387,0.794,28.47,-1.05,27.42,-18.775999,8.644,0.0,8.644,-3.128,5.516,0.0,0.0,5.516,-0.141,,5.375,,,5.375,,0.095516,0.095516,55.479958,0.095516,0.095516,0.095516,55.479958,
12/31/1994,39.428002,-15.897,23.531002,0.0,3.497,0.763,27.791002,-1.05,26.741002,-19.002001,7.739,0.0,7.739,-2.804,4.935,0.0,0.0,4.935,-0.147,,4.788,,,4.788,0.081487,0.081487,0.081487,58.032523,0.081487,0.081487,0.081487,58.032523,
03/31/1995,40.417,-17.537001,22.879999,0.0,3.684,0.909,27.472999,-0.857,26.615999,-18.379,8.237,0.0,8.237,-2.994,5.243,0.0,0.0,5.243,-0.141,,5.102,,,5.102001,,0.07992,0.07992,63.412051,0.07992,0.07992,0.07992,63.412051,
06/30/1995,41.594002,-17.938,23.656002,0.018,3.778,1.019,28.471002,-0.388,28.083002,-18.910999,9.172,0.0,9.172,-3.356,5.816,0.0,0.0,5.816,-0.14,,5.676,,,5.676,,0.081487,0.081487,69.225509,0.081487,0.081487,0.081487,69.225509,
09/30/1995,41.573999,-17.603001,23.970999,0.088,4.249,1.126,29.433999,-0.388,29.045999,-19.191999,9.854,0.0,9.854,-3.577,6.277,0.0,0.0,6.277,-0.141,,6.136,,,6.136,,0.086188,0.086188,70.278441,0.086188,0.086188,0.086188,70.278441,
12/31/1995,41.937001,-17.134001,24.803,0.0,4.651,1.97,31.424,-0.582,30.842,-21.211,9.631,0.0,9.631,-3.482,6.149,0.0,0.0,6.149,-0.141,,6.008,,,6.008,0.084621,0.084621,0.084621,70.565608,0.084621,0.084621,0.084621,70.565608,
03/31/1996,47.289,-18.316,28.973,0.771,5.036,1.438,36.217999,-0.794,35.423999,-24.323,11.101,0.0,11.101,-3.94,7.161,0.0,0.0,7.161,-0.281,,6.88,0.0,0.0,6.88,0.088852,0.088852,0.088852,77.433827,0.079802,0.079802,0.079802,81.128965,
06/30/1996,49.093,-18.525999,30.567001,0.048,5.291,2.107,38.013001,-0.774,37.239001,-25.622,11.617,0.0,11.617,-4.107,7.51,0.0,0.0,7.51,-0.28,,7.23,0.0,0.0,7.23,0.093788,0.093788,0.093788,77.087406,0.083422,0.083422,0.083422,81.827879,
