Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,763.698975,13.664,13.664,0,165.582993,,,141.554993,,,,,18.813999,,,,,339.615997,386.981995,,,0.0,37.101002,,,,,,37.101002,424.082996,,122.914001,122.914001,,,,8.964,,,,,,42.269994,,,42.269994,174.147995,139.889999,,,,,67.428001,,,,67.428001,207.318001,381.465996,0.0,105.082001,,,-132.229996,,386.042999,358.895004,23.337999,382.233004,763.698999,
12/31/1992,742.669983,0.101,0.101,0,166.080994,,,128.854004,,,,,19.563,,,,,314.598999,390.730011,665.914978,-275.184998,0.0,37.341,,,,,,37.341,428.071011,,113.879997,113.879997,,,,7.458,,,,,,39.231003,,,39.231003,160.569,131.076996,,,,,66.779999,,,,66.779999,197.856995,358.425995,0.0,105.082001,,,-132.231003,,388.098999,360.949997,23.294001,384.243998,742.669993,
03/31/1993,784.763977,9.495,9.495,0,160.298996,,,139.951004,,,,,24.705,,,,,334.450012,411.699005,,,0.0,38.615002,,,,,,38.615002,450.314007,,129.453995,129.453995,,,,7.737,,,,,,47.981002,,,47.981002,185.171997,148.151001,,,,,65.778,,,,65.778,213.929001,399.100998,0.0,105.082001,,,-132.231003,,390.806992,363.65799,22.004999,385.662989,784.763987,
06/30/1993,795.106995,9.783,9.783,0,166.468002,,,138.731003,,,,,27.752001,,,,,342.734009,413.868988,,,0.0,38.504002,,,,,,38.504002,452.37299,,123.102997,123.102997,,,,7.228,,,,,,42.437008,,,42.437008,172.768005,159.160995,,,,,66.321999,,,,66.321999,225.482994,398.250999,0.0,106.196999,,,-133.492996,,401.331985,374.035988,22.82,396.855988,795.106987,
09/30/1993,797.120972,12.646,12.646,0,162.182999,,,135.658005,,,,,35.452999,,,,,345.940002,411.928986,,,0.0,39.251999,,,,,,39.251999,451.180984,,150.757996,150.757996,,,,5.654,,,,,,37.652,,,37.652,194.063995,142.934006,,,,,74.317001,,,,74.317001,217.251007,411.315002,0.0,106.196999,,,-133.492996,,390.544998,363.249001,22.556999,385.806,797.121002,
12/31/1993,789.767029,8.911,8.911,0,161.695007,,,127.123001,,,,,39.279999,,,,,337.009003,414.888,676.630981,-261.743011,0.0,37.869999,,,,,,37.869999,452.757999,,138.242996,138.242996,,,,4.035,,,,,,41.910999,,,41.910999,184.188995,123.214996,,,,,90.415001,,,,90.415001,213.629997,397.818992,0.0,106.723999,,,-133.492996,,397.307998,370.539001,21.409,391.948001,789.766993,
03/31/1994,863.77002,11.811,11.811,0,177.067001,,,145.106003,,,,,42.359001,,,,,376.342987,444.287994,,,0.0,43.139,,,,,,43.139,487.426994,,158.854004,158.854004,,,,3.955,,,,,,49.608004,,,49.608004,212.417007,164.104004,,,,,86.986,,,,86.986,251.090004,463.507011,0.0,106.806999,,,-133.492996,,404.740982,378.054985,22.208,400.262985,863.769997,
06/30/1994,891.442993,15.76,15.76,0,184.628006,,,149.841995,,,,,43.175999,,,,,393.406006,455.119995,,,0.0,42.917,,,,,,42.917,498.036995,,164.018005,164.018005,,,,4.477,,,,,,46.325002,,,46.325002,214.820007,172.419006,,,,,89.094002,,,,89.094002,261.513008,476.333015,0.0,106.806999,,,-133.492996,,418.468002,391.782005,23.327999,415.110004,891.44302,
09/30/1994,905.364014,19.337,19.337,0,189.345001,,,156.766998,,,,,43.41,,,,,408.859009,453.640015,,,0.0,42.865002,,,,,,42.865002,496.505016,,159.214005,159.214005,,,,4.725,,,,,,47.447989,,,47.447989,211.386993,173.401993,,,,,90.177002,,,,90.177002,263.578995,474.965988,0.0,106.806999,,,-133.492996,,432.572006,405.886009,24.511999,430.398008,905.363997,
12/31/1994,923.338989,12.726,12.726,0,197.164001,,,168.153,,,,,40.828999,,,,,418.872009,461.31601,722.463013,-261.147003,0.0,43.151001,,,,,,43.151001,504.467011,,159.272003,159.272003,,,,2.424,,,,,,49.12199,,,49.12199,210.817993,171.727997,,,,,98.835999,,,,98.835999,270.563996,481.381989,0.0,106.862,,,-133.492996,,444.658005,418.027009,23.93,441.957009,923.338998,
03/31/1995,949.47998,15.432,15.432,0,195.662003,,,181.444,,,,,42.074001,,,,,434.612,471.906006,,,0.0,42.962002,,,,,,42.962002,514.868008,,149.356003,149.356003,,,,2.447,,,,,,45.603995,,,45.603995,197.406998,192.018997,,,,,101.247002,,,,101.247002,293.265999,490.672997,0.0,110.310997,,,-133.492996,,456.498001,433.316002,25.490999,458.807001,949.479998,
06/30/1995,951.049988,16.136999,16.136999,0,202.210007,,,165.188995,,,,,42.325001,,,,,425.860992,482.265991,,,0.0,42.923,,,,,,42.923,525.188992,,151.468994,151.468994,,,,1.676,,,,,,47.328013,,,47.328013,200.473007,171.809998,,,,,102.920998,,,,102.920998,274.730995,475.204002,0.0,110.310997,,,-133.492996,,472.034988,448.852989,26.993,475.845989,951.049992,
09/30/1995,963.020996,23.149,23.149,0,201.199005,,,165.608002,,,,,41.126999,,,,,431.083008,487.946991,,,0.0,43.991001,,,,,,43.991001,531.937992,,166.089005,166.089005,,,,1.646,,,,,,47.253002,,,47.253002,214.988007,158.274002,,,,,103.042,,,,103.042,261.316002,476.304008,0.0,110.310997,,,-133.492996,,482.438004,459.256004,27.461,486.717005,963.021013,
12/31/1995,1030.594971,22.032,22.032,0,201.725006,,,178.085007,,,,,40.431999,,,,,442.273987,534.551025,819.317993,-284.766998,0.0,53.77,,,,,,53.77,588.321025,,163.692001,163.692001,,,,4.485,,,,,,51.037995,,,51.037995,219.214996,166.434998,,,,,103.700996,,,,103.700996,270.135994,489.35099,0.0,152.899994,,,-146.848999,,506.756989,512.807984,28.436001,541.243985,1030.594975,
03/31/1996,1034.706055,22.407,22.407,0,201.199997,,,177.279999,,,,,42.507,,,,,443.394012,538.004028,,,0.0,53.307999,,,,,,53.307999,591.312027,,155.938004,155.938004,,,,2.786,,,,,,52.145992,,,52.145992,210.869995,167.403,,,,,105.398003,,,,105.398003,272.801003,483.670998,0.0,152.899994,,,-146.848999,,517.647003,523.697998,27.337,551.034998,1034.705996,
06/30/1996,1127.828003,27.046,27.046,0,217.112,,,183.789993,,,,,41.080002,,,,,469.028015,551.864014,,,0.0,106.935997,,,,,,106.935997,658.800011,,163.139008,163.139008,,,,3.579,,,,,,48.082987,,,48.082987,214.800995,235.160004,,,,,109.351997,,,,109.351997,344.512001,559.312996,0.0,155.074005,,,-146.848999,,531.045013,539.27002,29.245001,568.51502,1127.828016,
09/30/1996,1130.321045,21.535,21.535,0,215.216003,,,179.169998,,,,,44.573002,,,,,460.493988,564.130005,,,0.0,105.696999,,,,,,105.696999,669.827003,,153.112,153.112,,,,4.894,,,,,,49.285001,,,49.285001,207.291,234.889999,,,,,110.636002,,,,110.636002,345.526001,552.817001,0.0,155.074005,,,-155.811005,,547.58902,546.85202,30.652,577.504021,1130.321022,
12/31/1996,1168.795044,10.223,10.223,0,216.740005,,,200.397003,,,,,39.561001,,,,,466.92099,583.491028,895.862976,-312.372009,0.0,118.383003,,,,,,118.383003,701.874031,,164.638,164.638,,,,4.712,,,,,,45.095007,,,45.095007,214.445007,241.076996,,,,,114.387001,,,,114.387001,355.463997,569.909004,0.0,155.270996,,,-155.811005,,567.636994,567.096985,31.789,598.885985,1168.794989,
03/31/1997,1324.071045,18.097,18.097,0,257.868011,,,216.251999,,,,,45.681,,,,,537.89801,620.78302,,,0.0,165.389999,,,,,,165.389999,786.173019,,187.074005,187.074005,,,,6.48,,,,,,52.061992,,,52.061992,245.615997,339.438995,,,,,114.719002,,,,114.719002,454.157997,699.773994,0.0,180.425003,,,-155.811005,,569.631012,594.24501,30.052,624.29701,1324.071005,
06/30/1997,1299.004028,16.589001,16.589001,0,243.475006,,,200.589005,,,,,39.477001,,,,,500.130005,634.64801,997.26001,-362.612,0.0,164.225998,,,,,,164.225998,798.874008,,179.330994,179.330994,,,,6.174,,,,,,49.896008,,,49.896008,235.401001,308.075012,,,,,117.082001,,,,117.082001,425.157013,660.558014,0.0,180.425995,,,-159.541,,586.331009,607.216003,31.23,638.446003,1299.004017,
09/30/1997,1319.432007,19.306999,19.306999,0,229.518005,,,205.735992,,,,,46.653,,,,,501.213989,655.715027,1035.890015,-380.174988,0.0,162.503006,,,,,,162.503006,818.218033,,193.776993,193.776993,,,,4.989,,,,,,52.336012,,,52.336012,251.102005,302.696991,,,,,116.358002,,,,116.358002,419.054993,670.156998,0.0,180.425995,,,-159.541,,596.447006,617.332001,31.943001,649.275002,1319.431999,
12/31/1997,1362.567017,13.827,13.827,0,233.546997,,,221.576004,101.103996,0.0,166.442993,,47.443001,,,,,516.393005,685.22699,1044.496948,-359.269989,0.0,160.947006,150.632004,,,,,10.315002,846.173996,,195.345993,195.345993,,,,4.278,,,,,,51.563003,,,51.563003,251.186996,316.790985,,,,,120.942001,,,,120.942001,437.732986,688.919982,0.0,180.425995,,,-160.862,,620.321015,639.88501,33.762001,673.647011,1362.566993,
03/31/1998,1422.489014,23.403999,23.403999,0,227.041,,,219.737,,,219.737,,46.07,,,,,516.252014,707.38208,1065.613037,-358.230988,0.0,198.854996,159.298996,,,,,39.556,906.237076,,177.768005,177.768005,,,,4.146,,,,,,46.537991,,,46.537991,228.451996,384.523987,,,,,121.393997,,,,121.393997,505.917984,734.36998,0.0,187.813995,,,-160.862,,628.557007,655.509003,32.610001,688.119003,1422.488983,
06/30/1998,1430.722046,14.761,14.761,0,235.595001,,,217.865005,,,217.865005,,41.615002,,,,,509.835999,715.387024,1091.546021,-376.158997,0.0,205.498993,167.190994,,,,,38.307999,920.886017,,179.748001,179.748001,,,,3.892,,,,,,54.322996,,,54.322996,237.962997,364.244995,,,,,120.926003,,,,120.926003,485.170998,723.133995,0.0,187.813995,,,-160.862,,646.89801,673.850006,33.737999,707.588005,1430.722,
09/30/1998,1417.296997,23.561001,23.561001,0,231.841995,,,206.776993,,,206.776993,,38.761002,,,,,500.94101,716.012878,1123.42395,-407.411011,0.0,200.343002,162.865005,,,,,37.477997,916.355881,,165.746002,165.746002,,,,4.301,,,,,,55.928004,,,55.928004,225.975006,379.446991,,,,,122.444,,,,122.444,501.890991,727.865997,0.0,187.813995,,,-196.554993,,663.473999,654.733002,34.698002,689.431004,1417.297001,
12/31/1998,1482.026001,23.738001,23.738001,0,246.675995,,,241.585007,87.241997,0.0,154.518005,0.0,34.911999,,,,,546.911011,740.101013,1152.647949,-412.546997,0.0,195.014008,160.819,,,,,34.195007,935.115021,,193.087997,193.087997,,,,6.499,,,,,,46.026009,,,46.026009,245.613007,371.363007,,,,,139.334,,,,139.334,510.697006,756.310013,0.0,187.813995,,,-202.205994,,702.246002,687.854004,37.862,725.716003,1482.026016,
03/31/1999,1448.296997,25.858,25.858,0,245.162994,245.162994,,222.304993,,,,0.0,35.944,,,,,529.27002,743.140991,1158.162964,-415.022003,0.0,175.886002,159.567001,159.567001,0.0,,,16.319,919.026993,,180.335999,180.335999,,,,5.727,,,,,,46.739995,,,46.739995,232.802994,382.214996,,,,,134.119995,,,,134.119995,516.334991,749.137985,0.0,187.863007,,,-202.205994,697.776978,-20.830994,662.602997,36.556,699.158997,1448.296982,
06/30/1999,1499.232056,19.493999,19.493999,0,258.904999,258.904999,,267.32901,,,,0.0,34.846001,,,,,580.573975,744.281982,1180.098999,-435.816986,0.0,174.376007,154.740005,154.740005,0.0,,,19.636002,918.65799,,195.554001,195.554001,,,,6.198,,,,,,51.591993,,,51.591993,253.343994,369.165985,,,,,144.778,,,,144.778,513.943985,767.287979,0.0,187.867004,,,-202.248993,734.627991,-25.884003,694.362,37.582001,731.944,1499.231979,
09/30/1999,1532.116943,24.996,24.996,0,256.076996,256.076996,,279.446991,,,,0.0,36.417999,,,,,596.937988,758.268982,1216.02002,-457.751007,0.0,176.910004,153.173004,153.173004,0.0,,,23.737,935.178986,,208.563995,208.563995,,,,6.993,,,,,,50.48399,,,50.48399,266.040985,366.807007,,,,,147.352997,,,,147.352997,514.160004,780.200989,0.0,187.867004,,,-202.248993,753.747986,-26.220001,713.145996,38.77,751.915997,1532.116985,
12/31/1999,1532.142944,18.187,18.187,0,257.26001,,,274.596985,93.539001,181.057999,,0.0,33.536999,,,,,583.580994,776.241028,1244.840942,-468.600006,0.0,172.320999,172.320999,150.496002,21.824997,,,0.0,948.562027,,189.748993,189.748993,,,,6.79,,,,,,56.729012,,,56.729012,253.268005,372.266998,372.262998,0.004,0.004,,141.214996,,,,141.214996,513.481995,766.75,0.0,187.867004,,,-206.339005,,744.36702,725.89502,39.498001,765.393021,1532.143021,
03/31/2000,1572.803955,20.511999,20.511999,0,260.660004,260.660004,,288.048004,102.027,186.020996,,0.0,35.491001,,,,,604.710999,776.692017,1231.942017,-455.25,0.0,191.401001,169.046997,169.046997,0.0,,,22.354004,968.093018,,201.423004,201.423004,,,,5.424,,,,,,63.331005,,,63.331005,270.178009,395.225006,,,,,135.852997,,,,135.852997,531.078003,801.256012,0.0,242.917007,,,-231.404007,791.783997,-32.91301,770.383987,1.164,771.547987,1572.803999,
06/30/2000,1588.665039,28.712,28.712,0,281.35199,281.35199,,280.654999,95.254997,185.399994,,0.0,35.490002,,,,,626.208984,773.604004,1251.593018,-477.989014,0.0,188.852005,167.460999,167.460999,0.0,,,21.391006,962.456009,,190.985992,190.985992,,,,4.607,,,,,,54.609004,,,54.609004,250.201996,409.760986,,,,,139.173004,,,,139.173004,548.93399,799.135986,0.0,243.089996,,,-231.404007,814.380005,-37.785995,788.279999,1.249,789.528999,1588.664985,
09/30/2000,1879.266968,27.507,27.507,0,287.72699,287.72699,,293.196991,83.051003,210.145996,,0.0,39.702,,,,,648.132996,862.002991,1370.871948,-508.868988,0.0,369.131012,339.131012,339.131012,0.0,,,30.0,1231.134003,,202.074997,202.074997,,,,171.380005,,,,,,58.429001,,,58.429001,431.884003,500.821991,,,,,142.339005,,,,142.339005,643.160995,1075.044998,0.0,243.089996,,,-231.404007,833.791992,-42.692978,802.785004,1.437,804.222004,1879.267002,
12/31/2000,1888.642944,28.91,28.91,0,301.973999,,,274.322998,84.866997,189.455994,,0.0,34.751999,,,,,639.958984,825.754028,1312.220947,-486.46701,0.0,422.929993,422.929993,297.89801,125.031982,,,0.0,1248.684021,,207.115005,207.115005,,,,234.811996,234.811996,0.0,0.0,,,53.169983,,,53.169983,495.096985,437.951996,437.951996,0.0,0.0,,155.266998,,,,155.266998,593.218994,1088.315979,0.0,243.197006,,,-249.091003,,804.651001,798.757004,1.57,800.327004,1888.642983,
03/31/2001,1915.822998,35.162998,35.162998,0,300.92099,300.92099,,297.127991,94.941002,202.186996,,0.0,31.85,,,,,665.062012,832.395996,,,0.0,418.36499,418.36499,291.617004,126.747986,,,0.0,1250.760986,,223.556,223.556,,,,207.048004,,,,,,51.725983,,,51.725983,482.329987,449.881012,,,,,161.393005,,,,161.393005,611.274017,1093.604004,0.0,248.419006,,,-249.091003,870.98999,-49.71698,820.601013,1.618,822.219013,1915.823017,
06/30/2001,1886.342041,34.891998,34.891998,0,293.165009,293.165009,,284.427002,82.582001,201.845001,,0.0,30.99,,,,,643.473999,830.213989,,,0.0,412.653992,412.653992,290.139008,122.514984,,,0.0,1242.867981,,205.692993,205.692993,,,,181.957001,,,,,,56.964996,,,56.964996,444.61499,439.132996,,,,,167.625,,,,167.625,606.757996,1051.372986,0.0,248.453995,,,-249.091003,893.276978,-59.503967,833.136002,1.833,834.969002,1886.341987,
09/30/2001,1977.31897,34.209999,34.209999,0,301.429993,301.429993,,276.834015,82.005997,194.828003,,0.0,30.783001,,,,,643.257019,858.236023,,,0.0,475.825989,475.825989,330.377991,145.447998,,,0.0,1334.062012,,194.237,194.237,,,,5.473,,,,,,76.550987,,,76.550987,276.260986,663.385986,,,,,179.774994,,,,179.774994,843.16098,1119.421967,0.0,248.453995,,,-250.317001,916.129028,-58.346024,855.919998,1.977,857.896998,1977.318965,
12/31/2001,1922.974,35.101,35.101,0,258.397,,,259.755,82.21,192.039,,0.0,33.644,,,,,586.897,852.72,1397.114,-544.394,0.0,483.357,421.889,333.275,88.614,,,61.468,1336.077,,173.766,173.766,,,,5.663,,,,,,58.753,,,58.753,238.182,595.249,595.207,0.042,0.042,,201.267,,,,201.267,796.516,1034.698,0.0,251.105,,,-250.317,,885.36,886.148,2.128,888.276,1922.974,
03/31/2002,1934.770996,38.32,38.32,0,273.27301,,,263.756989,84.341003,197.675995,,-18.26,35.130001,,,,,610.47998,837.841003,,,0.0,486.450012,420.888,365.723999,55.164001,,,65.562012,1324.291016,,177.125,177.125,,,,5.54,,,,,,62.829995,,,62.829995,245.494995,559.862976,,,,,217.153,,,,217.153,777.015976,1022.510971,0.0,253.477005,,,-250.343994,,904.140991,907.274002,4.986,912.260002,1934.770973,
06/30/2002,1984.839966,48.685001,48.685001,0,290.822998,,,285.205994,97.613998,206.393997,,-18.802,35.526001,,,,,660.23999,830.521973,,,0.0,494.078003,417.859009,363.695007,54.164001,,,76.218994,1324.599976,,209.516998,209.516998,,,,2.435,,,,,,65.907011,,,65.907011,277.859009,549.25,,,,,209.341003,,,,209.341003,758.591003,1036.450012,0.0,254.302002,,,-250.343994,,939.828003,943.786011,4.604,948.390011,1984.840023,
09/30/2002,2161.185059,59.470001,59.470001,0,294.901001,,,288.026001,90.762001,213.608994,,-16.344999,36.945,,,,,679.34198,873.703003,,,0.0,608.140015,508.790985,455.709991,53.080994,,,99.34903,1481.843018,,201.317993,201.317993,,,,2.285,,,,,,77.140995,,,77.140995,280.743988,692.367004,,,,,214.188995,,,,214.188995,906.556,1187.299988,0.0,254.302002,,,-250.343994,,965.713989,969.671997,4.213,973.884997,2161.184985,
12/31/2002,2256.65,56.401,56.401,0,321.79,321.79,,308.344,101.003,220.841,,0.0,35.12,,,,,721.655,909.953,1519.502,-609.549,0.0,625.042,526.512,448.009,78.503,,,98.53,1534.995,,230.468,230.468,,,,5.23,,,,,,90.155,,,90.155,325.853,718.277,717.162,1.115,1.115,,249.106,,,,249.106,967.383,1293.236,0.0,254.34,,,-250.344,1052.475,-97.497,958.974,4.44,963.414,2256.65,
03/31/2003,2294.541016,70.181999,70.181999,0,322.121002,,,330.988007,111.905998,236.731003,,-17.649,38.362999,,,,,761.653992,909.640991,,,0.0,623.245972,523.392029,448.567993,74.824036,,,99.853943,1532.886963,,226.108994,226.108994,,,,4.493,,,,,,82.607998,,,82.607998,313.209991,717.835022,,,,,258.359985,,,,258.359985,976.195007,1289.404999,0.0,260.506012,,,-250.343994,1073.093994,-82.674988,1000.581024,4.555,1005.136024,2294.541023,
06/30/2003,2328.779053,85.556,85.556,0,340.23999,,,325.114014,100.013,238.106003,,-13.005,37.855999,,,,,788.765991,907.414978,,,0.0,632.598022,525.052979,451.279999,73.77298,,,107.545044,1540.013,,233.352005,233.352005,,,,7.622,,,,,,87.948999,,,87.948999,328.923004,684.099976,,,,,259.959991,,,,259.959991,944.059967,1272.982971,0.0,260.822998,,,-250.343994,1097.017944,-56.919922,1050.577026,5.219,1055.796026,2328.778997,
09/30/2003,2255.397949,86.605003,86.605003,0,319.792999,319.792999,,324.308014,109.060997,227.671997,,-12.425,37.348999,,,,,768.054993,899.497986,,,0.0,587.844971,523.466003,451.854004,71.612,,,64.378967,1487.342957,,237.332993,237.332993,,,,6.805,,,,,,88.338021,,,88.338021,332.476013,648.763,,,,,206.397995,,,,206.397995,855.160995,1187.637009,0.0,260.822998,,,-250.343994,1116.858032,-64.822021,1062.515015,5.246,1067.761014,2255.398023,
12/31/2003,2292.931885,76.475998,76.475998,0,333.743011,333.743011,,305.182007,101.966003,216.302994,,-13.087,36.505001,,,,,751.906006,915.275024,1615.307983,-700.03302,0.0,625.750977,521.742004,450.592987,71.149017,,,104.008972,1541.026001,,222.774002,222.774002,,,,6.515,6.238,0.277,0.277,,,86.296997,,,86.296997,315.585999,583.398987,583.024987,0.374,0.374,,249.817001,,,,249.817001,833.215988,1148.801987,0.0,261.114014,,,-250.343994,1140.151001,-12.187988,1138.733032,5.397,1144.130032,2292.932019,
03/31/2004,2324.26709,70.116997,70.116997,0,333.872009,333.872009,,321.644989,101.901001,232.684006,,-12.94,37.610001,,,,,763.244019,911.310974,,,0.0,649.711975,508.585999,439.82901,68.756989,,,141.125977,1561.022949,,211.953995,211.953995,,,,6.257,,,,,,88.672001,,,88.672001,306.882996,574.458984,,,,,254.714005,,,,254.714005,829.172989,1136.055984,0.0,273.692993,,,-250.343994,1166.088989,-4.085022,1185.352966,2.858,1188.210966,2324.266951,
06/30/2004,2367.785889,77.994003,77.994003,0,353.550995,353.550995,,337.843994,113.348,237.182007,,-12.686,35.466,,,,,804.85498,931.763,,,0.0,631.16803,509.007996,440.984985,68.02301,,,122.160034,1562.93103,,239.451004,239.451004,,,,6.424,,,,,,84.071987,,,84.071987,329.946991,561.744019,,,,,266.05899,,,,266.05899,827.803009,1157.75,0.0,274.578003,,,-250.343994,1194.749023,-11.68103,1207.302002,2.734,1210.036002,2367.786002,
