Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1997,,66.684998,44.175999,23.239,-36.005001,98.095001,-109.374001,1.634,-60.674,0.0,0.0,-50.334,0.278,0.0,0.0,0.0,0.0,0.278,0.0,0.0,-11.001,,
06/30/1997,,58.535999,44.987999,-4.025,-1.425,98.073997,-97.252998,0.802,-60.446999,0.0,0.0,-37.608002,0.396,0.0,0.0,0.0,0.0,0.396,0.0,0.0,1.217,,
09/30/1997,,56.199001,46.790001,-1.518,-5.432,96.039001,-93.126999,1.18,-49.508999,0.0,0.0,-44.798,0.406,0.0,0.0,0.0,0.0,0.406,0.0,0.0,3.318,,
12/31/1997,,18.433001,49.221001,3.161,14.78,85.595001,-82.223,0.935,-47.493999,0.0,0.0,-35.664001,-1.612,0.0,0.0,0.0,0.0,0.352,-1.964,0.0,1.76,,
03/31/1998,,71.788002,59.108002,-2.254,-34.568001,94.073997,-66.825996,0.373,-117.734001,0.0,0.0,50.535,-18.5,0.0,0.0,0.0,0.0,1.394,-19.893999,0.0,8.748,,
06/30/1998,,68.523003,61.827,5.382,-49.570999,86.161003,-87.247002,0.64,-76.733002,0.0,0.0,-11.154,-10.388,0.0,0.0,0.0,0.0,2.619,-13.007,0.0,-11.474,,
09/30/1998,,71.424004,63.777,3.391,27.214001,165.806,-155.175003,0.235,-65.507004,0.0,0.0,-89.903,-13.297,0.0,0.0,0.0,0.0,3.123,-16.42,0.0,-2.666,,
12/31/1998,,20.205986,63.021992,11.068,10.466,104.762009,-113.584,29.028,-60.056999,0.0,0.0,-82.554993,10.935999,0.0,0.0,0.0,0.0,3.861,0.0,7.075,2.114,,
03/31/1999,,92.728996,63.161999,-23.424999,-72.602997,59.862999,-62.595001,0.358,-42.834999,0.0,0.0,-20.118,-0.142,0.0,0.0,0.0,0.0,2.473,-2.239,-0.376,-2.874,,
06/30/1999,,63.463001,82.460999,1.095,-10.151,136.867996,-90.267998,0.0,-43.092999,0.0,0.0,-47.174999,-38.917999,0.0,0.0,0.0,-17.872999,6.884,-27.540001,-0.389,7.682,,
