Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,289.056,289.056,-151.202,151.202,137.854,0.0,-103.142,92.923,9.678,0.541,34.712,-0.059,,0.059,,,0.0,34.653,-13.058,,,21.595,0.0,0.0,0.0,21.595,0.0,21.595,0.0,0.0,21.595,21.94665,0.35165,329.12325,0.066667,0.066667,0.066682,329.19525,0.066667,0.066667,0.066682,
03/31/2012,289.465,289.465,-148.082,148.082,141.383,0.0,-104.591,94.824,9.767,0.0,36.792,-0.051,,0.051,,,0.0,36.741,-13.661,,,23.08,0.0,0.0,0.0,23.08,0.0,23.08,0.0,0.0,23.08,23.08,0.0,330.06825,0.071111,0.071111,0.071111,330.1065,0.071111,0.071111,0.071111,
06/30/2012,334.872,334.872,-165.993,165.993,168.879,0.0,-115.681,106.068,9.613,0.0,53.198,-0.02,,0.02,,,0.0,53.178,-20.051,,,33.127,0.0,0.0,0.0,33.127,0.0,33.127,0.0,0.0,33.127,33.127,0.0,329.43825,0.102222,0.102222,0.102222,329.463,0.102222,0.102222,0.102222,
09/30/2012,340.179,340.179,-170.478,170.478,169.701,0.0,-117.985,108.52,9.465,0.0,51.716,-0.019,,0.019,,,0.0,51.697,-19.486,,,32.211,0.0,0.0,0.0,32.211,0.0,32.211,0.0,0.0,32.211,32.211,0.0,328.63275,0.097778,0.097778,0.097778,328.63725,0.097778,0.097778,0.097778,
12/31/2012,306.393,306.393,-163.025,163.025,143.368,0.0,-108.418,97.608,9.81,1.0,34.95,0.076,,,-0.076,,0.0,35.026,-12.112,,,22.914,0.0,0.0,0.0,22.914,0.0,22.914,0.0,0.0,22.914,22.914,0.0,328.563,0.071111,0.071111,0.071111,328.56525,0.071111,0.071111,0.071111,
03/31/2013,299.714,299.714,-155.606,155.606,144.108,0.0,-109.028,99.134,9.894,0.0,35.08,0.045,-0.045,,,,0.0,35.125,-11.946,,,23.179,0.0,0.0,0.0,23.179,0.0,23.179,0.0,0.0,23.179,23.179,0.0,329.0355,0.071111,0.071111,0.071111,329.0355,0.071111,0.071111,0.071111,
06/30/2013,350.798,350.798,-174.361,174.361,176.437,0.0,-119.286,109.518,9.768,0.0,57.151,0.127,-0.127,,,,0.0,57.278,-21.284,,,35.994,0.0,0.0,0.0,35.994,0.0,35.994,0.0,0.0,35.994,35.994,0.0,328.9725,0.111111,0.111111,0.111111,328.9725,0.111111,0.111111,0.111111,
09/30/2013,362.155,362.155,-181.135,181.135,181.02,0.0,-123.104,113.028,10.076,0.0,57.916,0.101,-0.101,,,,0.0,58.017,-21.817,,,36.2,0.0,0.0,0.0,36.2,0.0,36.2,0.0,0.0,36.2,36.2,0.0,328.51575,0.111111,0.111111,0.111111,328.51575,0.111111,0.111111,0.111111,
12/31/2013,324.707,324.707,-167.357,167.357,157.35,0.0,-116.276,106.362,9.833,0.081,41.074,0.112,-0.112,,,,0.0,41.186,-13.229,,,27.957,0.0,0.0,0.0,27.957,0.0,27.957,0.0,0.0,27.957,28.00965,0.05265,328.212,0.084444,0.084444,0.08534,328.212,0.084444,0.084444,0.084605,
03/31/2014,313.388,313.388,-161.308,161.308,152.08,0.0,-110.798,100.584,10.214,0.0,41.282,0.076,-0.076,,,,0.0,41.358,-15.592,,,25.766,0.0,0.0,0.0,25.766,0.0,25.766,0.0,0.0,25.766,25.6048,-0.1612,328.47975,0.08,0.08,0.077949,328.47975,0.08,0.08,0.077949,
06/30/2014,369.357,369.357,-182.642,182.642,186.715,0.0,-121.13,110.522,10.608,0.0,65.585,0.086,-0.086,,,,0.0,65.671,-24.811,,,40.86,0.0,0.0,0.0,40.86,0.0,40.86,0.0,0.0,40.86,41.96,1.1,328.21875,0.124444,0.124444,0.127842,328.21875,0.124444,0.124444,0.127796,
09/30/2014,384.87,384.87,-188.81,188.81,196.06,0.0,-130.116,118.679,11.437,0.0,65.944,-0.024,0.024,,,,0.0,65.92,-24.799,,,41.121,0.0,0.0,0.0,41.121,0.0,41.121,0.0,0.0,41.121,41.121,0.0,328.05,0.124444,0.124444,0.124444,328.05,0.124444,0.124444,0.124444,
12/31/2014,343.951,343.951,-174.979,174.979,168.972,0.0,-122.553,111.357,11.25,-0.054,46.419,0.116,-0.116,,,,0.0,46.535,-16.618,,,29.917,0.0,0.0,0.0,29.917,0.0,29.917,0.0,0.0,29.917,29.8819,-0.0351,327.429,0.093333,0.093333,0.091262,327.429,0.093333,0.093333,0.091262,
03/31/2015,330.909,330.909,-168.043,168.043,162.866,0.0,-116.301,105.575,10.781,-0.055,46.565,0.047,-0.047,,,,0.0,46.612,-16.331,,,30.281,0.0,0.0,0.0,30.281,0.0,30.281,0.0,0.0,30.281,30.24525,-0.03575,327.8115,0.093333,0.093333,0.092264,327.8115,0.093333,0.093333,0.092264,
06/30/2015,392.15,392.15,-190.209,190.209,201.941,0.0,-129.673,118.622,11.245,-0.194,72.268,0.066,-0.066,,,,0.0,72.334,-27.261,,,45.073,0.0,0.0,0.0,45.073,0.0,45.073,0.0,0.0,45.073,46.0469,0.9739,327.9195,0.14,0.14,0.140421,327.9195,0.14,0.14,0.140421,
09/30/2015,399.746,399.746,-195.489,195.489,204.257,0.0,-131.845,121.944,11.156,-1.255,72.412,0.021,-0.021,,,,0.0,72.433,-27.387,,,45.046,0.0,0.0,0.0,45.046,0.0,45.046,0.0,0.0,45.046,44.23025,-0.81575,327.891,0.14,0.14,0.134893,327.891,0.14,0.14,0.134893,
12/31/2015,362.5,362.5,-182.235,182.235,180.265,0.0,-128.492,117.601,11.34,-0.449,51.773,0.026,-0.026,,,,0.0,51.799,-20.05,,,31.749,0.0,0.0,0.0,31.749,0.0,31.749,0.0,0.0,31.749,31.45715,-0.29185,327.8775,0.1,0.1,0.095942,327.8775,0.1,0.1,0.095942,
03/31/2016,352.736,352.736,-177.802,177.802,174.934,0.0,-123.806,112.255,11.64,-0.089,51.128,0.05,-0.05,,,,0.0,51.178,-19.25,,,31.928,0.0,0.0,0.0,31.928,0.0,31.928,0.0,0.0,31.928,31.87015,-0.05785,328.029,0.1,0.1,0.097157,328.029,0.1,0.1,0.097157,
06/30/2016,411.133,411.133,-195.943,195.943,215.19,0.0,-138.316,126.545,12.35,-0.579,76.874,0.088,-0.088,,,,0.0,76.962,-29.179,,,47.783,0.0,0.0,0.0,47.783,0.0,47.783,0.0,0.0,47.783,47.40665,-0.37635,327.6555,0.146667,0.146667,0.144685,327.6555,0.146667,0.146667,0.144685,
09/30/2016,423.994,423.994,-205.608,205.608,218.386,0.0,-138.438,125.407,13.083,-0.052,79.948,0.018,-0.018,,,,0.0,79.966,-30.315,,,49.651,0.0,0.0,0.0,49.651,0.0,49.651,0.0,0.0,49.651,49.6172,-0.0338,327.0585,0.153333,0.153333,0.151707,327.0585,0.153333,0.153333,0.151707,
12/31/2016,385.614,385.614,-192.995,192.995,192.619,0.0,-140.093,126.321,13.829,-0.057,52.526,0.004,-0.004,,,,0.0,52.53,-14.523,,,38.007,0.0,0.0,0.0,38.007,0.0,38.007,0.0,0.0,38.007,37.96995,-0.03705,326.7285,0.113333,0.113333,0.116213,326.7285,0.113333,0.113333,0.11322,
03/31/2017,375.247,375.247,-189.163,189.163,186.084,0.0,-128.899,115.154,13.771,-0.026,57.185,0.073,-0.073,,,,0.0,57.258,-16.988,,,40.27,0.0,0.0,0.0,40.27,0.0,40.27,0.0,0.0,40.27,40.2531,-0.0169,326.9565,0.12,0.12,0.123115,326.9565,0.12,0.12,0.119948,
06/30/2017,433.555,433.555,-204.48,204.48,229.075,0.0,-143.126,129.667,13.547,-0.088,85.949,0.19,-0.19,,,,0.0,86.139,-32.45,,,53.689,0.0,0.0,0.0,53.689,0.0,53.689,0.0,0.0,53.689,53.6318,-0.0572,327.003,0.166667,0.166667,0.16401,327.003,0.166667,0.166667,0.16401,
09/30/2017,450.442,450.442,-218.781,218.781,231.661,0.0,-149.179,134.932,14.313,-0.066,82.482,0.079,-0.079,,,,0.0,82.561,-31.131,,,51.43,0.0,0.0,0.0,51.43,0.0,51.43,0.0,0.0,51.43,51.3871,-0.0429,326.982,0.16,0.16,0.157156,326.982,0.16,0.16,0.157156,
12/31/2017,414.713,414.713,-207.519,207.519,207.194,0.0,-138.567,123.68,14.95,-0.063,68.627,-0.083,0.083,,,,0.0,68.544,-34.809,,,33.735,0.0,0.0,0.0,33.735,0.0,33.735,0.0,0.0,33.735,45.29405,11.55905,326.9835,0.1,0.1,0.138521,326.9835,0.1,0.1,0.135351,
03/31/2018,408.742,408.742,-206.143,206.143,202.599,0.0,-143.347,126.487,16.916,-0.056,59.252,-0.058,0.058,,,,0.0,59.194,-10.669,,,48.525,0.0,0.0,0.0,48.525,0.0,48.525,0.0,0.0,48.525,48.48076,-0.04424,327.2445,0.146667,0.146667,0.148149,327.2445,0.146667,0.146667,0.146531,
06/30/2018,480.461,480.461,-230.772,230.772,249.689,0.0,-159.437,143.379,16.366,-0.308,90.252,-0.075,0.075,,,,0.0,90.177,-24.635,,,65.542,0.0,0.0,0.0,65.542,0.0,65.542,0.0,0.0,65.542,65.29868,-0.24332,327.282,0.2,0.2,0.199518,327.282,0.2,0.2,0.199257,
09/30/2018,487.739,487.739,-236.287,236.287,251.452,0.0,-161.625,145.072,16.867,-0.314,89.827,0.063,-0.063,,,,0.0,89.89,-23.262,,,66.628,0.0,0.0,0.0,66.628,0.0,66.628,0.0,0.0,66.628,66.37994,-0.24806,327.321,0.206667,0.206667,0.202798,327.321,0.206667,0.206667,0.202798,
12/31/2018,444.624,444.624,-221.235,221.235,223.389,0.0,-152.207,135.76,16.644,-0.197,71.182,0.29,-0.29,,,2.03,-2.03,71.472,-20.504,,,50.968,0.0,0.0,0.0,50.968,0.0,50.968,0.0,0.0,50.968,50.81237,-0.15563,327.316,0.16,0.16,0.155239,327.316,0.16,0.16,0.155239,
03/31/2019,429.069,429.069,-217.258,217.258,211.811,0.0,-156.032,139.53,16.683,-0.181,55.779,0.274,-0.274,,,,0.0,56.053,-11.827,,,44.226,0.0,0.0,0.0,44.226,0.0,44.226,0.0,0.0,44.226,44.08301,-0.14299,327.506,0.14,0.14,0.134602,327.506,0.14,0.14,0.134602,
06/30/2019,523.957,523.957,-253.333,253.333,270.624,0.0,-181.766,161.886,20.132,-0.252,88.858,-1.899,1.899,,,,0.0,86.959,-22.664,,,64.295,0.0,0.0,0.0,64.295,0.0,64.295,0.0,0.0,64.295,65.491688,1.196688,327.506,0.2,0.2,0.199971,327.506,0.2,0.2,0.199971,
09/30/2019,556.466,556.466,-268.718,268.718,287.748,0.0,-238.783,167.168,21.69,49.925,48.965,-2.826,2.826,,,,0.0,46.139,-2.078,,,44.061,0.0,0.0,0.0,44.061,0.0,44.061,0.0,0.0,44.061,70.66533,26.60433,327.459,0.13,0.13,0.215799,327.459,0.13,0.13,0.211245,
12/31/2019,505.985,505.985,-254.284,254.284,251.701,0.0,-177.227,154.796,22.606,-0.175,74.474,-2.465,2.465,,,2.172,-2.172,72.009,-21.244,,,50.765,0.0,0.0,0.0,50.765,0.0,50.765,0.0,0.0,50.765,50.62675,-0.13825,327.439,0.16,0.16,0.154614,327.439,0.16,0.16,0.154614,
03/31/2020,487.901,487.901,-251.152,251.152,236.749,0.0,-179.184,157.862,21.597,-0.275,57.565,-2.165,2.165,,,,0.0,55.4,-12.132,,,43.268,0.0,0.0,0.0,43.268,0.0,43.268,0.0,0.0,43.268,43.05075,-0.21725,327.682,0.13,0.13,0.13138,327.682,0.13,0.13,0.129337,
06/30/2020,553.329,553.329,-255.622,255.622,297.707,0.0,-192.727,171.253,21.925,-0.451,104.98,-1.46,1.46,,,,0.0,103.52,-28.162,,,75.358,0.0,0.0,0.0,75.358,0.0,75.358,0.0,0.0,75.358,75.00171,-0.35629,327.763,0.23,0.23,0.228829,327.763,0.23,0.23,0.228829,
09/30/2020,575.0,,,,304.36475,,,,,,107.667,,,,,,,106.667,,,,78.7,,,,,,78.7,,,78.7,78.7,,,0.24,0.24,0.235,,0.24,0.24,0.235,
12/31/2020,524.667,,,,265.481502,,,,,,82.0,,,,,,,80.9,,,,59.7,,,,,,59.7,,,59.7,59.7,,,0.18,0.18,0.18,,0.18,0.18,0.18,
