Date,Assets,Net Plant in Service,Gross Utility Plant in Service,Accum Depreciation for Plant Asset,Plant Construction in Progress,Net Nuclear Fuel,Total Utility Plant,Cash & Near Cash Items,Marketable Securities,Restricted Bond Proceeds,Net Accounts Receivable,Supplies And Fuel,Prepaid Expenses,Other Current Assets,Total Current Assets,Decommissioning Funds,Long-Term Investments,Investments in Associated Co.,Other Property & Equipment,Deferred Charges & Others,Total Long Term Assets,Total Assets,Liabilities & Shareholders' Equity,ST Portion of LT Debts,Short Term Debt,Accounts Payable,Other Accounts Payable and Accruals,Other Current Liabilities,Total Current Liabilities,Accum Deferred Income Taxes,Accumulated Deferred ITC,Long-Term Borrowings,Other Liabilities,Total Long-Term Liabilities,Common Stock,Additional Paid in Capital,Retained Earnings & Other Equity,Total Preferred Equity,Minority Interest,Total Equity,Total Capitalization & Liabilities,Source: Bloomberg
03/31/1990,,14166.78125,20444.6875,-6277.907227,748.0,782.02301,15696.803711,259.967987,0.0,216.744003,453.321014,718.942993,54.299,84.321999,1733.297974,238.869995,124.482002,,0.0,321.513,684.864998,18114.966797,,461.914001,0.625,277.458008,422.963013,323.920013,1486.880005,,874.585999,7299.755859,705.833984,8880.175903,2648.581055,2188.677002,1994.718994,915.934021,0,7747.910828,18114.966797,
06/30/1990,,14043.047852,20495.447266,-6452.398926,778.0,758.963989,15580.011719,464.871002,0.0,66.018997,470.450989,679.916992,37.257,64.167999,1745.426025,242.492004,121.791,,0.0,360.351013,724.634018,18050.072266,,271.714996,20.625,359.264008,223.201004,870.823975,1745.629028,,865.018005,7519.617188,724.469971,9109.105225,2650.76001,2191.479004,1437.262939,915.835999,0,7195.337708,18050.072266,
09/30/1990,,13947.813477,20590.427734,-6642.615234,784.0,714.241028,15446.053711,582.94397,0.0,64.43,537.544983,650.976013,32.108002,129.746002,1965.640991,256.886993,121.137001,,0.0,375.959015,753.983009,18165.677734,,309.265015,1.75,265.382996,381.506012,759.565002,1717.468994,,854.562012,7454.940918,751.166992,9060.669922,2651.106934,2191.715088,1590.858032,953.859009,0,7387.538818,18165.677734,
12/31/1990,,13976.957031,20826.935547,-6849.979004,816.0,712.534973,15505.492188,92.387001,462.200012,21.336,328.088989,681.622009,43.324001,106.344002,1691.978027,260.100006,121.467003,,0.0,309.786987,691.353996,17888.824219,,516.882996,1.75,337.178009,342.795013,542.137024,1740.743042,,855.796021,7305.808105,725.267029,8886.871093,2653.566895,2194.313965,1497.302979,916.026001,0,7261.209839,17888.824219,
03/31/1991,,13955.268555,20950.794922,-6995.525879,821.0,715.135986,15491.405273,135.951996,0.0,15.54,472.584015,660.357971,45.292999,189.673004,1474.107056,331.402008,122.122002,,0.0,290.898987,744.422997,17709.935547,,584.612976,1.75,312.783997,325.997986,543.577026,1768.722046,,845.012024,7207.905762,800.833008,8853.750732,2653.985107,2195.125,1322.853027,915.499023,0,7087.461914,17709.935547,
06/30/1991,,13958.882812,21145.839844,-7186.957031,881.0,719.505005,15559.387695,191.910004,0.0,161.759003,579.177002,664.783997,33.394001,79.672997,1677.302979,337.338013,122.528,,0.0,290.354004,750.220016,17986.910156,,994.507996,1.75,396.013,390.707001,549.695984,2332.674072,,836.997009,6921.366211,827.776001,8586.13916,2655.86499,2198.540039,1301.067993,912.625,0,7068.097778,17986.910156,
09/30/1991,,13885.164062,21252.921875,-7367.757812,900.0,707.463013,15492.626953,455.31601,0.0,15.644,620.718018,662.19397,40.68,114.531998,1868.404053,343.835999,122.165001,,0.0,291.933014,757.934013,18118.964844,,752.481995,2.0,294.651001,504.268005,567.625977,2121.0271,,829.041016,7042.915039,884.892029,8756.848022,2656.337891,2199.361084,1484.244995,901.145996,0,7241.09021,18118.964844,
12/31/1991,,13253.912109,20696.339844,-7442.426758,1036.0,712.942017,15002.853516,205.936005,46.099998,16.774,488.933014,622.338989,39.584,134.354004,1514.436035,377.5,121.338997,,0.0,349.140015,847.979012,17365.269531,,654.539978,2.0,386.158997,444.053986,495.330994,1982.083984,,809.973022,7123.48584,870.921021,8804.379883,2658.465088,2202.496094,877.335999,840.507996,0,6578.804932,17365.269531,
03/31/1992,,13389.147461,21009.257812,-7620.109863,943.0,698.825989,15030.972656,255.802994,13.957,101.347,492.570007,624.572021,51.439999,117.261002,1605.51001,472.036011,122.077003,,0.0,373.329987,967.443001,17603.925781,,665.461975,0.0,332.104004,416.444,545.599976,1959.609985,,799.314026,7468.467773,906.187012,9173.96875,2659.129883,2203.76709,767.130005,840.320007,0,6470.346985,17603.925781,
06/30/1992,,13412.055664,21205.177734,-7793.12207,984.0,707.393005,15103.449219,99.447998,8.458,16.145,507.614014,693.369019,34.106998,78.258003,1403.291992,479.830994,121.318001,,0.0,368.311005,969.459999,17476.201172,,655.695007,2.1,475.053009,350.701996,535.888,2019.437988,,792.015991,7320.929199,942.54303,9055.488159,2661.662109,2207.2229,695.341003,837.049011,0,6401.27478,17476.201172,
09/30/1992,,13312.554688,21252.505859,-7939.951172,1042.0,685.370972,15039.925781,333.911011,8.539,319.071991,498.317993,735.156982,30.437,85.931,1980.927979,489.411987,121.945999,,0.0,366.584991,977.942978,17998.796875,,632.325012,5.45,372.006989,372.105011,394.006989,1775.894043,,784.741028,7881.492188,1032.025024,9698.258179,2662.439941,2207.99707,828.434998,825.77301,0,6524.64502,17998.796875,
12/31/1992,,13227.412109,21373.857422,-8146.444824,1165.0,890.164001,15282.576172,145.748993,22.226,260.898987,432.700012,731.682007,37.659,120.877998,1714.134033,533.463013,123.323997,,0.0,362.743988,1019.530998,18016.240234,,528.88501,5.6,473.317993,358.42099,220.552002,1586.776001,,777.594971,7948.10498,1205.348999,9931.04895,2666.318115,2210.523926,830.98999,790.583984,0,6498.415771,18016.240234,
