Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2013,2147.803,551.325,198.28,353.045,205.138,205.138,0.0,18.26,4.973,0.0,13.287,0.0,59.586,,33.085,48.969,834.309,63.72,,,714.331,714.331,535.443,447.799,447.799,0.0,54.559,1313.494,,118.471,28.691,,,89.78,0.0,0.0,,,,,411.477,108.278,,0.0,529.948,0.0,0.0,,,,129.669,,,,,,21.391,129.669,659.617,0.0,290.143,0.0,1207.39,-9.347,1488.186,0.0,1488.186,2147.803,
09/30/2013,2230.554,542.143,189.693,352.45,204.205,204.205,0.0,19.026,5.517,0.0,13.509,0.0,50.997,0.0,22.389,34.655,816.371,63.522,161.689,-98.167,728.981,728.981,621.68,591.858,523.727,68.131,7.433,1414.183,,129.921,37.313,4.196,0.0,88.412,0.0,0.0,0.0,0.0,,,421.429,109.944,0.0,0.0,551.35,0.0,0.0,0.0,0.0,,140.492,0.0,0.0,0.0,0.0,5.346,25.202,140.492,691.842,0.0,262.505,0.0,1283.621,-7.414,1538.712,0.0,1538.712,2230.554,
12/31/2013,2214.839,578.191,231.328,346.863,220.784,220.784,0.0,19.051,5.634,0.0,13.417,0.0,52.917,,25.714,32.387,870.943,62.157,,,657.018,657.018,624.721,523.727,523.727,0.0,75.28,1343.896,,163.867,38.151,,,125.716,0.0,0.0,,,,,450.104,117.622,,0.0,613.971,0.0,0.0,,,,146.798,,,,,5.0,24.176,146.798,760.769,0.0,109.949,0.0,1351.669,-7.548,1454.07,0.0,1454.07,2214.839,
03/31/2014,2166.2,623.76,239.836,383.924,223.472,223.472,0.0,20.71,5.8,0.0,14.91,0.0,82.477,,22.834,58.753,950.419,61.608,,,541.172,541.172,613.001,517.611,517.611,0.0,72.556,1215.781,,136.441,40.371,,,96.07,0.0,0.0,,,,,461.402,126.328,,0.0,597.843,0.0,0.0,,,,153.418,,,,,4.429,22.661,153.418,751.261,0.0,21.32,0.0,1400.86,-7.241,1414.939,0.0,1414.939,2166.2,
06/30/2014,2175.485,611.363,241.973,369.39,243.072,243.072,0.0,23.143,5.284,0.0,17.859,0.0,67.545,,25.285,44.647,945.123,62.65,,,508.581,508.581,659.131,556.957,556.957,0.0,76.889,1230.362,,130.844,36.399,,,94.445,0.0,0.0,,,,,480.376,137.062,,0.0,611.22,0.0,0.0,,,,163.551,,,,,4.112,22.377,163.551,774.771,0.0,18.712,0.0,1388.836,-6.834,1400.714,0.0,1400.714,2175.485,
09/30/2014,2184.95,645.379,281.502,363.877,242.242,242.242,0.0,24.471,6.425,0.0,18.046,0.0,86.756,0.0,4.434,44.466,998.848,66.791,185.591,-118.8,482.917,482.917,636.394,622.22,556.957,65.263,9.74,1186.102,,152.544,43.772,8.615,,100.157,0.0,0.0,0.0,0.0,,,484.437,152.312,0.0,0.0,636.981,0.0,0.0,0.0,0.0,,178.659,0.0,0.0,0.0,0.0,3.629,22.718,178.659,815.64,0.0,15.753,0.0,1363.141,-9.584,1369.31,0.0,1369.31,2184.95,
12/31/2014,2236.424,654.104,268.954,385.15,255.864,255.864,0.0,27.582,7.037,0.0,20.545,0.0,89.307,,1.217,44.344,1026.857,66.636,,,512.538,512.538,630.393,556.957,556.957,0.0,72.219,1209.567,,173.908,41.223,,,132.685,0.0,0.0,,,,,521.716,158.554,,0.0,695.624,0.0,0.0,,,,185.023,,,,,3.153,23.316,185.023,880.647,0.0,5.105,0.0,1362.712,-12.04,1355.777,0.0,1355.777,2236.424,
03/31/2015,2221.279,666.467,367.605,298.862,262.624,262.624,0.0,29.343,7.324,0.0,22.019,0.0,93.69,,1.315,48.858,1052.124,68.746,,,467.702,467.702,632.707,556.957,556.957,0.0,74.435,1169.155,,153.3,34.683,,,118.617,0.0,0.0,,,,,544.426,176.162,,0.0,697.726,0.0,0.0,,,,202.157,,,,,2.778,23.217,202.157,899.883,0.0,20.683,0.0,1313.937,-13.224,1321.396,0.0,1321.396,2221.279,
06/30/2015,2262.351,797.707,562.18,235.527,261.068,261.068,0.0,30.026,7.525,0.0,22.501,0.0,96.707,,3.557,50.214,1185.508,83.507,,,361.665,361.665,631.671,556.957,556.957,0.0,71.157,1076.843,,164.383,48.986,,,115.397,0.0,0.0,,,,,553.064,189.481,,0.0,717.447,0.0,0.0,,,,217.802,,,,,2.407,25.914,217.802,935.249,0.0,5.987,0.0,1334.47,-13.355,1327.102,0.0,1327.102,2262.351,
09/30/2015,2312.29,774.342,390.46,383.882,279.434,279.434,0.0,33.717,9.371,0.0,24.346,0.0,100.647,0.0,6.492,50.519,1188.14,95.909,225.701,-129.792,397.656,397.656,630.585,614.761,555.965,58.796,9.332,1124.15,,181.215,50.814,12.913,,117.488,0.0,0.0,0.0,0.0,,,573.908,209.402,0.0,0.0,755.123,0.0,0.0,0.0,0.0,,240.439,0.0,0.0,0.0,0.0,0.901,30.136,240.439,995.562,0.0,10.159,0.0,1321.857,-15.288,1316.728,0.0,1316.728,2312.29,
12/31/2015,2316.081,791.502,433.297,358.205,279.158,279.158,0.0,33.571,8.827,0.0,24.744,0.0,103.902,,0.664,51.061,1208.133,99.946,,,383.479,383.479,624.523,555.965,555.965,0.0,67.894,1107.948,,182.999,37.556,,,145.443,0.0,0.0,,,,,619.584,217.962,,0.0,802.583,0.0,0.0,,,,250.97,,,,,1.908,31.1,250.97,1053.553,0.0,16.055,0.0,1262.983,-16.51,1262.528,0.0,1262.528,2316.081,
03/31/2016,2242.14,775.005,398.325,376.68,266.185,266.185,0.0,35.179,9.942,0.0,25.237,0.0,117.612,,0.68,66.939,1193.981,107.545,,,319.287,319.287,621.327,555.965,555.965,0.0,64.682,1048.159,,180.754,37.243,,,143.511,0.0,0.0,,,,,619.681,222.977,,0.0,800.435,0.0,0.0,,,,260.711,,,,,5.544,32.19,260.711,1061.146,0.0,25.181,0.0,1169.371,-13.558,1180.994,0.0,1180.994,2242.14,
06/30/2016,2253.783,810.708,429.597,381.111,263.249,263.249,0.0,33.805,9.509,0.0,24.296,0.0,100.201,,0.7,50.741,1207.963,115.135,,,313.488,313.488,617.197,555.965,555.965,0.0,60.532,1045.82,,172.574,37.452,,,135.122,0.0,0.0,,,,,626.836,229.332,,0.0,799.41,0.0,0.0,,,,267.308,,,,,7.215,30.761,267.308,1066.718,0.0,9.996,0.0,1190.386,-13.317,1187.065,0.0,1187.065,2253.783,
09/30/2016,2306.323,882.395,514.571,367.824,268.175,268.175,0.0,34.051,10.409,0.0,23.642,0.0,104.18,0.0,2.044,52.579,1288.801,123.248,270.396,-147.148,276.375,276.375,617.899,606.466,555.965,50.501,9.389,1017.522,,212.47,34.117,21.894,,156.459,0.0,0.0,0.0,0.0,,,631.768,238.473,0.0,0.0,844.238,0.0,0.0,0.0,0.0,,276.823,0.0,0.0,0.0,0.0,4.212,34.138,276.823,1121.061,0.0,13.191,0.0,1185.265,-13.194,1185.262,0.0,1185.262,2306.323,
12/31/2016,2397.095,973.843,572.934,400.909,313.211,313.211,0.0,33.678,11.168,0.0,22.51,0.0,106.764,,1.956,52.706,1427.496,128.667,,,222.999,222.999,617.933,555.965,555.965,0.0,60.012,969.599,,248.757,49.925,,,198.832,0.0,0.0,,,,,669.926,244.322,,0.0,918.683,0.0,0.0,,,,283.419,,,,,3.256,35.841,283.419,1202.102,0.0,17.28,0.0,1193.761,-16.048,1194.993,0.0,1194.993,2397.095,
03/31/2017,2387.917,1014.624,655.773,358.851,293.872,293.872,0.0,32.548,10.686,0.0,21.862,0.0,103.799,,1.992,51.022,1444.843,126.705,,,200.253,200.253,616.116,555.965,555.965,0.0,58.159,943.074,,231.523,47.289,,,184.234,0.0,0.0,,,,,684.495,245.094,,0.0,916.018,0.0,0.0,,,,287.294,,,,,5.149,37.051,287.294,1203.312,0.0,19.401,0.0,1180.673,-15.469,1184.605,0.0,1184.605,2387.917,
06/30/2017,2418.572,1014.248,690.912,323.336,295.085,295.085,0.0,31.045,9.962,0.0,21.083,0.0,105.523,,2.05,51.513,1445.901,125.139,,,234.587,234.587,612.945,555.965,555.965,0.0,54.93,972.671,,223.256,44.544,,,178.712,0.0,0.0,,,,,686.085,257.777,,0.0,909.341,0.0,0.0,,,,304.624,,,,,5.554,41.293,304.624,1213.965,0.0,17.532,0.0,1202.533,-15.458,1204.607,0.0,1204.607,2418.572,
09/30/2017,2476.489,1016.928,673.228,343.7,291.924,291.924,0.0,29.834,9.554,0.0,20.28,0.0,67.538,0.0,53.303,67.538,1406.224,122.42,298.426,-176.006,284.802,284.802,663.043,598.519,555.965,42.554,11.221,1070.265,,238.139,50.76,15.519,,171.86,0.0,0.0,0.0,0.0,,,696.404,267.902,0.0,0.0,934.543,0.0,0.0,0.0,0.0,,312.554,0.0,0.0,0.0,0.0,0.063,44.589,312.554,1247.097,0.0,17.627,0.0,1229.762,-17.997,1229.392,0.0,1229.392,2476.489,
12/31/2017,2493.739,1004.556,611.996,392.56,291.093,291.093,0.0,29.112,9.455,0.0,19.657,0.0,56.056,,39.719,56.056,1380.817,117.31,,,348.21,348.21,647.402,555.965,555.965,0.0,51.718,1112.922,,223.282,46.748,,,176.534,0.0,0.0,,,,,721.994,269.279,,0.0,945.276,0.0,0.0,,,,321.285,,,,,0.036,51.97,321.285,1266.561,0.0,20.029,0.0,1226.627,-19.478,1227.178,0.0,1227.178,2493.739,
03/31/2018,2517.146,1024.673,595.917,428.756,290.919,290.919,0.0,29.512,9.543,0.0,19.969,0.0,62.125,,36.982,62.125,1407.229,117.392,,,350.241,350.241,642.284,555.965,555.965,0.0,49.337,1109.917,,226.195,40.271,,,185.924,0.0,0.0,,,,,735.976,274.564,,0.0,962.171,0.0,0.0,,,,328.361,,,,,0.027,53.77,328.361,1290.532,0.0,21.12,0.0,1226.474,-20.98,1226.614,0.0,1226.614,2517.146,
06/30/2018,2561.066,1084.5,599.268,485.232,297.375,297.375,0.0,31.322,9.793,0.0,21.529,0.0,55.853,,35.153,55.853,1469.05,126.108,,,329.412,329.412,636.496,555.965,555.965,0.0,45.378,1092.016,,207.893,44.647,,,163.246,0.0,0.0,,,,,736.032,291.675,,0.0,943.925,0.0,0.0,,,,351.166,,,,,0.025,59.466,351.166,1295.091,0.0,20.008,0.0,1267.95,-21.983,1265.975,0.0,1265.975,2561.066,
09/30/2018,2605.476,1039.412,424.707,614.705,295.352,295.352,0.0,30.568,9.229,0.0,21.339,0.0,52.326,0.0,33.441,52.326,1417.658,145.042,334.087,-189.045,411.184,411.184,631.592,587.224,555.965,31.259,10.927,1187.818,,238.736,57.757,17.795,,163.184,0.0,0.0,0.0,0.0,,,715.697,299.624,0.0,0.0,954.433,0.0,0.0,0.0,0.0,,365.551,0.0,0.0,0.0,0.0,0.035,65.892,365.551,1319.984,0.0,20.427,0.0,1287.243,-22.178,1285.492,0.0,1285.492,2605.476,
12/31/2018,2891.896,1132.596,480.121,652.475,325.688,325.688,0.0,31.559,10.18,0.0,21.379,0.0,129.793,,23.131,129.793,1619.636,179.224,,,413.69,413.69,679.346,555.965,555.965,0.0,100.25,1272.26,,251.305,66.859,,,184.446,0.0,0.0,,,,,796.385,353.136,,0.0,1047.69,0.0,0.0,,,,435.018,,,,,0.409,81.473,435.018,1482.708,0.0,13.277,0.0,1417.904,-21.993,1409.188,0.0,1409.188,2891.896,
03/31/2019,2990.236,1313.777,726.662,587.115,321.484,321.484,0.0,33.463,11.158,0.0,22.305,0.0,138.736,,21.551,138.736,1807.46,208.221,,,301.357,301.357,673.198,555.965,555.965,0.0,95.682,1182.776,,265.451,68.156,,,197.295,0.0,0.0,,,,,809.336,352.109,,0.0,1074.787,0.0,0.0,,,,448.041,,,,,0.402,95.53,448.041,1522.828,0.0,29.401,0.0,1457.348,-19.341,1467.408,0.0,1467.408,2990.236,
06/30/2019,3177.275,986.487,688.35,298.137,320.465,320.465,0.0,36.009,12.906,0.0,23.103,0.0,161.94,,25.079,161.94,1504.901,226.002,,,161.619,161.619,1284.753,1065.379,1065.379,0.0,194.295,1672.374,,268.825,55.63,,,213.195,0.0,0.0,,,,,803.241,363.271,,0.0,1072.066,0.0,0.0,,,,481.427,,,,,0.352,117.804,481.427,1553.493,0.0,98.722,0.0,1543.253,-18.193,1623.782,0.0,1623.782,3177.275,
09/30/2019,3390.275,972.282,599.219,373.063,322.029,322.029,0.0,34.401,11.96,0.0,22.441,0.0,182.874,0.0,27.701,182.874,1511.586,223.426,418.185,-194.759,358.402,358.402,1296.861,1174.282,1065.379,108.903,94.878,1878.689,,298.496,62.627,31.801,,204.068,0.0,0.0,0.0,0.0,,,807.03,391.086,0.0,0.0,1105.526,0.0,0.0,0.0,0.0,,523.252,0.0,0.0,0.0,0.0,0.313,131.853,523.252,1628.778,0.0,142.597,0.0,1638.09,-19.19,1761.497,0.0,1761.497,3390.275,
12/31/2019,3875.36,1162.218,735.457,426.761,354.668,354.668,0.0,32.381,10.918,0.0,21.463,0.0,188.204,,29.38,188.204,1737.471,533.235,,,312.044,312.044,1292.61,1065.379,1065.379,0.0,197.851,2137.889,,260.238,52.407,,,207.831,42.519,0.0,42.519,,42.519,,847.75,390.223,,0.0,1150.507,342.303,0.0,342.303,,342.303,453.092,,,,,0.258,62.611,795.395,1945.902,0.0,211.217,0.0,1736.617,-18.376,1929.458,0.0,1929.458,3875.36,
03/31/2020,4440.977,821.145,572.888,248.257,338.655,338.655,0.0,30.942,10.84,0.0,20.102,0.0,217.989,,47.23,217.989,1408.731,559.442,,,204.969,204.969,2267.835,1864.991,1864.991,0.0,355.614,3032.246,,296.262,56.2,,,240.062,66.115,0.0,46.84,,46.84,19.275,889.629,391.475,,0.0,1252.006,736.33,378.685,357.645,,357.645,454.447,,,,,0.221,62.751,1190.777,2442.783,0.0,223.101,0.0,1797.996,-22.903,1998.194,0.0,1998.194,4440.977,
06/30/2020,4573.357,1093.571,714.268,379.303,304.874,304.874,0.0,28.826,10.576,0.0,18.25,0.0,238.163,,47.919,238.163,1665.434,545.054,,,112.928,112.928,2249.941,1858.966,1858.966,0.0,343.056,2907.923,,308.937,54.389,,,254.548,65.765,0.0,46.49,,46.49,19.275,888.614,386.438,,0.0,1263.316,719.443,373.866,345.577,,345.577,436.699,,,,,0.444,49.817,1156.142,2419.458,0.0,304.526,0.0,1867.868,-18.495,2153.899,0.0,2153.899,4573.357,
