Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2010,4397.8,378.7,378.7,0.0,569.3,569.3,0.0,,1053.0,204.0,862.7,95.4,-109.1,75.6,11.3,0.0,,38.3,2076.6,1933.5,3298.2,-1364.7,0.0,387.7,204.8,204.8,0.0,0.0,,171.6,2321.2,,595.7,363.6,,,232.1,38.0,0.0,,,,38.0,20.9,,6.9,,0.0,654.6,1032.1,1032.1,,,,580.6,10.0,451.8,111.9,1612.7,2267.3,0.0,651.0,10.2,640.8,-184.0,2245.2,-662.8,2049.4,81.1,2130.5,4397.8,
09/30/2010,4489.7,443.3,443.3,0.0,623.0,623.0,0.0,,1012.0,191.7,843.7,121.5,-144.9,82.4,2.3,0.0,,62.5,2160.7,1939.9,3340.6,-1400.7,0.0,389.1,208.1,208.1,0.0,0.0,,178.7,2329.0,,664.5,412.1,,0.0,252.4,21.9,0.0,,,,21.9,24.0,,9.3,49.1,0.0,710.4,1039.2,1039.2,,,,607.4,9.0,447.1,92.9,1646.6,2357.0,,657.4,10.2,647.2,-183.7,2228.4,-653.9,2048.2,84.5,2132.7,4489.7,
12/31/2010,4493.6,432.3,432.3,0.0,545.4,545.4,0.0,,1024.5,169.3,892.8,126.5,-164.1,112.9,1.8,,,98.8,2115.1,1989.3,3414.8,-1425.5,0.0,389.2,206.8,206.8,0.0,,,180.6,2378.5,,626.5,394.1,0.0,0.0,232.4,141.4,0.0,0.0,0.0,,141.4,23.1,0.0,0.8,68.6,0.0,791.0,921.9,921.9,0.0,0.0,,651.3,0.0,482.1,99.8,1573.2,2364.2,0.0,669.1,10.2,658.9,-188.0,2224.8,-665.1,2040.8,88.6,2129.4,4493.6,
03/31/2011,5192.5,816.3,816.3,0.0,694.0,694.0,0.0,,1231.9,191.4,1064.4,143.3,-167.2,44.9,1.1,,,39.3,2787.1,1999.2,3459.4,-1460.2,0.0,406.2,209.1,209.1,0.0,,,196.0,2405.4,,755.0,505.2,,,249.8,139.4,0.0,,,,139.4,21.0,,4.7,75.0,0.0,915.4,1422.5,1422.5,,,,651.5,,476.0,95.8,2074.0,2989.4,0.0,663.8,10.2,653.6,-168.7,2264.4,-649.0,2110.5,92.6,2203.1,5192.5,
06/30/2011,6049.0,367.8,367.8,0.0,808.1,808.1,0.0,,1465.4,239.1,1209.5,190.9,-174.1,49.8,0.6,,,34.8,2691.1,2292.7,3788.1,-1495.4,0.0,1065.2,690.6,690.6,0.0,,,374.0,3357.9,,820.3,503.6,,,316.7,154.2,0.0,,,,154.2,24.3,,0.6,109.6,0.0,998.8,1496.5,1496.5,,,,773.7,7.0,536.6,119.9,2270.2,3269.0,0.0,1187.2,11.0,1176.2,-164.2,2307.3,-639.6,2690.7,89.3,2780.0,6049.0,
09/30/2011,6127.0,431.5,431.5,0.0,769.3,769.3,0.0,,1434.5,231.1,1181.4,191.3,-169.3,54.2,1.3,,,49.0,2689.5,2307.5,3837.4,-1529.9,0.0,1130.0,740.6,740.6,0.0,,,388.1,3437.5,,791.7,491.8,,,299.9,144.9,0.0,,,,144.9,41.9,,1.3,169.7,0.0,978.5,1483.4,1483.4,,,,823.8,7.0,533.7,112.1,2307.2,3285.7,0.0,1199.2,11.0,1188.2,-162.9,2349.7,-637.3,2748.7,92.6,2841.3,6127.0,
12/31/2011,6046.9,380.6,380.6,0.0,709.1,709.1,0.0,,1384.3,205.7,1150.0,199.9,-171.3,95.5,7.0,0.0,,81.8,2569.5,2368.8,3937.2,-1568.4,0.0,1108.6,737.7,737.7,0.0,,,363.9,3477.4,,797.3,490.7,0.0,0.0,306.6,27.3,0.0,0.0,0.0,,27.3,37.2,0.0,3.4,9.8,0.0,861.8,1482.0,1482.0,0.0,0.0,,1131.5,0.0,997.0,121.3,2613.5,3475.3,0.0,1218.1,11.0,1207.1,-162.7,2361.5,-941.6,2475.3,96.3,2571.6,6046.9,
03/31/2012,6078.7,250.3,250.3,0.0,753.1,753.1,0.0,,1511.4,242.9,1217.0,219.8,-168.3,59.9,3.0,,,54.2,2574.7,2398.1,4007.4,-1609.3,0.0,1105.9,739.0,739.0,0.0,,,363.9,3504.0,,813.0,505.8,,,307.2,28.4,0.0,,,,28.4,33.6,,5.0,9.3,0.0,875.0,1481.5,1481.5,,,,1108.3,,981.9,112.1,2589.8,3464.8,0.0,1172.4,11.0,1161.4,-126.6,2394.9,-925.7,2515.0,98.9,2613.9,6078.7,
06/30/2012,6080.0,210.3,210.3,0.0,744.3,744.3,0.0,,1512.5,274.7,1174.0,226.6,-162.8,60.4,8.5,,,44.5,2527.5,2444.0,4087.3,-1643.3,0.0,1108.5,737.7,737.7,0.0,,,362.3,3552.5,,764.9,451.7,,,313.2,27.3,0.0,,,,27.3,31.3,,4.8,20.0,0.0,823.5,1474.1,1474.1,,,,1106.9,,969.4,112.7,2581.0,3404.5,0.0,1180.7,11.0,1169.7,-122.6,2429.8,-912.4,2575.5,100.0,2675.5,6080.0,
09/30/2012,6078.8,281.0,281.0,0.0,685.7,685.7,0.0,,1460.2,287.6,1100.6,214.4,-142.4,57.9,3.2,,,43.3,2484.8,2482.3,4169.4,-1687.1,0.0,1111.7,740.3,740.3,0.0,,,368.2,3594.0,,746.0,409.3,,,336.7,16.8,0.0,,,,16.8,12.9,,8.8,21.8,0.0,775.7,1462.5,1462.5,,,,1095.7,,957.6,107.5,2558.2,3333.9,0.0,1194.4,11.0,1183.4,-119.8,2443.6,-875.9,2642.3,102.6,2744.9,6078.8,
12/31/2012,6247.8,304.6,304.6,0.0,613.3,613.3,0.0,,1536.6,351.6,1127.0,209.0,-151.0,56.1,1.9,71.5,0.0,51.8,2510.6,2559.9,4299.8,-1739.9,0.0,1177.3,740.1,740.1,0.0,,,363.8,3737.2,,822.9,499.9,0.0,0.0,323.0,17.1,0.0,0.0,0.0,,17.1,31.5,0.0,2.7,0.0,0.0,871.5,1463.0,1463.0,0.0,0.0,,1326.2,0.0,1216.3,107.2,2789.2,3660.7,0.0,1192.7,11.0,1181.7,-111.3,2427.6,-1029.4,2479.6,107.5,2587.1,6247.8,
03/31/2013,6174.3,138.0,138.0,0.0,681.5,681.5,0.0,,1537.5,367.6,1064.8,196.6,-91.5,89.4,5.4,31.3,,79.4,2446.4,2597.2,4346.2,-1749.0,0.0,1130.7,736.3,736.3,0.0,,,357.7,3727.9,,754.5,479.4,,,275.1,17.1,0.0,,,,17.1,41.5,,1.1,,0.0,813.1,1462.0,1462.0,,,,1302.5,,1201.5,99.9,2764.5,3577.6,0.0,1179.5,11.0,1168.5,-81.1,2404.9,-1016.2,2487.1,109.6,2596.7,6174.3,
06/30/2013,6119.6,74.1,74.1,0.0,655.5,655.5,0.0,,1504.9,359.8,1026.7,195.2,-76.8,97.3,5.6,0.0,,91.9,2331.8,2692.4,4483.8,-1791.4,0.0,1095.4,737.0,737.0,0.0,,,352.8,3787.8,,723.7,445.6,,,278.1,420.3,0.0,,,,420.3,42.6,,2.6,4.2,0.0,1186.6,1053.6,1053.6,,,,1292.5,,1187.8,97.9,2346.1,3532.7,0.0,1186.1,11.0,1175.1,-79.2,2389.1,-1004.8,2491.2,95.7,2586.9,6119.6,
09/30/2013,6599.3,535.7,535.7,0.0,576.9,576.9,0.0,,1344.9,330.7,900.3,164.7,-50.8,236.0,0.3,0.0,33.7,119.9,2693.5,2744.7,4409.1,-1664.4,0.0,1161.1,728.1,728.1,0.0,,,347.7,3905.8,,706.8,401.9,,,304.9,419.9,0.0,,,,419.9,41.9,,22.4,52.1,0.0,1168.6,1542.2,1542.2,,,,1324.4,,1177.4,72.5,2866.6,4035.2,0.0,1192.2,11.0,1181.2,-78.8,2335.9,-982.6,2466.7,97.4,2564.1,6599.3,
12/31/2013,6898.5,1026.8,1026.8,0.0,528.2,528.2,0.0,,1322.1,277.6,984.9,162.1,-102.5,73.7,1.4,,,70.8,2950.8,2874.1,4575.3,-1701.2,0.0,1073.6,727.9,727.9,0.0,,,344.3,3947.7,,774.4,471.8,0.0,0.0,302.6,419.9,0.0,0.0,0.0,,419.9,16.7,0.0,6.7,206.6,0.0,1211.0,1527.4,1527.4,0.0,0.0,,1165.4,0.0,810.6,141.5,2692.8,3903.8,0.0,1196.9,11.0,1185.9,-79.6,2490.1,-713.2,2894.2,100.5,2994.7,6898.5,
03/31/2014,6917.5,837.7,837.7,0.0,557.5,557.5,0.0,,1408.5,291.2,1069.3,161.3,-113.3,92.0,2.1,,4.9,80.1,2895.7,2889.3,4625.4,-1736.1,,1132.5,775.5,775.5,0.0,,,351.5,4021.8,,804.0,518.2,,,285.8,420.0,0.0,,,,420.0,29.7,,5.4,214.6,0.0,1253.7,1526.8,1526.8,,,,1157.7,,794.5,143.2,2684.5,3938.2,0.0,1171.2,11.0,1160.2,-51.3,2440.7,-694.3,2866.3,113.0,2979.3,6917.5,
06/30/2014,6570.9,355.1,355.1,0.0,650.9,650.9,0.0,,1406.5,293.3,1087.7,151.4,-125.9,101.3,6.0,,4.6,87.6,2513.8,2916.8,4680.6,-1763.8,0.0,1140.3,785.1,785.1,0.0,,,346.0,4057.1,,849.7,556.3,,,293.4,17.4,0.0,,,,17.4,35.9,,1.2,229.4,0.0,903.0,1520.7,1520.7,,,,1156.5,,781.1,144.8,2677.2,3580.2,0.0,1167.6,11.0,1156.6,-44.2,2416.5,-664.2,2875.7,115.0,2990.7,6570.9,
09/30/2014,6503.2,264.2,264.2,0.0,623.7,623.7,0.0,,1417.7,262.1,1130.7,165.5,-140.6,109.4,23.3,,,87.0,2415.0,2937.1,4734.3,-1797.2,0.0,1151.1,782.8,782.8,0.0,,,345.0,4088.2,,784.1,482.7,,,301.4,17.5,0.0,,,,17.5,38.0,,3.1,244.6,0.0,839.6,1509.1,1509.1,,,,1162.8,,768.9,146.2,2671.9,3511.5,0.0,1172.9,11.0,1161.9,-44.5,2396.4,-653.6,2871.2,120.5,2991.7,6503.2,
12/31/2014,6571.7,269.5,269.5,0.0,603.6,603.6,0.0,,1472.8,249.3,1184.1,172.2,-132.8,136.2,28.8,,,105.1,2482.1,2961.8,4781.6,-1819.8,0.0,1127.8,780.4,780.4,0.0,,,318.6,4089.6,,863.8,556.7,0.0,0.0,307.1,17.8,0.0,0.0,0.0,,17.8,16.1,0.0,10.9,143.1,0.0,897.7,1498.2,1498.2,0.0,0.0,,1454.4,0.0,1155.1,145.3,2952.6,3850.3,0.0,1175.2,11.0,1164.2,-44.3,2398.9,-931.4,2598.4,123.0,2721.4,6571.7,
03/31/2015,6556.8,238.0,238.0,0.0,690.9,690.9,0.0,,1472.6,234.5,1186.3,177.0,-125.2,64.1,46.0,,,41.0,2465.6,2943.7,4797.7,-1854.0,0.0,1147.5,777.9,777.9,0.0,,,323.6,4091.2,,825.9,559.5,,,266.4,17.9,0.0,,,,17.9,93.2,,21.2,91.3,0.0,937.0,1509.1,1509.1,,,,1390.6,,1137.3,140.8,2899.7,3836.7,0.0,1165.2,11.0,1154.2,-22.2,2382.4,-930.8,2594.6,125.5,2720.1,6556.8,
06/30/2015,6469.3,250.9,250.9,0.0,593.4,593.4,0.0,,1472.9,239.2,1166.3,191.8,-124.4,66.3,32.9,,,41.1,2383.5,2946.7,4844.0,-1897.3,0.0,1139.1,781.5,781.5,0.0,,,324.7,4085.8,,779.1,487.5,,,291.6,18.3,0.0,,,,18.3,90.6,,19.4,143.6,0.0,888.0,1502.7,1502.7,,,,1365.8,,1119.2,83.6,2868.5,3756.5,0.0,1165.9,11.0,1154.9,-20.6,2346.3,-907.3,2584.3,128.5,2712.8,6469.3,
09/30/2015,6161.1,197.5,197.5,0.0,497.5,497.5,0.0,,1356.1,235.0,1052.2,190.0,-121.1,47.5,0.0,,,17.1,2098.6,2938.2,4870.9,-1932.7,0.0,1124.3,780.2,780.2,0.0,,0.0,344.1,4062.5,,663.1,367.1,,,296.0,4.0,4.0,,,,,70.0,,30.6,190.7,0.0,737.1,1501.6,1501.6,,,,1404.8,,1101.9,81.6,2906.4,3643.5,0.0,1169.8,11.0,1158.8,-20.4,2181.7,-925.4,2405.7,111.9,2517.6,6161.1,
12/31/2015,5751.7,149.8,149.8,0.0,400.3,400.3,0.0,,1271.6,216.0,990.3,184.1,-118.8,45.9,0.4,,,43.9,1867.6,2928.2,4759.1,-1830.9,0.0,955.9,809.7,651.4,158.3,,,145.8,3884.1,,682.6,380.8,0.0,0.0,301.8,3.9,3.9,0.0,0.0,,,0.0,0.0,71.2,75.6,0.0,686.5,1491.8,1491.8,0.0,0.0,,1376.9,0.0,1193.0,37.1,2868.7,3555.2,0.0,1172.7,11.0,1161.7,-21.3,1945.9,-1014.5,2082.8,113.7,2196.5,5751.7,
03/31/2016,5719.1,156.9,156.9,0.0,442.4,442.4,0.0,,1166.3,207.5,910.5,164.7,-116.4,35.1,0.5,,,35.1,1800.7,2962.1,4998.8,-2036.7,0.0,956.3,648.6,648.6,0.0,,,307.2,3918.4,,589.4,340.4,,,249.0,156.5,0.0,,,,156.5,82.8,,29.6,59.1,40.5,828.7,1492.7,1492.7,,,,1293.2,,1127.3,77.2,2785.9,3614.6,0.0,1182.9,11.0,1171.9,-28.7,1835.9,-994.9,1995.2,109.3,2104.5,5719.1,
06/30/2016,5861.0,322.3,322.3,0.0,492.5,492.5,0.0,,1094.3,194.4,851.6,164.7,-116.4,43.3,4.2,,,41.1,1952.4,2958.9,5026.3,-2067.4,0.0,949.7,646.9,646.9,0.0,,,298.6,3908.6,,576.5,308.2,,,268.3,6.7,0.0,,,,6.7,22.5,,13.8,52.8,0.0,605.7,1870.1,1870.1,,,,1285.9,,1143.2,76.1,3156.0,3761.7,0.0,1189.1,11.0,1178.1,-27.7,1806.7,-973.7,1994.4,104.9,2099.3,5861.0,
09/30/2016,5192.3,188.4,188.4,0.0,454.0,454.0,0.0,,1078.9,157.0,865.7,169.4,-113.2,40.8,6.0,,,36.9,1762.1,2514.4,4525.8,-2011.4,0.0,915.8,644.4,644.4,0.0,,0.0,265.4,3430.2,,577.4,285.2,,,292.2,5.4,0.0,,,,5.4,18.7,,9.8,51.3,0.0,601.5,1870.4,1870.4,,,,1157.7,,1020.2,76.4,3028.1,3629.6,0.0,1194.3,11.0,1183.3,-27.9,1267.1,-961.7,1471.8,90.9,1562.7,5192.3,
12/31/2016,5170.0,229.6,229.6,0.0,452.1,452.1,0.0,,1037.0,149.6,837.9,161.7,-112.2,47.8,3.7,,,42.6,1766.5,2498.9,4358.2,-1859.3,0.0,904.6,790.1,641.9,148.2,,,110.8,3403.5,,596.9,294.3,0.0,0.0,302.6,105.1,0.0,0.0,0.0,,105.1,6.7,0.0,25.6,15.6,0.0,708.7,1771.9,1771.9,0.0,0.0,,1244.6,0.0,1145.6,57.8,3016.5,3725.2,0.0,1199.8,11.0,1188.8,-28.0,1277.1,-1093.7,1355.2,89.6,1444.8,5170.0,
03/31/2017,5154.4,159.8,159.8,0.0,504.6,504.6,0.0,,1051.9,148.8,855.5,160.0,-112.4,46.3,0.0,,,41.8,1762.6,2495.8,4383.8,-1888.0,0.0,896.0,642.6,642.6,0.0,,,253.4,3391.8,,614.2,346.4,,,267.8,172.8,0.0,,,,172.8,8.6,,8.9,13.0,0.0,795.6,1772.5,1772.5,,,,1096.9,,1001.0,74.0,2869.4,3665.0,0.0,1198.1,11.0,1187.1,-27.1,1294.6,-1071.4,1394.2,95.2,1489.4,5154.4,
06/30/2017,5186.3,154.6,154.6,0.0,538.6,538.6,0.0,,1076.2,141.6,886.7,159.4,-111.5,30.7,1.4,,,29.1,1800.1,2492.3,4398.8,-1906.5,0.0,893.9,643.5,643.5,0.0,,,249.0,3386.2,,622.5,355.5,,,267.0,67.5,67.5,,,,,11.0,,9.8,20.1,0.0,701.0,1876.6,1876.6,,,,1094.3,,990.9,73.5,2970.9,3671.9,0.0,1202.3,11.0,1191.3,-25.4,1303.8,-1067.2,1413.5,100.9,1514.4,5186.3,
09/30/2017,5075.1,124.9,124.9,0.0,525.9,525.9,0.0,,1101.1,157.4,887.3,164.8,-108.4,52.2,2.8,,,48.6,1804.1,2490.9,4437.2,-1946.3,0.0,780.1,531.9,531.9,0.0,,0.0,245.4,3271.0,,630.9,350.5,,,280.4,36.4,0.0,,,,36.4,6.3,,5.8,14.1,0.0,673.6,1877.7,1877.7,,,,1076.3,,981.4,75.0,2954.0,3627.6,0.0,1207.4,11.0,1196.4,-25.9,1182.6,-1016.3,1347.8,99.7,1447.5,5075.1,
12/31/2017,5185.4,141.6,141.6,0.0,545.3,545.3,0.0,,1176.1,162.8,955.5,165.0,-107.2,52.7,5.8,,,42.1,1915.7,2495.7,4473.8,-1978.1,0.0,774.0,669.4,531.4,138.0,,,98.8,3269.7,,700.4,420.1,0.0,0.0,280.3,10.1,0.0,0.0,0.0,,10.1,2.1,0.0,6.8,9.7,0.0,712.6,1530.6,1530.6,0.0,0.0,,1097.7,0.0,1014.8,66.4,2628.3,3340.9,0.0,1609.0,12.7,1596.3,-26.1,1184.3,-1027.8,1739.4,105.1,1844.5,5185.4,
03/31/2018,5350.0,109.9,109.9,0.0,606.4,606.4,0.0,,1210.8,175.7,931.8,181.2,-77.9,124.7,,,,109.1,2051.8,2490.7,4499.1,-2008.4,0.0,807.5,534.2,534.2,0.0,,,273.3,3298.2,,627.7,424.7,,,203.0,63.7,0.0,,,,63.7,68.5,,5.7,10.7,66.2,759.9,1535.3,1535.3,,,,1091.5,,998.6,76.5,2626.8,3386.7,0.0,1612.2,12.7,1599.5,-31.7,1257.8,-992.2,1846.1,117.2,1963.3,5350.0,
06/30/2018,5393.3,122.4,122.4,0.0,621.9,621.9,0.0,,1254.1,187.7,972.8,176.9,-83.3,127.9,6.4,,,116.2,2126.3,2479.0,4509.6,-2030.6,0.0,788.0,531.0,531.0,0.0,,,250.6,3267.0,,653.9,429.3,,,224.6,16.3,0.0,,,,16.3,71.1,,2.2,9.7,70.4,741.3,1535.5,1535.5,,,,1074.6,,983.7,79.0,2610.1,3351.4,0.0,1616.8,12.7,1604.1,-30.6,1330.4,-991.6,1925.0,116.9,2041.9,5393.3,
09/30/2018,5389.0,153.5,153.5,0.0,588.3,588.3,0.0,,1239.8,204.3,929.9,190.0,-84.4,140.8,2.8,,,128.1,2122.4,2472.6,4528.7,-2056.1,0.0,794.0,536.4,536.4,0.0,,,254.8,3266.6,,641.7,416.1,,,225.6,16.6,0.0,,,,16.6,72.3,,1.4,12.1,69.2,730.6,1535.3,1535.3,,,,1039.9,,953.8,72.6,2575.2,3305.8,0.0,1621.2,12.7,1608.5,-30.6,1380.9,-991.3,1980.2,103.0,2083.2,5389.0,
12/31/2018,5501.8,382.0,382.0,0.0,527.8,527.8,0.0,51.2,1211.1,191.5,914.1,191.1,-85.6,74.6,1.0,,,72.2,2246.7,2475.0,4505.9,-2030.9,0.0,780.1,664.4,534.7,129.7,,,114.7,3255.1,,751.2,498.8,0.0,0.0,252.4,6.6,0.0,0.0,0.0,,6.6,79.1,0.0,2.7,12.9,0.0,836.9,1535.5,1535.5,0.0,0.0,,1150.7,0.0,1048.4,86.7,2673.3,3510.2,0.0,1628.1,12.7,1615.4,-30.6,1422.0,-1133.8,1885.7,105.9,1991.6,5501.8,
03/31/2019,5491.0,217.0,217.0,0.0,565.1,565.1,0.0,48.7,1254.4,212.5,941.3,192.4,-91.8,92.7,2.4,,,87.3,2177.9,2470.7,4538.5,-2067.8,0.0,842.4,536.8,536.8,0.0,,,303.2,3313.1,,657.6,455.3,,,202.3,22.2,0.0,15.8,1.4,14.4,6.4,80.2,,1.0,14.5,0.0,760.0,1594.1,1536.2,57.9,5.3,52.6,1090.3,,1010.6,64.2,2684.4,3444.4,0.0,1612.4,12.7,1599.7,-19.7,1437.0,-1095.5,1934.2,112.4,2046.6,5491.0,
06/30/2019,5549.3,281.2,281.2,0.0,581.4,581.4,0.0,40.9,1217.5,194.1,917.8,182.7,-77.1,140.4,1.5,,,130.2,2261.4,2404.9,4444.6,-2039.7,0.0,883.0,524.8,524.8,0.0,,,356.7,3287.9,,674.0,420.6,,,253.4,13.9,0.0,2.4,1.2,1.2,11.5,71.3,,1.6,15.1,0.0,759.2,1550.5,1537.1,13.4,6.7,6.7,1101.0,,975.0,109.3,2651.5,3410.7,0.0,1617.3,12.7,1604.6,-18.3,1511.8,-1084.4,2026.4,112.2,2138.6,5549.3,
09/30/2019,5628.9,511.3,511.3,0.0,596.7,596.7,0.0,37.8,1168.5,199.6,863.5,180.9,-75.5,108.1,3.7,,,76.8,2422.4,2407.5,4467.8,-2060.3,0.0,799.0,523.8,523.8,0.0,,,271.5,3206.5,,649.8,415.8,,,234.0,14.1,0.0,2.0,1.0,1.0,12.1,99.4,,3.1,15.8,0.0,763.3,1567.3,1541.7,25.6,12.8,12.8,1018.4,,903.3,96.2,2585.7,3349.0,0.0,1624.8,12.7,1612.1,-18.2,1622.8,-1061.4,2168.0,111.9,2279.9,5628.9,
12/31/2019,5634.6,490.8,490.8,0.0,554.1,554.1,0.0,38.5,1155.3,164.9,899.6,161.3,-70.5,64.3,1.2,,,59.9,2303.0,2450.1,4538.6,-2088.5,0.0,881.5,622.1,525.8,96.3,,,258.2,3331.6,,744.7,521.2,0.0,0.0,223.5,20.5,0.0,9.0,4.5,4.5,11.5,84.0,0.0,2.2,,0.0,849.2,1407.4,1387.4,20.0,10.0,10.0,1184.8,0.0,1044.0,138.6,2592.2,3441.4,0.0,1630.7,12.7,1618.0,-18.2,1679.3,-1201.7,2090.1,103.1,2193.2,5634.6,
03/31/2020,5807.1,639.0,639.0,0.0,593.4,593.4,0.0,43.5,1181.1,174.8,908.9,171.7,-74.3,51.0,0.1,,,50.3,2508.0,2445.5,4552.4,-2106.9,0.0,853.6,520.8,520.8,0.0,,,332.7,3299.1,,625.4,424.6,,,200.8,310.7,0.0,,,,310.7,123.1,,4.6,,0.0,1059.2,1390.0,1390.0,,,,1165.3,,1001.8,158.9,2555.3,3614.5,0.0,1604.8,12.7,1592.1,-0.8,1700.4,-1216.6,2087.8,104.8,2192.6,5807.1,
06/30/2020,5169.4,539.1,539.1,0.0,483.6,483.6,0.0,41.6,1103.5,202.2,796.8,186.5,-82.0,33.8,0.2,,,32.4,2201.6,2455.0,4593.0,-2138.0,0.0,512.8,236.4,236.4,0.0,,,276.2,2967.8,,487.4,275.8,,,211.6,12.8,0.0,,,,12.8,114.2,,3.6,,0.0,614.4,1516.9,1516.9,,,,1195.8,,988.9,203.3,2712.7,3327.1,0.0,1630.5,12.7,1617.8,0.0,1277.6,-1172.8,1735.3,107.0,1842.3,5169.4,
