Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
12/31/1994,,-72.82,35.72,114.5,51.79,129.19,-55.44,,-55.44,,,,,,,,,,,,73.75,,
03/31/1995,,-3.6,35.299999,69.900002,-77.0,24.6,,,-19.4,,,,,,,,,,,,,,
06/30/1995,,49.5,37.099998,31.700001,-58.799999,59.5,,,-36.900002,,,,,,,,,,,,,,
09/30/1995,,43.400002,11.2,34.200001,28.6,117.400002,,,-39.700001,,,,,,,,,,,,,,
12/31/1995,,22.355,59.794998,19.131001,44.924999,146.205994,-68.193001,,-68.193001,,,,,,,,,,,,78.012993,,
03/31/1996,,-205.300003,38.200001,256.399994,-91.599998,-2.3,,,-35.700001,,,,,,,,,,,,,,
06/30/1996,,58.599998,35.900002,-9.9,-35.400002,49.200001,,,-39.299999,,,,,,,,,,,,,,
09/30/1996,,55.0,16.9,72.800003,9.0,153.699997,,,-48.0,,,,,,,,,,,,,,
12/31/1996,,45.0,54.5,-5.8,58.5,152.199997,,,-89.199997,,,,,,,,,,,,,,
03/31/1997,,25.0,38.0,33.0,-111.0,-15.0,-39.0,0.0,-38.0,,,-1.0,72.0,0.0,251.0,376.0,-347.0,0.0,-208.0,0.0,18.0,,
06/30/1997,,59.0,39.0,17.0,-32.0,83.0,-268.0,0.0,-56.0,,,-212.0,158.0,0.0,454.0,4.0,-268.0,0.0,-24.0,-8.0,-27.0,,
09/30/1997,,-33.0,38.0,132.0,21.0,158.0,-58.0,0.0,-63.0,,,5.0,-112.0,0.0,-54.0,19.0,-11.0,0.0,-62.0,-4.0,-12.0,,
12/31/1997,,46.0,49.0,-3.0,77.0,169.0,-112.0,19.0,-88.0,,,-43.0,-67.0,0.0,-642.0,625.0,-29.0,8.0,-17.0,-12.0,-10.0,,
03/31/1998,,36.200001,44.0,-8.2,-28.0,44.0,-64.0,0.0,-48.0,,,-16.0,75.0,0.0,-652.0,761.0,-9.0,0.0,0.0,-25.0,55.0,,
06/30/1998,,28.0,47.0,85.0,-37.0,123.0,-48.0,0.0,-49.0,,,1.0,-86.0,0.0,658.0,250.0,-989.0,0.0,0.0,-5.0,-11.0,,
09/30/1998,,36.099998,47.0,19.9,-36.0,67.0,-63.0,0.0,-59.0,,,-4.0,-20.0,0.0,-8.0,27.0,0.0,0.0,-42.0,3.0,-16.0,,
12/31/1998,,-116.599998,38.099998,236.199997,70.400002,228.100006,-138.0,31.700001,-89.800003,,,-79.900002,-82.199997,0.0,6.9,0.0,-48.299999,7.7,-41.700001,-6.8,7.9,,
03/31/1999,,46.700001,52.0,-54.700001,-102.0,-58.0,-491.0,0.0,-34.0,,,-457.0,507.0,0.0,67.0,459.0,-18.0,0.0,0.0,-1.0,-42.0,,
06/30/1999,,90.0,57.0,37.0,-97.0,87.0,-82.0,0.0,-47.0,,,-35.0,18.0,0.0,169.0,1.0,-153.0,0.0,-2.0,3.0,23.0,,
09/30/1999,,71.699997,49.0,51.299999,31.0,203.0,-96.0,0.0,-59.0,,,-37.0,-108.0,0.0,-131.0,23.0,-2.0,0.0,-2.0,4.0,-1.0,,
12/31/1999,,-70.099998,44.099998,105.199997,162.600006,241.800003,-166.899994,17.0,-134.5,,,-49.400002,-56.700001,0.0,-83.599998,52.200001,-25.1,7.0,-0.2,-7.0,18.200001,,
03/31/2000,,60.099998,55.0,34.900002,-181.0,-31.0,-51.0,0.0,-37.0,,,-14.0,61.0,0.0,6.0,110.0,-7.0,0.0,-49.0,1.0,-21.0,,
06/30/2000,,107.599998,53.0,-2.6,-4.0,154.0,-86.0,0.0,-49.0,,,-37.0,-16.0,0.0,0.0,61.0,-39.0,0.0,-45.0,7.0,52.0,,
09/30/2000,,88.900002,54.0,16.1,-85.0,74.0,-62.0,0.0,-49.0,,,-13.0,-23.0,0.0,-10.0,21.0,-5.0,0.0,-37.0,8.0,-11.0,,
12/31/2000,,58.599998,51.390999,-27.684999,178.757004,261.062988,-12.013,16.721001,-83.882004,,,55.147999,-244.852997,0.0,4.535,0.0,-236.535004,21.691999,-16.521999,-18.023001,4.197,,
03/31/2001,,65.099998,56.700001,7.2,-71.5,57.5,-34.400002,0.0,-28.6,,,-5.8,-30.799999,0.0,4.0,0.0,-55.299999,46.700001,-26.799999,0.6,-7.7,,
06/30/2001,,119.699997,56.5,-12.7,-84.0,79.5,-61.900002,0.0,-42.799999,,,-19.1,1.8,0.0,-3.5,50.599998,0.0,21.799999,-72.199997,5.1,19.4,,
09/30/2001,,90.0,57.0,46.0,-48.0,145.0,-44.099998,0.0,-33.0,,,-11.1,-102.699997,0.0,-7.3,0.0,-81.400002,15.4,-28.4,-1.0,-1.8,,
12/31/2001,,20.200001,62.099998,31.5,100.0,213.800003,-74.0,11.4,-62.099998,,,-23.299999,-153.0,0.0,-17.200001,0.0,-120.599998,13.0,-24.299999,-3.9,-13.2,,
03/31/2002,,57.0,48.700001,14.4,-124.699997,-4.6,-49.5,0.0,-22.200001,,,-27.299999,48.400002,0.0,1.6,119.099998,-38.599998,34.0,-68.400002,0.7,-5.7,,
06/30/2002,,126.099998,51.700001,205.600006,-14.5,368.899994,-35.900002,0.0,-33.400002,,,-2.5,-285.100006,0.0,-12.0,0.0,-239.100006,13.6,-52.200001,4.6,47.900002,,
09/30/2002,,114.099998,54.799999,-113.900002,9.3,64.300003,-18.6,0.0,-35.5,,,16.9,-24.1,0.0,35.200001,0.0,-48.400002,3.8,-15.1,0.4,21.6,,
12/31/2002,,73.800003,57.5,149.399994,-85.599998,195.100006,-85.5,21.4,-74.0,,,-32.900002,-158.800003,0.0,-49.299999,0.0,-108.900002,4.7,-5.4,0.1,-49.200001,,
03/31/2003,,63.799999,57.400002,11.9,-93.699997,39.400002,-50.5,0.0,-29.299999,,,-21.200001,52.799999,0.0,28.200001,206.100006,-126.199997,4.5,-76.0,16.200001,41.700001,,
06/30/2003,,133.899994,61.599998,-51.599998,61.400002,205.300003,-52.5,0.0,-31.9,,,-20.6,-110.099998,0.0,46.299999,0.0,-174.699997,12.0,-14.6,20.9,42.700001,,
09/30/2003,,122.5,61.099998,0.9,44.599998,229.100006,-47.400002,0.0,-41.0,,,-6.4,-161.199997,0.0,-27.1,0.0,-146.399994,22.799999,-14.6,4.1,20.5,,
12/31/2003,,84.900002,66.699997,-20.700001,46.5,177.399994,-67.0,23.200001,-68.5,,,-21.700001,-200.199997,0.0,-45.599998,0.0,-131.800003,15.6,-44.299999,5.9,-89.800003,,
03/31/2004,,84.599998,63.299999,21.1,-130.199997,38.799999,-61.5,0.0,-26.4,,,-35.099998,103.300003,0.0,113.800003,113.900002,-0.2,12.0,-143.399994,7.2,80.599998,,
06/30/2004,,159.699997,63.799999,38.799999,-44.299999,218.0,-33.5,0.0,-40.799999,,,7.3,-139.199997,0.0,-92.099998,23.200001,-0.4,7.0,-79.199997,2.3,45.299999,,
09/30/2004,,156.0,66.400002,-19.799999,3.2,205.800003,-58.700001,13.9,-51.799999,,,-20.799999,-157.399994,0.0,-24.0,0.0,-130.100006,7.9,-15.0,3.8,-10.3,,
