Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,2370.261505,-9.266,1.0,54.853001,626.577003,3043.425509,,,1.284004,0.205879,,,,3.385812,2377.168006,3050.33201,8.607583,,
06/30/1990,2470.32606,-2.685,1.0,57.412998,639.517014,3165.571072,,,1.281439,0.202023,,,,3.454921,2492.59776,3187.842772,9.064991,,
09/30/1990,2104.223213,-12.538,1.0,59.751999,510.104989,2662.542201,,,1.265333,0.191586,,,,2.865083,2123.307926,2681.626914,7.685724,,
12/31/1990,2508.020558,-10.71,1.0,59.346001,530.073006,3087.729565,1.719106,11.446136,1.231142,0.171671,10.244624,,13.473121,3.275108,2510.122334,3089.83134,8.91438,,
03/31/1991,2913.133374,-13.823,1.0,61.104,651.594025,3613.008399,1.969531,13.23014,1.240248,0.180347,11.099327,,15.860441,3.655326,2907.920255,3607.79528,10.404304,,
06/30/1991,2464.302341,-5.382,1.0,64.250999,682.750018,3206.921359,1.706754,11.168982,1.301351,0.212899,9.154995,,14.023252,3.177567,2477.207648,3219.826665,9.302247,,
09/30/1991,2531.114964,-11.34,1.0,67.636002,682.344021,3270.754986,1.715483,11.413043,1.292219,0.20862,17.613208,,14.204432,3.127975,2547.265968,3286.90599,9.548063,,
12/31/1991,2937.908653,-14.719,1.0,70.57,678.624,3673.383653,1.901365,12.287686,1.25034,0.184741,10.858875,,14.90283,3.406798,2894.96537,3630.440369,10.720505,,
03/31/1992,2738.92432,-4.428,1.0,74.170998,802.168991,3611.836309,1.832204,11.752577,1.318706,0.222095,10.237631,,14.359865,3.607608,2850.528591,3723.44058,11.135741,,
06/30/1992,3280.526782,-13.611,1.0,77.565002,868.095001,4213.575786,2.084409,13.467262,1.28442,0.206023,10.811747,,16.419386,4.244912,3285.754947,4218.80395,12.915561,,
09/30/1992,3644.4365,-3.315,1.0,81.597,783.328003,4507.046503,2.204606,14.362464,1.236692,0.173801,11.382494,,17.202993,4.278177,3634.23765,4496.847653,13.775378,,
12/31/1992,4199.374828,-18.705999,1.0,87.959,774.686004,5044.313833,2.46568,15.927044,1.201206,0.153576,11.583688,,19.000946,4.525428,4200.115739,5045.054744,15.248642,,
