Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,-23.874001,138.074005,84.195999,,-1.664,13.06,0.0,-28.017,0.0,-19.958,,-13.394,-87.410004,-59.308998,-49.452,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,357.148987,49.064999,84.999001,,-1.793,8.67,0.0,30.636999,0.0,57.772999,,16.683001,125.060997,3.874,-17.82,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,141.585999,263.256989,86.292999,,-2.338,17.93,0.0,32.203999,0.0,-75.418999,,-50.785999,-129.251999,17.174,-17.476999,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,357.214996,121.097,87.311996,,-2.772,24.0,0.0,-18.766001,0.0,41.337002,,-48.669998,144.207001,28.67,84.749001,-103.948997,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,11.949,106.696999,88.817001,,-3.762,13.54,0.0,31.566,0.0,-27.218,,59.527,-139.576004,-44.061001,-73.581001,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,309.681,64.651001,88.554001,,-4.918,27.02,0.0,20.191999,0.0,-2.973,,2.843,130.473999,24.923,73.581001,-114.666,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,328.403015,303.36499,90.505997,,-2.63,20.07,0.0,35.139999,0.0,-21.417999,,-12.264,-137.595001,-13.674,0.0,66.903,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,283.635986,92.196999,91.948997,,-2.514,20.52,0.0,-27.149,0.0,56.900002,,-9.476,115.389999,21.694,0.0,-75.875,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,77.325996,116.482002,93.148003,,-3.15,-2.01,0.0,21.694,0.0,-0.303,,25.223,-101.566002,-51.379002,0.0,-20.813,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,285.565002,77.536003,94.609001,,-2.961,48.5,0.0,1.181,0.0,17.844999,,7.947,124.841003,13.408,0.0,-97.341003,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,291.411987,309.437012,95.995003,,-3.105,24.280001,0.0,29.671,0.0,-45.846001,,-17.533001,-131.167007,40.610001,0.0,-10.93,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,261.190002,100.633003,97.109001,,-4.028,-2.9,0.0,-3.46,0.0,-6.063,,-22.207001,123.980003,-9.146,0.0,-12.728,,,0.0,,,,,,,,,,,,,0.0,,,261.190002,
03/31/1993,69.799004,153.940002,98.538002,,-4.242,35.139999,0.0,-116.427002,0.0,-42.268002,,79.958,-104.793999,-8.759,,-21.287001,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,243.126007,62.451,100.378998,,-2.376,56.799999,0.0,-139.046997,0.0,37.764,,-28.337,123.873001,5.893,,25.726,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,472.923004,324.837006,101.806,,-1.652,-24.190001,0.0,213.718002,0.0,-71.219002,,8.845,-146.251999,2.866,,64.164001,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,236.082993,117.293999,103.007004,,-1.859,26.459999,0.0,-169.873001,0.0,40.811001,,0.088,94.936996,23.007,,2.211,,,0.0,,,,,,,,,,,,,0.0,,,236.082993,
03/31/1994,270.335999,189.309998,103.765999,,-2.866,-12.39,0.0,159.320999,0.0,-68.699997,,29.438,-92.074997,-69.574997,,34.106998,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,187.856995,87.211998,104.554001,,-3.714,25.67,0.0,-182.878006,0.0,66.167,,-6.961,114.5,-24.589001,,7.896,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,480.574005,339.868988,106.098,,-2.316,4.64,0.0,27.658001,0.0,-30.691999,,-16.112,-116.345001,10.478,119.176003,38.119999,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,426.631989,117.878998,107.938004,,-2.656,46.169998,0.0,-77.126999,0.0,51.990002,,10.941,115.237,65.612,,-9.352,,,0.0,,,,,,,,,,,,,0.0,,,426.631989,
