Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Deferred Income Taxes,Stock-Based Compensation,Other Non-Cash Adjustments,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,173.468994,74.514,129.746002,,15.88,,,,15.88,-46.671001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,311.529999,108.849998,92.028,,-16.889999,,,,-16.889999,127.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,112.123001,55.893002,167.108994,,-22.846001,,,,-22.846001,-88.032997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,271.697998,-168.345001,457.391998,,-52.740002,,,,-52.740002,35.390999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.697998,,,
03/31/1991,133.677994,88.398003,121.370003,,-28.548,,,,-28.548,-47.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,356.265991,93.574997,124.041,,-22.802999,,,,-22.802999,161.453003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,211.695007,107.261002,170.315994,,-94.305,,,,-94.305,28.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,171.169998,100.552002,83.816002,,19.148001,,,,19.148001,-32.346001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,1627.0,23.0,116.0,,1171.0,,,,1171.0,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,659.0,128.0,132.0,,-1044.0,,,,-1044.0,1443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,812.0,133.0,106.0,,44.0,,,,44.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,495.223999,143.542007,106.579002,,-363.194,,,,-363.194,608.900024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,1942.0,168.0,114.0,,1704.0,,,,1704.0,-44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-216.0,169.0,95.0,,-2076.0,,,,-2076.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,2774.0,218.0,71.0,,-109.0,,,,-109.0,2594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-3539.0,171.434006,72.0,,281.0,,,,281.0,-4063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3539.0,,,
03/31/1994,32.0,206.0,81.0,,-215.0,,,,-215.0,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,771.0,188.0,95.0,,-123.0,,,,-123.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,527.0,188.0,69.0,,-86.0,,,,-86.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,508.0,106.328003,91.0,,85.0,,,,85.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,338.0,180.0,64.0,,32.0,,,,32.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1995,-74.0,194.0,52.0,,28.0,,,,28.0,-348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1995,69.0,210.0,76.0,,-89.0,,,,-89.0,-128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1995,787.0,-176.177002,110.0,,611.177002,,,,611.177002,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1996,-232.0,238.0,61.0,,-215.0,,,,-215.0,-316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1996,303.0,248.0,73.0,,54.0,,,,54.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1996,148.0,234.0,77.0,,-295.0,,,,-295.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1996,-9.0,272.0,79.0,,-334.0,,,,-334.0,-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1997,73.0,266.0,83.0,,158.0,,,,158.0,-434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1997,313.0,259.0,102.0,,-188.0,,,,-188.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1997,252.0,262.0,116.0,,37.0,,,,37.0,-163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1997,-679.0,265.0,115.0,,-133.0,,,,-133.0,-926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1998,-83.0,269.0,124.0,,-401.0,,,,-401.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,659.0,
06/30/1998,-523.0,280.0,152.0,,-399.0,,,,-399.0,-556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,672.0,
09/30/1998,-391.0,281.0,265.0,,-59.0,,,,-59.0,-878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,716.0,
12/31/1998,711.0,285.0,449.0,,-201.0,,,,-201.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,135.0,680.0,
03/31/1999,801.0,325.0,208.0,,-253.0,,,,-253.0,521.0,,,,,2102.0,,,,-1442.0,2062.0,,,,-3504.0,,,,256.0,,,,,,,,3288.0,-3115.0,-129.0,-1008.0,,,,,-281.0,16.0,-297.0,-1697.0,,,-212.0,8.0,667.0,
