Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1994,738.231018,,-572.862,,165.369018,,-91.167999,,,74.200996,-7.506,,7.654,,-0.148,66.694996,-25.611,41.084,0.0,,,41.083996,0.0,41.084,0.0,,41.084,41.084,,165.806993,0.248889,0.248889,,165.806993,0.248889,0.248889,0.248889,
03/31/1995,879.672974,,-666.968018,,212.704956,,-98.862999,,,113.842003,-9.038,,7.801,,1.237,104.804003,-38.949001,65.855003,0.0,,,65.855002,0.0,65.855003,0.0,,65.855003,65.855003,,166.050003,0.397037,0.397037,,166.050003,0.397037,0.397037,0.397037,
06/30/1995,884.008972,,-657.906982,,226.10199,,-113.014999,,,113.086998,-9.538,,8.243,,1.295,103.548998,-35.898998,67.650002,0.0,,,67.65,0.0,67.650002,0.0,,67.650002,67.650002,,166.047759,0.408889,0.408889,,166.047759,0.408889,0.408889,0.408889,
09/30/1995,839.054016,,-645.609009,,193.445007,,-97.719002,,,95.725998,-4.655,,7.988,,-3.333,91.070998,-33.695999,57.375,0.0,,,57.374999,0.0,57.375,0.0,,57.375,57.375,,166.659748,0.346667,0.346667,0.346667,166.659748,0.346667,0.346667,0.346667,
12/31/1995,824.375977,,-641.481018,,182.894958,,-101.189003,,,81.706001,-4.886,,7.241,,-2.355,76.820001,-28.424,48.396,0.0,,,48.396001,0.0,48.396,0.0,,48.396,48.396,,166.855494,0.286667,0.286667,0.286667,166.855494,0.286667,0.286667,0.286667,
03/31/1996,931.356018,,-707.927002,,223.429016,,-106.503998,,,116.925003,-7.198,,8.359,,-1.161,109.727003,-40.598999,69.127998,0.0,,,69.128004,0.0,69.127998,0.0,,69.127998,69.127998,,166.923008,0.413333,0.413333,0.413333,166.923008,0.413333,0.413333,0.413333,
06/30/1996,991.661987,,-761.325989,,230.335998,,-120.037003,,,110.299004,-13.438,,13.079,,0.359,96.861004,-32.092999,64.767998,0.0,,,64.768005,0.0,64.767998,0.0,,64.767998,64.767998,,167.1255,0.386667,0.386667,0.386667,167.1255,0.386667,0.386667,0.386667,
09/30/1996,959.328003,,-754.497986,,204.830017,,-114.444,,,90.386002,-10.534,,12.314,,-1.78,79.852001,-28.747,51.105,0.0,,,51.105002,0.0,51.105,0.0,,51.105,51.105,,167.181753,0.306667,0.306667,0.306667,168.486757,0.3,0.3,0.3,
12/31/1996,969.586975,,-761.322998,,208.263977,,-119.542999,,,88.721001,-6.591,,11.942,,-5.351,82.130001,-29.566,52.563999,0.0,,,52.564001,0.0,52.563999,0.0,,52.563999,52.563999,,167.364007,0.313333,0.313333,0.313333,168.621752,0.313333,0.313333,0.313333,
03/31/1997,1047.099976,,-800.578003,,246.521973,,-115.747002,,,130.774994,-11.155,,11.819,,-0.664,119.619994,-41.655998,77.963997,0.0,,,77.963996,0.0,77.963997,0.0,,77.963997,77.963997,,167.546241,0.466667,0.466667,0.466667,168.864757,0.466667,0.466667,0.466667,
06/30/1997,1115.06604,,-836.588989,,278.477051,,-125.445999,,,153.031006,-9.766,,10.584,,-0.818,143.265006,-50.859001,92.405998,0.0,,,92.406005,0.0,92.405998,0.0,,92.405998,92.405998,,167.514741,0.553333,0.553333,0.553333,169.098748,0.546667,0.546667,0.546667,
09/30/1997,1083.168945,,-827.138977,,256.029968,,-125.275002,,,130.755005,-9.42,,10.437,,-1.017,121.335005,-43.074001,78.261002,0.0,,,78.261003,0.0,78.261002,0.0,,78.261002,78.261002,,167.404495,0.466667,0.466667,0.466667,168.682503,0.466667,0.466667,0.466667,
12/31/1997,1114.947998,,-862.208984,,252.739014,,-132.960999,,,119.778,-9.214,,13.082,,-3.868,110.564,-39.25,71.314003,0.0,,,71.314,0.0,71.314003,0.0,,71.314003,71.314003,,166.691997,0.426667,0.426667,0.426667,168.2715,0.42,0.42,0.42,
03/31/1998,1196.547974,,-912.322021,,284.225953,,-138.457993,,,145.768005,-13.874999,,13.512,,0.362999,131.893006,-48.667999,83.224998,0.0,,,83.225007,0.0,83.224998,0.0,,83.224998,83.224998,,165.720004,0.506667,0.506667,0.533333,167.710498,0.5,0.5,0.526667,
06/30/1998,1238.358032,,-949.322021,,289.036011,,-135.440002,,,153.595993,-13.4,,15.756,,-2.356,140.195993,-49.77,90.426003,3.675,,,86.750993,0.0,86.750999,0.0,,86.750999,86.750999,,165.3945,0.52,0.54,0.566667,167.090995,0.513333,0.533333,0.56,
09/30/1998,1218.724,,-947.307,,271.417,,-134.158,,,137.259,-16.148,16.075,16.075,,0.073,121.111,-42.994,78.117,0.0,,,78.117,0.0,78.117,0.0,,78.117,78.117,,164.049,0.473333,0.473333,0.473333,165.192,0.473333,0.473333,0.473333,
12/31/1998,1199.020996,,-943.166992,,255.854004,,-141.369995,,,114.484001,-17.674,17.341,17.341,,0.333,96.810002,-33.278,63.532001,0.0,,,63.532002,0.0,63.532001,0.0,,63.532001,63.532001,,162.813,0.393333,0.393333,0.393333,164.132996,0.386667,0.386667,0.386667,
03/31/1999,1255.78894,,-989.137024,,266.651917,,-136.278,,,130.373993,-12.664,15.634,15.634,,-2.97,117.709993,-41.199001,76.511002,0.0,,,76.510992,0.0,76.511002,0.0,,76.511002,76.511002,,162.755997,0.473333,0.473333,0.473333,164.003998,0.466667,0.466667,0.466667,
06/30/1999,1285.265991,,-989.758972,,295.507019,,-138.875,,,156.632004,-14.569,14.647,14.647,,-0.078,142.063003,-49.722,92.341003,0.0,,,92.341003,0.0,92.341003,0.0,,92.341003,92.341003,,163.182003,0.56,0.56,0.56,164.743504,0.56,0.56,0.56,
09/30/1999,1249.212036,,-983.539978,,265.672058,,-138.147995,,,127.524002,-15.167,14.543,14.543,,0.624,112.357002,-38.763,73.594002,0.0,,,73.594001,0.0,73.594002,0.0,0.0,73.594002,73.594002,,163.6035,0.446667,0.446667,0.446667,165.142502,0.446667,0.446667,0.446667,
12/31/1999,1246.116943,,-978.208008,,267.908936,,-140.156998,,,127.751999,-13.304,14.028,14.028,,-0.724,114.447999,-39.485001,74.962997,0.0,,,74.962998,0.0,74.962997,0.0,0.0,74.962997,74.962997,,163.783504,0.46,0.46,0.46,165.309002,0.453333,0.453333,0.453333,
03/31/2000,1401.587036,,-1082.061035,,319.526001,,-141.253998,,,178.272003,-15.367,14.571,14.571,,0.796,162.905003,-56.202,106.703003,0.0,,,106.703003,0.0,106.703003,0.0,0.0,106.703003,106.703003,,164.061001,0.653333,0.653333,0.653333,165.301495,0.646667,0.646667,0.646667,
06/30/2000,1488.702,,-1143.041,,345.661,,-156.347,,,189.314,-16.837,16.041,16.041,0.0,0.796,172.477,-59.505,112.972,0.0,,,112.972,0.0,112.972,0.0,0.0,112.972,112.972,,164.778533,0.686667,0.686667,0.686667,166.084224,0.68,0.68,0.68,
09/30/2000,1485.131,,-1159.029,,326.102,,-162.441,162.441,0.0,163.661,30.209,21.168,21.168,,-51.377,193.87,-68.824,125.046,,,,125.046,0.0,125.046,0.0,0.0,125.046,125.046,,170.894528,0.733333,0.733333,0.733333,171.842972,0.726667,0.726667,0.726667,
12/31/2000,1467.619,,-1152.364,,315.255,,-169.596,169.596,0.0,145.659,-24.243,25.607,25.607,,-1.364,121.416,-43.102,78.314,0.0,,,78.314,0.0,78.314,0.0,0.0,78.314,78.314,,171.010544,0.453333,0.453333,0.453333,172.246708,0.453333,0.453333,0.453333,
03/31/2001,1542.058,,-1221.243,,320.815,,-159.58,159.58,0.0,161.235,-22.827,24.243,24.243,,-1.416,138.408,-50.334,88.074,,,,88.074,0.0,88.074,,,88.074,88.074,,171.659053,0.513333,0.533333,0.533333,172.874205,0.513333,0.533333,0.533333,
06/30/2001,1484.796,,-1195.52,,289.276,,-188.346,,,100.93,-24.406,19.344,19.344,,5.062,76.524,-27.166,49.358,0.0,,,49.358,0.0,49.358,0.0,0.0,49.358,49.358,,172.266,0.286667,0.286667,0.386667,173.4225,0.28,0.28,0.38,
09/30/2001,1475.867,,-1197.625,,278.242,,-165.415,165.415,0.0,112.827,-20.337,20.454,20.454,,-0.117,92.49,-31.909,60.581,0.0,,,60.581,0.0,60.581,0.0,0.0,60.581,60.581,,172.7505,0.353333,0.353333,0.373333,173.6295,0.346667,0.346667,0.366667,
12/31/2001,1437.33,,-1203.893,,233.437,,-164.883,164.883,0.0,68.554,-21.566,21.555,21.555,,0.011,46.988,-17.926,29.062,0.0,,,29.062,0.0,29.062,0.0,0.0,29.062,29.062,,172.515,0.166667,0.166667,0.22,173.4285,0.166667,0.166667,0.22,
03/31/2002,1578.332,,-1309.245,,269.087,,-171.764,171.764,0.0,97.323,-20.763,20.924,20.924,,-0.161,76.56,-24.203,52.357,0.0,,,52.357,0.0,52.357,0.0,0.0,52.357,52.357,,173.256,0.3,0.3,0.313333,174.423,0.3,0.3,0.313333,
06/30/2002,1657.593,,-1405.807,,251.786,,-184.423,,,67.363,-65.365,19.551,19.551,,45.814,1.998,-13.848,-11.85,0.0,,,-11.85,0.0,-11.85,0.0,0.0,-11.85,-11.85,,173.9325,-0.066667,-0.066667,0.226667,174.8835,-0.066667,-0.066667,0.226667,
09/30/2002,1585.904,,-1299.89,,286.014,,-176.255,,,109.759,-18.068,19.694,19.694,,-1.626,91.691,-30.716,60.975,0.0,,,60.975,0.0,60.975,0.0,0.0,60.975,60.975,,174.3495,0.346667,0.346667,0.353333,174.912,0.346667,0.346667,0.353333,
12/31/2002,1517.201,,-1258.827,,258.374,,-177.142,,,81.232,-23.186,19.356,19.356,,3.83,58.046,-20.494,37.552,0.0,,,37.552,0.0,37.552,0.0,0.0,37.552,37.552,,174.4185,0.22,0.22,0.253333,175.6785,0.213333,0.213333,0.246667,
03/31/2003,1646.843994,,-1368.430054,,278.41394,,-182.378006,,,96.036003,-22.080001,20.349001,20.349001,,1.731,73.956002,-25.292999,48.662998,0.0,,,48.663003,0.0,48.662998,0.0,0.0,48.662998,48.662998,,174.758995,0.28,0.28,0.306667,175.334999,0.28,0.28,0.306667,
06/30/2003,1660.661,,-1382.628,,278.033,,-185.29,,,92.743,-19.054,22.162,22.162,,-3.108,73.689,-24.607,49.082,0.0,,,49.082,0.0,49.082,0.0,0.0,49.082,49.082,,174.7635,0.28,0.28,0.293333,175.4415,0.28,0.28,0.293333,
09/30/2003,1586.918,,-1298.776,,288.142,,-180.204,180.204,0.0,107.938,-23.325,21.78,21.78,0.0,1.545,84.613,-27.922,56.691,0.0,,,56.691,0.0,56.691,0.0,0.0,56.691,56.691,,175.356,0.32,0.32,0.346667,176.655,0.32,0.32,0.346667,
12/31/2003,1621.02,,-1331.64,,289.38,,-190.09,190.09,0.0,99.29,-17.916,17.342,17.342,0.0,0.574,81.374,-25.6,55.774,0.0,,,55.774,0.0,55.774,0.0,0.0,55.774,55.774,,176.235,0.313333,0.313333,0.326667,178.506,0.313333,0.313333,0.326667,
03/31/2004,1906.041,,-1544.15,,361.891,,-201.464,201.464,0.0,160.427,-17.952,17.262,17.262,0.0,0.69,142.475,-34.627,107.848,0.0,,,107.848,0.0,107.848,0.0,0.0,107.848,107.848,,177.363,0.606667,0.606667,0.613333,179.457,0.6,0.6,0.606667,
06/30/2004,1884.782,,-1497.728,,387.054,,-203.744,,,183.31,-11.646,16.835,16.835,0.0,-5.189,171.664,-55.804,115.86,-9.61,,,125.47,0.0,125.47,0.0,0.0,125.47,125.47,,177.292632,0.706667,0.706667,0.646667,179.420808,0.706667,0.706667,0.626667,
09/30/2004,1877.915,,-1477.694,,400.221,,-194.396,,,205.825,-27.154,16.179,16.179,,10.975,178.671,-52.635,126.036,-6.747,,,132.783,0.0,132.783,0.0,0.0,132.783,132.783,,177.432849,0.746667,0.706667,0.706667,179.568048,0.74,0.7,0.7,
12/31/2004,1905.93103,,-1516.905029,,389.026001,,-217.856003,,,171.169998,-15.803,17.236,17.236,,-1.433,155.366998,-44.953999,110.413002,-60.714001,,,171.127,0.0,171.126999,0.0,0.0,171.126999,171.126999,,178.348743,0.96,0.62,0.62,181.684433,0.94,0.606667,0.606667,
03/31/2005,2112.462,,-1688.804,,423.658,,-215.231,,,208.427,-19.105,17.079,17.079,,2.026,189.322,-48.676,140.646,1.276,,,139.37,0.0,139.37,0.0,0.0,139.37,139.37,,178.760979,0.78,0.786667,0.786667,181.154643,0.766667,0.773333,0.773333,
06/30/2005,2172.497,,-1708.074,,464.423,,-232.795,,,231.628,-16.717,16.375,16.375,0.0,0.342,214.911,-58.84,156.071,-5.341,,,161.412,0.0,161.412,0.0,0.0,161.412,161.412,,180.6855,0.893333,0.866667,0.866667,180.6855,0.893333,0.866667,0.866667,
09/30/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.324018,0.966667,0.806667,0.806667,180.671052,0.953333,0.793333,0.793333,
12/31/2005,2157.537,,-1705.683,,451.854,0.0,-245.845,245.845,0.0,206.009,-30.485,,19.587,,10.898,175.524,-46.5,129.024,,,,129.024,,129.024,0.0,0.0,129.024,129.024,,178.231509,0.726667,0.726667,0.726667,180.486252,0.713333,0.713333,0.713333,
03/31/2006,2498.068,,-1952.191,,545.877,,-276.7,,,269.177,-14.109,21.038,21.038,,-6.929,255.068,-77.545,177.523,0.0,,,177.523,0.0,177.523,0.0,0.0,177.523,177.523,,179.180797,0.993333,0.993333,0.993333,181.771047,0.973333,0.973333,0.973333,
06/30/2006,2616.732,,-2053.991,,562.741,,-277.087,1036.646,-759.559,285.654,-20.328,18.667,18.667,,1.661,899.958,-77.445,187.881,-6.007,,,828.52,0.0,193.888,0.0,0.0,193.888,193.888,,179.530824,1.08,1.046667,1.046667,182.358457,1.06,1.033333,1.033333,
09/30/2006,2551.573,,-1947.358,,604.215,,-292.01,,,312.205,-10.546,17.172,17.172,,-6.626,301.659,-91.075,210.584,0.0,,,210.584,0.0,210.584,0.0,0.0,210.584,210.584,,178.010298,1.18,1.18,1.18,180.603478,1.166667,1.166667,1.166667,
12/31/2006,2511.152,,-1938.007,,573.145,0.0,-292.855,292.855,0.0,280.29,-15.527,,22.304,,-6.777,264.763,-71.796,192.967,0.0,,,192.967,0.0,192.967,0.0,0.0,192.967,192.967,,173.907229,1.106667,1.106667,1.046667,176.889597,1.093333,1.093333,1.033333,
03/31/2007,2780.969,,-2163.828,,617.141,,-308.562,,,308.579,-13.653,22.403,22.403,,-8.75,294.926,-85.617,209.309,0.0,,,209.309,0.0,209.309,0.0,0.0,209.309,209.309,,173.176299,1.206667,1.206667,1.173333,176.210663,1.186667,1.186667,1.153333,
06/30/2007,2874.365,,-2223.756,,650.609,,-333.434,,,317.175,-19.241,21.535,21.535,,-2.294,297.934,-80.748,217.186,0.0,,,217.186,0.0,217.186,0.0,0.0,217.186,217.186,,173.479484,1.253333,1.253333,1.253333,176.845301,1.226667,1.226667,1.226667,
09/30/2007,2787.256,,-2122.297,,664.959,,-324.961,,,339.998,-22.256,22.421,22.421,,-0.165,317.742,-88.145,229.597,0.0,,,229.597,0.0,229.597,0.0,0.0,229.597,229.597,,169.78281,1.35,1.35,1.35,173.221492,1.33,1.33,1.33,
12/31/2007,2829.06,,-2194.137,,634.923,,-318.961,,,315.962,-19.792,26.016,26.016,,-6.224,296.17,-84.307,211.863,0.0,,,211.863,0.0,211.863,0.0,0.0,211.863,211.863,,168.063375,1.26,1.26,1.26,171.993863,1.23,1.23,1.23,
03/31/2008,3182.537,,-2447.216,,735.321,,-347.022,,,388.299,-30.505,25.54,25.54,,4.965,357.794,-102.353,255.441,0.0,,,255.441,0.0,255.441,0.0,0.0,255.441,255.441,,167.750603,1.52,1.52,1.52,170.892454,1.49,1.49,1.49,
06/30/2008,3346.752,,-2575.422,,771.33,,-373.138,373.138,0.0,398.192,-43.374,,25.019,,18.355,354.818,-102.253,252.565,,,,252.565,0.0,252.565,0.0,0.0,252.565,252.565,,167.545162,1.51,1.51,1.59,171.441236,1.47,1.47,1.55,
09/30/2008,3064.688,3064.688,-2337.222,2337.222,727.466,0.0,-332.683,332.683,0.0,394.783,-36.395,,28.096,,8.299,358.388,-106.553,251.835,0.0,0.0,0.0,251.835,-1.659,250.176,0.0,0.0,250.176,255.961,5.785,164.415418,1.52,1.52,1.556794,166.913216,1.5,1.5,1.534659,
12/31/2008,2688.656,2688.656,-2121.45,2121.45,567.206,0.0,-337.183,337.183,0.0,230.023,-30.79,,30.307,,0.483,199.233,-42.472,156.761,0.0,0.0,0.0,156.761,-1.36,155.401,0.0,0.0,155.401,165.25435,9.85335,160.83912,0.97,0.97,1.027451,161.755586,0.96,0.96,1.020915,
03/31/2009,2344.713,2344.713,-1908.607,1908.607,436.106,0.0,-317.992,317.992,0.0,118.114,-55.846,,28.393,,27.453,62.268,-9.113,53.155,0.0,0.0,0.0,53.155,0.267,53.422,0.0,0.0,53.422,89.39885,35.97685,161.011156,0.33,0.33,0.555234,161.011156,0.33,0.33,0.553443,
06/30/2009,2210.958,2210.958,-1814.069,1814.069,396.889,0.0,-302.521,302.521,0.0,94.368,-31.174,,25.275,,5.899,63.194,-14.801,48.393,0.0,0.0,0.0,48.393,1.123,49.516,0.0,0.0,49.516,59.27185,9.75585,160.472872,0.31,0.31,0.369357,161.548615,0.31,0.31,0.369357,
09/30/2009,2237.165,2237.165,-1800.945,1800.945,436.22,0.0,-301.843,301.843,0.0,134.377,-20.348,,25.723,,-5.375,114.029,-40.059,73.97,0.0,0.0,0.0,73.97,-0.477,73.493,0.0,0.0,73.493,86.038,12.545,160.629291,0.46,0.46,0.535631,162.040785,0.45,0.45,0.527419,
12/31/2009,2354.708,2354.708,-1869.481,1869.481,485.227,0.0,-309.84,309.84,0.0,175.387,-33.152,,25.029,,8.123,142.235,-37.272,104.963,0.0,0.0,0.0,104.963,-0.417,104.546,0.0,0.0,104.546,114.166,9.62,160.76779,0.65,0.65,0.71013,162.744788,0.64,0.64,0.699111,
03/31/2010,2614.823,2614.823,-2062.451,2062.451,552.372,0.0,-316.069,316.069,0.0,236.303,-29.91,,25.951,,3.959,206.393,-52.013,154.38,0.0,0.0,0.0,154.38,-0.517,153.863,0.0,0.0,153.863,165.7905,11.9275,160.931123,0.96,0.96,1.030195,163.632703,0.94,0.94,1.012892,
06/30/2010,2786.47,2786.47,-2114.19,2114.19,672.28,0.0,-349.328,349.328,0.0,322.952,-30.792,,26.896,,3.896,292.16,-69.108,223.052,0.0,0.0,0.0,223.052,-0.889,222.163,0.0,0.0,222.163,248.319,26.156,161.310414,1.38,1.38,1.539386,163.997297,1.35,1.35,1.50949,
09/30/2010,2829.273,2829.273,-2137.874,2137.874,691.399,0.0,-333.584,333.584,0.0,357.815,-21.451,,24.633,,-3.182,336.364,-87.334,249.03,0.0,0.0,0.0,249.03,-1.859,247.171,0.0,0.0,247.171,249.186,2.015,161.272536,1.53,1.53,1.545124,164.10722,1.51,1.51,1.522279,
12/31/2010,2866.664,2866.664,-2195.728,2195.728,670.936,0.0,-345.679,345.679,0.0,325.257,-19.007,,25.631,,-6.624,306.25,-74.432,231.818,0.0,0.0,0.0,231.818,-1.638,230.18,0.0,0.0,230.18,231.30385,1.12385,161.701219,1.42,1.42,1.43044,166.101535,1.39,1.39,1.396766,
03/31/2011,3240.103,3240.103,-2463.083,2463.083,777.02,0.0,-375.069,375.069,0.0,401.951,-12.234,,24.619,,-12.385,389.717,-108.069,281.648,0.0,0.0,0.0,281.648,-2.059,279.589,0.0,0.0,279.589,283.0405,3.4515,162.160426,1.72,1.72,1.745435,166.690347,1.68,1.68,1.700706,
06/30/2011,3409.83,3409.83,-2590.772,2590.772,819.058,0.0,-413.441,413.441,0.0,405.617,-24.227,,24.821,,-0.594,381.39,-86.736,294.654,0.0,0.0,0.0,294.654,-2.464,292.19,0.0,0.0,292.19,299.1008,6.9108,159.369296,1.83,1.83,1.876778,163.68861,1.79,1.79,1.832219,
09/30/2011,3233.881,3233.881,-2414.442,2414.442,819.439,0.0,-386.466,386.466,0.0,432.973,-21.388,,23.221,,-1.833,411.585,-113.427,298.158,0.0,0.0,0.0,298.158,-1.14,297.018,0.0,0.0,297.018,300.853,3.835,152.439026,1.95,1.95,1.973596,155.429408,1.91,1.91,1.934674,
