Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,99.958,99.958,-46.292,46.292,53.666,0.0,-19.568,13.117,4.948,8.169,5.731,0.72,34.098,-0.198,0.206,0.206,0.0,,,-0.008,33.9,-10.522,23.378,0.0,0.0,0.0,23.378,-0.31,23.068,0.0,0.0,23.068,23.378,0.0,47.099,0.49,0.49,0.49,48.69,0.47,0.47,0.47,
06/30/2011,121.936,121.936,-55.23,55.23,66.706,0.0,-20.584,14.18,5.847,8.333,6.61,-0.206,46.122,-0.788,0.17,0.17,0.0,,,0.618,45.334,-13.827,31.507,0.0,0.0,0.0,31.507,-0.771,30.736,0.0,0.0,30.736,30.736,0.0,47.31,0.65,0.65,0.65,48.61,0.63,0.63,0.63,
09/30/2011,129.064,129.064,-58.605,58.605,70.459,0.0,-21.227,16.653,5.656,10.997,6.501,-1.927,49.232,-0.064,0.209,0.209,0.0,,,-0.145,49.168,-14.899,34.269,0.0,0.0,0.0,34.269,-1.4,32.869,0.0,0.0,32.869,32.869,0.0,47.483,0.68,0.68,0.68,48.747,0.66,0.66,0.66,
12/31/2011,123.524,123.524,-57.1,57.1,66.424,0.0,-20.354,15.223,5.28,9.943,6.58,-1.449,46.07,0.112,0.096,0.096,0.0,,,-0.208,46.182,-14.327,31.855,0.0,0.0,0.0,31.855,-0.769,31.086,0.0,0.0,31.086,31.086,0.0,47.564,0.65,0.65,0.65,48.685,0.64,0.64,0.64,
03/31/2012,123.192,123.192,-54.508,54.508,68.684,0.0,-23.507,15.081,5.132,9.949,7.14,1.286,45.177,-1.223,0.129,0.129,0.0,,,1.094,43.954,-13.406,30.548,0.0,0.0,0.0,30.548,-0.633,29.915,0.0,0.0,29.915,30.548,0.0,48.446,0.63,0.63,0.63,49.582,0.61,0.61,0.61,
06/30/2012,137.927,137.927,-63.017,63.017,74.91,0.0,-18.465,14.59,5.854,8.736,7.229,-3.354,56.445,0.523,,,-0.615,,,0.092,56.968,-17.119,39.849,0.0,0.0,0.0,39.849,-2.107,37.742,0.0,0.0,37.742,37.742,0.0,50.989,0.74,0.74,0.74,52.071,0.72,0.72,0.72,
09/30/2012,156.379,156.379,-70.42,70.42,85.959,0.0,-25.952,16.394,5.785,10.609,7.762,1.796,60.007,0.26,-0.055,,,,,-0.205,60.267,-17.832,42.435,0.0,0.0,0.0,42.435,,42.435,0.0,0.0,42.435,42.435,0.0,51.09,0.83,0.83,0.83,52.102,0.81,0.81,0.81,
12/31/2012,145.03,145.03,-69.856,69.856,75.174,0.0,-27.915,17.011,7.074,9.937,9.27,1.634,47.259,0.767,0.222,0.222,0.0,0.0,0.0,-0.989,48.026,-13.114,34.912,0.0,0.0,0.0,34.912,0.0,34.912,0.0,0.0,34.912,34.912,0.0,51.11,0.68,0.68,0.68,52.116,0.67,0.67,0.67,
03/31/2013,141.852,141.852,-66.211,66.211,75.641,0.0,-25.995,17.678,5.868,11.81,8.798,-0.481,49.646,0.017,0.053,,,,,-0.07,49.663,-14.536,35.127,0.0,0.0,0.0,35.127,0.0,35.127,0.0,0.0,35.127,35.5092,0.3822,51.407,0.68,0.68,0.690746,52.35,0.67,0.67,0.677301,
06/30/2013,168.171,168.171,-78.249,78.249,89.922,0.0,-30.047,19.674,6.845,12.829,10.483,-0.11,59.875,-0.274,0.035,0.035,0.0,,,0.239,59.601,-17.881,41.72,0.0,0.0,0.0,41.72,0.0,41.72,0.0,0.0,41.72,44.0184,2.2984,51.462,0.81,0.81,0.855357,52.385,0.8,0.8,0.843875,
09/30/2013,172.152,172.152,-79.339,79.339,92.813,0.0,-33.04,19.976,6.801,13.175,11.501,1.563,59.773,0.281,-0.063,,,,,-0.218,60.054,-17.716,42.338,0.0,0.0,0.0,42.338,0.0,42.338,0.0,0.0,42.338,42.75075,0.41275,51.495,0.82,0.82,0.830192,52.367,0.81,0.81,0.817882,
12/31/2013,165.859,165.859,-84.337,84.337,81.522,0.0,-32.669,20.227,7.178,13.049,10.878,1.564,48.853,0.13,-0.024,,,,,-0.106,48.983,-12.388,36.595,0.0,0.0,0.0,36.595,0.0,36.595,0.0,0.0,36.595,36.712,0.117,51.66,0.71,0.71,0.710647,52.487,0.7,0.7,0.702229,
03/31/2014,170.575,170.575,-81.291,81.291,89.284,0.0,-31.495,20.081,7.165,12.916,12.784,-1.37,57.789,0.195,0.139,,,,,-0.334,57.984,-17.453,40.531,0.0,0.0,0.0,40.531,0.0,40.531,0.0,0.0,40.531,40.531,0.0,51.97,0.78,0.78,0.78,52.724,0.77,0.77,0.77,
06/30/2014,192.204,192.204,-87.977,87.977,104.227,0.0,-35.478,21.171,8.047,13.124,13.362,0.945,68.749,0.239,,,,,,-0.239,68.988,-20.705,48.283,0.0,0.0,0.0,48.283,0.0,48.283,0.0,0.0,48.283,48.283,0.0,52.068,0.93,0.93,0.93,52.769,0.92,0.92,0.92,
09/30/2014,199.651,199.651,-90.561,90.561,109.09,0.0,-31.501,21.668,7.496,14.172,13.447,-3.614,77.589,0.158,0.004,,,,,-0.162,77.747,-22.547,55.2,0.0,0.0,0.0,55.2,0.0,55.2,0.0,0.0,55.2,55.2,0.0,52.088,1.06,1.06,1.06,52.792,1.05,1.05,1.05,
12/31/2014,207.402,207.402,-93.485,93.485,113.917,0.0,-34.286,23.055,7.929,15.126,13.81,-2.579,79.631,0.124,-0.066,,,,,-0.058,79.755,-23.324,56.431,0.0,0.0,0.0,56.431,0.0,56.431,0.0,0.0,56.431,56.431,0.0,52.153,1.08,1.08,1.08,52.873,1.07,1.07,1.07,
03/31/2015,198.96,198.96,-91.133,91.133,107.827,0.0,-34.557,20.327,7.549,12.778,14.23,0.0,73.27,8.653,0.184,,,-8.752,,-0.085,81.923,-24.577,57.346,0.0,0.0,0.0,57.346,0.013,57.359,0.0,0.0,57.359,60.596,3.25,52.486,1.09,1.09,1.154765,53.267,1.08,1.08,1.141013,
06/30/2015,235.138,235.138,-106.435,106.435,128.703,0.0,-38.093,22.979,7.962,15.017,15.114,0.0,90.61,-3.118,0.112,,,3.167,,-0.161,87.492,-26.248,61.244,0.0,0.0,0.0,61.244,0.055,61.299,0.0,0.0,61.299,61.244,0.0,52.657,1.16,1.16,1.16,53.442,1.15,1.15,1.15,
09/30/2015,243.541,243.541,-110.237,110.237,133.304,0.0,-38.617,22.396,7.717,14.679,16.221,0.0,94.687,-5.033,0.04,,,5.125,,-0.132,89.654,-26.897,62.757,0.0,0.0,0.0,62.757,0.034,62.791,0.0,0.0,62.791,62.791,0.0,52.675,1.19,1.19,1.19,53.392,1.18,1.18,1.18,
12/31/2015,223.626,223.626,-101.583,101.583,122.043,0.0,-41.127,23.358,8.64,14.718,17.769,0.0,80.916,1.631,-0.034,,,-2.1,,0.503,82.547,-21.869,60.678,0.0,0.0,0.0,60.678,0.026,60.704,0.0,0.0,60.704,60.704,0.0,52.714,1.15,1.15,1.15,53.434,1.14,1.14,1.14,
03/31/2016,207.248,207.248,-92.838,92.838,114.41,0.0,-39.424,21.935,8.034,13.901,17.489,0.0,74.986,-4.768,-0.192,,,4.967,,-0.007,70.218,-20.89,49.328,0.0,0.0,0.0,49.328,-0.002,49.326,0.0,0.0,49.326,49.326,0.0,52.898,0.93,0.93,0.93,53.621,0.92,0.92,0.92,
06/30/2016,252.787,252.787,-115.084,115.084,137.703,0.0,-44.252,25.84,9.689,16.151,18.412,0.0,93.451,1.967,-0.27,,,-1.556,,-0.141,95.418,-28.387,67.031,0.0,0.0,0.0,67.031,0.027,67.058,0.0,0.0,67.058,67.3011,0.2431,53.065,1.26,1.26,1.268277,53.788,1.25,1.25,1.25452,
09/30/2016,266.017,266.017,-121.226,121.226,144.791,0.0,-47.8,27.257,10.46,16.797,20.543,0.0,96.991,-2.338,-0.373,,,2.905,,-0.194,94.653,-25.426,69.227,0.0,0.0,0.0,69.227,0.008,69.235,0.0,0.0,69.235,69.8928,0.6578,53.071,1.3,1.3,1.316968,53.761,1.29,1.29,1.302236,
12/31/2016,280.121,280.121,-124.785,124.785,155.336,0.0,-51.955,29.847,10.21,19.637,22.108,0.0,103.381,2.895,-0.469,,,-1.82,,-0.606,106.276,-31.146,75.13,0.0,0.0,0.0,75.13,0.003,75.133,0.0,0.0,75.133,77.4548,2.3218,53.097,1.42,1.42,1.458742,53.873,1.39,1.39,1.433098,
03/31/2017,285.846,285.846,-128.579,128.579,157.267,0.0,-51.333,28.553,10.827,17.726,22.78,0.0,105.934,-4.674,-0.308,,,4.453,,0.529,101.26,-26.328,74.932,0.0,0.0,0.0,74.932,0.013,74.945,0.0,0.0,74.945,75.74255,0.79755,53.368,1.4,1.4,1.41925,54.37,1.38,1.38,1.394669,
06/30/2017,369.373,369.373,-163.077,163.077,206.296,0.0,-57.971,32.011,12.136,19.875,25.96,0.0,148.325,-6.692,-0.468,,,7.183,,-0.023,141.633,-37.53,104.103,0.0,0.0,0.0,104.103,0.013,104.116,0.0,0.0,104.116,104.1225,0.0065,53.38,1.95,1.95,1.95059,54.471,1.91,1.91,1.910119,
09/30/2017,392.615,392.615,-168.06,168.06,224.555,0.0,-60.416,34.875,13.384,21.491,25.541,0.0,164.139,-3.583,0.125,,,3.917,,-0.459,160.556,-44.959,115.597,0.0,0.0,0.0,115.597,0.0,115.597,0.0,0.0,115.597,116.61815,1.02115,53.44,2.16,2.16,2.182226,54.698,2.11,2.11,2.128669,
12/31/2017,361.055,361.055,-152.262,152.262,208.793,0.0,-61.619,35.03,13.454,21.576,26.589,0.0,147.174,1.248,-0.086,,,-1.093,,-0.069,148.422,-95.466,52.956,0.0,0.0,0.0,52.956,0.0,52.956,0.0,0.0,52.956,102.6008,49.6448,53.46,0.99,0.99,1.919207,54.923,0.96,0.96,1.863898,
03/31/2018,359.864,359.864,-156.502,156.502,203.362,0.0,-67.557,39.011,13.516,25.495,28.546,0.0,135.805,6.049,-0.311,,,-5.295,,-0.443,141.854,-35.52,106.334,0.0,0.0,0.0,106.334,0.0,106.334,0.0,0.0,106.334,106.55678,0.22278,53.694,1.98,1.98,1.984519,55.182,1.93,1.93,1.934037,
06/30/2018,413.613,413.613,-178.638,178.638,234.975,0.0,-70.466,38.653,14.536,24.117,31.813,0.0,164.509,-1.003,-0.729,,,2.118,,-0.386,163.506,-41.889,121.617,0.0,0.0,0.0,121.617,0.0,121.617,0.0,0.0,121.617,121.79396,0.17696,53.662,2.27,2.27,2.26965,54.992,2.21,2.21,2.213218,
09/30/2018,356.346,356.346,-161.162,161.162,195.184,0.0,-69.633,38.724,13.479,25.245,30.909,0.0,125.551,2.619,-3.884,,,1.688,,-0.423,128.17,-27.418,100.752,0.0,0.0,0.0,100.752,-0.235,100.517,0.0,0.0,100.517,100.5565,0.0395,53.571,1.88,1.88,1.87707,54.696,1.84,1.84,1.840722,
12/31/2018,330.051,330.051,-163.303,163.303,166.748,0.0,-75.357,43.856,16.284,27.572,31.501,0.0,91.391,9.474,-4.132,,,-4.661,,-0.681,100.865,-25.399,75.466,0.0,0.0,0.0,75.466,0.093,75.559,0.0,0.0,75.559,75.559,0.0,53.243,1.42,1.42,1.42,54.107,1.4,1.4,1.4,
03/31/2019,315.047,315.047,-166.136,166.136,148.911,0.0,-78.983,46.487,19.275,27.212,32.496,0.0,69.928,2.33,-3.952,,,1.613,,0.009,72.258,-17.342,54.916,0.0,0.0,0.0,54.916,0.243,55.159,0.0,0.0,55.159,55.159,0.0,53.001,1.04,1.04,1.04,53.874,1.02,1.02,1.02,
06/30/2019,363.769,363.769,-183.532,183.532,180.237,0.0,-84.073,49.201,20.663,28.538,34.872,0.0,96.164,-0.365,-4.051,,,5.074,,-0.658,95.799,-23.278,72.521,0.0,0.0,0.0,72.521,-0.249,72.272,0.0,0.0,72.272,72.272,0.0,53.042,1.36,1.36,1.36,53.848,1.34,1.34,1.34,
09/30/2019,329.138,329.138,-176.28,176.28,152.858,0.0,-77.905,45.745,18.969,26.776,32.16,0.0,74.953,2.406,-3.734,,,0.808,,0.52,77.359,-20.232,57.127,0.0,0.0,0.0,57.127,0.126,57.253,0.0,0.0,57.253,57.253,0.0,52.928,1.08,1.08,1.08,53.622,1.07,1.07,1.07,
12/31/2019,306.627,306.627,-182.424,182.424,124.203,0.0,-118.628,43.909,18.838,25.071,30.469,44.25,5.575,-2.615,-2.501,,,5.332,,-0.216,2.96,-7.263,-4.303,0.0,0.0,0.0,-4.303,-0.147,-4.45,0.0,0.0,-4.45,38.3027,42.7527,52.916,-0.08,-0.08,0.72384,52.916,-0.08,-0.08,0.72384,
03/31/2020,249.242,249.242,-146.366,146.366,102.876,0.0,-77.645,45.807,18.683,27.124,31.838,0.0,25.231,22.829,-3.073,,,-19.565,,-0.191,48.06,-11.294,36.766,0.0,0.0,0.0,36.766,-0.363,36.403,0.0,0.0,36.403,36.403,0.0,53.075,0.69,0.69,0.69,53.676,0.68,0.68,0.68,
06/30/2020,296.411,296.411,-159.962,159.962,136.449,0.0,-76.474,43.725,17.326,26.399,31.584,1.165,59.975,-10.461,-1.856,,,12.766,,-0.449,49.514,-11.148,38.366,0.0,0.0,0.0,38.366,-0.14,38.226,0.0,0.0,38.226,39.14635,0.92035,53.04,0.72,0.72,0.738053,53.53,0.71,0.71,0.727193,
09/30/2020,302.9,,,,137.786181,,,,,,,,61.538,,,,,,,,65.7,,47.971,,,,,,47.971,,,47.971,47.8,,,0.886,0.886,0.909,,0.886,0.886,0.909,
12/31/2020,311.4,,,,142.723962,,,,,,,,66.638,,,,,,,,71.8,,52.114,,,,,,52.114,,,52.114,51.222,,,0.97,0.97,0.973,,0.97,0.97,0.973,
