Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/24/1990,,16.500999,,,7.123,23.624001,,,,,,,,,,,,,,,,,
06/16/1990,,22.808001,,,13.895,36.702999,,,,,,,,,,,,,,,,,
09/08/1990,,34.528,,,51.631001,86.158997,,,,,,,,,,,,,,,,,
12/31/1990,,45.243,151.675003,-8.927,-84.155998,103.834999,,,,,,,,,,,,,,,103.834999,,
03/24/1991,,18.604,,,51.631001,86.158997,,,,,,,,,,,,,,,,,
06/15/1991,,25.708,,,33.708,52.312,,,,,,,,,,,,,,,,,
09/07/1991,,31.528999,,,47.958,79.476997,,,,,,,,,,,,,,,,,
12/31/1991,,51.481998,,,,101.552002,,,,,,,,,,,,,,,101.552002,,
03/28/1992,,30.723,,,55.794998,86.514999,,,,,,,,,,,,,,,,,
06/20/1992,,32.362999,,,36.525002,68.888,,,,,,,,,,,,,,,,,
09/12/1992,,32.835999,,,70.269997,103.106003,,,,,,,,,,,,,,,,,
01/01/1993,,51.485001,,,,80.356003,,,,,,,,,,,,,,,80.356003,,
03/27/1993,,2.13,,,42.403999,44.534,,,,,,,,,,,,,,,,,
06/19/1993,,27.323,,,29.711,57.034,,,,,,,,,,,,,,,,,
09/11/1993,,29.039,,,90.140999,119.18,,,,,,,,,,,,,,,,,
12/31/1993,,42.712002,,,,82.671997,,,,,,,,,,,,,,,82.671997,,
03/26/1994,,15.912,,,21.214001,37.125999,,,,,,,,,,,,,,,,,
06/18/1994,,-21.726,,,,62.048,,,,,,,,,,,,,,,,,
09/10/1994,,11.649,,,,75.695999,,,,,,,,,,,,,,,,,
12/31/1994,,13.725,,,,94.653,,,,,,,,,,,,,,,94.653,,
03/25/1995,,5.851,,,17.157,23.007999,,,-52.630001,,,,,,,,,,,,,,
06/17/1995,,-2.002,,,30.900999,28.899,,,-113.651001,,,,,,,,,,,,,,
09/09/1995,,2.328,,,18.423,20.750999,,,-72.483002,,,,,,,,,,,,,,
12/31/1995,,-33.382,,,-77.989998,160.414001,-50.0,,-50.0,,,,,,,,,,,,110.414001,,
03/23/1996,,9.621,,,-6.601,3.02,,,-37.830002,,,,,,,,,,,,,,
06/15/1996,,0.22,,,39.251999,39.472,,,-88.939003,,,,,,,,,,,,,,
09/07/1996,,-1.97,,,35.407001,33.437,,,-76.717003,,,,,,,,,,,,,,
12/31/1996,,-172.994003,,,-111.143997,26.333,,,-88.901001,,,,,,,,,,,,,,
03/29/1997,,-49.223999,,,,38.389999,-12.233,2.159,-25.385,0.0,0.0,10.993,-22.013,-7.013,-15.0,0.0,0.0,0.0,0.0,0.0,4.144,,
06/21/1997,,13.585,,,,87.824997,-0.644,18.634001,-24.280001,0.0,0.0,5.002,-107.005997,-7.006,-100.0,0.0,0.0,0.0,0.0,0.0,-19.825001,,
09/13/1997,,32.449001,,,,57.904999,45.151001,64.286003,-19.135,0.0,0.0,0.0,-105.897003,-3.897,-102.0,0.0,0.0,0.0,0.0,0.0,-2.841,,
