Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2003,118656.0,2074.0,2074.0,0.0,4578.0,,,1964.0,1996.0,,,,,10612.0,12114.0,,,4083.0,,91847.0,86370.0,39101,47269.0,,,5477.0,108044.0,,1902.0,1902.0,,,,419.0,,,,,10371.0,,,10371.0,12692.0,27398.0,,,,18744.0,,,,,18744.0,46142.0,58834.0,2.0,155431.0,,,0.0,-100474.0,-460.0,54499.0,5323.0,59822.0,118656.0,
09/30/2003,119744.0,1728.0,1728.0,0.0,4433.0,,,2031.0,1942.0,,,,,10134.0,12793.0,,,3920.0,,92897.0,86657.0,39028,47629.0,,,6240.0,109610.0,,1583.0,1583.0,,,,744.0,,,,,11018.0,,,11018.0,13345.0,26629.0,,,,19300.0,,,,,19300.0,45929.0,59274.0,0.0,155528.0,,,0.0,-99933.0,-500.0,55095.0,5375.0,60470.0,119744.0,
12/31/2003,121780.0,3040.0,3040.0,0.0,4908.0,4908.0,,1390.0,2930.0,,,,,12268.0,12559.0,18059.0,-5500.0,3770.0,,93183.0,83344.0,39459,43885.0,,,9839.0,109512.0,,1629.0,1629.0,,,,2287.0,,,,,12379.0,,,12379.0,16295.0,24958.0,,,,18963.0,,,,,18963.0,43921.0,60216.0,0.0,155625.0,,,0.0,-98997.0,-415.0,56213.0,5351.0,61564.0,121780.0,
03/31/2004,119646.0,5895.0,5895.0,0.0,3921.0,,,1565.0,1349.0,,,,,12730.0,12409.0,,,3946.0,,90561.0,83222.0,39466,43756.0,,,7339.0,106916.0,,1342.0,1342.0,,,,1747.0,,,,,9630.0,,,9630.0,12719.0,24416.0,,,,19804.0,,,,,19804.0,44220.0,56939.0,0.0,155886.0,,,0.0,-98334.0,-292.0,57260.0,5447.0,62707.0,119646.0,
06/30/2004,120284.0,6226.0,6226.0,0.0,4655.0,,,1422.0,1244.0,,,,,13547.0,12593.0,,,3841.0,,90303.0,83170.0,39557,43613.0,,,7133.0,106737.0,,1284.0,1284.0,,,,3161.0,,,,,9484.0,,,9484.0,13929.0,22651.0,,,,20075.0,,,,,20075.0,42726.0,56655.0,0.0,155999.0,,,0.0,-97557.0,-324.0,58118.0,5511.0,63629.0,120284.0,
12/31/2004,123339.0,6139.0,6139.0,0.0,5512.0,5512.0,,1737.0,1251.0,,,,,14639.0,13094.0,20067.0,-6973.0,4703.0,,90903.0,83215.0,39667,43548.0,,,7688.0,108700.0,,1494.0,1494.0,,,,1672.0,,,,,11458.0,,,11458.0,14624.0,22203.0,,,,20227.0,,,,,20227.0,42430.0,57054.0,0.0,156298.0,,,0.0,-95633.0,106.0,60771.0,5514.0,66285.0,123339.0,
03/31/2005,123156.0,7930.0,7012.0,918.0,4494.0,4494.0,,1972.0,1250.0,,,,,15646.0,13160.0,,,3703.0,,90647.0,83226.0,39797,43429.0,,,7421.0,107510.0,,1078.0,1078.0,,,,1626.0,,,,,10281.0,,,10281.0,12985.0,20466.0,,,,20845.0,,,,,20845.0,41311.0,54296.0,0.0,157891.0,,,0.0,-94670.0,90.0,63311.0,5549.0,68860.0,123156.0,
06/30/2005,122587.0,7592.0,7592.0,0.0,5001.0,5001.0,,1638.0,1156.0,,,,,15387.0,13200.0,,,3438.0,,90562.0,83132.0,39745,43387.0,,,7430.0,107200.0,,1030.0,1030.0,,,,1188.0,1188.0,0.0,0.0,,12764.0,,,12764.0,14982.0,19361.0,19361.0,0.0,0.0,19974.0,,,,,19974.0,39335.0,54317.0,0.0,157981.0,,,0.0,-94991.0,-370.0,62620.0,5650.0,68270.0,122587.0,
12/31/2005,122744.0,4220.0,4220.0,0.0,6523.0,6523.0,,2041.0,1266.0,,,,,14050.0,12896.0,20703.0,-7807.0,3495.0,,92303.0,77506.0,40139,37367.0,,,14797.0,108694.0,,4532.0,4532.0,,,,92.0,92.0,0.0,0.0,,7904.0,,,7904.0,12528.0,20238.0,20238.0,0.0,0.0,19144.0,,,,,19144.0,39382.0,51910.0,0.0,168774.0,,,-5463.0,-98142.0,-64.0,65105.0,5729.0,70834.0,122744.0,
03/31/2006,119782.0,2295.0,2295.0,,5413.0,5413.0,,2134.0,980.0,,,,,10822.0,13935.0,,,3574.0,,91451.0,83464.0,40381,43083.0,,,7987.0,108960.0,,1253.0,1253.0,,,,2527.0,,,,,7856.0,,,7856.0,11636.0,20031.0,,,,19798.0,,,,,19798.0,39829.0,51465.0,0.0,168834.0,,,-9540.0,-96755.0,-18.0,62521.0,5796.0,68317.0,119782.0,
06/30/2006,119592.0,1244.0,1244.0,,5600.0,5600.0,,1804.0,1428.0,,,,,10076.0,14119.0,,,3247.0,,92150.0,84428.0,41457,42971.0,,,7722.0,109516.0,,889.0,889.0,,,,2524.0,,,,,7682.0,,,7682.0,11095.0,23396.0,,,,19737.0,,,,,19737.0,43133.0,54228.0,,169803.0,,,-14659.0,-95988.0,151.0,59307.0,6057.0,65364.0,119592.0,
09/30/2006,130581.0,1178.0,1178.0,0.0,5762.0,5762.0,,1769.0,1440.0,,,,,10149.0,16016.0,,,3554.0,,100862.0,93046.0,41256,51790.0,,,7816.0,120432.0,,1072.0,1072.0,,,,101.0,101.0,0.0,0.0,,10456.0,,,10456.0,11629.0,33255.0,33255.0,0.0,0.0,19641.0,,,,,19641.0,52896.0,64525.0,300.0,171801.0,,,-16190.0,-94001.0,170.0,62080.0,3976.0,66056.0,130581.0,
12/31/2006,132719.0,1549.0,1549.0,0.0,6064.0,6064.0,,1907.0,2381.0,,,,,11901.0,16718.0,26205.0,-9487.0,3426.0,,100674.0,87111.0,40749,46362.0,,,13563.0,120818.0,,1357.0,1357.0,,,,64.0,64.0,0.0,0.0,,11359.0,,,11359.0,12780.0,35233.0,35233.0,0.0,0.0,20278.0,,,,,20278.0,55511.0,68291.0,0.0,172131.0,,,-19140.0,-92466.0,-136.0,60389.0,4039.0,64428.0,132719.0,
03/31/2007,130210.0,1041.0,1041.0,,5612.0,5612.0,,1951.0,1076.0,,,,,9680.0,17215.0,,,2143.0,,101172.0,93100.0,40713,52387.0,,,8072.0,120530.0,,1056.0,1056.0,,,,2041.0,,,,,7800.0,,,7800.0,10897.0,35280.0,,,,19829.0,,,,,19829.0,55109.0,66006.0,0.0,172353.0,,,-21169.0,-91103.0,-33.0,60048.0,4156.0,64204.0,130210.0,
06/30/2007,129756.0,890.0,890.0,0.0,5649.0,5649.0,,1960.0,957.0,,,,,9456.0,17390.0,,,2091.0,,100819.0,93264.0,40995,52269.0,,,7555.0,120300.0,,1028.0,1028.0,,,,76.0,,,,,9144.0,,,9144.0,10248.0,36123.0,,,,19984.0,,,,,19984.0,56107.0,66355.0,0.0,172421.0,,,-22892.0,-90242.0,-72.0,59215.0,4186.0,63401.0,129756.0,
09/30/2007,131307.0,1873.0,1873.0,0.0,5869.0,5869.0,,1996.0,905.0,,,,,10643.0,17547.0,,,2051.0,,101066.0,93431.0,41274,52157.0,,,7635.0,120664.0,,1071.0,1071.0,,,,73.0,73.0,0.0,0.0,,9758.0,,,9758.0,10902.0,37356.0,37356.0,0.0,0.0,20637.0,,,,,20637.0,57993.0,68895.0,0.0,172449.0,,,-24892.0,-89384.0,-27.0,58146.0,4266.0,62412.0,131307.0,
12/31/2007,133830.0,1516.0,1516.0,,7296.0,7296.0,,2105.0,1534.0,,,,,12451.0,18048.0,30349.0,-12301.0,1027.0,,102304.0,94136.0,41749,52387.0,,936.0,7232.0,121379.0,,1470.0,1470.0,,,,2673.0,2636.0,37.0,37.0,,8050.0,,,8050.0,12193.0,37304.0,37181.0,123.0,123.0,21475.0,,,,,21475.0,58779.0,70972.0,0.0,170279.0,,,-25526.0,-86366.0,149.0,58536.0,4322.0,62858.0,133830.0,
03/31/2008,132784.0,1603.0,1603.0,,6173.0,6173.0,,2076.0,1559.0,,,,,11411.0,18011.0,,,1921.0,,101441.0,94081.0,41817,52264.0,,,7360.0,121373.0,,1088.0,1088.0,,,,2651.0,2651.0,0.0,0.0,,7692.0,,,7692.0,11431.0,36345.0,36345.0,0.0,0.0,21908.0,,,,,21908.0,58253.0,69684.0,0.0,172502.0,,,-25836.0,-88042.0,88.0,58712.0,4388.0,63100.0,132784.0,
06/30/2008,137060.0,5185.0,5185.0,,6148.0,6148.0,,2013.0,1505.0,,,,,14851.0,18212.0,,,1940.0,,102057.0,94836.0,42534,52302.0,,,7221.0,122209.0,,1217.0,1217.0,,,,2718.0,,,,,7527.0,,,7527.0,11462.0,39907.0,,,,21882.0,,,,,21882.0,61789.0,73251.0,0.0,172596.0,,,-25836.0,-87479.0,93.0,59374.0,4435.0,63809.0,137060.0,
09/30/2008,136728.0,4355.0,4355.0,,5894.0,5894.0,,2061.0,2382.0,,,,,14692.0,18270.0,,,1907.0,,101859.0,94570.0,42450,52120.0,,,7289.0,122036.0,,1179.0,1179.0,,,,2932.0,,,,,7859.0,,,7859.0,11970.0,38167.0,,,,22131.0,,,,,22131.0,60298.0,72268.0,0.0,172658.0,,,-25836.0,-86637.0,-249.0,59936.0,4524.0,64460.0,136728.0,
12/31/2008,114059.0,1099.0,1099.0,,5171.0,5171.0,,1842.0,8510.0,,,,,16622.0,4105.0,7539.0,-3434.0,1027.0,,92305.0,48921.0,30267,18654.0,,,43384.0,97437.0,,7779.0,7779.0,,,,2041.0,1997.0,44.0,44.0,,4319.0,,,4319.0,14139.0,19855.0,19716.0,139.0,139.0,34395.0,,,,,34395.0,54250.0,68389.0,0.0,169580.0,,,-25836.0,-99780.0,-1676.0,42288.0,3382.0,45670.0,114059.0,
03/31/2009,70829.0,7115.0,7115.0,0.0,4674.0,4674.0,0.0,2050.0,1448.0,54.0,,,725.0,15287.0,4769.0,,,944.0,944.0,49829.0,43572.0,32357,11215.0,,,6203.0,55542.0,,7129.0,595.0,256.0,421.0,5857.0,2080.0,0.0,,,2080.0,1678.0,273.0,103.0,660.0,10887.0,15402.0,15402.0,,,8112.0,,,500.0,1127.0,6109.0,23514.0,34401.0,0.0,162132.0,16.0,162116.0,-25836.0,-99118.0,-1392.0,35786.0,642.0,36428.0,70829.0,
06/30/2009,70920.0,7009.0,7009.0,0.0,4847.0,4847.0,0.0,1840.0,1547.0,30.0,,,745.0,15243.0,4739.0,,,1177.0,1177.0,49761.0,43390.0,32064,11326.0,,,6341.0,55677.0,,7236.0,640.0,136.0,282.0,6178.0,2087.0,0.0,,,2087.0,1651.0,267.0,97.0,716.0,10974.0,15411.0,15411.0,,,7990.0,,,525.0,1251.0,5850.0,23401.0,34375.0,0.0,161921.0,16.0,161905.0,-26036.0,-98599.0,-1101.0,36185.0,360.0,36545.0,70920.0,
09/30/2009,71266.0,7126.0,7126.0,0.0,4833.0,4833.0,0.0,1892.0,1401.0,34.0,,,697.0,15252.0,4691.0,,,1174.0,1174.0,50149.0,43279.0,31978,11301.0,,,6836.0,56014.0,,7221.0,617.0,126.0,426.0,6052.0,2090.0,2090.0,,,,1835.0,269.0,91.0,863.0,11146.0,15410.0,15410.0,,,8222.0,,,562.0,1447.0,5853.0,23632.0,34778.0,0.0,161499.0,16.0,161483.0,-26535.0,-97775.0,-1047.0,36142.0,346.0,36488.0,71266.0,
12/31/2009,66059.0,4733.0,4733.0,0.0,5070.0,5070.0,0.0,1769.0,2120.0,45.0,,,1450.0,13692.0,3922.0,7654.0,-3732.0,1542.0,1542.0,46903.0,40049.0,29639,10410.0,17.0,,6792.0,52367.0,,6891.0,677.0,129.0,257.0,5828.0,862.0,789.0,16.0,16.0,57.0,1720.0,269.0,103.0,916.0,9473.0,15346.0,15248.0,98.0,98.0,7843.0,0.0,431.0,565.0,1607.0,4868.0,23189.0,32662.0,0.0,158145.0,16.0,158129.0,-27034.0,-97135.0,-580.0,33396.0,1.0,33397.0,66059.0,
03/31/2010,66066.0,5167.0,5167.0,0.0,5143.0,5143.0,0.0,1890.0,1193.0,,,,437.0,13393.0,3815.0,,,1743.0,1743.0,47115.0,40213.0,29758,10455.0,,,6902.0,52673.0,,6725.0,604.0,341.0,383.0,5397.0,260.0,0.0,,,260.0,1438.0,280.0,,464.0,8423.0,16387.0,16387.0,,,7941.0,,,568.0,1633.0,5460.0,24328.0,32751.0,0.0,157972.0,16.0,157956.0,-27534.0,-96410.0,-717.0,33311.0,4.0,33315.0,66066.0,
06/30/2010,65030.0,4238.0,4238.0,0.0,5328.0,5328.0,0.0,1860.0,1205.0,,,,442.0,12631.0,3784.0,,,1679.0,1679.0,46936.0,40068.0,29697,10371.0,,,6868.0,52399.0,,6125.0,588.0,142.0,276.0,5119.0,34.0,0.0,,,34.0,1460.0,270.0,,550.0,7619.0,16486.0,16486.0,,,7814.0,,,517.0,1621.0,5406.0,24300.0,31919.0,0.0,157719.0,16.0,157703.0,-28034.0,-95848.0,-732.0,33105.0,6.0,33111.0,65030.0,
09/30/2010,65220.0,4009.0,4009.0,0.0,5309.0,5309.0,0.0,1945.0,1071.0,,,,428.0,12334.0,3760.0,,,1656.0,1656.0,47470.0,40101.0,29826,10275.0,,,7369.0,52886.0,,6066.0,674.0,130.0,337.0,4925.0,34.0,0.0,,,34.0,1683.0,294.0,,782.0,7783.0,16523.0,16523.0,,,7900.0,,,524.0,1659.0,5423.0,24423.0,32206.0,0.0,157489.0,16.0,157473.0,-28534.0,-95326.0,-620.0,33009.0,5.0,33014.0,65220.0,
12/31/2010,66524.0,3663.0,3663.0,0.0,6413.0,6413.0,0.0,1920.0,1142.0,0.0,,,458.0,13138.0,3874.0,8043.0,-4169.0,1796.0,1796.0,47716.0,40313.0,29994,10319.0,,,7403.0,53386.0,,6682.0,846.0,248.0,284.0,5304.0,26.0,0.0,,,26.0,1935.0,296.0,0.0,945.0,8643.0,16523.0,16458.0,65.0,65.0,8413.0,0.0,565.0,575.0,1950.0,5027.0,24936.0,33579.0,0.0,157162.0,16.0,157146.0,-29033.0,-94557.0,-632.0,32940.0,5.0,32945.0,66524.0,
03/31/2011,65742.0,3029.0,3029.0,0.0,5854.0,5854.0,0.0,1948.0,1072.0,,,,387.0,11903.0,3891.0,,,1983.0,1983.0,47965.0,40265.0,30012,10253.0,,,7700.0,53839.0,,6585.0,765.0,348.0,340.0,5132.0,28.0,0.0,,,28.0,1536.0,305.0,,456.0,8149.0,16535.0,16535.0,,,8817.0,,,602.0,2374.0,5536.0,25352.0,33501.0,0.0,156713.0,16.0,156697.0,-30033.0,-93904.0,-539.0,32237.0,4.0,32241.0,65742.0,
06/30/2011,66628.0,3520.0,3520.0,0.0,5902.0,5902.0,0.0,1899.0,1118.0,,,,441.0,12439.0,3914.0,,,1998.0,1998.0,48277.0,40302.0,30080,10222.0,,,7975.0,54189.0,,5909.0,772.0,140.0,328.0,4669.0,29.0,0.0,,,29.0,1590.0,292.0,,540.0,7528.0,18512.0,18512.0,,,8875.0,,,584.0,2502.0,5497.0,27387.0,34915.0,0.0,156494.0,16.0,156478.0,-31033.0,-93266.0,-479.0,31716.0,-3.0,31713.0,66628.0,
09/30/2011,66890.0,3245.0,3245.0,0.0,5742.0,5742.0,0.0,1999.0,1096.0,,,,501.0,12082.0,3921.0,,,1925.0,1925.0,48962.0,40241.0,30095,10146.0,,,8721.0,54808.0,,6385.0,716.0,373.0,346.0,4950.0,22.0,0.0,,,22.0,1836.0,286.0,,720.0,8243.0,18511.0,18511.0,,,8973.0,,,561.0,2444.0,5682.0,27484.0,35727.0,0.0,156289.0,17.0,156272.0,-32193.0,-92444.0,-486.0,31166.0,-3.0,31163.0,66890.0,
12/31/2011,67801.0,3476.0,3476.0,0.0,6922.0,6922.0,0.0,1890.0,1144.0,0.0,,,346.0,13432.0,3963.0,8466.0,-4503.0,1820.0,1820.0,48586.0,40066.0,30029,10037.0,,,8520.0,54369.0,,6766.0,961.0,347.0,342.0,5116.0,23.0,0.0,,,23.0,2133.0,549.0,0.0,942.0,8922.0,19501.0,19434.0,67.0,67.0,9424.0,0.0,809.0,574.0,2541.0,4951.0,28925.0,37847.0,0.0,156131.0,17.0,156114.0,-33651.0,-91671.0,-852.0,29957.0,-3.0,29954.0,67801.0,
03/31/2012,66744.0,2877.0,2877.0,0.0,6312.0,6312.0,0.0,1909.0,1193.0,,,,426.0,12291.0,3937.0,,,1894.0,1894.0,48622.0,39972.0,30048,9924.0,,,8650.0,54453.0,,7031.0,700.0,2343.0,360.0,3628.0,1095.0,0.0,,,1095.0,1023.0,533.0,121.0,0.0,9149.0,18425.0,18425.0,,,9389.0,,,581.0,2536.0,5618.0,27814.0,36963.0,0.0,155595.0,17.0,155578.0,-33934.0,-91088.0,-793.0,29780.0,1.0,29781.0,66744.0,
06/30/2012,65955.0,2470.0,2470.0,0.0,6411.0,6411.0,0.0,1999.0,1210.0,,,,464.0,12090.0,3911.0,,,1895.0,1895.0,48059.0,39833.0,29973,9860.0,,,8226.0,53865.0,,5789.0,641.0,194.0,348.0,4606.0,457.0,0.0,,,457.0,1726.0,532.0,,730.0,7972.0,19421.0,19421.0,,,9119.0,,,525.0,2466.0,5596.0,28540.0,36512.0,0.0,155327.0,17.0,155310.0,-34379.0,-90658.0,-848.0,29442.0,1.0,29443.0,65955.0,
09/30/2012,67485.0,3188.0,3188.0,0.0,6199.0,6199.0,0.0,2091.0,1216.0,,,,507.0,12694.0,3906.0,,,2029.0,2029.0,48856.0,40007.0,30190,9817.0,,,8849.0,54791.0,,6229.0,635.0,196.0,405.0,4993.0,754.0,0.0,,,754.0,1896.0,521.0,,751.0,8879.0,19122.0,19122.0,,,9465.0,,,552.0,2553.0,5839.0,28587.0,37466.0,0.0,154935.0,17.0,154918.0,-34276.0,-89820.0,-820.0,30019.0,0.0,30019.0,67485.0,
12/31/2012,68089.0,2841.0,2841.0,0.0,7385.0,7385.0,0.0,2036.0,1002.0,0.0,,,449.0,13264.0,3942.0,8766.0,-4824.0,1966.0,1966.0,48917.0,40196.0,30446,9750.0,,,8721.0,54825.0,,4831.0,771.0,486.0,323.0,3251.0,749.0,0.0,9.0,9.0,740.0,4219.0,523.0,0.0,3107.0,9799.0,19122.0,19071.0,51.0,51.0,9371.0,0.0,1058.0,580.0,2127.0,5083.0,28493.0,38292.0,0.0,154594.0,17.0,154577.0,-35077.0,-88732.0,-989.0,29796.0,1.0,29797.0,68089.0,
03/31/2013,66947.0,2493.0,2493.0,0.0,7095.0,7095.0,0.0,1987.0,1049.0,,,,575.0,12624.0,3769.0,,,1920.0,1920.0,48634.0,40084.0,30409,9675.0,,,8550.0,54323.0,,6922.0,690.0,303.0,343.0,5586.0,316.0,0.0,,,316.0,932.0,518.0,19.0,0.0,8170.0,19125.0,19125.0,,,9660.0,,,578.0,2500.0,6045.0,28785.0,36955.0,0.0,154082.0,17.0,154065.0,-35099.0,-87932.0,-1060.0,29991.0,1.0,29992.0,66947.0,
06/30/2013,66322.0,2063.0,2063.0,0.0,7033.0,7033.0,0.0,2014.0,1119.0,,,,643.0,12229.0,3704.0,,,2133.0,2133.0,48256.0,40070.0,30447,9623.0,,,8186.0,54093.0,,5876.0,661.0,181.0,319.0,4715.0,317.0,0.0,,,317.0,1661.0,514.0,7.0,776.0,7854.0,19129.0,19129.0,,,9556.0,,,526.0,2546.0,5963.0,28685.0,36539.0,0.0,153813.0,17.0,153796.0,-35723.0,-87207.0,-1101.0,29782.0,1.0,29783.0,66322.0,
09/30/2013,66453.0,1567.0,1567.0,0.0,6763.0,6763.0,0.0,2056.0,1195.0,,,,703.0,11581.0,3692.0,,,1953.0,1953.0,49227.0,40226.0,30527,9699.0,,,9001.0,54872.0,,5812.0,633.0,147.0,340.0,4692.0,18.0,0.0,,,18.0,1838.0,496.0,6.0,964.0,7668.0,19145.0,19145.0,,,9710.0,,,524.0,2510.0,6174.0,28855.0,36523.0,0.0,153667.0,17.0,153650.0,-36641.0,-86024.0,-1073.0,29929.0,1.0,29930.0,66453.0,
12/31/2013,67999.0,1816.0,1816.0,0.0,7305.0,7305.0,0.0,1648.0,1762.0,24.0,,684.0,549.0,12531.0,3291.0,7590.0,-4299.0,2009.0,2009.0,50168.0,35782.0,27401,8381.0,0.0,,9450.0,55468.0,,5690.0,505.0,158.0,313.0,4714.0,66.0,0.0,10.0,10.0,56.0,2632.0,351.0,24.0,1047.0,8388.0,20061.0,20005.0,56.0,56.0,9646.0,0.0,580.0,542.0,2287.0,5178.0,29707.0,38095.0,0.0,153427.0,17.0,153410.0,-37630.0,-85041.0,-852.0,29904.0,0.0,29904.0,67999.0,
03/31/2014,68199.0,3546.0,3546.0,0.0,7371.0,7371.0,0.0,1879.0,1198.0,,,,676.0,13994.0,3219.0,,,2117.0,2117.0,48869.0,40046.0,30568,9478.0,,,8823.0,54205.0,,6533.0,643.0,513.0,359.0,5018.0,65.0,0.0,,,65.0,1680.0,458.0,11.0,729.0,8278.0,20226.0,20226.0,,,9651.0,,,561.0,2461.0,6160.0,29877.0,38155.0,0.0,153005.0,17.0,152988.0,-38337.0,-83749.0,-875.0,30044.0,0.0,30044.0,68199.0,
