Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
05/02/1993,3.481,0.94,1.858,1.146,,,1.146,-0.463,,,,-0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/1993,8.524,0.878,1.677,-0.489,,,-0.489,6.458,,,,6.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1993,-2.535,0.636,2.582,0.07,,,0.07,-5.823,,,,-5.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/1994,-6.295,2.399,2.524,1.703,,,1.703,-12.921,,,,-12.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1994,-13.431,-4.753,3.413,0.679,,,0.679,-12.77,,,,-12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1994,-11.597,-2.481,3.84,-1.154,,,-1.154,-11.802,,,,-11.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1994,-37.178001,-1.94,6.339,4.302,,,4.302,-45.879002,,,,-45.879002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/1995,23.705999,-0.656,4.979,-2.019,,,-2.019,21.402,,,,21.402,,,,,,,,,,,,,,,,,,,,,,,,,,23.705999,,,
04/30/1995,9.801,-0.343,4.529,5.096,,,5.096,0.519,,,,0.519,,,-6.672,,,,-6.672,,,,,,,,,,6.672,,,,,,,,,,,,
07/30/1995,-2.503,-15.484,5.96,-14.546,,,-14.546,21.566999,,,,21.566999,,,-1.676,,,,-1.676,,,,,,,,,,1.676,,,,,,,,,,,,
10/29/1995,2.807,0.73,5.783,-2.667,,,-2.667,-1.039,,,,-1.039,,,-10.626,,,,-10.626,,,,,,,,,,10.626,,,,,,,,,,,,
01/28/1996,8.167,9.661,8.194,4.96,,,4.96,-14.648,0.0,,,-14.648,,-23.212,-23.212,,,,-23.212,,,,,,,,,,0.0,,,,,,,,,-15.045,,,
04/28/1996,-28.910999,0.409,5.488,1.629,,,1.629,-36.437,,,,-36.437,,,-3.954,,,,-3.954,,,,,,,,,,3.954,,,,,,,,,,,,
