Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1989,242.264999,-111.787003,130.477997,-121.817001,8.661,,-0.154,8.507,-3.658,4.849,0.0,,4.849,0,4.849,,,4.849,,0.07,0.07,70.612,0.07,0.07,0.07,70.612,
12/31/1989,285.764008,-140.024002,145.740005,-131.143005,14.597,,-2.888,11.709,-6.45,5.259,0.0,,5.259,0,5.259,,,5.259,,0.075,0.075,71.157997,0.075,0.075,0.075,71.157997,
03/31/1990,291.692993,-157.408005,134.284988,-138.934998,-4.65,,-92.533997,-97.183997,-10.732,-107.916,0.0,,-107.916,0,-107.916,,,-107.915997,,-1.505,-1.505,71.629997,-1.505,-1.505,-1.505,71.629997,
06/30/1990,294.990997,-152.882996,142.108001,-148.662003,-6.554,,-2.739,-9.293,-4.297,-13.59,0.0,,-13.59,0,-13.59,,,-13.59,-0.19,-0.19,-0.19,71.524002,-0.19,-0.19,-0.19,71.524002,
09/30/1990,292.333008,-143.514999,148.818008,-135.110992,13.707,,-2.625,11.082,-7.757,3.325,0.0,,3.325,0,3.325,,,3.325,,0.045,0.045,72.998001,0.045,0.045,0.045,72.998001,
12/31/1990,317.282013,-160.242996,157.039017,-145.880005,11.159,,-4.379,6.78,-5.64,1.14,0.0,,1.14,0,1.14,,,1.14,,0.015,0.015,73.776001,0.015,0.015,0.015,73.776001,
03/31/1991,321.993011,-168.682999,153.310013,-148.649002,4.661,,-3.614,1.047,-2.676,-1.629,0.0,,-1.629,0,-1.629,,,-1.629,,-0.02,-0.02,74.624001,-0.02,-0.02,-0.02,74.624001,
06/30/1991,317.903992,-170.916,146.987992,-158.162994,-11.175,,-10.843,-22.018,-4.247,-26.264999,0.0,,-26.264999,0,-26.264999,,,-26.265,-0.345,-0.345,-0.345,74.446,-0.345,-0.345,-0.345,74.446,
09/30/1991,304.183014,-147.005997,157.177017,-133.024994,24.152,,-10.097,14.055,-6.606,7.449,0.0,,7.449,0,7.449,,,7.449,,0.095,0.095,76.491997,0.095,0.095,0.095,76.491997,
12/31/1991,328.488007,-166.248001,162.240005,-143.050003,19.190001,,-14.837,4.353001,-8.022,-3.669,-8.25,,-11.919,0,-11.919,,,-3.669,,-0.05,-0.155,77.491997,-0.05,-0.05,-0.155,77.491997,
03/31/1992,313.059998,-170.804993,142.255005,-145.949997,-3.695,,30.075001,26.380001,-20.965,5.415,0.0,,5.415,0,5.415,,,5.415001,,0.07,0.07,78.556,0.07,0.07,0.07,78.556,
06/30/1992,350.570007,-187.328995,163.241012,-154.451996,8.789,,-32.742001,-23.953001,-1.8,-25.753,0.0,,-25.753,0,-25.753,,,-25.753001,-0.33,-0.33,-0.33,78.307998,-0.33,-0.33,-0.33,78.307998,
10/01/1992,348.639008,-178.774994,169.864014,-142.194,27.67,,-8.85,18.82,-15.056,3.764,1.7,0.0,5.464,0,5.464,,,3.764,,0.045,0.07,80.566002,0.045,0.045,0.07,80.566002,
12/31/1992,351.958008,-175.063995,176.894012,-151.617004,25.277,,-8.956,16.321,-13.057,3.264,0.0,0.0,3.264,0,3.264,,,3.264,,0.04,0.04,81.769997,0.04,0.04,0.04,81.769997,
03/31/1993,324.041992,-168.289001,155.752991,-150.425995,5.327,,-3.098,2.229,-1.783,0.446,0.0,0.0,0.446,0,0.446,,,0.446,,0.005,0.005,82.910004,0.005,0.005,0.005,82.910004,
07/01/1993,363.571991,-188.891998,174.679993,-165.009003,9.671,,-7.457,2.214,-1.763,0.451,0.0,0.0,0.451,0,0.451,,,0.451,0.005,0.005,0.005,83.688004,0.005,0.005,0.005,83.688004,
09/30/1993,355.432007,-183.729996,171.702011,-147.835999,23.865999,-2.703,-2.846,18.316999,-11.906,6.411,0.0,0.0,6.411,0,6.411,,,6.410999,,0.075,0.075,85.924004,0.075,0.075,0.075,85.924004,
12/31/1993,353.834991,-187.983994,165.850998,-155.164001,10.687,-3.345,-2.611,4.731,-3.075,1.656,0.0,0.0,1.656,0,1.656,,,1.656,,0.02,0.02,86.344002,0.02,0.02,0.02,86.344002,
03/31/1994,361.278015,-195.509003,165.769012,-154.264008,11.505,-3.215,-0.895,7.395,-6.329,1.066,0.0,0.0,1.066,0,1.066,,,1.066,,0.01,0.01,86.877602,0.01,0.01,0.01,86.877602,
06/30/1994,390.987,-212.597,178.39,-170.917999,7.472,-3.499,-0.671,3.302,-10.756,-7.454,0.0,0.0,-7.454,0,-7.454,,,-7.454,-0.085,-0.085,-0.085,85.849998,-0.085,-0.085,-0.085,85.849998,
09/30/1994,368.144989,-182.858994,185.285995,-166.565994,18.719999,-4.701,-59.657001,-45.638002,-2.69,-48.327999,-8.551,0.0,-56.879002,0,-56.879002,,,-48.328002,,-0.56,-0.66,86.482002,-0.56,-0.56,-0.66,86.482002,
12/31/1994,382.493988,-184.647995,197.845993,-150.014999,47.831001,-2.973,-13.724,31.134001,-11.135,19.999001,0.756,0.0,20.754999,0,20.754999,,,19.999001,,0.225,0.235,88.449997,0.225,0.225,0.235,88.449997,
03/31/1995,368.783997,-184.065994,184.718002,-149.419006,35.299,-2.799,-13.938,18.562,-7.666,10.896,0.0,0.0,10.896,0,10.896,,,10.896,,0.125,0.125,88.867996,0.125,0.125,0.125,88.867996,
06/30/1995,411.149994,-206.992996,204.156998,-148.298996,55.858002,-2.573,-57.612999,-4.327997,0.313,-4.015,0.0,0.0,-4.015,0,-4.015,,,-4.014997,-0.045,-0.045,-0.045,87.440064,-0.045,-0.045,-0.045,87.440064,
09/30/1995,410.515015,-194.914001,215.601013,-152.503998,63.097,-3.3,-14.357,45.44,-13.01,32.43,0.0,0.0,32.43,0,32.43,,,32.43,0.36,0.36,0.36,89.811996,0.36,0.36,0.36,89.811996,
12/31/1995,411.050995,-196.660995,214.389999,-164.632996,49.757,-2.716,-11.73,35.311,-10.209,25.101999,0.0,0.0,25.101999,0,25.101999,,,25.102001,0.275,0.275,0.275,91.713997,0.275,0.275,0.275,91.713997,
03/31/1996,417.819,-207.576996,210.242004,-151.649994,58.591999,-1.867,-45.778999,10.946,30.761999,41.708,0.0,0.0,41.708,0,41.708,,,41.707999,0.445,0.445,0.445,93.360001,0.445,0.445,0.445,93.360001,
06/30/1996,432.175995,-216.199997,215.975998,-161.556,54.419998,-1.748,1.761,54.432998,-5.761,48.672001,0.0,0.0,48.672001,0,48.672001,,,48.671998,0.525,0.525,0.525,92.370002,0.525,0.525,0.525,92.370002,
09/30/1996,430.311005,-209.076004,221.235001,-149.660995,71.573997,-4.097,21.205999,88.682997,-15.963,72.720001,0.0,0.0,72.720001,0,72.720001,-19.358999,0.0,53.360997,0.595,0.81,0.81,89.542,0.58,0.79,0.79,92.236,
12/31/1996,441.046997,-215.681,225.365997,-158.102005,67.264,-1.497,-3.661,62.106,-9.671,52.435001,0.0,0.0,52.435001,0,52.435001,4.779,0.0,57.214,0.645,0.59,0.59,89.482002,0.62,0.57,0.57,92.206001,
03/31/1997,427.877991,-218.996002,208.881989,-146.667007,62.215,-2.35,-51.577,8.288001,60.165001,68.453003,0.0,0.0,68.453003,0,68.453003,-10.129,0.0,58.324002,0.645,0.76,0.76,89.487999,0.63,0.74,0.74,92.272003,
06/30/1997,465.470001,-237.175003,228.294998,-157.785004,70.510002,-4.118,2.271,68.663002,-8.927,59.736,0.0,0.0,59.736,0,59.736,0.0,0.0,59.736002,0.68,0.68,0.68,87.316002,0.67,0.67,0.67,89.376,
09/30/1997,455.031006,-226.947998,228.083008,-139.669006,88.414001,-3.734,-2.653,82.027001,-20.506001,61.521,0.0,0.0,61.521,0,61.521,0.0,0.0,61.521001,0.72,0.72,0.72,85.552002,0.7,0.7,0.7,87.933998,
12/31/1997,467.117004,-237.134003,229.983002,-151.882996,78.099998,-3.991,0.506,74.614999,-18.653999,55.960999,0.0,0.0,55.960999,0,55.960999,0.0,0.0,55.960999,0.66,0.66,0.66,85.147003,0.64,0.64,0.64,87.084999,
03/31/1998,445.161987,-232.557999,212.603989,-143.867004,68.737,-4.771,0.761,64.727,-13.189,51.537998,0.0,-11.973,39.564999,0,39.564999,9.447,0.0,49.011999,0.58,0.47,0.47,84.142998,0.57,0.46,0.46,85.877998,
06/30/1998,431.145996,-233.634003,197.511993,-143.022003,54.490002,-4.183,-27.108,23.199002,-1.147,22.052,0.0,0.0,22.052,0,22.052,16.997999,0.0,39.050001,0.46,0.26,0.26,83.487,0.46,0.26,0.26,84.987999,
09/30/1998,446.746002,-239.330994,207.415009,-143.229996,64.184998,-5.984,0.645,58.845997,-20.594999,38.250999,0.0,0.0,38.250999,0,38.250999,0.0,0.0,38.250998,0.47,0.47,0.47,80.651001,0.47,0.47,0.47,81.635002,
12/31/1998,451.345001,-242.001007,209.343994,-152.078995,57.264999,-4.893,-3.741,48.630999,-17.021999,31.608999,0.0,0.0,31.608999,0,31.608999,0.0,0.0,31.609,0.4,0.4,0.4,78.794998,0.4,0.4,0.4,79.835999,
03/31/1999,444.931,-244.612,200.319,-147.837006,52.481998,-7.936,1.867,46.412999,-13.166,33.247002,0.0,0.0,33.247002,0,33.247002,0.0,0.0,33.246998,0.43,0.43,0.43,77.190002,0.43,0.43,0.43,77.765999,
