Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/1990,58.757,19.059,23.311001,14.503,,,14.503,1.884,,,,1.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,54.219002,25.422001,25.021999,-1.008,,,-1.008,4.783,,,,4.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,6.448,8.544,26.622,7.265,,,7.265,-35.983002,,,,-35.983002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,65.058998,2.217,26.305,-8.308,,,-8.308,44.845001,,,,44.845001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.058998,
03/31/1991,31.719,3.756,27.688,5.232,,,5.232,-4.957,,,,-4.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,21.882999,0.739,27.267,3.518,,,3.518,-9.641,,,,-9.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,21.950001,-3.972,27.797001,0.012,,,0.012,-1.887,,,,-1.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,67.763,-36.209999,26.5,28.552999,,,28.552999,48.919998,,,,48.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,24.341999,4.907,27.695999,4.435,,,4.435,-12.696,,,,-12.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,34.401001,3.373,28.073,-2.298,,,-2.298,5.253,,,,5.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
