Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2008,41406,1690,1342,348,1407,,,0.0,0.0,0.0,0.0,0.0,225,,,,3322,804,2250.0,-1446.0,17639,,,,19641,3519,2878.0,641.0,,16122,38084,,7793,7793,,,,301,301.0,0.0,0.0,,,21744,,,21744,29838,2090,2090.0,0.0,0.0,,5880,,,,,,5880,7970,37808,0.0,2590,,,-5298,7374,-1074,3592,6.0,3598,41406,
03/31/2009,41234,1567,1375,192,1530,,,0.0,0.0,0.0,0.0,0.0,264,,,264.0,3361,804,,,16956,13338.0,,3618.0,20113,4302,2876.0,1426.0,1446.0,14365,37873,,11361,981,,,10380.0,377,373.0,,,,4.0,17475,,,17056,29213,2086,2086.0,,,,6097,,,,,,6097,8183,37396,0.0,2593,88.0,2505.0,-5262,7536,-1036,3831,7.0,3838,41234,
06/30/2009,41649,1220,1022,198,1500,,,0.0,0.0,0.0,0.0,0.0,229,,,229.0,2949,805,,,17765,14187.0,,3578.0,20130,4096,2876.0,1220.0,1285.0,14749,38700,,10820,6778,,,4042.0,106,102.0,,,,4.0,17228,,,16822,28154,2435,2435.0,,,,6562,,,,,,6562,8997,37151,,2594,88.0,2506.0,-5254,7986,-837,4489,9.0,4498,41649,
09/30/2009,42653,1141,836,305,1481,,,0.0,0.0,0.0,0.0,0.0,265,,,265.0,2887,827,,,18749,15142.0,,3607.0,20190,4042,2876.0,1166.0,1017.0,15131,39766,,10743,6737,,,4006.0,104,100.0,,,,4.0,17216,,,16792,28063,2435,2435.0,,,,6987,,,,,,6987,9422,37485,,2598,88.0,2510.0,-5228,8303,-516,5157,11.0,5168,42653,
12/31/2009,43013,1530,924,606,1361,,,0.0,0.0,0.0,0.0,0.0,238,,,238.0,3129,862,2362.0,-1500.0,19233,15711.0,,3522.0,19789,3518,2876.0,642.0,1029.0,15242,39884,,10686,6718,,,3968.0,104,100.0,0.0,0.0,,4.0,17047,0.0,,16620,27837,2436,2436.0,0.0,0.0,,7311,0.0,,,,,7311,9747,37584,0.0,2602,88.0,2514.0,-5192,8625,-618,5417,12.0,5429,43013,
03/31/2010,43864,1609,1299,310,1515,,,0.0,0.0,0.0,0.0,0.0,278,,,278.0,3402,860,,,19756,16263.0,,3493.0,19846,3883,2879.0,1004.0,941.0,15022,40462,,10943,6947,,,3996.0,326,100.0,,,,226.0,17054,,,16622,28323,2235,2235.0,,,,7491,,,,,,7491,9726,38049,,2610,88.0,2522.0,-5119,8840,-530,5801,14.0,5815,43864,
06/30/2010,44432,1719,1449,270,1457,,,0.0,0.0,0.0,0.0,0.0,231,,,231.0,3407,875,,,20514,17105.0,,3409.0,19636,4074,2879.0,1195.0,868.0,14694,41025,,11081,7134,,,3947.0,326,100.0,,,,226.0,17287,,,16877,28694,2510,2510.0,,,,7237,,,,,,7237,9747,38441,0.0,2614,88.0,2526.0,-5228,9129,-539,5976,15.0,5991,44432,
09/30/2010,45979,1660,1404,256,1438,,,0.0,0.0,0.0,0.0,0.0,266,,,266.0,3364,894,,,21267,17781.0,,3486.0,20454,4579,3119.0,1460.0,602.0,15273,42615,,11429,7444,,,3985.0,326,100.0,,,,226.0,17407,,,16992,29162,2533,2533.0,,,,7798,,,,,,7798,10331,39493,0.0,2618,88.0,2530.0,-5285,9421,-285,6469,17.0,6486,45979,
12/31/2010,45682,1906,1605,301,1318,,,0.0,0.0,0.0,0.0,0.0,235,,,235.0,3459,912,2569.0,-1657.0,20647,17161.0,,3486.0,20664,4357,3119.0,1238.0,782.0,15525,42223,,11199,7182,0.0,0.0,4017.0,552,104.0,0.0,0.0,,448.0,17072,0.0,,16656,28823,2288,2288.0,0.0,0.0,,7908,0.0,,,,,7908,10196,39019,0.0,2622,88.0,2534.0,-5242,9879,-614,6645,18.0,6663,45682,
03/31/2011,46517,1945,1656,289,1441,,,0.0,0.0,0.0,0.0,0.0,276,,,276.0,3662,912,,,20960,17558.0,,3402.0,4254,4354,3135.0,1219.0,621.0,16008,26126,,10894,6811,,,4083.0,330,100.0,,,,230.0,16973,,,16521,28197,2883,2883.0,,,,8413,,,,,,8413,11296,39493,0.0,2635,88.0,2547.0,-5312,10270,-569,7024,0.0,7024,46517,
06/30/2011,47033,2127,1774,353,1417,,,0.0,0.0,0.0,0.0,0.0,237,,,237.0,3781,953,,,21416,18101.0,,3315.0,20883,4443,3136.0,1307.0,493.0,15947,43252,,10803,6705,,,4098.0,330,100.0,,,,230.0,17142,,,16700,28275,2883,2883.0,,,,8327,,,,,,8327,11210,39485,0.0,2644,88.0,2556.0,-5318,10658,-436,7548,0.0,7548,47033,
09/30/2011,47804,2326,1902,424,1439,,,0.0,0.0,0.0,0.0,0.0,276,,,276.0,4041,978,,,22177,18878.0,,3299.0,20608,4641,3116.0,1525.0,485.0,15482,43763,,11208,7077,,,4131.0,330,100.0,,,,230.0,17704,,,17182,29242,2883,2883.0,,,,7918,,,,,,7918,10801,40043,0.0,2649,88.0,2561.0,-5302,10855,-441,7761,0.0,7761,47804,
12/31/2011,50697,5015,4690,325,1358,,,0.0,0.0,0.0,0.0,0.0,252,0.0,,252.0,6625,1024,2885.0,-1861.0,22165,18864.0,,3301.0,20883,4080,3164.0,916.0,803.0,16000,44072,,11868,1305,,,10563.0,104,100.0,0.0,0.0,,4.0,17648,0.0,0.0,17146,29620,4990,4990.0,0.0,0.0,,8093,0.0,,,0.0,,8093,13083,42703,0.0,3280,92.0,3188.0,-5286,10787,-787,7994,0.0,7994,50697,
03/31/2012,52785,2405,2111,294,1897,,,0.0,0.0,0.0,0.0,0.0,291,,,291.0,4593,1083,,,19711,19711.0,,,27398,8054,5726.0,2328.0,533.0,18811,48192,,12506,8330,,,4176.0,227,0.0,,,,227.0,18020,,,16970,30753,4990,4990.0,,,,8481,,,,,,8481,13471,44224,0.0,3360,92.0,3268.0,-5200,11123,-722,8561,0.0,8561,52785,
06/30/2012,53553,3362,3045,317,1773,,,0.0,0.0,0.0,0.0,0.0,248,,,248.0,5383,1115,,,20044,20044.0,,,27011,8182,5710.0,2472.0,499.0,18330,48170,,12701,8548,,,4153.0,226,0.0,,,,226.0,18265,,,17213,31192,4985,4985.0,,,,8354,,,,,,8354,13339,44531,0.0,3368,92.0,3276.0,-5176,11501,-671,9022,0.0,9022,53553,
09/30/2012,53531,2496,2236,260,1714,,,0.0,0.0,0.0,0.0,0.0,283,,,283.0,4493,1136,,,19470,19470.0,,,28432,8107,5878.0,2229.0,407.0,19918,49038,,12207,7954,,,4253.0,226,225.0,,,,1.0,18220,,,17746,30653,4986,4986.0,,,,8362,,,,,,8362,13348,44001,0.0,3374,92.0,3282.0,-5253,11962,-553,9530,0.0,9530,53531,
12/31/2012,53734,3243,2978,265,1777,,,0.0,0.0,0.0,0.0,0.0,258,,,258.0,5278,1120,3153.0,-2033.0,20544,20544.0,,,26792,7778,6001.0,1777.0,374.0,18640,48456,,12585,1856,,,10729.0,201,200.0,0.0,0.0,,1.0,18322,,,17773,31108,4986,4986.0,0.0,0.0,,7757,0.0,1100.0,1100.0,0.0,,6657,12743,43851,,3387,92.0,3295.0,-5277,12330,-671,9769,114.0,9883,53734,
03/31/2013,54939,3559,3306,253,1943,,,0.0,0.0,0.0,0.0,0.0,277,,,277.0,5779,1109,,,22246,19435.0,,2811.0,25805,8836,5990.0,2846.0,284.0,16685,49160,,13194,2000,,,11194.0,400,400.0,,,,0.0,18627,,,18050,32221,4995,4995.0,,,,7950,,,,,,7950,12945,45166,0.0,3397,92.0,3305.0,-5309,12328,-756,9660,113.0,9773,54939,
06/30/2013,53829,3627,3209,418,1977,,,0.0,0.0,0.0,0.0,0.0,233,,,233.0,5837,1191,,,21213,18643.0,,2570.0,25588,5986,5986.0,0.0,335.0,19267,47992,,12381,8220,,,4161.0,153,0.0,,,,153.0,18424,,,17837,30958,5030,5030.0,,,,7965,,,,,,7965,12995,43953,0.0,3418,92.0,3326.0,-5435,12806,-1014,9775,101.0,9876,53829,
09/30/2013,54043,3958,3055,903,1869,,,0.0,0.0,0.0,0.0,0.0,258,,,258.0,6085,1451,,,19632,17228.0,,2404.0,26875,8460,6035.0,2425.0,1339.0,17076,47958,,12222,8027,,,4195.0,205,205.0,,,,0.0,18457,,,17869,30884,5034,5034.0,,,,8156,,,,,,8156,13190,44074,0.0,3436,92.0,3344.0,-5930,13327,-959,9874,95.0,9969,54043,
12/31/2013,54336,5052,2795,2257,1991,,,0.0,0.0,0.0,0.0,0.0,247,,,247.0,7290,1464,3689.0,-2225.0,20108,17856.0,,2252.0,25474,7714,6029.0,1685.0,92.0,17668,47046,,11804,2050,,,9754.0,233,233.0,0.0,0.0,,,18356,,,17776,30393,5014,5014.0,0.0,0.0,,8252,,611.0,611.0,0.0,,7641,13266,43659,0.0,3448,92.0,3356.0,-6037,13676,-520,10567,110.0,10677,54336,
03/31/2014,55173,4257,2276,1981,2432,,,0.0,0.0,0.0,0.0,0.0,284,,,284.0,6973,1450,,,21124,18999.0,,2125.0,25626,8560,6030.0,2530.0,27.0,17039,48200,,12339,2151,,,10188.0,210,189.0,,,,21.0,18549,,,17912,31098,5022,5022.0,,,,8388,,,,,,8388,13410,44508,0.0,3484,92.0,3392.0,-6631,14136,-433,10556,109.0,10665,55173,
06/30/2014,55929,6000,1967,4033,2657,,,0.0,0.0,0.0,0.0,0.0,245,,,245.0,8902,1498,,,19719,19719.0,,,25810,6033,6033.0,0.0,0.0,19777,47027,,12391,5726,,,6665.0,121,0.0,,,,121.0,18667,,,18042,31179,5022,5022.0,,,,8677,,,,,34.0,8643,13699,44878,0.0,3497,92.0,3405.0,-6964,14677,-273,10937,114.0,11051,55929,
09/30/2014,55653,3400,1621,1779,2574,,,0.0,0.0,0.0,0.0,0.0,272,,,272.0,6246,1494,,,22282,22282.0,,,25631,6003,6003.0,0.0,19.0,19609,49407,,12045,2230,,,9815.0,121,0.0,,,,121.0,18613,,,18011,30779,5024,5024.0,,,,8582,,,,,,8582,13606,44385,0.0,3501,92.0,3409.0,-7121,15196,-419,11157,111.0,11268,55653,
12/31/2014,55870,3210,1420,1790,2757,,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,5967,1502,3931.0,-2429.0,22552,20471.0,,2081.0,25849,7557,5989.0,1568.0,293.0,17999,49903,,12844,2180,,,10664.0,147,125.0,22.0,22.0,,,18693,0.0,,18072,31684,4979,4942.0,37.0,37.0,,8328,0.0,1100.0,1100.0,0.0,,7228,13307,44991,0.0,2843,74.0,2769.0,-1422,10289,-936,10774,105.0,10879,55870,
03/31/2015,58122,4404,2620,1784,3309,,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,7713,1486,,,22624,20614.0,,2010.0,26299,9014,6029.0,2985.0,241.0,17044,50409,,13840,6851,,,6989.0,999,999.0,,,,,18788,,,18154,33627,5062,5062.0,,,,8392,,,,,,8392,13454,47081,0.0,2897,74.0,2823.0,-1656,10635,-934,10942,99.0,11041,58122,
06/30/2015,57132,3694,1969,1725,3790,,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,7484,1502,,,22094,20040.0,,2054.0,26052,6041,6041.0,0.0,369.0,19642,49648,,13691,2432,,,11259.0,150,150.0,,,,,18555,,,17928,32396,5046,5046.0,,,,8311,,,,,,8311,13357,45753,0.0,2909,74.0,2835.0,-1672,11178,-1125,11290,89.0,11379,57132,
09/30/2015,56909,4090,2381,1709,3804,,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,7894,1483,,,22190,20175.0,,2015.0,25342,6040,6040.0,0.0,327.0,18975,49015,,13451,2459,,,10992.0,149,149.0,,,,,18491,,,17900,32091,5056,5056.0,,,,7908,,,,,,7908,12964,45055,0.0,2919,74.0,2845.0,-1636,11706,-1215,11774,80.0,11854,56909,
12/31/2015,57088,3958,1968,1990,3694,3694.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,7652,1534,4016.0,-2482.0,22723,20859.0,,1864.0,25179,7505,6019.0,1486.0,379.0,17295,49436,,13422,2355,,,11067.0,149,126.0,23.0,23.0,,,18551,0.0,,17922,32122,5020,4995.0,25.0,25.0,,7833,0.0,953.0,953.0,0.0,,6880,12853,44975,0.0,2933,74.0,2859.0,-1769,12121,-1250,12035,78.0,12113,57088,
03/31/2016,58884,4479,2401,2078,3956,3956.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,8435,1534,,,23369,21521.0,,1848.0,25546,6029,6029.0,0.0,276.0,19241,50449,,14116,2646,,,11470.0,399,399.0,,,,,18836,,,18190,33351,4791,4791.0,,,,7985,,,,,,7985,12776,46127,0.0,2948,74.0,2874.0,-1826,12541,-988,12675,82.0,12757,58884,
06/30/2016,59506,4546,2454,2092,4329,4329.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,8875,1556,,,23771,21957.0,,1814.0,25304,6017,6017.0,0.0,210.0,19077,50631,,13977,2577,,,11400.0,300,300.0,,,,,19035,,,18417,33312,4789,4789.0,,,,7970,,,,,,7970,12759,46071,0.0,2953,74.0,2879.0,-1799,13046,-844,13356,79.0,13435,59506,
09/30/2016,60762,5851,3224,2627,3577,3577.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,9428,1561,,,24474,22652.0,,1822.0,25299,6007,6007.0,0.0,110.0,19182,51334,,13813,2550,,,11263.0,271,271.0,,,,,19692,,,18513,33776,4780,4780.0,,,,8156,,,,,,8156,12936,46712,0.0,2958,74.0,2884.0,-1756,13487,-715,13974,76.0,14050,60762,
12/31/2016,59360,5911,3185,2726,3077,3077.0,,0.0,0.0,0.0,0.0,0.0,0,10.0,,0.0,8988,1536,4315.0,-2779.0,24089,22423.0,,1666.0,24747,7337,5980.0,1357.0,304.0,17096,50372,,13863,2532,,,11331.0,276,255.0,21.0,21.0,,,18740,0.0,5.0,18106,32879,4756,4736.0,20.0,20.0,,7940,0.0,911.0,911.0,0.0,,7024,12696,45575,0.0,2966,74.0,2892.0,-1716,13855,-1382,13723,62.0,13785,59360,
03/31/2017,61147,6463,4155,2308,3154,3154.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,9617,1519,,,24951,23199.0,,1752.0,25060,5982,5982.0,0.0,263.0,18815,51530,,14443,2770,,,11673.0,142,11.0,,,,131.0,19459,,,18255,34044,4621,4621.0,,,,8197,,,,,,8197,12818,46862,0.0,2986,74.0,2912.0,-1864,14356,-1252,14226,59.0,14285,61147,
06/30/2017,61738,5826,3611,2215,3419,3419.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,9245,1509,,,25717,23976.0,,1741.0,25267,6000,6000.0,0.0,199.0,19068,52493,,14488,2848,,,11640.0,141,141.0,,,,,19414,,,18233,34043,4622,4622.0,,,,8468,,,,,,8468,13090,47133,0.0,2996,74.0,2922.0,-2406,15102,-1146,14546,59.0,14605,61738,
09/30/2017,61936,5880,3656,2224,3308,3308.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,9188,1526,,,26021,24337.0,,1684.0,25201,6001,6001.0,0.0,172.0,19028,52748,,14662,2783,,,11879.0,141,141.0,,,,,19297,,,18103,34100,5207,5207.0,,,,8432,,,,,,8432,13639,47739,0.0,3003,74.0,2929.0,-3324,15590,-1124,14145,52.0,14197,61936,
12/31/2017,61759,5108,2972,2136,3155,3155.0,0.0,228.0,,,,,820,2.0,,820.0,9311,1563,4613.0,-3050.0,26483,26483.0,,,24402,6509,6164.0,345.0,39.0,17852,52448,,4452,489,0.0,0.0,3963.0,240,231.0,9.0,9.0,,,6317,20530.0,25.0,0,11009,5199,5190.0,9.0,9.0,,31791,0.0,688.0,688.0,0.0,0.0,10548,36990,47999,0.0,3014,74.0,2940.0,-4021,15800,-1082,13711,49.0,13760,61759,
03/31/2018,63141,4987,2771,2216,3455,3455.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,8442,1552,,,27648,25847.0,,1801.0,25499,6170,6170.0,0.0,96.0,19233,54699,,15965,2925,,,13040.0,110,110.0,,,,0.0,19378,,,18087,35453,5191,5191.0,,,,8253,,,,,,8253,13444,48897,0.0,3037,74.0,2963.0,-4228,16933,-1547,14195,49.0,14244,63141,
06/30/2018,63102,5836,3634,2202,3412,3412.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,9248,1554,,,27137,25271.0,,1866.0,25163,6147,6147.0,0.0,140.0,18876,53854,,15657,3005,,,12652.0,109,109.0,,,,,19072,,,17828,34838,5195,5195.0,,,,8287,,,,,,8287,13482,48320,0.0,3048,74.0,2974.0,-4184,17722,-1843,14743,39.0,14782,63102,
09/30/2018,82956,26134,24032,2102,3609,3609.0,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,29743,1559,,,26874,25007.0,,1867.0,24780,6129,6129.0,0.0,132.0,18519,53213,,15755,2955,,,12800.0,9,9.0,,,,,18404,,,17721,34168,25041,25041.0,,,,8162,,,,,,8162,33203,67371,0.0,3059,74.0,2985.0,-4121,18474,-1857,15555,30.0,15585,82956,
12/31/2018,153226,5900,3855,2045,10473,10473.0,0.0,2821.0,,,,,1236,53.0,0.0,1236.0,20430,4562,7958.0,-3396.0,26929,26929.0,,,101305,83508,44505.0,39003.0,1391.0,16353,132796,,22139,15068,0.0,0.0,7071.0,2955,2938.0,17.0,17.0,,,6801,19974.0,10.0,0,31895,39523,39490.0,33.0,33.0,,40736,0.0,590.0,590.0,0.0,9453.0,10709,80259,112154,0.0,27755,4.0,27751.0,-104,15088,-1711,41028,44.0,41072,153226,
03/31/2019,154348,6638,4976,1662,10941,10941.0,,2382.0,,,,,1175,,,1175.0,21136,5125,,,27257,27257.0,,,100830,82875,44537.0,38338.0,,17955,133212,,22834,15633,,,7201.0,3075,2894.0,181.0,21.0,160.0,,7060,20043.0,,0,32969,38095,37503.0,592.0,68.0,524.0,40833,,,,,9403.0,11387,78928,111897,0.0,27859,4.0,27855.0,-595,16426,-1282,42408,43.0,42451,154348,
06/30/2019,154401,5275,3610,1665,11700,11700.0,0.0,2298.0,,,,,1436,,,1436.0,20709,5125,,,28180,28180.0,,,100387,82166,44449.0,37717.0,,18221,133692,,22464,15914,,,6550.0,2473,2288.0,185.0,22.0,163.0,,6930,20118.0,,0,31867,37397,36815.0,582.0,70.0,512.0,41288,,,,,,21170,78685,110552,0.0,27895,4.0,27891.0,-949,17834,-965,43815,34.0,43849,154401,
09/30/2019,154847,5948,4577,1371,11719,11719.0,0.0,2160.0,,,,,1341,,,1341.0,21168,5013,,,28904,28904.0,,,99762,81546,44462.0,37084.0,,18216,133679,,22393,15359,,,7034.0,4874,4689.0,185.0,23.0,162.0,,7180,20090.0,,0,34447,34536,33977.0,559.0,64.0,495.0,41131,,,,,9284.0,11757,75667,110114,0.0,28119,4.0,28115.0,-1750,19185,-858,44696,37.0,44733,154847,
12/31/2019,155774,5556,4619,937,10716,10716.0,0.0,2661.0,,,,,10912,83.0,9512.0,1400.0,29845,4953,9457.0,-4504.0,21542,21542.0,,,99434,81164,44602.0,36562.0,1258.0,16929,125929,,22725,15544,0.0,0.0,7181.0,5680,5487.0,193.0,27.0,166.0,,11733,16052.0,18.0,6812,40138,32358,31832.0,526.0,61.0,465.0,37899,0.0,873.0,873.0,0.0,9387.0,11569,70257,110395,0.0,28310,4.0,28306.0,-2193,20162,-941,45338,41.0,45379,155774,
03/31/2020,154711,5425,4452,973,11735,11735.0,0.0,2565.0,,,,,11152,,9419.0,1733.0,30877,4831,,,20608,20608.0,,,98395,80746,44584.0,36162.0,,17649,123834,,23802,16382,,,7420.0,4505,4315.0,190.0,25.0,165.0,,12073,15838.0,,7043,40380,32592,32089.0,503.0,58.0,445.0,36618,,,,,9066.0,11714,69210,109590,0.0,28558,4.0,28554.0,-3250,21298,-1527,45079,42.0,45121,154711,
06/30/2020,159628,8375,7185,1190,12694,12694.0,,2712.0,,,,,11099,,9788.0,1311.0,34880,4799,,,21338,21338.0,,,98611,80381,44590.0,35791.0,,18230,124748,,25102,17269,,,7833.0,4908,4728.0,180.0,22.0,158.0,,12169,16064.0,,7109,42179,32256,31731.0,525.0,43.0,482.0,37788,,,,,9170.0,12554,70044,112223,0.0,28703,4.0,28699.0,-3601,23052,-788,47366,39.0,47405,159628,
