Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/2010,,,,,,50.283831,,50.283831,29.029711,28.5293,28.5293,,42.268298,0.0,,
06/30/2010,,,,,,48.366727,,48.366727,27.651885,27.115373,27.115373,,42.828704,0.0,,
09/30/2010,,,,,,44.880283,,44.880283,26.47923,26.009919,26.009919,,41.000306,0.0,,
12/31/2010,,,,,,44.606079,,44.606079,27.166757,26.744988,26.744988,,39.09629,0.0,,
03/31/2011,,,,,,50.062334,48.913491,50.062334,31.539081,31.086987,31.086987,,37.000378,0.0,,
06/30/2011,,,,,,46.529741,39.772671,46.529741,30.282501,29.870528,29.870528,,34.917968,0.0,,
09/30/2011,,15.525165,1.384556,9.254954,,46.411918,55.317404,46.411918,29.703748,29.345425,29.345425,,35.999741,0.0,15.525165,
12/31/2011,,15.124224,1.403596,9.096303,,44.700402,45.567531,44.700402,29.136753,28.79637,28.79637,,34.817693,0.0,15.124224,
03/31/2012,,14.542756,1.332487,7.687071,,42.784466,,42.784466,29.521237,29.230392,28.449602,,31.000104,0.0,14.542756,
06/30/2012,,13.853315,1.343983,7.500772,,43.028884,20.033767,43.028884,30.110379,29.919385,24.635431,,30.022868,0.0,13.853315,
09/30/2012,,13.690376,1.290725,6.979664,,43.122921,20.497137,43.122921,29.970233,29.970233,28.316407,,30.500457,13.41805,11.853394,
12/31/2012,,13.657578,1.292838,6.953366,,45.635782,52.4857,45.635782,30.616156,30.616156,28.790736,,32.91195,25.348406,10.195599,
03/31/2013,,14.035133,1.335594,6.249214,,47.879249,76.233955,47.879249,33.094079,33.094079,30.994256,,30.880122,0.0,14.035133,
06/30/2013,,14.389237,1.309838,6.011886,,44.842914,60.420931,44.842914,30.784854,30.784854,28.128165,,31.34957,15.309097,12.186374,
09/30/2013,,14.067961,1.241979,5.910837,,40.949365,2.121781,40.949365,30.948038,30.948038,28.076895,,24.423643,15.524854,11.883931,
12/31/2013,,13.664792,1.208609,5.766295,,43.73841,,43.73841,31.075887,31.075887,27.625976,,28.950579,15.442687,11.554581,
03/31/2014,,12.310998,1.14431,5.044795,,41.163957,,41.163957,30.049644,30.049644,26.411066,,27.000108,15.816694,10.363805,
06/30/2014,,12.116593,1.107988,4.83793,,40.366442,3.78671,40.366442,29.467554,29.467554,26.080414,,26.999873,17.971312,9.939082,
09/30/2014,,12.379467,1.111118,4.999919,,42.837562,51.506001,42.837562,30.865293,30.865293,27.71343,,27.948063,15.781383,10.425816,
12/31/2014,,12.052578,1.076697,4.909565,,38.029082,,38.029082,27.708675,27.708675,24.375493,,27.138196,18.99297,9.763436,
03/31/2015,,11.108062,1.023377,4.736458,,36.737772,,36.737772,27.406381,27.406381,24.122448,,25.399992,19.052037,8.99175,
06/30/2015,,11.099419,1.004001,4.728483,,38.47573,21.341908,38.47573,28.848012,28.848012,25.682846,,25.022834,18.405254,9.056543,
09/30/2015,,10.745106,0.975067,4.816581,,38.032085,,38.032085,28.773782,28.773782,25.505945,,24.343401,17.839167,8.828268,
12/31/2015,,10.766104,0.972958,5.040405,,36.754774,29.961234,36.754774,28.300697,28.300697,25.206022,,23.001303,17.317849,8.901646,
03/31/2016,,11.122738,0.996259,5.436089,,37.700576,41.914786,37.700576,30.312858,30.312858,27.144823,,19.595771,15.524125,9.39603,
06/30/2016,,11.287928,1.013811,5.138994,,37.526141,32.10655,37.526141,30.836238,30.836238,27.588843,,17.827315,15.955237,9.486912,
09/30/2016,,11.708271,1.02839,5.684597,,36.233744,26.790816,36.233744,30.798656,30.798656,27.6838,,15.000074,15.519195,9.891241,
12/31/2016,,11.536911,1.018347,5.623042,,38.165246,44.837442,38.165246,29.879942,29.879942,26.981328,,21.709028,15.035303,9.802301,
03/31/2017,,11.377645,0.999528,5.631796,,35.518445,21.62076,35.518445,29.406265,29.406265,26.885738,,17.208466,15.345634,9.631673,
06/30/2017,,11.367911,0.980467,4.861843,,34.349857,18.355747,34.349857,29.095513,29.095513,26.858932,,15.296553,15.524185,9.603136,
09/30/2017,,11.604559,0.974963,4.965598,,36.076242,35.294589,36.076242,29.839352,29.839352,27.710112,,17.288081,14.438609,9.929022,
12/31/2017,,11.107347,0.940852,4.793789,,33.836844,7.811513,33.836844,27.787281,27.787281,25.745969,,17.878625,15.145729,9.425058,
03/31/2018,,11.028427,0.935619,4.829844,,34.164609,27.366434,34.164609,27.617429,27.617429,25.921954,,19.163631,14.715666,9.405521,
