Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/1993,,-74.200001,226.100006,0.0,2272.400024,,3189.500031,71.246277,,,,,,,,,,
09/30/1993,3968.71804,-57.400002,231.800003,0.0,2205.599976,6348.718018,2873.799973,76.748556,0.347409,1.073253,,,,3985.760902,6365.76088,20.795968,,
12/31/1993,3988.31621,-74.500002,240.600006,0.0,2232.0,6386.416214,2970.899994,75.128749,0.349492,1.073618,,,,4034.14796,6432.247964,21.216977,,
03/31/1994,4570.520318,-220.500008,216.199997,0.0,1995.700012,6561.920319,2615.000015,76.3174,0.304134,1.086519,,,,4559.099863,6550.499864,21.774864,,
06/30/1994,3488.4765,-69.600001,225.399994,0.0,1919.300049,5563.576542,2564.700043,74.835264,0.344976,0.942484,,,,3501.45007,5576.550112,18.540064,,
09/30/1994,4306.227374,-112.400002,232.100006,0.0,1992.699951,6418.627329,2564.899963,77.691137,0.310456,1.11448,8.484636,12.20143,,4141.637417,6254.037372,20.557105,,
12/31/1994,4482.625697,-89.699997,240.399994,0.0,1838.400024,6471.725718,2524.100006,72.833882,0.284066,1.073825,8.948736,12.822748,,4547.287589,6536.38761,21.475565,,
03/31/1995,4974.785905,-79.099998,244.300003,0.0,1788.800049,6928.785959,2456.000046,72.833877,0.258169,1.104805,9.99248,13.07231,,4865.725095,6819.72515,22.168427,,
06/30/1995,5196.593847,-73.900002,182.699997,0.0,2432.100037,7737.493879,3132.600022,77.638384,0.314327,1.12011,10.896344,12.433899,,5196.900102,7737.800134,25.312233,,
09/30/1995,5887.085686,-44.299999,196.800003,0.0,2408.5,8448.08569,3099.500015,77.706081,0.285094,1.177992,11.247618,14.316253,,5897.462616,8458.46262,27.683927,,
12/31/1995,6346.219376,-71.800003,193.600006,0.0,2399.500061,8867.519439,3207.40007,74.811374,0.270594,1.300394,11.586985,14.361142,,6343.537313,8864.837377,29.052023,,
03/31/1996,6808.878259,-61.599998,204.399994,0.0,2354.799927,9306.478182,3161.499924,74.483631,0.253028,1.431964,12.274437,14.964404,,6807.875201,9305.475124,30.468588,,
06/30/1996,6527.347875,-62.299999,205.199997,0.0,2431.09375,9101.341623,3270.593735,74.331878,0.267114,1.487633,11.95343,16.290772,,6527.925192,9101.91894,29.804015,,
09/30/1996,6967.822672,-62.299999,212.899994,9.4,2416.900024,9544.72269,3328.200033,72.618833,0.253218,1.569339,12.154238,16.334293,62.903307,6973.300206,9550.200225,31.277753,,
12/31/1996,7484.396677,-106.0,218.399994,0.0,2356.000061,9952.796732,3402.900085,69.235064,0.236717,1.745125,13.563365,15.955962,53.837715,8122.61228,10591.012335,32.524842,,
03/31/1997,7971.484688,-86.599998,226.600006,0.0,2337.999939,10449.484635,3365.899933,69.461362,0.223743,1.964373,14.639233,16.79434,54.338718,8656.250234,11134.250181,34.136928,,
06/30/1997,8393.974079,-91.400002,231.800003,0.0,2412.890625,10947.264705,3505.990646,68.821936,0.22041,2.242051,16.0682,15.876455,40.287542,9010.215378,11563.506004,35.729136,,
09/30/1997,9050.987217,-109.099998,241.100006,6.5,2306.900024,11496.387249,3471.600006,66.450629,0.200663,2.562269,17.97153,15.27203,24.466956,9717.300266,12162.700297,37.470324,,
12/31/1997,9560.015739,-113.699997,225.5,0.0,2324.399963,11996.215705,4304.599976,53.998048,0.193761,2.640361,17.675285,17.423471,29.237031,10210.764012,12646.963978,38.873656,,
