Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2000,2969.891,33.136,33.136,0.0,135.483,135.483,,12.905,12.905,0.0,0.0,,19.441,,,,,,,,200.965,2511.253,3310.855,-799.602,0.0,,257.673,0.0,,,,257.673,2768.926,,72.175,72.175,,,,0.505,,,,,,125.196,,,,125.196,197.876,1745.818,,,,,209.597,,,,,209.597,1955.415,2153.291,0.0,2349.505,,,-14.496,-1560.114,41.705,816.6,0.0,816.6,2969.891,
06/30/2000,2933.205,38.269,38.269,0.0,115.884,115.884,,14.702,14.702,0.0,0.0,,17.573,,,,,,,,186.428,2485.942,3337.457,-851.515,0.0,,260.835,0.0,,,,260.835,2746.777,,69.06,69.06,,,,0.327,,,,,,146.728,,,,146.728,216.115,1702.662,,,,,208.603,,,,,208.603,1911.265,2127.38,0.0,2349.71,,,-16.691,-1576.175,48.981,805.825,0.0,805.825,2933.205,
09/30/2000,2901.586,37.898,37.898,0.0,127.722,127.722,,11.983,11.983,0.0,0.0,,17.066,,,,,,,,194.669,2483.622,3368.14,-884.518,0.0,,223.295,0.0,,,,223.295,2706.917,,79.38,79.38,,,,0.163,,,,,,131.264,,,,131.264,210.807,1603.213,,,,,257.304,,,,,257.304,1860.517,2071.324,0.0,2350.183,,,-23.031,-1506.887,9.997,830.262,0.0,830.262,2901.586,
12/31/2000,2954.435,26.159,26.159,0.0,123.497,123.497,,14.842,14.842,0.0,0.0,0.0,26.893,,,,,,,,191.391,2540.579,3442.718,-902.139,12.7,,209.765,0.0,,,,209.765,2763.044,,96.646,96.646,,,,0.0,,,,,,119.868,,,,119.868,216.514,1578.776,,,,,254.24,,,,,254.24,1833.016,2049.53,0.0,2353.621,,,-37.682,-1422.703,11.669,904.905,0.0,904.905,2954.435,
03/31/2001,2922.208,18.305,18.305,0.0,102.437,102.437,,12.965,12.965,0.0,0.0,0.0,24.521,,,,,,,,158.228,2557.098,3504.678,-947.58,1.6,,205.282,0.0,0.0,0.0,,205.282,2763.98,,110.795,110.795,,,,0.0,,,,,,200.496,,,,200.496,311.291,1550.23,,,,,219.715,,,,,219.715,1769.945,2081.236,0.0,2355.793,,,-44.752,-1354.784,-115.285,840.972,0.0,840.972,2922.208,
06/30/2001,3062.054,18.227,18.227,0.0,100.222,100.222,,15.068,15.068,0.0,0.0,0.0,67.702,,,,,,,,201.219,2607.257,3611.183,-1003.926,0.0,,253.578,0.0,0.0,0.0,,253.578,2860.835,,113.046,113.046,,,,0.0,,,,,,133.638,,,,133.638,246.684,1572.227,,,,,204.141,,,,,204.141,1776.368,2023.052,0.0,2358.795,,,-44.431,-1326.497,51.135,1039.002,0.0,1039.002,3062.054,
09/30/2001,3179.787,20.737,20.737,0.0,90.389,90.389,,17.863,17.863,0.0,0.0,0.0,132.092,,,,,,,,261.081,2647.109,3704.867,-1057.758,0.0,,271.597,0.0,0.0,0.0,,271.597,2918.706,,116.042,116.042,,,,0.0,,,,,,130.78,,,,130.78,246.822,1554.552,,,,,194.283,,,,,194.283,1748.835,1995.657,0.0,2359.052,,,-49.178,-1302.201,176.457,1184.13,0.0,1184.13,3179.787,
12/31/2001,3271.053,14.334,14.334,0.0,82.211,81.616,,14.549,14.549,0.0,0.0,0.0,144.549,,,,,,,,255.643,2805.818,3901.128,-1095.31,0.0,,209.592,0.0,0.0,0.0,,209.592,3015.41,,99.165,99.165,,,,0.0,,,,,,129.044,,,,129.044,228.209,1577.304,,,,,180.151,,,,,180.151,1757.455,1985.664,0.0,2463.346,,,-48.002,-1323.343,193.388,1285.389,0.0,1285.389,3271.053,
03/31/2002,3163.25,16.757,16.757,0.0,88.476,88.476,,11.974,11.974,0.0,0.0,0.0,50.034,,,,,,,,167.241,2849.126,3992.567,-1143.441,0.0,,146.883,0.0,0.0,0.0,,146.883,2996.009,,98.399,98.399,,,,0.0,,,,,,115.71,,,,115.71,214.109,1587.853,,,,,169.477,,,,,169.477,1757.33,1971.439,0.0,2463.347,,,-42.338,-1326.528,97.33,1191.811,0.0,1191.811,3163.25,
06/30/2002,3278.808,16.728,16.728,0.0,83.501,83.086,,10.079,10.079,0.0,0.0,0.0,25.7,,,,,,,,136.008,2973.478,4169.65,-1196.172,0.0,,169.322,0.0,0.0,0.0,,169.322,3142.8,,120.407,120.407,,,,0.0,,,,,,104.309,,,,104.309,224.716,1461.794,,,,,170.404,,,,,170.404,1632.198,1856.914,0.0,2699.632,,,-38.862,-1315.695,76.819,1421.894,0.0,1421.894,3278.808,
09/30/2002,3389.478,25.502,25.502,0.0,77.473,76.96,,10.151,10.151,0.0,0.0,0.0,22.776,,,,,,,,135.902,3109.961,4355.1,-1245.139,0.0,,143.615,0.0,0.0,0.0,,143.615,3253.576,,93.426,93.426,,,,0.0,,,,,,110.668,,,,110.668,204.094,1650.756,,,,,139.528,,,,,139.528,1790.284,1994.378,0.0,2715.176,,,-35.552,-1316.793,32.269,1395.1,0.0,1395.1,3389.478,
12/31/2002,3455.116,8.49,8.49,0.0,98.222,97.774,,10.648,10.648,0.0,0.0,0.0,29.733,,,,,,,,147.093,3191.213,4494.754,-1303.541,0.0,,116.81,0.0,0.0,0.0,,116.81,3308.023,,124.774,124.774,,,,0.0,,,,,,149.818,,,,149.818,274.592,1668.536,,,,,137.091,,,,,137.091,1805.627,2080.219,0.0,2715.763,,,-32.219,-1298.44,-10.207,1374.897,0.0,1374.897,3455.116,
03/31/2003,3722.406,6.858,6.858,0.0,125.836,125.374,,10.951,10.951,0.0,0.0,0.0,40.9,,,,,,,,184.545,3417.263,4763.359,-1346.096,0.0,,120.598,0.0,0.0,0.0,,120.598,3537.861,,161.098,161.098,,,,0.0,,,,,,195.37,,,,195.37,356.468,1767.649,,,,,186.334,,,,,186.334,1953.983,2310.451,0.0,2716.393,,,-27.274,-1214.22,-62.944,1411.955,0.0,1411.955,3722.406,
06/30/2003,3700.688,12.156,12.156,0.0,116.229,115.791,,14.81,14.81,0.0,0.0,0.0,42.033,,,,,,,,185.228,3376.096,4831.053,-1454.957,0.0,,139.364,0.0,0.0,0.0,,139.364,3515.46,,125.82,125.82,,,,0.0,,,,,,233.359,,,,233.359,359.179,1710.737,,,,,216.786,,,,,216.786,1927.523,2286.702,0.0,2716.497,,,-25.262,0.0,-1277.249,1413.986,0.0,1413.986,3700.688,
09/30/2003,3841.61,12.651,12.651,0.0,97.627,97.388,,19.054,19.054,0.0,0.0,0.0,66.406,,,,,,,,195.738,3394.001,4949.71,-1555.709,0.0,,251.871,0.0,0.0,0.0,,251.871,3645.872,,141.674,141.674,,,,0.0,,,,,,181.157,,,,181.157,322.831,1621.364,,,,,181.51,,,,,181.51,1802.874,2125.705,0.0,2728.166,,,-23.857,0.0,-988.404,1715.905,0.0,1715.905,3841.61,
12/31/2003,3951.572,19.299,19.299,0.0,111.48,111.033,,17.509,17.509,0.0,0.0,0.0,56.827,,,,,,,,205.115,3487.247,5163.383,-1676.136,0.0,,259.21,0.0,0.0,0.0,,259.21,3746.457,,186.418,186.418,,,,0.0,,,,,,243.334,,,,243.334,429.752,1555.461,,,,,206.587,,,,,206.587,1762.048,2191.8,0.0,1759.772,,,-5.385,0.0,5.385,1759.772,0.0,1759.772,3951.572,
03/31/2004,3928.284,9.022,9.022,0.0,145.733,145.733,,17.21,,,,,50.748,,,,,,,,222.713,3466.315,5274.783,-1808.468,0.0,,239.256,,,,,239.256,3705.571,,173.378,173.378,,,,0.0,,,,,,290.2,,,,290.2,463.578,1456.695,,,,,250.184,,,,,250.184,1706.879,2170.457,0.0,2752.656,,,-1.367,-839.646,-153.816,1757.827,0.0,1757.827,3928.284,
06/30/2004,3944.461,15.212,15.212,0.0,166.12,166.12,,21.784,,,,,44.544,,,,,,,,247.66,3468.071,5414.243,-1946.172,0.0,,228.73,,,,,228.73,3696.801,,165.496,165.496,,,,0.0,,,,,,293.676,,,,293.676,459.172,1391.363,,,,,309.013,,,,,309.013,1700.376,2159.548,0.0,2752.697,,,-2.716,-770.84,-194.228,1784.913,0.0,1784.913,3944.461,
09/30/2004,6596.223,2.949,2.949,0.0,173.343,173.343,,35.576,35.576,0.0,0.0,0.0,47.351,,,,,,,,259.219,5949.957,8033.692,-2083.735,0.0,,387.047,333.203,333.203,0.0,,53.844,6337.004,,169.5,169.5,,,,0.0,,,,,,467.36,,,,467.36,636.86,2464.902,,,,,853.553,,,,,853.553,3318.455,3955.315,0.0,3683.996,,,-10.774,-711.993,-320.321,2640.908,0.0,2640.908,6596.223,
12/31/2004,6733.487,7.257,7.257,0.0,209.297,209.297,,40.332,40.332,0.0,0.0,0.0,136.539,,,,,,,,393.425,5959.763,8203.312,-2243.549,0.0,,458.995,320.9,320.9,0.0,,138.095,6418.758,,205.153,205.153,,,,0.0,0.0,0.0,0.0,,,339.306,,,,339.306,544.459,2385.95,2385.95,0.0,0.0,,971.298,,,,,971.298,3357.248,3901.707,0.0,3706.742,,,-27.793,-634.146,-213.023,2831.78,0.0,2831.78,6733.487,
06/30/2005,6914.577,58.451,58.451,0.0,262.189,262.189,,56.282,56.282,0.0,0.0,0.0,167.954,,,,,,,,544.876,6002.85,8402.392,-2399.542,0.0,,366.851,307.068,307.068,0.0,,59.783,6369.701,,266.877,266.877,,,,0.0,,,,,,618.204,,,,618.204,885.081,1394.739,,,,,1989.124,,,,,1989.124,3383.863,4268.944,0.0,3764.241,,,-200.327,-417.294,-500.987,2645.633,0.0,2645.633,6914.577,
09/30/2005,7227.613,64.508,64.508,0.0,257.086,257.086,,65.094,65.094,0.0,0.0,0.0,262.948,,,,,,,,649.636,6211.127,8689.17,-2478.043,0.0,,366.85,306.666,306.666,0.0,,60.184,6577.977,,262.698,262.698,,,,0.0,,,,,,869.478,,,,869.478,1132.176,1939.296,,,,,2031.891,,,,,2031.891,3971.187,5103.363,0.0,3776.855,,,-635.293,-323.978,-693.334,2124.25,0.0,2124.25,7227.613,
12/31/2005,7329.234,18.802,18.802,0.0,336.062,336.062,,79.659,79.659,0.0,0.0,0.0,189.281,,,,,,,,623.804,6235.188,8813.134,-2577.946,0.0,,470.242,311.651,311.651,0.0,,158.591,6705.43,,330.151,330.151,,,,0.0,0.0,0.0,0.0,,,703.204,,,,703.204,1033.355,2058.412,2058.412,0.0,0.0,,2020.365,,,,,2020.365,4078.777,5112.132,0.0,3777.264,,,-882.382,-184.32,-493.46,2217.102,0.0,2217.102,7329.234,
03/31/2006,7109.249,42.982,42.982,,186.226,186.226,,89.942,89.942,0.0,0.0,0.0,893.488,,,,,,,,1212.638,5529.736,7162.623,-1632.887,,,366.875,311.603,311.603,0.0,,55.272,5896.611,,233.066,233.066,,,,,,,,,,762.015,,,,762.015,995.081,1159.763,,,,,1998.594,,,,,1998.594,3158.357,4153.438,,3739.985,,,-879.516,340.452,-245.11,2955.811,,2955.811,7109.249,
06/30/2006,7067.428,457.042,457.042,,166.11,166.11,,115.917,115.917,0.0,0.0,0.0,156.002,,,,,,,,895.071,5752.569,7481.035,-1728.466,,,419.788,311.346,311.346,0.0,,108.442,6172.357,,229.72,229.72,,,,,,,,,,651.368,,,,651.368,881.088,1263.994,,,,,2007.419,,,,,2007.419,3271.413,4152.501,,3750.229,,,-1040.775,424.186,-218.713,2914.927,,2914.927,7067.428,
12/31/2006,7355.399,7.033,7.033,0.0,195.534,195.534,,95.131,95.131,0.0,0.0,0.0,238.86,,,,,,,,536.558,6414.484,8309.892,-1895.408,0.0,,404.357,309.908,309.908,0.0,,94.449,6818.841,,332.795,332.795,,,,0.0,0.0,0.0,0.0,,,554.184,,,,554.184,886.979,1497.162,1497.162,0.0,0.0,,1986.587,,,,,1986.587,3483.749,4370.728,0.0,2655.274,,,-53.274,497.488,-114.817,2984.671,0.0,2984.671,7355.399,
03/31/2007,7700.317,13.35,13.35,0.0,211.571,211.571,,95.654,95.654,0.0,0.0,0.0,193.239,,,,,,,,513.814,6789.73,8772.911,-1983.181,0.0,,396.773,309.869,309.869,0.0,,86.904,7186.503,,386.985,386.985,,,,0.0,0.0,0.0,0.0,,,545.384,,,,545.384,932.369,1859.255,1859.255,0.0,0.0,,1925.913,,,,,1925.913,3785.168,4717.537,0.0,2664.522,,,-79.154,507.798,-110.386,2982.78,0.0,2982.78,7700.317,
09/30/2007,8553.584,19.271,19.271,0.0,230.274,230.274,,98.918,98.918,0.0,0.0,0.0,958.662,,,,,,,,1307.125,6799.652,8740.247,-1940.595,0.0,,446.807,310.872,310.872,0.0,,135.935,7246.459,,347.047,347.047,,,,0.0,0.0,0.0,0.0,,,656.425,,,,656.425,1003.472,2610.683,2610.683,0.0,0.0,,1874.703,,,,,1874.703,4485.386,5488.858,0.0,2684.808,,,-247.599,621.582,5.935,3064.726,0.0,3064.726,8553.584,
12/31/2007,8616.981,12.171,12.171,0.0,283.249,283.249,,97.619,97.619,0.0,0.0,0.0,372.016,,,,,,,,765.055,7375.631,9404.103,-2028.472,0.0,,476.295,310.87,310.87,0.0,,165.425,7851.926,,350.782,350.782,,,,0.0,0.0,0.0,0.0,,,643.387,,,,643.387,994.169,2755.491,2755.491,0.0,0.0,,1824.599,,,,,1824.599,4580.09,5574.259,0.0,2694.491,,,-245.601,822.089,-228.257,3042.722,0.0,3042.722,8616.981,
03/31/2008,8745.967,17.32,17.32,0.0,295.507,295.507,,124.386,124.4,0.0,0.0,0.0,251.424,,,,,,,,688.637,7574.123,9704.928,-2130.805,0.0,,483.207,310.861,310.861,0.0,,172.346,8057.33,,327.355,327.355,,,,0.0,0.0,0.0,0.0,,,695.996,,,,695.996,1023.351,2803.558,2803.558,0.0,0.0,,1868.154,,,,,1868.154,4671.712,5695.063,0.0,2705.616,,,-270.593,933.974,-318.093,3050.904,0.0,3050.904,8745.967,
06/30/2008,9164.937,43.282,43.282,0.0,378.08,378.08,,131.973,131.973,0.0,0.0,0.0,304.675,,,,,,,,858.01,7794.428,10032.678,-2238.25,0.0,,512.499,310.596,310.596,0.0,,201.903,8306.927,,401.918,401.918,,,,0.0,0.0,0.0,0.0,,,937.381,,,,937.381,1339.299,2642.443,2642.443,0.0,0.0,,2006.038,,,,,2006.038,4648.481,5987.78,0.0,2845.919,,,-260.646,1087.079,-546.064,3126.288,50.869,3177.157,9164.937,
09/30/2008,9066.581,66.817,66.817,0.0,294.891,294.891,,146.136,146.136,0.0,0.0,0.0,177.554,,,,,,,,685.398,7855.391,10213.776,-2358.385,0.0,,525.792,310.563,310.563,0.0,,215.229,8381.183,,379.138,379.138,,,,0.0,0.0,0.0,0.0,,,434.912,,,,434.912,814.05,2823.371,2823.371,0.0,0.0,,1860.453,,,,,1860.453,4683.824,5497.874,0.0,2853.456,,,-316.473,1064.155,-90.364,3510.774,57.933,3568.707,9066.581,
12/31/2008,9161.785,48.337,48.337,0.0,206.794,206.794,,76.901,76.901,0.0,0.0,0.0,154.879,,,,,,,,486.911,8021.268,10532.669,-2511.401,0.0,,653.606,310.563,310.563,0.0,,343.043,8674.874,,322.688,322.688,,,,0.0,,,,,,372.309,,,,372.309,694.997,2899.241,,,,,1887.934,,,,,1887.934,4787.175,5482.172,0.0,2910.981,,,-411.659,988.786,88.788,3576.896,102.717,3679.613,9161.785,
03/31/2009,9051.645,44.476,44.476,0.0,163.679,163.679,0.0,68.365,,,,,172.188,10.504,82.041,,0.336,15.637,,8.448,448.708,7909.48,10606.135,-2696.655,0.0,,693.457,310.563,310.563,0.0,,300.517,8602.937,,232.611,192.781,12.159,27.671,,0.0,0.0,,,,,260.78,154.753,15.72,1494.181,82.131,493.391,3075.486,3075.486,,,,1852.667,,,,,188.013,4928.153,5421.544,0.0,2916.359,1.251,2915.108,-429.668,968.326,74.134,3529.151,100.95,3630.101,9051.645,
06/30/2009,8872.842,64.323,64.323,0.0,152.231,152.231,0.0,119.077,,,,,146.219,19.87,40.337,,1.134,28.777,16.706,7.629,481.85,7790.634,10462.142,-2671.508,0.0,,600.358,310.551,310.551,0.0,,248.336,8390.992,,253.603,192.542,17.713,43.348,,0.0,0.0,,,,,326.156,132.166,47.645,1424.769,81.439,579.759,2978.819,2978.819,,,,1773.178,,,,,168.598,4751.997,5331.756,0.0,2926.19,1.251,2924.939,-426.598,875.226,76.637,3451.455,89.631,3541.086,8872.842,
09/30/2009,8681.068,55.615,55.615,0.0,136.893,136.893,,145.976,,,,,84.478,12.553,35.772,,2.572,16.29,1.802,10.938,422.962,7718.472,10538.115,-2819.643,,,539.634,309.371,309.371,0.0,,191.919,8258.106,,242.994,201.768,12.745,28.481,,0.0,,,,,,274.826,109.497,65.664,1408.481,76.007,517.82,2867.298,2867.298,,,,1761.718,,,,,178.076,4629.016,5146.836,,2937.149,1.252,2935.897,-416.566,861.922,64.851,3447.356,86.876,3534.232,8681.068,
12/31/2009,8867.265,27.368,27.368,0.0,330.711,330.711,0.0,139.177,,,,,118.862,9.011,43.631,,0.387,25.022,,9.259,616.118,7721.686,10667.734,-2946.048,0.0,,529.461,309.259,309.259,0.0,,176.184,8251.147,,285.779,221.359,17.411,47.009,0.0,0.0,0.0,0.0,0.0,,,285.412,87.021,133.645,1470.899,79.054,571.191,2761.011,2761.011,0.0,0.0,,1892.032,0.0,0.0,0.0,0.0,200.467,4653.043,5224.234,0.0,2982.702,1.252,2981.45,-415.211,917.688,51.009,3536.188,106.843,3643.031,8867.265,
03/31/2010,8972.655,34.54,34.54,0.0,260.688,260.688,0.0,120.75,,,,,171.048,8.551,118.318,,0.491,3.758,,4.007,587.026,7786.758,10845.845,-3059.087,0.0,,598.871,308.831,308.831,0.0,,171.231,8385.629,,295.846,246.276,15.875,33.695,,0.0,0.0,,,,,225.841,75.937,76.819,1589.275,56.272,521.687,2647.604,2647.604,,,,1919.736,,,,,177.705,4567.34,5089.027,0.0,2998.916,1.26,2997.656,-423.978,1156.578,39.45,3770.966,112.662,3883.628,8972.655,
06/30/2010,9112.322,197.686,197.686,0.0,212.014,212.014,0.0,122.393,,,,,180.485,19.097,142.45,,2.356,1.582,0.0,10.174,712.578,7781.394,10950.208,-3168.814,0.0,,618.35,298.563,298.563,0.0,,174.981,8399.744,,383.754,316.79,12.941,54.023,,0.0,0.0,,,,,203.531,64.73,13.968,1638.06,61.726,587.285,2531.431,2531.431,,,,1935.473,,,,,218.715,4466.904,5054.189,0.0,3005.4,1.261,3004.139,-422.837,1323.662,29.166,3935.391,122.742,4058.133,9112.322,
09/30/2010,9297.12,78.165,78.165,0.0,211.716,211.716,0.0,182.238,,,,,217.357,17.868,210.823,,15.045,8.333,0.0,1.521,689.476,7923.912,11236.621,-3312.709,0.0,,683.732,298.413,298.413,0.0,,159.451,8607.644,,373.772,321.256,18.718,33.798,,0.0,0.0,,,,,222.449,53.4,31.477,1694.575,79.579,596.221,2539.416,2539.416,,,,2003.645,,,,,224.193,4543.061,5139.282,0.0,3017.248,1.262,3015.986,-422.107,1430.566,17.675,4043.382,114.456,4157.838,9297.12,
12/31/2010,9679.102,111.16,111.16,0.0,237.511,237.511,0.0,173.615,,,,,674.897,11.441,151.011,,0.0,30.901,108.592,22.485,1197.183,7847.328,11213.768,-3366.44,0.0,,634.591,298.182,298.182,0.0,72.045,113.353,8481.919,,433.066,354.89,19.168,59.008,0.0,0.0,0.0,0.0,0.0,,,336.154,42.069,56.574,1751.31,100.47,769.22,2601.67,2601.67,0.0,0.0,,2082.187,0.0,0.0,0.0,0.0,232.234,4683.857,5453.077,0.0,3024.03,1.262,3022.768,-421.235,1510.427,7.361,4120.583,105.442,4226.025,9679.102,
03/31/2011,10025.986,520.651,520.651,0.0,276.338,276.338,0.0,187.715,,,,,250.889,10.01,106.21,,0.0,30.9,,39.534,1235.593,8154.31,11650.148,-3495.838,0.0,,636.083,298.145,298.145,0.0,109.391,122.337,8790.393,,417.044,350.03,33.072,33.942,,0.0,0.0,,,,,278.82,31.61,179.914,1763.976,60.865,695.864,2562.688,2562.688,,,,2213.867,,,,,238.367,4776.555,5472.419,0.0,3061.524,1.275,3060.249,-456.359,1854.041,3.439,4462.645,90.922,4553.567,10025.986,
