Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,149.263,,,-97.515999,,51.747001,,-60.327,,,,-8.58,5.985,,,,,0.0,,-5.985,-2.595,1.391,-1.204,0.0,,,-1.204,2.669,1.465,0.0,,1.465,1.465,,1122.527952,0.00125,0.00125,0.00125,1122.527952,0.00125,0.00125,0.00125,
06/30/1996,234.880005,,,-160.563004,,74.317001,,-79.935997,,,,-5.619,4.141,,,,,0.0,,-4.141,-1.478,-0.33,-1.808,0.0,,,-1.808,3.314,1.506,0.0,,1.506,1.506,,1131.807984,0.00125,0.00125,0.00125,1131.807984,0.00125,0.00125,0.00125,
09/29/1996,283.104004,,,-192.727005,,90.376999,,-86.310997,,,,4.066,3.724,,,,,0.0,,-3.724,7.79,-2.728,5.062,0.0,,,5.062,2.88,7.942,0.0,,7.942,7.942,,1132.368042,0.006875,0.006875,0.006875,1132.368042,0.006875,0.006875,0.006875,
12/29/1996,388.940002,,,-287.209991,,101.730011,,-88.710999,,,,13.019,2.469,,1.984,,,0.0,,-4.453,15.488,-3.042,12.446,0.0,,,12.446,-3.32,9.126,0.0,,9.126,9.126,,1130.543952,0.008125,0.008125,0.008125,1130.543952,0.008125,0.008125,0.008125,
03/30/1997,585.745972,,,-455.194,,130.551972,,-115.010002,,,,15.542,8.895,,3.212,,,0.0,,-12.107,24.437,-5.582,18.855,0.0,,,18.855,-2.11,16.745001,0.0,,16.745001,16.745001,,1165.136,0.014375,0.014375,0.014375,1180.128,0.014375,0.014375,0.014375,
06/30/1997,520.26001,,,-355.423004,,164.837006,,-131.774994,,,,33.062,2.769,,3.002,,,0.0,,-5.771,35.831,0.114,35.945,0.0,,,35.945,0.0,35.945,0.0,,35.945,35.945,,1163.104,0.030625,0.030625,0.030625,1163.104,0.030625,0.030625,0.030625,
09/28/1997,601.419006,,,-420.178986,,181.24002,,-145.406006,,,,35.834,-0.177,,2.814,,,0.0,,-2.637,35.657,-7.99,27.667,0.0,,,27.667,2.451,30.118,0.0,,30.118,30.118,,1176.784064,0.025625,0.025625,0.025625,1176.784064,0.025625,0.025625,0.025625,
12/29/1997,785.854004,,,-553.61499,,232.239014,,-179.343994,,,,52.895,-0.119,,2.689,,,0.0,,-2.57,52.776,-19.795,32.980999,0.0,,,32.981,3.781,36.762001,0.0,,36.762001,36.762001,,1095.599976,0.03375,0.03375,0.03875,1186.015991,0.03125,0.03125,0.03625,
03/29/1998,760.552979,,,-534.33197,,226.221008,,-174.919998,,,,51.300999,-3.437,,1.685,,,0.0,,1.752,47.863999,-0.211,47.653,0.0,,,47.652999,-21.642,26.011,0.0,,26.011,26.011,,1102.94397,0.02375,0.02375,0.016875,1170.287964,0.0225,0.0225,0.015625,
06/28/1998,875.497009,,,-624.679993,,250.817017,,-197.464005,,,,53.353001,-26.428,,1.792,,,0.0,,24.636,26.925001,-2.386,24.539,0.0,,,24.539001,-18.695999,5.843,0.0,,5.843,5.843,,1108.592041,0.005,0.005,0.0225,1183.647949,0.005,0.005,0.02125,
09/27/1998,925.966,,,-620.772,,305.194,0.0,-220.078,66.456,,153.622,85.116,-15.641,4.617,11.666,-7.049,,0.0,11.024,0.0,69.475,-17.75,51.725,0.0,,,51.725,-11.809,39.916,0.0,0.0,39.916,39.916,,2243.68,0.0175,0.0175,0.0175,2386.72,0.016875,0.016875,0.016875,
12/27/1998,941.223022,,,-642.390015,,298.833008,,-220.884995,,,,77.947998,-2.666,,3.315,,,0.0,,-0.649,75.281998,-23.054001,52.228001,0.0,,,52.227997,-3.698,48.529999,0.0,,48.529999,48.529999,,1131.552002,0.0425,0.0425,0.0425,1187.504028,0.04125,0.04125,0.04125,
03/29/1999,932.39502,,,-623.775024,,308.619995,,-303.431,,,,5.189,-67.911999,,5.459,-8.229,,0.0,,70.681999,-62.722999,22.948,-39.775002,0.0,,,-39.774999,-2.845,-42.619999,0.0,,-42.619999,-42.619999,,1156.911987,-0.03625,-0.03625,0.05125,1156.911987,-0.03625,-0.03625,0.05125,
06/27/1999,1004.065979,,,-597.666992,,406.398987,,-198.675003,,,,207.723999,-113.582998,,2.704,-11.61,,0.0,,122.488997,94.141001,-31.740999,62.400002,0.0,,,62.400002,-3.452,58.948002,0.0,,58.948002,58.948002,,1202.319946,0.04875,0.04875,0.11125,1503.063965,0.04375,0.04375,0.09375,
09/26/1999,1059.615,,,-621.24,,438.375,0.0,-214.751,95.64,,119.111,223.624,-13.643,,13.12,,,0.0,,0.523,209.981,-73.96,136.021,0.0,,,136.021,-3.071,136.021,0.0,0.0,136.021,136.021,,1266.92,0.1075,0.1075,0.1075,1554.04,0.09125,0.09125,0.09125,
12/26/1999,1120.072998,,,-648.747986,,471.325012,,-185.251999,,,,286.072998,-0.309,,2.673,,,0.0,,-2.364,285.763998,-105.331001,180.432999,0.0,,,180.432997,-3.314,177.119003,0.0,,177.119003,177.119003,,1329.167968,0.135,0.135,0.15625,1581.656008,0.115,0.115,0.135,
03/26/2000,727.741,,,-350.396,,377.345,,-225.373,,,,151.972,247.096,1.213,1.213,,,0.0,,-248.309,399.068,-199.352,199.716,0.0,,,199.716,0.0,199.716,0.0,0.0,199.716,199.716,52.11765,1433.636,0.14,0.14,0.175,1602.776,0.125,0.125,0.16,
06/25/2000,713.521,,,-274.952,,438.569,,-221.135,,,,217.434,63.84,0.608,0.608,,,0.0,,-64.448,281.274,-126.573,154.701,0.0,,,154.701,0.0,154.701,0.0,0.0,154.701,154.701,,1483.47,0.105,0.105,0.105,1611.014,0.095,0.095,0.095,
09/30/2000,614.735,,,-234.999,,379.736,,-228.927,,,,150.809,61.02,0.429,0.429,,,0.0,,-61.449,211.829,-85.578,126.251,0.0,,,126.251,0.0,126.251,0.0,0.0,126.251,126.251,,1491.358,0.085,0.085,0.085,1605.526,0.08,0.08,0.08,
12/31/2000,684.021,,,-295.921,,388.1,,-298.27,,,,89.83,-777.441,8.568,8.568,,,0.0,,768.873,-687.611,330.053,-357.558,-128.815,,,-228.743,0.0,-228.743,0.0,0.0,-228.743,-228.743,312.5057,1498.964,-0.155,-0.24,-0.03,1498.964,-0.155,-0.24,-0.03,
04/01/2001,713.255,,,-253.497,,459.758,,-256.899,,,,202.859,105.686,1.517,1.517,,,0.0,,-107.203,308.545,-159.473,149.072,0.0,,,149.072,0.0,149.072,0.0,0.0,149.072,149.072,-5.26175,1509.268,0.1,0.1,0.095,1613.692,0.09,0.09,0.085,
07/01/2001,640.027,,,-232.87,,407.157,,-270.834,,,,136.323,-226.405,-0.016,0.0,-0.016,,0.0,,226.421,-90.082,-184.654,-274.736,0.0,,,-274.736,0.0,-274.736,0.0,0.0,-274.736,-274.736,-21.7341,1516.1,-0.18,-0.18,-0.115,1516.1,-0.18,-0.18,-0.115,
09/30/2001,650.831,,,-241.404,,409.427,,-261.967,95.744,,166.223,147.46,-85.475,0.166,0.166,,,0.0,,85.309,61.985,-106.492,-44.507,0.0,,,-44.507,0.0,-44.507,0.0,0.0,-44.507,-44.507,45.996,1523.42,-0.03,-0.03,0.0,1523.42,-0.03,-0.03,0.0,
12/30/2001,698.642,,,-245.197,,453.445,,-271.364,,,,182.081,35.47,2.562,2.562,,,0.0,,-38.032,217.551,-78.318,139.233,0.0,,,139.233,0.0,139.233,0.0,0.0,139.233,139.233,,1529.918,0.09,0.09,0.09,1619.148,0.085,0.085,0.085,
03/31/2002,696.115,,,-291.914,,404.201,,-304.397,,,,99.804,-31.163,6.156,6.156,,,0.0,,25.007,68.641,-24.711,43.93,0.0,,,43.93,0.0,43.93,0.0,0.0,43.93,43.93,,1535.806,0.03,0.03,0.03,1617.992,0.025,0.025,0.025,
06/30/2002,770.917,,,-288.162,,482.755,,-344.137,,,,138.618,-192.762,8.639,8.639,,,0.0,,184.123,-54.144,40.376,-13.768,0.0,,,-13.768,0.0,-13.768,0.0,0.0,-13.768,-13.768,,1546.254,-0.01,-0.01,-0.01,1546.254,-0.01,-0.01,-0.01,
09/30/2002,873.886,,,-312.087,,561.799,,-308.575,131.847,,176.728,253.224,-24.147,,8.374,,,,,15.773,229.077,-38.795,190.282,0.0,,,190.282,0.0,190.282,0.0,,190.282,190.282,,1555.12,0.12,0.12,0.12,1619.62,0.115,0.115,0.115,
12/29/2002,1097.169,,,-388.001,,709.168,,-262.45,,,,446.718,-57.469,6.881,6.881,,,0.0,,50.588,389.249,-147.915,241.334,0.0,,,241.334,0.0,241.334,0.0,0.0,241.334,241.334,,1566.56,0.155,0.155,0.155,1631.49,0.15,0.15,0.15,
03/30/2003,1043.043,,,-381.928,,661.115,,-269.49,,,,391.625,-176.749,3.879,3.879,,,0.0,,172.87,214.876,-111.86,103.016,0.0,,,103.016,0.0,103.016,0.0,0.0,103.016,103.016,104.09425,1578.052,0.065,0.065,0.13,1636.176,0.065,0.065,0.13,
06/29/2003,921.608,,,-326.902,,594.706,,-224.771,,,,369.935,0.556,9.763,9.763,,,0.0,,-10.319,370.491,-178.802,191.689,0.0,,,191.689,0.0,191.689,0.0,0.0,191.689,191.689,22.17345,1581.022,0.12,0.12,0.135,1631.712,0.115,0.115,0.13,
09/30/2003,908.815979,,,-333.216003,,575.599976,,-279.70401,,,,295.895996,14.634999,,10.186,,,0.0,,-24.820999,310.530995,-19.129,291.402008,0.0,,,291.401995,0.0,291.402008,,,291.402008,291.402008,,1591.050048,0.185,0.185,0.155,1642.660034,0.175,0.175,0.145,
12/28/2003,1242.097,,,-408.531,,833.566,,-323.326,,,,510.24,29.341,8.568,8.568,,,0.0,,-37.909,539.581,-187.288,352.293,0.0,,,352.293,0.0,352.293,0.0,0.0,352.293,352.293,,1600.73,0.22,0.22,0.22,1654.06,0.215,0.215,0.215,
03/28/2004,1215.648,,,-335.135,,880.513,,-303.943,,,,576.57,33.49,-168.42,0.58,-169.0,,0.0,,134.93,610.06,-168.771,441.289,-47.148,,,488.437,0.0,488.437,0.0,0.0,488.437,488.437,,1612.566,0.305,0.305,0.305,1671.502,0.29,0.29,0.29,
06/27/2004,1340.526,,,-369.189,,971.337,,-349.47,,,,621.867,46.186,-39.81,0.45,-40.26,,,,-6.376,668.053,-181.629,486.424,0.0,,,486.424,0.0,486.424,0.0,0.0,486.424,486.424,,1621.764,0.3,0.3,0.3,1682.236,0.29,0.29,0.29,
09/26/2004,1118.0,,,-410.0,,708.0,,-346.0,146.0,,200.0,362.0,69.0,,,-47.200001,,0.0,,-21.799999,431.0,-44.0,387.0,-6.0,,,393.0,0.0,393.0,0.0,0.0,393.0,393.0,,1630.0,0.24,0.24,0.3,1692.0,0.23,0.23,0.29,
12/26/2004,1390.0,,,-430.0,,960.0,,-376.0,,,,584.0,120.0,-53.0,,-53.0,,0.0,,-67.0,704.0,-191.0,513.0,0.0,,,513.0,0.0,513.0,0.0,0.0,513.0,513.0,-39.0,1639.0,0.31,0.31,0.29,1704.0,0.3,0.3,0.28,
03/27/2005,1365.0,,,-386.0,,979.0,,-407.0,,,,572.0,61.0,-61.0,,-61.0,,0.0,,0.0,633.0,-101.0,532.0,0.0,,,532.0,0.0,532.0,0.0,0.0,532.0,532.0,-45.0,1646.0,0.32,0.32,0.3,1704.0,0.31,0.31,0.29,
06/26/2005,1358.0,,,-389.0,,969.0,,-409.0,,,,560.0,126.0,-68.0,2.0,-70.0,,0.0,,-58.0,686.0,-126.0,560.0,0.0,,,560.0,0.0,560.0,0.0,0.0,560.0,560.0,-95.0,1633.0,0.34,0.34,0.29,1683.0,0.33,0.33,0.28,
09/25/2005,1560.0,,,-440.0,,1120.0,,-450.0,,,,670.0,116.0,,3.0,,,0.0,,-119.0,786.0,-248.0,538.0,0.0,,,538.0,0.0,538.0,0.0,0.0,538.0,538.0,,1634.0,0.33,0.33,0.33,1686.0,0.33,0.33,0.33,
12/25/2005,1741.0,,,-517.0,,1224.0,,-579.0,,,,645.0,91.0,1.0,1.0,,,0.0,,-92.0,736.0,-116.0,620.0,0.0,,,620.0,0.0,620.0,0.0,0.0,620.0,620.0,9.58,1645.0,0.38,0.38,0.39,1702.0,0.36,0.36,0.37,
03/26/2006,1834.0,,,-521.0,,1313.0,,-653.0,,,,660.0,125.0,1.0,1.0,,,0.0,,-126.0,785.0,-192.0,593.0,0.0,,,593.0,0.0,593.0,0.0,0.0,593.0,593.0,35.0,1664.0,0.36,0.36,0.38,1721.0,0.34,0.34,0.36,
06/25/2006,1951.0,,,-559.0,,1392.0,,-688.0,,,,704.0,120.0,1.0,1.0,,,0.0,,-121.0,824.0,-181.0,643.0,0.0,,,643.0,0.0,643.0,0.0,0.0,643.0,643.0,,1675.0,0.38,0.38,0.38,1728.0,0.37,0.37,0.37,
09/24/2006,1999.0,,,-586.0,,1413.0,,-732.0,321.0,,411.0,681.0,129.0,,1.0,,,0.0,,-130.0,810.0,-196.0,614.0,0.0,,,614.0,0.0,614.0,0.0,0.0,614.0,614.0,,1652.0,0.37,0.37,0.38,1693.0,0.36,0.36,0.37,
12/31/2006,2019.0,,,-634.0,,1385.0,,-809.0,,,,576.0,203.0,0.0,2.0,,,0.0,,-203.0,779.0,-131.0,648.0,0.0,,,648.0,0.0,648.0,0.0,0.0,648.0,648.0,-12.0,1653.0,0.39,0.39,0.39,1685.0,0.38,0.38,0.38,
04/01/2007,2221.0,,,-634.0,,1587.0,,-839.0,,,,748.0,180.0,2.0,2.0,,,0.0,,-182.0,928.0,-202.0,726.0,0.0,,,726.0,0.0,726.0,0.0,0.0,726.0,726.0,29.0,1659.0,0.44,0.44,0.46,1693.0,0.43,0.43,0.45,
07/01/2007,2325.0,,,-688.0,,1637.0,,-855.0,401.0,,454.0,782.0,190.0,-144.0,1.0,-145.0,,0.0,,-46.0,972.0,-174.0,798.0,0.0,,,798.0,0.0,798.0,0.0,0.0,798.0,798.0,61.0,1670.0,0.48,0.48,0.52,1704.0,0.47,0.47,0.51,
09/30/2007,2306.0,,,-725.0,,1581.0,,-804.0,323.0,,481.0,777.0,171.0,,0.0,,,0.0,,-171.0,948.0,183.0,1131.0,0.0,,,1131.0,0.0,1131.0,0.0,0.0,1131.0,1131.0,,1660.0,0.68,0.68,0.5,1689.0,0.67,0.67,0.49,
12/30/2007,2440.0,,,-783.0,,1657.0,,-900.0,,,,757.0,173.0,7.0,7.0,,,0.0,,-180.0,930.0,-163.0,767.0,0.0,,,767.0,0.0,767.0,0.0,0.0,767.0,767.0,21.0,1635.0,0.47,0.47,0.48,1664.0,0.46,0.46,0.47,
03/30/2008,2606.0,,,-820.0,,1786.0,,-973.0,,,,813.0,93.0,-111.0,6.0,-117.0,,0.0,,18.0,906.0,-140.0,766.0,0.0,,,766.0,0.0,766.0,0.0,0.0,766.0,766.0,40.0,1617.0,0.47,0.47,0.49,1643.0,0.47,0.47,0.49,
06/29/2008,2762.0,,,-889.0,,1873.0,,-1049.0,453.0,,596.0,824.0,58.0,-104.0,4.0,-108.0,,0.0,,46.0,882.0,-134.0,748.0,0.0,,,748.0,0.0,748.0,0.0,0.0,748.0,748.0,51.0,1626.0,0.46,0.46,0.49,1654.0,0.45,0.45,0.48,
09/28/2008,3334.0,,,-922.0,,2412.0,0.0,-1077.0,456.0,,621.0,1335.0,-228.0,,,,,0.0,,228.0,1107.0,-229.0,878.0,0.0,,,878.0,0.0,878.0,0.0,0.0,878.0,878.0,0.0,1650.0,0.53,0.53,0.53,1678.0,0.52,0.52,0.52,
12/28/2008,2517.0,1423.0,1094.0,-755.0,755.0,1762.0,0.0,-1017.0,413.0,604.0,0.0,745.0,-294.0,-132.0,3.0,-135.0,294.0,,1.0,131.0,451.0,-110.0,341.0,0.0,0.0,0.0,341.0,0.0,341.0,0.0,0.0,341.0,617.25,276.25,1653.0,0.21,0.21,0.373412,1667.0,0.2,0.2,0.365717,
03/29/2009,2455.0,1412.0,1043.0,-738.0,738.0,1717.0,0.0,-1727.0,375.0,604.0,748.0,-10.0,-91.0,-117.0,4.0,-121.0,91.0,,,117.0,-101.0,-188.0,-289.0,0.0,0.0,0.0,-289.0,0.0,-289.0,0.0,0.0,-289.0,366.6,655.6,1651.0,-0.18,-0.18,0.222047,1651.0,-0.18,-0.18,0.217093,
06/28/2009,2753.0,1862.0,891.0,-864.0,864.0,1889.0,0.0,-995.0,377.0,618.0,0.0,894.0,90.0,-124.0,8.0,-132.0,-90.0,,1.0,123.0,984.0,-247.0,737.0,0.0,0.0,0.0,737.0,0.0,737.0,0.0,0.0,737.0,758.45,21.45,1656.0,0.45,0.45,0.458001,1675.0,0.44,0.44,0.452806,
09/27/2009,2690.0,1769.0,921.0,-824.0,824.0,1866.0,0.0,-1269.0,390.0,614.0,265.0,597.0,145.0,-118.0,9.0,-127.0,-145.0,,3.0,115.0,742.0,61.0,803.0,0.0,0.0,0.0,803.0,0.0,803.0,0.0,0.0,803.0,811.15,8.15,1666.0,0.48,0.48,0.486885,1688.0,0.48,0.48,0.484828,
12/27/2009,2670.0,1663.0,1007.0,-816.0,816.0,1854.0,0.0,-975.0,379.0,596.0,0.0,879.0,173.0,-136.0,9.0,-145.0,-173.0,,4.0,132.0,1052.0,-211.0,841.0,0.0,0.0,0.0,841.0,0.0,841.0,0.0,0.0,841.0,846.35,5.35,1672.0,0.5,0.5,0.50619,1691.0,0.5,0.5,0.503164,
03/28/2010,2663.0,1595.0,1068.0,-809.0,809.0,1854.0,0.0,-1078.0,430.0,648.0,0.0,776.0,189.0,-122.0,7.0,-129.0,-189.0,,0.0,122.0,965.0,-191.0,774.0,0.0,0.0,0.0,774.0,0.0,774.0,0.0,0.0,774.0,776.85,2.85,1662.0,0.47,0.47,0.467419,1678.0,0.46,0.46,0.461698,
06/27/2010,2700.0,1766.0,934.0,-852.0,852.0,1848.0,0.0,-955.0,332.0,623.0,0.0,893.0,183.0,-121.0,10.0,-131.0,-183.0,,-1.0,122.0,1076.0,-244.0,832.0,65.0,65.0,0.0,767.0,0.0,767.0,0.0,0.0,767.0,814.35,-17.65,1629.0,0.47,0.51,0.499908,1642.0,0.47,0.51,0.499251,
09/26/2010,2952.0,1002.0,1950.0,-926.0,926.0,2026.0,0.0,-1068.0,440.0,628.0,0.0,958.0,214.0,-108.0,17.0,-125.0,-214.0,,1.0,107.0,1172.0,-234.0,938.0,73.0,73.0,0.0,865.0,0.0,865.0,0.0,0.0,865.0,745.6,-192.4,1608.0,0.54,0.59,0.463682,1621.0,0.53,0.58,0.461308,
12/26/2010,3348.0,2213.0,1135.0,-1043.0,1043.0,2305.0,0.0,-1058.0,409.0,649.0,0.0,1247.0,223.0,-107.0,24.0,-131.0,-223.0,,1.0,106.0,1470.0,-218.0,1252.0,82.0,82.0,0.0,1170.0,0.0,1170.0,0.0,0.0,1170.0,1413.25,161.25,1623.0,0.72,0.77,0.870764,1648.0,0.71,0.76,0.857846,
03/27/2011,3870.0,2039.0,1831.0,-1059.0,1059.0,2811.0,0.0,-1381.0,529.0,738.0,114.0,1430.0,189.0,-96.0,30.0,-126.0,-189.0,,4.0,92.0,1619.0,-355.0,1264.0,269.0,269.0,0.0,995.0,4.0,999.0,0.0,0.0,999.0,1534.65,266.65,1654.0,0.6,0.76,0.927842,1689.0,0.59,0.75,0.907874,
06/26/2011,3623.0,2297.0,1326.0,-1278.0,1278.0,2345.0,0.0,-1232.0,475.0,757.0,0.0,1113.0,161.0,-98.0,29.0,-127.0,-161.0,,0.0,98.0,1274.0,-289.0,985.0,-44.0,-44.0,0.0,1029.0,6.0,1035.0,0.0,0.0,1035.0,975.5,-15.5,1673.0,0.62,0.59,0.583084,1709.0,0.61,0.58,0.57093,
