Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1991,218.488998,,,-131.098007,,87.390991,,-41.202,,,,46.188999,-4.667,,4.667,,0.0,,0.0,41.521999,-16.063999,25.458,0.0,,,25.458,0.0,25.458,0.0,,25.458,25.458,,104.113998,0.24,0.24,,104.113998,0.24,0.24,0.24,
06/30/1991,231.278,,,-130.550003,,100.727997,,-55.583,,,,45.145,-4.653,,4.653,,0.0,,0.0,40.492001,-15.137,25.355,0.0,,,25.355,0.0,25.355,0.0,,25.355,25.355,,104.113998,0.24,0.24,,104.113998,0.24,0.24,0.24,
09/30/1991,278.670013,,,-165.356995,,113.313019,,-52.863998,,,,60.449001,-11.057,,11.057,,0.0,,0.0,49.392001,-19.034,30.358,0.0,,,30.358001,0.0,30.358,0.0,,30.358,30.358,,104.113998,0.29,0.29,,104.113998,0.29,0.29,0.29,
12/31/1991,297.734985,,,-166.630997,,131.103989,,-61.245998,,,,69.858002,-10.202,,10.202,,0.0,,0.0,59.656002,-22.819,36.837002,0.0,,,36.837002,0.0,36.837002,0.0,,36.837002,36.837002,,104.400002,0.35,0.35,,104.400002,0.35,0.35,0.35,
03/31/1992,282.191986,,,-167.406006,,114.78598,,-54.713001,,,,60.073002,-10.127,,10.127,,0.0,,0.0,49.946002,-19.900999,30.045,0.0,,,30.045003,0.0,30.045,0.0,,30.045,30.045,,104.113998,0.29,0.29,,104.113998,0.29,0.29,0.29,
06/30/1992,293.397003,,,-170.483002,,122.914001,,-63.051998,,,,59.862,-8.611,,8.611,,0.0,,0.0,51.250999,-19.900999,31.35,0.0,,,31.35,0.0,31.35,0.0,,31.35,31.35,,109.679001,0.29,0.29,,109.679001,0.29,0.29,0.29,
09/30/1992,306.317993,,,-173.608002,,132.709991,,-65.648003,,,,67.061996,-7.582,,7.582,,0.0,,0.0,59.479997,-22.844,36.636002,0.0,,,36.635997,0.0,36.636002,0.0,,36.636002,36.636002,,110.678001,0.33,0.33,,110.678001,0.33,0.33,0.33,
12/31/1992,323.412994,,,-177.330994,,146.082,,-67.550003,,,,78.531998,-7.652,,7.652,,0.0,,0.0,70.879998,-27.486,43.394001,0.0,,,43.393998,0.0,43.394001,0.0,,43.394001,43.394001,,108.0,0.39,0.39,0.39,108.0,0.39,0.39,0.39,
03/31/1993,346.785004,,,-198.968994,,147.81601,,-79.108002,,,,68.708,-8.086,,8.086,,0.0,,0.0,60.622,-24.323,36.299,0.0,,,36.299,0.0,36.299,0.0,,36.299,36.299,,111.5,0.33,0.33,,111.5,0.33,0.33,0.33,
06/30/1993,379.131012,,,-219.983994,,159.147018,,-82.213997,,,,76.932999,-11.602,,11.602,,0.0,,0.0,65.330998,-26.281,39.049999,0.0,,,39.049998,0.0,39.049999,0.0,,39.049999,39.049999,,111.597,0.35,0.35,,111.597,0.35,0.35,0.35,
