Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,22.889,22.889,22.889,,7.308445,1.843462,1.184543,0.59,0.59,0.59,0.59,0.59,0.59,0.405,2.003495,2.003495,0.101184,16.454454,,33.648347,
06/30/1990,22.889,22.889,22.889,,5.743326,1.395823,0.710079,0.31,0.31,0.31,0.31,0.31,0.31,0.405,0.511468,0.511468,0.011315,16.396829,,33.630521,
09/30/1990,22.889,22.889,22.889,,5.765826,1.910656,1.093626,0.53,0.53,0.53,0.53,0.53,0.53,0.415,1.336406,1.336406,0.092184,16.51077,,33.641968,
12/31/1990,22.889,22.889,22.889,,6.914107,1.768142,1.133077,0.57,0.57,0.57,0.57,0.57,0.57,0.415,0.533531,0.533531,0.007034,16.258115,,33.592861,
03/31/1991,22.889,22.889,22.889,,7.92267,1.946437,1.271222,0.68,0.68,0.68,0.68,0.68,0.68,0.415,1.843811,1.843811,0.072524,15.668444,,33.394601,
06/30/1991,22.889,22.889,22.889,,6.004194,1.312552,0.64389,0.26,0.26,0.26,0.26,0.26,0.26,0.415,1.3541,1.3541,0.011578,15.618813,,33.423565,
09/30/1991,22.889,22.889,22.889,,6.109267,2.024029,1.29678,0.66,0.66,0.66,0.66,0.66,0.66,0.425,1.26729,1.26729,1.316178,15.840972,,33.503954,
12/31/1991,22.889,22.889,22.889,,7.203984,1.916598,1.183494,0.63,0.63,0.63,0.63,0.63,0.63,0.425,-0.512298,-0.512298,0.02084,16.134301,,33.425181,
03/31/1992,22.889,22.889,22.889,,7.687798,2.072568,1.369348,0.77,0.77,0.77,0.77,0.77,0.77,0.425,2.222421,2.222421,0.697846,16.418236,,33.68286,
06/30/1992,23.728001,22.945999,22.945999,,6.292862,1.432581,0.721564,0.3,0.3,0.3,0.3,0.3,0.3,0.425,0.63109,0.63109,0.652899,16.765888,,32.931725,
09/30/1992,23.791,23.747999,23.747999,,5.949512,1.706754,0.974482,0.5,0.5,0.5,0.5,0.5,0.5,0.435,1.156813,1.156813,0.072717,16.839308,,33.272497,
12/31/1992,23.846001,23.808001,23.808001,,7.272807,2.192792,1.483073,0.78,0.78,0.78,0.78,0.78,0.78,0.435,0.458669,0.458669,0.007465,17.328943,,33.382705,
03/31/1993,23.896999,23.861,23.861,,7.921001,2.198651,1.48309,0.85,0.85,0.85,0.85,0.85,0.85,0.435,2.644441,2.644441,1.065364,17.716199,,33.125415,
06/30/1993,23.896999,23.896999,23.896999,,6.59882,1.643261,0.949826,0.45,0.45,0.45,0.45,0.45,0.45,0.435,0.876051,0.876051,0.634933,17.791272,,33.013602,
09/30/1993,23.896999,23.896,23.896,,6.541262,2.061056,1.338802,0.66,0.66,0.66,0.66,0.66,0.66,0.445,1.423376,1.423376,0.173746,17.997531,,33.104784,
12/31/1993,23.896999,23.896999,23.896999,,7.433025,2.685316,1.12035,0.51,0.51,0.51,0.51,0.51,0.51,0.445,0.790476,0.790476,0.225593,18.182325,,32.939953,
03/31/1994,23.896999,23.896999,23.896999,,8.399799,2.558062,1.655773,0.9,0.9,0.9,0.9,0.9,0.9,0.445,2.694648,2.694648,1.431728,18.588651,,32.711052,
06/30/1994,23.896999,23.896999,23.896999,,6.17521,1.610119,0.746663,0.31,0.31,0.31,0.31,0.31,0.31,0.445,1.156965,1.156965,1.363895,18.517179,,32.755118,
