Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/1992,,,,,,,-0.28,0.406667,,-0.28,0.406667,0.406667,,,,,,,
03/31/1993,,,,,,,0.0,,,,,,,,,,,,
06/30/1993,,,,,,,0.0,,,,,,0.105333,,,,,,
09/30/1993,305.286003,306.596992,306.596992,,4.722812,,0.0,,,,,,,,,0.18802,1.429479,,
12/31/1993,301.004997,304.463997,304.463997,,5.663396,0.922933,0.423333,0.423333,0.423333,0.423333,0.423333,0.423333,0.1,0.527813,,0.247504,1.655454,,
03/31/1994,301.352988,300.599991,300.599991,,5.014638,0.61843,0.2,0.226667,0.226667,0.2,0.226667,0.226667,0.1,0.287758,,0.7317,1.337634,,
06/30/1994,300.084,301.200006,301.200006,,4.061753,0.504648,0.153333,0.153333,0.153333,0.153333,0.153333,0.153333,0.1,0.067065,,0.231935,1.399608,,
09/30/1994,312.234009,300.299994,300.299994,,4.34299,0.458208,-0.103333,-0.103333,-0.103333,-0.103333,-0.103333,-0.103333,0.1,0.535798,,0.359986,1.089247,,
12/31/1994,301.352988,305.700006,305.700006,,6.515538,0.810271,0.316667,0.316667,0.316667,0.316667,0.316667,0.316667,0.1,0.469087,,0.297658,1.477669,,
03/31/1995,312.551994,305.700006,305.700006,,5.731436,0.510631,0.153333,0.153333,0.153333,0.153333,0.153333,0.153333,0.1,0.382074,,0.253078,1.353055,,
06/30/1995,305.681991,305.700006,305.700006,,6.083415,0.551848,0.206667,0.206667,0.206667,0.206667,0.206667,0.206667,0.1,0.346745,,0.241755,1.693917,,
09/30/1995,305.162109,305.700006,305.700006,,5.129212,0.584233,0.233333,0.246667,0.246667,0.233333,0.246667,0.246667,0.1,0.351652,,0.145169,1.619467,,
12/31/1995,305.228988,305.099991,305.099991,,5.372993,0.858407,0.41,0.41,0.41,0.41,0.41,0.41,0.1,0.546051,0.371026,0.235233,2.012587,,
03/31/1996,305.445006,305.400009,305.400009,,4.68926,0.487885,0.183333,0.183333,0.183333,0.183333,0.183333,0.183333,0.1,0.382122,0.157498,0.201673,1.971877,,
06/30/1996,305.373,305.400009,305.400009,,4.841519,0.562868,0.256667,0.263333,0.263333,0.256667,0.263333,0.263333,0.1,0.144073,-0.123772,0.204013,2.077132,,
09/30/1996,305.160117,305.400009,305.400009,,5.016372,0.663065,0.283333,0.283333,0.333333,0.283333,0.283333,0.333333,0.1,0.448919,-0.300262,0.204155,2.257831,-0.242823,
12/31/1996,306.005997,332.099991,305.700006,,4.123323,0.688256,0.44,0.363333,0.363333,0.41,0.34,0.34,0.1,0.68106,0.48577,0.346398,2.707463,,
03/31/1997,306.105012,332.400009,306.0,,3.426144,0.421569,0.24,0.183333,0.183333,0.23,0.176667,0.176667,0.1,0.387582,0.19281,0.282909,2.617729,,
06/30/1997,306.396012,328.889991,306.299994,,3.401241,0.455109,0.32,0.253333,0.23,0.3,0.24,0.22,0.1,0.26967,0.042116,0.298307,2.811068,,
09/30/1997,306.813126,329.400009,306.599991,,3.705479,0.524788,0.343333,0.3,0.27,0.343333,0.3,0.26,0.1,0.646445,0.340183,0.355591,2.989116,0.763331,
12/31/1997,308.594994,329.60099,307.200005,,4.287435,0.811849,2.79,0.436667,0.436667,2.606667,0.415,0.415,0.1,0.468424,0.289388,0.368444,5.686094,3.037314,
03/31/1998,307.032006,329.798997,308.099991,,3.605323,0.485881,0.25,0.27,0.246667,0.24,0.26,0.236667,0.1,0.268095,0.069783,0.476498,5.823497,3.217254,
06/30/1998,303.986001,326.901009,304.410003,,3.524523,0.459249,0.19,0.19,0.24,0.18,0.18,0.23,0.1,0.379094,0.216484,0.265144,4.790681,2.197799,
09/30/1998,298.958008,319.600006,299.700012,,3.845512,0.592259,0.34,0.34,0.32,0.33,0.33,0.31,0.1,0.484484,0.267267,0.300377,3.642987,1.043625,
12/31/1998,314.95401,319.399994,299.100006,,2.263123,1.257773,0.58,0.38,0.23,0.55,0.36,0.22,0.1,0.363758,0.255099,0.222255,4.652743,2.217467,
03/31/1999,312.757996,317.5,314.5,,2.161526,1.213355,0.34,0.38,0.23,0.34,0.38,0.23,0.1,0.751351,0.596502,0.24172,4.800517,2.415606,
06/30/1999,312.688995,315.200012,312.299988,,2.081652,0.365674,0.18,0.19,0.18,0.18,0.19,0.18,0.1,0.183157,0.183157,0.289745,5.321262,2.971963,
09/30/1999,297.673004,308.600006,305.700012,,2.233889,1.309127,0.54,0.4,0.23,0.53,0.4,0.23,0.1,0.646385,0.47792,0.190142,4.222755,2.82592,
12/31/1999,290.115997,294.899994,292.299988,,2.491618,0.540198,0.83,0.46,0.29,0.82,0.46,0.29,0.1,0.716045,0.592542,0.380537,4.516125,2.032291,
03/31/2000,286.65799,290.5,288.100006,,2.397778,0.482124,0.49,0.52,0.26,0.49,0.52,0.26,0.1,0.565082,0.511628,0.465363,4.148149,2.669732,
06/30/2000,285.061005,288.200012,285.899994,,2.337531,0.443512,0.21,0.23,0.22,0.21,0.23,0.22,0.07,0.116474,0.023085,0.188381,1.360411,-0.088753,
09/30/2000,286.358002,285.600006,285.600006,,2.366597,0.461835,0.29,0.29,0.28,0.29,0.29,0.28,0.07,0.012955,-0.10119,0.391817,1.531649,0.113145,
12/31/2000,287.259003,291.399994,286.899994,,2.548972,0.481352,0.28,0.28,0.28,0.28,0.28,0.28,0.07,0.33984,0.25305,0.330364,1.975569,,
03/31/2001,287.77301,293.0,286.399994,,2.465433,0.471369,0.19,0.19,0.27,0.19,0.19,0.27,0.07,0.141061,-0.067039,0.810013,1.817405,,
06/30/2001,287.994995,293.399994,286.700012,,2.46669,0.504709,0.27,0.27,0.3,0.26,0.26,0.29,0.07,0.108127,0.028601,0.833348,2.357333,,
09/30/2001,287.299988,294.100006,287.299988,,2.752176,0.557605,0.3,0.3,0.32,0.3,0.3,0.32,0.07,,,1.290985,2.290985,,
