Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,382.832001,-345.902008,,104.276001,270.233002,14.621,389.130003,0,389.130003,-408.949012,17.111,0.0,17.111,-6.33,10.781,0,0.0,10.781,-5.803884,4.977117,,,4.977117,,0.059259,0.059259,84.785082,0.059259,0.059259,0.059259,84.785082,
06/30/1990,351.699005,-319.709991,,153.567993,273.509003,9.137,436.213996,0,436.213996,-444.949998,23.253,0.0,23.253,-8.605,14.648,0,0.0,14.648,-5.804538,8.843462,,,8.843463,,0.103704,0.103704,85.197224,0.103704,0.103704,0.103704,85.197224,
09/30/1990,325.220001,-287.696991,,110.157997,274.040009,11.233,395.431005,0,395.431005,-423.750015,9.204,0.0,9.204,0.362,9.566,0,0.0,9.566,-5.782949,3.783051,,,3.783051,,0.044444,0.044444,84.544726,0.044444,0.044444,0.044444,84.544726,
12/31/1990,334.756012,-288.84201,,103.966003,247.210007,12.047,363.22301,0,363.22301,-412.210005,-3.073,-149.128006,-152.201006,59.855,-92.346001,0,0.0,-92.346001,-5.782629,-98.12863,,,-98.128635,,-1.173333,-1.173333,83.629122,-1.173333,-1.173333,-1.173333,83.629122,
03/31/1991,296.457001,-259.513,,149.173004,274.419006,14.28,437.87201,0,437.87201,-426.192004,48.624001,0.0,48.624001,-17.018,31.606001,0,0.0,31.606001,-5.782949,25.823052,,,25.823052,,0.305185,0.305185,84.866462,0.305185,0.305185,0.305185,84.866462,
06/30/1991,306.872986,-272.109985,,150.061005,320.158997,15.394,485.614001,0,485.614001,-469.961988,50.415001,0.0,50.415001,-16.636999,33.778,0,0.0,33.778,-5.783,27.995,,,27.995002,,0.311111,0.311111,90.25646,0.311111,0.311111,0.311111,90.25646,
09/30/1991,321.170013,-281.740997,,182.985001,291.746002,15.006,489.737002,0,489.737002,-474.22199,54.944,0.0,54.944,-16.584,38.360001,0,0.0,38.360001,-5.783,32.577001,,,32.577001,,0.358519,0.36,90.620541,0.358519,0.358519,0.36,90.620541,
12/31/1991,289.747986,-242.759995,,171.975998,346.856995,19.591,538.423992,0,538.423992,-513.14801,72.264,0.0,72.264,-25.292,46.972,0,0.0,46.972,-5.783051,41.188949,,,41.188949,,0.426667,0.426667,96.446254,0.426667,0.426667,0.426667,96.446254,
03/31/1992,265.07901,-215.591995,,199.520004,392.269989,17.452,609.241993,0,609.241993,-543.565023,115.164001,0.0,115.164001,-40.839001,74.324997,0,0.0,74.324997,-4.470448,69.854548,,,69.854552,,0.68,0.68,101.253304,0.68,0.68,0.68,101.253304,
06/30/1992,275.222992,-224.764008,,169.352005,351.419006,20.841999,541.61301,0,541.61301,-518.272001,73.800003,0.0,73.800003,-28.044001,45.756001,0,0.0,45.756001,-4.470448,41.285552,,,41.285554,,0.413333,0.413333,99.948961,0.413333,0.413333,0.413333,99.948961,
