Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,265.84201,-210.718994,,189.561005,363.141998,17.992001,570.695004,0,570.695004,-542.476002,83.342003,0.0,83.342003,-31.67,51.672001,0,0.0,51.672001,-0.946282,50.725719,,,50.725721,,0.471111,0.471111,100.598828,0.471111,0.471111,0.471111,100.598828,
12/31/1992,288.397003,-228.167007,,165.509003,362.303009,19.827999,547.640011,0,547.640011,-541.060973,66.808998,0.0,66.808998,-25.386999,41.422001,0,0.0,41.422001,-7.591822,33.830179,,,33.830177,0.302222,0.302222,0.302222,112.191748,0.302222,0.302222,0.302222,112.191748,
03/31/1993,289.484009,-233.951004,,203.714996,416.036011,21.466,641.217007,0,641.217007,-580.54698,116.203003,0.0,116.203003,-45.319,70.884003,0,0.0,70.884003,-1.696743,69.18726,,,69.18726,,0.593333,0.593333,118.980354,0.593333,0.593333,0.593333,118.980354,
06/30/1993,328.110992,-268.472992,,182.714996,413.19101,30.919001,626.825006,0,626.825006,-589.248001,97.214996,0.0,97.214996,-37.914001,59.300999,0,0.0,59.300999,-0.863984,58.437015,,,58.437011,,0.493333,0.493333,119.663549,0.493333,0.493333,0.493333,119.663549,
09/30/1993,366.55899,-306.494995,,209.932999,432.846008,33.911999,676.691006,0,676.691006,-637.387991,99.366997,0.0,99.366997,-40.243999,59.123001,0,0.0,59.123001,-0.532879,58.590122,,,58.590118,,0.502222,0.5,119.291156,0.502222,0.502222,0.5,119.291156,
12/31/1993,392.406006,-321.792999,,183.080994,473.386993,26.955999,683.423986,0,683.423986,-659.24597,94.791,0.0,94.791,-37.916,56.875,0,0.0,56.875,-0.425394,56.449606,,,56.449606,0.493333,0.493333,0.493333,115.650004,0.493333,0.493333,0.493333,115.650004,
03/31/1994,398.036987,-330.371002,67.665985,183.873993,469.632996,30.903999,752.076973,0,752.076973,-659.32999,92.747002,0.0,92.747002,-37.098999,55.647999,0,0.0,55.647999,0.0,55.647999,,,55.648003,,0.473333,0.473333,119.866505,0.473333,0.473333,0.473333,119.866505,
06/30/1994,385.069,-323.382996,61.686005,91.686996,389.458008,36.134998,578.966007,0,578.966007,-620.724024,-41.757999,0.0,-41.757999,16.702999,-25.055,0,0.0,-25.055,0.0,-25.055,,,-25.055,,-0.233333,-0.233333,106.093494,-0.233333,-0.233333,-0.233333,106.093494,
09/30/1994,420.68399,-350.234985,70.449005,110.964996,372.625,35.775002,589.814003,0,589.814003,-555.918983,33.895,0.0,33.895,-13.558,20.337,0,0.0,20.337,0.0,20.337,,,20.337001,,0.18,0.18,118.196995,0.18,0.18,0.18,118.196995,
12/31/1994,490.782013,-424.664001,66.118012,132.912003,379.449005,36.088001,614.567021,0,614.567021,-655.065979,-40.499001,0.0,-40.499001,21.200001,-19.299,0,0.0,-19.299,-1.219,-20.518,,,-20.518,-0.186667,-0.186667,-0.186667,110.528996,-0.186667,-0.186667,-0.186667,110.528996,
03/31/1995,574.403992,-508.126007,66.277985,213.669998,409.949005,35.887001,725.783989,0,725.783989,-672.99898,52.785,0.0,52.785,-18.475,34.310001,0,0.0,34.310001,-7.037,27.273001,,,27.272999,,0.18,0.18,148.793999,0.18,0.18,0.18,148.793999,
06/30/1995,574.929993,-507.446991,67.483002,204.307007,510.401001,42.606998,824.798008,0,824.798008,-970.410969,-145.613007,0.0,-145.613007,55.064999,-90.547997,0,0.0,-90.547997,-7.324,-97.871996,,,-97.872008,,-0.706667,-0.706667,138.892502,-0.706667,-0.706667,-0.706667,138.892502,
09/30/1995,544.088989,-467.53299,76.556,264.049011,531.833008,39.587002,912.025021,0,912.025021,-795.32299,116.702003,0.0,116.702003,-38.512001,78.190002,0,0.0,78.190002,-6.988,71.202003,,,71.202003,,0.473333,0.473333,151.397999,0.473333,0.473333,0.473333,151.397999,
12/31/1995,563.327026,-486.704987,76.622039,232.175003,546.900024,31.975,887.672066,0,887.672066,-808.869005,78.803001,0.0,78.803001,-20.004999,58.798,0,0.0,58.798,-7.151,51.647,0.0,0.0,51.647002,0.346667,0.346667,0.346667,149.287503,0.346667,0.346667,0.346667,149.287503,
03/31/1996,545.458984,-467.390991,78.067993,296.376007,557.695007,30.496,962.635008,0,962.635008,-808.018978,154.615997,0.0,154.615997,-54.115002,100.500999,0,0.0,100.500999,-5.997,94.503999,0.0,,94.503995,0.7,0.7,0.7,135.005997,0.61,0.61,0.61,154.924496,
06/30/1996,562.190002,-481.540985,80.649017,251.848007,576.164001,40.962002,949.623028,0,949.623028,-809.29701,140.326004,0.0,140.326004,-48.113998,92.211998,0,0.0,92.211998,-6.124,86.087998,,,86.088006,0.6,0.6,0.6,142.796997,0.6,0.6,0.6,142.796997,
09/30/1996,577.882019,-492.261993,85.620026,240.261002,515.072021,42.033001,882.98605,0,882.98605,-759.670988,123.315002,0.0,123.315002,-43.16,80.154999,0,0.0,80.154999,-6.46,73.694999,0.0,,73.695003,0.56,0.56,0.56,131.598003,0.49,0.49,0.49,150.397499,
12/31/1996,624.205994,-529.559998,94.645996,235.130005,576.974976,33.216999,939.967976,0,939.967976,-798.19199,141.776001,0.0,141.776001,-49.259998,92.515999,0,-1.034,91.482002,-9.919,81.563002,0.0,0.0,81.563003,0.65,0.65,0.65,125.480998,0.57,0.57,0.57,143.092496,
03/31/1997,643.953003,-542.856995,101.096008,256.536011,589.127991,38.074001,984.834011,0,984.834011,-819.93,164.904007,0.0,164.904007,-59.220001,105.684006,0,-4.849,100.835007,-7.047,93.788007,0.0,0.0,93.788006,0.72,0.72,0.72,130.348503,0.62,0.62,0.62,153.155994,
06/30/1997,747.138,-643.828979,103.309021,255.225006,583.176025,34.23,975.940052,0,975.940052,-824.613018,151.327026,0.0,151.327026,-50.141998,101.185036,0,-8.061,93.124039,-7.378,85.746039,0.0,0.0,85.746028,0.66,0.66,0.66,129.8745,0.58,0.58,0.58,151.696495,
09/30/1997,785.564026,-682.513,103.051025,289.276001,657.330994,32.285,1081.94302,0,1081.94302,-900.370979,181.572037,0.0,181.572037,-60.729,120.84304,0,-8.061,112.782043,-7.143,105.639043,0.0,0.0,105.639037,0.78,0.78,0.78,134.302505,0.7,0.7,0.7,152.098503,
12/31/1997,786.468994,-675.351013,111.117981,254.610992,669.911987,34.043999,1069.684959,0,1069.684959,-894.381002,175.303955,0.0,175.303955,-58.535,116.768959,0,-8.061,108.707954,-7.158,101.549954,0.0,0.0,101.549955,0.75,0.75,0.75,134.559006,0.68,0.68,0.68,150.925003,
03/31/1998,802.377991,-690.132996,112.244995,276.963013,691.828979,33.939999,1114.976986,0,1114.976986,-916.782011,198.195007,0.0,198.195007,-69.399002,128.796005,0,-8.061,120.735001,-5.912,114.823,0.0,0.0,114.823005,0.82,0.82,0.82,139.285995,0.77,0.77,0.77,149.492996,
06/30/1998,860.70697,-738.11499,122.59198,244.145996,760.908997,34.521,1162.167973,0,1162.167973,-950.169012,211.998993,0.0,211.998993,-74.436996,137.561996,0,-8.061,129.501007,-5.912,123.589007,0.0,0.0,123.588996,0.88,0.88,0.88,140.033005,0.82,0.82,0.82,151.162003,
09/30/1998,909.16803,-777.671997,131.496033,148.453003,715.151978,36.375,1031.476013,0,1031.476013,-892.876995,138.598999,0.0,138.598999,-47.646,90.953003,0,-8.061,82.891998,-5.912,76.979998,0.0,0.0,76.979999,0.54,0.54,0.54,141.322998,0.51,0.51,0.51,151.356995,
12/31/1998,780.455017,-638.547974,141.907043,199.244995,717.934998,37.405998,1096.493034,0,1096.493034,-930.278984,166.21405,0.0,166.21405,-57.726002,108.488052,0,-8.061,100.427048,-5.911,94.516048,0.0,0.0,94.516049,0.66,0.66,0.66,143.074005,0.63,0.63,0.63,150.919998,
03/31/1999,757.159973,-608.419006,148.740967,314.208008,810.877014,41.064999,1314.890987,0,1314.890987,-1049.872055,265.019012,0.0,265.019012,-96.359001,168.660004,0,-8.061,160.598999,-5.949,154.649999,0.0,0.0,154.650012,1.06,1.06,1.059998,145.598999,1.01,1.01,1.01,153.729004,
06/30/1999,770.270996,-623.070984,147.200012,279.846008,873.497986,47.362999,1347.907005,0,1347.907005,-1078.237,269.666992,0.0,269.666992,-98.101997,171.565002,0,-8.061,163.503998,-5.949,157.554998,0.0,0.0,157.554995,1.08,1.08,1.08,145.742996,1.02,1.02,1.02,154.960007,
09/30/1999,762.205017,-623.025024,139.179993,235.914001,821.288025,40.785,1237.167019,0,1237.167019,-1011.182016,225.985001,0.0,225.985001,-79.722,146.263,0,-8.061,138.201996,-5.949,132.252996,0.0,0.0,132.253001,0.91,0.91,0.91,145.634003,0.86,0.86,0.86,153.858002,
12/31/1999,833.804016,-678.062988,155.741028,280.112,912.619019,41.737999,1390.210045,0,1390.210045,-1116.082039,274.131012,0.0,274.131012,-99.776001,174.354996,0,-8.061,166.294006,-64.837997,101.456009,59.882999,0.0,161.339013,1.13,0.71,0.71,143.136002,1.07,0.67,0.67,150.699005,
03/31/2000,981.546997,-808.015991,173.531006,309.289001,1076.640015,37.645,1597.105022,0,1597.105022,-1306.886007,290.218994,0.0,290.218994,-105.808998,184.410004,0,-8.061,176.348999,0.0,176.348999,0.0,0.0,176.348996,1.22,1.22,1.22,145.018997,1.16,1.16,1.16,152.335999,
06/30/2000,1074.208008,-905.254028,168.953979,181.427994,1016.862,43.928001,1411.171974,0,1411.171974,-1199.102001,212.070007,0.0,212.070007,-76.502998,135.567001,0,-8.061,127.505997,0.0,127.505997,30.0,-11.2,146.306009,1.0,0.87,0.869995,146.067993,0.95,0.82,0.82,154.576004,
09/30/2000,1167.415039,-1002.567017,164.848022,287.931,950.53302,39.367001,1442.679043,0,1442.679043,-1222.479,220.199997,0.0,220.199997,-76.370003,143.830002,0,-8.061,135.768997,0.0,135.768997,0.0,0.0,135.768994,0.92,0.92,0.92,148.018997,0.85,0.85,0.85,159.910995,
