Date,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Revenue,Electric Production Fuel Cost,Purchased Power Cost,Purchased Gas/Water Cost,Fuel Expense & Purchased Power,Maintenance Expenses,Depreciation Expense,Taxes Other Than Income Taxes,Other Operating Expense,"Depreciation, Operating & Maintenance",Operating Income or Losses,AFUDC - Equity,Net Non-Operating Losses (Gains),Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Total Interest Expense,Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1997,0,202.434006,0,0.0,202.434006,0.0,0.0,-72.651001,-72.651001,-12.748,-18.649,-25.502001,-45.939999,-102.838997,26.944,0.082,0.983,-8.93,0,-0.387,-9.317,18.692,-6.957,11.735,0.0,0,11.735,0.0,,11.735,,,11.735,0.34,0.34,0.34,34.987999,0.34,0.34,0.34,34.987999,
09/30/1997,0,116.803001,0,0.0,116.803001,0.0,0.0,-34.289001,-34.289001,-13.415,-18.582001,-15.745,-51.743,-99.485001,-16.971001,0.123,0.97,-8.93,0,-0.592,-9.522,-25.400001,11.321,-14.079,0.0,0,-14.079,0.0,,-14.079,,,-14.079001,-0.4,-0.4,-0.4,35.049,-0.4,-0.4,-0.4,35.049,
12/31/1997,0,380.003998,0,5.147,385.151001,0.0,0.0,-197.962997,-197.962997,-10.541,-18.879,-40.542,-50.146,-120.107422,67.080002,0.236,0.814,-8.934,0,-1.26,-10.194,57.936002,-22.393,35.542999,0.0,0,35.542999,0.0,,35.542999,,,35.543002,1.01,1.01,1.01,35.132999,1.01,1.01,1.01,35.157001,
03/31/1998,0,420.309998,0,4.2,424.51001,0.0,0.0,-206.625,-206.625,-9.7,-18.768999,-50.233002,-53.018002,-131.720001,86.165001,0.357,0.46,-8.941,0,-1.032,-9.973,77.009001,-29.893,47.116001,0.0,0,47.116001,0.0,,47.116001,,,47.116002,1.34,1.34,1.34,35.213001,1.34,1.34,1.34,35.237,
06/30/1998,0,198.294006,0,0.0,198.294006,0.0,0.0,-78.782997,-78.782997,,-19.410999,-22.621,-59.525002,-101.556999,17.954,0.0,1.205,-9.493,0,0.0,-9.493,9.666,-1.66,8.006,0.0,0,8.006,0.0,,8.006,,,8.006001,0.23,0.23,0.23,35.292999,0.23,0.23,0.23,35.313999,
09/30/1998,0,124.178001,0,4.503,128.681,0.0,0.0,-42.191002,-42.191002,-12.222,-20.136,-16.702,-50.175999,-99.236,-12.746,0.55,1.664,-8.941,0,-0.592,-9.533,-20.065,8.823,-11.242,0.0,0,-11.242,0.0,,-11.242,,,-11.242,-0.32,-0.32,-0.32,35.375999,-0.32,-0.32,-0.32,35.389,
12/31/1998,0,313.535,0,,313.535,0.0,0.0,-144.693,-144.693,,-20.447,-34.937,-66.044,-121.428,47.414,,-9.497,,0,,,37.917,-14.547,23.37,0.0,0,23.37,0.0,,23.37,,,23.37,0.66,0.66,0.66,35.457,0.66,0.66,0.66,35.477,
03/31/1999,0,495.96,0,4.827,500.787,0.0,0.0,-260.798,-260.798,,-20.431,-52.211,-62.95,-135.592,104.397,,3.556,,0,,0.0,107.953,-41.871,66.082,0.0,0,66.082,0.0,,66.082,,,66.082,1.86,1.86,1.86,35.481,1.86,1.86,1.86,35.49,
06/30/1999,0,218.729,0,0.0,218.729,0.0,0.0,-98.716,-98.716,,-20.235,-24.651,-61.949,-106.835,13.178,,-5.999,-9.074,0,,-9.074,-1.895,-0.187,6.992,0.0,0,6.992,0.0,,6.992,,,-2.082,0.2,0.2,0.2,35.485,0.2,0.2,0.2,35.498,
09/30/1999,0,166.157,0,,161.33,0.0,0.0,-69.081,-69.081,,-22.418,-18.713,-60.093,-101.224,-8.975,,29.625,,0,,0.0,20.65,4.024,-3.808,0.0,0,-3.808,0.0,,-3.808,,,24.674,-0.11,-0.11,-0.11,35.489,-0.11,-0.11,-0.11,35.501,
12/31/1999,0,411.89801,0,,411.89801,0.0,0.0,-228.039993,-228.039993,,-22.884001,-40.443001,-66.857002,-130.184006,53.674,,4.721,-11.34,0,,-11.34,47.055,-17.483999,29.570999,0.0,0,29.570999,0.0,,29.570999,,,29.571001,0.83,0.83,0.83,35.52,0.83,0.83,0.83,35.532001,
03/31/2000,0,525.247986,0,,525.247986,0.0,0.0,-278.579987,-278.579987,,-23.695,-51.644001,-69.137001,-144.475998,102.192001,,2.94,-13.744,0,,-13.744,91.388001,-33.959999,57.428001,0.0,0,57.428001,0.0,,57.428001,,,57.428002,1.62,1.62,1.62,35.509998,1.62,1.62,1.62,35.511002,
06/30/2000,0,261.247986,0,0.0,261.247986,0.0,0.0,-127.765999,-127.765999,,-28.41,-27.754999,-54.676998,-110.842003,22.639999,,5.043,-13.224,0,,-13.224,14.459,-3.607,10.852,0.0,0,10.852,0.0,,10.852,,,10.852,0.31,0.31,0.31,35.327999,0.31,0.31,0.31,35.330002,
09/30/2000,0,218.552,0,,218.552,0.0,0.0,-112.233,-112.233,,-25.946,-21.681,-78.078,-125.704,-19.385,,10.861,-14.617,0,,-14.617,-23.141,11.705,-11.436,0.0,0,-11.436,0.0,,-11.436,9.729,,-1.707,-0.05,-0.32,-0.32,35.296,-0.05,-0.32,-0.32,35.299,
12/31/2000,0,587.965,0,129.017,716.982,-488.636,0.0,0.0,-488.636,,-22.439,-61.258,-75.913,-159.61,68.736,0.0,3.788,-17.297,0,0.0,-17.297,55.227,-20.056,35.171,-0.034,0,35.137,0.0,0.0,35.137,,,35.171,0.99,0.99,0.99,35.343,0.99,0.99,0.99,35.402,
03/31/2001,0,902.028,0,171.761,1073.789,-796.98,0.0,0.0,-796.98,,-21.329,-83.671,-69.852,-174.852,101.957,0.0,17.32,-18.9,0,0.0,-18.9,100.377,-38.152,62.225,0.0,0,62.225,0.0,0.0,62.225,,,62.225,1.76,1.76,1.76,35.389,1.75,1.75,1.75,35.456,
06/30/2001,0,318.501,0,99.507,318.501,0.0,0.0,-183.892,-183.892,,-24.064,-27.977,-59.639,-111.68,22.929,,12.711,-18.114,0,,-18.114,17.526,-4.987,12.539,0.0,0,12.539,0.0,0.0,12.539,,,12.539,0.35,0.35,0.35,35.396,0.35,0.35,0.35,35.459,
09/30/2001,0,26.933,0,134.013,160.946,-238.876,0.0,183.892,-54.984,,-25.358,-19.942,-92.393,-137.693,-31.731,0.0,24.686,-17.74,0,0.0,-17.74,-24.785,11.823,-12.962,0.0,0,-12.962,0.0,0.0,-12.962,14.696,,1.734,0.06,-0.36,-0.36,35.399,0.07,-0.35,-0.35,35.46,
12/31/2001,0,377.548,0,86.815,377.548,0.0,0.0,-186.503,-186.503,,-24.504,-36.022,-66.171,-126.697,64.348,0.0,-1.403,-15.976,0,0.0,-15.976,46.969,-15.948,31.021,0.0,0,31.021,0.0,0.0,31.021,,,31.021,0.88,0.88,0.88,35.434,0.87,0.87,0.87,35.485,
03/31/2002,0,522.835,0,108.424,522.835,0.0,0.0,-276.626,-276.626,,-24.793,-49.942,-71.878,-146.613,99.596,0.0,2.702,-13.971,0,0.0,-13.971,88.327,-33.333,54.994,0.0,0,54.994,0.0,0.0,54.994,,,54.994,1.55,1.55,1.55,35.459,1.55,1.55,1.55,35.501,
06/30/2002,0,347.149,0,110.702,347.149,0.0,0.0,-199.244,-199.244,,-24.393,-30.638,-83.617,-138.648,9.257,0.0,3.619,-13.585,0,0.0,-13.585,-0.709,2.045,1.336,0.0,0,1.336,0.0,0.0,1.336,17.0,-6.743,11.593,0.33,0.04,0.04,35.466,0.33,0.04,0.04,35.514,
09/30/2002,0,235.003,0,,235.003,0.0,0.0,-119.783,-119.783,,-25.162,-19.355,-72.554,-117.071,-1.851,0.0,15.563,-12.907,0,0.0,-12.907,0.805,0.915,1.72,0.0,0,1.72,0.0,,1.72,,,1.72,0.05,0.05,0.05,35.462,0.05,0.05,0.05,35.479,
12/31/2002,0,549.111,0,0.0,549.111,0.0,0.0,-329.505,-329.505,,-27.464,-43.657,-87.914,-159.035,60.571,0.0,0.463,-12.862,0,0.0,-12.862,48.172,-17.171,31.001,0.0,0,31.001,0.0,0.0,31.001,,,31.001,0.87,0.87,0.87,35.535,0.87,0.87,0.87,35.639,
03/31/2003,0,903.833,0,0.0,903.833,0.0,0.0,-598.232,-598.232,,-28.013,-73.449,-89.597,-191.059,114.542,0.0,0.421,-12.571,0,0.0,-12.571,102.392,-38.911,63.481,0.0,0,63.481,0.0,,63.481,,,63.481,1.78,1.78,1.78,35.723,1.77,1.77,1.77,35.844,
06/30/2003,0,398.147,0,0.0,398.147,0.0,0.0,-238.092,-238.092,,-27.658,-27.729,-84.058,-139.445,20.61,0.0,4.472,-12.004,0,0.0,-12.004,13.078,-5.065,8.013,0.0,0,8.013,0.0,,8.013,,,8.013,0.22,0.22,0.22,36.265,0.22,0.22,0.22,36.438,
09/30/2003,0,287.302,0,0.0,287.302,0.0,0.0,-163.194,-163.194,,-28.69,-22.382,-76.922,-127.994,-3.886,0.0,15.424,-12.065,0,0.0,-12.065,-0.527,1.966,1.439,0.0,0,1.439,0.0,,1.439,,,1.439,0.04,0.04,0.04,36.663,0.04,0.04,0.04,36.833,
12/31/2003,0,604.884,0,0.0,604.884,0.0,0.0,-380.56,-380.56,,-28.921,-47.696,-87.31,-163.927,60.397,0.0,0.36,-12.281,0,0.0,-12.281,48.476,-17.125,31.351,0.0,0,31.351,0.0,,31.351,,,31.351,0.85,0.85,0.85,36.814,0.85,0.85,0.85,36.976,
03/31/2004,0,927.021,0,0.0,927.021,0.0,0.0,-632.491,-632.491,,-30.97,-71.051,-99.057,-201.078,93.452,0.0,2.265,-12.381,0,0.0,-12.381,83.336,-28.432,54.904,0.0,0,54.904,0.0,,54.904,,,54.904,1.47,1.47,1.47,37.29,1.46,1.46,1.46,37.497,
06/30/2004,0,401.137,0,0.0,401.137,0.0,0.0,-247.146,-247.146,,-29.749,-29.761,-83.739,-143.249,10.742,0.0,7.26,-11.758,0,0.0,-11.758,6.244,-0.621,5.623,0.0,0,5.623,0.0,,5.623,,,5.623,0.15,0.15,0.15,37.549,0.15,0.15,0.15,37.722,
09/30/2004,0,327.157013,0,0.0,327.157013,0.0,0.0,-207.580002,-207.580002,0.0,-29.504999,-21.528999,-74.171997,-125.206001,-5.629,0.0,-1.024,-12.006,0,0.0,-12.006,-18.659,8.345,-10.314,0.0,0,-10.314,0.0,,-10.314,17.0,-6.765,-0.078999,0.0,-0.27,-0.27,37.647999,0.0,-0.27,-0.27,37.799,
12/31/2004,0,520.057983,0,217.352997,737.411011,-508.891998,0.0,0.0,-508.891998,,-30.344,-53.046001,-99.603996,-182.994003,45.525002,0.0,1.801,-12.51,0,0.0,-12.51,34.816001,-12.34,22.476,0.0,0,22.476,0.0,0.0,22.476,6.8,,29.276001,0.77,0.59,0.59,37.816002,0.77,0.59,0.59,37.993,
03/31/2005,0,742.442017,0,284.463989,1026.906006,-727.715027,0.0,0.0,-727.715027,,-28.957001,-75.806,-104.348999,-209.112,90.079002,0.0,-0.594,-12.844,0,0.0,-12.844,76.641003,-26.809999,49.831001,1.341,0,51.172001,0.0,0.0,51.172001,1.956,-0.5927,51.194303,1.35,1.31,1.35,37.928001,1.35,1.31,1.34,38.092999,
06/30/2005,0,259.342987,0,196.587997,455.931,-303.885986,0.0,0.0,-303.885986,,-24.031,-31.643,-77.730003,-133.404007,18.641001,0.0,2.898,-12.586,0,0.0,-12.586,8.953,-4.119,4.834,1.965,0,6.799,0.0,0.0,6.799,0.052,-0.018,4.868,0.13,0.13,0.18,38.029999,0.13,0.13,0.18,38.185001,
09/30/2005,0,166.830994,0,212.505997,379.337006,-264.877014,,,-264.877014,,-27.556,-23.702,-80.280998,-131.546997,-17.087,0.0,12.488,-12.676,0,0.0,-12.675,-17.274,6.395,-10.88,8.566,0,-2.314,0.0,0.0,-2.314,,,-10.879,-0.29,-0.29,-0.06,38.136002,-0.28,-0.28,-0.06,38.299,
12/31/2005,0,728.989014,0,323.397003,1052.385986,-796.427002,0.0,0.0,-796.427002,,-29.014,-68.734001,-193.125,-290.872986,-34.914001,0.0,11.796,-13.223,0,0.0,-13.223,-36.341002,16.860001,-19.481001,0.0,0,-19.481001,0.0,0.0,-19.481001,55.299999,,35.818998,0.93,-0.51,-0.51,38.244999,0.93,-0.51,-0.51,38.377998,
03/31/2006,0,821.356995,0,358.67099,1180.027954,-886.640015,0.0,0.0,-886.640015,,-29.531,-79.470001,-107.480003,-216.481003,76.906998,0.0,-16.108,-15.182,0,0.0,-15.182,45.616998,-12.026,33.591,-0.421,0,33.169998,0.0,0.0,33.169998,15.5,-6.2,42.890998,1.12,0.88,0.87,38.338001,1.12,0.87,0.86,38.466999,
06/30/2006,0,223.826004,0,176.619003,400.445007,-256.816986,0.0,0.0,-256.816986,,-30.120001,-30.021999,-88.115997,-148.257996,-4.63,0.0,0.62,-15.382,0,0.0,-15.382,-19.392,5.678,-13.714,3.603,0,-10.111,0.0,0.0,-10.111,1.856,-0.65,-12.508,-0.32,-0.35,-0.26,38.403999,-0.32,-0.35,-0.26,38.570999,
09/30/2006,0,147.707993,0,241.695007,385.112,-264.428986,,,-264.428986,,-29.738001,-22.708,,-142.647003,-21.964001,0.0,-4.668,-16.656,0,0.0,-17.796,-44.428,13.797,-29.490999,8.277,0,-21.214001,0.0,0.0,-21.214001,6.3,,-24.331,-0.55,-0.75,-0.55,38.467999,-0.55,-0.76,-0.55,38.644001,
