Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,34.197,34.197,-11.932,11.932,22.265,0.0,-21.246,18.489,13.98,4.509,2.757,0.0,1.019,-0.729,0.729,,,,0.0,0.29,-0.169,0.121,0.0,0.0,0.0,0.121,0.0,0.121,0.0,0.0,0.121,0.121,0.0,20.693359,0.005847,0.005847,0.005847,32.126535,0.003766,0.003766,0.003766,
06/30/2011,39.178,39.178,-15.991,15.991,23.187,0.0,-28.369,24.096,18.521,5.575,4.273,0.0,-5.182,-0.717,0.717,,,,0.0,-5.899,-0.906,-6.805,0.0,0.0,0.0,-6.805,0.0,-6.805,0.0,-0.155,-6.96,-6.96,0.0,21.515078,-0.32,-0.32,-0.32,21.515078,-0.32,-0.32,-0.32,
03/31/2012,47.431,47.431,-21.236,21.236,26.195,0.0,-31.777,25.734,19.307,6.427,6.043,0.0,-5.582,0.492,-0.492,,,,0.0,-5.09,-0.55,-5.64,0.0,0.0,0.0,-5.64,0.0,-5.64,0.0,-0.154,-5.794,-5.794,0.0,25.123582,-0.23,-0.23,-0.23,25.123582,-0.23,-0.23,-0.23,
06/30/2012,56.774,56.774,-22.891,22.891,33.883,,-43.0,33.728,26.909,6.819,9.272,0.0,-9.117,0.041,-0.041,,,,0.0,-9.076,0.352,-8.724,0.0,0.0,0.0,-8.724,0.0,-8.724,0.0,-0.154,-8.878,-8.878,0.0,27.788547,-0.32,-0.32,-0.32,27.788547,-0.32,-0.32,-0.32,
09/30/2012,64.345,64.345,-27.574,27.574,36.771,0.0,-50.118,39.335,28.14,11.195,10.783,0.0,-13.347,0.615,-0.615,,,,0.0,-12.732,-0.321,-13.053,0.0,0.0,0.0,-13.053,0.0,-13.053,0.0,0.0,-13.053,-11.168,1.885,117.698005,-0.11,-0.11,-0.094887,117.698005,-0.11,-0.11,-0.094887,
12/31/2012,75.162,75.162,-32.308,32.308,42.854,0.0,-52.392,39.157,29.481,9.676,13.235,0.0,-9.538,0.456,-0.456,,,,0.0,-9.082,-0.849,-9.931,0.0,0.0,0.0,-9.931,0.0,-9.931,0.0,0.0,-9.931,-9.931,0.0,124.000655,-0.08,-0.08,-0.08,124.000655,-0.08,-0.08,-0.08,
03/31/2013,85.939,85.939,-32.308,32.308,53.631,0.0,-66.544,50.505,38.226,12.279,16.039,0.0,-12.913,0.119,-0.119,,,,0.0,-12.794,-0.564,-13.358,0.0,0.0,0.0,-13.358,0.0,-13.358,0.0,0.0,-13.358,-13.358,0.0,129.782029,-0.1,-0.1,-0.1,129.782029,-0.1,-0.1,-0.1,
06/30/2013,102.222,102.222,-35.998,35.998,66.224,0.0,-85.567,67.616,52.291,15.325,17.951,0.0,-19.343,-1.323,1.323,,,,0.0,-20.666,-0.739,-21.405,0.0,0.0,0.0,-21.405,0.0,-21.405,0.0,0.0,-21.405,-21.015,0.39,134.454085,-0.16,-0.16,-0.156299,134.454085,-0.16,-0.16,-0.157099,
09/30/2013,111.259,111.259,-41.575,41.575,69.684,0.0,-84.334,63.515,47.336,16.179,20.819,0.0,-14.65,0.6,-0.6,,,,0.0,-14.05,-0.663,-14.713,0.0,0.0,0.0,-14.713,0.0,-14.713,0.0,0.0,-14.713,-14.713,0.0,137.456531,-0.11,-0.11,-0.11,137.456531,-0.11,-0.11,-0.11,
12/31/2013,125.23,125.23,-45.378,45.378,79.852,0.0,-99.213,75.344,57.337,18.007,23.869,0.0,-19.361,-4.326,4.326,,,,0.0,-23.687,-0.545,-24.232,0.0,0.0,0.0,-24.232,0.0,-24.232,0.0,0.0,-24.232,-24.232,0.0,139.508838,-0.17,-0.17,-0.17,139.508838,-0.17,-0.17,-0.17,
03/31/2014,139.09,139.09,-53.114,53.114,85.976,0.0,-122.157,91.047,69.416,21.631,31.11,0.0,-36.181,-5.963,5.963,,,,0.0,-42.144,-1.167,-43.311,0.0,0.0,0.0,-43.311,0.0,-43.311,0.0,0.0,-43.311,-43.311,0.0,142.060025,-0.3,-0.3,-0.3,142.060025,-0.3,-0.3,-0.3,
06/30/2014,166.757,166.757,-58.938,58.938,107.819,0.0,-152.29,116.851,91.937,24.914,35.439,0.0,-44.471,-5.231,5.231,,,,0.0,-49.702,-0.661,-50.363,0.0,0.0,0.0,-50.363,0.0,-50.363,0.0,0.0,-50.363,-49.89305,0.46995,144.456675,-0.35,-0.35,-0.345384,144.456675,-0.35,-0.35,-0.346747,
09/30/2014,178.712,178.712,-66.086,66.086,112.626,0.0,-147.125,107.442,84.002,23.44,39.683,0.0,-34.499,-5.949,5.949,,,,0.0,-40.448,-0.602,-41.05,0.0,0.0,0.0,-41.05,0.0,-41.05,0.0,0.0,-41.05,-40.75815,0.29185,146.335519,-0.28,-0.28,-0.278525,146.335519,-0.28,-0.28,-0.278525,
12/31/2014,198.004,198.004,-70.638,70.638,127.366,0.0,-164.05,122.024,95.764,26.26,42.026,0.0,-36.684,-6.562,6.619,7.451,-0.832,-0.154,0.097,-43.246,-1.417,-44.663,0.0,0.0,0.0,-44.663,0.0,-44.663,0.0,0.0,-44.663,-44.663,0.0,148.666257,-0.3,-0.3,-0.3,148.666257,-0.3,-0.3,-0.3,
