Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,5.467,1.136,2.202,-3.887,4.918,,,,,,,,,,,,,,,,,
06/30/1990,,6.054,1.136,0.944,-5.13,3.004,,,,,,,,,,,,,,,,,
09/30/1990,,6.532,1.578,1.284,-2.388,7.006,,,,,,,,,,,,,,,,,
12/31/1990,,6.601,1.64,0.947,-0.857,8.331,,,,,,,,,,,,,,,8.331,,
03/31/1991,,7.601,1.668,7.361,-11.182,5.448,,,,,,,,,,,,,,,,,
06/30/1991,,8.753,1.934,4.266,-8.607,6.346,,,,,,,,,,,,,,,,,
09/30/1991,,9.961,2.234,4.262,-14.021,2.436,,,,,,,,,,,,,,,,,
12/31/1991,,-88.390999,0.666,78.996002,14.09,5.361,,,,,,,,,,,,,,,5.361,,
03/31/1992,,16.099001,2.159,3.355,-10.625,10.988,,,,,,,,,,,,,,,,,
06/30/1992,,16.816,2.211,6.372,-2.22,23.179001,,,,,,,,,,,,,,,,,
09/30/1992,,19.433001,2.408,4.916,4.829,31.586,,,,,,,,,,,,,,,,,
12/31/1992,,19.822001,2.515,2.75,5.725,30.812,,,,,,,,,,,,,,,30.812,,
03/31/1993,,27.341999,2.863,-1.063,-2.025,27.117001,,,,,,,,,,,,,,,,,
06/30/1993,,14.09,3.032,5.171,-9.349,12.944,,,,,,,,,,,,,,,,,
09/30/1993,,14.127,3.097,6.374,-3.556,20.042,,,,,,,,,,,,,,,,,
12/31/1993,,-9.947,3.263,9.761,13.055,16.132,,,,,,,,,,,,,,,16.132,,
03/31/1994,,15.617,2.699,2.234,-12.838,7.712,,,,,,,,,,,,,,,,,
06/30/1994,,14.748,3.425,0.852,6.688,25.712999,,,,,,,,,,,,,,,,,
09/30/1994,,12.51,3.408,4.92,-14.012,6.826,,,,,,,,,,,,,,,,,
12/31/1994,,15.245,4.141,13.149,1.516,34.050999,,,,,,,,,,,,,,,34.050999,,
03/31/1995,,17.037001,3.836,6.155,-12.086,14.942,,,-8.624,,,,,,,,,,,,,,
06/30/1995,,17.450001,3.381,6.478,-5.077,22.232,,,-9.051,,,,,,,,,,,,,,
09/30/1995,,18.223,3.74,5.946,3.271,31.18,,,-10.286,,,,,,,,,,,,,,
12/31/1995,,19.698,4.317,11.209,7.799,43.022999,-18.348,,-18.348,,,,,,,,,,,,24.674999,,
03/31/1996,,20.382999,3.955,-0.065,-5.105,19.167999,,,-7.259,,,,,,,,,,,,,,
06/30/1996,,23.156,5.529,10.999,-28.218,11.466,,,-13.733,,,,,,,,,,,,,,
09/30/1996,,23.107,6.337,3.882,15.986,49.312,,,-11.084,,,,,,,,,,,,,,
12/31/1996,,25.754,6.179,21.184,2.137,55.254002,-16.524,,-16.524,,,,,,,,,,,,38.730002,,
03/31/1997,,26.299999,6.7,6.7,-1.0,38.700001,3.1,0.0,-4.4,-189.300003,201.199997,-4.4,10.8,0.0,0.0,6.6,-1.1,5.3,0.0,0.0,52.599998,,
06/30/1997,,26.4,7.5,5.2,-33.400002,5.7,16.200001,0.0,-7.5,-79.800003,110.199997,-6.7,2.4,0.0,0.0,0.2,0.0,2.2,0.0,0.0,24.299999,,
09/30/1997,,-326.5,10.4,27.1,59.099998,-229.899994,122.400002,0.0,-11.7,-52.900002,285.100006,-98.099998,-40.400002,0.0,0.0,0.0,0.0,8.8,0.0,-49.200001,-147.899994,,
12/31/1997,,12.7,4.7,-24.0,6.2,-0.4,-46.799999,0.0,-15.2,-48.799999,107.699997,-90.5,-4.5,0.0,0.0,0.0,-0.9,3.1,0.0,-6.7,-51.700001,,
03/31/1998,,26.5,10.4,7.2,-30.6,13.5,-13.4,0.0,-13.4,-99.099998,109.5,-10.4,17.1,0.0,0.0,0.0,-2.9,20.0,0.0,0.0,17.200001,,
06/30/1998,,29.4,8.3,9.8,-21.700001,25.799999,-41.299999,0.0,-11.7,-77.300003,57.5,-9.8,16.799999,0.0,0.0,0.0,-1.3,18.1,0.0,0.0,1.3,,
09/30/1998,,27.700001,8.3,11.8,-6.6,41.200001,-58.200001,0.0,-18.0,-55.099998,116.699997,-101.800003,8.4,0.0,0.0,0.1,0.0,8.3,0.0,0.0,-8.6,,
12/31/1998,,24.700001,6.9,12.4,10.3,60.099998,-36.599998,0.0,-18.200001,-68.400002,94.099998,-44.099998,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,31.5,,
03/31/1999,,3.7,8.9,18.0,-23.6,7.0,-55.200001,0.0,-15.8,-72.800003,54.900002,-21.5,6.5,0.0,0.0,0.0,-6.5,13.0,0.0,0.0,-41.700001,,
06/30/1999,,34.200001,11.1,5.5,-44.299999,6.5,7.4,0.0,-25.0,-29.700001,58.299999,3.8,9.9,0.0,0.0,0.0,0.0,7.0,0.0,2.9,23.799999,,
09/30/1999,,42.799999,10.4,14.2,44.700001,112.099998,-5.0,0.0,-22.1,-23.6,93.5,-52.799999,17.4,0.0,0.0,2.9,0.0,17.4,0.0,-2.9,124.5,,
12/31/1999,,10.3,11.1,12.5,0.7,34.599998,-98.599998,20.200001,-31.299999,-167.699997,64.199997,16.0,-0.4,0.0,0.0,0.0,-4.1,3.7,0.0,0.0,-64.400002,,
03/31/2000,,20.299999,13.2,21.6,-88.400002,-33.299999,-13.9,0.0,-11.9,-6.6,10.3,-5.7,0.4,0.0,0.0,0.0,-6.5,6.9,0.0,0.0,-46.799999,,
06/30/2000,,38.299999,12.1,21.0,6.7,78.099998,-32.599998,0.0,-5.8,-41.799999,25.4,-10.4,35.700001,0.0,0.0,0.0,-0.9,36.599998,0.0,0.0,81.199997,,
09/30/2000,,57.400002,12.7,13.9,6.6,90.599998,-50.799999,0.0,-9.4,-139.300003,71.800003,26.1,621.299988,0.0,0.0,587.400024,0.0,33.900002,0.0,0.0,661.099976,,
12/31/2000,,107.300003,14.1,49.599998,34.0,205.0,-200.199997,4.8,-15.5,-105.199997,65.800003,-150.100006,17.299999,0.0,0.0,0.0,0.0,17.299999,0.0,0.0,22.1,,
03/31/2001,,53.200001,20.799999,10.2,-52.799999,31.4,-214.699997,10.1,-14.0,-299.899994,144.100006,-55.0,9.1,0.0,0.0,0.0,-8.9,18.0,0.0,0.0,-174.199997,,
