Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2004,138.217,,,,,,,,,,,,,-16.354,,16.354,,,,,,3.277,45.615,-3.298,,,,0.0,48.913,0.0,0.0,48.913,48.913,,322.212,0.153333,0.143333,0.143333,346.68,0.146667,0.136667,0.136667,
03/31/2005,88.312,,,-71.173,,17.139,,-49.976,,,,,-32.837,26.766,17.365,17.365,,0.0,,-44.131,11.294,-0.624,-6.695,-9.308,,,19.978,0.0,2.613,0.0,0.0,2.613,2.613,,215.218,0.01,-0.03,-0.03,215.218,0.01,-0.03,-0.03,
06/30/2005,118.644,,,-95.263,,23.381,,-56.281,,,,,-32.9,129.857,16.429,16.429,,0.0,,-146.286,96.957,1107.452,1204.409,-66.702,,,1271.111,0.0,1271.111,0.0,0.0,1271.111,1271.111,,215.303,5.9,5.59,0.435,231.026,5.52,5.23,0.425,
09/30/2005,248.275,,,-98.019,,150.256,,-47.193,,,,,103.063,-82.734,16.203,16.203,,0.0,,66.531,20.329,24.885,45.214,-58.9,,,104.114,0.0,104.114,0.0,0.0,104.114,104.114,,216.291,0.48,0.21,0.21,231.238,0.47,0.21,0.21,
12/31/2005,221.261,,,,,,,,,,,,,-15.526,,15.526,,0.0,,,,-0.771,-21.559,-279.762,,,,0.0,258.203,0.0,0.0,258.203,258.203,,215.966,1.2,-0.1,-0.1,215.966,1.2,-0.1,-0.1,
03/31/2006,291.608,,,-98.513,,193.095,,-64.406,,,,,128.689,-3.421,17.15,17.15,,0.0,,-13.729,125.268,-42.679,82.589,1.896,,,80.693,0.0,80.693,0.0,0.0,80.693,80.693,,432.224,0.185,0.19,0.19,463.53,0.18,0.185,0.185,
06/30/2006,224.426,,,-100.276,,124.15,,-60.86,,,,,63.29,-12.014,21.548,21.548,,0.0,,-9.534,51.276,-14.901,36.375,-0.645,,,37.02,0.0,37.02,0.0,0.0,37.02,37.02,,216.201,0.17,0.17,0.17,231.777,0.17,0.17,0.17,
09/30/2006,170.243,,,-91.909,,78.334,,-61.533,,,,,16.801,-21.77,22.843,22.843,,0.0,,-1.073,-4.969,8.709,3.74,-56.737,,,60.477,0.0,60.477,0.0,0.0,60.477,60.477,,216.291,0.28,0.02,0.02,231.906,0.27,0.02,0.02,
12/31/2006,176.395,,,,,,,,,,,,,-49.003,,17.851,,0.0,,17.768,-13.419,7.1,7.065,-4.144,,,-2.175,0.0,11.209,0.0,0.0,11.209,11.209,,216.334,0.05,0.03,0.03,216.707,0.05,0.03,0.03,
03/31/2007,197.185,,,-108.354,,88.831,,-77.551,,,,,11.28,-7.151,20.076,20.076,,0.0,,-12.925,4.129,3.732,7.861,-0.513,,,8.374,0.0,8.374,0.0,0.0,8.374,8.374,,216.409,0.04,0.04,0.04,216.779,0.04,0.04,0.04,
06/30/2007,344.004,,,-198.899,,145.105,,-81.658,,,,,63.447,-22.282,26.836,26.836,,0.0,,-4.554,41.165,-14.85,26.315,0.016,,,26.299,0.0,26.299,0.0,0.0,26.299,26.299,,216.596,0.12,0.12,0.12,217.229,0.12,0.12,0.12,
09/30/2007,331.149,,,-215.387,,115.762,,-98.687,,,,,17.075,-19.165,27.943,27.943,,0.0,,-8.778,-2.09,4.177,2.087,-1.801,,,3.888,0.0,3.888,0.0,0.0,3.888,3.888,,218.071,0.02,0.01,0.01,219.411,0.02,0.01,0.01,
12/31/2007,282.557,,,-193.1,,89.457,,-126.81,,,,,-37.353,17.304,,36.682,,0.0,,-5.854,-20.049,566.712,546.663,-1.188,,,547.851,0.0,445.733,0.0,0.0,445.733,445.733,,222.494,2.0,2.0,2.0,239.483,1.87,1.87,1.87,
03/31/2008,324.849,,,-232.374,,92.475,,-89.486,,,,,2.989,-110.163,35.782,35.782,,0.0,,74.381,-107.174,11.35,-95.824,0.0,,,-95.824,0.0,-95.824,0.0,0.0,-95.824,-95.824,,222.584,-0.43,-0.43,-0.43,222.584,-0.43,-0.43,-0.43,
06/30/2008,337.554,,,-230.634,,106.92,,-106.075,,,,,0.845,-61.778,36.543,36.543,,0.0,,25.235,-60.933,247.711,186.778,0.0,,,186.778,0.0,186.778,0.0,0.0,186.778,186.778,,230.235,0.81,0.81,0.81,247.234,0.76,0.76,0.76,
09/30/2008,251.616,,,-227.782,,23.834,,-95.775,,,,,-71.941,122.65,37.016,37.016,,0.0,,-159.666,50.709,38.753,89.462,0.0,,,89.462,0.0,89.462,0.0,0.0,89.462,89.462,,232.849,0.38,0.38,0.38,249.452,0.37,0.37,0.37,
12/31/2008,166.634,,,-204.634,,-38.0,,-114.99,,,,,-152.99,-635.248,36.13,36.13,,0.0,,599.118,-788.238,-1971.489,-2759.727,-43.886,,,-2715.841,0.0,-2715.841,0.0,0.0,-2715.841,-2715.841,,235.521,-11.53,-11.72,-11.72,235.521,-11.53,-11.72,-11.72,
03/31/2009,250.343,250.343,,-193.016,193.016,57.327,0.0,-105.423,68.847,0.6,15.277,20.699,-48.096,-33.387,,33.387,,,-82.954,0.0,-81.483,24.304,-140.133,0.0,0.0,0.0,-140.133,0.126,-140.007,0.0,0.0,-140.007,-142.802,-2.795,238.499,-0.59,-0.59,-0.598753,238.499,-0.59,-0.59,-0.601719,
06/30/2009,284.323,284.323,,-189.267,189.267,95.056,0.0,-193.201,149.238,1.5,15.457,27.006,-98.145,-32.384,,32.384,,,570.64,0.0,-130.529,-29.127,410.984,0.0,0.0,0.0,410.984,0.039,411.023,0.0,0.0,411.023,447.813,36.79,241.095,1.7,1.7,1.857413,248.135,1.67,1.67,1.818266,
09/30/2009,143.431,143.431,,-74.995,74.995,68.436,0.0,-73.999,32.708,1.3,14.212,25.779,-5.563,-31.439,,31.439,,,379.517,0.0,-37.002,-1.341,341.174,-28.406,-28.406,0.0,369.58,0.619,370.199,0.0,0.0,370.199,341.793,0.0,243.238,1.52,1.4,1.4,247.711,1.5,1.38,1.38,
12/31/2009,192.798,192.798,,-78.448,78.448,114.35,0.0,-79.406,48.827,0.1,16.04,14.439,34.944,-31.559,,31.559,,,-86.967,0.0,3.385,-1.298,-84.88,6.956,6.956,0.0,-91.836,0.901,-90.935,0.0,0.0,-90.935,-108.8194,-24.8404,243.009,-0.374204,-0.346106,-0.4478,247.558,-0.374204,-0.346106,-0.4478,
03/31/2010,259.295,259.295,,-97.504,97.504,161.791,0.0,-82.46,41.273,1.1,19.489,20.598,79.331,-31.491,,31.491,,,151.194,0.0,47.84,-2.702,196.332,4.827,4.827,0.0,191.505,-0.026,191.479,0.0,0.0,191.479,196.306,0.0,243.291,0.79,0.81,0.81,247.594,0.78,0.8,0.8,
06/30/2010,289.2,289.2,,-106.36,106.36,182.84,0.0,-71.055,40.958,1.9,19.842,8.355,111.785,-31.49,,31.49,,,-321.922,0.0,80.295,-4.665,-246.292,-10.014,-10.014,0.0,-236.278,1.134,-235.144,0.0,0.0,-235.144,-246.4203,-1.2623,243.312,-0.97,-1.01,-1.012775,243.312,-0.97,-1.01,-1.015188,
09/30/2010,185.865,185.865,,-102.576,102.576,83.289,0.0,-110.621,67.626,1.5,19.814,21.681,-27.332,-31.353,,31.353,,,324.712,0.0,-58.685,-3.54,262.487,-27.483,-27.483,0.0,289.97,-2.215,287.755,0.0,0.0,287.755,260.142,-0.13,243.317,1.18,1.08,1.069148,247.572,1.17,1.07,1.069148,
12/31/2010,585.644,585.644,,-94.219,94.219,491.425,0.0,-161.397,92.992,1.076,19.53,47.799,330.028,-30.475,,30.475,,,226.782,0.0,299.553,1150.254,1676.589,-18.45,-18.45,0.0,1695.039,0.183,1695.222,0.0,-3.707,1691.515,1678.5692,5.5042,243.595,6.943964,6.868224,6.89082,247.921,6.822798,6.74838,6.770581,
03/31/2011,284.034,284.034,,-96.993,96.993,187.041,0.0,-78.534,43.582,0.954,17.762,16.236,108.507,-28.977,,28.977,,,-28.048,0.0,79.53,-39.053,12.429,1.643,1.643,0.0,10.786,-0.279,10.507,0.0,0.0,10.507,-39.77655,-51.92655,244.082,0.04,0.05,-0.162964,244.62,0.04,0.05,-0.162964,
06/30/2011,753.441,753.441,,-103.669,103.669,649.772,0.0,-102.743,49.796,1.309,18.579,33.059,547.029,-27.837,,27.837,,,-145.796,0.0,519.192,-190.108,183.288,-3.17,-3.17,0.0,186.458,-0.149,186.309,0.0,0.0,186.309,185.38475,2.24575,244.521,0.76,0.75,0.758155,249.026,0.75,0.74,0.749018,
09/30/2011,199.751,199.751,,-77.083,77.083,122.668,0.0,-78.436,45.289,10.85,13.45,8.847,44.232,-27.512,,27.512,,,-296.812,0.0,16.72,-13.723,-293.815,-2.463,-2.463,0.0,-291.352,0.33,-291.022,0.0,0.0,-291.022,-293.1587,0.3263,244.58,-1.19,-1.2,-1.198621,244.58,-1.19,-1.2,-1.198666,
12/31/2011,261.599,261.599,,-67.648,67.648,193.951,0.0,-100.332,53.668,9.039,15.221,22.404,93.619,-27.503,,27.503,,,76.615,0.0,66.116,-28.247,114.484,-4.58,-4.58,0.0,119.064,0.373,119.437,0.0,0.0,119.437,123.4539,8.5969,244.566,0.488363,0.469636,0.504788,245.158,0.487184,0.468502,0.503569,
03/31/2012,2379.491,2215.491,164.0,-1823.162,1823.162,556.329,0.0,-176.862,87.05,3.4,34.293,52.119,379.467,-23.075,23.075,28.845,-5.77,,262.539,0.0,356.392,-133.425,485.506,-1.729,-1.729,0.0,487.235,3.642,490.877,0.0,0.0,490.877,503.83995,14.69195,244.583,2.01,2.0,2.059996,248.945,1.97,1.97,2.029017,
06/30/2012,1740.646,1552.39,188.256,-1880.582,1880.582,-139.936,0.0,-131.816,68.687,4.1,35.917,23.112,-271.752,-2.412,15.948,21.343,-5.395,,,0.0,-274.164,87.508,-186.656,1.112,1.112,0.0,-187.768,-9.483,-197.251,0.0,0.0,-197.251,-196.139,0.0,244.583,-0.81,-0.8,-0.8,244.583,-0.81,-0.8,-0.8,
09/30/2012,2212.625,2092.835,119.79,-1884.833,1884.833,327.792,0.0,-139.42,69.168,4.7,30.372,35.18,188.372,7.463,16.811,21.106,-4.295,,,0.0,195.835,-78.89,116.945,2.611,2.611,0.0,114.334,-7.66,106.674,0.0,0.0,106.674,110.22035,0.93535,244.583,0.44,0.45,0.450646,248.91,0.43,0.44,0.443758,
12/31/2012,2702.291,2702.291,,-1824.052,1824.052,878.239,0.0,-122.391,27.916,5.28,15.806,73.389,755.848,-0.795,,21.287,,,16.413,-20.492,755.053,-300.132,471.334,20.494,20.494,0.0,450.84,3.326,454.166,0.0,0.0,454.166,489.9142,15.2542,244.583,1.856899,1.940691,2.003059,248.926,1.824502,1.906832,1.968112,
03/31/2013,2291.917,2201.423,90.494,-1830.463,1830.463,461.454,0.0,-122.716,52.451,2.4,27.498,40.367,338.738,15.185,15.623,21.319,-5.696,,,0.0,353.923,-49.767,304.156,3.867,3.867,0.0,300.289,5.153,305.442,-0.339,0.0,305.103,313.975,5.005,275.735,1.1,1.11,1.138684,281.587,1.08,1.09,1.107774,
06/30/2013,2620.609,2495.166,125.443,-1954.642,1954.642,665.967,0.0,-650.929,193.174,2.4,45.977,409.378,15.038,68.771,-33.908,230.798,-264.706,,,0.0,83.809,-23.235,60.574,2.038,2.038,0.0,58.536,-4.909,53.627,-1.015,0.0,52.612,65.245,10.595,367.752,0.14,0.14,0.177416,367.837,0.14,0.14,0.168804,
09/30/2013,2472.653,2332.639,140.014,-1936.663,1936.663,535.99,0.0,-545.312,174.9,1.7,47.049,321.663,-9.322,66.054,-42.165,194.223,-236.388,,,0.0,56.732,-26.758,29.974,15.591,15.591,0.0,14.383,-10.385,3.998,-1.027,0.0,2.971,28.897,10.335,367.641,0.01,0.05,0.078601,367.687,0.01,0.05,0.078108,
12/31/2013,2784.495,2746.507,37.988,-2064.204,2064.204,720.291,0.0,-678.749,125.442,13.03,40.148,500.129,41.542,48.549,-19.068,211.884,-230.952,,,0.0,90.091,-50.223,39.868,50.883,50.883,0.0,-11.015,20.585,9.57,-1.016,0.0,8.554,133.732,74.295,365.419,0.023409,0.162654,0.365969,374.245,0.022857,0.158818,0.357338,
03/31/2014,2881.417,2748.585,132.832,-1995.245,1995.245,886.172,0.0,-781.643,174.319,,41.487,565.837,104.529,52.567,-32.531,225.129,-257.66,,,0.0,157.096,-56.25,100.846,8.909,8.909,0.0,91.937,3.395,95.332,-1.016,0.0,94.316,104.59,1.365,368.487,0.25,0.27,0.283836,377.348,0.25,0.27,0.273617,
06/30/2014,2806.73,2689.534,117.196,-2095.404,2095.404,711.326,0.0,-644.841,176.035,,44.643,424.163,66.485,51.434,-16.089,274.923,-291.012,,,0.0,117.919,-47.729,70.19,3.74,3.74,0.0,66.45,-0.361,66.089,-1.015,0.0,65.074,70.179,1.365,371.979,0.17,0.18,0.188664,373.179,0.17,0.18,0.183658,
09/30/2014,2956.54,2771.528,185.012,-2057.809,2057.809,898.731,0.0,-827.093,263.994,,46.464,516.635,71.638,46.521,-17.604,239.52,-257.124,,,0.0,118.159,-59.906,58.253,-2.009,-2.009,0.0,60.262,-4.567,55.695,-1.016,0.0,54.679,98.365,45.695,373.347,0.14,0.14,0.263468,373.375,0.14,0.14,0.262384,
12/31/2014,2638.069,2472.25,165.819,-2091.157,2091.157,546.912,0.0,-629.663,181.53,,53.399,394.734,-82.751,70.799,-16.57,229.785,-246.355,,,0.0,-11.952,-2.086,-14.038,5.586,5.586,0.0,-19.624,10.876,-8.748,-1.015,0.0,-9.763,4.403,8.58,373.44,-0.026143,-0.011185,0.01179,373.537,-0.026143,-0.011189,0.011781,
03/31/2015,3138.922,2999.463,139.459,-1977.303,1977.303,1161.619,0.0,-629.302,166.01,,52.44,410.852,532.317,54.79,-14.339,223.26,-237.599,,,0.0,587.107,-212.678,374.429,0.0,0.0,0.0,374.429,7.346,381.775,-1.016,0.0,380.759,380.759,0.0,373.541,1.0,1.0,1.0,377.713,0.99,0.99,0.99,
06/30/2015,2806.408,2644.292,162.116,-2109.08,2109.08,697.328,0.0,-729.056,156.529,,55.24,517.287,-31.728,32.191,-2.384,246.331,-248.715,,,0.0,0.463,14.571,15.034,0.0,0.0,0.0,15.034,2.387,17.421,-1.015,0.0,16.406,26.51935,10.11335,373.654,0.04,0.04,0.070973,373.662,0.04,0.04,0.067066,
09/30/2015,2327.555,2171.999,155.556,-1982.595,1982.595,344.96,0.0,-649.263,215.302,,58.466,375.495,-304.303,32.118,-7.875,230.593,-238.468,,,0.0,-272.185,90.273,-181.912,-1.729,-1.729,0.0,-180.183,8.026,-172.157,-1.016,0.0,-173.173,-160.37255,14.52945,372.547,-0.47,-0.47,-0.430476,372.547,-0.47,-0.47,-0.431,
12/31/2015,2455.802,2276.33,179.472,-1808.035,1808.035,647.767,0.0,-637.075,209.904,,57.987,369.184,10.692,30.459,-14.679,215.779,-230.458,,,0.0,41.151,-2.113,39.038,-3.793,-3.793,0.0,42.831,13.78,56.611,-1.016,0.0,55.595,52.56185,0.75985,370.163,0.150185,0.139938,0.141991,370.163,0.150185,0.139938,0.141991,
03/31/2016,1975.293,1915.642,59.651,-1688.531,1688.531,286.762,0.0,-626.272,187.255,,49.61,389.407,-339.51,37.547,-17.495,214.521,-232.016,,,0.0,-301.963,83.361,-218.602,0.0,0.0,0.0,-218.602,-3.262,-221.864,-1.016,0.0,-222.88,-221.4435,1.4365,372.367,-0.6,-0.6,-0.594692,372.367,-0.6,-0.6,-0.596142,
06/30/2016,2609.723,2458.93,150.793,-1819.961,1819.961,789.762,0.0,-695.119,186.259,,50.769,458.091,94.643,44.819,7.071,238.664,-231.593,,,0.0,139.462,-68.85,70.612,0.0,0.0,0.0,70.612,-12.308,58.304,-1.015,0.0,57.289,52.84365,-4.44535,372.556,0.15,0.15,0.141841,372.556,0.15,0.15,0.138068,
09/30/2016,2657.062,2492.881,164.181,-1729.282,1729.282,927.78,0.0,-710.566,239.16,,52.691,418.715,217.214,32.695,3.808,230.456,-226.648,,,0.0,249.909,-73.703,176.206,0.0,0.0,0.0,176.206,-20.832,155.374,-1.016,0.0,154.358,154.319,-0.039,370.404,0.41,0.41,0.416623,374.567,0.41,0.41,0.409896,
12/31/2016,2706.921,2563.818,143.103,-1780.238,1780.238,926.683,0.0,-742.113,194.638,,58.523,488.952,184.57,44.452,1.701,237.699,-235.998,,,0.0,229.022,-62.917,166.105,0.0,0.0,0.0,166.105,-27.918,138.187,-1.016,0.0,137.171,124.6,-12.571,369.402,0.371333,0.371333,0.337302,370.63,0.370102,0.370102,0.336184,
03/31/2017,2856.739,2529.367,327.372,-1578.952,1578.952,1277.787,0.0,-734.975,181.282,,49.51,504.183,542.812,-144.715,16.141,239.771,-223.63,,,0.0,398.097,-104.174,293.923,0.0,0.0,0.0,293.923,-11.499,282.424,-1.016,0.0,281.408,164.15905,-117.24895,369.267,0.76,0.76,0.444554,375.721,0.75,0.75,0.437936,
06/30/2017,864.653,811.069,53.584,-114.417,114.417,750.236,0.0,-684.711,177.566,,26.258,480.887,65.525,-19.268,33.372,282.915,-249.543,,,0.0,46.257,-26.185,20.072,-53.99,-53.99,0.0,74.062,-14.854,59.208,-1.015,0.0,58.193,4.1406,-0.0624,369.212,0.16,0.011384,0.011215,371.552,0.16,0.011384,0.011215,
09/30/2017,848.677,780.866,67.811,-114.448,114.448,734.229,0.0,-721.672,199.441,,28.76,493.471,12.557,12.991,17.066,270.982,-253.916,,,0.0,25.548,-9.77,15.778,-120.989,-120.989,0.0,136.767,-36.244,100.523,-1.172,0.0,99.351,-21.638,0.0,367.828,0.27,-0.058928,-0.058928,370.198,0.27,-0.058928,-0.058928,
12/31/2017,2929.543,2759.354,170.189,-1844.647,1844.647,1084.896,0.0,-788.05,241.602,,53.259,493.189,296.846,-5.838,15.35,281.685,-266.335,,,0.0,291.008,-542.913,-251.905,0.0,0.0,0.0,-251.905,-18.524,-270.429,-1.172,0.0,-271.601,190.76865,462.36965,366.481,-0.741105,-0.741105,0.520542,366.481,-0.741105,-0.741105,0.520542,
03/31/2018,885.889,831.921,53.968,-124.111,124.111,761.778,0.0,-744.163,226.344,0.0,28.16,489.659,17.615,20.148,11.952,287.174,-275.222,,,0.0,37.763,48.429,86.192,-52.957,-52.957,0.0,139.149,-13.452,125.697,-1.172,0.0,124.525,78.17161,6.60361,366.427,0.34,0.195313,0.213335,373.461,0.34,0.195313,0.212995,
06/30/2018,916.512,826.491,90.021,-135.736,135.736,780.776,0.0,-746.982,236.562,,31.905,478.515,33.794,3.721,29.632,356.946,-327.314,,,0.0,37.515,-9.598,27.917,-721.027,-721.027,0.0,748.944,-22.244,726.7,-1.171,0.0,725.529,4.502,0.0,352.049,2.05,0.012788,0.012788,356.075,2.03,0.00507,0.00507,
09/30/2018,1122.241,832.854,289.387,-129.446,129.446,992.795,0.0,-738.738,245.178,,32.295,461.265,254.057,18.635,0.232,336.968,-336.736,,,0.0,272.692,-90.391,182.301,0.0,0.0,0.0,182.301,11.61,193.911,-1.276,0.0,192.635,192.635,0.0,341.434,0.56,0.56,0.56,350.307,0.55,0.55,0.55,
02/28/2019,808.168,754.337,53.831,-118.789,118.789,689.379,0.0,-664.632,221.106,,33.934,409.592,24.747,24.57,2.743,389.587,-386.844,,,0.0,49.317,-2.302,47.015,0.0,0.0,0.0,47.015,-0.928,46.087,-1.276,0.0,44.811,46.22036,1.40936,315.175,0.14,0.14,0.14665,318.752,0.14,0.14,0.144421,
05/31/2019,1064.404,920.198,144.206,-140.802,140.802,923.602,0.0,-776.408,229.062,,36.786,510.56,147.194,36.285,-14.115,431.852,-445.967,,,0.0,183.479,488.797,672.276,0.0,0.0,0.0,672.276,-0.236,672.04,-1.276,0.0,670.764,671.53583,0.77183,307.01,2.17,2.17,2.187342,312.527,2.14,2.14,2.14247,
08/31/2019,812.689,643.441,169.248,-136.631,136.631,676.058,0.0,-755.504,268.742,,39.88,446.882,-79.446,92.709,-20.426,390.041,-410.467,,,0.0,13.263,36.131,49.394,0.0,0.0,0.0,49.394,0.358,49.752,-1.275,0.0,48.477,1.49807,-46.97893,310.288,0.16,0.16,0.004828,311.897,0.15,0.15,-0.000623,
11/30/2019,1069.455,753.006,316.449,-146.559,146.559,922.896,0.0,-790.861,290.733,,42.271,457.857,132.035,100.514,-19.285,341.377,-360.662,,,0.0,232.549,-38.671,193.878,0.0,0.0,0.0,193.878,2.939,196.817,-1.276,0.0,195.541,-337.59332,-533.13432,310.262,0.630245,0.630245,-1.088091,316.585,0.617657,0.617657,-1.088091,
02/29/2020,1365.898,1253.903,111.995,-131.624,131.624,1234.274,0.0,-1007.501,297.838,,39.47,670.193,226.773,-68.979,1.124,327.49,-326.366,,,0.0,157.794,-45.773,112.021,0.0,0.0,0.0,112.021,2.411,114.432,-1.422,0.0,113.01,140.02247,27.01247,302.406,0.37,0.37,0.463028,308.28,0.37,0.37,0.457623,
05/31/2020,1140.799,1109.18,31.619,-156.25,156.25,984.549,0.0,-887.951,249.118,,40.366,598.467,96.598,-21.091,14.37,251.102,-236.732,,,0.0,75.507,-31.962,43.545,0.0,0.0,0.0,43.545,2.778,46.323,-1.404,0.0,44.919,132.27246,87.35346,286.764,0.16,0.16,0.461259,286.764,0.16,0.16,0.461259,
08/31/2020,858.0,,,,,,,,,,,,,,,,,,,,32.9,,-31.5,,,,,,-31.5,,,-31.5,23.65,,,-0.12,-0.12,0.075,,-0.12,-0.12,0.075,
11/30/2020,816.0,,,,,,,,,,,,,,,,,,,,20.45,,1.2,,,,,,1.2,,,1.2,14.25,,,,,0.05,,,,0.05,
