Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2016,4901.261,676.639,676.639,0.0,192.16,192.16,0.0,44.648,,,,,17.643,5.425,0.422,,,0.35,931.09,3313.969,16371.439,-13057.47,0.0,656.202,620.232,620.232,0.0,35.548,3970.171,,269.028,39.241,,,229.787,0.0,0.0,,,,,88.064,,1.872,84.252,357.092,1486.211,1486.211,,,,443.627,,,,,246.553,195.202,1929.838,2286.93,0.0,2774.202,0.948,2773.254,0.0,-160.397,0.526,2614.331,0.0,2614.331,4901.261,
06/30/2016,4531.823,641.739,641.739,0.0,229.634,229.634,0.0,37.852,,,,,8.382,5.09,0.0,,,2.173,917.607,2958.814,16527.846,-13569.032,0.0,655.402,620.232,620.232,0.0,35.17,3614.216,,275.718,55.564,,,220.154,0.0,0.0,,,,,127.608,,3.209,99.209,403.326,1486.795,1486.795,,,,294.9,,,,,92.446,199.245,1781.695,2185.021,0.0,2776.755,0.95,2775.805,0.0,-430.674,0.721,2346.802,0.0,2346.802,4531.823,
09/30/2016,4538.747,698.696,698.696,0.0,226.983,226.983,0.0,34.909,,,,,5.915,3.453,0.003,,,1.315,966.503,2918.524,16674.835,-13756.311,0.0,653.72,620.232,620.232,0.0,33.485,3572.244,,311.979,53.428,,,258.551,0.0,0.0,,,,,129.339,,1.099,107.766,441.318,1487.371,1487.371,,,,276.776,,,,,87.523,188.154,1764.147,2205.465,0.0,2775.754,0.95,2774.804,0.0,-443.48,1.008,2333.282,0.0,2333.282,4538.747,
12/31/2016,4237.724,652.876,652.876,0.0,274.57,274.57,0.0,33.342,,,,,8.516,7.335,0.0,,55.835,1.181,969.304,2559.732,16909.237,-14349.505,0.0,708.688,620.232,620.232,0.0,32.621,3268.42,,353.267,74.486,,,278.781,0.0,0.0,0.0,0.0,,,169.085,0.0,2.57,119.715,522.352,1487.939,1487.939,0.0,0.0,,184.444,0.0,0.0,0.0,0.0,0.0,181.874,1672.383,2194.735,0.0,2764.403,0.951,2763.452,0.0,-722.359,0.945,2042.989,0.0,2042.989,4237.724,
03/31/2017,4393.999,578.908,578.908,0.0,319.142,319.142,0.0,37.487,,,,,13.69,5.715,2.438,,10.424,1.594,949.227,2778.87,17470.947,-14692.077,0.0,665.902,620.232,620.232,0.0,32.808,3444.772,,355.108,86.182,,,268.926,0.0,0.0,,,,,152.214,,0.0,141.376,507.322,1488.5,1488.5,,,,187.228,,,,,,187.228,1675.728,2183.05,0.0,2772.247,0.951,2771.296,0.0,-562.645,1.347,2210.949,0.0,2210.949,4393.999,
06/30/2017,4562.98,519.595,519.595,0.0,335.531,335.531,0.0,45.486,,,,,27.264,5.894,0.442,,0.0,1.567,927.876,2981.557,17511.808,-14530.251,0.0,653.547,620.232,620.232,0.0,32.873,3635.104,,383.18,87.833,,,295.347,0.0,0.0,,,,,143.041,,0.0,142.943,526.221,1486.097,1486.097,,,,238.907,,,,,48.322,190.585,1725.004,2251.225,0.0,2775.55,0.953,2774.597,0.0,-465.366,1.571,2311.755,0.0,2311.755,4562.98,
09/30/2017,4769.054,422.808,422.808,0.0,403.185,403.185,,54.545,,,,,13.594,3.913,0.129,,0.0,2.757,894.132,3222.619,17852.503,-14629.884,,652.303,620.232,620.232,0.0,31.942,3874.922,,432.269,88.888,,,343.381,0.0,0.0,,,,,160.356,,0.212,154.578,592.625,1486.509,1486.509,,,,287.857,,,,,99.695,187.95,1774.366,2366.991,0.0,2774.213,0.953,2773.26,0.0,-373.955,1.805,2402.063,0.0,2402.063,4769.054,
12/31/2017,5042.639,400.534,400.534,0.0,460.174,460.174,0.0,49.722,,,,,25.205,8.518,2.086,,0.0,1.536,935.635,3452.452,18201.285,-14748.833,0.0,654.552,620.232,620.232,0.0,32.234,4107.004,,450.235,98.386,,,351.849,0.0,0.0,0.0,0.0,,,229.339,0.0,4.268,187.273,679.574,1486.92,1486.92,0.0,0.0,,307.867,0.0,0.0,0.0,0.0,101.618,201.981,1794.787,2474.361,0.0,2765.338,0.954,2764.384,0.0,-199.259,2.199,2568.278,0.0,2568.278,5042.639,
03/31/2018,5260.364,463.81,463.81,0.0,415.248,415.248,0.0,54.223,,,,,44.709,7.198,9.441,,,1.354,977.99,3619.147,18488.37,-14869.223,0.0,663.227,620.232,620.232,0.0,33.554,4282.374,,409.435,100.417,,,309.018,0.0,0.0,,,,,248.863,,3.98,194.695,658.298,1487.33,1487.33,,,,363.143,,,,,158.511,200.652,1850.473,2508.771,0.0,2762.521,0.954,2761.567,0.0,-12.937,2.009,2751.593,0.0,2751.593,5260.364,
06/30/2018,5531.393,410.823,410.823,0.0,444.655,444.655,0.0,53.375,,,,,81.289,7.419,2.33,,0.0,0.927,990.142,3883.784,18884.227,-15000.443,0.0,657.467,620.232,620.232,0.0,34.905,4541.251,,465.61,95.239,,,370.371,0.0,0.0,,,,,271.349,,11.511,180.869,736.959,1487.739,1487.739,,,,420.197,,,,,201.35,207.336,1907.936,2644.895,0.0,2771.486,0.954,2770.532,0.0,112.811,2.201,2886.498,0.0,2886.498,5531.393,
09/30/2018,5818.435,863.946,863.946,0.0,471.423,471.423,,55.546,,,,,36.8,4.133,0.154,,0.0,1.491,1427.715,3732.641,18856.752,-15124.111,0.0,658.079,620.232,620.232,0.0,37.693,4390.72,,554.173,141.426,,,412.747,0.0,,,,,,291.172,,14.076,193.692,845.345,1488.147,1488.147,,,,459.121,,,,,244.592,200.453,1947.268,2792.613,0.0,2779.159,0.956,2778.203,0.0,243.923,2.74,3025.822,0.0,3025.822,5818.435,
12/31/2018,6062.084,800.666,800.666,0.0,454.2,454.2,0.0,55.553,,,,,113.72,7.554,9.246,,0.0,4.227,1424.139,3973.016,19260.768,-15287.752,0.0,664.929,620.232,620.232,0.0,35.451,4637.945,,486.269,106.814,,,379.455,0.0,0.0,0.0,0.0,,,222.438,0.0,2.267,194.811,708.707,1488.554,1488.554,0.0,0.0,,535.037,0.0,0.0,0.0,0.0,334.473,198.297,2023.591,2732.298,0.0,2786.146,0.958,2785.188,0.0,542.885,0.755,3329.786,0.0,3329.786,6062.084,
03/31/2019,7557.192,20.93,20.93,0.0,465.902,465.902,0.0,62.6,,,,,46.776,8.135,0.626,,,2.811,596.208,6164.448,21626.912,-15462.464,0.0,796.536,727.573,727.573,0.0,68.337,6960.984,,547.983,90.854,,,457.129,68.761,0.0,68.761,5.936,62.825,,293.17,,0.756,215.613,909.914,2193.583,1983.727,209.856,23.5,186.356,610.713,,,,,405.294,204.663,2804.296,3714.21,62.5,3230.952,1.014,3229.938,0.0,547.626,1.904,3842.982,0.0,3842.982,7557.192,
06/30/2019,7595.934,19.414,19.414,0.0,387.362,387.362,0.0,58.306,,,,,54.974,8.985,0.613,,0.0,3.032,520.056,6277.566,21936.929,-15659.363,0.0,798.312,727.573,727.573,0.0,70.126,7075.878,,516.286,119.076,,,397.21,62.119,0.0,62.119,,62.119,,236.262,,0.84,186.206,814.667,2175.643,1955.759,219.884,28.471,191.413,662.111,,,,,439.429,221.842,2837.754,3652.421,81.62,3224.346,1.015,3223.331,0.0,635.339,2.208,3943.513,0.0,3943.513,7595.934,
09/30/2019,7619.205,23.885,23.885,0.0,425.329,425.329,0.0,49.113,,,,,58.252,6.22,5.715,,0.0,2.647,556.579,6231.906,22211.57,-15979.664,0.0,830.72,751.836,751.836,0.0,73.169,7062.626,,496.757,65.925,,,430.832,67.208,0.0,67.208,,67.208,,232.734,,0.403,207.751,796.699,2184.379,1957.457,226.922,27.277,199.645,666.949,,,,,446.961,219.585,2851.328,3648.027,81.62,3235.336,1.018,3234.318,0.0,654.212,0.01,3971.178,0.0,3971.178,7619.205,
12/31/2019,7140.029,94.722,94.722,0.0,448.584,448.584,0.0,47.893,,,,,30.287,10.759,0.58,,,1.584,621.486,5729.989,22453.533,-16723.544,0.0,788.554,716.865,716.865,0.0,71.109,6518.543,,467.998,49.02,,,418.978,66.003,0.0,66.003,,66.003,,224.62,0.0,1.018,207.939,758.621,2169.418,1959.169,210.249,26.077,184.172,554.229,0.0,0.0,0.0,0.0,338.424,214.787,2723.647,3482.268,81.62,3244.346,1.021,3243.325,0.0,331.795,0.0,3657.761,0.0,3657.761,7140.029,
03/31/2020,6218.346,88.706,88.706,0.0,329.977,329.977,0.0,45.108,,,,,212.8,9.985,7.121,,,2.278,676.591,5464.786,22720.107,-17255.321,0.0,76.969,0.0,0.0,0.0,69.848,5541.755,,417.29,56.5,,,360.79,65.958,0.0,65.958,,65.958,,141.851,,16.235,135.079,625.099,2168.348,1985.758,182.59,,182.59,553.779,,,,,322.067,215.477,2722.127,3347.226,62.5,3274.901,1.021,3273.88,0.0,-466.281,,2871.12,0.0,2871.12,6218.346,
06/30/2020,4869.788,43.842,43.842,0.0,244.826,244.826,0.0,51.184,,,,,84.25,10.25,0.0,,,2.41,424.102,4376.998,22750.653,-18373.655,0.0,68.688,0.0,0.0,0.0,68.688,4445.686,,293.494,25.032,,,268.462,56.901,0.0,56.901,,56.901,,154.38,,23.21,102.824,504.775,2141.294,1986.271,155.023,,155.023,291.252,,,,,50.524,217.518,2432.546,2937.321,81.62,3242.266,1.022,3241.244,0.0,-1391.419,0.0,1932.467,0.0,1932.467,4869.788,
