Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1993,212.548004,,-141.699997,,70.848007,,-55.898998,,,,14.949,-6.232,,,,0.0,,6.232,8.717,-3.289,5.428,0.0,,,5.428,0.0,5.428,0.0,,5.428,5.428,,25.174,0.215,0.215,,25.174,0.215,0.215,0.215,
09/30/1993,195.078995,,-129.813995,,65.264999,,-57.152,,,,8.113,-36.620998,,,,0.0,,36.620998,-28.507998,8.252,-20.256001,0.0,,,-20.255999,0.0,-20.256001,0.0,,-20.256001,-20.256001,,25.233999,-0.805,-0.805,,25.233999,-0.805,-0.805,-0.805,
12/31/1993,169.354004,,-114.741997,,54.612007,,-43.793999,,,,10.818,52.993,,17.882,,0.0,,-70.875,63.811,-34.139999,29.671,24.0,,,5.671001,0.0,5.671,0.0,,5.671,5.671,,25.306,0.22,1.17,1.17,25.306,0.22,1.17,1.17,
03/31/1994,274.084015,,-209.335007,,64.749008,,-52.601002,,,,12.148,-7.997,,8.777,,0.0,,-0.78,4.150999,-1.716,2.435,-0.425,,,2.859999,0.24,3.1,0.0,,3.1,3.1,,25.414,0.12,0.105,,25.414,0.12,0.105,0.105,
06/30/1994,285.807007,,-215.794006,,70.013,,-51.842999,,,,18.17,-7.495,,8.193,,0.0,,-0.698,10.675,-4.234,6.441,-0.249,,,6.69,0.21,6.9,0.0,,6.9,6.9,,25.518,0.27,0.26,,25.518,0.27,0.26,0.26,
09/30/1994,249.804993,,-187.147003,,62.65799,,-50.32,,,,12.338,-7.668,,9.129,,0.0,,-1.461,4.670001,-2.388,2.282,-0.168,,,2.450001,0.75,3.2,0.0,,3.2,3.2,,25.656,0.125,0.12,,25.656,0.125,0.12,0.12,
12/31/1994,270.174011,,-209.229004,,60.945007,,-51.035,,,,9.91,-9.4,,9.121,,0.0,,0.279,0.51,-0.783,-0.273,-0.175,,,-0.098,0.998,0.9,0.0,,0.9,0.9,,25.78,0.035,0.03,0.03,25.78,0.035,0.03,0.03,
03/31/1995,275.769012,,-217.212997,,58.556015,,-53.095001,,,,5.461,-4.796,,9.23,,0.0,,-4.434,0.665,-0.133,0.532,-0.049,,,0.581,-0.331,0.25,0.0,,0.25,0.25,,26.077999,0.01,0.005,,26.077999,0.01,0.005,0.005,
06/30/1995,293.376007,,-224.886002,,68.490005,,-54.422001,,,,14.068,-9.598,,9.123,,0.0,,0.475,4.47,-2.478,1.992,0.143,,,1.849,1.58,3.429,0.0,,3.429,3.429,,26.280001,0.13,0.14,,26.280001,0.13,0.14,0.14,
09/30/1995,268.790009,,-205.037994,,63.752014,,-49.306,,,,14.446,-7.609,,8.892,,0.0,,-1.283,6.837,-2.873,3.964,3.502,,,0.462,0.24,0.702,0.0,,0.702,0.702,,26.406,0.025,0.16,,26.406,0.025,0.16,0.16,
12/31/1995,260.167999,,-206.399994,,53.768005,,-46.486,,,,7.282,-17.554,,8.484,,0.0,,9.07,-10.272,5.711,-4.561,0.329,,,-4.89,-4.767,-9.657,0.0,,-9.657,-9.657,,26.622,-0.365,-0.35,-0.35,26.622,-0.365,-0.35,-0.35,
03/31/1996,292.308014,,-228.733002,,63.575012,,-49.819,,,,13.756,-9.15,,8.814,,0.0,,0.336,4.605999,-1.842,2.764,0.0,,,2.763999,0.0,2.764,0.0,,2.764,2.764,,27.059999,0.1,0.1,0.155,27.059999,0.1,0.1,0.155,
06/30/1996,310.622986,,-236.615005,,74.00798,,-53.383999,,,,20.624001,-14.935,,8.292,,0.0,,6.643,5.689001,-2.162,3.527,0.379,,,3.148001,0.0,3.148,0.0,,3.148,3.148,,27.658001,0.115,0.13,0.36,27.658001,0.115,0.13,0.36,
09/30/1996,254.979004,,-191.647003,,63.332001,,-47.841999,,,,15.49,-9.302,,7.759,,0.0,,1.543,6.188,-2.351,3.837,0.774,,,3.063,0.0,3.063,0.0,,3.063,3.063,,28.417999,0.11,0.14,0.205,28.417999,0.11,0.135,0.205,
12/31/1996,251.511993,,-193.164993,,58.347,,-42.611,,,,15.736,-80.252998,,6.902,,0.0,,73.350998,-64.516998,-1.255,-65.772003,5.474,,,-71.245998,0.0,-71.246002,0.0,,-71.246002,-71.246002,,28.718,-2.54,-2.345,0.16,28.718,-2.54,-2.345,0.16,
03/31/1997,236.662,,-174.167,,62.495,,-46.351,,,,16.144,61.408,4.328,4.328,,,,-65.736,77.552,-42.817,34.735,10.33,,,24.405,-0.03,24.375,0.0,,24.375,24.375,50.96,28.452,0.855,1.22,3.02,29.092,0.84,1.195,2.945,
06/30/1997,539.599976,,-358.5,,181.099976,,-126.800003,,,,54.299999,-1.4,,3.3,,0.0,,-1.9,52.899999,-18.5,34.400002,0.0,,,34.399999,0.0,34.400002,0.0,,34.400002,34.400002,,41.952,0.82,0.82,0.82,42.208,0.815,0.815,0.815,
09/30/1997,475.700012,,-331.200012,,144.5,,-111.800003,,,,32.700001,22.7,,3.3,,0.0,,-26.0,55.400001,-19.4,36.0,-2.3,,,38.300001,0.0,38.299999,0.0,,38.299999,38.299999,,42.088002,0.91,0.855,0.09,42.32,0.905,0.85,0.09,
12/31/1997,433.700012,,-283.299988,,150.400024,,-102.099998,,,,48.299999,58.799998,,3.3,,0.0,,-62.099998,107.099997,-70.800003,36.299999,3.7,,,32.599994,0.0,32.599998,0.0,,32.599998,32.599998,,40.523998,0.805,0.895,0.81,40.523998,0.805,0.895,0.81,
03/31/1998,374.4,,-248.8,,125.6,,-94.4,,,,31.2,6.8,3.2,,,,,-10.0,38.0,-14.6,23.4,,,,23.4,,23.4,,,23.4,23.4,,39.11,0.6,0.6,0.6,39.35,0.595,0.595,0.595,
06/30/1998,401.7,,-257.0,,144.7,,-99.3,,,,45.4,4.6,5.4,5.4,,,,-10.0,50.0,-19.2,30.8,,,,30.8,,30.8,0.0,,30.8,30.8,,36.688,0.84,0.84,0.84,36.976,0.835,0.835,0.835,
09/30/1998,409.9,,-271.5,,138.4,,-105.5,,,,32.9,6.2,4.2,4.2,,,,-10.4,39.1,-15.0,24.1,,,,24.1,,24.1,0.0,,24.1,24.1,,36.456,0.66,0.66,0.66,36.642,0.66,0.66,0.66,
12/31/1998,639.400024,,-494.600006,,144.800018,,-172.199997,,,,-27.4,-133.399997,,11.2,,0.0,,122.199997,-160.799997,40.799999,-120.0,0.0,,,-119.999998,0.0,-120.0,0.0,,-120.0,-120.0,,60.144002,-1.995,-1.995,0.325,60.144002,-1.995,-1.995,0.325,
03/31/1999,646.9,,-432.9,,214.0,,-143.9,,,,70.1,-6.6,32.1,32.1,,0.0,,-25.5,63.5,-32.6,30.9,0.0,,,30.9,0.0,30.9,0.0,,30.9,30.9,,60.95,0.505,0.505,0.475,61.414,0.505,0.505,0.475,
06/30/1999,671.4,,-446.5,,224.9,,-135.7,,,,89.2,-19.2,30.0,30.0,,0.0,,-10.8,70.0,-28.4,41.6,0.0,,,41.6,0.0,41.6,0.0,,41.6,41.6,-1.2,61.404,0.675,0.675,0.655,62.166,0.67,0.67,0.65,
09/30/1999,668.9,,-444.3,,224.6,,-131.1,,,,93.5,-16.7,28.7,28.7,,0.0,,-12.0,76.8,-32.7,44.1,0.0,,,44.1,0.0,44.1,0.0,,44.1,44.1,,61.702,0.715,0.715,0.715,62.796,0.7,0.7,0.7,
12/31/1999,725.1,,-486.1,,239.0,,-140.0,,,,99.0,-14.5,26.8,26.8,,0.0,,-12.3,84.5,-93.6,-9.1,6.0,,,-15.1,0.0,-15.1,0.0,,-15.1,-15.1,,62.064,-0.245,-0.145,0.7,62.064,-0.245,-0.145,0.7,
03/31/2000,627.8,,-421.6,,206.2,,-129.0,,,,77.2,-13.1,22.3,22.3,,0.0,,-9.2,64.1,-26.3,37.8,8.8,,,29.0,0.0,29.0,0.0,0.0,29.0,29.0,,61.84,0.47,0.61,0.61,63.176,0.46,0.6,0.6,
06/30/2000,695.1,,-461.8,,233.3,,-138.5,,,,94.8,-12.6,24.1,24.1,,0.0,,-11.5,82.2,-33.7,48.5,0.0,,,48.5,0.0,48.5,0.0,0.0,48.5,48.5,,61.792,0.785,0.785,0.77,63.38,0.765,0.765,0.75,
09/30/2000,645.1,,-423.3,,221.8,,-131.8,,,,90.0,16.3,24.2,24.2,,0.0,,-40.5,106.3,-43.6,62.7,0.0,,,62.7,0.0,62.7,0.0,0.0,62.7,62.7,,61.834,1.015,1.015,0.81,64.508,0.97,0.97,0.775,
12/31/2000,710.9,,-470.0,,240.9,,-135.9,,,,105.0,-22.0,24.4,24.4,,0.0,,-2.4,83.0,-33.7,49.3,0.0,,,49.3,0.0,49.3,0.0,0.0,49.3,49.3,,61.122,0.805,0.805,0.86,63.258,0.78,0.78,0.83,
03/31/2001,680.4,,-463.3,,217.1,,-140.1,,,,77.0,-17.0,24.7,24.7,,0.0,,-7.7,60.0,-24.6,35.4,0.0,,,35.4,0.0,35.4,0.0,0.0,35.4,35.4,,60.57,0.59,0.59,0.62,61.952,0.57,0.57,0.605,
06/30/2001,910.1,,-623.4,,286.7,,-185.8,,,,100.9,-72.2,30.3,30.3,,0.0,,41.9,28.7,-15.3,13.4,0.0,,,13.4,0.0,13.4,0.0,0.0,13.4,13.4,,70.34,0.19,0.19,0.775,72.186,0.185,0.185,0.755,
09/30/2001,1216.699951,,-816.900024,,399.799927,,-262.100006,,,,137.699997,-33.799998,,39.599998,,0.0,,-5.8,103.899999,-44.700001,59.200001,0.0,,,59.199998,0.0,59.200001,0.0,0.0,59.200001,59.200001,,80.178001,0.74,0.74,0.77,81.755997,0.72,0.72,0.75,
12/31/2001,1307.1,,-858.0,,449.1,,-256.5,,,,192.6,-71.2,39.1,39.1,,0.0,,32.1,121.4,-56.4,65.0,0.0,,,65.0,0.0,65.0,0.0,0.0,65.0,65.0,,80.678,0.805,0.805,1.04,82.344,0.79,0.79,1.02,
03/31/2002,1068.6,,-721.3,,347.3,,-207.9,,,,139.4,-33.8,,36.9,,0.0,-10.3,7.2,105.6,-40.9,64.7,148.2,,,-83.5,0.0,-83.5,0.0,0.0,-83.5,-83.5,,81.294,-1.025,0.8,0.85,83.454,-1.0,0.78,0.83,
06/30/2002,1204.7,,-799.8,,404.9,,-225.0,,,,179.9,-68.6,38.4,38.4,,0.0,,30.2,111.3,-44.7,66.6,8.3,,,58.3,0.0,58.3,0.0,0.0,58.3,58.3,,165.188,0.355,0.405,0.55,169.34,0.345,0.395,0.535,
09/30/2002,1233.3,,-848.4,,384.9,,-217.6,,,,167.3,-40.0,48.8,48.8,,0.0,,-8.8,127.3,-49.7,77.6,1.8,,,75.8,0.0,75.8,0.0,0.0,75.8,75.8,,81.968,0.92,0.94,0.9725,83.194,0.91,0.93,0.9625,
12/31/2002,1315.7,,-887.6,,428.1,,-223.1,,,,205.0,-74.8,45.9,45.9,,0.0,,28.9,130.2,-50.2,80.0,3.2,,,76.8,0.0,76.8,0.0,0.0,76.8,76.8,,79.913,0.96,1.0,1.25,80.546,0.95,0.99,1.23,
03/31/2003,1116.2,,-771.3,,344.9,,-222.1,,,,104.9,-42.4,,45.2,,0.0,-10.0,7.2,62.5,-23.1,39.4,31.0,,,8.4,0.0,8.4,0.0,0.0,8.4,8.4,,79.657,0.11,0.5,0.57,79.915,0.11,0.49,0.56,
06/30/2003,1255.0,,-870.1,,384.9,,-240.8,,,,144.1,-63.3,45.6,45.6,,,,17.7,80.8,-29.9,50.9,-2.9,,,53.8,,53.8,0.0,,53.8,53.8,15.245,77.567,0.69,0.65,0.846,77.903,0.69,0.65,0.8457,
09/30/2003,1120.9,,-773.1,,347.8,,-197.9,,,,149.9,-46.8,45.2,45.2,,0.0,,1.6,103.1,-37.8,65.3,-9.6,,,74.9,0.0,74.9,0.0,0.0,74.9,74.9,,75.601,0.99,0.86,0.86,76.72,0.98,0.85,0.85,
12/31/2003,1468.4,,-1042.0,,426.4,,-261.9,,,,182.4,-37.3,,61.6,,0.0,-24.3,-208.6,353.7,-58.4,99.4,0.5,,,294.8,,98.9,0.0,0.0,98.9,98.9,,74.383,1.329605,1.329605,1.336327,76.198,1.297934,1.297934,1.232933,
03/31/2004,990.900024,,-725.0,,265.900024,,-197.100006,,,,68.800003,-37.6,39.0,39.0,,0.0,,-1.4,31.200003,-12.1,19.1,-17.799999,,,36.900002,,36.900002,0.0,0.0,36.900002,36.900002,,74.122002,0.5,0.26,0.32,75.958,0.49,0.25,0.31,
06/30/2004,1073.300049,,-801.599976,,271.700073,,-215.399994,,,,56.299999,-37.099999,34.8,34.799999,,0.0,,2.299999,19.2,19.200001,38.400002,-16.200001,,,54.600002,0.0,54.6,0.0,0.0,54.6,54.6,-4.615,74.685997,0.73,0.51,0.45,85.246,0.67,0.48,0.43,
09/30/2004,1028.8,,-760.1,,268.7,,-191.1,,,,77.6,-112.8,40.4,42.8,-2.4,0.0,,72.4,-35.2,-0.7,-35.9,-38.1,,,2.2,,2.2,0.0,0.0,2.2,2.2,,74.301,0.03,-0.48,0.43,74.301,0.03,-0.48,0.43,
12/31/2004,1185.4,,-870.5,,314.9,,-356.2,,,,-41.3,-150.9,,34.4,,0.0,,116.5,-192.2,55.0,-137.2,-26.4,,,-110.8,,-110.8,0.0,0.0,-110.8,-110.8,,73.8669,-1.5,-1.84,0.2678,73.8667,-1.5,-1.84,0.2678,
03/31/2005,977.6,,-731.2,,246.4,,-205.8,,,,40.6,-138.0,30.8,32.3,-1.5,0.0,,107.2,-97.4,38.9,-58.5,-741.9,,,683.4,0.0,683.4,0.0,0.0,683.4,683.4,,74.556,9.17,-0.78,0.09,74.556,9.17,-0.78,0.09,
06/30/2005,1026.9,,-757.1,,269.8,,-207.6,,,,62.2,-27.3,9.6,15.0,-5.4,0.0,,17.7,34.9,-36.4,-1.5,-323.3,,,321.8,0.0,321.8,0.0,0.0,321.8,321.8,,74.285,4.33,-0.02,0.41,74.285,4.33,4.33,0.41,
09/30/2005,961.6,,-694.4,,267.2,,-194.8,,,,72.4,1.7,4.8,10.1,-5.3,0.0,,-6.5,74.1,-20.8,53.3,15.9,,,37.4,0.0,37.4,0.0,0.0,37.4,37.4,,70.981,0.53,0.75,0.7,81.825,0.49,0.49,0.64,
12/31/2005,1072.9,,-770.8,,302.1,,-188.5,,,,113.6,-83.2,6.7,13.2,-6.5,0.0,,76.5,30.4,-49.3,-18.9,-66.3,,,47.4,0.0,47.4,0.0,0.0,47.4,47.4,,64.623,0.73,-0.26,1.08,64.623,0.73,-0.26,1.08,
03/31/2006,953.5,,-701.0,,252.5,0.0,-211.4,207.6,,3.8,41.1,-1.9,10.6,13.8,-3.2,0.0,-9.8,1.1,39.2,-15.7,23.5,1.8,,,21.7,,21.7,0.0,0.0,21.7,21.7,,59.971,0.36,0.39,0.39,65.363,0.35,0.38,0.38,
06/30/2006,1042.6,,-750.0,,292.6,,-221.9,,,,70.7,-23.4,12.8,16.4,-3.6,,,10.6,47.3,16.3,63.6,-46.7,,,110.3,,110.3,,,110.3,110.3,,58.744,1.88,1.08,1.08,60.212,1.83,1.83,1.06,
09/30/2006,1033.2,,-734.5,,298.7,,-208.0,,,,90.7,-7.6,13.8,15.9,-2.1,0.0,,-6.2,83.1,-32.4,50.7,98.8,,,-48.1,0.0,-48.1,0.0,0.0,-48.1,-48.1,,56.899,-0.85,0.89,0.92,58.398,-0.82,-0.82,0.9,
12/31/2006,1138.3,,-812.7,,325.6,,-203.3,,,,122.3,-8.4,13.0,16.7,-3.7,0.0,,-4.6,113.9,-26.0,87.9,1.1,,,86.8,0.0,86.8,0.0,0.0,86.8,86.8,,57.441,1.51,1.44,1.22,58.927,1.47,1.4,1.18,
03/31/2007,1015.1,,-738.0,,277.1,,-223.4,,,,53.7,-5.4,13.4,16.8,-3.4,0.0,,-8.0,48.3,-16.6,31.7,2.5,,,29.2,0.0,29.2,0.0,0.0,29.2,29.2,,58.606,0.5,0.54,0.54,60.123,0.49,0.53,0.53,
06/30/2007,1207.9,,-879.7,,328.2,,-220.3,,,,107.9,-6.3,14.8,15.5,-0.7,0.0,,-8.5,101.6,-30.4,71.2,7.3,,,63.9,0.0,63.9,0.0,0.0,63.9,63.9,,55.837,1.14,1.27,1.28,57.286,1.12,1.24,1.25,
09/30/2007,1172.0,,-825.9,,346.1,,-222.6,,,,123.5,-15.7,21.2,23.5,-2.3,0.0,,-5.5,107.8,-12.9,94.9,2.0,,,92.9,0.0,92.9,0.0,0.0,92.9,92.9,,53.045,1.75,1.79,1.46,54.473,1.71,1.74,1.42,
12/31/2007,1180.4,,-804.7,,375.7,,-237.9,263.2,,-25.3,137.8,-15.7,21.5,21.1,-2.8,0.0,,-2.6,126.7,-25.6,96.5,-11.7,,,112.8,0.0,108.2,0.0,0.0,108.2,108.2,,51.973,1.97,1.77,1.63,53.438,2.02,1.85,1.65,
03/29/2008,1349.9,,-946.1,,403.8,,-297.0,290.3,,6.7,106.8,-12.3,28.8,31.1,-2.3,,-11.6,-4.9,94.5,-30.1,64.4,-0.2,,,64.6,-3.2,61.4,0.0,0.0,61.4,61.4,0.455,53.158,1.15,1.17,1.17855,54.144,1.13,1.15,1.1584,
06/28/2008,1504.9,,-1043.8,,461.1,,-297.2,290.6,,6.6,163.9,-24.2,27.4,29.3,-1.9,,-11.6,8.4,139.7,-49.4,90.3,-4.3,,,94.6,0.2,94.8,0.0,0.0,94.8,94.8,,53.656,1.77,1.68,1.73,54.646,1.73,1.65,1.7,
09/27/2008,1481.9,,-1040.1,,441.8,,-282.4,276.0,,6.4,159.4,-30.5,24.9,28.3,-3.4,,-9.9,15.5,128.9,-17.8,111.1,-7.2,,,118.3,-1.3,117.0,0.0,0.0,117.0,117.0,,53.964,2.16,2.03469,3.91,54.876,2.12,1.988795,3.83,
12/31/2008,1505.8,,-1043.5,,462.3,,-279.8,273.8,,6.0,182.5,-134.1,24.0,27.3,-3.3,,-12.4,122.5,48.4,-55.2,-6.8,-2.1,,,-4.7,-20.6,-25.3,0.0,0.0,-25.3,-25.3,84.825,53.323,-0.48,-0.2,1.390777,53.323,-0.48,-0.2,1.390777,
03/28/2009,1159.6,1159.6,-827.6,827.6,332.0,0.0,-259.1,242.0,,17.1,72.9,-22.3,20.9,23.0,-2.1,,-10.8,12.2,50.6,-12.3,38.3,14.0,14.0,0.0,24.3,0.1,24.4,0.0,0.0,24.4,40.7417,2.3417,49.952,0.49,0.78,0.815617,50.278,0.48,0.77,0.815617,
06/27/2009,1193.5,1193.5,-845.4,845.4,348.1,0.0,-270.6,242.1,5.2,23.3,77.5,-16.8,20.7,22.8,-2.1,,-5.5,1.6,60.7,-21.6,39.1,6.0,6.0,0.0,33.1,,33.1,0.0,0.0,33.1,55.4872,16.3872,49.021,0.68,0.81,1.131907,49.424,0.68,0.8,1.131564,
09/26/2009,1173.6,1173.6,-819.0,819.0,354.6,0.0,-252.3,227.4,5.6,19.3,102.3,-22.1,21.1,22.9,-1.8,,-5.6,6.6,80.2,-29.4,50.8,18.8,18.8,0.0,32.0,,32.0,0.0,0.0,32.0,64.7075,13.9075,49.17,0.94,0.99,1.315996,49.65,0.93,0.98,1.260111,
12/31/2009,1324.1,1324.1,-937.8,937.8,386.3,0.0,-468.7,249.8,,218.9,-82.4,-13.7,21.9,23.4,-1.5,,-7.5,-0.7,-96.1,16.1,-80.0,-6.8,-6.8,0.0,-73.2,1.1,-72.1,0.0,0.0,-72.1,268.59,347.49,49.316,-1.46,-1.63,5.446305,49.316,-1.46,-1.63,5.416192,
04/03/2010,1084.6,1084.6,-771.4,771.4,313.2,0.0,-261.3,248.3,6.2,6.8,51.9,-22.3,18.9,20.5,-1.6,,-8.7,12.1,29.6,-11.7,17.9,-3.4,-3.4,0.0,21.3,0.8,22.1,0.0,0.0,22.1,29.32,10.62,49.53,0.45,0.38,0.591964,49.921,0.44,0.37,0.582736,
07/03/2010,1188.8,1188.8,-835.8,835.8,353.0,0.0,-265.3,254.5,6.4,4.4,87.7,-13.9,19.3,20.6,-1.3,,-7.2,1.8,73.8,-4.2,69.6,-8.4,-8.4,0.0,78.0,,78.0,0.0,0.0,78.0,52.46,-17.14,49.657,1.59,1.42,1.056447,50.294,1.57,1.4,1.056447,
10/02/2010,1288.4,1288.4,-910.4,910.4,378.0,0.0,-269.4,253.7,6.8,8.9,108.6,-47.4,21.4,22.4,-1.0,,-6.4,32.4,61.2,-21.5,39.7,0.0,0.0,0.0,39.7,-0.3,39.4,0.0,0.0,39.4,61.83185,22.43185,49.74,0.79,0.79,1.243101,50.445,0.78,0.78,1.224679,
12/31/2010,1325.0,1325.0,-936.4,936.4,388.6,0.0,-293.6,267.9,,25.7,95.0,-14.9,22.2,23.7,-1.5,,-7.9,0.6,80.1,-15.7,64.4,0.6,0.6,0.0,63.8,,63.8,0.0,0.0,63.8,67.5,3.1,49.941,1.31,1.32,1.351595,50.718,1.29,1.3,1.351595,
04/02/2011,984.9,984.9,-692.1,692.1,292.8,0.0,-250.4,242.4,5.6,2.4,42.4,-10.9,22.7,24.0,-1.3,,-8.8,-3.0,31.5,-10.8,20.7,-4.1,-4.1,0.0,24.8,-1.7,23.1,0.0,0.0,23.1,19.585,0.585,50.264,0.46,0.38,0.389643,50.94,0.45,0.37,0.381484,
07/02/2011,1136.8,1136.8,-822.4,822.4,314.4,0.0,-266.5,231.9,5.7,28.9,47.9,-18.2,22.3,23.7,-1.4,,-5.0,0.9,29.7,-4.7,25.0,-10.0,-10.0,0.0,35.0,-0.7,34.3,0.0,0.0,34.3,59.04585,34.04585,50.554,0.68,0.48,1.154129,51.365,0.67,0.47,1.132822,
10/01/2011,1166.0,1166.0,-842.4,842.4,323.6,0.0,-235.3,222.5,5.6,7.2,88.3,-49.0,22.4,23.8,-1.4,,-7.1,33.7,39.3,11.5,50.8,-11.5,-11.5,0.0,62.3,-1.6,60.7,0.0,0.0,60.7,32.98,-16.22,50.618,1.2,0.971986,0.651547,50.804,1.2,0.971986,0.651547,
12/31/2011,1258.1,1258.1,-912.2,912.2,345.9,0.0,-238.6,217.2,,21.4,107.3,-38.5,24.0,25.5,-1.5,,-7.5,22.0,68.8,-10.3,58.5,-5.0,-5.0,0.0,63.5,-1.0,62.5,0.0,0.0,62.5,68.575,11.075,50.558,2.83,-3.62,1.356363,50.672,2.83,-3.62,-3.401437,
