Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
10/31/1989,,8.506,6.979,0.021,-15.766,-0.26,,,,,,,,,,,,,,,,,
01/31/1990,,11.978,7.161,-0.563,-40.398998,-21.823,,,,,,,,,,,,,,,,,
04/30/1990,,9.59,7.442,-1.962,-74.719002,-59.648998,,,,,,,,,,,,,,,,,
07/31/1990,,12.448,7.523,4.693,95.695999,120.360001,,,,,,,,,,,,,,,120.360001,,
10/31/1990,,9.663,7.217,-2.012,-10.908,3.96,,,,,,,,,,,,,,,,,
01/31/1991,,13.067,7.641,0.206,-4.246,16.667999,,,,,,,,,,,,,,,,,
04/30/1991,,-50.923,7.246,66.357002,-20.318001,2.362,,,,,,,,,,,,,,,,,
07/31/1991,,12.63,7.723,-3.387,-13.04,3.926,,,,,,,,,,,,,,,3.926,,
10/31/1991,,9.1,7.622,-0.367,-17.278,-0.923,,,,,,,,,,,,,,,,,
01/31/1992,,17.200001,8.04,-3.98,-13.796,7.464,,,,,,,,,,,,,,,,,
04/30/1992,,16.0,20.291,1.453,3.748,41.492001,,,,,,,,,,,,,,,,,
07/31/1992,,-7.0,10.671,12.779,-2.521,13.929,,,,,,,,,,,,,,,,,
10/31/1992,,-69.699997,8.87,82.518997,-41.723999,-20.035,,,,,,,,,,,,,,,,,
01/31/1993,,20.9,8.596,-3.699,-2.346,23.451,,,,,,,,,,,,,,,,,
04/30/1993,,-14.2,17.988001,50.391998,-39.474998,14.705,,,,,,,,,,,,,,,,,
06/30/1993,,6.06,5.85,-0.432,32.833,44.311001,,,,,,,,,,,,,,,,,
09/30/1993,,1.098,10.666,12.704,-39.196999,-14.729,,,,,,,,,,,,,,,,,
12/31/1993,,22.113001,11.588,-2.778,-16.406,14.517,,,,,,,,,,,,,,,,,
03/31/1994,,20.395,8.52,-0.184,-14.448,14.283,,,,,,,,,,,,,,,,,
06/30/1994,,7.521,11.905,-7.625,11.094,22.895,,,,,,,,,,,,,,,22.895,,
09/30/1994,,14.944,9.928,1.733,-32.476002,-5.871,,,,,,,,,,,,,,,,,
12/31/1994,,17.091,10.324,-0.248,-5.862,21.305,,,,,,,,,,,,,,,,,
03/31/1995,,36.675999,10.143,-23.893,25.507999,48.433998,,,,,,,,,,,,,,,,,
06/30/1995,,-1.834,10.275,18.711,-19.014,8.138,,,,,,,,,,,,,,,8.138,,
09/30/1995,,17.594,10.535,2.138,-48.050999,-17.784,,,-7.172,,,,,,,,,,,,,,
12/31/1995,,22.756001,10.519,-4.126,15.789,44.938,,,-6.091,,,,,,,,,,,,,,
03/31/1996,,-35.938,9.418,76.426003,-15.34,34.566002,,,-9.406,,,,,,,,,,,,,,
06/30/1996,,9.532,10.768,4.94,24.962,50.202,-7.628,,-7.628,,,,,,,,,,,,42.574,,
09/30/1996,,28.6,8.93,-10.886,-33.216999,-6.573,,,-7.968,,,,,,,,,,,,,,
12/31/1996,,73.599998,10.576,-46.202999,0.211,38.183998,,,-18.254,,,,,,,,,,,,,,
03/31/1997,,9.3,9.777,29.865999,-12.407,36.535999,,,-20.562,,,,,,,,,,,,,,
06/30/1997,,21.5,14.596,-20.835001,29.787001,45.048,-23.038,,-23.038,,,,,,,,,,,,22.01,,
09/30/1997,,22.299999,8.82,3.014,-50.143002,-16.009001,-26.313,4.195,-32.943001,0.0,0.0,2.435,0.782,-7.454,4.327,0.0,0.0,2.889,0.0,1.02,-41.540001,,
12/31/1997,,7.3,8.82,33.111,-13.89,35.341,-102.952003,2.337,-21.893999,0.0,0.0,-83.394997,-6.612,-7.538,-1.348,0.0,0.0,2.565,0.0,-0.291,-74.223,,
