Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/29/1992,4136.288086,206.893005,121.413002,85.480003,538.815979,,,53.909,,,,,134.283997,,,,,,,933.901978,2614.025879,3365.99292,-751.96698,353.039001,,,235.320999,,,,,235.320999,3202.38588,,139.274002,139.274002,,,242.035995,,,,,,358.005005,,,358.005005,739.315002,1013.711975,,,,,585.26001,,,,585.26001,1598.971985,2338.286987,,,,,-240.916,,2038.916977,1798.000977,,1798.000977,4136.287964,
05/31/1992,4236.0,200.0,114.0,86.0,566.0,,,57.0,,,,,274.0,,,,,,,1097.0,2645.0,3401.0,-756.0,267.0,,,227.0,,,,,227.0,3139.0,,169.0,169.0,,,239.0,,,,,,466.0,,,466.0,874.0,1066.0,,,,,622.0,,,,622.0,1688.0,2562.0,0.0,1010.0,,,-273.0,,937.0,1674.0,0.0,1674.0,4236.0,
08/31/1992,4292.942871,166.453995,78.393997,88.059998,557.932983,,,58.888,,,,,294.316986,,,,,,,1077.592041,2707.916016,3493.680908,-785.765015,95.838997,,,411.596008,,,,,411.596008,3215.351021,,142.007004,142.007004,,,201.214005,,,,,,503.940002,,,503.940002,847.161011,1125.718994,,,,,625.919006,,,,625.919006,1751.638,2598.799011,0.0,,,,-287.774994,,1981.919037,1694.144043,0.0,1694.144043,4292.943054,
11/30/1992,4220.279785,211.440002,124.551003,86.889,548.356018,,,58.854,,,,,284.645996,,,,,,,1103.296021,2640.730957,3438.625,-797.893982,76.454002,,,399.799011,,,,,399.799011,3116.983971,,132.572006,132.572006,,,188.748001,,,,,,499.562988,,,499.562988,820.882996,1085.803955,,,,,583.017029,,,,583.017029,1668.820984,2489.703979,0.0,,,,-286.716003,,2017.292053,1730.57605,0.0,1730.57605,4220.280029,
02/28/1993,4292.942871,166.453995,78.393997,88.059998,557.932983,,,58.888,,,,,294.316986,,,,,,,1077.592041,2707.916016,3493.680908,-785.765015,95.838997,,,411.596008,,,,,411.596008,3215.351021,,142.007004,142.007004,,,201.214005,,,,,,503.940002,,,503.940002,847.161011,1125.718994,,,,,625.919006,,,,625.919006,1751.638,2598.799011,0.0,,,,-287.774994,,1981.919037,1694.144043,0.0,1694.144043,4292.943054,
05/31/1993,4173.0,239.0,141.0,98.0,502.0,,,62.0,,,,,265.0,,,,,,,1068.0,2492.0,3314.0,-822.0,190.0,,,423.0,,,,,423.0,3105.0,,140.0,140.0,,,284.0,,,,,,489.0,,,489.0,913.0,892.0,,,,,616.0,,,,616.0,1508.0,2421.0,0.0,1021.0,,,-286.0,,1017.0,1752.0,0.0,1752.0,4173.0,
08/31/1993,4230.684082,263.873993,175.658997,88.214996,585.763,,,61.473,,,,,376.868988,,,,,,,1287.979004,2416.530029,3247.471924,-830.942017,97.046997,,,429.127991,,,,,429.127991,2942.705017,,115.339996,115.339996,,,331.696014,,,,,,718.39502,,,718.39502,1165.43103,804.744019,,,,,562.799011,,,,562.799011,1367.54303,2532.97406,0.0,,,,-286.424988,,1984.215027,1697.790039,0.0,1697.790039,4230.764099,
11/30/1993,3724.629883,232.261993,165.246994,67.014999,428.098999,,,57.785,,,,,808.517029,,,,,,,1526.662964,1768.552979,2440.205078,-671.651978,264.687988,,,164.725998,,,,,164.725998,2197.966965,,142.160004,142.160004,,,242.789993,,,,,,674.889969,,,674.889969,1059.839966,756.68103,,,,,432.367004,,,,432.367004,1189.048035,2248.888,0.0,,,,-286.057007,,1761.79895,1475.741943,0.0,1475.741943,3724.629944,
02/28/1994,3718.988037,417.294006,350.859009,66.434998,396.60199,,,55.194,,,,,667.552002,,,,,,,1536.641968,1744.064941,2421.709961,-677.64502,272.519989,,,165.761002,,,,,165.761002,2182.345932,,152.783997,152.783997,,,187.341003,,,,,,884.715942,,,884.715942,1224.840942,722.590027,,,,,457.847992,,,,457.847992,1180.438019,2405.278961,0.0,,,,-285.46701,,1599.175995,1313.708984,0.0,1313.708984,3718.987946,
05/31/1994,3697.0,373.0,313.0,60.0,385.0,,,55.0,,,,,631.0,,,,,,,1444.0,1764.0,2536.0,-772.0,73.0,,,416.0,,,,,416.0,2253.0,,176.0,176.0,,,612.0,,,,,,852.0,,,852.0,1640.0,223.0,,,,,514.0,,,,514.0,737.0,2377.0,0.0,1029.0,,,-282.0,,573.0,1320.0,0.0,1320.0,3697.0,
08/31/1994,3336.345947,164.834,112.304001,52.529999,372.843994,,,53.943001,,,,,462.944,,,,,,,1054.564941,1794.495972,2582.669922,-788.174011,72.148003,,,415.136993,,,,,415.136993,2281.780968,,144.317993,144.317993,,,606.039001,,,,,,427.903016,,,427.903016,1178.26001,243.856003,,,,,466.584991,,,,466.584991,710.440994,1888.701004,0.0,,,,-279.375,,1667.53894,1388.16394,59.480999,1447.644939,3336.345943,
11/30/1994,3303.399902,183.200005,131.800003,51.400002,411.399994,,,54.799999,,,,,387.0,,,,,,,1036.400024,1780.900024,2622.5,-841.599976,67.699997,,,418.399994,,,,,418.399994,2267.000015,,139.0,139.0,,,608.0,,,,,,385.400024,,,385.400024,1132.400024,236.300003,,,,,500.100006,,,,500.100006,736.400009,1868.800033,0.0,,,,-278.100006,,1712.699982,1434.599976,0.0,1434.599976,3303.400009,
02/28/1995,3330.699951,196.099998,144.5,51.599998,411.100006,,,55.299999,,,,,354.299988,,,,,,,1016.799988,1786.699951,2663.199951,-876.5,67.699997,,,459.5,,,,,459.5,2313.899948,,129.5,129.5,,,126.699997,,,,,,368.700027,,,368.700027,624.900024,725.599976,,,,,495.200012,,,,495.200012,1220.799988,1845.700012,0.0,,,,-276.200012,,1761.200012,1485.0,0.0,1485.0,3330.700012,
05/31/1995,7918.0,294.0,155.0,139.0,565.0,,,116.0,,,,,649.0,,,,,,,1624.0,3319.0,4143.0,-824.0,,,,2975.0,,,,,2975.0,6294.0,,359.0,359.0,,,287.0,,,,,,710.0,,,710.0,1356.0,3273.0,,,,,1303.0,,,,1303.0,4576.0,5932.0,0.0,1518.0,,,-272.0,,740.0,1986.0,0.0,1986.0,7918.0,
08/31/1995,7884.700195,242.000008,106.400002,135.600006,601.799988,,,119.900002,,,,,478.0,,,,,,,1441.699951,3418.0,4288.899902,-870.900024,,,,3025.0,,,,,3025.0,6443.0,,258.200012,258.200012,,,278.700012,,,,,,720.299927,,,720.299927,1257.199951,3226.100098,,,,,1295.5,,,,1295.5,4521.600098,5778.800049,0.0,,,,-271.600006,,2377.499908,2105.899902,0.0,2105.899902,7884.699951,
11/30/1995,8140.5,234.0,98.800003,135.199997,731.200012,,,125.099998,,,,,364.299988,,,,,,,1454.599976,3563.500183,4464.700195,-901.200012,,,,3122.399902,,,,,3122.399902,6685.900085,,268.100006,268.100006,,,275.5,,,,,,635.099945,,,635.099945,1178.699951,3254.899902,,,,,1351.900024,,,,1351.900024,4606.799926,5785.499877,0.0,,,,-219.300003,,2574.300003,2355.0,0.0,2355.0,8140.499877,
02/29/1996,8322.799805,243.699997,114.199997,129.5,804.599976,,,126.900002,,,,,341.5,,,,,,,1516.699951,3590.0,4547.799805,-957.799988,,,,3216.100098,,,,,3216.100098,6806.100098,,287.100006,287.100006,,,92.099998,,,,,,648.100044,,,648.100044,1027.300049,3270.0,,,,,1369.699951,,,,1369.699951,4639.699951,5667.0,0.0,,,,-58.5,,2714.300049,2655.800049,0.0,2655.800049,8322.800049,
05/31/1996,10768.0,219.0,107.0,112.0,1040.0,,,170.0,,,,,611.0,,,,,,,2040.0,4984.0,6304.0,-1320.0,0.0,,,3744.0,,,,,3744.0,8728.0,,530.0,530.0,,,120.0,,,,,,891.0,,,891.0,1541.0,4421.0,,,,,1529.0,,,,1529.0,5950.0,7491.0,0.0,2193.0,,,-40.0,,1124.0,3277.0,0.0,3277.0,10768.0,
08/31/1996,8425.5,209.299995,104.099998,105.199997,884.799988,,,131.899994,,,,,350.200012,,,,,,,1576.199951,3688.999817,4701.799805,-1012.799988,,,,3160.300049,,,,,3160.300049,6849.299866,,320.5,320.5,,,58.5,,,,,,643.700012,,,643.700012,1022.700012,3183.399902,,,,,1455.599976,,,,1455.599976,4638.999878,5661.69989,0.0,16.4,,,-38.700001,,2786.099903,2763.799902,0.0,2763.799902,8425.499792,
11/30/1996,8572.5,159.899997,56.799999,103.099998,1006.299988,,,134.699997,,,,,334.899994,,,,,,,1635.800049,3738.099853,4789.899902,-1051.800049,,,,3198.600098,,,,,3198.600098,6936.699951,,266.700012,266.700012,,,44.400002,,,,,,633.80001,,,633.80001,944.900024,3332.5,,,,,1448.900024,,,,1448.900024,4781.400024,5726.300048,0.0,16.5,,,-38.700001,,2868.399952,2846.199951,0.0,2846.199951,8572.499999,
02/28/1997,11586.799805,173.100002,61.299999,111.800003,1348.300049,,,185.899994,,,,,669.099976,,,,,,,2376.399902,5283.299805,6765.299805,-1482.0,,,,3927.100098,,,,,3927.100098,9210.399903,,416.799988,416.799988,,,50.599998,,,,,,1088.69999,,,1088.69999,1556.099976,4855.5,,,,,1700.400024,,,,1700.400024,6555.900024,8112.0,0.0,22.799999,,,-38.700001,,3490.700001,3474.799999,0.0,3474.799999,11586.799999,
05/31/1997,11705.0,151.0,35.0,116.0,1346.0,,,193.0,,,,,701.0,,,,,,,2391.0,5490.0,6922.0,-1432.0,0.0,,,3824.0,,,,,3824.0,9314.0,,540.0,540.0,,,28.0,,,,,,1301.0,,,1301.0,1869.0,5022.0,,,,,1590.0,,,,1590.0,6612.0,8481.0,0.0,2334.0,,,-39.0,,929.0,3224.0,0.0,3224.0,11705.0,
08/31/1997,11898.0,222.0,103.0,119.0,1347.0,,,199.0,,,,,650.0,,,,,,,2418.0,5657.0,7174.0,-1517.0,0.0,,,3823.0,,,,,3823.0,9480.0,,514.0,514.0,,,22.0,,,,,,1100.0,,,1100.0,1636.0,5293.0,,,,,1588.0,,,,1588.0,6881.0,8517.0,0.0,23.0,,,-70.0,,3428.0,3381.0,0.0,3381.0,11898.0,
11/30/1997,12183.0,139.0,14.0,125.0,1559.0,,,204.0,,,,,721.0,,,,,,,2623.0,5677.0,7269.0,-1592.0,0.0,,,3883.0,,,,,3883.0,9560.0,,476.0,476.0,,,16.0,,,,,,1142.0,,,1142.0,1634.0,5520.0,,,,,1569.0,,,,1569.0,7089.0,8723.0,0.0,23.0,,,-70.0,,3507.0,3460.0,0.0,3460.0,12183.0,
02/28/1998,12715.0,149.0,17.0,132.0,1725.0,,,211.0,,,,,636.0,,,,,,,2721.0,5835.0,7563.0,-1728.0,0.0,,,4159.0,,,,,4159.0,9994.0,,536.0,536.0,,,13.0,,,,,,1091.0,,,1091.0,1640.0,5755.0,,,,,1627.0,,,,1627.0,7382.0,9022.0,0.0,23.0,,,-70.0,,3740.0,3693.0,0.0,3693.0,12715.0,
05/31/1998,12833.0,155.0,23.0,132.0,1742.0,,,214.0,,,,,779.0,,,,,,,2890.0,6014.0,7779.0,-1765.0,0.0,,,3929.0,3414.0,,,,515.0,9943.0,,657.0,657.0,,,10.0,,,,,,1100.0,,,1100.0,1767.0,5829.0,,,,,1679.0,,,,1679.0,7508.0,9275.0,0.0,2498.0,,,-70.0,,1130.0,3558.0,0.0,3558.0,12833.0,
08/31/1998,12970.0,156.0,21.0,135.0,1885.0,,,218.0,,,,,727.0,,,,,,,2986.0,6103.0,7960.0,-1857.0,0.0,,,3881.0,3412.0,,,,469.0,9984.0,,525.0,525.0,,,11.0,,,,,,1112.0,,,1112.0,1648.0,6025.0,,,,,1634.0,,,,1634.0,7659.0,9307.0,0.0,,,,-70.0,,3733.0,3663.0,0.0,3663.0,12970.0,
11/30/1998,13629.0,171.0,32.0,139.0,2044.0,,,237.0,,,,,631.0,,,,,,,3083.0,6422.0,8373.0,-1951.0,0.0,,,4124.0,3557.0,,,,567.0,10546.0,,554.0,554.0,,,10.0,,,,,,1256.0,,,1256.0,1820.0,6309.0,,,,,1636.0,,,,1636.0,7945.0,9765.0,0.0,,,,-70.0,,3934.0,3864.0,0.0,3864.0,13629.0,
02/28/1999,13885.0,191.0,61.0,130.0,2303.0,,,244.0,,,,,584.0,,,,,,,3322.0,6432.0,8465.0,-2033.0,0.0,,,4131.0,3607.0,,,,524.0,10563.0,,642.0,642.0,,,35.0,,,,,,1168.0,,,1168.0,1845.0,6496.0,,,,,1571.0,,,,1571.0,8067.0,9912.0,0.0,,,,-70.0,,4043.0,3973.0,0.0,3973.0,13885.0,
05/31/1999,13771.0,159.0,29.0,130.0,2318.0,2318.0,,221.0,,,,,1264.0,,,,,,,3962.0,5839.0,7703.0,-1864.0,569.0,,,3401.0,3401.0,3283.0,118.0,,0.0,9809.0,,713.0,713.0,,,45.0,,,,,,1264.0,,,1264.0,2022.0,6391.0,,,,,1488.0,,,,1488.0,7879.0,9901.0,,2534.0,,,-70.0,1329.0,77.0,3870.0,,3870.0,13771.0,
08/31/1999,13693.0,143.0,24.0,119.0,2424.0,,,226.0,,,,,1158.0,,,,,,,3951.0,5818.0,7780.0,-1962.0,0.0,,,3924.0,3384.0,,,,540.0,9742.0,,600.0,600.0,,,44.0,,,,,,1123.0,,,1123.0,1767.0,6525.0,,,,,1449.0,,,,1449.0,7974.0,9741.0,0.0,,,,-70.0,,4022.0,3952.0,0.0,3952.0,13693.0,
11/30/1999,13275.0,154.0,31.0,123.0,2468.0,,,218.0,,,,,678.0,,,,,,,3518.0,5843.0,7895.0,-2052.0,0.0,,,3914.0,3368.0,,,,546.0,9757.0,,605.0,605.0,,,36.0,,,,,,1284.0,,,1284.0,1925.0,5780.0,,,,,1481.0,,,,1481.0,7261.0,9186.0,0.0,,,,-70.0,,4159.0,4089.0,0.0,4089.0,13275.0,
02/29/2000,13392.0,149.0,38.0,111.0,2569.0,,,218.0,,,,,847.0,,,,,,,3783.0,5793.0,7881.0,-2088.0,0.0,,,3816.0,3365.0,,,,451.0,9609.0,,608.0,608.0,,,11.0,,,,,,1181.0,,,1181.0,1800.0,5997.0,,,,,1492.0,,,,1492.0,7489.0,9289.0,0.0,,,,-70.0,,4173.0,4103.0,0.0,4103.0,13392.0,
05/31/2000,13161.0,245.0,135.0,110.0,2506.0,2506.0,,223.0,,,,,620.0,,,,,,,3594.0,5894.0,8141.0,-2247.0,344.0,,,3329.0,3329.0,3235.0,94.0,,0.0,9567.0,,671.0,671.0,,,9.0,,,,,,1232.0,,,1232.0,1912.0,5668.0,,,,,1515.0,,,,1515.0,7183.0,9095.0,,2579.0,,,-70.0,1627.0,-70.0,4066.0,,4066.0,13161.0,
08/31/2000,13091.0,189.0,83.0,106.0,2515.0,,,226.0,,,,,629.0,,,,,,,3559.0,5842.0,8189.0,-2347.0,0.0,,,3690.0,3313.0,,,,377.0,9532.0,,601.0,601.0,,,10.0,,,,,,1225.0,,,1225.0,1836.0,5424.0,,,,,1538.0,,,,1538.0,6962.0,8798.0,0.0,,,,-70.0,,4363.0,4293.0,0.0,4293.0,13091.0,
11/30/2000,13121.0,187.0,82.0,105.0,2545.0,,,219.0,,,,,578.0,,,,,,,3529.0,5863.0,8310.0,-2447.0,0.0,,,3729.0,3329.0,,,,400.0,9592.0,,696.0,696.0,,,9.0,,,,,,1227.0,,,1227.0,1932.0,5047.0,,,,,1558.0,,,,1558.0,6605.0,8537.0,0.0,,,,-70.0,,4654.0,4584.0,0.0,4584.0,13121.0,
02/28/2001,13249.0,169.0,57.0,112.0,2647.0,,,219.0,,,,,544.0,,,,,,,3579.0,5892.0,8438.0,-2546.0,0.0,,,3778.0,3334.0,,,,444.0,9670.0,,684.0,684.0,,,14.0,,,,,,1202.0,,,1202.0,1900.0,4856.0,,,,,1553.0,,,,1553.0,6409.0,8309.0,0.0,,,,-70.0,,5010.0,4940.0,0.0,4940.0,13249.0,
05/31/2001,12995.0,166.0,62.0,104.0,2386.0,,,214.0,214.0,0.0,0.0,0.0,460.0,,,,,,,3226.0,5976.0,8583.0,-2607.0,0.0,,,3793.0,3398.0,3265.0,133.0,,395.0,9769.0,,775.0,775.0,,,25.0,25.0,0.0,0.0,,,1366.0,,,1366.0,2166.0,4202.0,4202.0,0.0,0.0,,1548.0,,,,1548.0,5750.0,7916.0,0.0,2923.0,,,-70.0,,2226.0,5079.0,0.0,5079.0,12995.0,
08/31/2001,13376.0,169.0,66.0,103.0,2348.0,,,223.0,223.0,0.0,0.0,0.0,541.0,,,,,,,3281.0,6221.0,,,0.0,,,3874.0,3515.0,3345.0,170.0,,359.0,10095.0,,801.0,801.0,,,30.0,,,,,,1265.0,,,1265.0,2096.0,4362.0,,,,,1634.0,,,,1634.0,5996.0,8092.0,0.0,3050.0,,,-164.0,,2398.0,5284.0,0.0,5284.0,13376.0,
11/30/2001,13423.0,166.0,63.0,103.0,2377.0,,,220.0,220.0,0.0,0.0,0.0,507.0,,,,,,,3270.0,6308.0,,,0.0,,,3845.0,3485.0,3319.0,166.0,,360.0,10153.0,,803.0,803.0,,,35.0,,,,,,1388.0,,,1388.0,2226.0,4321.0,,,,,1575.0,,,,1575.0,5896.0,8122.0,0.0,3088.0,,,-257.0,,2470.0,5301.0,0.0,5301.0,13423.0,
02/28/2002,13640.0,162.0,52.0,110.0,2477.0,,,227.0,227.0,0.0,0.0,0.0,544.0,,,,,,,3410.0,6391.0,,,0.0,,,3839.0,3476.0,3300.0,176.0,,363.0,10230.0,,818.0,818.0,,,9.0,,,,,,1453.0,,,1453.0,2280.0,4288.0,,,,,1607.0,,,,1607.0,5895.0,8175.0,0.0,3264.0,,,-550.0,,2751.0,5465.0,0.0,5465.0,13640.0,
05/31/2002,13814.0,138.0,38.0,100.0,2425.0,2425.0,,231.0,231.0,0.0,0.0,0.0,600.0,,,,,,,3394.0,6585.0,9571.0,-2986.0,363.0,,,3472.0,3472.0,3289.0,183.0,,0.0,10420.0,,968.0,968.0,,,99.0,95.0,4.0,4.0,,,1517.0,,,1517.0,2584.0,3919.0,3874.0,45.0,45.0,,1692.0,,,,1692.0,5611.0,8195.0,0.0,3393.0,,,-785.0,3055.0,-44.0,5619.0,0.0,5619.0,13814.0,
03/31/2003,13684.0,230.0,135.0,95.0,2733.0,2733.0,,221.0,,,,,1096.0,,,,,,,4280.0,6051.0,,,293.0,,,3060.0,3060.0,2880.0,180.0,,0.0,9404.0,,928.0,928.0,,,41.0,,,,,,1342.0,,,1342.0,2311.0,4025.0,,,,,1605.0,,,,1605.0,5630.0,7941.0,0.0,3987.0,,,-1395.0,3165.0,-14.0,5743.0,0.0,5743.0,13684.0,
06/30/2003,13515.0,324.0,221.0,103.0,2667.0,2667.0,,220.0,,,,,1070.0,,,,,,,4281.0,5899.0,,,295.0,,,3040.0,3040.0,2880.0,160.0,,0.0,9234.0,,911.0,911.0,,,23.0,,,,,,1350.0,,,1350.0,2284.0,4026.0,,,,,1674.0,,,,1674.0,5700.0,7984.0,,4066.0,,,-1493.0,2970.0,-12.0,5531.0,,5531.0,13515.0,
09/30/2003,13477.0,322.0,219.0,103.0,2465.0,2465.0,,224.0,,,,,1212.0,,,,,,,4223.0,5914.0,,,299.0,,,3041.0,3041.0,2885.0,156.0,,0.0,9254.0,,870.0,870.0,,,23.0,,,,,,1480.0,,,1480.0,2373.0,4032.0,,,,,1800.0,,,,1800.0,5832.0,8205.0,,4112.0,,,-1491.0,2662.0,-11.0,5272.0,,5272.0,13477.0,
12/31/2003,12298.0,742.0,619.0,123.0,2415.0,,,224.0,224.0,0.0,0.0,0.0,867.0,,,,,,,4248.0,5557.0,8113.0,-2556.0,386.0,,,2107.0,2107.0,1949.0,158.0,,0.0,8050.0,,987.0,987.0,,,18.0,4.0,14.0,14.0,,,1389.0,,,1389.0,2394.0,4039.0,4008.0,31.0,31.0,,1504.0,,,,1504.0,5543.0,7937.0,0.0,4150.0,,,-1491.0,1710.0,-8.0,4361.0,0.0,4361.0,12298.0,
03/31/2004,12131.0,641.0,507.0,134.0,2347.0,,,185.0,,,,,1691.000122,,,,,,,4864.0,4867.999512,,,360.0,,,2039.000122,2039.000122,1912.999878,126.000244,,0.0,7266.999634,,889.0,889.0,,,39.0,39.0,0.0,0.0,,,1270.000244,,,1270.000244,2198.000244,4009.0,4009.0,0.0,0.0,,1656.0,,,,1656.0,5665.0,7863.000244,0.0,4180.0,,,-1491.000122,1588.0,-8.999878,4268.0,0.0,4268.0,12131.000244,
06/30/2004,12150.0,1315.999878,1192.999878,123.0,1928.999878,,,187.0,,,,,1496.0,,,,,,,4928.0,4823.0,,,305.0,,,2094.0,2094.0,1912.999878,181.000122,,0.0,7222.0,,853.0,853.0,,,26.0,26.0,0.0,0.0,,,1194.0,,,1194.0,2073.0,4488.0,4488.0,0.0,0.0,,1702.0,,,,1702.0,6190.0,8263.0,0.0,4230.0,,,-1491.000122,1162.0,-13.999878,3887.0,0.0,3887.0,12150.0,
