Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2011,19456.2,72.6,72.6,0,901.3,901.3,0.0,0.0,0.0,0.0,0.0,0.0,280.5,,,104.6,,175.9,1254.4,6708.9,10633.9,-3925.0,0.0,,11492.9,11074.3,10646.7,427.6,418.6,18201.8,,1541.0,515.2,,82.8,943.0,9.7,0.0,,,,9.7,306.8,,,0.0,1857.5,7021.6,7021.6,,,,2962.6,1413.5,5.2,,1069.7,474.2,9984.2,11841.7,0,6490.0,4.0,6486.0,-930.7,2055.3,-2.2,7612.4,2.1,7614.5,19456.2,
12/31/2011,19551.5,66.3,66.3,0,825.8,825.8,0.0,0.0,0.0,0.0,0.0,0.0,373.6,,0.0,157.7,,212.9,1265.7,6792.3,10852.7,-4060.4,0.0,,11493.5,11056.6,10647.0,409.6,436.9,18285.8,,1567.1,563.6,0.0,72.2,931.3,34.8,0.0,,,,34.8,295.6,0.0,0.0,0.0,1897.5,6887.0,6887.0,,,,3083.6,1396.5,39.9,,1161.1,486.1,9970.6,11868.1,0,6499.6,4.0,6495.6,-961.5,2164.7,-21.5,7681.3,2.1,7683.4,19551.5,
03/31/2012,19455.9,73.5,73.5,0,808.4,808.4,0.0,0.0,0.0,0.0,0.0,0.0,297.3,,,144.4,,152.9,1179.2,6813.0,11063.8,-4250.8,0.0,,11463.7,11051.2,10653.1,398.1,412.5,18276.7,,1372.6,451.0,,80.3,841.3,34.2,0.0,,,,34.2,309.0,,,0.0,1715.8,6870.3,6870.3,,,,3116.1,1402.6,,51.7,1165.0,496.8,9986.4,11702.2,0,6536.0,4.0,6532.0,-992.8,2225.8,-17.3,7751.7,2.0,7753.7,19455.9,
06/30/2012,19590.3,69.3,69.3,0,845.3,845.3,0.0,0.0,0.0,0.0,0.0,0.0,319.7,53.4,,128.1,53.0,85.2,1234.3,6882.7,11204.7,-4322.0,0.0,,11473.3,11066.2,10677.6,388.6,407.1,18356.0,,1394.8,529.5,,68.6,796.7,34.0,0.0,,,,34.0,323.5,,,0.0,1752.3,7079.4,7079.4,,,,3075.9,1407.0,46.1,48.1,1151.9,422.8,10155.3,11907.6,0,6551.6,4.0,6547.6,-1133.9,2294.5,-31.8,7680.4,2.3,7682.7,19590.3,
09/30/2012,19634.3,74.0,74.0,0,854.2,854.2,0.0,0.0,0.0,0.0,0.0,0.0,341.8,63.3,,123.9,65.5,89.1,1270.0,6903.2,11385.7,-4482.5,0.0,,11461.1,11050.1,10678.2,371.9,411.0,18364.3,,1343.7,490.6,,71.6,781.5,44.4,0.0,,,,44.4,311.1,,,0.0,1699.2,7060.0,7060.0,,,,3133.5,1419.6,40.4,49.8,1165.3,458.4,10193.5,11892.7,0,6567.3,4.0,6563.3,-1169.6,2361.3,-19.8,7739.2,2.4,7741.6,19634.3,
12/31/2012,19616.9,67.6,67.6,0,836.6,836.6,0.0,0.0,0.0,0.0,0.0,0.0,327.1,54.4,,117.8,69.0,81.8,1231.3,6910.3,11559.3,-4649.0,0.0,,11475.3,11048.7,10690.0,358.7,426.6,18385.6,,1360.8,474.5,0.0,68.8,817.5,19.4,0.0,,,,19.4,314.8,0.0,,0.0,1695.0,7051.1,7051.1,,,,3165.1,1420.6,12.7,50.0,1232.7,449.1,10216.2,11911.2,0,6593.0,4.1,6588.9,-1287.1,2403.2,-5.8,7703.3,2.4,7705.7,19616.9,
03/31/2013,19639.1,130.1,130.1,0,821.9,821.9,0.0,0.0,0.0,0.0,0.0,0.0,271.3,58.0,,118.2,18.6,76.5,1223.3,6946.8,11765.4,-4818.6,0.0,,11469.0,11040.0,10696.9,343.1,429.0,18415.8,,1336.1,464.3,,70.3,801.5,25.1,0.0,,,,25.1,314.1,,,0.0,1675.3,7007.8,7007.8,,,,3221.6,1421.3,12.0,57.2,1208.5,522.6,10229.4,11904.7,0,6658.1,4.1,6654.0,-1363.8,2442.1,-4.7,7731.7,2.7,7734.4,19639.1,
06/30/2013,19774.2,96.7,96.7,0,876.5,876.5,0.0,0.0,0.0,0.0,0.0,0.0,295.6,50.6,,125.6,46.6,72.8,1268.8,7017.7,12006.9,-4989.2,0.0,,11487.7,11037.3,10707.2,330.1,450.4,18505.4,,1436.8,527.6,,66.9,842.3,15.3,0.0,,,,15.3,298.7,,,0.0,1750.8,7013.3,7013.3,,,,3296.9,1471.9,11.3,60.2,1171.9,581.6,10310.2,12061.0,0,6727.5,4.1,6723.4,-1422.7,2413.0,-7.4,7710.4,2.8,7713.2,19774.2,
09/30/2013,19826.0,97.3,97.3,0,906.8,906.8,0.0,0.0,0.0,0.0,0.0,0.0,286.3,67.9,,96.5,44.5,77.4,1290.4,7046.9,12195.3,-5148.4,0.0,,11488.7,11039.8,10712.6,327.2,448.9,18535.6,,1444.9,505.5,,70.1,869.3,15.5,0.0,,,,15.5,308.8,,,0.0,1769.2,7023.6,7023.6,,,,3293.8,1462.4,6.3,63.4,1156.3,605.4,10317.4,12086.6,0,6748.7,4.1,6744.6,-1501.2,2490.2,-0.8,7736.9,2.5,7739.4,19826.0,
12/31/2013,19949.2,213.3,213.3,0,890.7,890.7,0.0,0.0,0.0,0.0,0.0,0.0,317.9,59.0,0.0,117.6,55.3,79.0,1421.9,7036.8,12359.6,-5322.8,0.0,,11490.5,11039.9,10724.1,315.8,450.6,18527.3,,1398.9,511.4,0.0,68.2,819.3,15.7,0.0,,,,15.7,302.5,0.0,0.0,0.0,1717.1,7002.4,7002.4,,,,3323.6,1464.3,6.5,67.0,1185.4,600.4,10326.0,12043.1,0,6769.0,4.1,6764.9,-1501.2,2632.7,3.0,7903.5,2.6,7906.1,19949.2,
03/31/2014,19842.5,175.8,175.8,0,873.2,873.2,0.0,0.0,0.0,0.0,0.0,0.0,257.9,56.9,,118.3,0.0,82.7,1306.9,7053.4,12547.0,-5493.6,0.0,,11482.2,11028.8,10727.7,301.1,453.4,18535.6,,1384.9,491.1,,69.6,824.2,5.4,0.0,,,,5.4,307.1,,,0.0,1697.4,7007.9,7007.9,,,,3312.5,1464.1,5.9,73.4,1166.1,603.0,10320.4,12017.8,0,6792.2,4.1,6788.1,-1643.5,2671.9,1.4,7822.0,2.7,7824.7,19842.5,
06/30/2014,19876.0,49.5,49.5,0,932.8,932.8,0.0,0.0,0.0,0.0,0.0,0.0,242.8,52.6,,107.3,0.0,82.9,1225.1,7126.9,12810.4,-5683.5,0.0,,11524.0,11044.3,10752.3,292.0,479.7,18650.9,,1382.1,522.3,,65.8,794.0,10.1,0.0,,,,10.1,313.3,,,0.0,1705.5,7042.1,7042.1,,,,3272.9,1476.7,5.1,73.3,1149.5,568.3,10315.0,12020.5,0,6848.0,4.1,6843.9,-1757.3,2758.0,4.5,7853.2,2.3,7855.5,19876.0,
09/30/2014,19987.0,113.0,113.0,0,955.2,955.2,0.0,0.0,0.0,0.0,0.0,0.0,292.7,68.0,,112.1,31.6,81.0,1360.9,7149.3,13008.6,-5859.3,0.0,,11476.8,11040.3,10760.4,279.9,436.5,18626.1,,1402.8,517.3,,68.5,817.0,10.5,0.0,,,,10.5,311.7,,,0.0,1725.0,7020.0,7020.0,,,,3310.7,1495.3,4.4,76.2,1157.8,577.0,10330.7,12055.7,0,6867.6,4.1,6863.5,-1780.3,2843.9,-2.2,7929.0,2.3,7931.3,19987.0,
12/31/2014,20094.0,75.2,75.2,0,930.4,930.4,0.0,0.0,0.0,0.0,0.0,0.0,385.4,55.0,14.1,122.0,101.6,106.8,1391.0,7165.3,13196.1,-6030.8,0.0,,11537.7,11129.8,10830.9,298.9,393.8,18703.0,,1474.9,527.3,0.0,67.0,880.6,10.4,0.0,,,,10.4,340.7,0.0,,0.0,1826.0,7050.8,7050.8,,,,3469.4,1677.5,11.0,76.3,1149.0,555.6,10520.2,12346.2,0,6881.0,4.1,6876.9,-1901.8,2795.0,-28.9,7745.3,2.5,7747.8,20094.0,
03/31/2015,20593.7,134.3,134.3,0,930.4,930.4,0.0,0.0,0.0,0.0,0.0,0.0,279.0,57.6,,122.4,12.4,86.6,1343.7,7447.0,13670.4,-6223.4,0.0,,11803.0,11384.9,11095.5,289.4,418.1,19250.0,,1431.7,491.6,,69.9,870.2,10.1,0.0,,,,10.1,314.6,,,0.0,1756.4,7554.5,7554.5,,,,3518.1,1696.1,10.5,83.4,1140.1,588.0,11072.6,12829.0,0,6918.6,4.2,6914.4,-1997.0,2868.3,-27.8,7762.1,2.6,7764.7,20593.7,
06/30/2015,20666.6,99.9,99.9,0,969.4,969.4,0.0,0.0,0.0,0.0,0.0,0.0,271.6,54.9,,119.9,13.0,83.8,1340.9,7538.7,13930.3,-6391.6,0.0,,11787.0,11375.1,11102.4,272.7,411.9,19325.7,,1467.3,544.1,,70.8,852.4,5.1,0.0,,,,5.1,315.8,,,0.0,1788.2,7547.5,7547.5,,,,3566.2,1694.4,10.2,85.1,1138.5,638.0,11113.7,12901.9,0,6931.2,4.1,6927.1,-2107.2,2960.2,-21.7,7762.5,2.2,7764.7,20666.6,
09/30/2015,20791.8,102.5,102.5,0,988.8,988.8,0.0,0.0,0.0,0.0,0.0,0.0,353.0,76.6,,116.2,14.9,145.3,1444.3,7553.2,14051.3,-6498.1,0.0,,11794.3,11386.9,11128.3,258.6,407.4,19347.5,,1578.6,560.8,,69.4,948.4,5.4,0.0,,,,5.4,316.5,,,0.0,1900.5,7555.6,7555.6,,,,3533.5,1676.9,9.8,81.6,1133.4,631.8,11089.1,12989.6,0,6956.5,4.2,6952.3,-2200.4,3070.3,-26.6,7799.8,2.4,7802.2,20791.8,
12/31/2015,20535.9,32.4,32.4,0,962.9,962.9,0.0,0.0,0.0,0.0,0.0,0.0,235.0,66.1,16.5,0.0,78.5,90.4,1230.3,7552.8,14196.6,-6643.8,0.0,,11752.8,11391.9,11145.5,246.4,344.4,19305.6,,1477.6,577.4,0.0,71.6,828.6,5.5,0.0,,,,5.5,351.7,0.0,0.0,0.0,1834.8,7527.4,7415.9,111.5,111.5,,3397.1,1677.9,12.1,83.3,1131.8,492.0,10924.5,12759.3,0,4681.2,3.5,4677.7,-14.9,3138.3,-30.5,7774.1,2.5,7776.6,20535.9,
03/31/2016,20539.2,33.4,33.4,0,935.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,214.9,67.8,,,12.3,134.8,1183.3,7612.0,14454.8,-6842.8,0.0,,11743.9,11380.2,11149.1,231.1,363.7,19355.9,,1487.9,542.4,,70.1,875.4,5.5,0.0,,,,5.5,316.9,,,0.0,1810.3,7554.9,7444.6,110.3,110.3,,3408.1,1679.1,11.9,86.7,1128.9,501.5,10963.0,12773.3,0,4705.1,3.5,4701.6,-101.7,3190.9,-31.1,7763.2,2.7,7765.9,20539.2,
06/30/2016,20645.4,42.0,42.0,0,990.6,990.6,0.0,0.0,0.0,0.0,0.0,0.0,226.8,63.3,,,13.2,150.3,1259.4,7634.3,14669.9,-7035.6,0.0,,11751.7,11368.8,11154.2,214.6,382.9,19386.0,,1521.8,558.0,,72.0,891.8,5.6,0.0,,,,5.6,320.3,,,0.0,1847.7,7608.4,7499.1,109.3,109.3,,3431.3,1662.2,11.6,92.3,1139.9,525.3,11039.7,12887.4,0,4727.8,3.5,4724.3,-209.2,3268.0,-30.9,7755.7,2.3,7758.0,20645.4,
09/30/2016,20661.7,55.0,55.0,0,1016.7,1016.7,0.0,0.0,0.0,0.0,0.0,0.0,229.9,86.3,,,44.8,98.8,1301.6,7616.0,14793.3,-7177.3,0.0,,11744.1,11364.5,11163.1,201.4,379.6,19360.1,,1492.0,542.8,,68.0,881.2,5.7,0.0,,,,5.7,320.2,,,0.0,1817.9,7739.6,7631.8,107.8,107.8,,3462.7,1650.0,11.3,86.4,1194.7,520.3,11202.3,13020.2,0,4745.0,3.5,4741.5,-326.7,3243.9,-23.0,7639.2,2.3,7641.5,20661.7,
12/31/2016,20629.6,67.8,67.8,0,994.8,994.8,0.0,0.0,0.0,0.0,0.0,0.0,221.9,74.5,12.2,,51.5,95.9,1284.5,7588.6,14952.5,-7363.9,0.0,,11756.5,11345.5,11163.2,182.3,398.8,19345.1,,1490.6,553.8,,71.8,865.0,5.8,0.0,,,,5.8,315.6,0.0,0.0,0.0,1812.0,7653.1,7544.6,108.5,108.5,,3470.8,1684.8,6.7,88.3,1210.2,480.8,11123.9,12935.9,0,4768.0,3.5,4764.5,-414.9,3324.0,14.2,7691.3,2.4,7693.7,20629.6,
03/31/2017,20595.8,33.2,33.2,0,1017.4,1017.4,0.0,0.0,0.0,0.0,0.0,0.0,183.8,74.2,,,7.9,101.7,1234.4,7592.8,15119.8,-7527.0,0.0,,11768.6,11357.3,11184.3,173.0,411.3,19361.4,,1445.6,520.8,,69.2,855.6,6.2,0.0,,,,6.2,325.4,,,0.0,1777.2,7663.9,7556.6,107.3,107.3,,3469.0,1675.9,6.4,98.7,1218.5,469.5,11132.9,12910.1,0,4792.0,3.5,4788.5,-524.7,3402.5,13.5,7683.3,2.4,7685.7,20595.8,
06/30/2017,20761.1,36.0,36.0,0,1074.4,1074.4,0.0,0.0,0.0,0.0,0.0,0.0,182.4,69.7,,,11.2,101.5,1292.8,7690.1,15417.0,-7726.9,0.0,,11778.2,11365.7,11208.2,157.5,412.5,19468.3,,1515.7,596.5,,71.3,847.9,705.4,0.0,,,,705.4,321.9,,,0.0,2543.0,7075.7,6969.7,106.0,106.0,,3477.3,1671.1,6.3,94.6,1230.4,474.9,10553.0,13096.0,0,4807.3,3.5,4803.8,-652.2,3496.7,11.1,7662.9,2.2,7665.1,20761.1,
09/30/2017,20948.6,63.9,63.9,0,1126.9,1126.9,0.0,0.0,0.0,0.0,0.0,0.0,205.9,86.2,,,14.9,104.8,1396.7,7750.1,15606.2,-7856.1,0.0,,11801.8,11385.7,11233.6,152.1,416.1,19551.9,,1556.5,599.3,,69.0,888.2,705.7,0.0,,,,705.7,329.3,,,0.0,2591.5,7152.0,7047.4,104.6,104.6,,3530.9,1669.5,6.2,94.6,1267.5,493.1,10682.9,13274.4,0,4824.7,3.5,4821.2,-771.5,3603.4,15.4,7672.0,2.2,7674.2,20948.6,
12/31/2017,21147.0,83.3,83.3,0,1105.9,1105.9,0.0,0.0,0.0,0.0,0.0,0.0,247.6,78.6,8.0,,59.7,109.3,1436.8,7777.4,15822.1,-8044.7,0.0,,11932.8,11456.5,11315.4,141.1,468.3,19710.2,,1615.8,598.1,,74.5,943.2,706.7,0.0,,,,706.7,312.3,0.0,0.0,0.0,2634.8,7480.7,7372.3,108.4,108.4,,3070.4,1686.5,7.0,97.9,796.4,482.6,10551.1,13185.9,0,4843.1,3.5,4839.6,-1059.4,4152.5,22.6,7958.8,2.3,7961.1,21147.0,
03/31/2018,21108.7,62.6,62.6,0,1052.2,1052.2,0.0,0.0,0.0,0.0,0.0,0.0,239.2,86.0,1.2,,23.6,129.6,1354.0,7783.1,16028.4,-8245.3,0.0,,11971.6,11450.4,11329.1,121.3,520.0,19754.7,,1511.7,572.4,,76.2,863.1,707.0,0.0,,,,707.0,341.5,,,0.0,2560.2,7499.7,7391.7,108.0,108.0,,3134.5,1700.4,7.2,108.1,836.5,482.3,10634.2,13194.4,0,4875.1,3.5,4871.6,-1314.3,4309.3,41.7,7911.8,2.5,7914.3,21108.7,
06/30/2018,21203.7,61.3,61.3,0,1112.2,1112.2,0.0,0.0,0.0,0.0,0.0,0.0,195.9,72.7,1.5,,8.1,115.1,1369.4,7863.5,16287.6,-8424.1,0.0,,11970.8,11460.7,11345.3,115.4,508.6,19834.3,,1607.0,629.8,,74.9,902.3,41.9,0.0,,,,41.9,340.6,,,0.0,1989.5,8215.8,8109.4,106.4,106.4,,3149.6,1687.2,7.3,103.3,868.4,483.4,11365.4,13354.9,0,4891.9,3.5,4888.4,-1529.5,4430.9,52.8,7846.1,2.7,7848.8,21203.7,
09/30/2018,21402.1,81.9,81.9,0,1156.0,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,254.2,104.2,3.5,,17.3,132.7,1492.1,7913.9,16478.3,-8564.4,0.0,,11996.1,11488.1,11382.7,105.4,504.5,19910.0,,1648.1,661.3,,78.4,908.4,690.8,0.0,,,,690.8,336.4,,,0.0,2675.3,7556.7,7442.9,113.8,113.8,,3246.3,1673.9,7.3,106.3,970.0,488.8,10803.0,13478.3,0,4914.5,3.5,4911.0,-1620.4,4571.6,55.9,7921.6,2.2,7923.8,21402.1,
12/31/2018,21617.0,70.5,70.5,0,1102.7,1102.7,0.0,0.0,0.0,0.0,0.0,0.0,391.2,75.6,2.5,0.0,187.7,127.9,1564.4,8020.1,16752.0,-8731.9,0.0,,12032.5,11506.6,11400.1,106.5,523.4,20052.6,,1689.2,761.5,,68.5,859.2,690.7,0.0,,,,690.7,338.7,0.0,0.0,0.0,2718.6,7646.8,7537.3,109.5,109.5,,3322.1,1701.6,6.0,196.0,1028.3,390.2,10968.9,13687.5,0,4928.4,3.5,4924.9,-1782.6,4750.5,30.8,7927.1,2.4,7929.5,21617.0,
03/31/2019,21782.0,68.0,68.0,0,1073.7,1073.7,0.0,0.0,0.0,0.0,0.0,0.0,302.9,72.7,5.9,,105.3,124.9,1444.6,8217.7,17110.8,-8893.1,0.0,,12119.7,11546.7,11431.6,115.1,567.1,20337.4,,1507.8,629.6,,79.5,798.7,1629.3,0.0,39.4,5.7,33.7,1589.9,330.8,,,0.0,3467.9,7015.8,6698.7,317.1,102.8,214.3,3375.7,1707.3,6.0,217.4,1051.8,393.2,10391.5,13859.4,0,4948.1,3.5,4944.6,-1910.9,4857.5,24.8,7919.5,3.1,7922.6,21782.0,
06/30/2019,21996.8,72.5,72.5,0,1147.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,254.6,67.4,11.6,,64.8,122.4,1474.1,8326.7,17402.7,-9076.0,0.0,,12196.0,11623.5,11497.7,125.8,560.9,20522.7,,1643.3,719.6,,75.3,848.4,1596.4,0.0,41.1,6.0,35.1,1555.3,331.3,,,0.0,3571.0,7101.2,6782.2,319.0,101.7,217.3,3369.4,1709.8,6.1,217.7,1060.5,375.3,10470.6,14041.6,0,4964.2,3.5,4960.7,-2003.1,4987.9,3.9,7952.9,2.3,7955.2,21996.8,
09/30/2019,22329.1,55.6,55.6,0,1162.9,1162.9,0.0,0.0,0.0,0.0,0.0,0.0,255.4,88.0,13.1,,17.6,149.8,1473.9,8500.7,17700.7,-9200.0,0.0,,12354.5,11774.6,11650.5,124.1,566.8,20855.2,,1706.9,697.2,,79.7,930.0,949.4,0.0,43.6,7.0,36.6,905.8,341.1,,,0.0,2997.4,7931.8,7600.4,331.4,105.4,226.0,3421.4,1702.0,6.1,223.3,1074.6,415.4,11353.2,14350.6,0,4983.0,3.5,4979.5,-2153.9,5155.9,-8.5,7976.5,2.0,7978.5,22329.1,
12/31/2019,22683.8,47.1,47.1,0,1125.9,1125.9,0.0,0.0,0.0,0.0,0.0,0.0,433.0,75.5,10.7,,156.7,200.8,1606.0,8627.1,17900.2,-9273.1,0.0,,12450.7,11767.3,11633.4,133.9,672.7,21077.8,,1747.2,777.9,,74.0,895.3,981.4,0.0,60.4,8.9,51.5,921.0,336.0,0.0,0.0,0.0,3064.6,7971.1,7648.2,322.9,110.4,212.5,3527.2,1703.2,6.2,234.1,1180.6,403.1,11498.3,14562.9,0,4998.3,3.5,4994.8,-2199.6,5317.3,2.2,8118.2,2.7,8120.9,22683.8,
03/31/2020,22908.9,281.6,281.6,0,1095.3,1095.3,0.0,0.0,0.0,0.0,0.0,0.0,377.0,74.4,21.0,,102.5,200.1,1753.9,8680.0,18137.0,-9457.0,0.0,,12475.0,11797.5,11667.5,130.0,656.5,21155.0,,1577.9,660.6,,77.9,839.4,59.8,0.0,35.3,,35.3,24.5,342.9,,,0.0,1980.6,9174.9,8952.2,222.7,,222.7,3633.2,1716.5,6.3,203.3,1191.9,515.2,12808.1,14788.7,0,5016.6,3.5,5013.1,-2315.4,5433.6,-17.6,8117.2,3.0,8120.2,22908.9,
06/30/2020,22826.3,269.7,269.7,0,1066.5,1066.5,0.0,0.0,0.0,0.0,0.0,0.0,232.6,65.8,93.9,,37.6,129.2,1568.8,8730.4,18301.1,-9570.7,0.0,,12527.1,11800.2,11673.5,126.7,633.0,21257.5,,1637.1,657.4,,68.4,911.3,94.4,0.0,34.4,,34.4,60.0,334.6,,134.0,0.0,2066.1,8816.1,8466.5,349.6,131.5,218.1,3713.2,1724.1,6.4,227.5,1186.8,434.4,12529.3,14595.4,0,5030.1,3.5,5026.6,-2315.7,5529.2,-16.5,8227.1,3.8,8230.9,22826.3,
