Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/03/2010,24812.0,8231.0,2893.0,5338.0,3465.0,3465.0,0.0,,1299.0,0.0,1229.0,809.0,-739.0,3019.0,9.0,,1882.0,1807.0,16014.0,1968.0,6609.0,-4641.0,427.0,427.0,6403.0,3350.0,2828.0,522.0,,1162.0,8798.0,,7356.0,2336.0,201.0,,4819.0,531.0,0.0,,,,531.0,0.0,662.0,12.0,0.0,7887.0,2907.0,2907.0,,,,3798.0,,2620.0,504.0,6705.0,14592.0,0.0,8434.0,23.0,8411.0,,4058.0,-2376.0,10116.0,104.0,10220.0,24812.0,
10/02/2010,25925.0,8894.0,3848.0,5046.0,3236.0,3236.0,0.0,,1354.0,0.0,1040.0,861.0,-547.0,3889.0,18.0,1217.0,1762.0,1442.0,17373.0,1768.0,5164.0,-3396.0,409.0,409.0,6375.0,3218.0,2752.0,466.0,,1377.0,8552.0,,6846.0,2379.0,340.0,,4127.0,532.0,0.0,,,,532.0,1331.0,504.0,55.0,1281.0,8709.0,2864.0,2864.0,,,,3806.0,,2641.0,606.0,6670.0,15379.0,0.0,8589.0,24.0,8565.0,,4167.0,-2315.0,10441.0,105.0,10546.0,25925.0,
12/31/2010,25577.0,8863.0,4208.0,4655.0,1547.0,1547.0,0.0,,521.0,0.0,292.0,386.0,-157.0,6223.0,5.0,4604.0,1920.0,748.0,17154.0,922.0,2969.0,-2047.0,242.0,242.0,7259.0,1675.0,1429.0,246.0,,3659.0,8423.0,,910.0,731.0,179.0,0.0,,605.0,0.0,0.0,0.0,,605.0,7195.0,272.0,3.0,6434.0,8710.0,2098.0,2098.0,0.0,0.0,,3782.0,0.0,2132.0,1375.0,5880.0,14590.0,0.0,8647.0,3.0,8644.0,,4460.0,-2222.0,10885.0,102.0,10987.0,25577.0,
04/02/2011,16560.0,6219.0,2764.0,3455.0,1406.0,1406.0,0.0,,521.0,0.0,289.0,390.0,-158.0,2715.0,5.0,1053.0,1984.0,751.0,10861.0,915.0,2969.0,-2054.0,195.0,195.0,4589.0,1625.0,1429.0,196.0,,975.0,5699.0,,3353.0,560.0,120.0,,2673.0,605.0,0.0,,,,605.0,946.0,273.0,4.0,946.0,4904.0,2093.0,2093.0,,,,3157.0,,,2880.0,5250.0,10154.0,0.0,7953.0,3.0,7950.0,,497.0,-2140.0,6310.0,96.0,6406.0,16560.0,
07/02/2011,15597.0,6627.0,2203.0,4424.0,1546.0,1546.0,0.0,,522.0,0.0,284.0,398.0,-160.0,1574.0,3.0,116.0,2063.0,729.0,10269.0,899.0,2954.0,-2055.0,203.0,203.0,4226.0,1670.0,1429.0,241.0,,490.0,5328.0,,3415.0,625.0,146.0,,2644.0,606.0,0.0,,,,606.0,110.0,293.0,4.0,110.0,4131.0,1548.0,1548.0,,,,3094.0,,,2797.0,4642.0,8773.0,0.0,8033.0,3.0,8030.0,,846.0,-2140.0,6739.0,85.0,6824.0,15597.0,
10/01/2011,14771.0,6250.0,1785.0,4465.0,1535.0,1535.0,0.0,,548.0,0.0,280.0,433.0,-165.0,1382.0,5.0,10.0,2074.0,743.0,9715.0,889.0,2963.0,-2074.0,193.0,193.0,3974.0,1549.0,1449.0,100.0,,346.0,5056.0,,3552.0,641.0,116.0,,2795.0,605.0,0.0,,,,605.0,12.0,291.0,7.0,12.0,4169.0,1538.0,1538.0,,,,2906.0,,2226.0,382.0,4444.0,8613.0,0.0,7350.0,3.0,7347.0,,902.0,-2154.0,6098.0,60.0,6158.0,14771.0,
12/31/2011,13929.0,5091.0,1881.0,3210.0,1866.0,1866.0,0.0,,512.0,0.0,363.0,319.0,-170.0,1299.0,1.0,,2375.0,686.0,8768.0,896.0,2895.0,-1999.0,166.0,166.0,4099.0,1476.0,1428.0,48.0,,247.0,5161.0,,803.0,677.0,126.0,,0.0,405.0,0.0,0.0,0.0,,405.0,2607.0,275.0,6.0,1833.0,3815.0,1130.0,1130.0,0.0,0.0,,3710.0,,2607.0,822.0,4840.0,8655.0,0.0,7074.0,3.0,7071.0,,1016.0,-2876.0,5214.0,60.0,5274.0,13929.0,
03/31/2012,12443.0,3767.0,1720.0,2047.0,1717.0,1717.0,0.0,,471.0,0.0,334.0,307.0,-170.0,1422.0,3.0,10.0,2318.0,772.0,7377.0,874.0,2954.0,-2080.0,168.0,168.0,4024.0,1472.0,1430.0,42.0,,231.0,5066.0,,3167.0,594.0,119.0,,2454.0,404.0,0.0,,,,404.0,12.0,273.0,5.0,12.0,3583.0,1126.0,1126.0,,,,3624.0,,2888.0,458.0,4750.0,8333.0,0.0,5803.0,3.0,5800.0,,1109.0,-2827.0,4085.0,25.0,4110.0,12443.0,
06/30/2012,12193.0,3705.0,1772.0,1933.0,1590.0,1590.0,0.0,,488.0,0.0,346.0,315.0,-173.0,1440.0,1.0,,2190.0,761.0,7223.0,857.0,2949.0,-2092.0,200.0,200.0,3913.0,1466.0,1430.0,36.0,,256.0,4970.0,,2986.0,637.0,93.0,,2256.0,4.0,0.0,,,,4.0,0.0,260.0,7.0,0.0,2990.0,1861.0,1861.0,,,,3469.0,,2788.0,414.0,5330.0,8320.0,,5413.0,3.0,5410.0,,1228.0,-2793.0,3848.0,25.0,3873.0,12193.0,
09/29/2012,12020.0,3539.0,1779.0,1760.0,1704.0,1704.0,0.0,,538.0,0.0,378.0,323.0,-163.0,1490.0,5.0,,2017.0,828.0,7271.0,860.0,2733.0,-1873.0,162.0,162.0,3727.0,1638.0,1430.0,208.0,,67.0,4749.0,,3121.0,646.0,70.0,,2405.0,4.0,0.0,,,,4.0,0.0,278.0,5.0,0.0,3125.0,1860.0,1860.0,,,,3138.0,,,2855.0,4998.0,8123.0,,5164.0,3.0,5161.0,,1361.0,-2653.0,3872.0,25.0,3897.0,12020.0,
12/31/2012,12679.0,3603.0,1468.0,2135.0,1881.0,1881.0,0.0,,513.0,0.0,432.0,244.0,-163.0,1404.0,3.0,,2416.0,800.0,7401.0,839.0,2709.0,-1870.0,144.0,144.0,4295.0,1619.0,1510.0,109.0,,257.0,5278.0,,3331.0,705.0,95.0,0.0,2531.0,4.0,0.0,0.0,0.0,,4.0,0.0,304.0,7.0,0.0,3335.0,1859.0,1859.0,0.0,0.0,,4195.0,0.0,3287.0,597.0,6054.0,9389.0,0.0,4940.0,3.0,4937.0,,1625.0,-3300.0,3265.0,25.0,3290.0,12679.0,
03/30/2013,12597.0,3718.0,1470.0,2248.0,1644.0,1644.0,0.0,,515.0,0.0,433.0,247.0,-165.0,1489.0,2.0,,2422.0,868.0,7366.0,825.0,2728.0,-1903.0,148.0,148.0,4258.0,1603.0,1505.0,98.0,,231.0,5231.0,,2885.0,593.0,75.0,,2217.0,4.0,0.0,,,,4.0,0.0,319.0,8.0,0.0,2889.0,2450.0,2450.0,,,,4136.0,,3521.0,288.0,6586.0,9475.0,0.0,4670.0,3.0,4667.0,,1746.0,-3319.0,3097.0,25.0,3122.0,12597.0,
06/29/2013,12160.0,3216.0,1457.0,1759.0,1707.0,1707.0,0.0,,498.0,0.0,436.0,231.0,-169.0,1420.0,,,2530.0,779.0,6841.0,830.0,2666.0,-1836.0,142.0,142.0,4347.0,1598.0,1502.0,96.0,,219.0,5319.0,,2790.0,597.0,123.0,,2070.0,4.0,0.0,,,,4.0,0.0,296.0,,0.0,2794.0,2452.0,2452.0,,,,4095.0,,1869.0,1930.0,6547.0,9341.0,0.0,4165.0,3.0,4162.0,,1935.0,-3309.0,2791.0,28.0,2819.0,12160.0,
09/28/2013,12058.0,2890.0,1721.0,1169.0,1823.0,1823.0,0.0,,521.0,0.0,462.0,234.0,-175.0,1346.0,5.0,,2668.0,760.0,6580.0,841.0,2711.0,-1870.0,259.0,259.0,4378.0,1599.0,1507.0,92.0,,106.0,5478.0,,2836.0,633.0,54.0,,2149.0,4.0,0.0,,,,4.0,0.0,311.0,4.0,0.0,2840.0,2458.0,2458.0,,,,4055.0,,3436.0,304.0,6513.0,9353.0,0.0,3786.0,3.0,3783.0,,2162.0,-3272.0,2676.0,29.0,2705.0,12058.0,
12/31/2013,11851.0,3225.0,3225.0,0.0,1369.0,1369.0,0.0,,347.0,0.0,315.0,157.0,-125.0,2079.0,4.0,,1990.0,1628.0,7020.0,610.0,2246.0,-1636.0,232.0,232.0,3989.0,367.0,361.0,6.0,,1628.0,4831.0,,2346.0,583.0,85.0,,1678.0,4.0,0.0,0.0,0.0,,4.0,870.0,162.0,4.0,870.0,3220.0,2457.0,2457.0,0.0,0.0,,2485.0,0.0,1754.0,565.0,4942.0,8162.0,0.0,3521.0,3.0,3518.0,,2425.0,-2287.0,3659.0,30.0,3689.0,11851.0,
03/29/2014,11615.0,3141.0,3141.0,0.0,1727.0,1727.0,0.0,,576.0,0.0,508.0,257.0,-189.0,1337.0,2.0,,2004.0,713.0,6781.0,795.0,2666.0,-1871.0,260.0,260.0,3779.0,1634.0,1531.0,103.0,,139.0,4834.0,,3022.0,655.0,92.0,,2275.0,4.0,0.0,,,,4.0,0.0,293.0,5.0,0.0,3026.0,2462.0,2462.0,,,,2380.0,,1832.0,250.0,4842.0,7868.0,0.0,3514.0,3.0,3511.0,,2473.0,-2270.0,3717.0,30.0,3747.0,11615.0,
06/28/2014,11868.0,2876.0,2876.0,0.0,1185.0,1185.0,0.0,,330.0,0.0,313.0,142.0,-125.0,2675.0,1.0,943.0,1909.0,527.0,7066.0,682.0,2415.0,-1733.0,236.0,236.0,3884.0,407.0,383.0,24.0,,1567.0,4802.0,,2068.0,453.0,76.0,,1539.0,4.0,0.0,,,,4.0,852.0,150.0,6.0,852.0,2924.0,2446.0,2446.0,,,,2329.0,,1772.0,401.0,4775.0,7699.0,0.0,3165.0,3.0,3162.0,,3219.0,-2245.0,4139.0,30.0,4169.0,11868.0,
09/27/2014,12195.0,2845.0,2845.0,0.0,1162.0,1162.0,0.0,,331.0,0.0,313.0,147.0,-129.0,2830.0,5.0,1034.0,2141.0,604.0,7168.0,664.0,2411.0,-1747.0,240.0,240.0,4123.0,407.0,383.0,24.0,,1570.0,5027.0,,2174.0,501.0,74.0,,1599.0,4.0,0.0,,,,4.0,846.0,148.0,12.0,846.0,3024.0,3401.0,3401.0,,,,2528.0,,1989.0,379.0,5929.0,8953.0,0.0,2552.0,2.0,2550.0,,3284.0,-2625.0,3211.0,31.0,3242.0,12195.0,
12/31/2014,10423.0,3954.0,3954.0,0.0,1409.0,1409.0,0.0,,345.0,0.0,313.0,163.0,-131.0,1171.0,1.0,,2151.0,740.0,6879.0,549.0,2249.0,-1700.0,316.0,316.0,2679.0,406.0,383.0,23.0,,121.0,3544.0,,2246.0,540.0,,,1706.0,4.0,0.0,0.0,0.0,,4.0,0.0,139.0,7.0,0.0,2250.0,3396.0,3396.0,0.0,0.0,,2011.0,0.0,1537.0,328.0,5407.0,7657.0,0.0,1180.0,2.0,1178.0,,3410.0,-1855.0,2735.0,31.0,2766.0,10423.0,
04/04/2015,9425.0,3353.0,3353.0,0.0,1084.0,1084.0,0.0,,381.0,0.0,336.0,178.0,-133.0,1066.0,2.0,,2179.0,650.0,5884.0,530.0,2232.0,-1702.0,285.0,285.0,2726.0,428.0,390.0,38.0,,117.0,3541.0,,1973.0,437.0,49.0,,1487.0,4.0,0.0,,,,4.0,0.0,141.0,2.000001,0.0,1977.0,3392.0,3392.0,,,,1962.0,,1605.0,213.999999,5354.0,7331.0,0.0,587.0,2.0,585.0,,3412.0,-1913.0,2086.0,8.0,2094.0,9425.0,
07/04/2015,9160.0,3112.0,3112.0,0.0,1141.0,1141.0,0.0,,364.0,0.0,337.0,165.0,-138.0,1015.0,3.0,,2118.0,593.0,5632.0,542.0,2268.0,-1726.0,285.0,285.0,2701.0,505.0,423.0,82.0,,75.0,3528.0,,1967.0,417.0,68.0,,1482.0,4.0,0.0,,,,4.0,0.0,121.0,3.0,0.0,1971.0,3393.0,3393.0,,,,1973.0,,1639.0,210.0,5366.0,7337.0,0.0,315.0,2.0,313.0,,3485.0,-1985.0,1815.0,8.0,1823.0,9160.0,
10/03/2015,8086.0,2200.0,2200.0,0.0,1222.0,1222.0,0.0,,334.0,0.0,323.0,153.0,-142.0,1031.0,,27.0,1889.0,574.0,4787.0,467.0,2082.0,-1615.0,292.0,292.0,2540.0,473.0,423.0,50.0,,178.0,3299.0,,2022.0,443.0,59.0,,1520.0,4.0,0.0,,,,4.0,3.0,116.0,,0.0,2029.0,4386.0,4386.0,,,,1969.0,,,1853.0,6355.0,8384.0,0.0,10.0,2.0,8.0,,1689.0,-2006.0,-307.0,9.0,-298.0,8086.0,
12/31/2015,8346.0,2418.0,1980.0,438.0,1362.0,1362.0,0.0,,296.0,0.0,287.0,151.0,-142.0,543.0,6.0,27.0,2278.0,516.0,4619.0,487.0,2125.0,-1638.0,231.0,231.0,3009.0,469.0,420.0,49.0,128.0,128.0,3727.0,,1796.0,518.0,48.0,,1230.0,4.0,0.0,0.0,0.0,,4.0,393.0,113.0,0.0,0.0,2193.0,4345.0,4345.0,0.0,0.0,,1904.0,0.0,1561.0,230.0,6249.0,8442.0,0.0,44.0,2.0,42.0,,1716.0,-1866.0,-106.0,10.0,-96.0,8346.0,
04/02/2016,9049.0,1940.0,1940.0,0.0,1148.0,1148.0,0.0,,287.0,0.0,271.0,163.0,-147.0,626.0,3.0,0.0,2330.0,626.0,4001.0,997.0,2647.0,-1650.0,228.0,228.0,3823.0,1259.0,590.0,669.0,135.0,96.0,5048.0,,2028.0,424.0,49.0,,1555.0,4.0,0.0,,,,4.0,0.0,113.0,6.0,0.0,2032.0,5023.0,5023.0,,,,2131.0,,1557.0,455.0,7154.0,9186.0,0.0,101.0,2.0,99.0,,1597.0,-1845.0,-147.0,10.0,-137.0,9049.0,
07/02/2016,8467.0,1545.0,1545.0,0.0,1083.0,1083.0,0.0,,284.0,0.0,261.0,160.0,-137.0,635.0,1.0,0.0,2261.0,635.0,3547.0,778.0,2456.0,-1678.0,223.0,223.0,3919.0,1421.0,597.0,824.0,143.0,93.0,4920.0,,2040.0,409.0,65.0,,1566.0,5.0,0.0,,,,5.0,0.0,149.0,16.0,0.0,2045.0,5028.0,5028.0,,,,2072.0,,1493.0,414.0,7100.0,9145.0,0.0,119.0,2.0,117.0,,1080.0,-1888.0,-689.0,11.0,-678.0,8467.0,
10/01/2016,8619.0,1687.0,1687.0,0.0,1164.0,1164.0,0.0,,283.0,0.0,265.0,154.0,-136.0,670.0,,0.0,2187.0,670.0,3804.0,780.0,2227.0,-1447.0,238.0,238.0,3797.0,1366.0,597.0,769.0,163.0,81.0,4815.0,,2137.0,406.0,72.0,,1659.0,5.0,0.0,,,,5.0,19.0,126.0,,0.0,2161.0,5044.0,5044.0,,,,2062.0,,1486.0,450.0,7106.0,9267.0,0.0,176.0,2.0,174.0,,1096.0,-1931.0,-659.0,11.0,-648.0,8619.0,
12/31/2016,8463.0,1013.0,967.0,46.0,1410.0,1410.0,0.0,,273.0,0.0,253.0,151.0,-131.0,772.0,9.0,,2219.0,772.0,3468.0,789.0,2239.0,-1450.0,238.0,238.0,3968.0,1549.0,728.0,821.0,102.0,89.0,4995.0,,1759.0,553.0,111.0,,1095.0,4.0,0.0,0.0,0.0,,4.0,905.0,115.0,0.0,0.0,2668.0,4392.0,4392.0,0.0,0.0,,2355.0,0.0,1799.0,441.0,6747.0,9415.0,0.0,205.0,2.0,203.0,,1148.0,-2317.0,-964.0,12.0,-952.0,8463.0,
04/01/2017,8140.0,829.0,829.0,0.0,1070.0,1070.0,0.0,,345.0,0.0,298.0,175.0,-128.0,829.0,2.0,0.0,2198.0,829.0,3073.0,820.0,2327.0,-1507.0,237.0,237.0,4010.0,1615.0,737.0,878.0,118.0,77.0,5067.0,,2341.0,433.0,93.0,,1815.0,44.0,0.0,,,,44.0,0.0,115.0,3.0,0.0,2385.0,4414.0,4414.0,,,,2378.0,,1795.0,465.0,6792.0,9177.0,0.0,244.0,2.0,242.0,,970.0,-2264.0,-1050.0,13.0,-1037.0,8140.0,
07/01/2017,8295.0,742.0,742.0,0.0,1211.0,1211.0,0.0,,391.0,0.0,321.0,197.0,-127.0,867.0,6.0,0.0,2160.0,867.0,3211.0,859.0,2355.0,-1496.0,248.0,248.0,3977.0,1617.0,749.0,868.0,125.0,69.0,5084.0,,2364.0,440.0,134.0,,1790.0,46.0,0.0,,,,46.0,0.0,164.0,6.0,0.0,2410.0,4421.0,4421.0,,,,2440.0,,1800.0,470.0,6861.0,9271.0,0.0,266.0,2.0,264.0,,945.0,-2199.0,-988.0,12.0,-976.0,8295.0,
09/30/2017,8618.0,653.0,653.0,0.0,1382.0,1382.0,0.0,,364.0,0.0,315.0,178.0,-129.0,937.0,0.0,0.0,2115.0,937.0,3336.0,889.0,2446.0,-1557.0,249.0,249.0,4144.0,1828.0,932.0,896.0,138.0,63.0,5282.0,,2509.0,473.0,168.0,,1868.0,47.0,0.0,,,,47.0,7.0,158.0,,0.0,2563.0,4423.0,4423.0,,,,2450.0,,1797.0,495.0,6873.0,9436.0,0.0,315.0,2.0,313.0,,981.0,-2126.0,-830.0,12.0,-818.0,8618.0,
12/31/2017,8208.0,1205.0,1205.0,0.0,1523.0,1523.0,0.0,0.0,327.0,0.0,282.0,178.0,-133.0,895.0,5.0,,1023.0,895.0,3950.0,856.0,2449.0,-1593.0,247.0,247.0,3155.0,1799.0,938.0,861.0,133.0,195.0,4258.0,,1833.0,593.0,107.0,84.0,1049.0,52.0,0.0,0.0,0.0,,52.0,1046.0,169.0,0.0,0.0,2931.0,4419.0,4419.0,0.0,0.0,,2585.0,0.0,2019.0,397.0,7004.0,9935.0,0.0,353.0,2.0,351.0,,467.0,-2562.0,-1742.0,15.0,-1727.0,8208.0,
03/31/2018,9051.0,858.0,858.0,0.0,1179.0,1179.0,0.0,,441.0,0.0,342.0,233.0,-134.0,1143.0,4.0,0.0,973.0,1143.0,3621.0,900.0,2546.0,-1646.0,174.0,174.0,4356.0,2971.0,1535.0,1436.0,151.0,257.0,5430.0,,1535.0,463.0,67.0,,1005.0,492.0,0.0,,,,492.0,1069.0,0.0,18.0,1069.0,3096.0,5304.0,5304.0,,,,2190.0,,1507.0,665.0,7494.0,10590.0,0.0,423.0,2.0,421.0,,531.0,-2508.0,-1554.0,15.0,-1539.0,9051.0,
06/30/2018,8881.0,878.0,878.0,0.0,1159.0,1159.0,0.0,,391.0,0.0,307.0,215.0,-131.0,1153.0,4.0,,945.0,1153.0,3581.0,895.0,2555.0,-1660.0,172.0,172.0,4233.0,2868.0,1528.0,1340.0,166.0,250.0,5300.0,,1526.0,430.0,105.0,,991.0,347.0,0.0,,,,347.0,1049.0,0.0,8.0,1049.0,2922.0,5298.0,5298.0,,,,2153.0,,1464.0,681.0,7451.0,10373.0,0.0,446.0,2.0,444.0,,627.0,-2580.0,-1507.0,15.0,-1492.0,8881.0,
09/29/2018,8963.0,839.0,839.0,0.0,1179.0,1179.0,0.0,917.0,367.0,0.0,313.0,190.0,-136.0,362.0,0.0,0.0,949.0,362.0,3664.0,892.0,2590.0,-1698.0,176.0,176.0,4231.0,2838.0,1541.0,1297.0,182.0,262.0,5299.0,,1618.0,456.0,127.0,,1035.0,337.0,0.0,,,,337.0,1133.0,0.0,,0.0,3088.0,5095.0,5095.0,,,,2175.0,,1446.0,729.0,7270.0,10358.0,0.0,372.0,2.0,370.0,,788.0,-2571.0,-1411.0,16.0,-1395.0,8963.0,
12/31/2018,9409.0,1257.0,1257.0,0.0,1293.0,1293.0,0.0,1012.0,356.0,0.0,293.0,206.0,-143.0,354.0,5.0,,985.0,354.0,4272.0,895.0,2258.0,-1363.0,169.0,169.0,4073.0,2744.0,1514.0,1230.0,135.0,204.0,5137.0,,1798.0,592.0,111.0,93.0,1002.0,31.0,0.0,0.0,0.0,,31.0,1267.0,0.0,0.0,0.0,3096.0,5289.0,5289.0,0.0,0.0,,2300.0,0.0,1557.0,743.0,7589.0,10685.0,0.0,421.0,2.0,419.0,,1051.0,-2765.0,-1293.0,17.0,-1276.0,9409.0,
03/30/2019,9993.0,886.0,886.0,0.0,1150.0,1150.0,0.0,878.0,425.0,0.0,340.0,227.0,-142.0,375.0,2.0,0.0,953.0,370.0,3714.0,1530.0,2878.0,-1348.0,163.0,163.0,4586.0,3276.0,1860.0,1416.0,152.0,203.0,6279.0,,1674.0,558.0,94.0,94.0,928.0,144.0,0.0,131.0,15.0,116.0,13.0,1161.0,0.0,0.0,0.0,2979.0,5840.0,5262.0,578.0,25.0,553.0,2264.0,,1527.0,737.0,8104.0,11083.0,0.0,653.0,2.0,651.0,,963.0,-2724.0,-1108.0,18.0,-1090.0,9993.0,
06/29/2019,9974.0,953.0,953.0,0.0,1206.0,1206.0,0.0,913.0,424.0,0.0,335.0,233.0,-144.0,335.0,4.0,,913.0,327.0,3831.0,1507.0,2892.0,-1385.0,175.0,175.0,4461.0,3184.0,1852.0,1332.0,163.0,197.0,6143.0,,1540.0,544.0,91.0,94.0,811.0,146.0,0.0,132.0,14.0,118.0,14.0,1190.0,0.0,0.0,0.0,2876.0,5819.0,5293.0,526.0,22.0,504.0,2233.0,,1509.0,724.0,8052.0,10928.0,0.0,716.0,2.0,714.0,,1051.0,-2737.0,-970.0,16.0,-954.0,9974.0,
09/28/2019,10373.0,1138.0,1138.0,0.0,1295.0,1295.0,0.0,921.0,460.0,0.0,380.0,221.0,-141.0,340.0,0.0,0.0,866.0,323.0,4154.0,1524.0,2941.0,-1417.0,159.0,159.0,4536.0,3337.0,2006.0,1331.0,175.0,158.0,6219.0,,1697.0,557.0,86.0,98.0,956.0,735.0,0.0,131.0,13.0,118.0,604.0,1224.0,0.0,,0.0,3656.0,5611.0,5094.0,517.0,18.0,499.0,2190.0,,1480.0,710.0,7801.0,11457.0,0.0,438.0,2.0,436.0,,1220.0,-2759.0,-1101.0,17.0,-1084.0,10373.0,
12/31/2019,10642.0,1001.0,1001.0,0.0,1412.0,1412.0,0.0,1046.0,447.0,0.0,374.0,209.0,-136.0,272.0,3.0,,943.0,268.0,4178.0,1546.0,3030.0,-1484.0,159.0,159.0,4759.0,3394.0,2067.0,1327.0,223.0,196.0,6464.0,,1847.0,618.0,95.0,110.0,1024.0,138.0,0.0,135.0,13.0,122.0,3.0,1454.0,0.0,0.0,0.0,3439.0,5610.0,5097.0,513.0,16.0,497.0,2276.0,0.0,1524.0,752.0,7886.0,11325.0,0.0,501.0,2.0,499.0,,1239.0,-2440.0,-700.0,17.0,-683.0,10642.0,
03/28/2020,10716.0,1672.0,1672.0,0.0,1122.0,1122.0,0.0,958.0,442.0,0.0,363.0,214.0,-135.0,287.0,18.0,0.0,918.0,263.0,4481.0,1453.0,2903.0,-1450.0,154.0,154.0,4628.0,3317.0,2075.0,1242.0,236.0,139.0,6235.0,,1662.0,531.0,48.0,109.0,974.0,933.0,0.0,130.0,11.0,119.0,803.0,1284.0,0.0,0.0,0.0,3879.0,5569.0,5100.0,469.0,11.0,458.0,2198.0,,1490.0,708.0,7767.0,11646.0,0.0,544.0,2.0,542.0,,1074.0,-2566.0,-948.0,18.0,-930.0,10716.0,
06/27/2020,10374.0,1341.0,1341.0,0.0,1134.0,1134.0,0.0,937.0,449.0,0.0,355.0,226.0,-132.0,225.0,6.0,0.0,922.0,222.0,4086.0,1427.0,2971.0,-1544.0,157.0,157.0,4704.0,3365.0,2123.0,1242.0,260.0,151.0,6288.0,,1543.0,498.0,72.0,109.0,864.0,640.0,0.0,134.0,11.0,123.0,506.0,1297.0,0.0,0.0,0.0,3480.0,5496.0,5102.0,394.0,9.0,385.0,2213.0,,1483.0,730.0,7709.0,11189.0,0.0,628.0,2.0,626.0,,1017.0,-2475.0,-830.0,15.0,-815.0,10374.0,
