Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
09/29/1989,,,,,,38.794752,6.961232,2.143689,,1.415941,0.96284,0.96284,0.96284,,32.000002,0.0,,
12/29/1989,,,,,,40.580756,13.998616,5.944747,,4.640507,3.392367,3.392367,3.392367,,26.896626,0.0,,
03/30/1990,,,,,,46.046103,17.255288,9.304949,,8.06122,5.804066,5.804066,5.804066,,28.000158,0.0,,
06/30/1990,,,,,,46.499765,18.77871,10.219312,,9.741092,7.013752,7.013752,7.013752,,27.9983,0.0,,
09/28/1990,,14.282917,7.406352,10.894013,,45.769064,15.477462,6.343115,22.666701,5.745079,3.849352,3.849352,3.849352,,32.997404,0.0,14.282917,
12/28/1990,,15.746576,8.292709,11.596861,,45.642739,16.589359,8.140796,16.409378,7.748089,5.191184,5.191184,5.191184,,33.000464,0.0,15.746576,
03/29/1991,,16.636342,8.794408,12.053212,,44.737256,16.087837,10.594688,14.36822,10.329096,6.916007,6.916006,6.916006,,33.043447,0.0,16.636342,
06/30/1991,,17.788286,9.270554,13.365796,,45.667565,15.902515,10.691689,12.056197,10.514175,7.048462,7.048462,7.048462,,32.962296,0.0,17.788286,
09/27/1991,,15.65133,8.658828,11.800688,,45.824529,12.979917,5.563143,,5.369474,3.543927,3.543927,3.543927,,33.99862,0.0,15.65133,
12/27/1991,,15.702453,8.815409,11.99521,,44.654943,14.887988,8.229425,8.658704,7.907992,5.219266,5.219266,5.219266,,34.000112,0.0,15.702453,
03/27/1992,,14.705335,8.365308,11.41759,,46.613491,17.162751,9.976265,4.926992,9.773784,6.450708,6.450708,6.450708,,33.999894,0.0,14.705335,
06/30/1992,,12.849265,6.935348,9.92407,,44.261226,8.199083,5.063414,,5.076881,3.874713,3.874713,3.874713,,23.679254,0.0,12.849265,
09/25/1992,,11.178505,6.090534,8.598529,,42.950961,8.07873,1.036406,,0.829966,0.564409,0.564409,0.564409,,31.996057,0.0,11.178505,
12/27/1992,,8.766126,5.010955,7.748929,,41.074445,16.952463,4.91193,,3.372164,2.292995,2.292995,2.292995,,32.002257,0.0,8.766126,
03/28/1993,,7.633137,4.453194,6.782813,,40.185413,12.0594,6.28716,,6.359882,4.526514,4.526513,4.526513,,28.827077,0.0,7.633137,
06/30/1993,,10.021276,5.762775,8.707885,,42.236117,13.890422,8.583469,20.482114,8.628768,6.040145,6.040146,6.040146,,29.999909,0.0,10.021276,
09/26/1993,,11.4568,6.446246,9.793949,,40.865773,7.632842,1.617939,6.379254,1.679367,1.728925,1.728925,1.728925,,,0.0,11.4568,
12/26/1993,,12.284256,6.998883,10.361003,,41.733632,11.131463,5.797584,17.44982,5.872583,3.875905,3.875905,3.875905,,33.999999,0.0,12.284256,
03/31/1994,,12.068623,6.812907,10.372148,,42.784386,12.590584,7.086724,23.783776,7.282042,4.806116,4.806116,4.806116,,34.000434,0.0,12.068623,
06/30/1994,,11.972954,6.912711,10.10618,,40.014157,12.529656,7.942906,2.265505,8.10958,5.55436,5.55436,5.55436,,31.508667,0.0,11.972954,
10/02/1994,,13.62604,8.085275,11.822606,,40.210877,,4.226194,12.231037,4.43759,3.017577,3.017577,3.017577,,31.999646,0.0,13.62604,
01/01/1995,,15.744055,9.139132,13.887392,,41.565489,,7.927548,14.914801,8.136041,5.532521,5.532521,5.532521,,31.999833,0.0,15.744055,
04/02/1995,,17.655865,9.973069,15.807373,,43.181467,,10.001661,21.282833,10.508628,7.145837,7.145837,7.145837,,32.000278,0.0,17.655865,
06/30/1995,,18.973595,11.046628,16.317761,,44.153788,,10.864303,27.568053,11.443406,7.781479,7.78148,7.78148,,32.00032,0.0,18.973595,
10/01/1995,,23.161755,13.73545,20.55154,,44.183308,,7.604233,27.91082,8.385838,5.702367,5.702367,5.702367,,32.000031,0.0,23.161755,
