Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/01/2006,985.848,207.401,27.627,179.774,115.693,115.693,,77.369,51.26,0.049,26.06,,14.434,,,,,,,,414.897,54.684,,,377.446,,138.821,89.797,69.097,20.7,49.024,570.951,,24.194,24.194,,,,0.0,0.0,0.0,0.0,,,34.016,,,34.016,58.21,0.0,0.0,0.0,0.0,,6.569,,,,,,6.569,6.569,64.779,0.0,137.096,,,-50.087,833.216,0.844,921.069,0.0,921.069,985.848,
09/30/2006,988.063,204.726,39.557,165.169,116.612,116.612,,82.072,52.325,0.124,29.623,,22.15,,,,,,,,425.56,55.7,,,342.897,,163.906,103.201,69.097,34.104,60.705,562.503,,25.16,25.16,,,,0.0,,,,,,37.105,,,37.105,62.265,0.0,,,,,6.786,,,,,,6.786,6.786,69.051,0.0,138.234,,,-52.542,828.953,4.367,919.012,0.0,919.012,988.063,
12/31/2006,963.142,260.944,41.014,219.93,122.54,122.54,,81.19,49.172,1.014,31.004,0.0,15.016,,,,,,,,479.69,57.431,150.922,-93.491,298.245,,127.776,104.739,70.714,34.025,23.037,483.452,,28.98,28.98,,,,0.0,0.0,0.0,0.0,,,45.874,,,45.874,74.854,0.0,0.0,0.0,0.0,,10.607,,,,,,10.607,10.607,85.461,0.0,139.805,,,-119.335,850.399,6.812,877.681,0.0,877.681,963.142,
03/31/2007,1001.054,185.236,41.33,143.906,136.867,136.867,,79.56,46.053,1.102,32.405,0.0,20.15,,,,,,,,421.813,59.596,,,267.249,,252.396,211.988,151.147,60.841,40.408,579.241,,25.975,25.975,,,,0.0,0.0,0.0,0.0,,,52.154,,,52.154,78.129,0.0,0.0,0.0,0.0,,11.797,,,,,,11.797,11.797,89.926,0.0,138.143,,,-110.87,877.115,6.74,911.128,0.0,911.128,1001.054,
06/30/2007,1032.623,209.306,63.21,146.096,124.584,124.584,,79.478,44.032,1.066,34.38,0.0,20.859,,,,,,,,434.227,61.559,,,285.769,,251.068,209.887,151.394,58.493,41.181,598.396,,32.443,32.443,,,,0.0,0.0,0.0,0.0,,,44.547,,,44.547,76.99,0.0,0.0,0.0,0.0,,12.262,,,,,,12.262,12.262,89.252,0.0,139.983,,,-107.318,902.748,7.958,943.371,0.0,943.371,1032.623,
09/29/2007,1038.068,298.837,33.031,265.806,133.88,133.88,,84.512,47.202,3.563,33.747,0.0,19.501,,,,,,,,536.73,62.616,,,170.523,,268.199,224.112,161.877,62.235,44.087,501.338,,33.815,33.815,,,,0.0,0.0,0.0,0.0,,,59.442,,,59.442,93.257,,,,,,12.255,,,,,,12.255,12.255,105.512,,142.19,,,-146.36,929.709,7.017,932.556,,932.556,1038.068,
12/31/2007,1034.278,136.649,38.211,98.438,150.775,150.775,,85.038,46.572,2.124,36.342,8.999,48.37,,,,,,,,420.832,67.686,172.788,-105.102,142.033,,403.727,365.934,246.51,119.424,37.793,613.446,,42.351,42.351,,,,0.0,0.0,0.0,0.0,,,79.821,,,79.821,122.172,0.0,0.0,0.0,0.0,,9.413,,,,,,9.413,9.413,131.585,0.0,142.244,,,-205.058,960.512,4.995,902.693,0.0,902.693,1034.278,
03/29/2008,1066.606,154.221,56.814,97.407,171.862,171.862,,89.443,46.92,3.026,39.497,0.0,27.997,,,,,,,,443.523,69.716,,,149.325,,404.042,362.957,247.67,115.287,41.085,623.083,,47.119,47.119,,,,0.0,,,,,,109.64,,,109.64,156.759,0.0,,,,,10.692,,,,,,10.692,10.692,167.451,0.0,144.179,,,-236.722,988.156,3.542,899.155,0.0,899.155,1066.606,
06/28/2008,1070.463,123.852,41.916,81.936,179.081,179.081,,101.339,49.687,3.978,47.674,0.0,25.41,,,,,,,,429.682,78.948,,,144.426,,417.407,380.575,261.517,119.058,36.832,640.781,,56.882,56.882,,,,0.0,0.0,0.0,0.0,,,84.0,,,84.0,140.882,0.0,0.0,0.0,0.0,,12.09,,,,,,12.09,12.09,152.972,0.0,145.447,,,-247.409,1013.682,5.771,917.491,0.0,917.491,1070.463,
09/27/2008,1037.828,128.523,46.877,81.646,171.928,171.928,,106.261,52.989,1.498,47.012,4.762,29.626,,,,,,,,436.338,70.7,,,116.571,,414.219,379.262,264.647,114.615,34.957,601.49,,46.744,46.744,,,,0.0,0.0,0.0,0.0,,,87.564,,,87.564,134.308,0.0,0.0,0.0,0.0,,14.394,,,,,,14.394,14.394,148.702,0.0,144.449,,,-299.757,1039.452,4.982,889.126,0.0,889.126,1037.828,
12/31/2008,850.878,118.921,33.267,85.654,152.679,152.679,,100.199,50.015,1.13,48.426,0.628,25.019,,,,,,,,396.818,75.363,184.432,-109.069,104.326,,274.371,217.715,151.356,66.359,56.656,454.06,,38.152,38.152,,,,0.0,0.0,0.0,0.0,,,86.835,,,86.835,124.987,0.0,0.0,0.0,0.0,,15.153,,,,,,15.153,15.153,140.14,0.0,145.583,,,-344.147,922.091,-12.789,710.738,0.0,710.738,850.878,
04/04/2009,802.829,92.77,34.699,58.071,137.176,137.176,0.0,101.248,47.238,0.544,52.329,1.137,32.317,11.785,1.836,,48.039,7.257,,1.556,363.511,76.84,,,94.985,94.985,267.493,214.32,150.404,63.916,3.298,439.318,,72.878,30.089,,,42.789,0.0,0.0,,,,,19.766,,,0.0,92.644,0.0,0.0,,,,15.549,,,,,,15.549,15.549,108.193,0.0,142.344,0.722,141.622,-365.376,931.443,-13.775,694.636,0.0,694.636,802.829,
07/04/2009,808.679,116.387,44.792,71.595,138.755,138.755,0.0,92.897,42.086,0.145,49.014,1.652,25.322,10.419,,,49.174,1.031,,1.666,373.361,78.494,,,88.935,88.935,267.889,213.991,152.856,61.135,4.724,435.318,,74.03,28.114,,,45.916,0.0,0.0,,,,,20.121,,2.754,0.0,94.151,0.0,0.0,,,,15.104,,,,,,12.35,15.104,109.255,0.0,134.315,0.722,133.593,-367.464,940.454,-7.881,699.424,0.0,699.424,808.679,
10/03/2009,813.429,130.103,39.048,91.055,144.375,144.375,0.0,79.807,35.827,0.025,52.048,-8.093,23.932,10.503,,,47.422,0.369,,1.748,378.217,78.984,,,91.421,91.421,264.807,212.13,153.497,58.633,5.255,435.212,,71.298,22.716,,,48.582,0.0,0.0,,,,,21.867,,2.34,0.0,93.165,0.0,0.0,,,,13.72,,,,,,11.38,13.72,106.885,0.0,135.675,0.722,134.953,-372.8,951.565,-7.896,706.544,0.0,706.544,813.429,
12/31/2009,830.479,153.007,38.943,114.064,150.992,150.992,0.0,79.926,27.953,0.162,58.928,-7.117,27.012,9.771,0.851,,35.842,4.724,,1.725,410.937,77.589,195.48,-117.891,91.989,91.989,249.964,209.207,153.225,55.982,4.064,419.542,,80.728,28.137,0.0,0.0,52.591,0.0,0.0,0.0,0.0,,,24.082,0.0,0.0,0.0,104.81,0.0,0.0,0.0,0.0,,13.54,0.0,0.0,0.0,0.0,,13.54,13.54,118.35,0.0,136.826,0.722,136.104,-385.831,969.195,-8.061,712.129,0.0,712.129,830.479,
04/03/2010,826.957,172.553,35.988,136.565,145.642,145.642,0.0,81.565,28.492,0.27,61.141,-8.338,26.447,,3.896,,32.643,,,15.886,426.207,77.951,,,79.947,79.947,242.852,205.774,152.288,53.486,0.539,400.75,,70.615,26.87,0.423,,43.322,0.0,0.0,,,,,22.553,,,0.0,93.168,0.0,0.0,,,,12.87,,,,,,12.87,12.87,106.038,0.0,136.865,0.722,136.143,-401.123,993.928,-8.751,720.919,0.0,720.919,826.957,
07/03/2010,841.955,177.696,41.282,136.414,150.092,150.092,0.0,85.01,31.181,0.262,62.37,-8.803,30.664,18.644,,,33.357,,,1.458,443.462,81.141,,,76.04,76.04,241.312,203.605,151.008,52.597,4.35,398.493,,85.039,30.2,1.687,,53.152,0.0,0.0,,,,,23.404,,,0.0,108.443,0.0,0.0,,,,12.859,,,,,,12.859,12.859,121.302,0.0,126.404,0.722,125.682,-412.972,1016.605,-9.384,720.653,0.0,720.653,841.955,
10/02/2010,878.864,171.742,46.175,125.567,130.143,130.143,0.0,112.97,33.441,0.171,88.713,-9.355,176.722,,,,21.254,,21.827,12.883,591.577,87.093,,,85.478,85.478,114.716,89.458,79.703,9.755,4.004,287.287,,105.641,34.578,5.9,,65.163,0.0,0.0,,,,,30.793,,5.873,0.0,136.434,0.0,0.0,,,,12.398,,,,,,6.525,12.398,148.832,0.0,130.437,0.722,129.715,-462.029,1070.973,-9.349,730.032,0.0,730.032,878.864,
12/31/2010,878.864,171.742,46.175,125.567,130.143,130.143,0.0,112.97,33.441,0.171,88.713,-9.355,176.722,,3.275,,21.254,0.0,21.827,12.883,591.577,87.093,216.716,-129.623,85.478,85.478,114.716,89.458,79.703,9.755,0.729,287.287,,105.641,34.578,5.9,0.0,65.163,0.0,0.0,0.0,0.0,,,30.793,0.0,0.0,0.0,136.434,0.0,0.0,0.0,0.0,,12.398,0.0,0.0,0.0,0.0,,12.398,12.398,148.832,0.0,130.437,0.722,129.715,-462.029,1070.973,-9.349,730.032,0.0,730.032,878.864,
04/02/2011,894.207,244.497,79.685,164.812,141.218,141.218,0.0,120.508,38.244,0.533,92.904,-11.173,42.31,10.252,,,19.286,,0.476,12.355,548.533,90.745,,,130.816,130.816,124.113,88.623,79.703,8.92,16.204,345.674,,116.514,32.413,33.256,,50.845,0.0,0.0,,,,,11.495,,6.257,0.0,128.009,0.0,0.0,,,,11.792,,,,,,5.535,11.792,139.801,0.0,133.954,0.722,133.232,-499.483,1132.607,-12.672,754.406,0.0,754.406,894.207,
07/02/2011,871.369,256.465,92.956,163.509,145.991,145.991,0.0,118.109,42.592,0.626,86.567,-11.676,47.28,13.675,,,17.926,,0.801,13.855,567.845,93.462,,,86.348,86.348,123.714,87.787,79.703,8.084,18.001,303.524,,91.086,35.728,0.99,,54.368,0.0,0.0,,,,,12.729,,3.602,0.0,103.815,0.0,0.0,,,,11.854,,,,,,8.252,11.854,115.669,0.0,127.726,0.722,127.004,-525.002,1165.571,-12.595,755.7,0.0,755.7,871.369,
10/01/2011,851.772,190.896,43.781,147.115,162.314,162.314,0.0,120.378,46.27,0.525,87.677,-14.094,66.125,,,,18.241,1.707,,40.837,539.713,94.726,,,108.086,108.086,109.247,87.144,79.703,7.441,3.862,312.059,,84.16,30.924,,,53.236,0.0,0.0,,,,,10.276,,,0.0,94.436,0.0,0.0,,,,11.388,,,,,,11.388,11.388,105.824,0.0,130.33,0.722,129.608,-587.51,1210.572,-7.444,745.948,0.0,745.948,851.772,
12/31/2011,899.006,218.751,36.353,182.398,155.23,155.23,0.0,133.288,44.213,0.872,102.693,-14.49,77.604,,0.0,,11.866,13.111,,50.562,584.873,97.822,243.829,-146.007,107.879,107.879,108.432,92.37,79.703,12.667,4.196,314.133,,97.885,33.273,0.0,0.0,64.612,0.0,0.0,0.0,0.0,,,11.089,0.0,0.0,0.0,108.974,0.0,0.0,0.0,0.0,,13.107,0.0,0.0,0.0,0.0,,13.107,13.107,122.081,0.0,132.144,0.722,131.422,-596.622,1245.616,-4.213,776.925,0.0,776.925,899.006,
03/31/2012,905.086,217.112,41.943,175.169,157.114,157.114,0.0,126.119,41.221,1.525,98.859,-15.486,49.937,,,,11.995,6.917,,28.504,550.282,101.985,,,145.132,145.132,107.687,91.6,79.703,11.897,4.092,354.804,,80.788,33.019,,,47.769,0.0,0.0,,,,,12.065,,,0.0,92.853,0.0,0.0,,,,13.17,,,,,,13.17,13.17,106.023,0.0,135.194,0.722,134.472,-603.705,1275.78,-8.206,799.063,0.0,799.063,905.086,
06/30/2012,928.79,252.853,105.368,147.485,156.146,156.146,0.0,116.689,42.406,0.373,89.428,-15.518,56.062,,,,12.26,3.629,,29.944,581.75,100.992,,,133.969,133.969,112.079,90.83,79.703,11.127,8.989,347.04,,82.333,29.216,,,53.117,0.0,0.0,,,,,11.992,,,0.0,94.325,0.0,0.0,,,,13.486,,,,,,13.486,13.486,107.811,0.0,132.603,0.722,131.881,-612.31,1306.433,-5.747,820.979,0.0,820.979,928.79,
09/29/2012,940.69,212.943,52.253,160.69,165.16,165.16,0.0,122.915,38.397,0.597,98.196,-14.275,29.96,,,,7.536,,,14.454,530.978,102.537,,,155.852,155.852,151.323,134.362,95.345,39.017,9.425,409.712,,79.703,28.18,2.031,,49.492,0.0,0.0,,,,,13.364,,,0.0,93.067,0.0,0.0,,,,14.594,,,,,,14.594,14.594,107.661,0.0,137.472,0.722,136.75,-628.683,1333.53,-9.29,833.029,0.0,833.029,940.69,
12/31/2012,967.748,388.88,64.74,324.14,168.732,168.732,0.0,123.357,31.35,0.921,104.137,-13.051,29.894,,0.0,,2.602,,,16.41,710.863,101.349,,,5.195,5.195,150.341,134.093,94.942,39.151,13.646,256.885,,79.843,23.045,1.609,0.0,55.189,0.0,0.0,0.0,0.0,,,15.371,0.0,0.0,0.0,95.214,0.0,0.0,0.0,0.0,,15.532,0.0,0.0,0.0,0.0,,15.532,15.532,110.746,0.0,140.245,0.722,139.523,-641.438,1368.52,-10.325,857.002,0.0,857.002,967.748,
03/30/2013,983.597,414.121,49.592,364.529,169.255,169.255,0.0,116.417,30.972,0.718,97.915,-13.188,30.341,,,,2.134,,,14.801,730.134,101.054,,,3.443,3.443,148.966,132.23,94.942,37.288,14.602,253.463,,66.447,20.141,2.374,,43.932,0.0,0.0,,,,,13.445,,,0.0,79.892,0.0,0.0,,,,17.341,,,,,,17.341,17.341,97.233,0.0,141.458,0.722,140.736,-638.596,1392.062,-8.56,886.364,0.0,886.364,983.597,
06/29/2013,1018.555,445.685,55.886,389.799,170.856,170.856,0.0,109.149,34.173,0.948,87.191,-13.163,36.917,,,,,7.481,,16.246,762.607,101.737,,,8.353,8.353,145.858,130.367,94.942,35.425,15.491,255.948,,89.042,31.945,6.87,,50.227,0.0,0.0,,,,,12.773,,,0.0,101.815,0.0,0.0,,,,20.161,,,,,1.544,18.617,20.161,121.976,0.0,138.064,0.722,137.342,-654.518,1422.628,-9.595,896.579,0.0,896.579,1018.555,
09/28/2013,1027.638,463.737,64.196,399.541,175.639,175.639,0.0,106.628,30.095,0.766,88.433,-12.666,33.459,,,,,5.604,,14.421,779.463,100.515,,,2.588,2.588,145.072,128.536,94.942,33.594,16.536,248.175,,80.73,26.675,7.346,,46.709,0.0,0.0,,,,,17.843,,,0.0,98.573,0.0,0.0,,,,18.722,,,,,2.236,16.486,18.722,117.295,0.0,140.49,0.722,139.768,-681.388,1461.228,-9.987,910.343,0.0,910.343,1027.638,
12/31/2013,1119.812,413.207,62.827,350.38,176.917,176.917,0.0,121.023,31.335,0.415,101.54,-12.267,42.956,,0.0,,,7.622,,15.524,754.103,109.588,295.668,-186.08,2.588,2.588,253.533,224.768,155.8,68.968,28.765,365.709,,100.805,34.688,6.898,0.0,59.219,0.0,0.0,0.0,0.0,,,18.249,0.0,0.0,0.0,119.054,0.0,0.0,0.0,0.0,,42.1,0.0,0.0,0.0,0.0,25.492,16.608,42.1,161.154,0.0,144.017,0.722,143.295,-678.456,1502.878,-9.781,958.658,0.0,958.658,1119.812,
03/29/2014,1162.379,465.567,51.424,414.143,181.618,181.618,0.0,119.373,28.185,0.603,103.238,-12.653,34.457,,,,,0.768,,13.879,801.015,107.511,,,2.588,2.588,251.265,222.096,155.8,66.296,29.169,361.364,,94.953,34.637,8.01,,52.306,0.0,0.0,,,,,16.411,1.05,,0.0,111.364,0.0,0.0,,,,42.075,,,,,25.51,15.515,42.075,153.439,0.0,147.632,0.722,146.91,-673.989,1544.484,-9.187,1008.94,0.0,1008.94,1162.379,
06/28/2014,1218.969,525.993,70.349,455.644,165.426,165.426,0.0,126.103,28.639,0.749,107.27,-10.555,41.725,,,,,8.86,,13.055,859.247,107.115,,,0.0,,252.607,219.429,155.8,63.629,33.178,359.722,,106.382,31.752,9.112,,65.518,0.0,0.0,,,,,16.896,,,0.0,123.278,0.0,0.0,,,,47.629,,,,,28.471,19.158,47.629,170.907,0.0,150.197,0.722,149.475,-666.084,1572.041,-8.092,1048.062,0.0,1048.062,1218.969,
09/27/2014,1283.17,541.92,60.214,481.706,187.543,187.543,0.0,139.621,27.184,0.578,119.736,-7.877,51.966,,,,,9.813,,22.673,921.05,113.206,,,0.0,,248.914,214.547,153.515,61.032,34.367,362.12,,139.249,46.083,10.131,,83.035,0.0,0.0,,,,,18.965,,,0.0,158.214,0.0,0.0,,,,48.207,,,,,27.387,20.82,48.207,206.421,0.0,153.748,0.722,153.026,-660.294,1586.986,-3.691,1076.749,0.0,1076.749,1283.17,
12/31/2014,5539.0,418.0,394.0,24.0,671.0,671.0,0.0,394.0,140.0,0.0,260.0,-6.0,189.0,,0.0,,0.0,13.0,,44.0,1672.0,255.0,448.0,-193.0,0.0,,3612.0,3519.0,2490.0,1029.0,93.0,3867.0,,753.0,327.0,5.0,,421.0,4.0,0.0,0.0,0.0,,4.0,196.0,116.0,2.0,0.0,953.0,3156.0,3156.0,0.0,0.0,,390.0,0.0,0.0,0.0,0.0,200.0,72.0,3546.0,4499.0,0.0,148.0,1.0,147.0,-634.0,1535.0,-9.0,1040.0,0.0,1040.0,5539.0,
04/04/2015,5454.63,329.534,329.534,0.0,637.953,637.953,0.0,405.469,157.271,0.472,256.973,-9.247,246.018,,,,,60.34,,68.971,1618.974,270.228,,,0.0,,3565.428,3444.232,2482.528,961.704,121.196,3835.656,,670.739,284.73,14.903,,371.106,0.0,0.0,,,,0.0,225.112,107.687,,0.0,895.851,3144.177,3144.177,,,,388.604,,,,,192.544,88.373,3532.781,4428.632,0.0,161.027,0.722,160.305,-629.403,1510.01,-15.636,1025.998,0.0,1025.998,5454.63,
07/04/2015,5216.58,204.918,204.918,0.0,631.067,631.067,0.0,404.472,163.826,0.476,255.756,-15.586,215.663,,,,,49.366,,67.304,1456.12,284.593,,,0.0,,3475.867,3380.862,2482.858,898.004,95.005,3760.46,,657.976,281.771,18.139,34.729,323.337,0.0,0.0,,,,0.0,215.458,109.089,,0.0,873.434,3040.361,3040.361,,,,351.195,,,,,156.072,86.034,3391.556,4264.99,0.0,176.304,0.722,175.582,-632.82,1433.752,-25.646,951.59,0.0,951.59,5216.58,
10/03/2015,5178.99,258.022,258.022,0.0,625.777,625.777,0.0,408.158,183.395,0.437,256.448,-32.122,197.298,,,,,10.76,,83.096,1489.255,291.754,,,0.0,,3397.981,3305.434,2488.501,816.933,92.547,3689.735,,695.132,314.279,1.592,,379.261,0.0,0.0,,,,0.0,203.792,109.203,,0.0,898.924,3043.225,3043.225,,,,322.813,,,,,128.033,85.577,3366.038,4264.962,0.0,187.813,0.722,187.091,-632.231,1404.802,-46.356,914.028,0.0,914.028,5178.99,
12/31/2015,5040.0,192.0,192.0,,671.0,671.0,0.0,397.0,178.0,0.0,274.0,-55.0,74.0,,0.0,,70.0,4.0,,63.0,1334.0,298.0,554.0,-256.0,0.0,,3408.0,3247.0,2490.0,757.0,91.0,3706.0,,688.0,289.0,42.0,,357.0,0.0,0.0,0.0,0.0,,,207.0,124.0,5.0,0.0,895.0,3012.0,3012.0,0.0,0.0,,240.0,0.0,0.0,0.0,0.0,1.0,110.0,3252.0,4147.0,0.0,195.0,1.0,194.0,-631.0,1377.0,-48.0,893.0,0.0,893.0,5040.0,
04/02/2016,4921.0,194.0,194.0,0.0,606.0,606.0,0.0,386.0,180.0,1.0,272.0,-67.0,95.0,,,,56.0,,,95.0,1281.0,300.0,,,0.0,,3340.0,3195.0,2495.0,700.0,89.0,3640.0,,664.0,316.0,0.0,,348.0,0.0,0.0,,,,,209.0,118.0,25.0,0.0,873.0,2937.0,2937.0,,,,232.0,,,,,,89.0,3169.0,4042.0,0.0,205.0,1.0,204.0,-629.0,1369.0,-66.0,879.0,0.0,879.0,4921.0,
07/02/2016,4791.0,141.0,141.0,0.0,631.0,631.0,0.0,362.0,169.0,1.0,264.0,-72.0,88.0,,,,54.0,,,86.0,1222.0,301.0,,,0.0,,3268.0,3136.0,2496.0,640.0,78.0,3569.0,,639.0,347.0,0.0,,292.0,0.0,0.0,,,,,220.0,118.0,24.0,0.0,859.0,2873.0,2873.0,,,,228.0,,,,,,86.0,3101.0,3960.0,0.0,190.0,1.0,189.0,-615.0,1320.0,-64.0,831.0,0.0,831.0,4791.0,
10/01/2016,4698.0,163.0,163.0,0.0,599.0,599.0,0.0,345.0,164.0,0.0,249.0,-68.0,158.0,,,68.0,83.0,,,90.0,1265.0,292.0,,,0.0,,3141.0,2993.0,2460.0,533.0,65.0,3433.0,,685.0,360.0,0.0,,325.0,0.0,0.0,,,,,247.0,101.0,23.0,21.0,932.0,2788.0,2788.0,,,,230.0,,,,,,106.0,3018.0,3950.0,0.0,200.0,1.0,199.0,-614.0,1223.0,-61.0,748.0,0.0,748.0,4698.0,
12/31/2016,4632.0,156.0,156.0,0.0,625.0,625.0,0.0,345.0,172.0,1.0,254.0,-82.0,96.0,,0.0,,113.0,32.0,,64.0,1222.0,292.0,598.0,-306.0,0.0,,3118.0,2938.0,2458.0,480.0,67.0,3410.0,,751.0,413.0,22.0,,316.0,0.0,0.0,0.0,0.0,,,198.0,124.0,3.0,0.0,949.0,2648.0,2648.0,0.0,0.0,,243.0,0.0,0.0,0.0,0.0,3.0,113.0,2891.0,3840.0,0.0,211.0,1.0,210.0,-614.0,1240.0,-45.0,792.0,0.0,792.0,4632.0,
04/01/2017,4531.0,180.0,180.0,0.0,550.0,550.0,0.0,376.0,160.0,1.0,298.0,-83.0,63.0,,,,121.0,28.0,,35.0,1169.0,284.0,,,0.0,,3078.0,2890.0,2460.0,430.0,67.0,3362.0,,696.0,365.0,15.0,,316.0,0.0,0.0,,,,,225.0,128.0,3.0,0.0,921.0,2573.0,2573.0,,,,242.0,,,,,2.0,109.0,2815.0,3736.0,0.0,235.0,1.0,234.0,-630.0,1239.0,-49.0,795.0,0.0,795.0,4531.0,
07/01/2017,4445.0,95.0,95.0,0.0,527.0,527.0,0.0,414.0,154.0,2.0,339.0,-81.0,100.0,,,,124.0,65.0,,35.0,1136.0,273.0,,,0.0,,3036.0,2844.0,2464.0,380.0,68.0,3309.0,,765.0,436.0,19.0,,310.0,0.0,0.0,,,,0.0,218.0,122.0,3.0,0.0,983.0,2418.0,2418.0,,,,232.0,,,,,2.0,105.0,2650.0,3633.0,0.0,235.0,1.0,234.0,-622.0,1256.0,-57.0,812.0,0.0,812.0,4445.0,
09/30/2017,4526.0,88.0,88.0,0.0,596.0,596.0,0.0,492.0,111.0,2.0,379.0,0.0,90.0,,,,125.0,60.0,,30.0,1266.0,267.0,,,0.0,,2993.0,2797.0,2465.0,332.0,71.0,3260.0,,767.0,426.0,23.0,,318.0,34.0,0.0,,,,34.0,238.0,128.0,11.0,0.0,1039.0,2451.0,2451.0,,,,222.0,,,,,1.0,82.0,2673.0,3712.0,0.0,246.0,1.0,245.0,-621.0,1244.0,-55.0,814.0,0.0,814.0,4526.0,
12/31/2017,4275.0,62.0,62.0,0.0,479.0,479.0,0.0,458.0,116.0,1.0,341.0,0.0,64.0,,,,119.0,40.0,,24.0,1063.0,264.0,641.0,-377.0,0.0,,2948.0,2764.0,2465.0,299.0,65.0,3212.0,,749.0,383.0,43.0,15.0,308.0,51.0,0.0,0.0,0.0,,51.0,200.0,148.0,15.0,0.0,1000.0,2176.0,2176.0,0.0,0.0,,265.0,0.0,0.0,0.0,0.0,0.0,102.0,2441.0,3441.0,0.0,258.0,1.0,257.0,-620.0,1248.0,-52.0,834.0,0.0,834.0,4275.0,
03/31/2018,4249.0,64.0,64.0,0.0,471.0,471.0,0.0,448.0,123.0,2.0,323.0,0.0,70.0,,,,115.0,31.0,,39.0,1053.0,262.0,,,0.0,,2934.0,2739.0,2463.0,276.0,80.0,3196.0,,682.0,411.0,56.0,,215.0,43.0,0.0,,,,43.0,207.0,144.0,1.0,0.0,932.0,2090.0,2090.0,,,,246.0,,,,,,101.0,2336.0,3268.0,0.0,267.0,1.0,266.0,-616.0,1376.0,-46.0,981.0,0.0,981.0,4249.0,
06/30/2018,4275.0,46.0,46.0,0.0,502.0,502.0,0.0,465.0,131.0,2.0,332.0,0.0,96.0,,,,104.0,44.0,,52.0,1109.0,254.0,,,0.0,,2912.0,2714.0,2462.0,252.0,94.0,3166.0,,730.0,442.0,51.0,,237.0,85.0,0.0,,,,85.0,199.0,150.0,1.0,0.0,1014.0,1914.0,1914.0,,,,274.0,,,,,,123.0,2188.0,3202.0,0.0,274.0,1.0,273.0,-617.0,1446.0,-30.0,1073.0,0.0,1073.0,4275.0,
09/29/2018,4400.0,45.0,45.0,0.0,575.0,575.0,0.0,493.0,132.0,5.0,356.0,0.0,88.0,,,,91.0,37.0,,36.0,1201.0,251.0,,,0.0,,2948.0,2756.0,2496.0,260.0,101.0,3199.0,,834.0,498.0,52.0,,284.0,71.0,0.0,,,,71.0,200.0,161.0,0.0,0.0,1105.0,1829.0,1829.0,,,,253.0,,,,,,92.0,2082.0,3187.0,0.0,283.0,1.0,282.0,-614.0,1573.0,-29.0,1213.0,0.0,1213.0,4400.0,
12/31/2018,4339.0,44.0,44.0,0.0,520.0,520.0,0.0,520.0,125.0,3.0,392.0,0.0,78.0,,3.0,,114.0,24.0,,36.0,1162.0,249.0,546.0,-297.0,0.0,,2928.0,2727.0,2495.0,232.0,84.0,3177.0,,934.0,552.0,60.0,14.1,307.9,157.0,0.0,0.0,0.0,,157.0,210.0,172.0,0.0,0.0,1301.0,1434.0,1434.0,0.0,0.0,,269.0,0.0,0.0,0.0,0.0,8.0,89.0,1703.0,3004.0,0.0,295.0,1.0,294.0,-613.0,1688.0,-35.0,1335.0,0.0,1335.0,4339.0,
03/30/2019,4576.0,61.0,61.0,0.0,488.0,488.0,0.0,510.0,133.0,4.0,373.0,0.0,83.0,,0.0,,97.0,21.0,,41.0,1142.0,367.0,,,0.0,,3067.0,2878.0,2567.0,311.0,92.0,3434.0,,762.0,457.0,61.0,,244.0,161.0,0.0,30.0,,30.0,131.0,223.0,178.0,4.0,0.0,1146.0,1707.0,1605.0,102.0,,102.0,256.0,,,,,1.0,73.0,1963.0,3109.0,0.0,306.0,1.0,305.0,-611.0,1803.0,-31.0,1467.0,0.0,1467.0,4576.0,
