Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2009,23250.0,22676.0,574.0,,-12669.0,12366.0,303.0,10581.0,0.0,-6549.0,5115.0,1434.0,0.0,4032.0,230.0,82.0,101.0,-19.0,-82.0,-230.0,4262.0,-1159.0,,3103.0,0.0,0.0,0.0,3103.0,,3103.0,0.0,0.0,3103.0,3159.55,56.55,1326.1,2.34,2.34,2.382588,1336.9,2.32,2.32,2.362299,
09/30/2009,23566.0,23022.0,544.0,,-12939.0,12638.0,301.0,10627.0,0.0,-6459.0,5013.0,1446.0,0.0,4168.0,205.0,76.0,84.0,-8.0,148.0,-429.0,4373.0,-1159.0,,3214.0,0.0,0.0,0.0,3214.0,,3214.0,0.0,0.0,3214.0,3272.5,58.5,1319.9,2.44,2.44,2.479354,1338.2,2.4,2.4,2.443715,
12/31/2009,27230.0,26397.0,621.0,212.0,-14085.0,13784.0,301.0,13145.0,0.0,-7021.0,5560.0,1461.0,0.0,6124.0,257.0,39.0,81.0,-42.0,-39.0,-257.0,6381.0,-1568.0,,4813.0,0.0,0.0,0.0,4813.0,,4813.0,0.0,0.0,4813.0,4890.35,77.35,1318.4,3.65,3.65,3.709307,1340.7,3.59,3.59,3.647694,
03/31/2010,22858.0,22313.0,545.0,,-12881.0,12608.0,273.0,9977.0,0.0,-7186.0,5677.0,1509.0,0.0,2791.0,724.0,63.0,82.0,-19.0,-121.0,-666.0,3515.0,-914.0,,2601.0,0.0,0.0,0.0,2601.0,,2601.0,0.0,0.0,2601.0,2545.6,-55.4,1301.2,2.0,2.0,1.956348,1321.6,1.97,1.97,1.928081,
06/30/2010,23724.0,23173.0,551.0,,-12915.0,12641.0,274.0,10809.0,0.0,-6536.0,5061.0,1475.0,0.0,4273.0,302.0,67.0,90.0,-23.0,-158.0,-211.0,4575.0,-1189.0,,3386.0,0.0,0.0,0.0,3386.0,,3386.0,0.0,0.0,3386.0,3336.2,-49.8,1278.6,2.65,2.65,2.60926,1296.7,2.61,2.61,2.571595,
09/30/2010,24271.0,23735.0,536.0,,-13270.0,13021.0,249.0,11001.0,0.0,-6613.0,5149.0,1464.0,0.0,4388.0,289.0,72.0,95.0,-23.0,567.0,-928.0,4677.0,-1088.0,,3589.0,0.0,0.0,0.0,3589.0,,3589.0,0.0,0.0,3589.0,3550.95,-38.05,1255.2,2.86,2.86,2.828991,1272.8,2.82,2.82,2.790105,
12/31/2010,29019.0,28239.0,628.0,152.0,-14792.0,14487.0,305.0,14227.0,0.0,-7529.0,5951.0,1578.0,0.0,6698.0,257.0,75.0,102.0,-27.0,15.0,-347.0,6955.0,-1698.0,,5257.0,0.0,0.0,0.0,5257.0,,5257.0,0.0,0.0,5257.0,5214.85,-42.15,1240.1,4.24,4.24,4.205185,1258.4,4.18,4.18,4.146505,
03/31/2011,24607.0,24083.0,524.0,,-13749.0,13506.0,243.0,10858.0,0.0,-7413.0,5826.0,1587.0,0.0,3445.0,372.0,57.0,93.0,-36.0,96.0,-525.0,3817.0,-954.0,,2863.0,0.0,0.0,0.0,2863.0,,2863.0,0.0,0.0,2863.0,2882.75,19.75,1222.2,2.34,2.34,2.358657,1240.0,2.31,2.31,2.325927,
06/30/2011,26666.0,26140.0,526.0,,-14281.0,14013.0,268.0,12385.0,0.0,-7599.0,6030.0,1569.0,0.0,4786.0,99.0,67.0,97.0,-30.0,156.0,-322.0,4885.0,-1221.0,,3664.0,0.0,0.0,0.0,3664.0,,3664.0,0.0,0.0,3664.0,3760.85,96.85,1204.8,3.04,3.04,3.121555,1221.4,3.0,3.0,3.079294,
09/30/2011,26157.0,25630.0,527.0,,-13984.0,13708.0,276.0,12173.0,0.0,-7208.0,5662.0,1546.0,0.0,4965.0,62.0,68.0,107.0,-39.0,253.0,-383.0,5027.0,-1188.0,,3839.0,0.0,0.0,0.0,3839.0,,3839.0,0.0,0.0,3839.0,3853.2,14.2,1188.6,3.23,3.23,3.241797,1204.9,3.19,3.19,3.201785,
12/31/2011,29486.0,28780.0,548.0,158.0,-14764.0,14487.0,277.0,14722.0,0.0,-7631.0,6076.0,1555.0,0.0,7091.0,183.0,83.0,114.0,-31.0,8.0,-274.0,7274.0,-1784.0,,5490.0,0.0,0.0,0.0,5490.0,,5490.0,0.0,0.0,5490.0,5692.5,202.5,1172.2,4.68,4.68,4.856253,1188.7,4.62,4.62,4.790354,
03/31/2012,24673.0,24176.0,497.0,,-13555.0,13310.0,245.0,11118.0,0.0,-7487.0,5886.0,1601.0,0.0,3631.0,205.0,79.0,110.0,-31.0,-71.0,-213.0,3836.0,-770.0,,3066.0,0.0,0.0,0.0,3066.0,,3066.0,0.0,0.0,3066.0,3286.55,220.55,1159.1,2.65,2.65,2.835433,1174.2,2.61,2.61,2.79783,
06/30/2012,25783.0,25259.0,524.0,,-13502.0,13220.0,282.0,12281.0,0.0,-7424.0,5837.0,1587.0,0.0,4857.0,304.0,86.0,117.0,-31.0,-106.0,-284.0,5161.0,-1280.0,,3881.0,0.0,0.0,0.0,3881.0,,3881.0,0.0,0.0,3881.0,4042.5,161.5,1149.0,3.38,3.38,3.518277,1161.9,3.34,3.34,3.478996,
09/30/2012,24747.0,24268.0,479.0,,-13015.0,12757.0,258.0,11732.0,0.0,-7442.0,5908.0,1534.0,0.0,4290.0,784.0,102.0,124.0,-22.0,159.0,-1045.0,5074.0,-1250.0,,3824.0,0.0,0.0,0.0,3824.0,,3824.0,0.0,0.0,3824.0,4267.2,443.2,1137.2,3.36,3.36,3.752374,1149.3,3.33,3.33,3.715626,
12/31/2012,29304.0,28682.0,535.0,87.0,-14137.0,13835.0,302.0,15167.0,0.0,-7501.0,5921.0,1580.0,0.0,7666.0,165.0,83.0,108.0,-25.0,-222.0,-26.0,7831.0,-1998.0,,5833.0,0.0,0.0,0.0,5833.0,,5833.0,0.0,0.0,5833.0,5898.35,65.35,1124.7,5.19,5.19,5.244376,1136.4,5.13,5.13,5.187506,
03/31/2013,23408.0,22903.0,505.0,,-12730.0,12457.0,273.0,10678.0,0.0,-7221.0,5577.0,1644.0,0.0,3457.0,149.0,71.0,94.0,-23.0,-415.0,195.0,3606.0,-574.0,,3032.0,0.0,0.0,0.0,3032.0,,3032.0,0.0,0.0,3032.0,3252.9,220.9,1113.7,2.72,2.72,2.920805,1124.0,2.7,2.7,2.89653,
06/30/2013,24924.0,24431.0,493.0,,-12792.0,12528.0,264.0,12132.0,0.0,-8228.0,6680.0,1548.0,0.0,3904.0,240.0,79.0,98.0,-19.0,-79.0,-240.0,4144.0,-918.0,,3226.0,0.0,0.0,0.0,3226.0,,3226.0,0.0,0.0,3226.0,4065.1,839.1,1100.9,2.93,2.93,3.692524,1109.4,2.91,2.91,3.666355,
09/30/2013,23338.0,22829.0,509.0,,-11909.0,11640.0,269.0,11429.0,0.0,-6616.0,5260.0,1356.0,0.0,4813.0,159.0,84.0,97.0,-13.0,256.0,-499.0,4972.0,-833.0,,4139.0,98.0,98.0,0.0,4041.0,,4041.0,0.0,0.0,4041.0,4336.25,197.25,1090.9,3.7,3.79,3.974929,1098.8,3.68,3.77,3.949514,
12/31/2013,27385.0,26751.0,534.0,100.0,-13048.0,12742.0,306.0,14337.0,0.0,-7439.0,5987.0,1452.0,0.0,6898.0,204.0,94.0,113.0,-19.0,-22.0,-276.0,7102.0,-885.0,,6217.0,32.0,32.0,0.0,6185.0,,6185.0,0.0,0.0,6185.0,6369.95,152.95,1072.5,5.77,5.8,5.939347,1080.0,5.73,5.76,5.90162,
03/31/2014,22236.0,21718.0,518.0,,-11608.0,11330.0,278.0,10628.0,0.0,-7674.0,6272.0,1402.0,0.0,2954.0,229.0,83.0,105.0,-22.0,43.0,-355.0,3183.0,-653.0,,2530.0,146.0,146.0,0.0,2384.0,,2384.0,0.0,0.0,2384.0,3097.3,567.3,1035.2,2.3,2.44,2.991982,1041.8,2.29,2.43,2.974538,
06/30/2014,24047.0,23538.0,509.0,,-12003.0,11774.0,229.0,12044.0,0.0,-6954.0,5593.0,1361.0,0.0,5090.0,258.0,114.0,136.0,-22.0,5.0,-377.0,5348.0,-1096.0,,4252.0,115.0,115.0,0.0,4137.0,,4137.0,0.0,0.0,4137.0,4131.5,-120.5,999.6,4.14,4.25,4.133153,1005.1,4.12,4.23,4.110111,
09/30/2014,22397.0,21903.0,494.0,,-11523.0,11266.0,257.0,10874.0,0.0,-6635.0,5281.0,1354.0,0.0,4239.0,122.0,105.0,126.0,-21.0,-482.0,255.0,4361.0,-906.0,,3455.0,3437.0,3437.0,0.0,18.0,,18.0,0.0,0.0,18.0,5792.85,2337.85,991.8,0.02,3.48,5.840744,997.7,0.02,3.46,5.803239,
12/31/2014,24113.0,23500.0,532.0,81.0,-11251.0,10976.0,275.0,12862.0,0.0,-7354.0,6034.0,1320.0,0.0,5508.0,1586.0,92.0,117.0,-25.0,-165.0,-1513.0,7094.0,-1579.0,,5515.0,31.0,31.0,0.0,5484.0,,5484.0,0.0,0.0,5484.0,5162.2,-352.8,990.4,5.54,5.57,5.212237,995.4,5.51,5.54,5.18557,
03/31/2015,19590.0,19123.0,467.0,,-10138.0,9903.0,235.0,9452.0,0.0,-6660.0,5362.0,1298.0,0.0,2792.0,209.0,89.0,108.0,-19.0,90.0,-388.0,3001.0,-585.0,,2416.0,88.0,88.0,0.0,2328.0,,2328.0,0.0,0.0,2328.0,3162.4,746.4,988.1,2.36,2.45,3.200486,992.3,2.35,2.44,3.192192,
06/30/2015,20813.0,20330.0,483.0,,-10423.0,10157.0,266.0,10390.0,0.0,-6479.0,5179.0,1300.0,0.0,3911.0,313.0,97.0,115.0,-18.0,-25.0,-385.0,4224.0,-698.0,,3526.0,77.0,77.0,0.0,3449.0,,3449.0,0.0,0.0,3449.0,3650.0,124.0,982.3,3.51,3.59,3.715769,986.7,3.5,3.58,3.705671,
09/30/2015,19280.0,18828.0,452.0,,-9844.0,9611.0,233.0,9436.0,0.0,-6018.0,4731.0,1287.0,0.0,3418.0,203.0,101.0,117.0,-16.0,329.0,-633.0,3621.0,-659.0,,2962.0,12.0,12.0,0.0,2950.0,,2950.0,0.0,0.0,2950.0,3460.15,498.15,975.1,3.03,3.04,3.548508,979.0,3.01,3.02,3.528836,
12/31/2015,22059.0,21562.0,454.0,43.0,-10652.0,10375.0,277.0,11407.0,0.0,-6519.0,5157.0,1362.0,0.0,4888.0,210.0,108.0,128.0,-20.0,20.0,-338.0,5098.0,-638.0,,4460.0,-3.0,-3.0,0.0,4463.0,,4463.0,0.0,0.0,4463.0,4613.25,153.25,969.4,4.6,4.6,4.758871,972.8,4.59,4.59,4.747535,
03/31/2016,18684.0,18270.0,414.0,,-9998.0,9760.0,238.0,8686.0,0.0,-7470.0,6012.0,1458.0,0.0,1216.0,-182.0,123.0,147.0,-24.0,226.0,-167.0,1034.0,983.0,,2017.0,3.0,3.0,0.0,2014.0,,2014.0,0.0,0.0,2014.0,2900.3,883.3,961.7,2.09,2.09,3.015805,964.4,2.09,2.09,3.005906,
06/30/2016,20238.0,19810.0,428.0,,-10536.0,10273.0,263.0,9702.0,0.0,-6814.0,5349.0,1465.0,0.0,2888.0,161.0,138.0,167.0,-29.0,195.0,-494.0,3049.0,-545.0,,2504.0,0.0,0.0,0.0,2504.0,,2504.0,0.0,0.0,2504.0,2646.2,142.2,957.4,2.62,2.62,2.763944,960.5,2.61,2.61,2.758048,
09/30/2016,19226.0,18810.0,416.0,,-10213.0,9954.0,259.0,9013.0,0.0,-6129.0,4732.0,1397.0,0.0,2884.0,379.0,136.0,158.0,-22.0,93.0,-608.0,3263.0,-409.0,,2854.0,1.0,1.0,0.0,2853.0,,2853.0,0.0,0.0,2853.0,2925.05,71.05,954.0,2.99,2.99,3.06609,957.3,2.98,2.98,3.054219,
12/31/2016,21770.0,21256.0,447.0,67.0,-10877.0,10592.0,285.0,10893.0,0.0,-6407.0,4976.0,1431.0,0.0,4486.0,500.0,125.0,157.0,-32.0,-630.0,5.0,4986.0,-481.0,,4505.0,4.0,4.0,0.0,4501.0,,4501.0,0.0,0.0,4501.0,4700.3,195.3,948.6,4.74,4.75,4.954986,952.7,4.72,4.73,4.934996,
03/31/2017,18155.0,17746.0,409.0,,-10211.0,9932.0,279.0,7944.0,0.0,-6511.0,5027.0,1484.0,0.0,1433.0,-9.0,105.0,135.0,-30.0,16.0,-112.0,1424.0,329.0,,1753.0,3.0,3.0,0.0,1750.0,,1750.0,0.0,0.0,1750.0,2342.788,589.788,942.4,1.86,1.86,2.48598,947.8,1.85,1.85,2.472271,
06/30/2017,19289.0,18871.0,418.0,,-10321.0,10032.0,289.0,8968.0,0.0,-6469.0,5033.0,1436.0,0.0,2499.0,-56.0,113.0,147.0,-34.0,321.0,-378.0,2443.0,-111.0,,2332.0,1.0,1.0,0.0,2331.0,,2331.0,0.0,0.0,2331.0,2579.25,247.25,934.9,2.49,2.49,2.758851,939.6,2.48,2.48,2.743144,
09/30/2017,19153.0,18720.0,433.0,,-10353.0,10031.0,322.0,8800.0,0.0,-5990.0,4648.0,1342.0,0.0,2810.0,255.0,130.0,168.0,-38.0,37.0,-422.0,3065.0,-339.0,,2726.0,0.0,0.0,0.0,2726.0,,2726.0,0.0,0.0,2726.0,2893.15,167.15,929.4,2.93,2.93,3.112922,933.2,2.92,2.92,3.099115,
12/31/2017,22543.0,22114.0,450.0,-21.0,-11494.0,11173.0,321.0,11049.0,0.0,-6391.0,5013.0,1378.0,0.0,4658.0,-189.0,122.0,164.0,-42.0,368.0,-301.0,4469.0,-5522.0,,-1053.0,1.0,1.0,0.0,-1054.0,,-1054.0,0.0,0.0,-1054.0,4612.25,5665.25,924.5,-1.14,-1.14,4.988913,928.9,-1.14,-1.14,4.95888,
03/31/2018,19072.0,18661.0,410.0,1.0,-10825.0,10556.0,269.0,8247.0,0.0,-6850.0,5445.0,1405.0,0.0,1397.0,-262.0,94.0,165.0,-71.0,141.0,27.0,1135.0,540.0,,1675.0,-4.0,-4.0,0.0,1679.0,,1679.0,0.0,0.0,1679.0,2673.538,998.538,920.7,1.82,1.82,2.90381,925.4,1.81,1.81,2.889034,
06/30/2018,20003.0,19607.0,396.0,,-10804.0,10514.0,290.0,9199.0,0.0,-6221.0,4857.0,1364.0,0.0,2978.0,-202.0,126.0,173.0,-47.0,-414.0,490.0,2776.0,-373.0,,2403.0,-1.0,-1.0,0.0,2404.0,,2404.0,0.0,0.0,2404.0,2804.438,401.438,915.1,2.63,2.63,3.064625,919.4,2.61,2.61,3.04663,
09/30/2018,18756.0,18367.0,389.0,,-9953.0,9666.0,287.0,8803.0,0.0,-5615.0,4363.0,1252.0,0.0,3188.0,-192.0,121.0,191.0,-70.0,-76.0,147.0,2996.0,-304.0,,2692.0,-2.0,-2.0,0.0,2694.0,,2694.0,0.0,0.0,2694.0,2998.38,306.38,911.2,2.95,2.95,3.290584,915.2,2.94,2.94,3.274768,
12/31/2018,21760.0,21327.0,402.0,31.0,-11073.0,10788.0,285.0,10687.0,0.0,-6059.0,4701.0,1358.0,0.0,4628.0,-194.0,116.0,193.0,-77.0,-78.0,156.0,4434.0,-2481.0,,1953.0,2.0,2.0,0.0,1951.0,,1951.0,0.0,0.0,1951.0,4250.53,2297.53,901.3,2.17,2.17,4.715999,905.2,2.15,2.15,4.688146,
03/31/2019,18182.0,17777.0,404.0,1.0,-10139.0,9875.0,264.0,8043.0,0.0,-6124.0,4691.0,1433.0,0.0,1919.0,-37.0,140.0,210.0,-70.0,-172.0,69.0,1882.0,-289.0,,1593.0,2.0,2.0,0.0,1591.0,,1591.0,0.0,0.0,1591.0,2058.832,465.832,889.6,1.79,1.79,2.314335,893.9,1.78,1.78,2.301123,
06/30/2019,19161.0,18810.0,351.0,,-10151.0,9923.0,228.0,9010.0,0.0,-6863.0,5456.0,1407.0,0.0,2147.0,621.0,181.0,348.0,-167.0,172.0,-974.0,2768.0,-269.0,,2499.0,1.0,1.0,0.0,2498.0,,2498.0,0.0,0.0,2498.0,3323.072,824.072,886.3,2.82,2.82,3.749376,890.8,2.81,2.81,3.735092,
09/30/2019,18028.0,17684.0,344.0,,-9692.0,9475.0,217.0,8336.0,0.0,-6577.0,5024.0,1553.0,0.0,1759.0,-237.0,369.0,432.0,-63.0,-597.0,465.0,1522.0,151.0,,1673.0,1.0,1.0,0.0,1672.0,,1672.0,0.0,0.0,1672.0,2153.23,480.23,886.0,1.89,1.89,2.430282,892.8,1.87,1.87,2.407892,
12/31/2019,21777.0,21472.0,301.0,4.0,-10677.0,10482.0,195.0,11100.0,0.0,-7029.0,5433.0,1596.0,0.0,4071.0,-78.0,306.0,354.0,-48.0,319.0,-547.0,3993.0,-324.0,,3669.0,0.0,0.0,0.0,3669.0,,3669.0,0.0,0.0,3669.0,4616.944,947.944,887.1,4.14,4.14,5.204536,893.7,4.11,4.11,5.170696,
03/31/2020,17571.0,17268.0,303.0,,-9649.0,9467.0,182.0,7922.0,0.0,-7579.0,5954.0,1625.0,0.0,343.0,-393.0,275.0,326.0,-51.0,-126.0,244.0,-50.0,1226.0,,1176.0,1.0,1.0,0.0,1175.0,,1175.0,0.0,0.0,1175.0,2224.07,1048.07,888.0,1.32,1.32,2.504583,895.0,1.31,1.31,2.481028,
06/30/2020,18123.0,17855.0,268.0,,-9423.0,9258.0,165.0,8700.0,0.0,-6830.0,5248.0,1582.0,0.0,1870.0,-299.0,300.0,323.0,-23.0,62.0,-63.0,1571.0,-209.0,,1362.0,1.0,1.0,0.0,1361.0,,1361.0,0.0,0.0,1361.0,2060.719,698.719,889.4,1.53,1.53,2.316977,894.9,1.52,1.52,2.300779,
09/30/2020,17570.333,,,,,,,8536.19488139,,,,,,2883.0,,,,,,,2579.714,,,1888.75,,,,,,1888.75,,,1888.75,2277.7,,,2.023,2.023,2.555,,2.023,2.023,2.555,
12/31/2020,20830.818,,,,,,,10802.02898208,,,,,,5032.0,,,,,,,4572.429,,,3634.5,,,,,,3634.5,,,3634.5,3985.3,,,3.596,3.596,4.445,,3.596,3.596,4.445,
