Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2004,8438.759766,340.884003,340.884003,0.0,118.535004,,,75.461998,,,,,173.981003,,,,,,,708.862,962.419983,,,4205.810059,2561.659912,1160.339966,1160.339966,0.0,,1401.319946,7729.889954,,410.178986,410.178986,,,,58.810001,,,,,,10.484005,,,10.484005,479.472992,1238.790039,,,,,4844.040039,,,,,,,4844.040039,6082.830078,6562.30307,0.0,2813.629883,,,-2.285,-863.184021,-71.70499,1876.455872,0.0,1876.455872,8438.758942,
09/30/2004,8308.169922,318.045013,318.045013,0.0,118.414001,,,86.950996,,,,,177.764999,,,,,,,701.174988,969.848999,,,4097.669922,2539.469971,1167.089966,1167.089966,0.0,,1372.380005,7606.988892,,369.608002,369.608002,,,,59.025002,,,,,,16.653008,,,16.653008,445.286011,1235.689941,,,,,4750.399902,,,,,,,4750.399902,5986.089844,6431.375854,0.0,2784.169922,,,,-850.607971,-56.769043,1876.792908,0.0,1876.792908,8308.168762,
12/31/2004,8218.84,287.785,287.785,0.0,102.622,102.622,,81.526,,,,,64.905,,,,,,,536.838,970.547,1572.853,-602.306,4177.161,2534.294,1169.04,1169.04,0.0,,1365.254,7682.002,,221.877,221.877,,,,77.95,,,,,,14.961,,,14.961,314.788,1189.163,,,,,4866.222,,,,,,,4866.222,6055.385,6370.173,0.0,2718.282,,,,-829.244,-40.371,1848.667,0.0,1848.667,8218.84,
03/31/2005,7783.878906,320.493011,320.493011,0.0,102.001999,102.001999,,86.311996,,,,,34.509998,,,,,,,543.317017,966.70697,,,4108.256836,2165.5979,1162.214966,1162.214966,0.0,,1003.382935,7240.561707,,223.675003,223.675003,,,,75.935997,,,,,,4.152,,,4.152,303.763,1172.139038,,,,,4643.404785,,,,,,,4643.404785,5815.543823,6119.306824,0.0,2623.331055,,,-65.307999,-980.484985,87.034012,1664.572083,0.0,1664.572083,7783.878906,
06/30/2005,7742.080078,319.954987,319.954987,0.0,115.033997,115.033997,,82.987,,,,,39.616001,,,,,,,557.59198,947.450012,,,4805.130859,1431.906982,1150.142944,1150.142944,0.0,,281.764038,7184.487854,,219.925003,219.925003,,,,90.769997,,,,,,2.948006,,,2.948006,313.643005,1172.525024,,,,,4682.48584,,,,,,,4682.48584,5855.010864,6168.65387,0.0,2523.089111,,,-44.747002,-970.484985,65.568962,1573.426086,0.0,1573.426086,7742.079956,
09/30/2005,7701.966,492.059,492.059,0.0,82.306,82.306,,66.158,,,,,65.135,,,,,,,705.658,947.024,,,3234.857,2814.427,1140.509,1140.509,0.0,,1673.918,6996.308,,234.281,234.281,,,,88.272,,,,,,0.69,,,0.69,323.243,1172.513,,,,,4606.087,,,,,,,4606.087,5778.6,6101.843,0.0,2560.017,,,-44.917,-980.119,65.142,1600.123,0.0,1600.123,7701.966,
12/31/2005,7544.769,446.782,446.782,0.0,97.747,97.747,,31.254,,,,,37.527,,,,,,,613.31,950.174,1586.228,-636.054,,5981.285,1123.888,1123.888,0.0,,4857.397,6931.459,,231.693,231.693,,,,20.716,,,,,,20.359,,,20.359,272.768,1186.485,,,,,4503.961,,,,,,,4503.961,5690.446,5963.214,0.0,2477.554,,,,-962.905,66.906,1581.555,0.0,1581.555,7544.769,
03/31/2006,7694.645996,490.40799,490.40799,0.0,76.400002,76.400002,,67.255997,,,,,31.017,,,,,,,665.080994,1043.543945,,,3233.259033,2752.761963,1122.204956,1122.204956,0.0,,1630.557007,7029.564941,,215.195999,215.195999,,,,36.055,,,,,,18.203011,,,18.203011,269.45401,1271.828003,,,,,4544.979004,,,,,,,4544.979004,5816.807007,6086.261017,0.0,2469.996094,,,,-931.780029,70.169006,1608.385071,0.0,1608.385071,7694.646088,
06/30/2006,7670.7,529.171,529.171,0.0,62.439,62.439,,64.938,,,,,30.847,,,,,,,687.395,1038.99,,,2512.976,3431.339,1118.119,1118.119,0.0,,2313.22,6983.305,,227.391,227.391,,,,0.0,,,,,,21.014,,,21.014,248.405,1265.263,,,,,4548.174,,,,,,,4548.174,5813.437,6061.842,0.0,2437.927,,,,-910.529,81.46,1608.858,0.0,1608.858,7670.7,
09/30/2006,7643.838,636.633,636.633,0.0,59.114,59.114,,47.747,,,,,33.321,,,,,,,776.815,1014.161,,,3760.984,2091.878,1083.563,1083.563,0.0,,1008.315,6867.023,,241.853,241.853,,,,30.629,,,,,,22.827,,,22.827,295.309,1265.213,,,,,4476.731,,,,,,,4476.731,5741.944,6037.253,0.0,2433.521,,,,-907.164,80.228,1606.585,0.0,1606.585,7643.838,
12/31/2006,9729.389,39.88,39.88,0.0,107.194,107.194,,39.535,,,,,51.728,,,,,,,238.337,1641.353,2294.705,-653.352,0.0,7849.699,1264.272,1264.272,0.0,,6585.427,9491.052,,341.173,341.173,,,,46.176,,,,,,20.598,,,20.598,407.947,1912.696,,,,,5813.971,,,,,,,5813.971,7726.667,8134.614,0.0,2428.871,,,0.0,-906.394,72.298,1594.775,0.0,1594.775,9729.389,
03/31/2007,9749.655,78.093,78.093,0.0,103.218,103.218,,39.602,,,,,47.223,,,,,,,268.136,1628.803,,,0.0,7852.716,1291.141,1291.141,0.0,,6561.575,9481.519,,344.862,344.862,,,,99.202,,,,,,3.833,,,3.833,447.897,1768.552,,,,,5879.664,,,,,,,5879.664,7648.216,8096.113,0.0,2433.603,,,-0.01,-856.765,76.714,1653.542,0.0,1653.542,9749.655,
06/30/2007,9740.993,222.785,222.785,0.0,102.107,102.107,,39.017,,,,,42.876,,,,,,,406.785,1605.899,,,0.0,7728.309,1260.587,1260.587,0.0,,6467.722,9334.208,,305.374,305.374,,,,103.837,,,,,,25.726,,,25.726,434.937,1837.318,,,,,5861.562,,,,,,,5861.562,7698.88,8133.817,0.0,2351.35,,,,-858.068,113.894,1607.176,0.0,1607.176,9740.993,
09/30/2007,9408.792969,287.738007,287.738007,0.0,104.054001,104.054001,,37.897999,,,,,39.981998,,,,,,,469.671997,1577.514038,,,3900.697021,3460.909912,1268.493042,1268.493042,0.0,,2192.41687,8939.120972,,340.964996,340.964996,,,,156.466003,,,,,,45.391022,,,45.391022,542.822021,1779.829956,,,,,5509.835938,,,,,,,5509.835938,7289.665894,7832.487915,0.0,2280.48291,,,,-865.495972,161.317993,1576.304932,0.0,1576.304932,9408.792847,
12/31/2007,8932.244141,168.593994,168.593994,0.0,113.792999,113.792999,,36.202999,,,,,102.737,,,,,,,421.326996,1569.534058,2338.506104,-768.971985,0.0,6941.382812,1198.152954,1198.152954,0.0,,5743.229858,8510.91687,,343.391998,343.391998,,,,36.594002,,,,,,46.454002,,,46.454002,426.440002,1820.105957,,,,,5193.615234,,,,,,,5193.615234,7013.721191,7440.161194,0.0,2137.458008,,,0.0,-797.965027,152.590027,1492.083008,0.0,1492.083008,8932.244202,
03/31/2008,8748.08,132.475,132.475,0.0,104.434,104.434,,33.747,,,,,107.623,,,,,,,378.279,3008.694,,,,5361.107,1226.524,1226.524,0.0,,4134.583,8369.801,,347.795,347.795,,,,38.558,,,,,,0.26,,,0.26,386.613,1840.398,,,,,5054.754,,,,,,,5054.754,6895.152,7281.765,0.0,2107.606,,,,-771.775,130.484,1466.315,0.0,1466.315,8748.08,
06/30/2008,8807.984,104.7,104.7,,90.936,90.936,,33.008,,,,,102.467,,,,,,,331.111,3018.035,,,,5458.838,1227.624,1227.624,0.0,,4231.214,8476.873,,294.707,294.707,,,,51.289,,,,,,0.463,,,0.463,346.459,1828.511,,,,,5176.605,,,,,,,5176.605,7005.116,7351.575,0.0,2071.889,,,-8.897,-750.923,144.34,1456.409,0.0,1456.409,8807.984,
09/30/2008,8756.668,171.903,171.903,,90.469,90.469,,32.635,,,,,185.273,,,,,,,480.28,3022.888,,,0.0,5253.5,1216.748,1216.748,0.0,,4036.752,8276.388,,333.201,333.201,,,,56.271,,,,,,0.258,,,0.258,389.73,1835.838,,,,,5079.693,,,,,,,5079.693,6915.531,7305.261,0.0,2068.191,,,-8.906,-736.284,128.406,1451.407,0.0,1451.407,8756.668,
12/31/2008,8110.883,128.397,128.397,,96.145,96.145,,31.603,,,,,99.365,,,,,,,355.51,3026.856,3888.712,-861.856,0.0,4728.517,1178.969,1178.969,0.0,,3549.548,7755.373,,294.859,294.859,,,,27.104,,,,,,4.819,,,4.819,326.782,1821.404,,,,,4669.518,,,,,,,4669.518,6490.922,6817.704,0.0,1983.286,,,0.0,-726.756,36.649,1293.179,0.0,1293.179,8110.883,
03/31/2009,8143.261,215.971,215.971,0.0,78.612,78.612,0.0,31.221,,,,,104.834,,1.311,,,,23.952,430.638,3025.688,,,0.0,4686.935,1172.645,1172.645,0.0,,3514.29,7712.623,,310.141,308.983,1.158,,,55.897,0.0,,,,55.897,0.549,1390.437,,0.549,366.587,1788.67,1788.67,,,,4673.428,,,,,,306.067,2976.924,6462.098,6828.685,0.0,1978.158,250.944,1727.214,0.0,-692.226,28.896,1314.828,-0.252,1314.576,8143.261,
06/30/2009,8234.931,170.389,170.389,0.0,74.949,74.949,0.0,31.111,,,,,110.923,,1.397,,,,29.955,387.372,3007.778,,,0.0,4839.781,1171.695,1171.695,0.0,,3668.086,7847.559,,290.915,,2.092,,288.823,27.971,0.0,,,,27.971,0.659,1406.175,,0.659,319.545,1727.092,1727.092,,,,4828.101,,,,,,319.374,3102.552,6555.193,6874.738,0.0,1971.187,251.005,1720.182,0.0,-669.122,57.907,1359.972,0.221,1360.193,8234.931,
09/30/2009,8563.197,233.485,233.485,0.0,71.829,71.829,0.0,30.717,,,,,101.272,,1.512,,,,20.189,437.303,3006.02,,,,5119.874,1175.528,1175.528,0.0,,3944.346,8125.894,,301.557,,1.623,,299.934,26.061,0.0,,,,26.061,0.625,1413.043,,0.625,328.243,1717.507,1717.507,,,,5098.456,,,,,,329.956,3355.457,6815.963,7144.206,0.0,1974.438,253.185,1721.253,,-637.96,82.893,1419.371,-0.38,1418.991,8563.197,
12/31/2009,8890.942,179.745,179.745,0.0,92.189,92.189,0.0,31.117,,,,,74.371,0.0,1.197,,,,21.64,377.422,1591.074,2544.272,-953.198,0.0,6922.446,1201.332,1201.332,0.0,,5721.114,8513.52,,316.513,314.277,2.236,0.0,0.0,49.957,0.0,,,,49.957,0.501,1414.509,0.0,0.501,366.971,1840.532,1840.532,,,,5200.651,0.0,,,,,246.73,3539.412,7041.183,7408.154,0.0,1989.51,254.017,1735.493,0.0,-603.876,97.142,1482.776,0.012,1482.788,8890.942,
03/31/2010,9066.537,180.474,180.474,0.0,91.769,91.769,0.0,33.737,,,,,72.336,,2.497,,,,17.484,378.316,3168.288,,,0.0,5519.933,1307.56,1307.56,0.0,,4212.373,8688.221,,334.948,329.856,5.092,,,28.622,0.0,,,,28.622,0.554,1412.08,,0.554,364.124,1858.465,1858.465,,,,5323.526,,,,,,276.717,3634.729,7181.991,7546.115,0.0,1981.987,254.761,1727.226,0.0,-572.964,110.969,1519.992,0.43,1520.422,9066.537,
06/30/2010,8806.027,152.242,152.242,0.0,83.646,83.646,0.0,33.155,,,,,76.694,,0.515,,,,23.909,345.737,3158.423,,,0.0,5301.867,1284.114,1284.114,0.0,,4017.753,8460.29,,307.174,303.156,4.018,,,26.838,0.0,,,,26.838,0.0,1414.794,,0.0,334.012,1835.661,1835.661,,,,5152.38,,,,,,293.969,3443.617,6988.041,7322.053,0.0,1921.65,248.708,1672.942,0.0,-532.679,94.637,1483.608,0.366,1483.974,8806.027,
09/30/2010,8950.497,135.813,135.813,0.0,88.554,88.554,0.0,33.713,,,,,86.415,,1.112,,,,32.049,344.495,3123.255,,,0.0,5482.747,1288.261,1288.261,0.0,,4194.486,8606.002,,321.126,320.86,0.266,,,22.319,0.0,,,,22.319,0.138,1411.31,,0.138,343.583,1798.542,1798.542,,,,5337.628,,,,,,303.982,3622.336,7136.17,7479.753,0.0,1882.471,244.643,1637.828,0.0,-513.914,101.903,1470.46,0.284,1470.744,8950.497,
12/31/2010,9190.54,170.846,170.846,0.0,107.185,107.185,0.0,27.372,,,,,69.117,0.0,,,,,27.746,374.52,3136.485,4121.341,-984.856,0.0,5679.535,1307.484,1307.484,0.0,,4372.051,8816.02,,344.125,342.651,1.474,0.0,0.0,22.502,0.0,,,,22.502,0.0,1393.716,0.0,0.0,366.627,1832.38,1832.38,,,,5511.585,0.0,,,,,323.303,3794.566,7343.965,7710.592,0.0,1844.147,241.035,1603.112,0.0,-477.459,112.768,1479.456,0.492,1479.948,9190.54,
03/31/2011,9320.246,210.307,210.307,0.0,93.209,93.209,0.0,34.245,,,,,62.274,,,,,,17.966,400.035,3142.535,,,0.0,5777.676,1313.671,1313.671,0.0,,4464.005,8920.211,,342.726,338.54,4.186,,,22.693,0.0,,,,22.693,0.0,1399.904,,0.0,365.419,1830.09,1830.09,,,,5630.028,,,,,,344.885,3885.239,7460.118,7825.537,0.0,1807.471,238.865,1568.606,0.0,-438.695,124.27,1493.046,1.663,1494.709,9320.246,
06/30/2011,9513.071,132.994,132.994,0.0,101.616,101.616,0.0,27.017,,,,,67.046,,,,,,22.908,328.673,3141.625,,,0.0,6042.773,1378.076,1378.076,0.0,,4664.697,9184.398,,330.663,329.257,1.406,,,23.392,0.0,,,,23.392,0.0,1486.036,,0.0,354.055,1812.202,1812.202,,,,5839.265,,,,,,353.141,4000.088,7651.467,8005.522,0.0,1776.872,237.208,1539.664,0.0,-412.602,122.684,1486.954,20.595,1507.549,9513.071,
09/30/2011,9171.306,127.037,127.037,0.0,89.899,89.899,0.0,26.494,,,,,65.0,,,,,,21.458,308.43,3127.002,,,0.0,5735.874,1337.587,1337.587,0.0,,4398.287,8862.876,,354.192,351.235,2.957,,,23.685,0.0,,,,23.685,0.0,1410.328,,0.0,377.877,1863.899,1863.899,,,,5509.281,,,,,,379.93,3719.023,7373.18,7751.057,0.0,1699.597,227.998,1471.599,0.0,-398.997,99.552,1400.152,20.097,1420.249,9171.306,
12/31/2011,9327.812,128.569,128.569,0.0,103.892,103.892,0.0,25.513,,,,,70.119,0.0,,,,,25.803,328.093,3116.064,,,0.0,5883.655,1361.493,1361.493,0.0,,4522.162,8999.719,,362.054,358.904,3.15,0.0,0.0,23.554,0.0,,,,23.554,0.0,1408.849,0.0,0.0,385.608,1861.116,1861.116,,,,5668.893,0.0,,,,,405.615,3854.429,7530.009,7915.617,0.0,1653.286,222.956,1430.33,0.0,-367.044,105.852,1392.094,20.101,1412.195,9327.812,
03/31/2012,9475.425,113.831,113.831,0.0,96.376,96.376,0.0,25.438,,,,,62.473,,,,,,24.4,298.118,3115.596,,,0.0,6061.711,1358.182,1358.182,0.0,,4703.529,9177.307,,361.367,347.823,13.544,,,28.415,0.0,,,,28.415,0.0,1423.513,,0.0,389.782,1858.984,1858.984,,,,5841.564,,,,,,414.81,4003.241,7700.548,8090.33,0.0,1595.686,217.097,1378.589,,-342.579,111.612,1364.719,20.376,1385.095,9475.425,
06/30/2012,9425.344,105.343,105.343,0.0,91.04,91.04,0.0,25.497,,,,,60.779,,,,,,22.618,282.659,3112.381,,,0.0,6030.304,1354.259,1354.259,0.0,,4676.045,9142.685,,340.095,334.323,5.772,,,30.5,0.0,,,,30.5,0.0,1424.867,,0.0,370.595,1869.264,1869.264,,,,5809.055,,,,,,432.491,3951.697,7678.319,8048.914,0.0,1569.007,214.771,1354.236,,-316.456,103.328,1355.879,20.551,1376.43,9425.344,
09/30/2012,9633.894,151.547,151.547,0.0,92.811,92.811,0.0,25.132,,,,,63.999,,,,,,25.777,333.489,3123.606,,,0.0,6176.799,1366.075,1366.075,0.0,,4810.724,9300.405,,373.405,366.883,6.522,,,31.289,0.0,,,,31.289,0.0,1414.072,,0.0,404.694,1882.834,1882.834,,,,5950.511,,,,,,449.228,4087.211,7833.345,8238.039,0.0,1565.098,228.084,1337.014,-14.11,-293.26,116.831,1374.559,21.296,1395.855,9633.894,
12/31/2012,9683.568,92.708,92.708,0.0,101.817,101.817,0.0,24.56,,,,,63.41,0.0,,,,,20.546,282.495,3131.049,,,0.0,6270.024,1382.41,1382.41,0.0,,4887.614,9401.073,,380.675,373.783,6.892,0.0,0.0,31.429,0.0,,,,31.429,0.0,1397.795,0.0,0.0,412.104,1916.621,1916.621,,,,5992.016,0.0,,,,,471.198,4123.023,7908.637,8320.741,0.0,1518.105,211.047,1307.058,,-286.795,111.717,1343.027,19.8,1362.827,9683.568,
03/31/2013,9882.053,188.546,188.546,0.0,92.955,92.955,0.0,25.556,,,,,67.691,,,,,,24.858,374.748,1635.118,,,0.0,7872.187,1379.303,1379.303,0.0,,6492.884,9507.305,,388.217,378.844,9.373,,,37.315,0.0,,,,37.315,0.0,1402.486,,0.0,425.532,1913.382,1913.382,,,,6144.058,,,,,,507.091,4234.481,8057.44,8482.972,0.0,1509.613,211.664,1297.949,,-230.098,106.205,1385.72,13.361,1399.081,9882.053,
06/30/2013,9855.049,221.086,221.086,0.0,90.678,90.678,0.0,24.28,,,,,68.003,,,,,,25.221,404.047,1623.701,,,0.0,7827.301,1374.374,1374.374,0.0,,6452.927,9451.002,,358.316,356.602,1.714,,,36.412,0.0,,,,36.412,0.0,1426.335,,0.0,394.728,1920.383,1920.383,,,,6122.077,,,,,,517.583,4178.159,8042.46,8437.188,0.0,1505.805,211.942,1293.863,,-196.576,94.457,1403.686,14.175,1417.861,9855.049,
09/30/2013,10389.362,182.592,182.592,0.0,78.99,78.99,0.0,24.612,,,,,71.776,,,,,,28.963,357.97,1623.187,,,0.0,8408.205,1377.946,1377.946,0.0,,7030.259,10031.392,,395.114,,3.103,,392.011,36.647,0.0,,,,36.647,0.0,1418.984,,0.0,431.761,2257.103,2257.103,,,,6259.724,,,,,,530.67,4310.07,8516.827,8948.588,0.0,1494.627,211.96,1282.667,,-169.797,101.949,1426.779,13.995,1440.774,10389.362,
12/31/2013,12833.6,141.584,141.584,0.0,101.424,101.424,0.0,32.741,,,,,103.347,0.0,4.569,22.249,,0.968,63.746,379.096,3664.783,4854.43,-1189.647,0.0,8789.721,2236.323,1825.721,410.602,8.583,6520.075,12454.504,,488.102,,5.263,,482.839,176.362,0.0,,,,176.362,9.118,1568.223,0.0,4.39,673.582,3125.548,3125.548,,,,7554.242,0.0,0.0,0.0,0.0,65.605,387.169,5532.277,10679.79,11353.372,0.0,1471.675,212.327,1259.348,-0.01,-90.026,88.441,1470.08,10.148,1480.228,12833.6,
03/31/2014,12905.611,148.619,148.619,0.0,105.813,105.813,0.0,34.508,,,,,87.064,,5.74,,,,41.848,376.004,1887.019,,,0.0,10642.588,1978.621,1978.621,0.0,,8663.967,12529.607,,480.669,,3.301,,477.368,105.705,0.0,,,,105.705,4.85,1659.169,,4.85,591.224,3133.925,3133.925,,,,7741.266,,,,,,586.991,5495.106,10875.191,11466.415,0.0,1465.105,213.532,1251.573,,-105.893,77.215,1436.427,2.769,1439.196,12905.611,
06/30/2014,12857.178,140.515,140.515,0.0,102.257,102.257,0.0,33.453,,,,,79.476,,3.043,,,1.39,45.192,355.701,1883.249,,,0.0,10618.228,1897.845,1897.845,0.0,,8716.429,12501.477,,457.23,,1.91,,455.32,101.436,0.0,,,,101.436,6.266,1614.517,,2.252,564.932,3050.367,3050.367,,,,7816.284,,,,,,597.432,5602.945,10866.651,11431.583,0.0,1444.407,211.175,1233.232,,-118.184,90.759,1416.982,8.613,1425.595,12857.178,
09/30/2014,12330.231,266.259,266.259,0.0,92.719,92.719,0.0,32.471,,,,,76.25,,0.436,,,0.0,47.445,467.699,3612.095,,,0.0,8250.437,1898.885,1898.885,0.0,,6351.552,11862.532,,476.071,,15.707,,460.364,109.266,0.0,,,,109.266,0.441,1613.528,,0.441,585.778,2958.5,2958.5,,,,7420.017,,,,,,620.098,5186.391,10378.517,10964.295,0.0,1427.563,209.231,1218.332,,-148.085,77.823,1357.301,8.635,1365.936,12330.231,
12/31/2014,11923.644,177.335,177.335,0.0,109.05,109.05,0.0,29.697,,,,,80.774,0.0,0.045,18.778,,0.0,79.601,396.856,1861.403,3143.044,-1281.641,0.0,9665.385,1810.853,1810.853,0.0,5.27,7830.484,11526.788,,461.063,,8.035,,453.028,90.931,0.0,,,,90.931,0.014,1602.545,0.0,0.014,552.008,2963.794,2963.794,,,,7030.464,0.0,36.92,36.92,0.0,80.58,448.824,4861.595,9994.258,10546.266,0.0,1391.762,205.458,1186.304,-0.591,-81.859,59.414,1368.726,8.652,1377.378,11923.644,
03/31/2015,11958.377,217.129,217.129,0.0,108.394,108.394,0.0,30.181,,,,,54.234,,,,,,54.234,409.938,3585.886,,,0.0,7962.553,1811.067,1811.067,0.0,,6151.486,11548.439,,497.062,,37.274,,459.788,90.96,0.0,,,,90.96,0.0,1627.258,,0.0,588.022,2962.676,2962.676,,,,7066.123,,,,,,440.257,4998.608,10028.799,10616.821,0.0,1368.804,202.91,1165.894,,-72.771,36.797,1332.83,8.726,1341.556,11958.377,
06/30/2015,11924.835,199.096,199.096,0.0,92.192,92.192,0.0,29.846,,,,,40.036,,,,,,40.036,361.17,3590.529,,,0.0,7973.136,1811.842,1811.842,0.0,,6161.294,11563.665,,435.249,,14.323,,420.926,290.016,0.0,,,,290.016,0.0,1674.349,,0.0,725.265,2769.861,2769.861,,,,7095.974,,,,,,436.602,4985.023,9865.835,10591.1,0.0,1366.327,208.206,1158.121,-6.455,-79.971,44.668,1324.569,9.166,1333.735,11924.835,
09/30/2015,11653.121,141.95,141.95,0.0,81.777,81.777,0.0,29.557,,,,,67.458,,,,,,67.458,320.742,3597.203,,,0.0,7735.176,1799.939,1799.939,0.0,,5935.237,11332.379,,451.593,,1.868,,449.725,95.045,0.0,,,,95.045,0.0,1679.717,,0.0,546.638,3046.414,3046.414,,,,6872.565,,,,,,452.61,4740.238,9918.979,10465.617,0.0,1324.468,208.73,1115.738,-11.604,-151.491,16.501,1177.874,9.63,1187.504,11653.121,
12/31/2015,11676.397,134.599,134.599,0.0,90.462,90.462,0.0,27.835,,,,,47.155,0.0,,23.817,,,47.155,300.051,3599.737,4981.925,-1382.188,0.0,7776.609,1796.34,1796.34,0.0,5.398,5951.054,11376.346,,424.189,,1.373,,422.816,86.823,0.0,,,,86.823,0.0,1677.898,0.0,0.0,511.012,3037.605,3037.605,,,,6938.379,0.0,32.305,32.305,0.0,92.199,470.584,4665.393,9975.984,10486.996,0.0,1292.965,200.859,1092.106,-5.086,-109.351,6.164,1184.692,4.709,1189.401,11676.397,
03/31/2016,11756.131,213.505,213.505,0.0,83.241,83.241,0.0,28.612,,,,,27.523,,,,,,27.523,352.881,3595.037,,,0.0,7808.213,1800.522,1800.522,0.0,,6007.691,11403.25,,460.398,,13.574,,446.824,57.413,0.0,,,,57.413,0.0,1704.592,,0.0,517.811,3076.342,3076.342,,,,6971.885,,,,,,470.715,4796.578,10048.227,10566.038,0.0,1265.412,201.52,1063.892,-7.372,-101.545,28.871,1185.366,4.727,1190.093,11756.131,
06/30/2016,11875.492,171.788,171.788,0.0,78.791,78.791,0.0,28.568,,,,,53.455,,,,,,53.455,332.602,3588.842,,,0.0,7954.048,1801.645,1801.645,0.0,,6152.403,11542.89,,411.606,,1.465,,410.141,90.104,0.0,,,,90.104,0.0,1737.053,,0.0,501.71,3113.179,3113.179,,,,7092.783,,,,,,467.364,4888.366,10205.962,10707.672,0.0,1248.128,202.067,1046.061,-8.398,-106.119,29.289,1162.9,4.92,1167.82,11875.492,
09/30/2016,12051.476,177.571,177.571,0.0,74.293,74.293,0.0,28.526,,,,,64.46,,,,,,64.46,344.85,3597.723,,,0.0,8108.903,1801.893,1801.893,0.0,,6307.01,11706.626,,448.31,,0.997,,447.313,89.531,0.0,,,,89.531,0.0,1753.989,,0.0,537.841,3181.694,3181.694,,,,7242.243,,,,,,459.162,5029.092,10423.937,10961.778,0.0,1205.76,190.489,1015.271,,-142.742,24.274,1087.292,2.406,1089.698,12051.476,
12/31/2016,12038.149,194.986,194.986,0.0,98.455,98.455,0.0,26.431,,,,,34.524,0.0,,0.861,,,34.524,354.396,3604.522,5069.774,-1465.252,0.0,8079.231,1799.081,1799.081,0.0,4.437,6274.852,11683.753,,447.896,,7.96,,439.936,89.974,0.0,,,,89.974,0.0,1731.417,0.0,0.0,537.87,3196.616,3196.616,,,,7208.416,0.0,30.078,30.078,0.0,105.013,454.638,4887.27,10405.032,10942.902,0.0,1185.606,195.403,990.203,-5.998,-103.387,16.492,1092.713,2.534,1095.247,12038.149,
03/31/2017,12259.166,238.254,238.254,0.0,86.946,86.946,0.0,27.375,,,,,38.182,,,,,,38.182,390.757,3593.078,,,0.0,8275.331,1805.59,1805.59,0.0,,6469.741,11868.409,,549.384,,72.382,,477.002,63.606,0.0,,,,63.606,0.0,1761.064,,0.0,612.99,3224.653,3224.653,,,,7237.773,,,,,,446.086,5030.623,10462.426,11075.416,0.0,1164.955,196.761,968.194,-8.811,5.369,19.656,1181.169,2.581,1183.75,12259.166,
06/30/2017,12388.284,224.889,224.889,0.0,72.251,72.251,0.0,27.333,,,,,30.396,,,,,,30.396,354.869,3613.117,,,0.0,8420.298,1804.493,1804.493,0.0,,6615.805,12033.415,,453.624,,12.228,,441.396,70.725,0.0,,,,70.725,0.0,1777.828,,0.0,524.349,3290.944,3290.944,,,,7368.007,,,,,,442.528,5147.651,10658.951,11183.3,0.0,1145.749,187.315,958.434,,28.858,30.09,1204.697,0.287,1204.984,12388.284,
09/30/2017,12625.198,267.956,267.956,0.0,77.426,77.426,0.0,27.161,,,,,32.34,,,,,,32.34,404.883,3652.251,,,0.0,8568.064,1807.816,1807.816,0.0,,6760.248,12220.315,,503.415,,9.395,,494.02,76.314,0.0,,,,76.314,0.0,1796.756,,0.0,579.729,3292.816,3292.816,,,,7513.702,,,,,,451.273,5265.673,10806.518,11386.247,0.0,1158.877,187.746,971.131,,33.14,46.661,1238.678,0.273,1238.951,12625.198,
12/31/2017,12864.503,330.039,330.039,0.0,90.304,90.304,0.0,25.378,,,,,35.575,0.0,,0.873,,,35.575,481.296,3665.033,5239.992,-1574.959,0.0,8718.174,1805.981,1805.981,0.0,4.419,6906.901,12383.207,,491.642,,2.47,,489.172,337.337,0.0,,,,337.337,0.0,1789.776,0.0,0.0,828.979,3135.316,3135.316,,,,7490.771,0.0,28.681,28.681,0.0,120.782,283.765,5267.767,10626.087,11455.066,0.0,1162.404,191.936,970.468,-5.321,210.364,41.943,1409.39,0.047,1409.437,12864.503,
