Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1996,,0.0,0.0,2155.063965,2257.560059,-102.496002,14.394,14.394,0.0,0.0,0.0,2169.458008,7.172,4.083,0.0,42.285999,,2222.999023,,30.212,0.0,840.809982,,,35.584999,906.606995,322.575012,0.0,1037.47998,-43.662998,1316.391994,2222.999023,
12/31/1996,,0.0,0.0,2055.789062,2153.363037,-97.573997,189.828995,189.828995,0.0,0.0,0.0,2245.61792,5.643,4.157,0.0,27.014,,2282.431885,,22.782,24.537001,907.388016,,,60.216999,1014.924011,267.373993,0.0,993.945007,6.189,1267.508,2282.431885,
03/31/1997,,0.0,0.0,2133.824951,2233.865967,-100.041,205.365997,205.365997,0.0,0.0,0.0,2339.190918,7.941,8.487,0.0,27.358,59.0,2441.977051,,25.368,0.0,1054.442993,,,55.207001,1135.017944,257.0,0.0,1004.406006,45.553001,1306.959007,2441.977051,
06/30/1997,,0.0,0.0,2286.834961,2391.165039,-104.330002,259.313995,259.313995,0.0,0.0,0.0,2546.148926,5.57,5.382,0.0,29.007999,19.707001,2605.815918,,32.675999,0.0,1111.634003,,,64.181999,1208.491943,244.350006,0.0,1072.978027,79.996002,1397.324036,2605.815918,
09/30/1997,,0.0,0.0,2350.011963,2465.625,-115.612999,294.937012,294.937012,0.0,0.0,0.0,2644.948975,6.172,11.729,0.0,32.313999,22.959999,2718.124023,,31.634001,0.0,1012.686981,,,63.986,1108.307007,242.929993,0.0,1358.515991,8.371,1609.816984,2718.124023,
12/31/1997,,0.0,0.0,2475.200928,2604.918945,-129.718002,285.238007,285.238007,0.0,0.0,0.0,2760.438965,4.927,11.544,0.0,28.775999,0.0,2805.686035,,35.352001,31.495001,1127.152008,,,71.250999,1265.25,240.210007,0.0,1361.375,-61.148998,1540.436008,2805.686035,
03/31/1998,,0.0,0.0,2503.789062,2643.707031,-139.917999,291.091003,291.091003,0.0,0.0,0.0,2794.879883,5.31,12.45,0.0,36.223,15.287,2864.149902,,35.244999,0.0,1180.106018,,,65.820999,1281.171997,233.263,0.0,1368.223999,-18.509001,1582.977999,2864.149902,
06/30/1998,,0.0,0.0,2629.719971,2785.75293,-156.033005,237.746994,237.746994,0.0,0.0,0.0,2867.467041,2.65,0.0,0.0,47.591999,2.362,2920.071045,,34.59,0.0,1252.381989,,,74.422997,1361.39502,232.229996,0.0,1412.927002,-86.481003,1558.675995,2920.071045,
09/30/1998,,0.0,0.0,4541.928223,4723.919922,-181.992004,213.110992,213.110992,0.0,0.0,0.0,4755.039062,9.239,0.0,0.0,72.999001,86.315002,4923.591797,,60.771,0.0,2062.587952,,,109.238998,2232.5979,275.52301,21.778999,2516.702881,-123.011002,2690.993889,4923.591797,
12/31/1998,,0.0,0.0,4664.005859,4869.800781,-205.794998,211.966995,211.966995,0.0,0.0,0.0,4875.973145,10.119,0.0,0.0,82.931999,90.874001,5059.897949,,55.648998,98.919998,2172.430969,,,83.113998,2410.114014,272.515015,21.459,2493.552002,-137.742004,2649.784012,5059.897949,
03/31/1999,,0.0,0.0,4762.126953,4993.233887,-231.106995,211.100998,211.100998,0.0,0.0,0.0,4973.228027,29.489,0.0,0.0,0.0,80.903999,5083.621094,,46.426998,65.109001,2331.259033,,,41.761002,2484.555908,267.342987,20.319,2434.785889,-123.383003,2599.064873,5083.621094,
06/30/1999,,0.0,0.0,4875.450195,5133.13623,-257.686005,211.863998,211.863998,0.0,0.0,0.0,5087.313965,5.499,0.0,0.0,92.598999,35.500999,5220.913086,,51.793999,81.605003,2455.947021,,,38.691002,2628.037109,258.308014,13.307,2442.644043,-121.383003,2592.876054,5220.913086,
09/30/1999,,0.0,0.0,4877.666992,5155.095215,-277.428009,209.498993,209.498993,0.0,0.0,0.0,5087.166016,8.316,0.0,0.0,123.939003,80.283997,5299.705078,,35.334,140.761002,2439.393921,,,0.0,2615.489014,299.920013,45.564999,2445.781006,-107.050003,2684.216015,5299.705078,
12/31/1999,,0.0,0.0,4916.672852,5217.331055,-300.65799,210.356995,210.356995,0.0,0.0,0.0,5127.029785,10.072,0.0,0.0,96.606003,68.728996,5302.437012,,26.677,127.978516,2465.05603,,,59.915001,2679.62793,297.63501,55.303001,2410.864014,-140.992996,2622.809029,5302.437012,
03/31/2000,,0.0,0.0,5083.069824,5411.313965,-328.243988,246.723007,246.723007,0.0,0.0,0.0,5329.792969,9.601,0.0,0.0,95.130997,9.943,5444.467773,,28.804001,57.07,2606.358948,,,49.879002,2742.112061,296.153992,93.391998,2432.419922,-119.610001,2702.355911,5444.467773,
06/30/2000,,0.0,135.065002,4965.935059,5173.626953,-342.756989,207.819,207.819,0.0,0.0,0.0,5173.753906,14.294,0.0,0.0,99.800003,71.361,5359.208984,,30.771,78.551003,2455.492981,,,55.91,2620.725098,292.371002,93.375,2437.378906,-84.640999,2738.48391,5359.208984,
09/30/2000,,0.0,129.942993,4803.634766,5027.545898,-353.854004,4.061,4.061,0.0,0.0,0.0,4807.695801,12.934,0.0,0.0,101.703003,90.471001,5012.804199,,27.962999,125.542,2463.788025,,,0.0,2617.292969,290.501007,93.374001,2061.714111,-50.077999,2395.51112,5012.804199,
12/31/2000,,,229.012,4683.238,5058.91,-375.672,0.124,0.124,,,,4912.374,9.077,,,94.972,3.274,5019.697,,24.029,179.94,2470.785,1594.981,875.804,,2674.754,286.856,93.337,2072.108,-107.358,2344.943,5019.697,
03/31/2001,,0.0,204.787994,4309.957031,4679.978027,-370.020996,0.0,0.0,0.0,0.0,0.0,4514.745117,18.672001,0.0,0.0,91.731003,98.236,4723.383789,,21.118,69.567001,2241.447937,,,30.047001,2362.179932,285.153015,93.336998,2029.588989,-46.875,2361.204002,4723.383789,
06/30/2001,,0.0,212.649002,3988.237061,4349.595215,-361.358002,0.0,0.0,0.0,0.0,0.0,4200.88623,89.162003,0.0,0.0,99.608002,260.934998,4650.59082,,0.0,96.459999,2221.872009,,,44.203999,2362.535889,179.701004,93.330002,2038.312988,-23.289,2288.054995,4650.59082,
09/30/2001,,0.0,263.565002,4103.841797,4485.329102,-381.487,0.0,0.0,0.0,0.0,0.0,4367.407227,33.908001,0.0,0.0,199.013,125.200996,4725.528809,,23.349001,79.567001,2296.512939,,,42.259998,2441.688965,178.304001,93.330002,2050.23999,-38.034,2283.839993,4725.528809,
12/31/2001,,0.0,437.36499,7869.220215,8276.003906,-406.783997,0.0,0.0,0.0,0.0,0.0,8306.584961,7.027,0.0,0.0,115.882004,120.420998,8549.915039,,18.643,282.713013,3853.011963,,,0.0,4154.368164,374.114014,594.403015,3549.833984,-122.804001,4395.547012,8549.915039,
03/31/2002,,0.0,502.984863,7961.953125,8412.984375,-451.035889,0.0,0.0,0.0,0.0,0.0,8464.9375,11.700996,0.0,0.0,127.682983,75.401978,8679.71875,,24.292999,188.430908,3998.776367,,,0.0,4211.5,372.234863,592.953613,3573.21875,-70.18396,4468.223267,8679.71875,
06/30/2002,,0.0,476.042969,8218.875,8707.296875,-488.427979,0.0,0.0,0.0,0.0,0.0,8694.914062,10.807999,0.0,0.0,133.150879,58.656982,8897.53125,,0.0,242.257935,4162.291992,,,0.0,4404.550781,369.278809,765.960938,3369.335938,-11.593994,4492.981689,8897.53125,
09/30/2002,,0.0,517.778992,8255.351562,8792.411133,-537.059021,0.0,0.0,0.0,0.0,0.0,8773.130859,19.48,0.0,0.0,154.300995,41.221001,8988.132812,,268.734009,3.793,4287.500977,,,0.0,4560.027832,294.354004,553.861023,3680.197021,-100.306999,4428.105049,8988.132812,
12/31/2002,,1891.297974,116.594002,8718.879883,7406.437012,-578.85498,0.0,0.0,0.0,0.0,0.0,8835.473633,12.846,0.0,0.0,247.705994,0.0,9096.026367,,29.157,353.463989,4321.677979,,,0.0,4704.298828,294.040985,547.908997,3689.818115,-140.041,4391.727097,9096.026367,
12/31/2003,,261.063995,86.366997,8350.198242,8738.116211,-648.981995,0.0,0.0,0.0,0.0,0.0,8436.56543,5.23,0.0,0.0,298.980011,180.919998,8921.695312,,27.086,254.126007,3903.380005,,,0.0,4184.591797,148.940002,592.416016,3954.352051,41.395,4737.103069,8921.695312,
03/31/2004,,532.619019,91.255997,8556.080078,8708.160156,-684.700989,0.0,0.0,0.0,0.0,0.0,8647.330078,5.706,0.0,0.0,246.177002,113.768997,9012.990234,,0.0,258.559998,4019.209961,,,0.0,4277.77002,148.940002,575.995972,3971.25,39.023998,4735.209972,9012.980469,
06/30/2004,,907.755981,77.690002,8745.070312,8560.730469,-723.411987,0.0,0.0,0.0,0.0,0.0,8822.759766,7.939,0.0,0.0,211.470001,17.429001,9059.599609,,0.0,278.355988,4107.590088,,,0.0,4385.950195,148.065002,551.52301,3942.929932,31.132,4673.649944,9059.599609,
09/30/2004,,428.803986,95.810997,8569.755859,8885.849609,-744.89801,0.0,0.0,0.0,0.0,0.0,8665.567383,179.641998,0.0,0.0,149.214996,83.357002,9077.780273,,0.0,313.203003,4112.079956,,,0.0,4425.279785,75.0,522.90802,3969.929932,84.651001,4652.488953,9077.769531,
12/31/2004,,262.843,111.481,8457.496,8958.195,-763.542,0.0,0.0,0.0,0.0,0.0,8568.977,203.255,0.0,0.0,173.717,120.095,9066.044,,52.052,273.079,4149.637,2118.132,2031.505,0.0,4474.768,50.0,498.098,4028.109,15.069,4591.276,9066.044,
03/31/2005,,188.837997,99.300003,8490.537109,9099.723633,-798.025024,0.0,0.0,0.0,0.0,0.0,8589.836914,7.043,0.0,0.0,235.229996,68.901001,8901.010742,,47.104,216.886993,4070.397095,,,0.0,4334.388184,50.0,493.65799,4029.36792,-6.403,4566.62291,8901.010742,
06/30/2005,,400.765991,124.598,8431.53125,8872.303711,-841.539001,0.0,0.0,0.0,0.0,0.0,8556.128906,12.765,0.0,0.0,254.391006,124.041,8947.326172,,56.513,226.990005,4122.080933,,,17.649,4423.23291,50.0,488.348999,4025.923096,-40.179001,4524.093094,8947.326172,
09/30/2005,,755.437012,121.362999,10308.185547,10431.34082,-878.59198,0.0,0.0,0.0,0.0,0.0,10429.548828,13.318,0.0,0.0,273.18399,64.580002,10780.630859,,59.019001,256.057007,4984.468018,,,0.0,5299.543945,50.0,747.739014,4642.418945,40.929001,5481.08696,10780.630859,
12/31/2005,,327.347,132.728,10522.571,11031.917,-836.693,0.0,0.0,0.0,0.0,0.0,10655.299,13.638,0.0,0.0,297.884,495.274,11462.095,,53.366,311.673,5278.398,2918.217,2360.181,49.868,5693.305,50.0,787.273,4655.025,276.492,5768.79,11462.095,
03/31/2006,,500.746002,147.302002,10912.719727,11294.198242,-882.223999,0.0,0.0,0.0,0.0,0.0,11060.022461,23.747,0.0,0.0,389.438995,179.742004,11652.950195,,55.932999,294.239014,5442.419922,,,0.0,5792.591797,50.0,785.171997,4712.160156,313.026001,5860.358154,11652.950195,
06/30/2006,,20.992,193.036,10875.129,11741.695,-887.558,0.0,0.0,0.0,0.0,0.0,11068.165,21.665,0.0,0.0,401.931,284.879,11776.64,,54.233,298.148,5437.956,,,10.094,5800.431,50.0,797.416,4729.081,399.712,5976.209,11776.64,
09/30/2006,,135.938995,212.884003,12307.226562,13105.946289,-934.65802,0.0,0.0,0.0,0.0,0.0,12520.111328,52.080002,0.0,0.0,480.561005,54.578999,13107.331055,,75.124001,416.636993,6564.241211,,,0.0,7056.001953,50.0,740.346985,4851.88916,409.092987,6051.329132,13107.331055,
12/31/2006,,329.133,235.323,12230.494,12858.507,-957.146,0.0,0.0,0.0,0.0,0.0,12465.817,48.655,0.0,0.0,425.343,319.312,13259.127,,71.967,432.395,6403.037,3659.956,2743.081,49.39,6956.789,50.0,739.149,4885.365,627.824,6302.338,13259.127,
03/31/2007,,975.820984,252.014008,12101.358398,12101.053711,-975.517029,0.0,0.0,0.0,0.0,0.0,12353.37207,49.27,0.0,0.0,389.463989,669.39502,13461.500977,,77.602997,389.848999,6463.623047,,,0.0,6931.075195,50.0,711.486023,4954.058105,814.882019,6530.426147,13461.500977,
06/30/2007,,933.485,491.81,11916.819,11996.862,-1013.528,0.0,0.0,0.0,0.0,0.0,12408.629,12.975,0.0,0.0,445.533,158.905,13026.042,,52.329,330.384,6159.984,,,0.0,6542.697,50.0,687.38,4971.867,774.098,6483.345,13026.042,
