Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,0.0,936.64801,963.551025,-26.903,22.601999,22.601999,0.0,0.0,0.0,959.25,68.579002,1.614,0.0,15.779,,1045.222046,,13.473,0.0,256.248001,,,14.239,283.959991,230.0,0.0,568.619995,-37.358002,761.261993,1045.222046,
06/30/1994,,0.0,0.0,1141.032959,1173.647949,-32.615002,22.586,22.586,0.0,0.0,0.0,1163.619019,9.464,0.986,0.0,11.047,,1185.115967,,12.136,0.0,393.052994,,,22.191,427.380005,230.0,0.0,569.528015,-41.792,757.736015,1185.115967,
09/30/1994,,0.0,0.0,1193.949951,1233.020996,-39.070999,22.552999,22.552999,0.0,0.0,0.0,1216.503052,12.475,2.209,0.0,13.35,,1244.536987,,12.494,0.0,349.699997,,,24.719,386.912994,230.0,0.0,672.348999,-44.724998,857.624001,1244.536987,
12/31/1994,,0.0,0.0,1250.088989,1296.287964,-46.199001,22.597,22.597,0.0,0.0,0.0,1272.686035,8.092,1.657,0.0,13.343,,1295.777954,,17.23,14.506,395.624001,,,27.775999,455.135986,230.0,0.0,672.781982,-62.139999,840.641983,1295.777954,
03/31/1995,,0.0,0.0,1545.990967,1599.563965,-53.573002,22.577,22.577,0.0,0.0,0.0,1568.567993,9.393,2.154,0.0,91.095001,,1671.209961,,16.636,0.0,423.94899,,,23.294001,463.878998,230.0,0.0,1028.956055,-51.625,1207.331055,1671.209961,
06/30/1995,,0.0,0.0,1627.915039,1690.563965,-62.648998,17.903,17.903,0.0,0.0,0.0,1645.817993,35.667,2.709,0.0,16.441999,,1700.635986,,14.673,0.0,352.007004,,,30.343,397.02301,335.0,0.0,1025.223999,-56.611,1303.612999,1700.635986,
09/30/1995,,0.0,0.0,1672.223999,1744.343018,-72.119003,18.705999,18.705999,0.0,0.0,0.0,1690.930054,12.102,2.788,0.0,18.142,,1723.962036,,17.521999,0.0,376.304993,,,30.631001,424.458008,335.0,0.0,1025.067993,-60.563999,1299.503994,1723.962036,
12/31/1995,,0.0,0.0,1773.886963,1855.865967,-81.978996,15.844,15.844,0.0,0.0,0.0,1789.730957,26.919001,3.318,0.0,21.031,,1840.999023,,21.040001,22.437,487.054001,,,34.799999,565.330994,335.0,0.0,1025.055054,-84.387001,1275.668053,1840.999023,
03/31/1996,,0.0,0.0,1840.473999,1930.631958,-90.157997,14.764,14.764,0.0,0.0,0.0,1855.238037,8.338,3.047,0.0,23.311001,,1889.93396,,24.488001,0.0,543.820007,,,26.504,594.812012,335.0,0.0,1025.055054,-64.932999,1295.122055,1889.93396,
06/30/1996,,0.0,0.0,1972.052979,2069.873047,-97.82,14.696,14.696,0.0,0.0,0.0,1986.749023,4.376,3.473,0.0,22.318001,,2016.916016,,28.014,0.0,660.429993,,,33.311001,721.755005,331.274994,0.0,1028.780029,-64.893997,1295.161026,2016.916016,
