Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1998,10.238,,-5.929,,4.309,,-3.185,,,,,1.124,0.014,,0.0,,0.0,,-0.014,1.138,-0.426,0.712,0.0,,,0.712,0.0,0.712,0.0,,0.712,0.712,,317.471992,0.002292,0.002292,0.002292,327.263992,0.002083,0.002083,0.002083,
06/30/1998,12.668,,-7.326,,5.342,,-3.76,,,,,1.582,0.122,,0.0,,0.0,,-0.122,1.704,-0.638,1.066,0.0,,,1.066,0.0,1.066,0.0,,1.066,1.066,,333.263992,0.003125,0.003125,0.003125,344.303993,0.003125,0.003125,0.003125,
09/30/1998,16.200001,,-8.925,,7.275001,,-4.84,,,,,2.435,0.279,,0.0,,0.0,,-0.279,2.714,-1.014,1.7,0.0,,,1.7,0.0,1.7,0.0,,1.7,1.7,,437.808014,0.003958,0.003958,0.003958,452.015991,0.00375,0.00375,0.00375,
12/31/1998,19.5,,-9.739,,9.761,,-5.984,,,,,3.777,0.306,,0.0,,0.0,,-0.306,4.083,-1.528,2.555,0.0,,,2.555,0.0,2.555,0.0,,2.555,2.555,,439.103989,0.005833,0.005833,0.005833,458.304016,0.005625,0.005625,0.005625,
03/31/1999,20.426001,,-10.711,,9.715,,-5.645,,,,,4.07,0.338,,,-0.276,0.0,,-0.062,4.408,-1.649,2.759,0.0,,,2.759,0.0,2.759,0.0,,2.759,2.759,,439.248001,0.00625,0.00625,0.00625,461.23201,0.006042,0.006042,0.006042,
06/30/1999,21.497999,,-11.149,,10.348999,,-6.486,,,,,3.863,0.218,,0.029,-0.247,0.0,,0.0,4.081,-1.526,2.555,0.0,,,2.555,0.0,2.555,0.0,,2.555,2.555,,439.53598,0.005833,0.005833,0.005833,459.11998,0.005625,0.005625,0.005625,
09/30/1999,22.875999,,-11.873,,11.002999,,-6.827,,,,,4.176,0.392,,0.0,-0.331,0.0,,-0.061,4.568,-1.708,2.86,0.0,,,2.86,0.0,2.86,0.0,,2.86,2.86,,439.775986,0.006458,0.006458,0.006458,460.224014,0.00625,0.00625,0.00625,
12/31/1999,24.104,,-12.427999,,11.676002,,-7.139999,,,,,4.536,0.323,,,-0.411,0.0,,0.088,4.859,-1.828,3.06,0.0,,,3.031,0.0,3.06,0.0,,3.06,3.06,,442.271988,0.006875,0.006875,0.006875,477.744003,0.006458,0.006458,0.006458,
03/31/2000,27.07,,-13.939,,13.131,,-8.008,,,,,5.123,0.406,,,-0.505,0.0,,0.099,5.529,-2.068,3.461,0.0,,,3.461,0.0,3.461,0.0,,3.461,3.461,,444.0,0.007917,0.007917,0.007917,484.488007,0.007083,0.007083,0.007083,
06/30/2000,31.801001,,-16.375999,,15.425001,,-9.384,,,,,6.041,0.376,,0.166,-0.542,0.0,,0.0,6.417,-2.4,4.017,0.0,,,4.017,0.0,4.017,0.0,,4.017,4.017,,444.839996,0.009167,0.009167,0.009167,484.199982,0.008333,0.008333,0.008333,
09/30/2000,37.106998,,-19.110001,,17.996998,,-10.918,,,,,7.079,0.565,,,-0.732,0.0,,0.167,7.644,-2.859,4.785,0.0,,,4.785,0.0,4.785,0.0,,4.785,4.785,,446.015991,0.010833,0.010833,0.010833,482.615982,0.01,0.01,0.01,
12/31/2000,41.053001,,-21.011999,,20.041002,,-12.156,,,,,7.885,0.772,,,-0.87,0.0,,0.098,8.657,-3.237,5.42,0.0,,,5.42,0.0,5.42,0.0,,5.42,5.42,,447.216019,0.012083,0.012083,0.012083,482.832001,0.01125,0.01125,0.01125,
03/31/2001,43.403999,,-22.368999,,21.035,,-12.646,,,,,8.389,0.501,,,-0.746,0.0,,0.245,8.89,-3.325,5.565,0.0,,,5.565,0.0,5.565,0.0,0.0,5.565,5.565,,448.751999,0.0125,0.0125,0.0125,485.568008,0.011667,0.011667,0.011667,
06/30/2001,45.410999,,-23.381001,,22.029999,,-13.156,,,,,8.874,0.467,,,-0.617,0.0,,0.15,9.341,-3.494,5.847,0.0,,,5.847,0.0,5.847,0.0,0.0,5.847,5.847,,453.912003,0.012917,0.012917,0.012917,491.136017,0.012083,0.012083,0.012083,
09/30/2001,45.501999,,-23.108999,,22.393,,-13.07,,,,,9.323,0.434,,,-0.643,0.0,,0.209,9.757,-3.649,6.108,0.0,,,6.108,0.0,6.108,0.0,0.0,6.108,6.108,,460.416,0.013333,0.013333,0.013333,492.359985,0.0125,0.0125,0.0125,
12/31/2001,43.460999,,-21.989,,21.471999,,-12.438,,,,,9.034,-0.892,,,-0.495,0.0,,1.387,8.142,-3.502,4.64,0.0,,,4.64,0.0,4.64,0.0,0.0,4.64,4.64,,462.792024,0.01,0.01,0.0125,486.816,0.009583,0.009583,0.012083,
03/31/2002,46.484001,,-24.188999,,22.295002,,-13.149,,,,,9.146,0.27,,,-0.429,0.0,,0.159,9.416,-2.307,7.109,0.0,,,7.109,0.0,7.109,0.0,0.0,7.109,7.109,,464.76,0.015417,0.015417,0.015417,493.607976,0.014583,0.014583,0.014583,
06/30/2002,54.358002,,-29.348,,25.010002,,-14.308,,,,,10.702,0.451,,,-0.405,0.0,,-0.046,11.153,-2.506,8.647,0.0,,,8.647,0.0,8.647,0.0,0.0,8.647,8.647,,469.896011,0.018333,0.018333,0.018333,505.320007,0.017083,0.017083,0.017083,
09/30/2002,61.233002,,-32.970001,,28.263,,-16.155001,,,,,12.108,0.495,,,-0.471,0.0,,-0.024,12.603,-2.936,9.667,0.0,,,9.667,0.0,9.667,0.0,0.0,9.667,9.667,,476.687988,0.020417,0.020417,0.020417,514.824005,0.01875,0.01875,0.01875,
12/31/2002,67.011002,,-36.194,,30.817001,,-17.575001,,,,,13.242,-1.323,,,-0.503,0.0,,1.826,11.919,-2.78,9.139,0.0,,,9.139,0.0,9.139,0.0,0.0,9.139,9.139,,485.400009,0.01875,0.01875,0.022083,525.503998,0.0175,0.0175,0.020417,
03/31/2003,74.515999,,-40.959,,33.556999,,-19.033001,,,,,14.524,-1.786,,,-0.421,0.0,,2.207,12.738,-2.56,10.178,0.0,,,10.178,0.0,10.178,0.0,0.0,10.178,10.178,,490.560013,0.02125,0.02125,0.024167,527.951981,0.01875,0.01875,0.0225,
06/30/2003,87.445999,,-47.199001,,40.246998,,-23.118999,,,,,17.128,0.418,,,-0.32,0.0,,-0.098,17.546,-4.044,13.502,0.0,,,13.502,0.0,13.502,0.0,0.0,13.502,13.502,,495.079987,0.0275,0.0275,0.0275,529.911987,0.025,0.025,0.025,
09/30/2003,98.111,,-52.967999,,45.143002,,-25.868999,,,,,19.274,0.596,,,-0.617,0.0,,0.021,19.87,-3.91,15.96,0.0,,,15.96,0.0,15.96,0.0,0.0,15.96,15.96,,503.216003,0.03125,0.03125,0.03125,552.656006,0.02875,0.02875,0.02875,
12/31/2003,108.157997,,-58.598,,49.559998,,-28.174,,,,,21.386,0.691,,,-0.77,0.0,,0.079,22.077,-4.352,17.725,0.0,,,17.724999,0.0,17.725,0.0,0.0,17.725,17.725,,511.511993,0.035,0.035,0.035,562.567993,0.03125,0.03125,0.03125,
03/31/2004,119.744,,-65.01,,54.734,,-31.047,27.182,,,3.865,23.687,1.141,-0.84,0.0,-0.84,0.0,,-0.301,24.828,-5.04,19.788,0.0,,,19.788,0.0,19.788,0.0,0.0,19.788,19.788,,515.52,0.03875,0.03875,0.03875,566.608,0.035,0.035,0.035,
06/30/2004,138.719,,-75.558,,63.161,,-35.371,31.543,,,3.828,27.79,0.735,-0.815,0.0,-0.815,0.0,,0.08,28.525,-4.724,23.801,0.0,,,23.801,0.0,23.801,0.0,0.0,23.801,23.801,,520.468,0.045,0.045,0.045,564.656,0.0425,0.0425,0.0425,
09/30/2004,155.429,,-84.585,,70.844,,-39.972,35.889,,,4.083,30.872,1.015,-1.267,0.0,-1.267,0.0,,0.252,31.887,-5.835,26.052,,,,26.052,,26.052,,0.0,26.052,26.052,,526.988,0.05,0.05,0.05,570.884,0.045,0.045,0.045,
12/31/2004,172.781,,-94.657,,78.124,,-42.853,,,,,35.271,1.584,,0.0,-1.467,0.0,,-0.117,36.855,-6.253,30.602,0.0,,,30.602,0.0,30.602,0.0,0.0,30.602,30.602,,532.86,0.0575,0.0575,0.0575,578.76,0.0525,0.0525,0.0525,
03/31/2005,181.681,,-97.994,,83.687,,-46.5,,,,,37.187,1.716,-1.84,0.0,-1.84,0.0,,0.124,38.903,-6.925,31.978,0.0,,,31.978,0.0,31.978,0.0,0.0,31.978,31.978,,537.94,0.06,0.06,0.06,583.284,0.055,0.055,0.055,
06/30/2005,211.711,,-117.768,,93.943,,-51.575,,,,,42.368,1.466,-2.061,0.0,-2.061,0.0,,0.595,43.834,-7.802,36.032,0.0,,,36.032,0.0,36.032,0.0,0.0,36.032,36.032,,542.748,0.0675,0.0675,0.0675,586.216,0.0625,0.0625,0.0625,
09/30/2005,235.536,,-128.175,,107.361,,-60.34,54.759,,,5.581,47.021,2.351,-2.221,0.0,-2.221,0.0,,-0.13,49.372,-8.789,40.583,0.0,,,40.583,0.0,40.583,0.0,0.0,40.583,40.583,0.0,548.744,0.075,0.075,0.075,589.124,0.07,0.07,0.07,
12/31/2005,256.902,,-135.978,,120.924,,-69.884,,,,,51.04,2.123,,0.0,-2.86,0.0,,0.737,53.163,4.51,57.673,0.0,,,57.673,0.0,57.673,0.0,0.0,57.673,57.673,,554.468,0.105,0.105,0.0825,591.696,0.0975,0.0975,0.0775,
03/31/2006,285.479,,-158.588,,126.891,,-73.735,66.705,,,7.03,53.156,3.396,-3.437,0.0,-3.437,0.0,,0.041,56.552,-9.388,47.164,0.0,,,47.164,0.0,47.164,0.0,0.0,47.164,47.164,,558.66,0.085,0.085,0.085,597.416,0.08,0.08,0.08,
